Local time in Gauhati,T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,
23.03.2020 07:00,20.0,756.3,760.5,94,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,19.0,
23.03.2020 06:30,20.0,755.6,759.7,94,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,19.0,
23.03.2020 06:00,19.0,755.5,759.7,94,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,18.0,
23.03.2020 05:00,18.0,755.5,759.7,94,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.0,17.0,
23.03.2020 04:30,19.0,754.8,759.0,94,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.0,18.0,
23.03.2020 04:00,19.0,754.8,759.0,94,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.0,18.0,
23.03.2020 03:30,19.0,754.8,759.0,94,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.0,18.0,
23.03.2020 03:00,19.0,754.8,759.0,94,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.0,18.0,
23.03.2020 02:30,19.0,755.5,759.7,94,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.0,18.0,
23.03.2020 02:00,19.0,755.5,759.7,94,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,18.0,
23.03.2020 01:30,19.0,755.5,759.7,94,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,18.0,
23.03.2020 01:00,19.0,755.5,759.7,94,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,18.0,
23.03.2020 00:30,19.0,756.3,760.5,94,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,18.0,
23.03.2020 00:00,19.0,756.3,760.5,94,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,18.0,
22.03.2020 23:30,19.0,756.3,760.5,94,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,18.0,
22.03.2020 23:00,19.0,756.3,760.5,94,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,18.0,
22.03.2020 22:30,19.0,757.0,761.2,94,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,18.0,
22.03.2020 22:00,19.0,757.0,761.2,94,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,18.0,
22.03.2020 21:30,19.0,757.0,761.2,94,Calm  no wind,0,,Mist,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,2.5,18.0,
22.03.2020 21:00,19.0,757.0,761.2,94,Calm  no wind,0,,Mist,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,2.5,18.0,
22.03.2020 20:30,19.0,756.3,760.5,94,Calm  no wind,0,,Mist,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,2.5,18.0,
22.03.2020 20:00,20.0,756.3,760.5,88,Calm  no wind,0,,Mist,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,2.5,18.0,
22.03.2020 19:30,20.0,755.6,759.7,88,Calm  no wind,0,,Mist,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,2.5,18.0,
22.03.2020 19:00,20.0,755.6,759.7,88,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,18.0,
22.03.2020 18:30,21.0,755.6,759.7,88,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,19.0,
22.03.2020 18:00,21.0,755.6,759.7,88,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,19.0,
22.03.2020 17:30,22.0,755.6,759.7,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,19.0,
22.03.2020 17:00,22.0,754.9,759.0,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,19.0,
22.03.2020 16:30,23.0,755.6,759.7,78,Calm  no wind,0,,Light rain,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,19.0,
22.03.2020 16:00,22.0,755.6,759.7,83,Calm  no wind,0,,Light rain,,Scattered clouds (40-50%) 480 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 2700 m,2.5,19.0,
22.03.2020 15:30,22.0,755.6,759.7,83,Wind blowing from the south-west,2,,Light rain,,Scattered clouds (40-50%) 480 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 2700 m,2.5,19.0,
22.03.2020 15:00,23.0,755.6,759.7,78,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,19.0,
22.03.2020 14:30,23.0,755.6,759.7,78,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,19.0,
22.03.2020 14:00,23.0,756.4,760.5,78,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,19.0,
22.03.2020 13:30,22.0,756.4,760.5,78,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,18.0,
22.03.2020 13:00,23.0,756.4,760.5,74,Wind blowing from the north,3,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,18.0,
22.03.2020 12:30,23.0,756.4,760.5,74,Wind blowing from the north,3,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,18.0,
22.03.2020 12:00,23.0,757.1,761.2,74,Wind blowing from the north,3,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,18.0,
22.03.2020 11:30,23.0,757.1,761.2,74,Wind blowing from the north,3,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,18.0,
22.03.2020 11:00,23.0,757.9,762.0,74,Wind blowing from the north,3,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,18.0,
22.03.2020 10:30,23.0,757.9,762.0,74,Wind blowing from the north,2,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,18.0,
22.03.2020 10:00,23.0,757.9,762.0,74,Wind blowing from the north-east,2,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,18.0,
22.03.2020 09:30,24.0,757.9,762.0,74,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,19.0,
22.03.2020 09:00,23.0,757.9,762.0,74,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,18.0,
22.03.2020 08:30,23.0,757.9,762.0,78,Wind blowing from the south,2,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.0,19.0,
22.03.2020 08:00,23.0,757.9,762.0,78,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,19.0,
22.03.2020 07:30,22.0,757.9,762.0,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,19.0,
22.03.2020 07:00,21.0,757.1,761.2,88,Wind blowing from the north,2,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,19.0,
22.03.2020 06:30,21.0,757.1,761.2,83,Wind blowing from the east-northeast,2,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,18.0,
22.03.2020 06:00,20.0,756.3,760.5,88,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,18.0,
22.03.2020 05:30,19.0,755.5,759.7,94,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.0,18.0,
22.03.2020 05:00,20.0,756.3,760.5,83,Calm  no wind,0,,Light rain,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,17.0,
22.03.2020 04:30,20.0,755.6,759.7,83,Calm  no wind,0,,Light rain,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,17.0,
22.03.2020 04:00,20.0,755.6,759.7,83,Wind blowing from the east-northeast,3,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,17.0,
22.03.2020 03:30,20.0,754.9,759.0,78,Wind blowing from the east-northeast,3,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,16.0,
22.03.2020 03:00,21.0,754.9,759.0,73,Wind blowing from the east-northeast,3,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,16.0,
22.03.2020 02:30,21.0,754.1,758.2,78,Wind blowing from the east-northeast,3,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,17.0,
22.03.2020 02:00,21.0,754.9,759.0,78,Wind blowing from the north-northeast,2,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,17.0,
22.03.2020 01:30,21.0,754.9,759.0,78,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,17.0,
22.03.2020 01:00,21.0,754.9,759.0,78,Wind blowing from the east-northeast,2,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,17.0,
22.03.2020 00:30,21.0,755.6,759.7,78,Wind blowing from the north-northeast,2,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,17.0,
22.03.2020 00:00,21.0,755.6,759.7,78,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,17.0,
21.03.2020 23:30,21.0,755.6,759.7,78,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,17.0,
21.03.2020 23:00,22.0,755.6,759.7,73,Wind blowing from the east-northeast,2,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,17.0,
21.03.2020 22:30,21.0,755.6,759.7,73,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,16.0,
21.03.2020 22:00,22.0,755.6,759.7,69,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,16.0,
21.03.2020 21:30,23.0,755.6,759.7,69,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,17.0,
21.03.2020 21:00,23.0,755.6,759.7,65,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,16.0,
21.03.2020 20:30,23.0,755.6,759.7,65,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,16.0,
21.03.2020 20:00,24.0,754.9,759.0,61,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,16.0,
21.03.2020 19:30,25.0,754.9,759.0,57,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.5,16.0,
21.03.2020 19:00,25.0,754.1,758.2,57,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.5,16.0,
21.03.2020 18:30,25.0,754.1,758.2,61,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.5,17.0,
21.03.2020 18:00,26.0,753.6,757.7,54,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,4.0,16.0,
21.03.2020 17:30,27.0,753.7,757.7,51,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,4.0,16.0,
21.03.2020 17:00,28.0,753.7,757.7,45,Wind blowing from the north,3,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,4.0,15.0,
21.03.2020 16:30,29.0,753.7,757.7,45,Wind blowing from the north-northeast,4,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,4.0,16.0,
21.03.2020 16:00,29.0,753.7,757.7,45,Wind blowing from the north-northwest,4,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,4.0,16.0,
21.03.2020 15:30,29.0,753.7,757.7,45,Wind blowing from the north,3,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,4.0,16.0,
21.03.2020 15:00,30.0,753.7,757.7,43,Wind blowing from the north-northeast,3,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,4.0,16.0,
21.03.2020 14:30,30.0,753.7,757.7,43,Wind blowing from the north-northwest,3,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,4.0,16.0,
21.03.2020 14:00,29.0,753.7,757.7,45,Wind blowing from the north,3,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.5,16.0,
21.03.2020 13:30,29.0,754.2,758.2,45,Wind blowing from the south-southwest,3,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.5,16.0,
21.03.2020 13:00,29.0,754.2,758.2,45,Wind blowing from the north,4,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.5,16.0,
21.03.2020 12:30,28.0,755.0,759.0,51,Wind blowing from the north,5,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.5,17.0,
21.03.2020 12:00,28.0,755.7,759.7,55,Wind blowing from the north-northeast,3,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,18.0,
21.03.2020 11:30,28.0,755.7,759.7,55,Wind blowing from the north,4,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,18.0,
21.03.2020 11:00,27.0,756.4,760.5,58,Wind blowing from the north-northeast,4,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,18.0,
21.03.2020 10:30,27.0,756.4,760.5,54,Wind blowing from the north,4,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,17.0,
21.03.2020 10:00,26.0,757.1,761.2,54,Wind blowing from the north,4,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.0,16.0,
21.03.2020 09:30,27.0,757.1,761.2,54,Wind blowing from the north,3,,Haze,,Few clouds (10-30%) 600 m,3.0,17.0,
21.03.2020 09:00,26.0,757.1,761.2,61,Wind blowing from the south-east,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,18.0,
21.03.2020 08:30,24.0,757.1,761.2,69,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,18.0,
21.03.2020 08:00,23.0,756.4,760.5,78,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.5,19.0,
21.03.2020 07:30,22.0,756.4,760.5,78,Wind blowing from the south,2,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,18.0,
21.03.2020 07:00,20.0,755.6,759.7,83,Wind blowing from the south,2,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,17.0,
21.03.2020 06:30,19.0,755.5,759.7,88,Wind blowing from the south,3,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,17.0,
21.03.2020 06:00,19.0,754.8,759.0,88,Wind blowing from the south-southwest,2,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,17.0,
21.03.2020 05:30,18.0,754.8,759.0,88,Wind blowing from the south,3,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,16.0,
21.03.2020 05:00,19.0,754.8,759.0,88,Wind blowing from the south,2,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,17.0,
21.03.2020 04:30,18.0,754.8,759.0,88,Wind blowing from the south-west,2,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,16.0,
21.03.2020 04:00,18.0,754.0,758.2,88,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,16.0,
21.03.2020 03:30,19.0,754.0,758.2,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,16.0,
21.03.2020 03:00,19.0,754.0,758.2,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,16.0,
21.03.2020 02:30,19.0,753.5,757.7,83,Wind blowing from the south-east,2,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.0,16.0,
21.03.2020 02:00,20.0,753.6,757.7,83,Wind blowing from the south,2,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,17.0,
21.03.2020 01:30,20.0,753.6,757.7,83,Wind blowing from the south,2,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,17.0,
21.03.2020 01:00,20.0,753.6,757.7,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,17.0,
21.03.2020 00:30,20.0,754.1,758.2,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,17.0,
21.03.2020 00:00,20.0,754.1,758.2,83,Wind blowing from the south,2,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,17.0,
20.03.2020 23:30,20.0,754.1,758.2,83,Wind blowing from the south,2,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,17.0,
20.03.2020 23:00,21.0,754.1,758.2,78,Wind blowing from the south,2,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,17.0,
20.03.2020 22:30,22.0,754.1,758.2,73,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,17.0,
20.03.2020 22:00,22.0,754.1,758.2,73,Wind blowing from the west-southwest,2,,Mist,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,17.0,
20.03.2020 21:30,22.0,754.1,758.2,73,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,17.0,
20.03.2020 21:00,22.0,754.1,758.2,73,Wind blowing from the south,5,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,17.0,
20.03.2020 20:30,22.0,753.6,757.7,73,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,17.0,
20.03.2020 20:00,23.0,753.6,757.7,69,Calm  no wind,0,,Light thunderstorm,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,17.0,
20.03.2020 19:30,23.0,752.8,756.9,69,Calm  no wind,0,,Light thunderstorm,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,17.0,
20.03.2020 19:00,23.0,752.8,756.9,69,Calm  no wind,0,,Light thunderstorm,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,17.0,
20.03.2020 18:30,23.0,752.8,756.9,69,Wind blowing from the south,3,,Light thunderstorm,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,17.0,
20.03.2020 18:00,23.0,752.1,756.2,65,Wind blowing from the south,3,,Light thunderstorm  rain,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,16.0,
20.03.2020 17:30,24.0,752.1,756.2,57,Wind blowing from the east,3,,Light thunderstorm  rain,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,2.5,15.0,
20.03.2020 17:00,26.0,752.2,756.2,51,Wind blowing from the south-east,5,,Light thunderstorm  rain,,Few clouds (10-30%) 300 m  broken clouds (60-90%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   overcast (100%) 2700 m,2.0,15.0,
20.03.2020 16:50,27.0,752.2,756.2,48,Wind blowing from the south,8,,Light thunderstorm  rain,,Few clouds (10-30%) 300 m  broken clouds (60-90%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   overcast (100%) 2700 m,2.0,15.0,
20.03.2020 16:30,30.0,751.4,755.4,38,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.5,14.0,
20.03.2020 16:00,30.0,751.4,755.4,38,Wind blowing from the west,3,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,4.0,14.0,
20.03.2020 15:30,32.0,752.2,756.2,31,Wind blowing from the west,2,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,5.0,13.0,
20.03.2020 15:00,32.0,751.4,755.4,31,Wind blowing from the west,3,,Haze,,Scattered clouds (40-50%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,5.0,13.0,
20.03.2020 14:30,32.0,751.4,755.4,31,Wind blowing from the north,2,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,5.0,13.0,
20.03.2020 14:00,32.0,752.2,756.2,31,Wind blowing from the west,4,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,5.0,13.0,
20.03.2020 13:30,32.0,752.9,756.9,33,Wind blowing from the west,5,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,4.0,14.0,
20.03.2020 13:00,31.0,753.7,757.7,38,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,4.0,15.0,
20.03.2020 12:30,30.0,753.7,757.7,40,Wind blowing from the north-northwest,2,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.5,15.0,
20.03.2020 12:00,31.0,754.2,758.2,43,Wind blowing from the north-west,3,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,17.0,
20.03.2020 11:30,30.0,755.0,759.0,46,Wind blowing from the east-northeast,2,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,3.0,17.0,
20.03.2020 11:00,29.0,755.0,759.0,48,Wind blowing from the west-northwest,2,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,17.0,
20.03.2020 10:30,29.0,755.7,759.7,51,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,18.0,
20.03.2020 10:00,28.0,755.7,759.7,58,Calm  no wind,0,,Haze,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,2.5,19.0,
