Local time in Dhaka (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,
25.03.2020 22:30,26.0,756.2,756.9,58,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,17.0,
25.03.2020 22:00,26.0,756.2,756.9,58,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,17.0,
25.03.2020 21:30,27.0,756.2,756.9,54,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,17.0,
25.03.2020 21:00,27.0,756.2,756.9,54,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,17.0,
25.03.2020 20:30,27.0,755.5,756.2,54,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,17.0,
25.03.2020 20:00,28.0,755.5,756.2,51,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,17.0,
25.03.2020 19:30,28.0,755.5,756.2,51,Wind blowing from the north-west,2,,Haze,,No Significant Clouds,3.5,17.0,
25.03.2020 19:00,29.0,754.7,755.4,48,Wind blowing from the west-northwest,2,,Haze,,No Significant Clouds,4.0,17.0,
25.03.2020 18:30,29.0,754.7,755.4,48,Wind blowing from the north-west,2,,Haze,,No Significant Clouds,3.5,17.0,
25.03.2020 18:00,30.0,754.7,755.4,46,Wind blowing from the north-west,3,,Haze,,Few clouds (10-30%) 450 m,4.0,17.0,
25.03.2020 17:30,31.0,753.9,754.6,43,Wind blowing from the north-west,3,,Haze,,Few clouds (10-30%) 450 m,4.0,17.0,
25.03.2020 17:00,32.0,754.7,755.4,41,Wind blowing from the north-west,2,,Haze,,Few clouds (10-30%) 450 m,4.0,17.0,
25.03.2020 16:30,32.0,754.7,755.4,38,Wind blowing from the west-northwest,5,,Haze,,Few clouds (10-30%) 450 m,4.0,16.0,
25.03.2020 16:00,32.0,754.7,755.4,38,Wind blowing from the north-west,3,,Haze,,Scattered clouds (40-50%) 450 m,4.0,16.0,
25.03.2020 15:30,33.0,754.7,755.4,36,Wind blowing from the north-west,3,,Haze,,Scattered clouds (40-50%) 450 m,4.0,16.0,
25.03.2020 15:00,33.0,754.7,755.4,36,Wind blowing from the north-west,5,,Haze,,Scattered clouds (40-50%) 450 m,4.0,16.0,
25.03.2020 14:30,34.0,755.5,756.2,39,Wind blowing from the north,5,,Haze,,Scattered clouds (40-50%) 450 m,4.0,18.0,
25.03.2020 14:00,34.0,755.5,756.2,39,Wind blowing from the north,5,,Haze,,Scattered clouds (40-50%) 450 m,4.0,18.0,
25.03.2020 13:30,34.0,756.2,756.9,39,Wind blowing from the north-west,4,,Haze,,Scattered clouds (40-50%) 450 m,4.0,18.0,
25.03.2020 13:00,33.0,756.2,756.9,41,Wind blowing from the north-west,4,,Haze,,Scattered clouds (40-50%) 450 m,4.0,18.0,
25.03.2020 12:30,33.0,757.0,757.7,41,Wind blowing from the west,4,,Haze,,Scattered clouds (40-50%) 450 m,4.0,18.0,
25.03.2020 12:00,33.0,757.0,757.7,44,Wind blowing from the east,2,,Haze,,Few clouds (10-30%) 450 m,4.0,19.0,
25.03.2020 11:30,32.0,757.5,758.2,46,Wind blowing from the west-southwest,3,,Haze,,Few clouds (10-30%) 450 m,3.5,19.0,
25.03.2020 11:00,32.0,757.5,758.2,49,Wind blowing from the south-southwest,2,,Haze,,No Significant Clouds,3.5,20.0,
25.03.2020 10:30,31.0,757.5,758.2,52,Wind blowing from the north,3,,Haze,,No Significant Clouds,3.5,20.0,
25.03.2020 10:00,31.0,757.5,758.2,55,Wind blowing from the south-east,3,,Haze,,No Significant Clouds,3.0,21.0,
25.03.2020 09:30,29.0,757.5,758.2,62,Wind blowing from the east-southeast,2,,Haze,,No Significant Clouds,2.5,21.0,
25.03.2020 09:00,28.0,757.5,758.2,66,Wind blowing from the east-southeast,2,,Haze,,No Significant Clouds,2.2,21.0,
25.03.2020 08:00,25.0,757.0,757.7,74,Calm  no wind,0,,Mist,,No Significant Clouds,1.6,20.0,
25.03.2020 07:30,24.0,757.0,757.7,78,Calm  no wind,0,,Mist,,No Significant Clouds,1.6,20.0,
25.03.2020 07:00,23.0,757.0,757.7,78,Calm  no wind,0,,Mist,,No Significant Clouds,1.6,19.0,
25.03.2020 06:30,23.0,756.2,756.9,78,Calm  no wind,0,,Mist,,No Significant Clouds,2.0,19.0,
25.03.2020 06:00,22.0,756.2,756.9,78,Calm  no wind,0,,Haze,,No Significant Clouds,3.2,18.0,
25.03.2020 05:30,22.0,756.2,756.9,78,Calm  no wind,0,,Haze,,No Significant Clouds,3.2,18.0,
25.03.2020 05:00,22.0,756.2,756.9,78,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,18.0,
25.03.2020 04:30,22.0,756.2,756.9,78,Wind blowing from the east,2,,Haze,,No Significant Clouds,3.5,18.0,
25.03.2020 04:00,23.0,755.5,756.2,78,Wind blowing from the south,2,,Haze,,No Significant Clouds,3.5,19.0,
25.03.2020 03:30,23.0,755.5,756.2,74,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,18.0,
25.03.2020 03:00,23.0,756.2,756.9,74,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,18.0,
25.03.2020 02:30,24.0,756.2,756.9,74,Wind blowing from the east,2,,Haze,,No Significant Clouds,3.5,19.0,
25.03.2020 02:00,24.0,756.2,756.9,74,Wind blowing from the east-southeast,2,,Haze,,No Significant Clouds,3.5,19.0,
25.03.2020 01:30,24.0,756.2,756.9,74,Wind blowing from the east,2,,Haze,,No Significant Clouds,3.5,19.0,
25.03.2020 01:00,24.0,757.0,757.7,69,Wind blowing from the south-southeast,2,,Haze,,No Significant Clouds,3.5,18.0,
25.03.2020 00:30,24.0,757.0,757.7,65,Wind blowing from the south-east,2,,Haze,,No Significant Clouds,3.5,17.0,
25.03.2020 00:00,24.0,757.0,757.7,65,Wind blowing from the south-southeast,2,,Haze,,No Significant Clouds,3.5,17.0,
24.03.2020 23:30,25.0,757.0,757.7,61,Wind blowing from the south-east,2,,Haze,,No Significant Clouds,3.5,17.0,
24.03.2020 23:00,25.0,757.0,757.7,61,Wind blowing from the south-east,2,,Haze,,No Significant Clouds,3.5,17.0,
24.03.2020 22:30,26.0,757.0,757.7,58,Wind blowing from the east-southeast,2,,Haze,,No Significant Clouds,3.5,17.0,
24.03.2020 22:00,26.0,757.0,757.7,58,Wind blowing from the east,2,,Haze,,No Significant Clouds,3.5,17.0,
24.03.2020 21:30,27.0,757.0,757.7,54,Wind blowing from the north-east,2,,Haze,,No Significant Clouds,3.5,17.0,
24.03.2020 21:00,27.0,757.0,757.7,54,Wind blowing from the east-northeast,2,,Haze,,No Significant Clouds,3.5,17.0,
24.03.2020 20:30,27.0,756.2,756.9,51,Wind blowing from the north-east,2,,Haze,,Scattered clouds (40-50%) 3600 m,3.5,16.0,
24.03.2020 20:00,28.0,756.2,756.9,48,Wind blowing from the north-east,2,,Haze,,Scattered clouds (40-50%) 3600 m,3.5,16.0,
24.03.2020 19:30,28.0,756.2,756.9,48,Wind blowing from the north-northeast,3,,Haze,,Scattered clouds (40-50%) 3600 m,3.5,16.0,
24.03.2020 19:00,28.0,755.5,756.2,48,Wind blowing from the north,3,,Haze,,Scattered clouds (40-50%) 3600 m,3.5,16.0,
24.03.2020 18:30,29.0,755.5,756.2,45,Wind blowing from the north-northwest,2,,Haze,,Scattered clouds (40-50%) 3600 m,3.5,16.0,
24.03.2020 18:00,29.0,755.5,756.2,45,Wind blowing from the north-northwest,2,,Haze,,Scattered clouds (40-50%) 3600 m,3.5,16.0,
24.03.2020 17:30,30.0,755.5,756.2,46,Wind blowing from the north-northwest,3,,Haze,,Scattered clouds (40-50%) 3600 m,3.5,17.0,
24.03.2020 17:00,30.0,754.7,755.4,46,Wind blowing from the north,3,,Haze,,Scattered clouds (40-50%) 3600 m,3.5,17.0,
24.03.2020 16:30,30.0,754.7,755.4,46,Wind blowing from the north,3,,Haze,,Scattered clouds (40-50%) 360 m,3.5,17.0,
24.03.2020 16:00,31.0,755.5,756.2,43,Wind blowing from the west-northwest,2,,Haze,,Scattered clouds (40-50%) 360 m,3.5,17.0,
24.03.2020 15:30,31.0,755.5,756.2,43,Wind blowing from the west-southwest,2,,Haze,,Scattered clouds (40-50%) 360 m,3.5,17.0,
24.03.2020 15:00,31.0,755.5,756.2,43,Wind blowing from the north,2,,Haze,,Scattered clouds (40-50%) 360 m,3.5,17.0,
24.03.2020 14:30,32.0,756.2,756.9,41,Wind blowing from the north,3,,Haze,,Scattered clouds (40-50%) 360 m,3.5,17.0,
24.03.2020 14:00,32.0,756.2,756.9,41,Wind blowing from the west-southwest,2,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,17.0,
24.03.2020 13:30,32.0,757.0,757.7,43,Wind blowing from the north,3,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,18.0,
24.03.2020 13:00,32.0,757.0,757.7,43,Wind blowing from the east,2,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,18.0,
24.03.2020 12:30,31.0,757.5,758.2,46,Wind blowing from the south-east,2,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,18.0,
24.03.2020 12:00,31.0,758.3,759.0,46,Wind blowing from the north,2,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,4.0,18.0,
24.03.2020 11:30,31.0,758.3,759.0,49,Wind blowing from the north,3,,Haze,,No Significant Clouds,3.5,19.0,
24.03.2020 11:00,30.0,758.3,759.0,49,Wind blowing from the west-northwest,2,,Haze,,No Significant Clouds,3.5,18.0,
24.03.2020 10:30,30.0,759.0,759.7,49,Wind blowing from the north-northeast,3,,Haze,,No Significant Clouds,3.5,18.0,
24.03.2020 10:00,30.0,759.0,759.7,52,Wind blowing from the east,3,,Haze,,No Significant Clouds,3.2,19.0,
24.03.2020 09:30,28.0,759.0,759.7,58,Wind blowing from the east,2,,Haze,,No Significant Clouds,2.5,19.0,
24.03.2020 09:00,27.0,759.0,759.7,66,Wind blowing from the north-east,3,,Haze,,No Significant Clouds,2.0,20.0,
24.03.2020 08:30,26.0,759.0,759.7,70,Calm  no wind,0,,Haze,,No Significant Clouds,2.0,20.0,
24.03.2020 08:00,26.0,758.3,759.0,79,Calm  no wind,0,,Haze,,No Significant Clouds,2.0,22.0,
24.03.2020 07:30,24.0,758.3,759.0,83,Calm  no wind,0,,Mist,,No Significant Clouds,2.0,21.0,
24.03.2020 07:00,22.0,758.3,759.0,88,Calm  no wind,0,,Mist,,No Significant Clouds,1.5,20.0,
24.03.2020 06:30,21.0,757.5,758.2,88,Calm  no wind,0,,Mist,,No Significant Clouds,1.5,19.0,
24.03.2020 06:00,21.0,757.5,758.2,83,Calm  no wind,0,,Mist,,No Significant Clouds,2.0,18.0,
24.03.2020 05:30,21.0,757.5,758.2,83,Calm  no wind,0,,Haze,,No Significant Clouds,2.5,18.0,
24.03.2020 05:00,21.0,757.0,757.7,78,Wind blowing from the west-southwest,2,,Haze,,No Significant Clouds,3.1,17.0,
24.03.2020 04:30,22.0,757.0,757.7,78,Wind blowing from the north-west,2,,Haze,,No Significant Clouds,3.2,18.0,
24.03.2020 04:00,22.0,757.0,757.7,78,Wind blowing from the west-northwest,2,,Haze,,No Significant Clouds,3.2,18.0,
24.03.2020 03:30,22.0,757.0,757.7,78,Calm  no wind,0,,Haze,,No Significant Clouds,3.2,18.0,
24.03.2020 03:00,22.0,757.0,757.7,78,Wind blowing from the east-southeast,2,,Haze,,No Significant Clouds,3.5,18.0,
24.03.2020 02:30,23.0,757.5,758.2,74,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,18.0,
24.03.2020 02:00,23.0,757.5,758.2,74,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,18.0,
24.03.2020 01:30,23.0,757.5,758.2,74,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,18.0,
24.03.2020 01:00,23.0,758.3,759.0,74,Wind blowing from the north-northeast,2,,Haze,,No Significant Clouds,3.5,18.0,
24.03.2020 00:30,24.0,758.3,759.0,74,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,19.0,
24.03.2020 00:00,24.0,758.3,759.0,69,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,18.0,
23.03.2020 23:30,24.0,759.0,759.7,69,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,18.0,
23.03.2020 23:00,24.0,759.0,759.7,69,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,18.0,
23.03.2020 22:30,24.0,759.0,759.7,69,Calm  no wind,0,,Haze,,No Significant Clouds,3.5,18.0,
23.03.2020 22:00,25.0,759.0,759.7,69,Wind blowing from the north-northwest,2,,Haze,,No Significant Clouds,3.5,19.0,
23.03.2020 21:30,26.0,758.3,759.0,65,Wind blowing from the north-northwest,2,,Haze,,No Significant Clouds,3.5,19.0,
23.03.2020 21:00,26.0,758.3,759.0,65,Wind blowing from the north-northwest,2,,Haze,,No Significant Clouds,3.5,19.0,
23.03.2020 20:30,26.0,757.5,758.2,61,Wind blowing from the north-west,2,,Haze,,No Significant Clouds,3.5,18.0,
23.03.2020 20:00,26.0,757.5,758.2,58,Wind blowing from the west-northwest,2,,Haze,,No Significant Clouds,3.5,17.0,
23.03.2020 19:30,26.0,757.0,757.7,54,Wind blowing from the north-west,2,,Haze,,No Significant Clouds,3.5,16.0,
23.03.2020 19:00,27.0,757.0,757.7,51,Wind blowing from the west-northwest,2,,Haze,,No Significant Clouds,4.0,16.0,
23.03.2020 18:30,27.0,757.0,757.7,51,Wind blowing from the west,3,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,16.0,
23.03.2020 18:00,28.0,757.0,757.7,48,Wind blowing from the west-northwest,2,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,16.0,
23.03.2020 17:30,29.0,756.2,756.9,45,Wind blowing from the west-northwest,3,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,16.0,
23.03.2020 17:00,30.0,756.2,756.9,43,Wind blowing from the west-northwest,2,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,16.0,
23.03.2020 16:30,31.0,756.2,756.9,40,Wind blowing from the north-west,3,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,16.0,
23.03.2020 16:00,31.0,756.2,756.9,40,Wind blowing from the north-west,2,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,16.0,
23.03.2020 15:30,30.0,756.2,756.9,46,Wind blowing from the north-northwest,2,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,3.5,17.0,
23.03.2020 15:00,30.0,757.0,757.7,46,Wind blowing from the west,3,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,3.5,17.0,
23.03.2020 14:30,31.0,757.0,757.7,46,Wind blowing from the west,3,,Haze,,Few clouds (10-30%) 750 m,3.5,18.0,
23.03.2020 14:00,31.0,757.5,758.2,46,Wind blowing from the west,3,,Haze,,Few clouds (10-30%) 750 m,3.5,18.0,
23.03.2020 13:30,31.0,757.5,758.2,49,Wind blowing from the west,3,,Haze,,Few clouds (10-30%) 750 m,3.5,19.0,
23.03.2020 13:00,31.0,758.3,759.0,49,Wind blowing from the north-northwest,3,,Haze,,Few clouds (10-30%) 750 m,3.5,19.0,
23.03.2020 12:30,30.0,759.0,759.7,52,Wind blowing from the west,3,,Haze,,No Significant Clouds,3.5,19.0,
23.03.2020 12:00,29.0,759.0,759.7,55,Wind blowing from the west,3,,Haze,,No Significant Clouds,3.5,19.0,
23.03.2020 11:30,29.0,759.8,760.5,55,Wind blowing from the north-northeast,2,,Haze,,No Significant Clouds,3.5,19.0,
23.03.2020 11:00,29.0,759.8,760.5,55,Wind blowing from the north-east,3,,Haze,,No Significant Clouds,3.5,19.0,
23.03.2020 10:30,28.0,760.5,761.2,58,Wind blowing from the south-east,2,,Haze,,No Significant Clouds,3.5,19.0,
23.03.2020 10:00,27.0,760.5,761.2,62,Wind blowing from the south-southeast,2,,Haze,,No Significant Clouds,3.5,19.0,
23.03.2020 09:30,27.0,759.8,760.5,62,Wind blowing from the east-northeast,2,,Haze,,No Significant Clouds,3.5,19.0,
23.03.2020 09:00,26.0,759.8,760.5,65,Wind blowing from the east,2,,Haze,,No Significant Clouds,3.5,19.0,
23.03.2020 08:30,25.0,759.8,760.5,65,Wind blowing from the east-northeast,2,,Haze,,No Significant Clouds,3.5,18.0,
23.03.2020 08:00,24.0,759.8,760.5,69,Wind blowing from the east,2,,Haze,,Few clouds (10-30%) 3000 m,3.5,18.0,
23.03.2020 07:30,23.0,759.8,760.5,74,Wind blowing from the south-southeast,2,,Haze,,Few clouds (10-30%) 3000 m,3.2,18.0,
23.03.2020 07:00,21.0,759.0,759.7,78,Wind blowing from the south-east,2,,Haze,,Few clouds (10-30%) 3000 m,3.2,17.0,
23.03.2020 06:30,20.0,758.3,759.0,83,Calm  no wind,0,,Haze,,Few clouds (10-30%) 3000 m,3.2,17.0,
23.03.2020 06:00,20.0,758.3,759.0,83,Wind blowing from the south,2,,Haze,,Scattered clouds (40-50%) 3000 m,3.2,17.0,
23.03.2020 05:30,21.0,758.3,759.0,78,Wind blowing from the south-southeast,2,,Haze,,Scattered clouds (40-50%) 3000 m,3.2,17.0,
23.03.2020 05:00,21.0,758.3,759.0,78,Wind blowing from the south-east,2,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,17.0,
23.03.2020 04:30,21.0,758.3,759.0,78,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,17.0,
23.03.2020 04:00,22.0,758.3,759.0,78,Wind blowing from the east,2,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,18.0,
23.03.2020 03:30,22.0,758.3,759.0,78,Wind blowing from the north-east,2,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,18.0,
23.03.2020 03:00,22.0,758.3,759.0,78,Wind blowing from the east,2,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,18.0,
23.03.2020 02:30,22.0,758.3,759.0,78,Wind blowing from the east-southeast,2,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,18.0,
23.03.2020 02:00,22.0,758.3,759.0,78,Wind blowing from the east,3,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,18.0,
23.03.2020 01:30,22.0,759.0,759.7,73,Wind blowing from the east-southeast,2,,Haze,,Scattered clouds (40-50%) 3000 m,3.5,17.0,
23.03.2020 01:00,22.0,759.0,759.7,73,Wind blowing from the east,2,,Haze,,Few clouds (10-30%) 450 m  scattered clouds (40-50%) 3000 m,3.5,17.0,
23.03.2020 00:30,22.0,759.8,760.5,73,Wind blowing from the south-east,2,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,3.5,17.0,
23.03.2020 00:00,22.0,759.8,760.5,73,Wind blowing from the south-east,2,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,3.5,17.0,
22.03.2020 23:30,22.0,759.8,760.5,73,Wind blowing from the south-east,2,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,17.0,
22.03.2020 23:00,22.0,759.8,760.5,73,Wind blowing from the south-southeast,2,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,17.0,
22.03.2020 22:30,22.0,759.8,760.5,73,Wind blowing from the east-southeast,2,,Haze,,Scattered clouds (40-50%) 300 m  broken clouds (60-90%) 3000 m,3.5,17.0,
22.03.2020 22:00,22.0,759.8,760.5,78,Wind blowing from the east-northeast,2,,Haze,,Broken clouds (60-90%) 300 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.5,18.0,
22.03.2020 21:30,23.0,759.8,760.5,78,Wind blowing from the east-northeast,3,,Haze,,Broken clouds (60-90%) 300 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.5,19.0,
22.03.2020 21:00,24.0,759.8,760.5,78,Wind blowing from the east-northeast,3,,Haze,,Scattered clouds (40-50%) 360 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.5,20.0,
22.03.2020 20:30,24.0,759.0,759.7,78,Wind blowing from the east,2,,Drizzle,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,20.0,
22.03.2020 20:00,25.0,759.0,759.7,69,Wind blowing from the east-northeast,4,,Haze,,Few clouds (10-30%) 450 m,3.5,19.0,
22.03.2020 19:30,25.0,758.3,759.0,65,Wind blowing from the north-east,4,,Haze,,Few clouds (10-30%) 450 m,3.5,18.0,
22.03.2020 19:00,25.0,758.3,759.0,65,Wind blowing from the east-northeast,4,,Haze,,Few clouds (10-30%) 450 m,3.5,18.0,
22.03.2020 18:30,26.0,758.3,759.0,65,Wind blowing from the north-east,5,,Haze,,Few clouds (10-30%) 450 m,4.0,19.0,
22.03.2020 18:00,26.0,757.5,758.2,61,Wind blowing from the east-northeast,4,,Haze,,Scattered clouds (40-50%) 750 m,4.0,18.0,
22.03.2020 17:30,27.0,757.5,758.2,54,Wind blowing from the north-northeast,5,,Haze,,Scattered clouds (40-50%) 750 m,4.0,17.0,
22.03.2020 17:00,28.0,757.5,758.2,51,Wind blowing from the north-northeast,5,,Haze,,Scattered clouds (40-50%) 750 m,4.0,17.0,
22.03.2020 16:30,29.0,757.5,758.2,43,Wind blowing from the west,4,,Haze,,Scattered clouds (40-50%) 750 m,4.0,15.0,
22.03.2020 16:00,30.0,757.5,758.2,38,Wind blowing from the north,3,,Haze,,Scattered clouds (40-50%) 750 m,4.0,14.0,
22.03.2020 15:30,31.0,757.5,758.2,38,Wind blowing from the west,4,,Haze,,Few clouds (10-30%) 750 m,4.0,15.0,
22.03.2020 15:00,31.0,757.5,758.2,38,Wind blowing from the west,4,,Haze,,Few clouds (10-30%) 750 m,4.0,15.0,
22.03.2020 14:30,31.0,758.3,759.0,38,Wind blowing from the south-southwest,4,,Haze,,Few clouds (10-30%) 750 m,4.0,15.0,
22.03.2020 14:00,31.0,758.3,759.0,38,Wind blowing from the south,2,,Haze,,Scattered clouds (40-50%) 3000 m,4.0,15.0,
22.03.2020 13:30,30.0,759.0,759.7,40,Wind blowing from the west,3,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,4.0,15.0,
22.03.2020 13:00,29.0,759.0,759.7,43,Wind blowing from the west-southwest,2,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,4.0,15.0,
22.03.2020 12:30,28.0,759.8,760.5,45,Wind blowing from the south-east,2,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,4.0,15.0,
22.03.2020 12:00,27.0,759.8,760.5,48,Wind blowing from the east-southeast,3,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,4.0,15.0,
22.03.2020 11:30,27.0,760.5,761.2,51,Wind blowing from the south-east,2,,Haze,,Scattered clouds (40-50%) 450 m  broken clouds (60-90%) 3000 m,4.0,16.0,
22.03.2020 11:00,27.0,760.5,761.2,54,Wind blowing from the south-east,3,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,4.0,17.0,
22.03.2020 10:30,26.0,760.5,761.2,58,Wind blowing from the south-east,3,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,4.0,17.0,
22.03.2020 10:00,26.0,761.3,762.0,61,Wind blowing from the east,2,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,18.0,
22.03.2020 09:30,25.0,761.3,762.0,65,Wind blowing from the east-southeast,3,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,18.0,
22.03.2020 09:00,24.0,761.3,762.0,69,Wind blowing from the east-southeast,2,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,18.0,
22.03.2020 08:20,24.0,761.3,762.0,69,Wind blowing from the south-east,2,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,18.0,
22.03.2020 08:00,23.0,761.3,762.0,74,Wind blowing from the south-southeast,4,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,18.0,
22.03.2020 07:30,22.0,760.5,761.2,78,Wind blowing from the south-east,2,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,18.0,
22.03.2020 07:00,21.0,760.5,761.2,83,Wind blowing from the south,2,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,18.0,
22.03.2020 06:30,22.0,760.5,761.2,78,Wind blowing from the east-northeast,2,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,18.0,
22.03.2020 06:00,22.0,759.8,760.5,78,Wind blowing from the north-northeast,4,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,18.0,
22.03.2020 05:30,22.0,759.0,759.7,78,Wind blowing from the north-northeast,6,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,18.0,
22.03.2020 05:00,22.0,759.0,759.7,78,Wind blowing from the north-northeast,4,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,18.0,
22.03.2020 04:30,22.0,758.3,759.0,78,Wind blowing from the north-northwest,2,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,18.0,
22.03.2020 04:00,22.0,758.3,759.0,78,Wind blowing from the north-west,2,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,18.0,
22.03.2020 03:30,22.0,758.3,759.0,73,Wind blowing from the west,4,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,17.0,
22.03.2020 03:00,22.0,757.5,758.2,73,Wind blowing from the east-southeast,2,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,17.0,
22.03.2020 02:30,22.0,757.5,758.2,73,Wind blowing from the north-northeast,5,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,17.0,
22.03.2020 02:00,23.0,758.3,759.0,74,Wind blowing from the north-northeast,5,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,18.0,
22.03.2020 01:30,23.0,759.0,759.7,74,Wind blowing from the north,2,,Haze,,Scattered clouds (40-50%) 360 m  broken clouds (60-90%) 3000 m,3.5,18.0,
22.03.2020 01:00,23.0,759.8,760.5,74,Wind blowing from the north-northwest,5,,Thunderstorm,,Broken clouds (60-90%) 300 m  few clouds (10-30%) 750 m  cumulonimbus clouds   overcast (100%) 3000 m,3.2,18.0,
22.03.2020 00:30,24.0,759.8,760.5,69,Wind blowing from the north,7,,Thunderstorm,,Broken clouds (60-90%) 300 m  few clouds (10-30%) 750 m  cumulonimbus clouds   overcast (100%) 3000 m,3.2,18.0,
22.03.2020 00:00,25.0,759.8,760.5,65,Wind blowing from the north-west,7,,Thunderstorm,,Broken clouds (60-90%) 300 m  few clouds (10-30%) 750 m  cumulonimbus clouds   overcast (100%) 3000 m,3.2,18.0,
21.03.2020 23:30,26.0,759.8,760.5,61,Wind blowing from the west-northwest,11,,,,Broken clouds (60-90%) 300 m  few clouds (10-30%) 750 m  cumulonimbus clouds   overcast (100%) 2700 m,3.2,18.0,
21.03.2020 23:00,26.0,759.0,759.7,61,Wind blowing from the west,5,,Haze,,Scattered clouds (40-50%) 360 m  few clouds (10-30%) 750 m  cumulonimbus clouds   broken clouds (60-90%) 3000 m,3.5,18.0,
