Local time in Yingkou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 17:00,1.2,768.9,769.3,,74,Wind blowing from the south-west,1,,6,no clouds, ,,,-10.1,1.9,,,,,,24.0,-2.9,No precipitation,6,,,,
18.02.2020 14:00,1.6,769.0,769.4,-1.5,67,Wind blowing from the west-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,1.7,,,,,,30.0,-3.9,No precipitation,12,,,,
18.02.2020 11:00,-0.3,770.5,771.0,,60,Wind blowing from the south-west,3,,6,no clouds, ,,,-10.1,0.2,,,,,,30.0,-7.3,No precipitation,6,,,,
18.02.2020 08:00,-6.2,770.6,771.1,0.3,57,Wind blowing from the south-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,-3.2,,,,,,18.0,-13.5,No precipitation,12,,,,
18.02.2020 05:00,-9.1,770.3,770.8,,66,Wind blowing from the south-southeast,3,,7,, ,,,-12.4,-3.2,,,,,,27.0,-14.3,No precipitation,6,,,,
18.02.2020 02:00,-7.8,770.7,771.1,0.1,72,Wind blowing from the south-southeast,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-3.2,,,2500 or more  or no clouds.,,,30.0,-12.1,No precipitation,12,,,,
17.02.2020 23:00,-8.8,770.6,771.1,,59,Wind blowing from the south-southeast,2,,,, ,,,-12.4,-3.2,,,,,,28.0,-15.4,No precipitation,6,,,,
17.02.2020 20:00,-8.4,770.7,771.1,1.1,62,Wind blowing from the east,0,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-3.2,,,,,,30.0,-14.4,No precipitation,12,,,,
17.02.2020 17:00,-4.2,769.6,770.0,,42,Wind blowing from the north-northeast,5,,12,no clouds, ,,,-12.4,-3.2,,,,,,30.0,-15.2,No precipitation,6,,,,
17.02.2020 14:00,-3.6,768.8,769.3,-1.0,42,Wind blowing from the north-northeast,7,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-3.4,,,,,,30.0,-14.9,No precipitation,12,,,,
17.02.2020 11:00,-7.1,769.8,770.2,,44,Wind blowing from the north-northeast,7,,,no clouds, ,,,,,,,,,,30.0,-17.3,,,,,,
17.02.2020 08:00,-11.1,769.8,770.2,0.7,54,Wind blowing from the north-northeast,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-3.7,,,,,,30.0,-18.6,No precipitation,12,,,,
17.02.2020 05:00,-11.4,769.1,769.6,,57,Wind blowing from the north-northeast,6,,13,, ,,,-11.5,-3.7,,,,,,30.0,-18.4,No precipitation,6,,,,
17.02.2020 02:00,-8.8,768.8,769.3,-0.2,55,Wind blowing from the north,5,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,-3.7,,,2500 or more  or no clouds.,,,30.0,-16.2,No precipitation,12,,,,
16.02.2020 23:00,-8.4,769.0,769.4,,56,Wind blowing from the north,3,,,, ,,,-8.4,-3.7,,,,,,30.0,-15.8,No precipitation,6,,,,
16.02.2020 20:00,-6.8,769.0,769.5,1.3,50,Wind blowing from the north,6,,21,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,-3.7,,,,,,30.0,-15.5,No precipitation,12,,,,
16.02.2020 17:00,-4.7,767.7,768.1,,44,Wind blowing from the north,8,,21,no clouds, ,,,-8.1,-3.7,,,,,,20.0,-15.1,No precipitation,6,,,,
16.02.2020 14:00,-4.1,765.7,766.1,-0.1,42,Wind blowing from the north,13,,,90  or more  but not 100%,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,-3.7,,,2500 or more  or no clouds.,,,6.0,-15.1,0.1,12,,,,
16.02.2020 11:00,-5.6,765.8,766.3,,48,Wind blowing from the north,11,,18,90  or more  but not 100%, ,,,-8.2,-4.8,,,2500 or more  or no clouds.,,,17.0,-14.9,No precipitation,6,,,,
16.02.2020 08:00,-7.3,765.4,765.9,0.6,55,Wind blowing from the north,10,,17,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,-4.8,,,2500 or more  or no clouds.,,,30.0,-14.8,0.1,12,,,,
16.02.2020 05:00,-7.6,764.8,765.3,,56,Calm  no wind,0,,,, ,,,-9.4,-4.8,,,,,,30.0,-14.9,0.1,6,,,,
16.02.2020 02:00,-7.2,765.5,766.0,-1.1,80,Wind blowing from the north,9,,15,,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,-4.8,,,2500 or more  or no clouds.,,,19.0,-10.1,0.1,12,,,,
15.02.2020 23:00,-6.8,766.6,767.1,,79,Wind blowing from the north-northeast,8,,,, ,,,-9.4,-4.8,,,,,,30.0,-9.8,No precipitation,6,,,,
15.02.2020 20:00,-5.7,767.2,767.6,-0.4,70,Wind blowing from the north,9,,14,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,-4.8,,,2500 or more  or no clouds.,,,23.0,-10.3,0.7,12,,,,
15.02.2020 17:00,-6.8,767.6,768.1,,72,Wind blowing from the north,2,,,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,-6.8,,,2500 or more  or no clouds.,,,30.0,-11.0,0.3,6,,,,
15.02.2020 14:00,-7.5,767.8,768.3,-1.8,75,Wind blowing from the north-northeast,7,,14,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,-5.7,,,2500 or more  or no clouds.,,,11.0,-11.2,1.0,12,,,,
15.02.2020 11:00,-8.2,769.6,770.0,,74,Wind blowing from the north-northeast,7,,,no clouds,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,,,,,,,3.8,-12.0,0.7,6,,,,
15.02.2020 08:00,-9.3,771.1,771.5,0.1,84,Wind blowing from the north-northeast,6,,15,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,,,,2500 or more  or no clouds.,,,7.0,-11.6,6.0,12,,,,
15.02.2020 05:00,-9.1,771.0,771.4,,85,Wind blowing from the north-northeast,7,,15,,Mist. ,,,-9.1,,,,,,,5.0,-11.2,3.0,6,,,,
15.02.2020 02:00,-8.6,772.0,772.4,-1.0,86,Wind blowing from the north-northeast,7,,16,,Continuous fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-8.8,-2.7,,,2500 or more  or no clouds.,,,4.7,-10.5,9.0,12,,,,
14.02.2020 23:00,-8.6,773.0,773.5,,88,Wind blowing from the north-northeast,7,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-8.7,-1.5,,,,,,2.0,-10.2,5.0,6,,,,
14.02.2020 20:00,-8.3,772.6,773.1,1.2,88,Wind blowing from the north-northeast,8,,19,100%.,Continuous fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,3.3,,,2500 or more  or no clouds.,,,1.5,-9.9,4.0,12,,,,
14.02.2020 17:00,-7.4,771.4,771.8,,88,Wind blowing from the north-east,6,,19,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,,,,2500 or more  or no clouds.,,,1.3,-9.0,2.0,6,,,,
14.02.2020 14:00,-5.7,770.5,771.0,0.0,68,Wind blowing from the north-northeast,10,,19,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,,,,1500-2000,,,21.0,-10.8,No precipitation,12,,,,
14.02.2020 11:00,-4.2,770.5,771.0,,76,Wind blowing from the north-east,8,,15,100%., ,,,-4.6,,,,1500-2000,,,23.0,-7.8,No precipitation,6,,,,
14.02.2020 08:00,-4.5,769.3,769.7,1.2,79,Wind blowing from the north-east,7,,15,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,-4.6,11.4,,,1500-2000,,,29.0,-7.6,0.1,12,,,,
14.02.2020 05:00,-3.8,768.1,768.6,,81,Wind blowing from the north-east,8,,15,, ,,,-3.8,11.4,,,,,,29.0,-6.6,No precipitation,6,,,,
14.02.2020 02:00,-2.7,768.4,768.9,1.3,92,Wind blowing from the north-east,7,,15,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,11.4,,,2500 or more  or no clouds.,,,8.0,-3.8,0.1,12,,,,
13.02.2020 23:00,-1.5,767.1,767.5,,94,Wind blowing from the north-east,7,,,,Mist. ,,,-1.5,11.4,,,,,,4.2,-2.3,0.1,6,,,,
13.02.2020 20:00,3.4,764.6,765.1,3.2,85,Wind blowing from the north-northeast,8,,12,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,11.4,,,1500-2000,,,3.2,1.1,No precipitation,12,,,,
13.02.2020 17:00,4.0,761.4,761.8,,86,Wind blowing from the west,1,,11,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,11.4,,,1500-2000,,,6.0,1.9,No precipitation,6,,,,
13.02.2020 14:00,10.9,759.7,760.1,-0.3,65,Wind blowing from the south-southwest,4,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,11.4,,,1500-2000,,,11.0,4.6,No precipitation,12,,,,
13.02.2020 11:00,10.4,760.0,760.4,,66,Wind blowing from the south,7,,11,50%., ,,,0.7,10.4,,,2500 or more  or no clouds.,,,11.0,4.3,No precipitation,6,,,,
13.02.2020 08:00,7.2,759.7,760.2,0.6,77,Wind blowing from the south,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,10.1,,,,,,13.0,3.3,No precipitation,12,,,,
13.02.2020 05:00,7.1,759.1,759.6,,77,Wind blowing from the south,5,,,, ,,,0.7,10.1,,,,,,17.0,3.3,No precipitation,6,,,,
13.02.2020 02:00,1.7,759.7,760.2,0.0,97,Wind blowing from the south-southwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,10.1,,,2500 or more  or no clouds.,,,9.0,1.3,No precipitation,12,,,,
12.02.2020 23:00,3.5,759.7,760.2,,87,Wind blowing from the south-southwest,3,,,, ,,,3.5,10.1,,,,,,7.0,1.5,No precipitation,6,,,,
12.02.2020 20:00,5.4,760.0,760.4,0.4,83,Wind blowing from the south,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,10.1,,,,,,11.0,2.7,No precipitation,12,,,,
12.02.2020 17:00,6.8,759.6,760.0,,79,Wind blowing from the south-southwest,3,,9,no clouds, ,,,3.7,10.1,,,,,,16.0,3.4,No precipitation,6,,,,
12.02.2020 14:00,9.7,759.9,760.3,-1.7,72,Wind blowing from the south-west,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,10.7,,,,,,17.0,4.9,No precipitation,12,,,,
12.02.2020 11:00,9.6,761.6,762.1,,66,Wind blowing from the south,4,,8,no clouds, ,,,3.7,10.7,,,,,,16.0,3.4,No precipitation,6,,,,
12.02.2020 08:00,5.6,762.4,762.9,0.0,82,Wind blowing from the south,4,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,23.0,2.8,No precipitation,12,,,,
12.02.2020 05:00,4.6,762.4,762.9,,85,Wind blowing from the south,2,,,, ,,,,10.7,,,,,,12.0,2.3,No precipitation,6,,,,
12.02.2020 02:00,4.5,763.8,764.2,-0.2,84,Wind blowing from the south,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.7,,,2500 or more  or no clouds.,,,9.0,2.0,No precipitation,12,,,,
11.02.2020 23:00,4.9,764.0,764.5,,81,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,8.0,1.9,,,,,,
11.02.2020 20:00,5.7,764.0,764.5,0.3,74,Wind blowing from the south-southeast,5,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,10.7,,,1500-2000,,,8.0,1.4,No precipitation,12,,,,
11.02.2020 17:00,9.2,763.7,764.2,,55,Wind blowing from the south-southwest,4,,12,no clouds, ,,,-7.6,10.7,,,,,,12.0,0.6,No precipitation,6,,,,
11.02.2020 14:00,10.5,764.2,764.6,-1.4,53,Wind blowing from the south-southwest,6,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,10.5,,,,,,9.0,1.3,No precipitation,12,,,,
11.02.2020 11:00,8.7,765.6,766.0,,61,Wind blowing from the south-west,3,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,9.0,,,,,,7.0,1.6,No precipitation,6,,,,
11.02.2020 08:00,-5.2,765.5,766.0,0.4,96,Wind blowing from the north-northwest,0,,2,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,2.4,,,,,,2.7,-5.7,No precipitation,12,,,,
11.02.2020 05:00,-7.2,765.1,765.5,,96,Calm  no wind,0,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-7.3,2.4,,,,,,0.2,-7.7,No precipitation,6,,,,
11.02.2020 02:00,-5.4,765.7,766.2,0.0,95,Wind blowing from the north-northwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,2.4,,,2500 or more  or no clouds.,,,1.2,-6.1,No precipitation,12,,,,
10.02.2020 23:00,-4.2,765.7,766.2,,95,Wind blowing from the north-northeast,1,,,,Mist. ,,,-5.5,2.4,,,,,,1.2,-4.9,No precipitation,6,,,,
10.02.2020 20:00,-3.0,765.4,765.8,0.6,92,Wind blowing from the north-east,1,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,2.4,,,,,,2.0,-4.1,No precipitation,12,,,,
10.02.2020 17:00,1.0,764.8,765.2,,77,Calm  no wind,0,,,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,2.4,,,2500 or more  or no clouds.,,,3.9,-2.7,No precipitation,6,,,,
10.02.2020 14:00,1.6,764.8,765.3,-1.3,72,Wind blowing from the west-southwest,2,,5,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,1.8,,,,,,4.3,-2.9,No precipitation,12,,,,
10.02.2020 11:00,-1.8,766.1,766.6,,98,Calm  no wind,0,,,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,1.6,,,,,,1.4,-2.1,No precipitation,6,,,,
10.02.2020 08:00,-4.0,765.5,766.0,0.2,98,Wind blowing from the east-southeast,2,,5,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,1.6,,,2500 or more  or no clouds.,,,0.6,-4.3,No precipitation,12,,,,
10.02.2020 05:00,-3.8,765.3,765.7,,98,Wind blowing from the west,3,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-7.3,1.6,,,,,,0.1,-4.1,No precipitation,6,,,,
10.02.2020 02:00,-4.5,765.4,765.8,-0.2,97,Wind blowing from the west-southwest,1,,8,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,1.6,,,2500 or more  or no clouds.,,,less than 0.1,-4.9,No precipitation,12,,,,
09.02.2020 23:00,-1.3,765.6,766.0,,96,Wind blowing from the south-southwest,2,,,,Mist. ,,,,1.6,,,,,,1.5,-1.9,No precipitation,6,,,,
09.02.2020 20:00,-1.4,765.1,765.6,0.1,96,Wind blowing from the south,1,,14,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.6,,,,,,0.9,-2.0,No precipitation,12,,,,
09.02.2020 17:00,-0.2,765.0,765.4,,91,Wind blowing from the south,3,,14,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,1.6,,,,,,1.9,-1.5,No precipitation,6,,,,
09.02.2020 14:00,1.2,764.8,765.3,-1.3,84,Wind blowing from the south-southwest,5,,14,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,1.2,,,1500-2000,,,2.8,-1.2,No precipitation,12,,,,
09.02.2020 11:00,0.6,766.1,766.6,,75,Wind blowing from the south-west,7,,14,90  or more  but not 100%, ,,,-9.4,0.7,,,1500-2000,,,21.0,-3.3,No precipitation,6,,,,
09.02.2020 08:00,-2.3,766.9,767.3,-2.1,56,Wind blowing from the south,5,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,-0.3,,,1500-2000,,,30.0,-10.1,No precipitation,12,,,,
09.02.2020 05:00,-7.3,769.0,769.4,,78,Wind blowing from the south-southeast,3,,6,,Mist. ,,,-9.9,-0.3,,,,,,7.0,-10.6,No precipitation,6,,,,
09.02.2020 02:00,-7.8,771.4,771.9,-1.4,67,Wind blowing from the south-southeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-0.3,,,2500 or more  or no clouds.,,,8.0,-12.9,No precipitation,12,,,,
08.02.2020 23:00,-8.6,772.8,773.2,,62,Wind blowing from the west,1,,,, ,,,-10.0,-0.3,,,,,,9.0,-14.6,No precipitation,6,,,,
08.02.2020 20:00,-5.3,773.4,773.8,0.2,48,Wind blowing from the east-southeast,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-0.3,,,,,,8.0,-14.8,No precipitation,12,,,,
08.02.2020 17:00,-2.6,773.2,773.7,,40,Wind blowing from the north-east,3,,9,no clouds, ,,,-10.0,-0.3,,,,,,30.0,-14.6,No precipitation,6,,,,
08.02.2020 14:00,-0.7,773.5,774.0,-1.0,35,Wind blowing from the north-northeast,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-0.6,,,,,,21.0,-14.3,No precipitation,12,,,,
08.02.2020 11:00,-2.7,774.5,775.0,,44,Wind blowing from the north,3,,6,no clouds, ,,,-10.0,-0.6,,,,,,12.0,-13.3,No precipitation,6,,,,
08.02.2020 08:00,-9.3,773.8,774.2,1.5,79,Wind blowing from the north-east,3,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,,,,,,,3.6,-12.3,No precipitation,12,,,,
08.02.2020 05:00,-8.1,772.3,772.8,,94,Wind blowing from the south,2,,3,,Mist. ,,,-10.0,-0.6,,,,,,2.3,-8.9,No precipitation,6,,,,
08.02.2020 02:00,-8.6,772.1,772.6,0.0,90,Wind blowing from the south,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,-0.6,,,2500 or more  or no clouds.,,,3.7,-9.9,No precipitation,12,,,,
07.02.2020 23:00,-8.1,772.1,772.6,,85,Calm  no wind,0,,,,Mist. ,,,-8.1,-0.6,,,,,,4.8,-10.2,No precipitation,6,,,,
07.02.2020 20:00,-6.8,771.7,772.1,0.9,89,Wind blowing from the north-east,0,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,-0.6,,,,,,7.0,-8.3,No precipitation,12,,,,
07.02.2020 17:00,-2.9,770.8,771.3,,78,Wind blowing from the west,2,,,no clouds, ,,,,,,,,,,11.0,-6.2,,,,,,
07.02.2020 14:00,-1.0,770.8,771.3,-1.2,61,Wind blowing from the west-southwest,3,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,-0.7,,,1500-2000,,,12.0,-7.6,0.3,12,,,,
07.02.2020 11:00,-2.0,772.0,772.4,,76,Wind blowing from the west,1,,8,90  or more  but not 100%, ,,,-8.7,-1.6,,,1500-2000,,,9.0,-5.7,No precipitation,6,,,,
07.02.2020 08:00,-3.3,771.7,772.1,0.4,91,Wind blowing from the south-southwest,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.3,,,1500-2000,,,10.0,-4.6,0.3,12,,,,
07.02.2020 05:00,-3.8,771.3,771.7,,93,Wind blowing from the south-southwest,3,,8,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-3.8,,,,,,5.0,-4.8,0.3,6,,,,
07.02.2020 02:00,-4.1,771.8,772.3,-0.8,86,Wind blowing from the south-southwest,4,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-4.1,,,2500 or more  or no clouds.,,,13.0,-6.2,No precipitation,12,,,,
06.02.2020 23:00,-4.8,772.6,773.1,,60,Wind blowing from the south-southwest,4,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-4.8,,,,,,26.0,-11.4,No precipitation,6,,,,
06.02.2020 20:00,-5.6,773.5,774.0,-0.3,50,Wind blowing from the south-southwest,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-5.5,,,,,,30.0,-14.4,No precipitation,12,,,,
06.02.2020 17:00,-6.4,773.8,774.2,,48,Wind blowing from the west-southwest,3,,6,no clouds, ,,,-17.5,-6.1,,,,,,30.0,-15.6,No precipitation,6,,,,
06.02.2020 14:00,-7.2,775.0,775.5,-2.4,40,Wind blowing from the west-southwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-7.0,,,,,,30.0,-18.5,No precipitation,12,,,,
06.02.2020 11:00,-8.7,777.4,777.9,,27,Wind blowing from the south,1,,5,no clouds, ,,,-17.5,-8.6,,,,,,22.0,-24.3,No precipitation,6,,,,
06.02.2020 08:00,-15.6,778.8,779.2,-0.6,62,Wind blowing from the north-east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-10.0,,,,,,10.0,-21.2,No precipitation,12,,,,
06.02.2020 05:00,-17.2,779.4,779.8,,65,Wind blowing from the north-northeast,1,,6,, ,,,-17.2,-10.0,,,,,,12.0,-22.2,No precipitation,6,,,,
06.02.2020 02:00,-16.0,780.1,780.5,-0.1,59,Wind blowing from the east-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-10.0,,,2500 or more  or no clouds.,,,13.0,-22.2,No precipitation,12,,,,
05.02.2020 23:00,-14.6,780.2,780.7,,44,Wind blowing from the east,4,,,, ,,,-16.8,-10.0,,,,,,13.0,-24.2,No precipitation,6,,,,
05.02.2020 20:00,-13.3,780.1,780.5,0.9,36,Wind blowing from the east-northeast,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-10.0,,,,,,21.0,-25.2,No precipitation,12,,,,
05.02.2020 17:00,-11.8,779.2,779.6,,30,Wind blowing from the north-east,3,,10,no clouds, ,,,-16.8,-7.8,,,,,,30.0,-25.9,No precipitation,6,,,,
05.02.2020 14:00,-10.3,778.8,779.2,-1.3,26,Wind blowing from the north-northeast,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-6.4,,,,,,30.0,-26.2,No precipitation,12,,,,
05.02.2020 11:00,-12.2,780.1,780.6,,30,Wind blowing from the north-northeast,5,,10,no clouds, ,,,-16.8,-6.4,,,,,,30.0,-26.2,No precipitation,6,,,,
