Local time in Hailun,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.02.2020 14:00,-10.7,744.3,766.3,-1.3,51,Wind blowing from the north-northwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-10.7,,,,,,30.0,-18.9,No precipitation,12,,,,
17.02.2020 11:00,-15.8,745.6,767.9,,57,Wind blowing from the north-northwest,3,,5,no clouds, ,,,-25.5,-11.6,,,,,,24.0,-22.4,No precipitation,6,,,,
17.02.2020 08:00,-21.9,746.5,769.0,,66,Wind blowing from the north,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.5,-11.6,,,,,,9.0,-26.5,No precipitation,12,,,,
17.02.2020 05:00,-23.3,746.7,769.0,,75,Wind blowing from the north,2,,6,,Haze. ,,,-24.1,-11.6,,,,,,2.0,-26.5,No precipitation,6,,,,
17.02.2020 02:00,-21.7,746.9,769.1,-0.5,68,Wind blowing from the north-northwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-11.6,,,2500 or more  or no clouds.,,,30.0,-26.0,No precipitation,12,,,,
16.02.2020 23:00,-19.9,747.4,769.6,,59,Calm  no wind,0,,,, ,,,-23.9,-11.6,,,,,,21.0,-25.9,No precipitation,6,,,,
16.02.2020 20:00,-16.2,748.0,770.4,0.6,53,Wind blowing from the north,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-11.6,,,,,,22.0,-23.6,No precipitation,12,,,,
16.02.2020 17:00,-13.7,747.4,769.8,,53,Wind blowing from the north,3,,9,no clouds, ,,,-23.9,-11.6,,,,,,5.0,-21.2,No precipitation,6,,,,
16.02.2020 14:00,-11.7,747.0,769.2,-1.4,52,Wind blowing from the north,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-11.4,,,,,,30.0,-19.6,No precipitation,12,,,,
16.02.2020 11:00,-14.1,748.4,770.6,,54,Wind blowing from the north,4,,6,no clouds, ,,,-23.9,-11.4,,,,,,30.0,-21.4,No precipitation,6,,,,
16.02.2020 08:00,-20.6,749.8,772.3,0.1,75,Wind blowing from the north,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,-11.4,,,2500 or more  or no clouds.,,,7.0,-23.9,No precipitation,12,,,,
16.02.2020 05:00,-22.3,749.7,772.1,,76,Wind blowing from the north,1,,4,,Haze. ,,,-25.1,-11.4,,,,,,0.4,-25.4,No precipitation,6,,,,
16.02.2020 02:00,-20.9,749.8,772.0,-0.8,70,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-11.4,,,2500 or more  or no clouds.,,,11.0,-24.9,No precipitation,12,,,,
15.02.2020 23:00,-18.0,750.6,772.9,,69,Wind blowing from the north-east,2,,,,Haze. ,,,-25.1,-11.4,,,,,,6.0,-22.3,No precipitation,6,,,,
15.02.2020 20:00,-16.6,750.6,773.2,0.3,67,Wind blowing from the north-northeast,1,,4,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-11.4,,,2500 or more  or no clouds.,,,2.6,-21.3,No precipitation,12,,,,
15.02.2020 17:00,-13.8,750.3,772.8,,65,Wind blowing from the west,2,,4,60%., ,,,-25.1,-11.4,,,2500 or more  or no clouds.,,,10.0,-19.0,No precipitation,6,,,,
15.02.2020 14:00,-11.7,750.7,773.1,-2.0,53,Wind blowing from the west-northwest,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-11.7,,,2500 or more  or no clouds.,,,12.0,-19.4,No precipitation,12,,,,
15.02.2020 11:00,-14.9,752.7,775.2,,56,Wind blowing from the south-southwest,1,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-11.7,,,2500 or more  or no clouds.,,,6.0,-21.7,No precipitation,6,,,,
15.02.2020 08:00,-24.1,753.4,776.2,0.2,79,Wind blowing from the west,1,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-11.7,,,2500 or more  or no clouds.,,,5.0,-26.7,No precipitation,12,,,,
15.02.2020 05:00,-23.9,753.2,775.8,,82,Wind blowing from the south-southeast,2,,5,, ,,,-24.8,-11.7,,,,,,9.0,-26.1,No precipitation,6,,,,
15.02.2020 02:00,-22.2,753.4,775.9,-0.3,76,Wind blowing from the south-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-11.7,,,2500 or more  or no clouds.,,,12.0,-25.3,No precipitation,12,,,,
14.02.2020 23:00,-20.6,753.7,776.3,,66,Wind blowing from the south-southwest,1,,,, ,,,-21.5,-11.7,,,,,,19.0,-25.3,No precipitation,6,,,,
14.02.2020 20:00,-17.4,754.1,776.7,0.7,60,Wind blowing from the west-southwest,3,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-11.7,,,2500 or more  or no clouds.,,,15.0,-23.3,No precipitation,12,,,,
14.02.2020 17:00,-14.0,753.4,775.9,,57,Wind blowing from the west,2,,7,60%., ,,,-20.9,-10.7,,,2500 or more  or no clouds.,,,15.0,-20.7,No precipitation,6,,,,
14.02.2020 14:00,-11.8,753.6,775.9,-0.4,49,Wind blowing from the west-northwest,4,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-7.6,,,2500 or more  or no clouds.,,,30.0,-20.4,No precipitation,12,,,,
14.02.2020 11:00,-15.9,754.0,776.2,,53,Wind blowing from the north-west,2,,8,20–30%., ,,,-20.9,-6.3,,,2500 or more  or no clouds.,,,20.0,-23.3,No precipitation,6,,,,
14.02.2020 08:00,-20.0,753.6,776.0,1.3,57,Wind blowing from the north-northwest,1,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-6.3,,,2500 or more  or no clouds.,,,19.0,-26.3,No precipitation,12,,,,
14.02.2020 05:00,-20.5,752.3,774.6,,59,Wind blowing from the north,1,,12,,Haze. ,,,-20.5,-6.3,,,,,,4.8,-26.4,No precipitation,6,,,,
14.02.2020 02:00,-17.8,751.1,773.1,,57,Wind blowing from the north-northwest,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-6.3,,,2500 or more  or no clouds.,,,30.0,-24.3,2.0,12,,,,
13.02.2020 23:00,-14.8,748.9,770.7,,58,Calm  no wind,0,,,, ,,,-14.8,-6.3,,,,,,30.0,-21.2,0.6,6,,,,
13.02.2020 20:00,-13.3,747.5,769.3,3.2,79,Wind blowing from the north,5,,13,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-6.3,,,2500 or more  or no clouds.,,,2.9,-16.2,2.0,12,,,,
13.02.2020 17:00,-10.6,744.3,765.8,,83,Wind blowing from the north,5,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,-5.8,,,2500 or more  or no clouds.,,,1.6,-12.9,0.9,6,,,,
13.02.2020 14:00,-7.6,742.8,764.2,0.5,58,Wind blowing from the north,6,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,-3.1,,,2500 or more  or no clouds.,,,9.0,-14.6,No precipitation,12,,,,
13.02.2020 11:00,-6.6,742.3,763.7,,56,Wind blowing from the north-northeast,6,,13,100%., ,,,-10.9,-2.8,,,2500 or more  or no clouds.,,,25.0,-14.1,No precipitation,6,,,,
13.02.2020 08:00,-8.3,742.5,763.9,1.4,61,Wind blowing from the north-east,7,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,,,,2500 or more  or no clouds.,,,14.0,-14.5,No precipitation,12,,,,
13.02.2020 05:00,-8.7,741.1,762.4,,79,Wind blowing from the north-east,5,,7,, ,,,-10.9,-2.8,,,,,,11.0,-11.8,No precipitation,6,,,,
13.02.2020 02:00,-8.9,741.1,762.2,,91,Wind blowing from the north-northeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,-1.3,,,2500 or more  or no clouds.,,,1.5,-10.1,No precipitation,12,,,,
12.02.2020 23:00,-9.9,741.1,762.3,,93,Wind blowing from the north-northeast,1,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-10.9,-1.3,,,,,,less than 0.1,-10.8,No precipitation,6,,,,
12.02.2020 20:00,-8.6,740.8,762.0,0.9,92,Wind blowing from the north-east,1,,5,100%.,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,-1.3,,,2500 or more  or no clouds.,,,0.8,-9.7,No precipitation,12,,,,
12.02.2020 17:00,-5.8,739.9,760.9,,89,Wind blowing from the south,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,-1.3,,,2500 or more  or no clouds.,,,1.9,-7.3,No precipitation,6,,,,
12.02.2020 14:00,-3.2,739.5,760.3,0.7,84,Wind blowing from the west,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,-1.3,,,2500 or more  or no clouds.,,,2.6,-5.5,No precipitation,12,,,,
12.02.2020 11:00,-3.2,738.8,759.7,,81,Wind blowing from the west-southwest,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,-1.3,,,2500 or more  or no clouds.,,,2.9,-6.0,No precipitation,6,,,,
12.02.2020 08:00,-3.3,737.5,758.3,2.3,91,Wind blowing from the west-northwest,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.3,,,2500 or more  or no clouds.,,,1.5,-4.6,No precipitation,12,,,,
12.02.2020 05:00,-2.8,735.2,755.9,,93,Wind blowing from the west-southwest,2,,6,,Mist. ,,,,-1.3,,,,,,1.3,-3.8,No precipitation,6,,,,
12.02.2020 02:00,-1.8,734.5,755.1,,92,Wind blowing from the south,4,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.7,,,,,,1.8,-2.9,No precipitation,6,,,,
11.02.2020 23:00,-2.7,734.8,755.6,,93,Wind blowing from the south-southeast,4,,,,Mist. ,,,,-1.7,,,,,,1.2,-3.7,No precipitation,6,,,,
11.02.2020 20:00,-2.4,735.7,756.7,-0.6,91,Wind blowing from the south,4,,11,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-1.7,,,2500 or more  or no clouds.,,,1.5,-3.7,No precipitation,12,,,,
11.02.2020 17:00,-2.9,736.3,757.5,,82,Wind blowing from the south-southeast,5,,11,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-1.7,,,2500 or more  or no clouds.,,,3.6,-5.5,No precipitation,6,,,,
11.02.2020 14:00,-1.8,737.5,758.8,-1.8,73,Wind blowing from the south,5,,11,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-1.7,,,2500 or more  or no clouds.,,,4.4,-6.0,No precipitation,12,,,,
11.02.2020 11:00,-5.1,739.3,760.7,,72,Wind blowing from the south-southeast,6,,9,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-5.1,,,2500 or more  or no clouds.,,,6.0,-9.4,No precipitation,6,,,,
11.02.2020 08:00,-11.5,740.8,762.6,-0.9,76,Wind blowing from the south-southeast,5,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-10.7,,,2500 or more  or no clouds.,,,8.0,-14.9,No precipitation,12,,,,
11.02.2020 05:00,-14.8,741.7,763.5,,80,Wind blowing from the south-east,5,,,, ,,,,-10.7,,,,,,9.0,-17.5,No precipitation,6,,,,
11.02.2020 02:00,-16.5,744.0,765.8,-1.5,84,Wind blowing from the south-east,4,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-10.7,,,2500 or more  or no clouds.,,,5.0,-18.6,No precipitation,12,,,,
10.02.2020 23:00,-16.1,745.5,767.5,,85,Wind blowing from the south-southeast,4,,,,Mist. ,,,,-10.7,,,,,,2.7,-18.0,No precipitation,6,,,,
10.02.2020 20:00,-15.1,746.2,768.7,-0.3,86,Wind blowing from the south,4,,6,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-10.7,,,2500 or more  or no clouds.,,,2.2,-16.9,No precipitation,12,,,,
10.02.2020 17:00,-13.5,746.5,768.9,,82,Wind blowing from the south-southeast,2,,5,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-10.7,,,2500 or more  or no clouds.,,,4.4,-15.9,No precipitation,6,,,,
10.02.2020 14:00,-10.8,747.1,769.4,0.0,78,Wind blowing from the south-southwest,3,,4,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-10.7,,,2500 or more  or no clouds.,,,5.0,-13.9,No precipitation,12,,,,
10.02.2020 11:00,-15.5,747.1,769.3,,84,Wind blowing from the south-southeast,3,,3,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-10.7,,,2500 or more  or no clouds.,,,4.3,-17.6,No precipitation,6,,,,
10.02.2020 08:00,-24.2,746.5,769.0,1.1,79,Wind blowing from the south-east,0,,3,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-10.7,,,2500 or more  or no clouds.,,,0.1,-26.8,No precipitation,12,,,,
10.02.2020 05:00,-25.4,745.4,767.8,,79,Wind blowing from the east,1,,3,,Haze. ,,,-25.6,-10.7,,,,,,less than 0.1,-28.0,No precipitation,6,,,,
10.02.2020 02:00,-23.6,745.0,767.2,1.2,79,Wind blowing from the north,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-10.7,,,2500 or more  or no clouds.,,,1.7,-26.2,0.1,12,,,,
09.02.2020 23:00,-17.2,743.8,765.7,,86,Wind blowing from the north-northwest,2,,,,Fog or ice fog. ,,,-21.9,-10.7,,,,,,1.6,-19.0,No precipitation,6,,,,
09.02.2020 20:00,-16.2,742.9,764.9,1.2,86,Wind blowing from the north,1,,11,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-10.7,,,2500 or more  or no clouds.,,,0.2,-18.0,0.1,12,,,,
09.02.2020 17:00,-12.0,741.7,763.5,,83,Wind blowing from the north-northwest,1,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-10.7,,,2500 or more  or no clouds.,,,2.6,-14.3,0.1,6,,,,
09.02.2020 14:00,-10.8,740.3,762.1,-0.4,73,Wind blowing from the south,3,,11,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-10.7,,,2500 or more  or no clouds.,,,3.7,-14.7,Trace of precipitation,12,,,,
09.02.2020 11:00,-11.8,740.7,762.4,,66,Wind blowing from the south-southeast,7,,11,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-11.8,,,2500 or more  or no clouds.,,,11.0,-17.0,Trace of precipitation,6,,,,
09.02.2020 08:00,-16.2,742.0,764.2,,72,Wind blowing from the south-southeast,7,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-13.8,,,2500 or more  or no clouds.,,,7.0,-20.2,No precipitation,12,,,,
09.02.2020 05:00,-15.4,743.8,765.8,,70,Wind blowing from the south-southeast,5,,7,,Haze. ,,,,-13.8,,,,,,6.0,-19.6,No precipitation,6,,,,
09.02.2020 02:00,-15.8,745.9,767.9,-2.1,75,Wind blowing from the south-southeast,5,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-13.8,,,2500 or more  or no clouds.,,,6.0,-19.2,No precipitation,12,,,,
08.02.2020 23:00,-15.8,748.0,770.4,,74,Wind blowing from the south,4,,,,Haze. ,,,,-13.8,,,,,,6.0,-19.4,No precipitation,6,,,,
08.02.2020 20:00,-17.8,749.5,772.3,,72,Wind blowing from the south,3,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.4,-13.8,,,2500 or more  or no clouds.,,,1.5,-21.6,No precipitation,12,,,,
08.02.2020 17:00,-16.1,750.5,773.4,,69,Wind blowing from the south-west,3,,5,no clouds, ,,,-30.4,-13.8,,,,,,10.0,-20.6,No precipitation,6,,,,
08.02.2020 14:00,-14.3,751.2,774.0,-1.4,62,Wind blowing from the south-southwest,3,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.4,-14.3,,,,,,5.0,-20.0,No precipitation,12,,,,
08.02.2020 11:00,-19.5,752.6,775.5,,66,Wind blowing from the south-west,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.4,-16.3,,,,,,4.8,-24.2,No precipitation,6,,,,
08.02.2020 08:00,-26.9,752.3,775.4,,78,Wind blowing from the south-southwest,1,,3,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.4,-16.3,,,2500 or more  or no clouds.,,,2.7,-29.6,No precipitation,12,,,,
08.02.2020 05:00,-29.9,751.9,775.0,,74,Wind blowing from the west-northwest,1,,3,,Haze. ,,,-29.9,-16.3,,,,,,3.4,-33.0,No precipitation,6,,,,
08.02.2020 02:00,-29.3,751.2,774.1,0.6,76,Wind blowing from the north,2,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.3,-16.3,,,2500 or more  or no clouds.,,,2.8,-32.2,No precipitation,12,,,,
07.02.2020 23:00,-25.3,750.6,773.4,,71,Wind blowing from the north-west,1,,,,Haze. ,,,-28.6,-16.3,,,,,,3.8,-29.0,No precipitation,6,,,,
07.02.2020 20:00,-22.6,749.9,772.9,,82,Wind blowing from the west,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-16.3,,,2500 or more  or no clouds.,,,3.3,-24.8,No precipitation,12,,,,
07.02.2020 17:00,-19.8,748.8,771.7,,66,Wind blowing from the north-east,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-16.3,,,,,,4.9,-24.5,No precipitation,6,,,,
07.02.2020 14:00,-16.9,748.2,770.8,-0.8,62,Wind blowing from the west-northwest,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-16.9,,,,,,5.0,-22.5,No precipitation,12,,,,
07.02.2020 11:00,-19.1,749.0,771.7,,78,Wind blowing from the south,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-17.1,,,,,,2.9,-22.0,No precipitation,6,,,,
07.02.2020 08:00,-27.1,748.7,771.6,,76,Wind blowing from the north-northeast,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.6,-17.1,,,,,,4.9,-30.0,No precipitation,12,,,,
07.02.2020 05:00,-27.7,748.0,770.8,,76,Wind blowing from the north,1,,7,,Fog or ice fog. ,,,-29.3,-17.1,,,,,,3.6,-30.6,No precipitation,6,,,,
07.02.2020 02:00,-25.4,747.8,770.5,0.0,81,Wind blowing from the south,1,,,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.3,-17.1,,,2500 or more  or no clouds.,,,0.1,-27.7,No precipitation,12,,,,
06.02.2020 23:00,-23.6,747.8,770.5,,80,Wind blowing from the south-southwest,1,,,,Haze. ,,,-29.3,-17.1,,,,,,5.0,-26.1,No precipitation,6,,,,
06.02.2020 20:00,-19.9,748.4,771.4,0.0,71,Wind blowing from the south,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.3,-17.1,,,2500 or more  or no clouds.,,,7.0,-23.8,No precipitation,12,,,,
06.02.2020 17:00,-17.9,748.4,771.2,,68,Wind blowing from the south,5,,,90  or more  but not 100%, ,,,-29.3,-17.1,,,,,,11.0,-22.4,No precipitation,6,,,,
06.02.2020 14:00,-17.1,749.9,772.7,-2.4,60,Wind blowing from the south,6,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.3,-17.1,,,2500 or more  or no clouds.,,,13.0,-23.0,No precipitation,12,,,,
06.02.2020 11:00,-21.2,752.3,775.3,,67,Wind blowing from the south,5,,7,70 – 80%., ,,,-29.3,-18.5,,,2500 or more  or no clouds.,,,8.0,-25.7,No precipitation,6,,,,
06.02.2020 08:00,-28.4,753.8,777.1,-0.1,76,Wind blowing from the south-southeast,3,,4,10%  or less  but not 0,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.8,-18.5,,,2500 or more  or no clouds.,,,6.0,-31.3,No precipitation,12,,,,
06.02.2020 05:00,-28.0,753.9,777.0,,77,Wind blowing from the south,3,,5,, ,,,-32.4,-18.5,,,,,,7.0,-30.8,No precipitation,6,,,,
06.02.2020 02:00,-27.8,754.8,777.8,-0.3,76,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.4,-18.5,,,2500 or more  or no clouds.,,,11.0,-30.7,No precipitation,12,,,,
05.02.2020 23:00,-26.2,755.1,778.3,,72,Wind blowing from the south-southwest,2,,,, ,,,-32.4,-18.5,,,,,,7.0,-29.7,No precipitation,6,,,,
05.02.2020 20:00,-23.5,755.0,778.4,0.7,69,Wind blowing from the west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.4,-18.5,,,2500 or more  or no clouds.,,,12.0,-27.6,No precipitation,12,,,,
05.02.2020 17:00,-20.4,754.3,777.5,,61,Wind blowing from the west,3,,5,no clouds, ,,,-32.4,-18.5,,,,,,9.0,-26.0,No precipitation,6,,,,
05.02.2020 14:00,-19.1,753.7,776.7,,58,Wind blowing from the west-northwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.4,-19.1,,,,,,21.0,-25.3,No precipitation,12,,,,
05.02.2020 11:00,-23.6,753.7,776.8,,74,Wind blowing from the west-northwest,2,,4,10%  or less  but not 0,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.4,-19.6,,,2500 or more  or no clouds.,,,7.0,-26.9,No precipitation,6,,,,
05.02.2020 08:00,-30.3,752.9,776.3,0.8,77,Wind blowing from the north-west,1,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.4,-19.6,,,2500 or more  or no clouds.,,,3.6,-33.0,No precipitation,12,,,,
05.02.2020 05:00,-29.9,752.1,775.3,,78,Wind blowing from the west,1,,5,, ,,,-33.4,-19.6,,,,,,10.0,-32.5,No precipitation,6,,,,
05.02.2020 02:00,-27.8,751.7,774.7,,77,Wind blowing from the west,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-33.4,-19.6,,,2500 or more  or no clouds.,,,2.4,-30.6,No precipitation,12,,,,
04.02.2020 23:00,-26.7,750.8,774.0,,77,Wind blowing from the west-northwest,2,,,, ,,,-33.4,-19.6,,,,,,14.0,-29.5,No precipitation,6,,,,
