Local time in Chengde (weather station 54423),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 11:00,-0.1,732.2,772.0,,41,Wind blowing from the east-northeast,1,,,20–30%., ,,,-9.4,4.3,,,2500 or more  or no clouds.,,,30.0,-11.8,No precipitation,6,,,,
18.02.2020 08:00,-8.1,733.0,773.2,0.5,76,Wind blowing from the north,0,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,4.3,,,,,,21.0,-11.7,No precipitation,12,,,,
18.02.2020 05:00,-8.3,732.5,772.6,,76,Wind blowing from the east-northeast,1,,8,, ,,,-8.3,4.3,,,,,,23.0,-11.8,No precipitation,6,,,,
18.02.2020 02:00,-6.1,732.9,772.9,0.2,69,Wind blowing from the north,0,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,4.3,,,2500 or more  or no clouds.,,,28.0,-10.9,No precipitation,12,,,,
17.02.2020 23:00,-1.5,732.7,772.6,,43,Wind blowing from the west-northwest,3,,,, ,,,-8.0,4.3,,,,,,30.0,-12.7,No precipitation,6,,,,
17.02.2020 20:00,0.8,732.1,772.2,0.9,35,Wind blowing from the west-northwest,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,4.3,,,,,,30.0,-12.9,No precipitation,12,,,,
17.02.2020 17:00,3.3,731.2,771.1,,25,Wind blowing from the west-northwest,4,,,no clouds, ,,,-8.0,4.3,,,,,,30.0,-14.9,No precipitation,6,,,,
17.02.2020 14:00,2.4,730.9,771.0,-1.3,26,Wind blowing from the west-northwest,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,2.6,,,,,,30.0,-15.2,No precipitation,12,,,,
17.02.2020 11:00,-0.5,732.2,772.6,,33,Wind blowing from the east-southeast,2,,9,no clouds, ,,,-8.0,-0.5,,,,,,30.0,-14.8,No precipitation,6,,,,
17.02.2020 08:00,-6.3,732.8,773.5,0.4,40,Wind blowing from the west-northwest,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,,,,,,,30.0,-17.7,No precipitation,12,,,,
17.02.2020 05:00,-7.0,732.4,772.9,,40,Wind blowing from the west-northwest,4,,,, ,,,-9.9,-0.7,,,,,,30.0,-18.3,No precipitation,6,,,,
17.02.2020 02:00,-7.7,732.9,773.2,-0.2,43,Wind blowing from the west-northwest,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-0.7,,,2500 or more  or no clouds.,,,30.0,-18.1,No precipitation,12,,,,
16.02.2020 23:00,-7.8,733.1,773.8,,41,Wind blowing from the west-northwest,3,,,, ,,,-9.9,-0.7,,,,,,30.0,-18.8,No precipitation,6,,,,
16.02.2020 20:00,-6.6,732.4,773.2,1.7,40,Wind blowing from the north-northwest,5,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-0.7,,,,,,30.0,-18.0,No precipitation,12,,,,
16.02.2020 17:00,-2.4,730.7,771.2,,35,Wind blowing from the north-west,4,,11,no clouds, ,,,-9.9,-0.7,,,,,,30.0,-15.8,No precipitation,6,,,,
16.02.2020 14:00,-1.0,730.5,770.8,-1.4,31,Wind blowing from the north-northwest,4,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-0.9,,,600-1000,,,30.0,-16.0,No precipitation,12,,,,
16.02.2020 11:00,-4.2,731.9,772.6,,37,Wind blowing from the north,3,,10,90  or more  but not 100%, ,,,-9.9,-3.7,,,600-1000,,,30.0,-17.0,No precipitation,6,,,,
16.02.2020 08:00,-7.9,731.5,772.4,0.8,42,Wind blowing from the north-west,4,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,,,,2500 or more  or no clouds.,,,30.0,-18.6,No precipitation,12,,,,
16.02.2020 05:00,-8.9,730.7,771.4,,45,Wind blowing from the north-west,4,,,, ,,,-9.3,-3.7,,,,,,30.0,-18.9,No precipitation,6,,,,
16.02.2020 02:00,-8.4,731.4,772.0,-0.9,43,Wind blowing from the north-west,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,-3.7,,,2500 or more  or no clouds.,,,30.0,-18.8,No precipitation,12,,,,
15.02.2020 23:00,-8.9,732.3,773.2,,45,Wind blowing from the north-west,4,,10,, ,,,-9.3,-3.7,,,,,,30.0,-18.7,No precipitation,6,,,,
15.02.2020 20:00,-8.0,732.1,773.0,0.8,43,Wind blowing from the north-west,5,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,-3.7,,,1000-1500,,,30.0,-18.4,No precipitation,12,,,,
15.02.2020 17:00,-5.0,731.3,772.0,,43,Wind blowing from the west-northwest,4,,10,60%., ,,,-9.0,-3.7,,,1000-1500,,,30.0,-15.9,No precipitation,6,,,,
15.02.2020 14:00,-3.9,731.7,772.3,-2.5,40,Wind blowing from the north-northwest,5,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,-3.9,,,600-1000,,,30.0,-15.5,No precipitation,12,,,,
15.02.2020 11:00,-6.6,734.2,775.1,,54,Wind blowing from the north-west,3,,8,60%., ,,,-9.0,-5.1,,,1000-1500,,,23.0,-14.4,No precipitation,6,,,,
15.02.2020 08:00,-8.8,734.4,775.4,0.2,55,Wind blowing from the north-west,4,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,-3.7,,,1000-1500,,,30.0,-16.4,No precipitation,12,,,,
15.02.2020 05:00,-8.7,734.2,775.2,,56,Wind blowing from the north-west,3,,,, ,,,-8.7,,,,,,,30.0,-15.9,No precipitation,6,,,,
15.02.2020 02:00,-8.1,735.1,775.9,-0.6,68,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,,,,2500 or more  or no clouds.,,,30.0,-13.1,2.0,12,,,,
14.02.2020 23:00,-7.4,735.7,776.6,,63,Wind blowing from the west-northwest,2,,6,, ,,,-7.4,,,,,,,30.0,-13.4,No precipitation,6,,,,
14.02.2020 20:00,-6.8,735.1,775.7,1.8,74,Wind blowing from the north,1,,9,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,,,,2500 or more  or no clouds.,,,22.0,-10.7,11.0,12,,,,
14.02.2020 17:00,-6.0,733.3,773.6,,88,Wind blowing from the north-east,2,,11,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-6.0,,,,2500 or more  or no clouds.,,,3.1,-7.7,5.0,6,,,,
14.02.2020 14:00,-5.3,732.2,772.2,0.1,88,Wind blowing from the east,2,,13,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-5.7,11.0,,,2500 or more  or no clouds.,,,1.9,-7.0,11.0,12,,,,
14.02.2020 11:00,-5.6,732.1,772.0,,93,Wind blowing from the north-east,3,,13,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-5.6,11.0,,,2500 or more  or no clouds.,,,0.6,-6.5,8.0,6,,,,
14.02.2020 08:00,-3.7,730.3,769.8,3.3,86,Wind blowing from the east,2,,14,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,11.0,,,2500 or more  or no clouds.,,,1.2,-5.8,2.0,12,,,,
14.02.2020 05:00,-0.9,727.0,765.8,,60,Wind blowing from the south-east,7,,14,, ,,,-4.6,11.0,,,,,,10.0,-7.7,0.4,6,,,,
14.02.2020 02:00,1.5,727.1,765.7,0.4,58,Wind blowing from the south-east,7,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,11.0,,,2500 or more  or no clouds.,,,8.0,-5.9,No precipitation,12,,,,
13.02.2020 23:00,3.7,726.7,765.7,,61,Wind blowing from the east-northeast,3,,14,,Haze. ,,,-4.6,11.0,,,,,,6.0,-3.1,No precipitation,6,,,,
13.02.2020 20:00,4.6,724.0,763.3,2.7,81,Wind blowing from the south-southeast,3,,6,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,11.0,,,2500 or more  or no clouds.,,,2.3,1.5,No precipitation,12,,,,
13.02.2020 17:00,8.8,721.3,760.0,,54,Wind blowing from the south,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,11.0,,,,,,3.3,0.0,No precipitation,6,,,,
13.02.2020 14:00,9.3,721.1,759.7,-1.4,49,Wind blowing from the south-east,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,11.3,,,,,,3.2,-0.9,No precipitation,12,,,,
13.02.2020 11:00,1.5,722.5,761.7,,71,Wind blowing from the east,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,,,,,,,2.8,-3.2,No precipitation,6,,,,
13.02.2020 08:00,-4.6,722.4,761.7,1.1,92,Wind blowing from the north-east,0,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,11.3,,,,,,1.6,-5.7,No precipitation,12,,,,
13.02.2020 05:00,-4.0,721.3,760.0,,93,Wind blowing from the east,0,,2,,Mist. ,,,-5.9,11.3,,,,,,1.4,-5.0,No precipitation,6,,,,
13.02.2020 02:00,-2.4,721.7,760.3,0.2,91,Wind blowing from the west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,11.3,,,2500 or more  or no clouds.,,,1.8,-3.7,No precipitation,12,,,,
12.02.2020 23:00,-0.8,721.5,760.5,,85,Wind blowing from the east-northeast,1,,3,,Mist. ,,,-5.9,11.3,,,,,,2.2,-3.0,No precipitation,6,,,,
12.02.2020 20:00,2.8,721.2,760.5,0.5,72,Wind blowing from the north,0,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,11.3,,,2500 or more  or no clouds.,,,2.9,-1.9,No precipitation,12,,,,
12.02.2020 17:00,10.0,720.7,759.4,,44,Wind blowing from the west,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,11.3,,,2500 or more  or no clouds.,,,5.0,-1.7,No precipitation,6,,,,
12.02.2020 14:00,10.4,721.6,760.2,-2.6,42,Wind blowing from the east-southeast,2,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,12.1,,,2500 or more  or no clouds.,,,4.8,-2.0,No precipitation,12,,,,
12.02.2020 11:00,2.2,724.2,763.4,,58,Wind blowing from the east,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,12.1,,,,,,4.3,-5.4,No precipitation,6,,,,
12.02.2020 08:00,-5.7,724.8,764.2,0.5,87,Calm  no wind,0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,12.1,,,,,,2.6,-7.5,No precipitation,12,,,,
12.02.2020 05:00,-4.7,724.3,763.2,,84,Wind blowing from the north-east,1,,,,Mist. ,,,-7.9,12.1,,,,,,3.1,-7.0,No precipitation,6,,,,
12.02.2020 02:00,-3.3,724.9,763.6,-0.1,80,Wind blowing from the north-east,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,12.1,,,2500 or more  or no clouds.,,,3.2,-6.3,No precipitation,12,,,,
11.02.2020 23:00,-1.3,725.0,764.4,,73,Wind blowing from the east-southeast,1,,3,,Mist. ,,,-7.9,12.1,,,,,,3.7,-5.5,No precipitation,6,,,,
11.02.2020 20:00,3.4,724.6,764.2,0.9,55,Wind blowing from the east-northeast,1,,3,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,12.1,,,2500 or more  or no clouds.,,,4.9,-5.0,No precipitation,12,,,,
11.02.2020 17:00,9.9,723.7,762.7,,33,Wind blowing from the south,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,12.1,,,,,,7.0,-5.6,No precipitation,6,,,,
11.02.2020 14:00,11.1,724.3,763.0,-2.5,28,Wind blowing from the east-southeast,1,,2,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,11.6,,,2500 or more  or no clouds.,,,6.0,-6.7,No precipitation,12,,,,
11.02.2020 11:00,0.7,726.8,766.3,,48,Wind blowing from the east,1,,2,20–30%., ,,,-7.9,,,,2500 or more  or no clouds.,,,10.0,-9.3,No precipitation,6,,,,
11.02.2020 08:00,-7.3,727.0,766.9,0.7,83,Wind blowing from the north-east,0,,2,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,,,,2500 or more  or no clouds.,,,7.0,-9.7,No precipitation,12,,,,
11.02.2020 05:00,-6.5,726.3,765.4,,80,Wind blowing from the north,1,,2,,Mist. ,,,-8.7,11.6,,,,,,7.0,-9.5,No precipitation,6,,,,
11.02.2020 02:00,-4.4,726.6,765.6,0.4,73,Wind blowing from the north,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,11.6,,,2500 or more  or no clouds.,,,7.0,-8.5,No precipitation,12,,,,
10.02.2020 23:00,-2.1,726.2,765.7,,66,Wind blowing from the south-southwest,1,,3,,Mist. ,,,-8.7,11.6,,,,,,8.0,-7.6,No precipitation,6,,,,
10.02.2020 20:00,1.9,725.3,765.1,1.0,52,Wind blowing from the east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,11.6,,,,,,7.0,-6.9,No precipitation,12,,,,
10.02.2020 17:00,10.2,724.3,763.4,,25,Wind blowing from the south-southwest,1,,3,no clouds, ,,,-8.7,11.6,,,,,,13.0,-8.9,No precipitation,6,,,,
10.02.2020 14:00,9.7,725.0,764.0,-2.2,24,Wind blowing from the south,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,9.7,,,2500 or more  or no clouds.,,,13.0,-9.9,No precipitation,12,,,,
10.02.2020 11:00,0.8,727.2,766.9,,42,Wind blowing from the east-southeast,1,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,13.0,-10.7,,,,,,
10.02.2020 08:00,-8.3,727.2,767.3,0.6,81,Wind blowing from the north,0,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,8.3,,,2500 or more  or no clouds.,,,8.0,-11.0,No precipitation,12,,,,
10.02.2020 05:00,-7.6,726.6,766.1,,78,Wind blowing from the north-east,1,,2,, ,,,-11.7,8.3,,,,,,8.0,-10.8,No precipitation,6,,,,
10.02.2020 02:00,-5.7,727.0,766.4,-0.4,71,Wind blowing from the east-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,8.3,,,2500 or more  or no clouds.,,,6.0,-10.1,No precipitation,12,,,,
09.02.2020 23:00,-3.8,727.4,767.3,,65,Wind blowing from the south,0,,4,, ,,,-11.7,8.3,,,,,,7.0,-9.4,No precipitation,6,,,,
09.02.2020 20:00,-0.7,727.1,767.4,0.4,53,Wind blowing from the east-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,8.3,,,,,,8.0,-9.1,No precipitation,12,,,,
09.02.2020 17:00,6.2,726.7,766.4,,28,Wind blowing from the south,2,,4,no clouds, ,,,-11.7,8.3,,,,,,14.0,-11.0,No precipitation,6,,,,
09.02.2020 14:00,5.9,727.5,767.2,-2.5,30,Wind blowing from the east,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,5.9,,,,,,10.0,-10.3,No precipitation,12,,,,
09.02.2020 11:00,-2.6,730.0,770.3,,47,Wind blowing from the east-southeast,1,,3,no clouds, ,,,-11.7,5.1,,,,,,11.0,-12.4,No precipitation,6,,,,
09.02.2020 08:00,-11.2,730.3,771.0,-0.3,77,Wind blowing from the north-northwest,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,5.1,,,2500 or more  or no clouds.,,,9.0,-14.4,No precipitation,12,,,,
09.02.2020 05:00,-10.4,730.6,770.6,,77,Wind blowing from the north-west,0,,2,, ,,,-12.3,5.1,,,,,,8.0,-13.7,No precipitation,6,,,,
09.02.2020 02:00,-9.2,731.6,771.7,-1.4,72,Wind blowing from the north-east,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,5.1,,,2500 or more  or no clouds.,,,10.0,-13.3,No precipitation,12,,,,
08.02.2020 23:00,-6.6,733.0,773.4,,65,Wind blowing from the north-east,0,,6,, ,,,-12.3,5.1,,,,,,10.0,-12.1,No precipitation,6,,,,
08.02.2020 20:00,-2.9,733.1,773.9,0.1,52,Wind blowing from the south-east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,5.1,,,,,,11.0,-11.4,No precipitation,12,,,,
08.02.2020 17:00,4.3,733.0,773.2,,24,Wind blowing from the west-southwest,1,,6,no clouds, ,,,-12.3,5.1,,,,,,30.0,-14.5,No precipitation,6,,,,
08.02.2020 14:00,4.3,733.9,774.1,-1.6,25,Wind blowing from the south-southwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,4.4,,,,,,30.0,-14.0,No precipitation,12,,,,
08.02.2020 11:00,-2.7,735.5,775.9,,41,Wind blowing from the north-northeast,1,,5,no clouds, ,,,-12.3,3.0,,,,,,18.0,-14.4,No precipitation,6,,,,
08.02.2020 08:00,-11.3,735.7,776.6,1.0,73,Wind blowing from the east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,3.0,,,,,,14.0,-15.3,No precipitation,12,,,,
08.02.2020 05:00,-10.7,734.7,775.1,,74,Wind blowing from the south,1,,,, ,,,,,,,,,,18.0,-14.4,,,,,,
08.02.2020 02:00,-8.5,734.7,775.1,0.5,65,Wind blowing from the south,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,3.0,,,2500 or more  or no clouds.,,,22.0,-13.9,No precipitation,12,,,,
07.02.2020 23:00,-3.2,734.2,774.8,,41,Wind blowing from the north-west,2,,5,, ,,,-16.0,3.0,,,,,,26.0,-14.6,No precipitation,6,,,,
07.02.2020 20:00,-2.0,733.3,774.4,1.8,36,Wind blowing from the north-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,3.0,,,,,,16.0,-15.1,No precipitation,12,,,,
07.02.2020 17:00,2.6,731.5,772.0,,29,Wind blowing from the south,0,,3,no clouds, ,,,-16.0,3.0,,,,,,17.0,-13.7,No precipitation,6,,,,
07.02.2020 14:00,0.4,731.8,772.3,-2.2,36,Wind blowing from the south-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,0.4,,,,,,14.0,-12.9,No precipitation,12,,,,
07.02.2020 11:00,-6.9,734.0,775.2,,56,Wind blowing from the east-southeast,1,,3,20–30%., ,,,-16.0,-3.6,,,2500 or more  or no clouds.,,,9.0,-14.2,No precipitation,6,,,,
07.02.2020 08:00,-15.5,733.9,775.5,0.3,80,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-3.6,,,2500 or more  or no clouds.,,,6.0,-18.2,No precipitation,12,,,,
07.02.2020 05:00,-14.9,733.6,774.9,,82,Calm  no wind,0,,,,Mist. ,,,-14.9,-3.6,,,,,,6.0,-17.3,No precipitation,6,,,,
07.02.2020 02:00,-12.6,733.8,774.9,0.2,84,Wind blowing from the north-northeast,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-3.6,,,2500 or more  or no clouds.,,,6.0,-14.7,No precipitation,12,,,,
06.02.2020 23:00,-10.8,733.6,774.8,,81,Wind blowing from the east,1,,6,, ,,,-12.9,-3.6,,,,,,8.0,-13.4,No precipitation,6,,,,
06.02.2020 20:00,-7.3,733.6,774.8,0.7,71,Wind blowing from the south,0,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-3.6,,,,,,13.0,-11.8,Trace of precipitation,12,,,,
06.02.2020 17:00,-5.0,732.9,774.0,,60,Wind blowing from the south-west,1,,6,50%., ,,,-12.9,-3.6,,,1000-1500,,,13.0,-11.6,No precipitation,6,,,,
06.02.2020 14:00,-4.3,733.8,774.8,-2.5,55,Wind blowing from the south-east,1,,4,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-3.6,,,600-1000,,,13.0,-12.0,Trace of precipitation,12,,,,
06.02.2020 11:00,-7.0,736.3,777.7,,64,Wind blowing from the east-southeast,1,,2,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,-4.0,,,600-1000,,,11.0,-12.7,No precipitation,6,,,,
06.02.2020 08:00,-11.7,736.8,778.3,-0.1,83,Wind blowing from the east-northeast,1,,2,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-4.0,,,2500 or more  or no clouds.,,,6.0,-14.1,Trace of precipitation,12,,,,
06.02.2020 05:00,-12.8,736.9,778.3,,80,Wind blowing from the north-northeast,1,,4,, ,,,-17.2,-4.0,,,,,,9.0,-15.5,No precipitation,6,,,,
06.02.2020 02:00,-12.0,737.5,778.9,0.2,66,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-4.0,,,2500 or more  or no clouds.,,,10.0,-17.1,No precipitation,12,,,,
05.02.2020 23:00,-11.5,737.3,779.0,,58,Wind blowing from the north-east,1,,5,, ,,,-17.2,-4.0,,,,,,12.0,-18.1,No precipitation,6,,,,
05.02.2020 20:00,-8.9,736.9,778.9,1.0,48,Wind blowing from the north-east,1,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-4.0,,,2500 or more  or no clouds.,,,10.0,-17.9,No precipitation,12,,,,
05.02.2020 17:00,-5.5,735.9,777.4,,27,Wind blowing from the south-southeast,2,,5,20–30%., ,,,-17.2,-4.0,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,6,,,,
05.02.2020 14:00,-5.7,736.3,777.7,-2.2,17,Wind blowing from the east-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-3.9,,,,,,30.0,-26.9,No precipitation,12,,,,
05.02.2020 11:00,-10.6,738.5,780.2,,26,Wind blowing from the east,1,,4,no clouds, ,,,-17.2,-3.9,,,,,,30.0,-26.4,No precipitation,6,,,,
05.02.2020 08:00,-16.6,738.8,780.8,1.0,61,Wind blowing from the north,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-3.9,,,,,,22.0,-22.5,No precipitation,12,,,,
05.02.2020 05:00,-15.4,737.8,779.5,,44,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,30.0,-24.9,,,,,,
