Local time in Keshan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 20:00,-9.9,738.4,767.2,1.1,72,Wind blowing from the west,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-6.1,,,2500 or more  or no clouds.,,,27.0,-14.0,No precipitation,12,,,,
18.02.2020 17:00,-7.2,737.3,765.9,,64,Wind blowing from the west,2,,7,100%., ,,,-16.6,-6.1,,,2500 or more  or no clouds.,,,23.0,-13.0,No precipitation,6,,,,
18.02.2020 14:00,-6.2,736.0,764.5,-0.3,65,Wind blowing from the north-west,5,,7,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-6.1,,,2500 or more  or no clouds.,,,30.0,-11.7,No precipitation,12,,,,
18.02.2020 11:00,-8.9,736.3,764.8,,66,Wind blowing from the west-northwest,1,,4,100%., ,,,-16.6,-8.5,,,2500 or more  or no clouds.,,,11.0,-14.1,No precipitation,6,,,,
18.02.2020 08:00,-16.0,736.1,765.1,0.4,74,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,,,,2500 or more  or no clouds.,,,10.0,-19.6,No precipitation,12,,,,
18.02.2020 05:00,-15.4,735.7,764.4,,70,Wind blowing from the south-southwest,2,,6,, ,,,-21.5,-8.5,,,,,,17.0,-19.6,No precipitation,6,,,,
18.02.2020 02:00,-14.7,736.4,765.0,,71,Wind blowing from the south-southwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-8.5,,,2500 or more  or no clouds.,,,25.0,-18.8,No precipitation,12,,,,
17.02.2020 20:00,-13.7,737.9,767.1,-0.2,64,Wind blowing from the west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-8.5,,,,,,27.0,-19.2,No precipitation,12,,,,
17.02.2020 17:00,-11.8,738.1,767.2,,57,Wind blowing from the west-northwest,4,,7,no clouds, ,,,-21.5,-8.5,,,,,,30.0,-18.6,No precipitation,6,,,,
17.02.2020 14:00,-8.8,738.1,767.2,-1.3,45,Wind blowing from the north-west,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-8.5,,,,,,30.0,-18.8,No precipitation,12,,,,
17.02.2020 11:00,-11.1,739.4,768.5,,47,Wind blowing from the north-northwest,3,,6,no clouds, ,,,-21.5,-11.1,,,,,,30.0,-20.4,No precipitation,6,,,,
17.02.2020 08:00,-19.4,740.3,769.8,-0.2,59,Wind blowing from the north,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-11.8,,,,,,26.0,-25.4,No precipitation,12,,,,
17.02.2020 05:00,-20.9,740.5,769.9,,63,Wind blowing from the north,3,,6,, ,,,-21.3,-11.8,,,,,,30.0,-26.1,No precipitation,6,,,,
17.02.2020 02:00,-21.3,741.1,770.4,,61,Wind blowing from the north,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-11.8,,,2500 or more  or no clouds.,,,30.0,-26.8,No precipitation,12,,,,
16.02.2020 20:00,-17.0,742.4,772.0,0.2,52,Wind blowing from the north,3,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-11.8,,,2500 or more  or no clouds.,,,30.0,-24.5,No precipitation,12,,,,
16.02.2020 17:00,-14.0,742.2,771.6,,52,Wind blowing from the north,4,,11,100%., ,,,-21.3,-11.8,,,2500 or more  or no clouds.,,,30.0,-21.9,No precipitation,6,,,,
16.02.2020 14:00,-12.1,741.7,770.8,-1.1,43,Wind blowing from the north,7,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-8.5,,,2500 or more  or no clouds.,,,30.0,-22.1,No precipitation,12,,,,
16.02.2020 11:00,-13.7,742.8,772.0,,46,Wind blowing from the north,7,,10,no clouds, ,,,-21.3,-8.3,,,,,,28.0,-22.8,No precipitation,6,,,,
16.02.2020 08:00,-20.0,743.8,773.3,0.4,67,Wind blowing from the north,3,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-8.3,,,2500 or more  or no clouds.,,,22.0,-24.6,No precipitation,12,,,,
16.02.2020 05:00,-19.4,743.4,772.7,,67,Wind blowing from the north-northeast,3,,5,, ,,,-19.7,-8.3,,,,,,30.0,-24.0,No precipitation,6,,,,
16.02.2020 02:00,-17.8,743.8,772.9,,62,Wind blowing from the north,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-8.3,,,2500 or more  or no clouds.,,,30.0,-23.3,No precipitation,12,,,,
15.02.2020 20:00,-14.1,744.7,774.0,0.6,52,Wind blowing from the north,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-8.3,,,,,,30.0,-21.8,No precipitation,12,,,,
15.02.2020 17:00,-11.9,744.1,773.5,,50,Wind blowing from the north-west,5,,7,no clouds, ,,,-20.4,-8.3,,,,,,30.0,-20.2,No precipitation,6,,,,
15.02.2020 14:00,-8.6,744.0,773.2,-1.9,44,Wind blowing from the north-northwest,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-8.3,,,,,,30.0,-18.9,No precipitation,12,,,,
15.02.2020 11:00,-10.1,745.9,775.0,,43,Calm  no wind,0,,,no clouds, ,,,-20.4,-10.0,,,,,,30.0,-20.3,No precipitation,6,,,,
15.02.2020 08:00,-16.9,746.5,776.1,0.2,56,Wind blowing from the north,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-11.2,,,,,,18.0,-23.6,No precipitation,12,,,,
15.02.2020 05:00,-19.5,746.3,775.8,,65,Wind blowing from the north,4,,5,, ,,,-21.4,-11.2,,,,,,28.0,-24.4,No precipitation,6,,,,
15.02.2020 02:00,-19.7,746.5,775.9,,61,Wind blowing from the north-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-11.2,,,2500 or more  or no clouds.,,,24.0,-25.3,No precipitation,12,,,,
14.02.2020 20:00,-16.2,747.0,776.7,0.5,58,Wind blowing from the south-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-11.2,,,,,,29.0,-22.7,No precipitation,12,,,,
14.02.2020 17:00,-13.5,746.5,776.0,,46,Wind blowing from the west-southwest,2,,7,no clouds, ,,,-21.4,-11.1,,,,,,30.0,-22.7,No precipitation,6,,,,
14.02.2020 14:00,-11.5,746.8,776.2,-0.6,41,Wind blowing from the west-northwest,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-9.9,,,,,,30.0,-22.1,No precipitation,12,,,,
14.02.2020 11:00,-13.8,747.4,776.8,,44,Wind blowing from the north-west,5,,7,no clouds, ,,,-21.4,-9.6,,,,,,30.0,-23.4,No precipitation,6,,,,
14.02.2020 08:00,-19.7,747.2,776.8,0.8,52,Wind blowing from the north-west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-9.6,,,,,,30.0,-27.1,No precipitation,12,,,,
14.02.2020 05:00,-20.2,746.4,775.8,,53,Wind blowing from the north-west,4,,11,, ,,,-20.5,-8.9,,,,,,30.0,-27.3,No precipitation,6,,,,
14.02.2020 02:00,-20.2,745.3,774.7,,55,Wind blowing from the north-northwest,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-8.4,,,2500 or more  or no clouds.,,,30.0,-26.9,Trace of precipitation,12,,,,
13.02.2020 20:00,-13.3,742.3,771.1,2.7,56,Wind blowing from the north,4,,18,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-8.3,,,2500 or more  or no clouds.,,,30.0,-20.2,Trace of precipitation,12,,,,
13.02.2020 17:00,-11.1,739.6,768.1,,61,Wind blowing from the north,4,,18,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-6.9,,,2500 or more  or no clouds.,,,30.0,-17.3,Trace of precipitation,6,,,,
13.02.2020 14:00,-10.1,738.2,766.6,0.3,66,Wind blowing from the north-northeast,8,,18,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,,,,2500 or more  or no clouds.,,,24.0,-15.4,Trace of precipitation,12,,,,
13.02.2020 11:00,-10.4,737.9,766.3,,68,Wind blowing from the north-northeast,10,,18,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,,,,2500 or more  or no clouds.,,,8.0,-15.2,Trace of precipitation,6,,,,
13.02.2020 08:00,-10.1,737.2,765.6,1.1,69,Wind blowing from the north-east,11,,17,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,,,,2500 or more  or no clouds.,,,29.0,-14.7,No precipitation,12,,,,
13.02.2020 05:00,-8.9,736.1,764.2,,65,Wind blowing from the north-east,9,,14,, ,,,-10.0,-5.1,,,,,,29.0,-14.3,No precipitation,6,,,,
13.02.2020 02:00,-8.9,735.4,763.5,,82,Wind blowing from the north-northeast,6,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-3.5,,,2500 or more  or no clouds.,,,8.0,-11.4,No precipitation,12,,,,
12.02.2020 20:00,-8.9,734.4,762.6,1.4,86,Wind blowing from the north-east,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,-3.0,,,2500 or more  or no clouds.,,,4.7,-10.8,No precipitation,12,,,,
12.02.2020 17:00,-6.9,733.0,760.9,,81,Wind blowing from the west,0,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,-3.0,,,2500 or more  or no clouds.,,,6.0,-9.6,No precipitation,6,,,,
12.02.2020 14:00,-5.5,732.6,760.3,,71,Wind blowing from the south,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,-3.0,,,2500 or more  or no clouds.,,,8.0,-9.9,No precipitation,12,,,,
12.02.2020 11:00,-9.3,732.2,760.0,,88,Wind blowing from the west-southwest,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,-3.0,,,2500 or more  or no clouds.,,,4.0,-10.9,No precipitation,6,,,,
12.02.2020 08:00,-8.6,731.0,758.8,1.7,90,Wind blowing from the north-northwest,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-3.0,,,2500 or more  or no clouds.,,,3.5,-9.9,No precipitation,12,,,,
12.02.2020 05:00,-5.1,729.3,756.9,,86,Wind blowing from the north-west,4,,8,,Mist. ,,,,-3.0,,,,,,5.0,-7.1,No precipitation,6,,,,
12.02.2020 02:00,-3.5,727.9,755.4,,94,Wind blowing from the west,1,,9,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.0,,,2500 or more  or no clouds.,,,0.1,-4.3,No precipitation,12,,,,
11.02.2020 20:00,-3.9,728.2,756.3,-0.8,90,Wind blowing from the south-southeast,2,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-3.9,,,2500 or more  or no clouds.,,,3.0,-5.3,No precipitation,12,,,,
11.02.2020 17:00,-5.3,729.0,757.0,,87,Wind blowing from the south,5,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-5.3,,,2500 or more  or no clouds.,,,2.9,-7.1,No precipitation,6,,,,
11.02.2020 14:00,-6.0,729.4,757.6,-2.1,85,Wind blowing from the south-southeast,6,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-6.0,,,2500 or more  or no clouds.,,,3.6,-8.1,No precipitation,12,,,,
11.02.2020 11:00,-9.4,731.5,759.9,,86,Wind blowing from the south-southeast,4,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-9.4,,,2500 or more  or no clouds.,,,3.4,-11.3,No precipitation,6,,,,
11.02.2020 08:00,-15.1,732.8,761.6,-1.0,76,Wind blowing from the east-southeast,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,9.0,-18.4,No precipitation,12,,,,
11.02.2020 05:00,-14.2,733.8,762.4,,74,Wind blowing from the south-east,4,,9,, ,,,,-11.0,,,,,,8.0,-17.8,No precipitation,6,,,,
11.02.2020 02:00,-14.4,735.7,764.4,,78,Wind blowing from the south-east,6,,9,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-11.0,,,2500 or more  or no clouds.,,,6.0,-17.4,No precipitation,12,,,,
10.02.2020 20:00,-14.3,738.1,767.5,-0.2,80,Wind blowing from the south,5,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-11.0,,,2500 or more  or no clouds.,,,8.0,-17.1,No precipitation,12,,,,
10.02.2020 17:00,-12.7,738.3,767.5,,74,Wind blowing from the south-southeast,4,,6,100%., ,,,-22.2,-11.0,,,2500 or more  or no clouds.,,,10.0,-16.4,No precipitation,6,,,,
10.02.2020 14:00,-12.1,739.3,768.4,-0.2,71,Wind blowing from the south-southeast,3,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-12.1,,,2500 or more  or no clouds.,,,12.0,-16.4,No precipitation,12,,,,
10.02.2020 11:00,-15.1,739.5,768.7,,74,Wind blowing from the south,3,,5,100%., ,,,-22.2,-12.5,,,2500 or more  or no clouds.,,,13.0,-18.7,No precipitation,6,,,,
10.02.2020 08:00,-21.6,739.6,769.2,0.5,79,Wind blowing from the west-northwest,0,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-12.5,,,2500 or more  or no clouds.,,,16.0,-24.3,No precipitation,12,,,,
10.02.2020 05:00,-21.2,739.1,768.6,,79,Wind blowing from the north-northeast,2,,6,, ,,,-21.2,-12.5,,,,,,16.0,-23.9,No precipitation,6,,,,
10.02.2020 02:00,-19.6,738.6,767.8,,79,Wind blowing from the north-northeast,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-12.5,,,2500 or more  or no clouds.,,,16.0,-22.3,No precipitation,12,,,,
09.02.2020 20:00,-18.2,736.9,766.1,1.1,80,Wind blowing from the north,3,,6,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-12.5,,,2500 or more  or no clouds.,,,9.0,-20.8,No precipitation,12,,,,
09.02.2020 17:00,-15.9,735.8,764.8,,72,Wind blowing from the north,3,,7,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-12.5,,,2500 or more  or no clouds.,,,11.0,-19.8,No precipitation,6,,,,
09.02.2020 14:00,-13.1,734.1,762.7,0.1,63,Wind blowing from the north-northeast,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-13.1,,,2500 or more  or no clouds.,,,12.0,-18.7,No precipitation,12,,,,
09.02.2020 11:00,-14.3,734.0,762.8,,68,Wind blowing from the east-southeast,3,,7,100%., ,,,-18.7,-13.6,,,2500 or more  or no clouds.,,,8.0,-18.9,No precipitation,6,,,,
09.02.2020 08:00,-15.9,734.0,763.1,-1.1,69,Wind blowing from the south-east,4,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-13.6,,,2500 or more  or no clouds.,,,12.0,-20.3,No precipitation,12,,,,
09.02.2020 05:00,-14.6,735.1,764.2,,71,Wind blowing from the south-southeast,4,,7,, ,,,-25.1,-13.6,,,,,,17.0,-18.7,No precipitation,6,,,,
09.02.2020 02:00,-13.7,737.3,766.3,,73,Wind blowing from the south,5,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-13.7,,,2500 or more  or no clouds.,,,16.0,-17.5,No precipitation,12,,,,
08.02.2020 20:00,-17.8,741.4,771.1,-1.4,71,Wind blowing from the south,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-15.1,,,2500 or more  or no clouds.,,,14.0,-21.9,No precipitation,12,,,,
08.02.2020 17:00,-18.1,742.8,772.6,,65,Wind blowing from the south,3,,5,no clouds, ,,,-25.1,-15.1,,,,,,15.0,-23.2,No precipitation,6,,,,
08.02.2020 14:00,-15.5,743.7,773.5,-1.3,56,Wind blowing from the south-southwest,4,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-14.1,,,,,,18.0,-22.3,No precipitation,12,,,,
08.02.2020 11:00,-18.5,745.0,775.0,,63,Wind blowing from the south-southwest,2,,4,no clouds, ,,,-25.1,-14.1,,,,,,14.0,-23.8,No precipitation,6,,,,
08.02.2020 08:00,-22.2,745.0,775.1,0.3,75,Wind blowing from the north-northeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,,,,,,,8.0,-25.4,No precipitation,12,,,,
08.02.2020 05:00,-22.1,744.7,774.5,,69,Wind blowing from the west,2,,5,, ,,,-26.0,-14.1,,,,,,23.0,-26.2,No precipitation,6,,,,
08.02.2020 02:00,-23.8,744.4,774.2,,71,Wind blowing from the north-northwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-14.1,,,2500 or more  or no clouds.,,,19.0,-27.6,No precipitation,12,,,,
07.02.2020 20:00,-21.2,743.2,773.2,,61,Wind blowing from the north-west,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-14.1,,,2500 or more  or no clouds.,,,20.0,-26.7,No precipitation,12,,,,
07.02.2020 17:00,-17.8,742.0,771.8,,54,Wind blowing from the west,3,,4,100%., ,,,-26.0,-14.1,,,2500 or more  or no clouds.,,,23.0,-24.9,No precipitation,6,,,,
07.02.2020 14:00,-14.6,741.2,770.8,-0.7,47,Wind blowing from the west-southwest,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-14.3,,,2500 or more  or no clouds.,,,24.0,-23.4,No precipitation,12,,,,
07.02.2020 11:00,-17.4,741.9,771.7,,57,Wind blowing from the north-northeast,1,,4,100%., ,,,-26.0,-17.4,,,2500 or more  or no clouds.,,,16.0,-23.9,No precipitation,6,,,,
07.02.2020 08:00,-23.1,741.7,771.7,0.9,74,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-17.5,,,,,,14.0,-26.4,No precipitation,12,,,,
07.02.2020 05:00,-23.7,740.8,770.7,,72,Wind blowing from the north-northwest,2,,4,, ,,,-25.9,-17.5,,,,,,18.0,-27.3,No precipitation,6,,,,
07.02.2020 02:00,-23.7,740.5,770.2,,76,Wind blowing from the south-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-17.5,,,2500 or more  or no clouds.,,,14.0,-26.7,No precipitation,12,,,,
06.02.2020 20:00,-20.9,740.9,771.0,0.2,67,Wind blowing from the west,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-17.5,,,2500 or more  or no clouds.,,,17.0,-25.4,No precipitation,12,,,,
06.02.2020 17:00,-19.4,740.7,770.7,,59,Wind blowing from the south-southwest,3,,7,100%., ,,,-26.0,-17.5,,,2500 or more  or no clouds.,,,27.0,-25.4,No precipitation,6,,,,
06.02.2020 14:00,-18.1,741.5,771.4,-2.6,57,Wind blowing from the south-southwest,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-17.9,,,2500 or more  or no clouds.,,,20.0,-24.5,No precipitation,12,,,,
06.02.2020 11:00,-22.0,744.1,774.3,,64,Wind blowing from the south-southwest,3,,5,100%., ,,,-26.0,-18.7,,,2500 or more  or no clouds.,,,14.0,-27.0,No precipitation,6,,,,
06.02.2020 08:00,-25.6,745.1,775.6,-0.6,70,Wind blowing from the south,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.3,,,,2500 or more  or no clouds.,,,10.0,-29.5,No precipitation,12,,,,
06.02.2020 05:00,-25.9,745.7,776.1,,71,Wind blowing from the south-southwest,4,,5,, ,,,-27.6,-18.7,,,,,,22.0,-29.6,No precipitation,6,,,,
06.02.2020 02:00,-24.8,746.5,776.7,,66,Wind blowing from the south-southwest,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-18.7,,,2500 or more  or no clouds.,,,23.0,-29.3,No precipitation,12,,,,
05.02.2020 20:00,-23.5,747.4,778.0,0.3,62,Wind blowing from the west-southwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-18.7,,,,,,24.0,-28.7,No precipitation,12,,,,
05.02.2020 17:00,-22.1,747.1,777.6,,57,Wind blowing from the west-southwest,3,,7,no clouds, ,,,-27.6,-18.7,,,,,,28.0,-28.3,No precipitation,6,,,,
05.02.2020 14:00,-18.9,746.5,776.8,-0.2,51,Wind blowing from the west-northwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-18.9,,,2500 or more  or no clouds.,,,27.0,-26.5,No precipitation,12,,,,
05.02.2020 11:00,-20.6,746.7,777.1,,56,Wind blowing from the west-northwest,4,,7,no clouds, ,,,-27.6,-20.6,,,,,,30.0,-27.1,No precipitation,6,,,,
05.02.2020 08:00,-26.3,745.9,776.5,0.7,72,Wind blowing from the west-northwest,4,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.1,,,,,,,24.0,-29.8,No precipitation,12,,,,
05.02.2020 05:00,-27.2,745.2,775.7,,72,Wind blowing from the west-northwest,3,,5,, ,,,-28.5,-20.8,,,,,,22.0,-30.7,No precipitation,6,,,,
05.02.2020 02:00,-26.9,744.8,775.1,,74,Wind blowing from the west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.5,-20.8,,,2500 or more  or no clouds.,,,23.0,-30.1,No precipitation,12,,,,
04.02.2020 20:00,-25.3,743.5,774.2,1.0,68,Wind blowing from the north-west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.5,-20.8,,,,,,26.0,-29.5,No precipitation,12,,,,
04.02.2020 17:00,-23.4,742.5,772.9,,65,Wind blowing from the west-northwest,4,,8,no clouds, ,,,-28.5,-20.8,,,,,,22.0,-28.1,No precipitation,6,,,,
04.02.2020 14:00,-20.8,741.1,771.4,0.4,60,Wind blowing from the west-northwest,5,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.5,-18.8,,,,,,30.0,-26.5,No precipitation,12,,,,
