Local time in Kuandian,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.03.2020 14:00,6.8,732.8,756.7,-0.8,32,Wind blowing from the north,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,7.0,,,,,,25.0,-8.7,0.2,12,,,,
10.03.2020 11:00,5.0,733.6,757.6,,50,Wind blowing from the north-northwest,4,,7,40%., ,,,1.3,7.5,,,1000-1500,,,17.0,-4.6,0.1,6,,,,
10.03.2020 08:00,2.6,734.4,758.5,-0.1,80,Wind blowing from the north,3,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,,,,1000-1500,,,9.0,-0.5,0.2,12,,,,
10.03.2020 05:00,1.6,734.5,758.6,,91,Wind blowing from the south-east,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,-1.2,7.5,,,,,,6.0,0.3,0.1,6,,,,
10.03.2020 02:00,2.1,735.9,759.9,,89,Wind blowing from the west,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,7.5,,,2500 or more  or no clouds.,,,9.0,0.5,0.1,12,,,,
09.03.2020 20:00,3.4,737.8,762.1,0.3,82,Wind blowing from the west,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,7.5,,,1000-1500,,,8.0,0.6,0.2,12,,,,
09.03.2020 17:00,4.9,737.5,761.8,,76,Wind blowing from the south-southeast,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,7.5,,,1000-1500,,,12.0,1.0,0.2,6,,,,
09.03.2020 14:00,6.3,737.8,762.1,-1.6,74,Wind blowing from the east-southeast,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,7.5,,,1000-1500,,,11.0,2.0,0.1,12,,,,
09.03.2020 11:00,6.8,739.4,763.6,,64,Wind blowing from the west-northwest,2,,3,90  or more  but not 100%, ,,,-1.4,6.8,,,1000-1500,,,12.0,0.3,No precipitation,6,,,,
09.03.2020 08:00,1.4,739.6,763.9,-0.3,91,Wind blowing from the north-northwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,6.6,,,2500 or more  or no clouds.,,,1.2,0.1,No precipitation,12,,,,
09.03.2020 05:00,-1.2,739.9,764.2,,92,Wind blowing from the west,1,,3,,Mist. ,,,-4.5,6.6,,,,,,3.6,-2.3,No precipitation,6,,,,
09.03.2020 02:00,-0.6,740.4,764.7,,90,Wind blowing from the south-east,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,6.6,,,2500 or more  or no clouds.,,,5.0,-2.0,No precipitation,12,,,,
08.03.2020 20:00,2.5,740.3,764.8,0.8,84,Wind blowing from the south,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,6.6,,,1000-1500,,,2.4,0.1,No precipitation,12,,,,
08.03.2020 17:00,5.9,739.5,763.9,,69,Wind blowing from the west,1,,4,90  or more  but not 100%, ,,,-4.5,6.6,,,2500 or more  or no clouds.,,,9.0,0.5,No precipitation,6,,,,
08.03.2020 14:00,4.9,740.0,764.5,-1.4,77,Wind blowing from the west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,5.1,,,1000-1500,,,11.0,1.2,No precipitation,12,,,,
08.03.2020 11:00,2.8,741.4,766.0,,84,Wind blowing from the east-southeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,4.9,,,1000-1500,,,2.8,0.4,No precipitation,6,,,,
08.03.2020 08:00,-1.5,741.3,766.0,,92,Wind blowing from the south,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,,,,1000-1500,,,1.6,-2.6,No precipitation,12,,,,
08.03.2020 05:00,-4.3,740.9,765.4,,92,Wind blowing from the west-southwest,0,,2,,Mist. ,,,-4.4,4.9,,,,,,2.7,-5.4,No precipitation,6,,,,
08.03.2020 02:00,-3.1,740.8,765.4,,91,Wind blowing from the south-southwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,4.9,,,2500 or more  or no clouds.,,,2.8,-4.4,No precipitation,12,,,,
07.03.2020 20:00,-0.6,740.3,764.8,0.8,83,Wind blowing from the west,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,4.9,,,1000-1500,,,2.1,-3.1,No precipitation,12,,,,
07.03.2020 17:00,4.4,739.5,763.8,,56,Wind blowing from the north-west,2,,4,70 – 80%., ,,,0.2,4.9,,,1000-1500,,,10.0,-3.8,No precipitation,6,,,,
07.03.2020 14:00,3.9,739.8,764.1,-0.8,66,Wind blowing from the north-west,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,4.8,,,1000-1500,,,13.0,-1.9,No precipitation,12,,,,
07.03.2020 11:00,4.5,740.6,764.9,,57,Wind blowing from the west-northwest,1,,2,90  or more  but not 100%, ,,,0.1,4.6,,,1000-1500,,,12.0,-3.3,No precipitation,6,,,,
07.03.2020 08:00,1.0,740.8,765.2,0.4,80,Wind blowing from the south,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,3.9,,,1000-1500,,,5.0,-2.1,No precipitation,12,,,,
07.03.2020 05:00,0.4,740.4,764.8,,81,Wind blowing from the south-east,0,,4,,Mist. ,,,-1.8,3.9,,,,,,6.0,-2.5,No precipitation,6,,,,
07.03.2020 02:00,0.8,740.6,765.0,,75,Wind blowing from the south-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,3.9,,,2500 or more  or no clouds.,,,11.0,-3.1,No precipitation,12,,,,
06.03.2020 20:00,2.0,741.6,766.1,1.3,67,Wind blowing from the south,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,3.9,,,1000-1500,,,12.0,-3.5,No precipitation,12,,,,
06.03.2020 17:00,3.3,740.3,764.8,,61,Wind blowing from the west,2,,5,100%., ,,,-5.2,3.9,,,1000-1500,,,10.0,-3.5,No precipitation,6,,,,
06.03.2020 14:00,2.5,740.6,765.1,-1.8,64,Wind blowing from the north-northeast,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,3.9,,,1000-1500,,,15.0,-3.8,No precipitation,12,,,,
06.03.2020 11:00,0.1,742.4,767.2,,67,Wind blowing from the south,2,,4,100%., ,,,-5.2,3.9,,,1000-1500,,,18.0,-5.3,No precipitation,6,,,,
06.03.2020 08:00,-1.4,742.6,767.3,,75,Wind blowing from the south,0,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,7.0,-5.4,No precipitation,12,,,,
06.03.2020 05:00,-1.8,742.2,766.8,,74,Wind blowing from the south-southeast,1,,6,, ,,,-10.1,3.9,,,,,,17.0,-5.8,No precipitation,6,,,,
06.03.2020 02:00,-2.8,742.9,767.5,,81,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,3.9,,,2500 or more  or no clouds.,,,10.0,-5.6,No precipitation,12,,,,
05.03.2020 20:00,-2.5,742.8,767.8,0.2,62,Wind blowing from the south-southwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,3.9,,,,,,13.0,-8.8,No precipitation,12,,,,
05.03.2020 17:00,1.4,742.6,767.6,,45,Wind blowing from the south-southwest,4,,7,no clouds, ,,,-10.1,3.9,,,,,,26.0,-9.5,No precipitation,6,,,,
05.03.2020 14:00,2.6,743.8,768.7,-2.1,34,Wind blowing from the east-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,2.6,,,,,,30.0,-11.7,No precipitation,12,,,,
05.03.2020 11:00,-0.2,745.9,770.8,,44,Wind blowing from the south-southeast,1,,5,no clouds, ,,,-10.1,0.0,,,,,,30.0,-11.0,No precipitation,6,,,,
05.03.2020 08:00,-6.8,747.1,772.3,0.3,72,Wind blowing from the south-west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,-0.4,,,,,,7.0,-11.0,No precipitation,12,,,,
05.03.2020 05:00,-9.4,746.8,772.0,,82,Wind blowing from the south-southeast,1,,10,, ,,,-9.4,-0.4,,,,,,15.0,-12.0,No precipitation,6,,,,
05.03.2020 02:00,-7.5,746.7,771.8,,73,Wind blowing from the south,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,-0.4,,,2500 or more  or no clouds.,,,17.0,-11.5,No precipitation,12,,,,
04.03.2020 20:00,-4.1,746.0,771.1,1.9,57,Wind blowing from the north-northwest,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,-0.4,,,,,,19.0,-11.4,No precipitation,12,,,,
04.03.2020 17:00,-2.5,744.1,769.0,,50,Wind blowing from the north,5,,12,20–30%., ,,,-3.8,0.4,,,600-1000,,,15.0,-11.5,No precipitation,6,,,,
04.03.2020 14:00,-1.0,742.8,767.5,-0.3,47,Wind blowing from the north-northwest,6,,11,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,,,,600-1000,,,13.0,-10.9,No precipitation,12,,,,
04.03.2020 11:00,-1.8,743.1,767.8,,54,Wind blowing from the north-northwest,4,,10,20–30%., ,,,-3.8,,,,600-1000,,,10.0,-10.1,No precipitation,6,,,,
04.03.2020 08:00,-3.6,742.6,767.5,1.3,64,Wind blowing from the north-northwest,5,,9,no clouds,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,3.8,,,,,,6.0,-9.6,0.4,12,,,,
04.03.2020 05:00,-2.1,741.3,765.9,,74,Wind blowing from the north-west,3,,6,, ,,,,3.8,,,,,,7.0,-6.1,0.4,6,,,,
04.03.2020 02:00,-1.2,740.9,765.4,,82,Wind blowing from the north-west,3,,8,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,3.8,,,2500 or more  or no clouds.,,,6.0,-4.0,0.6,12,,,,
03.03.2020 20:00,-0.8,741.8,766.6,0.0,87,Wind blowing from the east-southeast,1,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,3.8,,,1000-1500,,,6.0,-2.7,0.2,12,,,,
03.03.2020 17:00,0.5,741.8,766.6,,75,Wind blowing from the west-southwest,3,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,3.8,,,1000-1500,,,6.0,-3.4,No precipitation,6,,,,
03.03.2020 14:00,3.6,741.7,766.3,-1.9,48,Wind blowing from the south-southwest,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,3.6,,,1000-1500,,,20.0,-6.4,No precipitation,12,,,,
03.03.2020 11:00,2.2,743.6,768.4,,49,Wind blowing from the south-southeast,1,,2,no clouds, ,,,-6.9,3.4,,,,,,18.0,-7.4,No precipitation,6,,,,
03.03.2020 08:00,-4.2,744.9,769.9,0.2,81,Wind blowing from the south,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,3.4,,,1000-1500,,,4.4,-7.0,No precipitation,12,,,,
03.03.2020 05:00,-6.6,744.7,769.6,,87,Wind blowing from the west-northwest,2,,4,,Mist. ,,,-6.9,3.4,,,,,,5.0,-8.5,No precipitation,6,,,,
03.03.2020 02:00,-6.0,745.5,770.3,,80,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,3.4,,,2500 or more  or no clouds.,,,10.0,-8.9,No precipitation,12,,,,
02.03.2020 20:00,-2.6,745.3,770.3,0.8,72,Wind blowing from the south-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,3.4,,,,,,7.0,-7.1,No precipitation,12,,,,
02.03.2020 17:00,2.3,744.5,769.3,,41,Wind blowing from the north-west,3,,5,no clouds, ,,,-5.5,3.4,,,,,,14.0,-9.6,No precipitation,6,,,,
02.03.2020 14:00,2.7,744.2,768.9,-1.2,41,Wind blowing from the south-southwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,5.5,,,,,,29.0,-9.5,No precipitation,12,,,,
02.03.2020 11:00,1.2,745.4,770.1,,41,Wind blowing from the north-northeast,2,,6,no clouds, ,,,-5.5,5.5,,,,,,21.0,-10.6,No precipitation,6,,,,
02.03.2020 08:00,-2.7,745.6,770.5,,60,Wind blowing from the north,2,,9,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,,,,,,,6.0,-9.4,No precipitation,12,,,,
02.03.2020 05:00,-3.5,744.4,769.0,,62,Wind blowing from the north,2,,9,, ,,,-3.5,5.5,,,,,,17.0,-9.9,No precipitation,6,,,,
02.03.2020 02:00,-2.5,743.5,768.0,,61,Wind blowing from the north,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,5.5,,,2500 or more  or no clouds.,,,19.0,-9.0,Trace of precipitation,12,,,,
01.03.2020 20:00,-0.4,741.4,766.0,1.9,68,Wind blowing from the north,3,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,5.5,,,1000-1500,,,5.0,-5.6,Trace of precipitation,12,,,,
01.03.2020 17:00,3.2,739.5,763.9,,51,Wind blowing from the north,4,,7,100%., ,,,-1.7,5.5,,,1000-1500,,,18.0,-6.2,No precipitation,6,,,,
01.03.2020 14:00,5.1,739.0,763.2,-1.4,47,Wind blowing from the west,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,5.3,,,1000-1500,,,14.0,-5.3,No precipitation,12,,,,
01.03.2020 11:00,3.9,740.4,764.7,,51,Wind blowing from the north-west,2,,3,no clouds, ,,,-1.7,5.0,,,,,,13.0,-5.3,No precipitation,6,,,,
01.03.2020 08:00,-0.2,741.2,765.7,0.2,78,Wind blowing from the west,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,4.4,,,,,,5.0,-3.7,No precipitation,12,,,,
01.03.2020 05:00,-0.3,741.0,765.4,,82,Calm  no wind,0,,,, ,,,-5.1,4.4,,,,,,10.0,-3.0,No precipitation,6,,,,
01.03.2020 02:00,0.1,741.1,765.5,,82,Wind blowing from the south,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,4.4,,,2500 or more  or no clouds.,,,10.0,-2.6,No precipitation,12,,,,
29.02.2020 20:00,2.1,741.4,766.0,0.6,58,Wind blowing from the east-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,4.4,,,1000-1500,,,10.0,-5.3,No precipitation,12,,,,
29.02.2020 17:00,3.2,740.8,765.4,,53,Wind blowing from the west,1,,,100%., ,,,,,,,1000-1500,,,6.0,-5.5,,,,,,
29.02.2020 14:00,3.9,740.8,765.1,-1.2,47,Wind blowing from the west-southwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,4.4,,,2500 or more  or no clouds.,,,18.0,-6.4,No precipitation,12,,,,
29.02.2020 11:00,2.8,742.0,766.5,,60,Wind blowing from the south-southeast,1,,,90  or more  but not 100%, ,,,,,,,1000-1500,,,15.0,-4.2,,,,,,
29.02.2020 08:00,-2.7,742.0,766.8,,87,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,2.0,,,2500 or more  or no clouds.,,,2.7,-4.6,0.2,12,,,,
29.02.2020 05:00,-4.2,740.9,765.7,,89,Wind blowing from the east,1,,2,,Mist. ,,,-4.2,2.0,,,,,,5.0,-5.7,0.1,6,,,,
29.02.2020 02:00,-0.6,741.2,765.7,,92,Wind blowing from the west-northwest,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.0,,,2500 or more  or no clouds.,,,7.0,-1.7,2.0,12,,,,
28.02.2020 20:00,-0.4,741.3,766.0,0.8,92,Wind blowing from the east-southeast,1,,7,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-5.3,2.0,,,1000-1500,,,5.0,-1.5,2.0,12,,,,
28.02.2020 17:00,-0.4,740.5,765.2,,91,Wind blowing from the south,2,,7,100%.,Rain or drizzle and snow  slight. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-5.3,3.1,,,1000-1500,,,2.7,-1.7,0.7,6,,,,
28.02.2020 14:00,0.5,741.4,766.1,-0.8,74,Wind blowing from the west-southwest,1,,7,100%.,Rain or drizzle and snow  slight. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,5.7,,,1000-1500,,,15.0,-3.6,Trace of precipitation,12,,,,
28.02.2020 11:00,1.3,742.2,766.9,,59,Wind blowing from the west-southwest,3,,6,100%., ,,,-5.3,5.7,,,1000-1500,,,28.0,-6.0,No precipitation,6,,,,
28.02.2020 08:00,-2.1,742.9,767.7,,73,Wind blowing from the east-southeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,,,,1000-1500,,,4.0,-6.3,No precipitation,12,,,,
28.02.2020 05:00,-3.4,742.6,767.2,,76,Wind blowing from the south-southwest,0,,2,, ,,,-9.3,5.7,,,,,,16.0,-7.0,No precipitation,6,,,,
28.02.2020 02:00,-5.1,744.0,768.7,,80,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,5.7,,,2500 or more  or no clouds.,,,9.0,-8.0,No precipitation,12,,,,
27.02.2020 20:00,-2.8,746.2,771.1,-0.3,64,Wind blowing from the north-west,1,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,5.7,,,2500 or more  or no clouds.,,,3.6,-8.7,No precipitation,12,,,,
27.02.2020 17:00,3.1,746.5,771.4,,26,Wind blowing from the south-east,2,,,90  or more  but not 100%, ,,,-9.3,5.7,,,2500 or more  or no clouds.,,,30.0,-14.6,No precipitation,6,,,,
27.02.2020 14:00,3.7,747.6,772.5,-2.0,20,Wind blowing from the south-southeast,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,5.1,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,12,,,,
27.02.2020 11:00,0.8,749.6,774.5,,34,Wind blowing from the east-southeast,4,,7,40%., ,,,-9.3,5.3,,,2500 or more  or no clouds.,,,30.0,-13.6,No precipitation,6,,,,
27.02.2020 08:00,-1.5,750.1,775.1,0.1,43,Wind blowing from the south-southeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,5.3,,,,,,11.0,-12.7,No precipitation,12,,,,
27.02.2020 05:00,-8.1,750.0,775.0,,68,Wind blowing from the west-northwest,1,,8,, ,,,-8.3,5.3,,,,,,17.0,-13.1,No precipitation,6,,,,
27.02.2020 02:00,-5.8,749.9,774.8,,67,Wind blowing from the south-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,5.3,,,2500 or more  or no clouds.,,,21.0,-11.1,No precipitation,12,,,,
26.02.2020 20:00,-0.4,748.5,773.5,1.7,35,Wind blowing from the south-west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,5.3,,,,,,13.0,-14.3,No precipitation,12,,,,
26.02.2020 17:00,3.0,746.8,771.7,,28,Wind blowing from the north-northeast,4,,8,no clouds, ,,,-6.3,5.3,,,,,,30.0,-13.7,No precipitation,6,,,,
26.02.2020 14:00,5.0,746.0,770.6,-0.3,28,Wind blowing from the north,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,6.4,,,,,,30.0,-12.0,No precipitation,12,,,,
26.02.2020 11:00,3.9,746.3,770.8,,33,Wind blowing from the east-northeast,2,,5,no clouds, ,,,-6.3,7.7,,,,,,30.0,-10.9,No precipitation,6,,,,
26.02.2020 08:00,-2.8,745.9,770.6,1.3,78,Wind blowing from the south-southwest,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,7.7,,,,,,4.2,-6.1,No precipitation,12,,,,
26.02.2020 05:00,-5.7,744.6,769.3,,84,Wind blowing from the south-east,1,,3,, ,,,-5.7,7.7,,,,,,14.0,-8.0,No precipitation,6,,,,
26.02.2020 02:00,-3.2,744.0,768.5,,82,Wind blowing from the east-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,7.7,,,2500 or more  or no clouds.,,,11.0,-5.8,No precipitation,12,,,,
25.02.2020 20:00,3.5,742.3,766.7,,48,Wind blowing from the north,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,7.7,,,2500 or more  or no clouds.,,,23.0,-6.5,No precipitation,12,,,,
25.02.2020 14:00,5.9,740.9,765.3,-0.9,30,Wind blowing from the east-southeast,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,7.7,,,2500 or more  or no clouds.,,,30.0,-10.3,No precipitation,12,,,,
25.02.2020 11:00,5.4,741.8,766.2,,35,Wind blowing from the east-southeast,4,,7,90  or more  but not 100%, ,,,-2.0,7.7,,,2500 or more  or no clouds.,,,30.0,-8.8,No precipitation,6,,,,
25.02.2020 08:00,1.7,742.2,766.6,0.9,53,Wind blowing from the north-northwest,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,,,,2500 or more  or no clouds.,,,6.0,-6.9,No precipitation,12,,,,
25.02.2020 05:00,-0.5,741.3,765.7,,77,Wind blowing from the west,2,,3,, ,,,-2.0,7.7,,,,,,10.0,-4.0,No precipitation,6,,,,
25.02.2020 02:00,-1.6,742.2,766.6,,92,Wind blowing from the west-northwest,0,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,7.7,,,2500 or more  or no clouds.,,,1.4,-2.7,No precipitation,12,,,,
24.02.2020 20:00,0.7,743.2,767.7,0.6,85,Wind blowing from the south-east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,7.7,,,1000-1500,,,1.7,-1.5,No precipitation,12,,,,
24.02.2020 17:00,4.9,742.6,766.9,,65,Wind blowing from the south,1,,2,100%., ,,,0.4,7.7,,,1000-1500,,,5.0,-1.3,No precipitation,6,,,,
24.02.2020 14:00,6.4,743.2,767.5,-0.9,57,Wind blowing from the west-northwest,1,,2,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,7.7,,,1000-1500,,,11.0,-1.5,No precipitation,12,,,,
24.02.2020 11:00,5.1,744.1,768.4,,67,Calm  no wind,0,,,100%., ,,,,,,,1000-1500,,,8.0,-0.5,,,,,,
