Local time in Jingdezhen,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 05:00,0.9,769.0,775.0,,85,Wind blowing from the east,2,,,, ,,,-0.5,13.1,,,,,,28.0,-1.3,No precipitation,6,,,,
18.02.2020 02:00,2.3,769.6,775.5,0.0,75,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,13.1,,,2500 or more  or no clouds.,,,27.0,-1.7,No precipitation,12,,,,
17.02.2020 23:00,3.6,769.6,775.6,,71,Wind blowing from the east,1,,,, ,,,-0.5,13.1,,,,,,25.0,-1.2,No precipitation,6,,,,
17.02.2020 20:00,6.5,768.7,774.7,,53,Wind blowing from the south-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,13.1,,,,,,22.0,-2.6,No precipitation,12,,,,
17.02.2020 17:00,12.1,768.1,774.1,,26,Wind blowing from the west,2,,5,, ,,,-0.5,13.1,,,,,,18.0,-6.8,No precipitation,6,,,,
17.02.2020 14:00,11.4,768.4,774.4,-2.7,33,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,12.2,,,,,,18.0,-4.3,No precipitation,12,,,,
17.02.2020 11:00,8.5,771.1,777.1,,43,Wind blowing from the west-northwest,2,,4,, ,,,-0.5,9.4,,,,,,17.0,-3.4,No precipitation,6,,,,
17.02.2020 08:00,1.5,770.8,776.8,,88,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,9.4,,,2500 or more  or no clouds.,,,17.0,-0.3,No precipitation,12,,,,
17.02.2020 05:00,0.2,769.5,775.5,,90,Wind blowing from the east,1,,6,, ,,,0.1,9.4,,,,,,19.0,-1.2,No precipitation,6,,,,
17.02.2020 02:00,1.0,769.2,775.2,0.5,81,Wind blowing from the east-northeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,9.4,,,2500 or more  or no clouds.,,,21.0,-1.9,No precipitation,12,,,,
16.02.2020 23:00,2.1,768.7,774.7,,78,Calm  no wind,0,,,, ,,,1.3,9.4,,,,,,21.0,-1.3,No precipitation,6,,,,
16.02.2020 20:00,4.4,767.8,773.8,1.8,59,Wind blowing from the west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,9.4,,,,,,23.0,-2.9,No precipitation,12,,,,
16.02.2020 17:00,8.0,766.0,771.9,,43,Wind blowing from the west-northwest,4,,8,, ,,,1.3,9.4,,,,,,19.0,-3.8,No precipitation,6,,,,
16.02.2020 14:00,8.8,766.6,772.5,-2.3,36,Wind blowing from the west,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,9.1,,,2500 or more  or no clouds.,,,19.0,-5.4,No precipitation,12,,,,
16.02.2020 11:00,5.1,768.9,774.9,,41,Wind blowing from the north,1,,7,50%., ,,,1.3,,,,2500 or more  or no clouds.,,,21.0,-7.1,No precipitation,6,,,,
16.02.2020 08:00,2.1,768.9,774.9,1.4,68,Wind blowing from the north,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,1.3,,,,2500 or more  or no clouds.,,,29.0,-3.2,3.0,12,,,,
16.02.2020 05:00,1.6,767.5,773.5,,78,Wind blowing from the north,1,,9,, ,,,1.4,,,,,,,30.0,-1.8,No precipitation,6,,,,
16.02.2020 02:00,1.5,767.1,773.0,0.8,86,Wind blowing from the north,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,14.6,,,2500 or more  or no clouds.,,,28.0,-0.6,20.0,12,,,,
15.02.2020 23:00,2.4,766.3,772.3,,95,Wind blowing from the north-northwest,2,,12,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.4,15.0,,,,,,8.0,1.7,13.0,6,,,,
15.02.2020 20:00,3.2,764.0,769.9,4.1,94,Wind blowing from the north,3,,12,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,3.2,15.9,,,100-200,,,5.0,2.3,22.0,12,,,,
15.02.2020 17:00,4.7,759.9,765.7,,95,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,4.7,19.2,,,100-200,,,6.0,4.0,12.0,6,,,,
15.02.2020 14:00,7.4,758.0,763.8,-0.8,94,Wind blowing from the north,4,,10,100%.,Rain  not freezing  continuous  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,20.0,,,100-200,,,10.0,6.5,5.0,12,,,,
15.02.2020 11:00,11.2,758.8,764.5,,78,Wind blowing from the north,3,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,20.0,,,600-1000,,,21.0,7.5,No precipitation,6,,,,
15.02.2020 08:00,14.5,757.6,763.3,0.8,95,Wind blowing from the north,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,,,,1000-1500,,,14.0,13.7,Trace of precipitation,12,,,,
15.02.2020 05:00,14.3,756.8,762.4,,98,Wind blowing from the east-northeast,1,,,, ,,,11.4,20.0,,,,,,16.0,14.0,No precipitation,6,,,,
15.02.2020 02:00,14.5,757.2,762.8,-0.1,97,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,20.0,,,2500 or more  or no clouds.,,,14.0,14.0,No precipitation,12,,,,
14.02.2020 23:00,15.0,757.3,763.0,,95,Wind blowing from the north-northeast,1,,4,, ,,,11.4,20.0,,,,,,16.0,14.2,No precipitation,6,,,,
14.02.2020 20:00,15.9,756.4,762.1,1.8,93,Wind blowing from the north-east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,20.0,,,1000-1500,,,16.0,14.8,Trace of precipitation,12,,,,
14.02.2020 17:00,19.2,754.6,760.3,,78,Wind blowing from the north,1,,4,70 – 80%., ,,,11.4,20.0,,,1000-1500,,,17.0,15.3,No precipitation,6,,,,
14.02.2020 14:00,17.3,753.8,759.4,-1.3,86,Wind blowing from the north-northeast,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,18.5,,,1000-1500,,,17.0,14.9,Trace of precipitation,12,,,,
14.02.2020 11:00,15.5,755.1,760.8,,92,Wind blowing from the north-northeast,1,,4,, ,,,11.4,18.5,,,,,,17.0,14.2,No precipitation,6,,,,
14.02.2020 08:00,11.9,755.3,761.0,1.2,99,Wind blowing from the east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,18.5,,,2500 or more  or no clouds.,,,2.6,11.7,No precipitation,12,,,,
14.02.2020 05:00,11.8,754.1,759.7,,99,Wind blowing from the east,1,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,10.8,18.5,,,,,,0.5,11.6,No precipitation,6,,,,
14.02.2020 02:00,12.5,754.9,760.6,,99,Wind blowing from the north-east,1,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,18.5,,,2500 or more  or no clouds.,,,0.6,12.3,No precipitation,12,,,,
13.02.2020 23:00,12.7,755.4,761.1,,98,Wind blowing from the north,1,,3,,Mist. ,,,10.2,18.5,,,,,,3.0,12.4,No precipitation,6,,,,
13.02.2020 20:00,14.7,755.2,760.9,0.5,95,Wind blowing from the east-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,18.5,,,1000-1500,,,13.0,13.9,0.7,12,,,,
13.02.2020 17:00,18.0,754.7,760.3,,82,Wind blowing from the north-northwest,1,,5,, ,,,10.2,18.5,,,,,,16.0,14.9,No precipitation,6,,,,
13.02.2020 14:00,16.1,754.9,760.6,,88,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,16.1,,,2500 or more  or no clouds.,,,17.0,14.1,1.0,12,,,,
13.02.2020 11:00,13.3,757.0,762.7,,97,Wind blowing from the north-northeast,1,,5,, ,,,10.2,14.2,,,,,,14.0,12.8,1.0,6,,,,
13.02.2020 08:00,11.1,757.1,762.8,0.7,99,Wind blowing from the north-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,10.2,14.2,,,600-1000,,,6.0,10.9,0.7,12,,,,
13.02.2020 05:00,10.7,756.4,762.1,,99,Wind blowing from the north-northeast,1,,4,,Mist. ,,,10.2,14.2,,,,,,3.5,10.5,No precipitation,6,,,,
13.02.2020 02:00,10.4,757.6,763.3,-0.7,99,Wind blowing from the east-northeast,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,14.2,,,2500 or more  or no clouds.,,,3.1,10.2,No precipitation,12,,,,
12.02.2020 23:00,10.6,758.3,764.1,,98,Wind blowing from the north-east,0,,2,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,10.0,14.2,,,,,,0.4,10.3,No precipitation,6,,,,
12.02.2020 20:00,12.4,758.3,764.1,,96,Wind blowing from the east,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,14.2,,,2500 or more  or no clouds.,,,7.0,11.8,No precipitation,12,,,,
12.02.2020 17:00,14.1,758.2,763.9,,91,Calm  no wind,0,,,100%., ,,,10.0,14.2,,,1000-1500,,,8.0,12.7,No precipitation,6,,,,
12.02.2020 14:00,14.1,758.4,764.1,-1.3,88,Wind blowing from the east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,14.2,,,1000-1500,,,12.0,12.1,1.0,12,,,,
12.02.2020 11:00,12.1,759.7,765.5,,97,Wind blowing from the west-southwest,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,12.1,,,600-1000,,,6.0,11.6,No precipitation,6,,,,
12.02.2020 08:00,10.6,759.3,765.1,0.7,99,Wind blowing from the north,0,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.6,,,1000-1500,,,4.6,10.4,7.0,12,,,,
12.02.2020 05:00,10.2,758.6,764.4,,99,Wind blowing from the east,0,,3,,Rain (not freezing) not falling as shower(s). ,,,,10.4,,,,,,3.6,10.0,4.0,6,,,,
12.02.2020 02:00,10.0,758.7,764.5,,99,Wind blowing from the north-northwest,1,,3,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.4,,,,,,4.2,9.9,6.0,6,,,,
11.02.2020 23:00,10.1,759.2,765.0,,98,Wind blowing from the north-northeast,0,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,,10.4,,,,,,3.6,9.8,8.0,6,,,,
11.02.2020 20:00,10.3,759.1,764.9,0.3,98,Wind blowing from the north-east,0,,,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,10.4,,,2500 or more  or no clouds.,,,3.8,10.0,7.0,12,,,,
11.02.2020 17:00,10.3,758.8,764.6,,98,Wind blowing from the north-northeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,10.4,,,300-600,,,3.1,10.0,2.0,6,,,,
11.02.2020 14:00,10.2,759.5,765.3,-1.8,97,Wind blowing from the north-northeast,0,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,10.2,,,1000-1500,,,8.0,9.7,12.0,12,,,,
11.02.2020 11:00,10.0,761.3,767.2,,98,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,10.6,,,300-600,,,3.0,9.7,6.0,6,,,,
11.02.2020 08:00,8.9,760.9,766.7,0.1,98,Wind blowing from the north-northeast,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,4.1,8.6,21.0,12,,,,
11.02.2020 05:00,8.5,760.8,766.6,,98,Wind blowing from the east,1,,4,,Rain  not freezing  intermittent  moderate at time of observation. ,,,,,,,,,,4.6,8.2,11.0,6,,,,
11.02.2020 02:00,8.3,760.9,766.7,-1.1,98,Wind blowing from the east-northeast,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.6,,,2500 or more  or no clouds.,,,5.0,8.0,9.0,12,,,,
10.02.2020 23:00,8.4,762.0,767.8,,97,Wind blowing from the east-northeast,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,,10.6,,,,,,5.0,8.0,4.0,6,,,,
10.02.2020 20:00,8.5,762.7,768.5,1.1,94,Wind blowing from the west-northwest,0,,3,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,10.6,,,2500 or more  or no clouds.,,,7.0,7.6,0.6,12,,,,
10.02.2020 17:00,9.0,761.6,767.5,,85,Wind blowing from the east-northeast,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,15.5,,,,,,13.0,6.6,No precipitation,6,,,,
10.02.2020 14:00,9.9,762.1,768.0,-2.0,80,Wind blowing from the north-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,16.2,,,2500 or more  or no clouds.,,,15.0,6.6,No precipitation,12,,,,
10.02.2020 11:00,9.5,764.1,769.9,,76,Calm  no wind,0,,,, ,,,5.2,,,,,,,15.0,5.5,No precipitation,6,,,,
10.02.2020 08:00,6.5,764.7,770.5,1.4,85,Wind blowing from the east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,16.2,,,2500 or more  or no clouds.,,,16.0,4.2,No precipitation,12,,,,
10.02.2020 05:00,5.8,763.3,769.1,,88,Wind blowing from the east-northeast,1,,5,, ,,,4.5,16.2,,,,,,15.0,4.0,No precipitation,6,,,,
10.02.2020 02:00,5.4,764.8,770.6,-0.6,91,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,16.2,,,2500 or more  or no clouds.,,,15.0,4.1,No precipitation,12,,,,
09.02.2020 23:00,7.1,765.4,771.3,,82,Wind blowing from the east,0,,,, ,,,4.5,16.2,,,,,,16.0,4.2,No precipitation,6,,,,
09.02.2020 20:00,9.9,765.2,771.1,0.2,67,Wind blowing from the west-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,16.2,,,,,,16.0,4.1,No precipitation,12,,,,
09.02.2020 17:00,15.4,765.0,770.8,,37,Wind blowing from the west,1,,3,no clouds, ,,,4.5,16.2,,,,,,17.0,0.8,No precipitation,6,,,,
09.02.2020 14:00,15.2,766.0,771.7,-2.7,44,Wind blowing from the south-southeast,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,15.4,,,600-1000,,,17.0,3.0,No precipitation,12,,,,
09.02.2020 11:00,12.1,768.7,774.6,,61,Wind blowing from the north-east,1,,,, ,,,4.5,12.8,,,,,,16.0,4.8,No precipitation,6,,,,
09.02.2020 08:00,6.2,769.0,775.0,,87,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,12.8,,,2500 or more  or no clouds.,,,17.0,4.2,No precipitation,12,,,,
09.02.2020 05:00,5.3,768.3,774.2,,88,Wind blowing from the east-northeast,1,,3,, ,,,5.3,12.8,,,,,,19.0,3.5,No precipitation,6,,,,
09.02.2020 02:00,7.2,768.4,774.2,-0.3,80,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,12.8,,,2500 or more  or no clouds.,,,22.0,4.0,No precipitation,12,,,,
08.02.2020 23:00,8.2,768.7,774.6,,74,Wind blowing from the north,0,,4,, ,,,6.4,12.8,,,,,,23.0,3.8,No precipitation,6,,,,
08.02.2020 20:00,9.4,767.9,773.8,,71,Wind blowing from the north-northeast,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,12.8,,,2500 or more  or no clouds.,,,22.0,4.4,No precipitation,12,,,,
08.02.2020 17:00,11.1,767.0,772.9,,65,Wind blowing from the east-northeast,1,,,, ,,,6.4,12.8,,,,,,21.0,4.6,No precipitation,6,,,,
08.02.2020 14:00,12.7,766.9,772.8,-1.6,62,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,12.7,,,2500 or more  or no clouds.,,,17.0,5.6,No precipitation,12,,,,
08.02.2020 11:00,10.0,768.5,774.4,,74,Wind blowing from the north-east,1,,,, ,,,6.4,10.5,,,,,,19.0,5.6,No precipitation,6,,,,
08.02.2020 08:00,6.9,767.8,773.8,1.2,88,Wind blowing from the north,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,10.5,,,2500 or more  or no clouds.,,,16.0,5.1,No precipitation,12,,,,
08.02.2020 05:00,6.4,766.6,772.4,,90,Wind blowing from the north-west,1,,3,, ,,,6.2,10.5,,,,,,15.0,4.9,No precipitation,6,,,,
08.02.2020 02:00,6.9,767.5,773.4,0.3,88,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,10.5,,,2500 or more  or no clouds.,,,17.0,5.1,No precipitation,12,,,,
07.02.2020 23:00,7.5,767.2,773.0,,84,Wind blowing from the west-northwest,1,,5,, ,,,6.2,10.5,,,,,,19.0,5.0,No precipitation,6,,,,
07.02.2020 20:00,8.3,766.3,772.2,,79,Wind blowing from the north,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,10.5,,,1000-1500,,,19.0,4.9,No precipitation,12,,,,
07.02.2020 17:00,9.1,765.6,771.4,,76,Wind blowing from the west-southwest,1,,5,, ,,,6.2,10.5,,,,,,20.0,5.1,No precipitation,6,,,,
07.02.2020 14:00,9.1,765.4,771.2,-1.1,82,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,10.5,,,2500 or more  or no clouds.,,,22.0,6.2,No precipitation,12,,,,
07.02.2020 11:00,8.5,766.5,772.4,,81,Wind blowing from the east,1,,4,, ,,,6.2,8.5,,,,,,21.0,5.4,No precipitation,6,,,,
07.02.2020 08:00,6.6,766.0,772.0,1.6,92,Wind blowing from the west,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,,,,600-1000,,,25.0,5.4,Trace of precipitation,12,,,,
07.02.2020 05:00,6.3,764.4,770.3,,96,Wind blowing from the north-northeast,1,,4,, ,,,6.2,,,,,,,18.0,5.7,No precipitation,6,,,,
07.02.2020 02:00,6.4,764.3,770.2,0.3,97,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,,,,2500 or more  or no clouds.,,,18.0,6.0,7.0,12,,,,
06.02.2020 23:00,6.7,764.0,769.9,,97,Wind blowing from the north-east,1,,8,, ,,,6.6,,,,,,,13.0,6.3,2.0,6,,,,
06.02.2020 20:00,6.8,763.0,768.9,1.6,97,Wind blowing from the north-east,1,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,,,,2500 or more  or no clouds.,,,15.0,6.4,23.0,12,,,,
06.02.2020 17:00,7.4,761.4,767.2,,96,Wind blowing from the north-northeast,2,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.8,,,,100-200,,,4.2,6.8,13.0,6,,,,
06.02.2020 14:00,7.5,760.9,766.6,-2.3,94,Wind blowing from the east-northeast,2,,10,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,6.8,18.0,,,100-200,,,4.3,6.6,18.0,12,,,,
06.02.2020 11:00,7.5,763.2,769.0,,96,Wind blowing from the north-east,1,,10,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,6.8,18.0,,,100-200,,,2.2,6.9,11.0,6,,,,
06.02.2020 08:00,7.4,762.7,768.6,2.2,90,Wind blowing from the north-northeast,2,,10,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,18.0,,,2500 or more  or no clouds.,,,5.0,5.9,2.0,12,,,,
06.02.2020 05:00,10.7,760.5,766.2,,54,Wind blowing from the east,5,,10,, ,,,4.7,18.0,,,,,,17.0,1.8,No precipitation,6,,,,
06.02.2020 02:00,11.2,762.0,767.7,-1.0,53,Wind blowing from the east,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,18.0,,,2500 or more  or no clouds.,,,17.0,2.0,No precipitation,12,,,,
05.02.2020 23:00,11.7,763.0,768.7,,52,Wind blowing from the east,3,,7,, ,,,4.7,18.0,,,,,,18.0,2.2,No precipitation,6,,,,
05.02.2020 20:00,11.8,762.8,768.7,0.6,56,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,18.0,,,,,,17.0,3.1,No precipitation,12,,,,
05.02.2020 17:00,16.4,762.2,768.0,,35,Wind blowing from the east-southeast,1,,5,no clouds, ,,,4.7,18.0,,,,,,16.0,0.9,No precipitation,6,,,,
05.02.2020 14:00,17.2,762.5,768.3,,35,Wind blowing from the north-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,17.4,,,,,,14.0,1.6,No precipitation,12,,,,
05.02.2020 11:00,13.2,764.7,770.5,,62,Wind blowing from the east-northeast,2,,,no clouds, ,,,4.7,16.7,,,,,,12.0,6.1,No precipitation,6,,,,
05.02.2020 08:00,5.6,764.6,770.5,0.9,96,Wind blowing from the north-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,16.7,,,,,,12.0,5.0,No precipitation,12,,,,
05.02.2020 05:00,5.4,763.7,769.6,,95,Wind blowing from the east,1,,3,, ,,,5.4,16.7,,,,,,13.0,4.7,No precipitation,6,,,,
05.02.2020 02:00,6.7,763.9,769.7,0.0,94,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,16.7,,,2500 or more  or no clouds.,,,12.0,5.8,No precipitation,12,,,,
04.02.2020 23:00,8.3,763.9,769.6,,86,Calm  no wind,0,,,, ,,,6.7,16.7,,,,,,16.0,6.1,No precipitation,6,,,,
04.02.2020 20:00,11.4,763.1,769.0,1.6,71,Wind blowing from the west,1,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,16.7,,,2500 or more  or no clouds.,,,15.0,6.3,No precipitation,12,,,,
04.02.2020 17:00,14.4,761.5,767.2,,54,Wind blowing from the south,1,,4,90  or more  but not 100%, ,,,6.7,16.7,,,,,,17.0,5.2,No precipitation,6,,,,
04.02.2020 14:00,15.5,761.4,767.2,-2.3,47,Wind blowing from the south-east,2,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,15.8,,,2500 or more  or no clouds.,,,16.0,4.2,No precipitation,12,,,,
04.02.2020 11:00,13.6,763.7,769.5,,58,Wind blowing from the north-northeast,1,,3,50%., ,,,6.7,13.6,,,2500 or more  or no clouds.,,,15.0,5.5,No precipitation,6,,,,
04.02.2020 08:00,7.2,763.6,769.4,0.9,91,Wind blowing from the north,0,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,13.2,,,2500 or more  or no clouds.,,,17.0,5.8,No precipitation,12,,,,
