Local time in Zhaotong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 05:00,-0.1,606.4,768.8,,83,Wind blowing from the south-west,1,,6,, ,,,-1.6,7.1,,,,,,22.0,-2.6,No precipitation,6,,,,
19.02.2020 02:00,-0.4,606.7,769.9,,82,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,7.1,,,2500 or more  or no clouds.,,,22.0,-3.1,No precipitation,12,,,,
18.02.2020 20:00,0.2,604.5,768.7,1.5,85,Wind blowing from the north,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,7.1,,,300-600,,,12.0,-2.0,0.1,12,,,,
18.02.2020 17:00,5.8,603.0,765.1,,68,Wind blowing from the north,2,,6,20–30%., ,,,-1.8,7.1,,,1000-1500,,,13.0,0.2,No precipitation,6,,,,
18.02.2020 14:00,4.3,604.9,768.0,-2.4,78,Wind blowing from the north,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,4.3,,,300-600,,,8.0,0.8,0.4,12,,,,
18.02.2020 11:00,0.6,607.3,772.1,,88,Wind blowing from the north-northeast,0,,3,100%., ,,,-1.8,0.6,,,300-600,,,8.0,-1.2,0.1,6,,,,
18.02.2020 08:00,-1.3,607.0,772.0,-0.5,93,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,-0.1,,,2500 or more  or no clouds.,,,8.0,-2.3,0.6,12,,,,
18.02.2020 05:00,-1.5,607.5,772.7,,95,Wind blowing from the north,1,,3,,Mist. ,,,-1.8,-0.1,,,,,,5.0,-2.2,0.5,6,,,,
18.02.2020 02:00,-1.7,609.4,775.2,,93,Wind blowing from the north,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,-0.1,,,2500 or more  or no clouds.,,,5.0,-2.7,0.3,12,,,,
17.02.2020 20:00,-0.4,608.8,774.3,0.4,75,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,,,,2500 or more  or no clouds.,,,18.0,-4.3,Trace of precipitation,12,,,,
17.02.2020 17:00,-0.2,608.4,773.9,,70,Wind blowing from the north-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,,,,300-600,,,17.0,-5.0,Trace of precipitation,6,,,,
17.02.2020 14:00,-0.3,609.8,775.5,-1.7,71,Wind blowing from the north-northwest,1,,6,100%.,Rain and snow or ice pellets not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,,,,300-600,,,12.0,-4.9,Trace of precipitation,12,,,,
17.02.2020 11:00,-0.6,611.5,777.5,,76,Wind blowing from the south,1,,,100%.,Rain or drizzle and snow  slight. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,,,,300-600,,,10.0,-4.3,Trace of precipitation,6,,,,
17.02.2020 08:00,-1.2,610.7,775.6,0.7,71,Wind blowing from the north-east,0,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,5.5,,,300-600,,,30.0,-5.8,No precipitation,12,,,,
17.02.2020 05:00,-1.7,610.0,774.1,,77,Wind blowing from the north,2,,10,, ,,,-3.9,5.5,,,,,,27.0,-5.2,No precipitation,6,,,,
17.02.2020 02:00,-1.0,610.1,774.6,,72,Wind blowing from the north,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,5.5,,,2500 or more  or no clouds.,,,27.0,-5.4,No precipitation,12,,,,
16.02.2020 20:00,3.1,606.3,770.7,0.8,68,Wind blowing from the north-northeast,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,5.5,,,300-600,,,27.0,-2.4,No precipitation,12,,,,
16.02.2020 17:00,5.5,605.5,769.0,,52,Wind blowing from the south-southeast,1,,4,90  or more  but not 100%, ,,,-3.9,5.5,,,,,,30.0,-3.6,No precipitation,6,,,,
16.02.2020 14:00,3.5,607.0,771.6,-2.7,57,Wind blowing from the south-southeast,1,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,3.5,,,1000-1500,,,30.0,-4.4,0.1,12,,,,
16.02.2020 11:00,-1.4,609.7,776.2,,70,Wind blowing from the south,1,,,90  or more  but not 100%, ,,,-3.9,1.7,,,,,,24.0,-6.2,No precipitation,6,,,,
16.02.2020 08:00,-3.3,609.7,776.5,0.3,79,Calm  no wind,0,,,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,,,,300-600,,,30.0,-6.4,1.0,12,,,,
16.02.2020 05:00,-3.8,609.4,776.0,,78,Wind blowing from the east,1,,9,,Rain and snow or ice pellets not falling as shower(s). ,,,-3.8,4.5,,,,,,30.0,-7.1,0.9,6,,,,
16.02.2020 02:00,-3.7,610.0,776.6,,82,Wind blowing from the north,2,,9,,Intermittent fall of snowflakes  heavy at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,5.8,,,2500 or more  or no clouds.,,,2.8,-6.3,1.0,12,,,,
15.02.2020 20:00,-1.5,607.6,771.7,1.5,83,Wind blowing from the north,3,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,7.7,,,300-600,,,5.0,-4.0,0.2,12,,,,
15.02.2020 17:00,-0.7,606.1,769.1,,78,Wind blowing from the north-northeast,3,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,,,,300-600,,,16.0,-4.1,No precipitation,6,,,,
15.02.2020 14:00,0.0,606.2,768.7,-0.4,78,Wind blowing from the north,4,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,,,,300-600,,,28.0,-3.5,0.1,12,,,,
15.02.2020 11:00,1.6,606.6,768.0,,77,Wind blowing from the north-northeast,3,,10,100%., ,,,1.5,,,,300-600,,,30.0,-2.0,No precipitation,6,,,,
15.02.2020 08:00,3.0,604.4,764.8,1.4,83,Wind blowing from the north,4,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,,,,300-600,,,30.0,0.4,0.1,12,,,,
15.02.2020 05:00,4.5,603.0,760.6,,87,Wind blowing from the north,3,,10,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.6,19.0,,,,,,10.0,2.5,0.1,6,,,,
15.02.2020 02:00,5.5,603.0,759.1,,84,Wind blowing from the north-northeast,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,19.0,,,2500 or more  or no clouds.,,,30.0,3.0,No precipitation,12,,,,
14.02.2020 20:00,7.7,600.4,759.8,3.1,83,Wind blowing from the north,2,,10,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,19.0,,,1000-1500,,,6.0,5.0,No precipitation,12,,,,
14.02.2020 17:00,13.8,597.3,753.4,,54,Wind blowing from the north-northeast,4,,8,, ,,,2.6,20.5,,,,,,11.0,4.7,No precipitation,6,,,,
14.02.2020 14:00,17.7,597.7,752.5,-2.2,29,Wind blowing from the south-southwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,20.9,,,1000-1500,,,30.0,-0.5,No precipitation,12,,,,
14.02.2020 11:00,13.3,599.9,755.0,,41,Wind blowing from the south-east,1,,3,20–30%., ,,,2.6,20.9,,Sky obscured by fog and/or other meteorological phenomena.,1000-1500,,,17.0,0.3,No precipitation,6,,,,
14.02.2020 08:00,2.7,599.3,755.8,0.6,75,Wind blowing from the west-northwest,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,20.9,,,1000-1500,,,16.0,-1.3,No precipitation,12,,,,
14.02.2020 05:00,4.6,598.7,753.1,,69,Wind blowing from the west-northwest,1,,6,, ,,,0.7,20.9,,,,,,20.0,-0.6,No precipitation,6,,,,
14.02.2020 02:00,5.4,600.0,755.2,,71,Wind blowing from the north,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,20.9,,,2500 or more  or no clouds.,,,17.0,0.6,No precipitation,12,,,,
13.02.2020 20:00,15.8,599.1,756.2,1.4,26,Wind blowing from the west-southwest,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,20.9,,,1000-1500,,,30.0,-3.7,No precipitation,12,,,,
13.02.2020 17:00,20.5,597.7,752.6,,19,Wind blowing from the south,3,,6,no clouds, ,,,0.7,20.9,,,,,,30.0,-3.9,No precipitation,6,,,,
13.02.2020 14:00,18.2,599.4,754.9,-2.5,26,Wind blowing from the south,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,20.1,,,2500 or more  or no clouds.,,,30.0,-1.6,No precipitation,12,,,,
13.02.2020 11:00,10.8,601.9,758.9,,52,Wind blowing from the north-east,1,,2,90  or more  but not 100%, ,,,0.7,,,,,,,15.0,1.3,No precipitation,6,,,,
13.02.2020 08:00,0.7,601.5,760.0,0.1,91,Wind blowing from the north,0,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,20.1,,,2500 or more  or no clouds.,,,8.0,-0.6,No precipitation,12,,,,
13.02.2020 05:00,2.2,601.4,757.3,,91,Wind blowing from the south-southeast,0,,,, ,,,0.0,20.1,,,,,,13.0,0.9,No precipitation,6,,,,
13.02.2020 02:00,3.9,602.1,759.1,,72,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,20.1,,,2500 or more  or no clouds.,,,23.0,-0.7,No precipitation,12,,,,
12.02.2020 20:00,13.6,601.5,760.1,1.4,35,Wind blowing from the east-northeast,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,20.1,,,,,,30.0,-1.6,No precipitation,12,,,,
12.02.2020 17:00,20.1,600.1,755.9,,13,Wind blowing from the west,2,,7,40%., ,,,0.0,20.1,,,1000-1500,,,30.0,-9.2,No precipitation,6,,,,
12.02.2020 14:00,15.4,601.7,758.7,-2.8,36,Wind blowing from the west,2,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,17.7,,,1000-1500,,,20.0,0.4,No precipitation,12,,,,
12.02.2020 11:00,6.1,604.5,764.4,,81,Wind blowing from the north-west,1,,4,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,,,,2500 or more  or no clouds.,,,6.0,3.1,No precipitation,6,,,,
12.02.2020 08:00,0.1,603.8,764.3,0.2,96,Calm  no wind,0,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,17.7,,,300-600,,,6.0,-0.5,No precipitation,12,,,,
12.02.2020 05:00,1.7,603.6,761.2,,94,Calm  no wind,0,,,, ,,,1.7,17.7,,,,,,9.0,0.8,No precipitation,6,,,,
12.02.2020 02:00,3.7,604.8,763.6,,88,Wind blowing from the west-northwest,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,17.7,,,2500 or more  or no clouds.,,,15.0,1.9,No precipitation,12,,,,
11.02.2020 20:00,9.6,602.7,762.3,1.4,63,Wind blowing from the north-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,17.7,,,,,,24.0,2.9,No precipitation,12,,,,
11.02.2020 17:00,17.2,601.3,758.3,,30,Wind blowing from the north-east,1,,4,no clouds, ,,,1.4,17.2,,,,,,30.0,-0.5,No precipitation,6,,,,
11.02.2020 14:00,12.0,602.7,761.6,-1.9,49,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,12.9,,,,,,21.0,1.6,No precipitation,12,,,,
11.02.2020 11:00,5.1,604.6,765.6,,75,Wind blowing from the south-west,1,,6,70 – 80%., ,,,1.4,,,,1000-1500,,,25.0,0.9,No precipitation,6,,,,
11.02.2020 08:00,2.3,603.7,763.4,0.6,87,Wind blowing from the east-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,12.9,,,300-600,,,21.0,0.4,No precipitation,12,,,,
11.02.2020 05:00,1.7,603.1,762.0,,91,Wind blowing from the north,1,,9,, ,,,1.0,12.9,,,,,,30.0,0.4,No precipitation,6,,,,
11.02.2020 02:00,2.1,603.5,763.6,,90,Wind blowing from the north-northeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,12.9,,,2500 or more  or no clouds.,,,30.0,0.6,No precipitation,12,,,,
10.02.2020 20:00,9.9,601.9,761.3,0.7,65,Wind blowing from the south-east,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,12.9,,,,,,30.0,3.6,0.2,12,,,,
10.02.2020 17:00,12.7,601.2,759.8,,59,Wind blowing from the south,4,,6,20–30%., ,,,0.4,12.9,,,1000-1500,,,30.0,4.7,No precipitation,6,,,,
10.02.2020 14:00,8.5,602.7,763.0,-2.7,73,Wind blowing from the south,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,8.6,,,1000-1500,,,21.0,3.9,6.0,12,,,,
10.02.2020 11:00,3.1,605.4,768.1,,89,Wind blowing from the north-northeast,1,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,3.9,,,300-600,,,19.0,1.5,2.0,6,,,,
10.02.2020 08:00,1.7,604.7,767.7,0.0,95,Wind blowing from the east-northeast,1,,2,100%.,Rain (not freezing) not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,0.4,,,,300-600,,,12.0,1.0,9.0,12,,,,
10.02.2020 05:00,1.0,604.7,767.4,,97,Wind blowing from the west,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,0.4,3.9,,,,,,5.0,0.6,5.0,6,,,,
10.02.2020 02:00,1.3,605.9,768.7,,97,Wind blowing from the north,0,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,3.9,,,2500 or more  or no clouds.,,,5.0,0.9,7.0,12,,,,
09.02.2020 20:00,1.1,607.2,770.8,0.2,93,Wind blowing from the north-northwest,1,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,1.1,3.9,,,300-600,,,4.4,0.1,3.0,12,,,,
09.02.2020 17:00,2.7,607.0,770.1,,85,Wind blowing from the south-southeast,1,,4,100%.,Rain or drizzle and snow  slight. ,Rain and snow or other types of solid precipitation,Rain.,1.5,4.0,,,300-600,,,10.0,0.4,0.9,6,,,,
09.02.2020 14:00,3.0,608.6,771.9,-2.6,84,Wind blowing from the south-east,1,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,1.5,,,,300-600,,,13.0,0.6,0.3,12,,,,
09.02.2020 11:00,2.2,611.2,775.3,,84,Wind blowing from the west-southwest,1,,6,100%.,Rain and snow or ice pellets not falling as shower(s). ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,,,,300-600,,,15.0,-0.2,0.1,6,,,,
09.02.2020 08:00,1.7,610.5,774.5,0.2,80,Wind blowing from the north-northeast,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,,,,300-600,,,30.0,-1.4,No precipitation,12,,,,
09.02.2020 05:00,1.5,610.3,773.9,,83,Wind blowing from the north,1,,7,, ,,,1.5,5.4,,,,,,30.0,-1.1,No precipitation,6,,,,
09.02.2020 02:00,2.0,610.8,774.1,,78,Wind blowing from the north,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,5.4,,,2500 or more  or no clouds.,,,30.0,-1.4,No precipitation,12,,,,
08.02.2020 20:00,2.6,609.0,772.6,1.9,81,Wind blowing from the north,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,5.4,,,300-600,,,30.0,-0.3,No precipitation,12,,,,
08.02.2020 17:00,4.0,607.1,769.7,,75,Wind blowing from the north,3,,6,100%., ,,,1.7,6.9,,,300-600,,,27.0,0.0,No precipitation,6,,,,
08.02.2020 14:00,4.7,607.9,770.4,-1.6,73,Wind blowing from the north-northeast,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,,,,300-600,,,29.0,0.3,No precipitation,12,,,,
08.02.2020 11:00,3.1,609.5,772.9,,77,Wind blowing from the north,1,,5,100%., ,,,1.7,,,,300-600,,,25.0,-0.5,No precipitation,6,,,,
08.02.2020 08:00,1.9,608.3,771.8,0.7,83,Wind blowing from the north,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,,,,300-600,,,30.0,-0.8,No precipitation,12,,,,
08.02.2020 05:00,1.8,607.6,769.5,,83,Wind blowing from the north,2,,8,, ,,,1.8,13.1,,,,,,30.0,-0.8,No precipitation,6,,,,
08.02.2020 02:00,2.0,608.2,768.3,,83,Wind blowing from the north,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,13.1,,,2500 or more  or no clouds.,,,30.0,-0.6,No precipitation,12,,,,
07.02.2020 20:00,2.3,606.4,769.0,2.9,84,Wind blowing from the north-northwest,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,13.1,,,300-600,,,30.0,-0.1,No precipitation,12,,,,
07.02.2020 17:00,6.9,603.5,763.9,,65,Wind blowing from the north-northeast,4,,10,no clouds, ,,,2.7,13.1,,,,,,25.0,0.8,No precipitation,6,,,,
07.02.2020 14:00,12.8,603.7,762.3,-2.7,47,Wind blowing from the north,2,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,12.8,,,1000-1500,,,20.0,1.8,No precipitation,12,,,,
07.02.2020 11:00,6.7,606.4,767.5,,66,Wind blowing from the south-west,2,,4,70 – 80%., ,,,2.7,12.5,,,600-1000,,,19.0,0.8,No precipitation,6,,,,
07.02.2020 08:00,2.9,605.8,768.1,0.6,81,Wind blowing from the south-east,1,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,30.0,0.0,No precipitation,12,,,,
07.02.2020 05:00,2.7,605.2,765.2,,82,Wind blowing from the north,1,,9,, ,,,1.7,12.5,,,,,,30.0,-0.1,No precipitation,6,,,,
07.02.2020 02:00,3.0,605.8,766.0,,81,Wind blowing from the north,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,12.5,,,2500 or more  or no clouds.,,,30.0,0.1,No precipitation,12,,,,
06.02.2020 20:00,3.1,604.2,766.3,2.6,81,Wind blowing from the north-northwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,12.5,,,,,,23.0,0.2,No precipitation,12,,,,
06.02.2020 17:00,9.6,601.6,760.9,,55,Wind blowing from the north-northeast,3,,7,no clouds, ,,,1.4,16.2,,,,,,24.0,0.8,No precipitation,6,,,,
06.02.2020 14:00,8.9,602.9,762.8,-2.5,47,Wind blowing from the south-east,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,16.5,,,,,,23.0,-1.8,No precipitation,12,,,,
06.02.2020 11:00,3.5,605.4,767.7,,70,Wind blowing from the south-southeast,1,,,100%., ,,,1.4,,,,600-1000,,,22.0,-1.6,No precipitation,6,,,,
06.02.2020 08:00,1.7,604.2,766.1,1.4,81,Wind blowing from the north,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,,,,300-600,,,30.0,-1.2,No precipitation,12,,,,
06.02.2020 05:00,2.0,602.8,760.4,,76,Wind blowing from the north-northeast,3,,12,, ,,,1.4,16.5,,,,,,30.0,-1.8,No precipitation,6,,,,
06.02.2020 02:00,1.9,602.9,760.9,,83,Wind blowing from the north,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,16.5,,,2500 or more  or no clouds.,,,30.0,-0.7,No precipitation,12,,,,
05.02.2020 20:00,3.8,599.7,760.0,2.0,78,Wind blowing from the north-northeast,3,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,16.5,,,,,,29.0,0.3,No precipitation,12,,,,
05.02.2020 17:00,16.1,597.7,753.6,,16,Wind blowing from the south-west,6,,14,no clouds, ,,,2.5,16.5,,,,,,30.0,-9.7,No precipitation,6,,,,
05.02.2020 14:00,15.2,598.9,755.2,-3.8,17,Wind blowing from the south-west,5,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,15.2,,,1000-1500,,,30.0,-9.7,No precipitation,12,,,,
05.02.2020 11:00,6.2,602.7,763.2,,75,Wind blowing from the north-east,1,,,90  or more  but not 100%, ,,,2.5,,,,600-1000,,,13.0,2.1,No precipitation,6,,,,
05.02.2020 08:00,3.2,602.8,763.4,-0.1,88,Wind blowing from the north,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,,,,300-600,,,18.0,1.4,No precipitation,12,,,,
05.02.2020 05:00,3.4,602.9,760.6,,87,Wind blowing from the north,1,,7,, ,,,1.7,14.7,,,,,,17.0,1.4,No precipitation,6,,,,
05.02.2020 02:00,3.8,604.5,763.8,,87,Wind blowing from the north,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,14.7,,,2500 or more  or no clouds.,,,18.0,1.8,No precipitation,12,,,,
04.02.2020 20:00,5.4,603.4,764.6,1.3,73,Wind blowing from the north-east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,14.7,,,,,,17.0,0.8,No precipitation,12,,,,
04.02.2020 17:00,14.3,602.1,760.1,,39,Wind blowing from the east-southeast,1,,4,no clouds, ,,,1.7,14.3,,,,,,19.0,0.5,No precipitation,6,,,,
04.02.2020 14:00,10.1,603.8,763.6,-2.0,54,Wind blowing from the south-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,10.2,,,,,,16.0,1.0,No precipitation,12,,,,
04.02.2020 11:00,4.7,605.8,767.7,,74,Wind blowing from the east-northeast,1,,3,100%., ,,,1.4,4.7,,,300-600,,,14.0,0.5,No precipitation,6,,,,
04.02.2020 08:00,1.8,604.5,766.8,0.4,88,Wind blowing from the north,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,3.5,,,300-600,,,22.0,0.0,No precipitation,12,,,,
04.02.2020 05:00,1.8,604.1,766.1,,87,Wind blowing from the north,0,,3,, ,,,0.2,3.5,,,,,,25.0,-0.1,No precipitation,6,,,,
