Local time in Ya'an,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10.03.2020 08:00,8.1,714.4,770.5,,79,Wind blowing from the south,2,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,13.2,,,2500 or more  or no clouds.,,,30.0,4.7,0.9,12,,,,
10.03.2020 05:00,7.4,714.7,770.8,,87,Wind blowing from the west-southwest,2,,11,,Rain  not freezing  intermittent  slight at time of observation. ,,,7.2,13.2,,,,,,30.0,5.4,0.9,6,,,,
10.03.2020 02:00,7.8,716.0,772.1,,83,Wind blowing from the south-west,1,,,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,13.2,,,2500 or more  or no clouds.,,,23.0,5.1,0.4,12,,,,
09.03.2020 20:00,11.3,712.3,767.8,3.4,71,Wind blowing from the south-west,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,13.2,,,300-600,,,17.0,6.2,0.7,12,,,,
09.03.2020 17:00,13.1,708.9,763.9,,69,Wind blowing from the south-west,1,,6,100%., ,,,9.4,13.9,,,2500 or more  or no clouds.,,,19.0,7.5,0.1,6,,,,
09.03.2020 14:00,12.4,709.0,764.1,-1.7,74,Wind blowing from the south-southeast,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,14.0,,,2500 or more  or no clouds.,,,20.0,7.9,0.8,12,,,,
09.03.2020 11:00,9.7,710.7,766.3,,91,Wind blowing from the south,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,9.4,14.1,,,300-600,,,15.0,8.3,0.6,6,,,,
09.03.2020 08:00,11.5,708.4,763.4,2.1,92,Wind blowing from the east,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,14.1,,,300-600,,,4.8,10.2,1.0,12,,,,
09.03.2020 05:00,12.3,706.3,761.1,,85,Wind blowing from the south-southeast,1,,5,, ,,,11.8,14.1,,,,,,9.0,9.9,0.4,6,,,,
09.03.2020 02:00,12.4,706.4,761.2,,87,Wind blowing from the south,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,14.1,,,2500 or more  or no clouds.,,,5.0,10.3,1.0,12,,,,
08.03.2020 20:00,13.1,703.3,757.9,2.4,85,Wind blowing from the south-west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,16.0,,,300-600,,,4.3,10.6,Trace of precipitation,12,,,,
08.03.2020 17:00,13.9,700.9,755.2,,75,Wind blowing from the east-northeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,,,,2000-2500,,,6.0,9.5,No precipitation,6,,,,
08.03.2020 14:00,14.0,700.3,754.5,-0.9,81,Wind blowing from the north-east,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,,,,2000-2500,,,4.2,10.8,0.3,12,,,,
08.03.2020 11:00,12.8,701.2,755.5,,91,Wind blowing from the west-northwest,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,,,,2000-2500,,,2.0,11.4,0.1,6,,,,
08.03.2020 08:00,12.4,700.3,754.4,,94,Wind blowing from the north-east,0,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,10.2,21.5,,,300-600,,,1.1,11.5,0.8,12,,,,
08.03.2020 05:00,12.5,700.0,753.8,,94,Calm  no wind,0,,,,Rain (not freezing) not falling as shower(s). ,,,10.2,21.5,,,,,,1.3,11.6,0.7,6,,,,
08.03.2020 02:00,12.6,702.1,755.8,,92,Wind blowing from the north-west,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,21.5,,,2500 or more  or no clouds.,,,1.0,11.3,0.5,12,,,,
07.03.2020 20:00,16.0,702.4,756.9,,65,Wind blowing from the north-east,0,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,21.5,,,2500 or more  or no clouds.,,,8.0,9.4,No precipitation,12,,,,
07.03.2020 17:00,18.4,701.5,755.5,,54,Wind blowing from the east,1,,,100%., ,,,10.2,21.5,,,2500 or more  or no clouds.,,,11.0,8.9,No precipitation,6,,,,
07.03.2020 14:00,21.0,702.7,756.7,-3.5,46,Wind blowing from the east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,21.1,,,2500 or more  or no clouds.,,,26.0,9.0,No precipitation,12,,,,
07.03.2020 11:00,16.3,706.2,760.8,,63,Wind blowing from the south-southwest,1,,5,20–30%., ,,,10.2,16.3,,,600-1000,,,16.0,9.3,No precipitation,6,,,,
07.03.2020 08:00,10.3,706.3,761.4,0.3,89,Wind blowing from the south,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,14.2,,,2500 or more  or no clouds.,,,5.0,8.6,0.1,12,,,,
07.03.2020 05:00,11.6,706.0,760.8,,83,Wind blowing from the south-southwest,2,,4,,Mist. ,,,10.3,14.2,,,,,,6.0,8.8,No precipitation,6,,,,
07.03.2020 02:00,11.2,707.8,762.8,,93,Wind blowing from the south-west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,14.2,,,2500 or more  or no clouds.,,,2.5,10.1,0.1,12,,,,
06.03.2020 20:00,11.9,706.6,761.8,1.4,88,Wind blowing from the south,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,14.2,,,300-600,,,3.7,10.0,Trace of precipitation,12,,,,
06.03.2020 17:00,13.5,705.2,760.1,,75,Wind blowing from the north-east,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,14.2,,,2500 or more  or no clouds.,,,6.0,9.2,No precipitation,6,,,,
06.03.2020 14:00,13.0,706.0,760.9,-1.1,80,Wind blowing from the east,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,16.7,,,2500 or more  or no clouds.,,,6.0,9.6,0.4,12,,,,
06.03.2020 11:00,13.2,707.1,762.0,,78,Wind blowing from the east,1,,2,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,16.9,,,,,,4.5,9.5,0.3,6,,,,
06.03.2020 08:00,10.4,706.1,761.2,,94,Wind blowing from the south,0,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,16.9,,,300-600,,,1.3,9.5,0.4,12,,,,
06.03.2020 05:00,10.6,705.7,760.6,,92,Wind blowing from the east-northeast,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.6,16.9,,,,,,0.8,9.4,0.1,6,,,,
06.03.2020 02:00,11.3,706.3,760.9,,83,Wind blowing from the north,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,16.9,,,2500 or more  or no clouds.,,,3.4,8.5,No precipitation,12,,,,
05.03.2020 20:00,12.7,706.0,761.2,,73,Wind blowing from the south-east,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,16.9,,,2500 or more  or no clouds.,,,7.0,8.0,No precipitation,12,,,,
05.03.2020 17:00,14.1,705.0,759.8,,64,Wind blowing from the east-northeast,1,,3,100%., ,,,9.6,16.9,,,2000-2500,,,8.0,7.4,No precipitation,6,,,,
05.03.2020 14:00,16.5,706.9,761.5,-2.9,57,Wind blowing from the east,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,19.4,,,2500 or more  or no clouds.,,,9.0,8.0,No precipitation,12,,,,
05.03.2020 11:00,12.3,709.8,765.0,,76,Wind blowing from the east,0,,2,100%., ,,,9.6,,,,2500 or more  or no clouds.,,,17.0,8.2,No precipitation,6,,,,
05.03.2020 08:00,9.6,709.6,765.0,,86,Calm  no wind,0,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,19.4,,,2500 or more  or no clouds.,,,14.0,7.4,No precipitation,12,,,,
05.03.2020 05:00,10.2,709.6,764.5,,84,Wind blowing from the west-southwest,1,,4,, ,,,8.5,19.4,,,,,,19.0,7.6,No precipitation,6,,,,
05.03.2020 02:00,10.9,710.9,765.9,,81,Wind blowing from the west-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,19.4,,,2500 or more  or no clouds.,,,16.0,7.8,No precipitation,12,,,,
04.03.2020 20:00,13.6,710.6,766.1,0.7,60,Wind blowing from the west,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,19.4,,,2500 or more  or no clouds.,,,24.0,6.0,No precipitation,12,,,,
04.03.2020 17:00,16.1,709.9,765.0,,47,Wind blowing from the north-northeast,2,,5,100%., ,,,8.5,19.4,,,2500 or more  or no clouds.,,,30.0,4.8,No precipitation,6,,,,
04.03.2020 14:00,17.0,711.4,766.5,,47,Wind blowing from the east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,18.7,,,2500 or more  or no clouds.,,,30.0,5.6,No precipitation,12,,,,
04.03.2020 11:00,14.2,713.7,769.1,,56,Wind blowing from the west-southwest,1,,6,10%  or less  but not 0, ,,,8.5,14.2,,,600-1000,,,30.0,5.6,No precipitation,6,,,,
04.03.2020 08:00,8.5,713.7,769.7,0.5,74,Wind blowing from the west-southwest,1,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Rain.,Drizzle.,8.5,12.5,,,2500 or more  or no clouds.,,,30.0,4.1,Trace of precipitation,12,,,,
04.03.2020 05:00,9.2,713.2,769.0,,70,Wind blowing from the south-west,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.7,12.5,,,,,,30.0,4.0,No precipitation,6,,,,
04.03.2020 02:00,10.4,714.1,769.9,,62,Wind blowing from the west,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,12.5,,,2500 or more  or no clouds.,,,30.0,3.4,No precipitation,12,,,,
03.03.2020 20:00,10.9,712.6,768.5,,69,Wind blowing from the west-southwest,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,12.5,,,2500 or more  or no clouds.,,,30.0,5.4,2.0,12,,,,
03.03.2020 17:00,12.2,711.2,766.8,,63,Wind blowing from the west-southwest,1,,4,100%., ,,,8.7,12.5,,,2500 or more  or no clouds.,,,30.0,5.4,No precipitation,6,,,,
03.03.2020 14:00,11.5,712.5,768.2,-2.5,73,Wind blowing from the south-southwest,2,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Rain.,8.7,11.5,,,300-600,,,30.0,6.8,2.0,12,,,,
03.03.2020 11:00,8.9,715.0,771.1,,94,Wind blowing from the west,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,8.7,,,,300-600,,,3.6,8.0,2.0,6,,,,
03.03.2020 08:00,9.1,713.7,769.8,,88,Wind blowing from the east,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,12.0,,,300-600,,,16.0,7.2,0.1,12,,,,
03.03.2020 05:00,9.5,711.8,767.7,,80,Wind blowing from the south,1,,6,,Rain (not freezing) not falling as shower(s). ,,,9.4,,,,,,,30.0,6.2,No precipitation,6,,,,
03.03.2020 02:00,10.0,711.8,767.5,,74,Wind blowing from the south-west,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,12.1,,,2500 or more  or no clouds.,,,30.0,5.6,1.0,12,,,,
02.03.2020 20:00,9.9,711.2,766.9,1.0,77,Wind blowing from the south-southwest,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,12.9,,,600-1000,,,30.0,6.1,1.0,12,,,,
02.03.2020 17:00,9.6,710.2,765.7,,85,Wind blowing from the south-southwest,1,,6,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,14.0,,,,,,23.0,7.2,1.0,6,,,,
02.03.2020 14:00,10.8,710.5,765.9,,88,Wind blowing from the north,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,14.1,,,300-600,,,5.0,8.9,0.2,12,,,,
02.03.2020 11:00,12.0,710.8,766.0,,72,Wind blowing from the east,1,,,100%., ,,,10.7,14.1,,,2000-2500,,,17.0,7.1,0.1,6,,,,
02.03.2020 08:00,10.8,708.7,763.9,1.7,82,Wind blowing from the east-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,14.1,,,2500 or more  or no clouds.,,,16.0,7.9,0.1,12,,,,
02.03.2020 05:00,11.4,707.0,761.9,,79,Wind blowing from the south-southeast,1,,5,, ,,,11.4,14.7,,,,,,18.0,7.9,No precipitation,6,,,,
02.03.2020 02:00,12.0,708.1,763.0,,77,Wind blowing from the west-southwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,15.7,,,2500 or more  or no clouds.,,,19.0,8.1,0.1,12,,,,
01.03.2020 20:00,12.8,708.6,763.6,0.9,79,Wind blowing from the south-southwest,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,,,,2500 or more  or no clouds.,,,14.0,9.3,3.0,12,,,,
01.03.2020 17:00,13.9,707.7,762.4,,77,Wind blowing from the south-west,0,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,,,,2000-2500,,,17.0,9.9,0.2,6,,,,
01.03.2020 14:00,13.7,709.3,764.0,-1.4,92,Wind blowing from the east-northeast,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,12.3,,,,300-600,,,1.5,12.4,3.0,12,,,,
01.03.2020 11:00,13.3,710.7,765.5,,94,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,12.3,,,,300-600,,,2.0,12.4,3.0,6,,,,
01.03.2020 08:00,13.1,709.8,764.4,,93,Wind blowing from the south-west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,10.0,22.3,,,300-600,,,1.8,12.0,0.5,12,,,,
01.03.2020 02:00,15.0,708.4,762.3,,83,Wind blowing from the north,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,22.3,,,2500 or more  or no clouds.,,,9.0,12.1,No precipitation,12,,,,
29.02.2020 20:00,17.8,705.7,760.2,1.5,63,Wind blowing from the north,0,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,22.3,,,2500 or more  or no clouds.,,,14.0,10.7,No precipitation,12,,,,
29.02.2020 17:00,21.0,704.2,758.3,,50,Wind blowing from the east,2,,,70 – 80%., ,,,9.8,22.3,,,600-1000,,,17.0,10.2,No precipitation,6,,,,
29.02.2020 14:00,22.1,705.1,758.9,,51,Wind blowing from the east,2,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,22.1,,,600-1000,,,27.0,11.5,No precipitation,12,,,,
29.02.2020 11:00,17.1,706.9,761.3,,67,Wind blowing from the east,1,,6,no clouds, ,,,9.8,20.6,,,,,,30.0,10.9,No precipitation,6,,,,
29.02.2020 08:00,10.0,706.6,761.6,1.1,94,Wind blowing from the south,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,20.6,,,2500 or more  or no clouds.,,,13.0,9.1,0.1,12,,,,
29.02.2020 05:00,10.8,705.5,759.8,,92,Wind blowing from the north,0,,6,, ,,,10.5,20.6,,,,,,16.0,9.6,No precipitation,6,,,,
29.02.2020 02:00,12.4,706.3,760.6,,85,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,20.6,,,2500 or more  or no clouds.,,,30.0,10.0,0.1,12,,,,
28.02.2020 20:00,13.9,706.9,761.8,,74,Wind blowing from the north,0,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,20.6,,,2500 or more  or no clouds.,,,30.0,9.3,No precipitation,12,,,,
28.02.2020 17:00,19.7,705.7,760.0,,47,Wind blowing from the east,1,,4,40%., ,,,10.5,20.6,,,600-1000,,,30.0,8.1,No precipitation,6,,,,
28.02.2020 14:00,19.1,707.5,761.8,-2.8,58,Wind blowing from the east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,19.3,,,600-1000,,,30.0,10.7,2.0,12,,,,
28.02.2020 11:00,12.7,710.3,765.4,,79,Wind blowing from the south-southeast,1,,4,90  or more  but not 100%, ,,,10.5,16.1,,,,,,30.0,9.2,No precipitation,6,,,,
28.02.2020 08:00,10.5,709.9,765.0,,95,Wind blowing from the west-southwest,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,16.1,,,2500 or more  or no clouds.,,,6.0,9.7,4.0,12,,,,
28.02.2020 05:00,11.5,709.1,764.0,,96,Wind blowing from the west-northwest,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,11.5,16.1,,,,,,1.7,10.9,4.0,6,,,,
28.02.2020 02:00,12.3,708.7,763.6,,96,Wind blowing from the east,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,16.1,,,2500 or more  or no clouds.,,,0.7,11.7,2.0,12,,,,
27.02.2020 20:00,14.5,706.8,761.5,1.3,85,Wind blowing from the east-northeast,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,16.1,,,300-600,,,2.0,12.0,No precipitation,12,,,,
27.02.2020 17:00,15.9,705.5,760.0,,74,Wind blowing from the north-west,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,17.7,,,2500 or more  or no clouds.,,,3.0,11.3,No precipitation,6,,,,
27.02.2020 14:00,14.3,706.6,761.2,-2.1,85,Wind blowing from the west,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,,,,2500 or more  or no clouds.,,,2.8,11.8,No precipitation,12,,,,
27.02.2020 11:00,12.9,708.7,763.6,,92,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,,,,2500 or more  or no clouds.,,,2.1,11.6,No precipitation,6,,,,
27.02.2020 08:00,12.5,708.2,763.0,0.4,94,Wind blowing from the south-west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,18.9,,,2500 or more  or no clouds.,,,1.3,11.6,No precipitation,12,,,,
27.02.2020 05:00,12.9,707.8,762.3,,90,Calm  no wind,0,,,,Rain (not freezing) not falling as shower(s). ,,,10.5,18.9,,,,,,2.2,11.3,No precipitation,6,,,,
27.02.2020 02:00,13.8,708.9,763.2,,82,Wind blowing from the south-southwest,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,18.9,,,2500 or more  or no clouds.,,,3.2,10.8,No precipitation,12,,,,
26.02.2020 20:00,15.5,708.3,763.2,1.1,74,Wind blowing from the east-southeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,18.9,,,2500 or more  or no clouds.,,,4.0,10.9,No precipitation,12,,,,
26.02.2020 17:00,17.7,707.2,761.8,,61,Wind blowing from the north-east,1,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,20.2,,,2500 or more  or no clouds.,,,5.0,10.1,No precipitation,6,,,,
26.02.2020 14:00,18.9,708.5,763.1,-2.1,60,Wind blowing from the east,1,,2,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,20.7,,,2500 or more  or no clouds.,,,4.9,11.0,No precipitation,12,,,,
26.02.2020 11:00,14.3,710.6,765.7,,76,Wind blowing from the east,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,20.7,,,,,,5.0,10.1,No precipitation,6,,,,
26.02.2020 08:00,10.6,710.2,765.3,,89,Wind blowing from the south-southeast,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,20.7,,,2500 or more  or no clouds.,,,4.7,8.9,No precipitation,12,,,,
26.02.2020 05:00,10.6,709.2,763.7,,88,Wind blowing from the north-northeast,0,,4,,Mist. ,,,7.5,20.7,,,,,,4.6,8.7,No precipitation,6,,,,
26.02.2020 02:00,10.8,709.4,763.9,,86,Wind blowing from the south-east,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,20.7,,,2500 or more  or no clouds.,,,5.0,8.6,No precipitation,12,,,,
25.02.2020 20:00,15.0,708.1,763.3,1.6,63,Wind blowing from the east-northeast,1,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,20.7,,,2500 or more  or no clouds.,,,8.0,8.0,No precipitation,12,,,,
25.02.2020 17:00,20.1,706.5,761.1,,47,Wind blowing from the east,2,,,no clouds, ,,,7.5,20.7,,,,,,13.0,8.4,No precipitation,6,,,,
25.02.2020 14:00,20.2,707.1,761.5,,48,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,20.6,,,,,,14.0,8.9,No precipitation,12,,,,
25.02.2020 11:00,14.1,709.6,764.8,,65,Wind blowing from the west,1,,4,no clouds, ,,,7.5,16.3,,,,,,16.0,7.6,No precipitation,6,,,,
25.02.2020 08:00,8.4,709.2,764.8,0.8,81,Wind blowing from the south-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,16.3,,,,,,15.0,5.3,No precipitation,12,,,,
25.02.2020 05:00,7.8,708.4,763.5,,93,Wind blowing from the north-northeast,0,,3,,Mist. ,,,7.8,16.3,,,,,,4.6,6.7,No precipitation,6,,,,
25.02.2020 02:00,9.6,709.3,764.8,,85,Wind blowing from the north-west,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,16.3,,,2500 or more  or no clouds.,,,9.0,7.2,No precipitation,12,,,,
24.02.2020 20:00,11.5,707.6,763.0,1.6,78,Wind blowing from the west-northwest,1,,6,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,16.3,,,2500 or more  or no clouds.,,,7.0,7.8,No precipitation,12,,,,
24.02.2020 17:00,16.2,706.0,760.8,,56,Wind blowing from the south-west,1,,6,no clouds, ,,,9.5,16.2,,,,,,7.0,7.4,No precipitation,6,,,,
24.02.2020 14:00,12.1,708.1,763.4,-1.0,78,Wind blowing from the east,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,13.9,,,2500 or more  or no clouds.,,,3.7,8.4,No precipitation,12,,,,
24.02.2020 11:00,10.4,709.1,764.7,,89,Wind blowing from the north-northwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,,,,2500 or more  or no clouds.,,,2.3,8.7,No precipitation,6,,,,
24.02.2020 08:00,9.6,707.4,762.9,,90,Wind blowing from the east-northeast,0,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,,,,2500 or more  or no clouds.,,,2.1,8.0,Trace of precipitation,12,,,,
24.02.2020 05:00,9.6,706.6,761.7,,91,Wind blowing from the north,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.7,13.9,,,,,,1.8,8.2,No precipitation,6,,,,
