Local time in Liuzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.03.2020 08:00,21.6,728.3,754.6,2.0,90,Wind blowing from the north-east,1,,10,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.7,26.0,,,600-1000,,,8.0,19.9,Trace of precipitation,12,,,,
09.03.2020 05:00,21.3,726.3,752.4,,89,Wind blowing from the south,3,,10,, ,,,20.2,26.0,,,,,,10.0,19.4,No precipitation,6,,,,
09.03.2020 02:00,21.8,726.7,752.8,,87,Wind blowing from the south,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,26.0,,,2500 or more  or no clouds.,,,12.0,19.5,No precipitation,12,,,,
08.03.2020 20:00,23.8,725.4,751.6,1.1,77,Wind blowing from the south-southeast,4,,15,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.1,26.0,,,600-1000,,,17.0,19.5,No precipitation,12,,,,
08.03.2020 17:00,25.4,724.3,750.4,,71,Wind blowing from the south,5,,15,90  or more  but not 100%, ,,,20.1,26.0,,,600-1000,,,21.0,19.8,No precipitation,6,,,,
08.03.2020 14:00,24.7,725.8,752.0,-3.4,75,Wind blowing from the south,8,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.0,24.9,,,600-1000,,,20.0,20.0,No precipitation,12,,,,
08.03.2020 11:00,21.8,729.2,755.6,,86,Wind blowing from the south,5,,10,100%., ,,,17.5,21.8,,,600-1000,,,14.0,19.4,No precipitation,6,,,,
08.03.2020 08:00,20.7,728.8,755.2,,90,Wind blowing from the south-southeast,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,21.3,,,600-1000,,,12.0,19.0,No precipitation,12,,,,
08.03.2020 05:00,20.1,728.2,754.7,,93,Wind blowing from the south-southeast,4,,,, ,,,,21.3,,,,,,7.0,18.9,No precipitation,6,,,,
08.03.2020 02:00,20.8,729.7,756.3,,91,Wind blowing from the south,5,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,21.3,,,2500 or more  or no clouds.,,,9.0,19.3,No precipitation,12,,,,
07.03.2020 20:00,20.5,730.0,756.7,0.8,94,Wind blowing from the east-southeast,3,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,21.3,,,1500-2000,,,4.7,19.5,No precipitation,12,,,,
07.03.2020 17:00,20.9,729.2,755.9,,90,Wind blowing from the south,3,,6,100%., ,,,13.3,20.9,,,600-1000,,,8.0,19.2,No precipitation,6,,,,
07.03.2020 14:00,19.0,730.8,757.6,-2.4,98,Wind blowing from the south-southeast,3,,6,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,19.2,,,600-1000,,,3.8,18.7,0.5,12,,,,
07.03.2020 11:00,17.6,733.2,760.2,,98,Wind blowing from the south,2,,4,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,17.6,,,600-1000,,,0.3,17.3,0.1,6,,,,
07.03.2020 08:00,16.9,733.0,760.1,1.2,98,Wind blowing from the south,2,,4,90  or more  but not 100%,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,11.2,16.9,,,300-600,,,0.1,16.6,1.0,12,,,,
07.03.2020 05:00,15.4,731.8,758.9,,98,Wind blowing from the east-northeast,2,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,10.9,15.6,,,,,,0.1,15.1,0.9,6,,,,
07.03.2020 02:00,14.7,732.4,759.7,,98,Wind blowing from the north-east,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,10.8,15.0,,,2500 or more  or no clouds.,,,0.1,14.4,2.0,12,,,,
06.03.2020 20:00,13.3,732.5,759.9,0.6,98,Wind blowing from the north-east,2,,6,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,10.7,14.7,,,2500 or more  or no clouds.,,,less than 0.1,13.0,2.0,12,,,,
06.03.2020 17:00,14.3,731.9,759.2,,98,Wind blowing from the south-southeast,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,10.7,14.4,,,300-600,,,0.1,14.0,0.9,6,,,,
06.03.2020 14:00,13.4,733.3,760.7,-2.7,98,Wind blowing from the south-southeast,3,,6,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,10.7,13.5,,,300-600,,,0.1,13.1,3.0,12,,,,
06.03.2020 11:00,12.0,736.0,763.6,,98,Wind blowing from the south-east,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,10.7,12.9,,,300-600,,,0.1,11.7,2.0,6,,,,
06.03.2020 08:00,11.2,735.3,762.9,0.8,98,Wind blowing from the south-east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,,,,,300-600,,,0.1,10.9,2.0,12,,,,
06.03.2020 05:00,10.9,734.5,762.0,,98,Wind blowing from the south-east,2,,3,,Drizzle  not freezing  intermittent  heavy (dense) at time of observation. ,,,8.6,12.9,,,,,,0.1,10.6,1.0,6,,,,
06.03.2020 02:00,10.9,735.9,763.5,,97,Wind blowing from the south-southeast,1,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,12.9,,,2500 or more  or no clouds.,,,0.1,10.4,0.7,12,,,,
05.03.2020 20:00,11.4,736.6,764.3,0.4,88,Wind blowing from the west-southwest,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,12.9,,,600-1000,,,12.0,9.5,0.1,12,,,,
05.03.2020 17:00,12.3,736.2,763.9,,81,Wind blowing from the south-southeast,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,12.9,,,600-1000,,,18.0,9.1,No precipitation,6,,,,
05.03.2020 14:00,12.0,737.8,765.6,-2.4,79,Wind blowing from the north,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,12.1,,,600-1000,,,22.0,8.5,Trace of precipitation,12,,,,
05.03.2020 11:00,11.8,740.2,768.1,,78,Wind blowing from the north-northwest,3,,8,100%., ,,,7.8,11.8,,,600-1000,,,25.0,8.1,No precipitation,6,,,,
05.03.2020 08:00,9.1,739.5,767.5,0.7,90,Wind blowing from the north,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,9.6,,,600-1000,,,18.0,7.5,No precipitation,12,,,,
05.03.2020 05:00,8.6,738.8,766.8,,90,Wind blowing from the north,5,,9,, ,,,7.8,9.6,,,,,,17.0,7.1,No precipitation,6,,,,
05.03.2020 02:00,8.7,739.6,767.6,,90,Wind blowing from the north,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,9.6,,,2500 or more  or no clouds.,,,16.0,7.2,0.9,12,,,,
04.03.2020 20:00,9.3,739.7,767.8,1.6,88,Wind blowing from the north,5,,12,100%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,7.8,9.7,,,1500-2000,,,19.0,7.4,13.0,12,,,,
04.03.2020 17:00,9.3,738.1,766.0,,95,Wind blowing from the north-northwest,5,,12,100%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,7.8,9.7,,,600-1000,,,11.0,8.5,6.0,6,,,,
04.03.2020 14:00,8.4,739.3,767.2,,97,Wind blowing from the north,3,,14,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.8,,,,300-600,,,0.4,8.0,20.0,12,,,,
04.03.2020 11:00,7.8,741.3,769.4,,97,Wind blowing from the north-northwest,7,,14,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,7.8,,,,300-600,,,4.9,7.4,12.0,6,,,,
04.03.2020 08:00,7.8,739.5,767.5,1.1,98,Wind blowing from the north-northwest,8,,14,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Fog or ice fog or thick haze.,7.8,12.1,,,300-600,,,3.4,7.5,14.0,12,,,,
04.03.2020 05:00,8.3,738.4,766.3,,97,Wind blowing from the north,3,,17,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.2,,,,,,,0.5,7.9,3.0,6,,,,
04.03.2020 02:00,8.7,738.4,766.2,,95,Wind blowing from the north-northwest,8,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,13.3,,,2500 or more  or no clouds.,,,30.0,7.9,18.0,12,,,,
03.03.2020 20:00,9.6,737.8,765.6,0.6,97,Wind blowing from the north-west,4,,17,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,9.1,14.2,,,300-600,,,9.0,9.1,20.0,12,,,,
03.03.2020 17:00,9.6,737.2,764.8,,98,Wind blowing from the north-west,10,,16,100%.,Rain  not freezing  intermittent  heavy at time of observation. ,Rain.,Fog or ice fog or thick haze.,9.6,15.2,,,300-600,,,0.3,9.3,13.0,6,,,,
03.03.2020 14:00,11.6,736.2,763.7,-1.6,98,Wind blowing from the north,5,,10,,Rain  not freezing  intermittent  moderate at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,11.4,15.9,,,2500 or more  or no clouds.,,,0.1,11.3,10.0,12,,,,
03.03.2020 11:00,11.5,737.8,765.4,,98,Wind blowing from the north,4,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,11.4,16.1,,,,,,0.1,11.2,4.0,6,,,,
03.03.2020 08:00,11.8,736.3,763.8,1.7,98,Wind blowing from the north-northeast,5,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,11.8,16.1,,,300-600,,,0.2,11.5,7.0,12,,,,
03.03.2020 05:00,12.3,734.6,761.9,,96,Wind blowing from the north-northeast,5,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,12.3,16.1,,,,,,5.0,11.7,0.1,6,,,,
03.03.2020 02:00,13.3,735.3,762.6,,98,Wind blowing from the east-northeast,4,,7,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,13.3,16.1,,,2500 or more  or no clouds.,,,0.1,13.0,5.0,12,,,,
02.03.2020 20:00,14.2,734.9,762.1,0.8,96,Wind blowing from the north-east,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,14.2,17.5,,,1500-2000,,,0.6,13.6,1.0,12,,,,
02.03.2020 17:00,15.3,734.1,761.2,,88,Wind blowing from the east-northeast,2,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,,,,1500-2000,,,7.0,13.3,0.7,6,,,,
02.03.2020 14:00,15.2,734.8,762.0,-1.7,82,Wind blowing from the north-east,2,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,,,,1500-2000,,,8.0,12.2,Trace of precipitation,12,,,,
02.03.2020 11:00,16.1,736.5,763.6,,74,Wind blowing from the north-northeast,2,,9,100%., ,,,14.7,,,,1500-2000,,,15.0,11.5,No precipitation,6,,,,
02.03.2020 08:00,14.8,735.7,762.9,0.9,74,Wind blowing from the north-east,6,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,21.3,,,1500-2000,,,24.0,10.2,Trace of precipitation,12,,,,
02.03.2020 05:00,15.1,734.8,761.8,,72,Wind blowing from the north-east,4,,10,,Rain (not freezing) not falling as shower(s). ,,,15.0,21.3,,,,,,30.0,10.1,No precipitation,6,,,,
02.03.2020 02:00,15.7,735.7,762.7,,70,Wind blowing from the north-northeast,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,21.3,,,2500 or more  or no clouds.,,,30.0,10.2,No precipitation,12,,,,
01.03.2020 20:00,17.4,734.5,761.3,0.9,76,Wind blowing from the north-east,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,21.3,,,600-1000,,,30.0,13.1,Trace of precipitation,12,,,,
01.03.2020 17:00,19.1,733.6,760.3,,74,Wind blowing from the north-east,5,,9,90  or more  but not 100%, ,,,18.4,22.4,,,600-1000,,,28.0,14.4,No precipitation,6,,,,
01.03.2020 14:00,19.2,734.6,761.3,-0.9,80,Wind blowing from the north-northwest,4,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,22.9,,,600-1000,,,13.0,15.7,Trace of precipitation,12,,,,
01.03.2020 11:00,18.8,735.5,762.3,,93,Wind blowing from the north-east,4,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,22.9,,,600-1000,,,4.8,17.6,No precipitation,6,,,,
01.03.2020 08:00,19.9,734.4,761.1,1.4,91,Wind blowing from the south-east,2,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,,,,600-1000,,,6.0,18.4,Trace of precipitation,12,,,,
01.03.2020 05:00,20.2,733.0,759.6,,88,Wind blowing from the south-southeast,2,,10,, ,,,18.7,22.9,,,,,,7.0,18.1,No precipitation,6,,,,
01.03.2020 02:00,20.7,733.6,760.1,,84,Wind blowing from the south,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,22.9,,,2500 or more  or no clouds.,,,8.0,17.9,No precipitation,12,,,,
29.02.2020 20:00,20.8,732.2,758.8,0.4,82,Wind blowing from the south,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,22.9,,,1500-2000,,,16.0,17.6,Trace of precipitation,12,,,,
29.02.2020 17:00,22.4,731.8,758.3,,74,Wind blowing from the south-southeast,5,,9,100%., ,,,18.7,22.9,,,600-1000,,,19.0,17.5,No precipitation,6,,,,
29.02.2020 14:00,21.8,733.2,759.7,-1.9,76,Wind blowing from the south,3,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,23.3,,,600-1000,,,15.0,17.4,Trace of precipitation,12,,,,
29.02.2020 11:00,20.5,735.1,761.8,,80,Wind blowing from the south,5,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,23.6,,,600-1000,,,14.0,16.9,No precipitation,6,,,,
29.02.2020 08:00,18.8,734.5,761.3,1.2,86,Wind blowing from the south,4,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,,,,1500-2000,,,10.0,16.4,No precipitation,12,,,,
29.02.2020 05:00,19.4,733.3,759.9,,83,Wind blowing from the south,4,,,, ,,,18.5,,,,,,,10.0,16.4,No precipitation,6,,,,
29.02.2020 02:00,20.1,734.2,760.8,,79,Wind blowing from the south-southwest,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,23.6,,,2500 or more  or no clouds.,,,11.0,16.3,No precipitation,12,,,,
28.02.2020 20:00,20.3,734.8,761.5,0.5,81,Wind blowing from the west-southwest,2,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,24.3,,,600-1000,,,12.0,16.9,Trace of precipitation,12,,,,
28.02.2020 17:00,20.9,734.3,761.0,,78,Wind blowing from the south,5,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,26.0,,,600-1000,,,15.0,16.9,No precipitation,6,,,,
28.02.2020 14:00,22.9,735.1,761.6,-2.1,66,Wind blowing from the south,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,27.3,,,600-1000,,,21.0,16.2,No precipitation,12,,,,
28.02.2020 11:00,21.4,737.2,763.9,,72,Wind blowing from the south-southwest,4,,9,60%., ,,,18.5,,,,600-1000,,,22.0,16.1,No precipitation,6,,,,
28.02.2020 08:00,18.9,736.3,763.0,1.5,87,Wind blowing from the south,6,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,27.3,,,600-1000,,,10.0,16.7,No precipitation,12,,,,
28.02.2020 05:00,19.8,734.8,761.2,,82,Wind blowing from the south,4,,8,, ,,,18.7,27.3,,,,,,8.0,16.6,No precipitation,6,,,,
28.02.2020 02:00,21.0,735.1,761.5,,77,Wind blowing from the south-southwest,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,27.3,,,2500 or more  or no clouds.,,,8.0,16.8,No precipitation,12,,,,
27.02.2020 20:00,24.3,735.4,762.0,0.6,61,Wind blowing from the south-southeast,3,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,27.3,,,600-1000,,,20.0,16.3,No precipitation,12,,,,
27.02.2020 17:00,26.1,734.8,761.3,,52,Wind blowing from the south,5,,8,60%., ,,,18.7,27.3,,,600-1000,,,25.0,15.5,No precipitation,6,,,,
27.02.2020 14:00,26.1,736.1,762.6,-2.4,58,Wind blowing from the south-southeast,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,26.3,,,600-1000,,,19.0,17.2,No precipitation,12,,,,
27.02.2020 11:00,22.6,738.5,765.1,,70,Wind blowing from the east,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,24.4,,,600-1000,,,4.7,16.9,No precipitation,6,,,,
27.02.2020 08:00,19.4,737.7,764.5,1.7,80,Wind blowing from the east-southeast,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,24.4,,,1500-2000,,,13.0,15.9,No precipitation,12,,,,
27.02.2020 05:00,20.1,736.0,762.7,,76,Wind blowing from the north,0,,7,, ,,,18.2,24.4,,,,,,12.0,15.7,No precipitation,6,,,,
27.02.2020 02:00,20.9,736.5,763.1,,70,Wind blowing from the south,2,,8,, ,,,18.2,24.4,,,,,,22.0,15.2,No precipitation,6,,,,
26.02.2020 20:00,22.5,736.4,763.1,0.8,65,Wind blowing from the south-southeast,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,24.4,,,600-1000,,,21.0,15.6,No precipitation,12,,,,
26.02.2020 17:00,23.7,735.6,762.2,,61,Wind blowing from the south-east,4,,8,90  or more  but not 100%, ,,,18.2,24.4,,,600-1000,,,19.0,15.7,No precipitation,6,,,,
26.02.2020 14:00,23.2,736.7,763.3,-1.9,63,Wind blowing from the south,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,24.1,,,600-1000,,,14.0,15.8,No precipitation,12,,,,
26.02.2020 11:00,21.7,738.6,765.3,,73,Wind blowing from the south,4,,6,70 – 80%., ,,,18.2,22.7,,,600-1000,,,10.0,16.7,No precipitation,6,,,,
26.02.2020 08:00,19.2,737.5,764.2,1.5,82,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,22.7,,,2500 or more  or no clouds.,,,12.0,16.1,No precipitation,12,,,,
26.02.2020 05:00,18.6,736.0,762.8,,85,Wind blowing from the east,1,,,, ,,,17.3,22.7,,,,,,9.0,16.0,No precipitation,6,,,,
26.02.2020 02:00,20.0,736.0,762.6,,80,Wind blowing from the south,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,22.7,,,2500 or more  or no clouds.,,,10.0,16.4,No precipitation,12,,,,
25.02.2020 20:00,21.3,735.5,762.3,,71,Wind blowing from the south-southeast,4,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,22.7,,,1500-2000,,,19.0,15.8,No precipitation,12,,,,
25.02.2020 14:00,22.4,735.7,762.4,-1.6,63,Wind blowing from the south,3,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,22.6,,,1500-2000,,,19.0,15.0,No precipitation,12,,,,
25.02.2020 11:00,21.2,737.3,764.1,,71,Wind blowing from the south,6,,,60%., ,,,17.3,22.5,,,600-1000,,,14.0,15.7,No precipitation,6,,,,
25.02.2020 08:00,17.5,736.6,763.5,1.4,88,Wind blowing from the south-southeast,5,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,22.5,,,2500 or more  or no clouds.,,,9.0,15.5,No precipitation,12,,,,
25.02.2020 05:00,17.5,735.2,762.0,,81,Wind blowing from the south-southeast,5,,9,, ,,,16.6,22.5,,,,,,12.0,14.2,No precipitation,6,,,,
25.02.2020 02:00,18.7,735.5,762.3,,73,Wind blowing from the south-southeast,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,22.5,,,2500 or more  or no clouds.,,,13.0,13.8,No precipitation,12,,,,
24.02.2020 20:00,21.1,735.4,762.3,0.2,64,Wind blowing from the south,4,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,22.5,,,600-1000,,,19.0,14.0,No precipitation,12,,,,
24.02.2020 17:00,21.5,735.2,762.0,,63,Wind blowing from the south-southeast,5,,12,100%., ,,,16.6,23.6,,,600-1000,,,23.0,14.2,No precipitation,6,,,,
24.02.2020 14:00,21.1,736.6,763.3,-1.8,63,Wind blowing from the south,7,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,24.1,,,600-1000,,,22.0,13.8,No precipitation,12,,,,
24.02.2020 11:00,20.5,738.4,765.1,,65,Wind blowing from the south-southeast,5,,10,20–30%., ,,,16.6,24.1,,,600-1000,,,16.0,13.7,No precipitation,6,,,,
24.02.2020 08:00,16.9,737.8,764.7,0.6,87,Wind blowing from the south,4,,10,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,24.1,,,600-1000,,,6.0,14.7,No precipitation,12,,,,
24.02.2020 05:00,17.3,737.2,763.9,,83,Wind blowing from the south,5,,10,,Mist. ,,,12.2,24.1,,,,,,6.0,14.4,No precipitation,6,,,,
24.02.2020 02:00,18.7,738.2,765.0,,72,Wind blowing from the south,5,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,24.1,,,2500 or more  or no clouds.,,,7.0,13.6,No precipitation,12,,,,
23.02.2020 20:00,21.3,738.4,765.5,0.0,64,Wind blowing from the south,4,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,24.1,,,600-1000,,,8.0,14.2,No precipitation,12,,,,
23.02.2020 17:00,23.6,738.4,765.4,,54,Wind blowing from the south,5,,,60%., ,,,12.2,24.1,,,600-1000,,,13.0,13.8,No precipitation,6,,,,
23.02.2020 14:00,23.4,740.2,767.3,-2.6,55,Wind blowing from the south-southwest,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,23.4,,,600-1000,,,13.0,13.9,No precipitation,12,,,,
23.02.2020 11:00,18.0,742.8,770.1,,70,Wind blowing from the north-west,2,,5,90  or more  but not 100%, ,,,12.2,22.5,,,1500-2000,,,15.0,12.5,No precipitation,6,,,,
23.02.2020 08:00,12.9,742.0,769.4,0.9,87,Wind blowing from the north-northwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,22.5,,,1500-2000,,,13.0,10.8,No precipitation,12,,,,
23.02.2020 05:00,12.4,741.1,768.4,,91,Wind blowing from the north,4,,5,, ,,,11.4,22.5,,,,,,9.0,11.0,No precipitation,6,,,,
23.02.2020 02:00,13.9,742.0,769.3,,86,Wind blowing from the north,4,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,22.5,,,2500 or more  or no clouds.,,,10.0,11.6,No precipitation,12,,,,
