Local time in Zhumadian,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 11:00,11.8,763.3,773.3,,20,Wind blowing from the east-southeast,2,,,no clouds, ,,,,,,,,,,10.0,-10.4,,,,,,
18.02.2020 08:00,-0.6,763.7,773.9,0.4,64,Wind blowing from the south-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,13.1,,,,,,12.0,-6.6,No precipitation,12,,,,
18.02.2020 05:00,-2.6,763.3,773.4,,66,Wind blowing from the west,1,,,, ,,,,,,,,,,14.0,-8.1,,,,,,
18.02.2020 02:00,-1.2,764.0,774.1,,65,Wind blowing from the south,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,13.1,,,2500 or more  or no clouds.,,,14.0,-7.1,No precipitation,12,,,,
17.02.2020 20:00,4.5,764.2,774.4,0.2,39,Wind blowing from the south-east,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,13.1,,,,,,13.0,-8.3,No precipitation,12,,,,
17.02.2020 17:00,12.3,764.0,774.1,,11,Wind blowing from the west-northwest,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,11.0,-17.3,,,,,,
17.02.2020 14:00,12.0,764.3,774.4,-2.3,12,Wind blowing from the north,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,12.1,,,,,,11.0,-16.5,No precipitation,12,,,,
17.02.2020 11:00,9.4,766.6,776.8,,17,Wind blowing from the north-west,4,,7,no clouds, ,,,-0.9,9.4,,,,,,11.0,-14.4,No precipitation,6,,,,
17.02.2020 08:00,3.0,765.8,776.1,1.3,34,Wind blowing from the west-northwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,,,,,,,13.0,-11.3,No precipitation,12,,,,
17.02.2020 05:00,2.9,764.5,774.6,,24,Wind blowing from the west,4,,5,, ,,,-1.2,9.1,,,,,,14.0,-15.7,No precipitation,6,,,,
17.02.2020 02:00,2.3,764.2,774.4,,28,Wind blowing from the west,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,9.1,,,2500 or more  or no clouds.,,,15.0,-14.3,No precipitation,12,,,,
16.02.2020 20:00,0.8,763.4,773.7,1.2,55,Wind blowing from the south-west,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,9.1,,,,,,14.0,-7.2,No precipitation,12,,,,
16.02.2020 17:00,8.2,762.2,772.3,,15,Wind blowing from the north-northwest,3,,,no clouds, ,,,,,,,,,,12.0,-16.9,,,,,,
16.02.2020 14:00,8.1,762.7,772.8,-1.8,15,Wind blowing from the north,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,8.3,,,,,,12.0,-17.0,No precipitation,12,,,,
16.02.2020 11:00,5.7,764.5,774.7,,17,Wind blowing from the north-northwest,6,,,no clouds, ,,,,,,,,,,12.0,-17.5,,,,,,
16.02.2020 08:00,-0.1,765.1,775.4,0.7,35,Wind blowing from the north-west,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,,,,2500 or more  or no clouds.,,,15.0,-13.7,No precipitation,12,,,,
16.02.2020 05:00,-0.8,764.4,774.7,,37,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,15.0,-13.7,,,,,,
16.02.2020 02:00,-0.1,764.6,774.9,,33,Wind blowing from the west-northwest,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,2.1,,,2500 or more  or no clouds.,,,15.0,-14.4,No precipitation,12,,,,
15.02.2020 20:00,-0.5,764.3,774.7,1.2,46,Wind blowing from the west-northwest,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,,,,2500 or more  or no clouds.,,,15.0,-10.7,2.0,12,,,,
15.02.2020 17:00,2.0,763.1,773.3,,38,Wind blowing from the north-northwest,5,,,100%., ,,,,,,,2500 or more  or no clouds.,,,14.0,-10.8,,,,,,
15.02.2020 14:00,1.4,763.8,774.1,-1.5,46,Wind blowing from the north-northwest,5,,10,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,,,,2500 or more  or no clouds.,,,14.0,-9.2,5.0,12,,,,
15.02.2020 11:00,0.9,765.3,775.6,,53,Wind blowing from the north-northwest,5,,12,100%.,Snow not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,0.1,,,,2500 or more  or no clouds.,,,8.0,-7.6,3.0,6,,,,
15.02.2020 08:00,0.3,764.9,775.0,1.6,91,Wind blowing from the north-west,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.3,14.5,,,2500 or more  or no clouds.,,,2.3,-1.0,7.0,12,,,,
15.02.2020 05:00,1.1,763.3,773.4,,91,Wind blowing from the north-northwest,5,,15,,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,14.5,,,,,,6.0,-0.2,4.0,6,,,,
15.02.2020 02:00,1.3,762.6,772.6,,91,Wind blowing from the north-northwest,5,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,14.5,,,2500 or more  or no clouds.,,,7.0,0.0,,,,,,
14.02.2020 20:00,9.4,758.1,767.9,3.9,62,Wind blowing from the north,5,,11,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,15.3,,,2500 or more  or no clouds.,,,5.0,2.3,No precipitation,12,,,,
14.02.2020 17:00,11.3,754.2,763.9,,47,Wind blowing from the north,5,,11,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,17.8,,,2500 or more  or no clouds.,,,6.0,0.4,No precipitation,6,,,,
14.02.2020 14:00,13.5,752.4,762.1,0.0,38,Wind blowing from the north-northwest,5,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,18.4,,,2500 or more  or no clouds.,,,9.0,-0.5,No precipitation,12,,,,
14.02.2020 11:00,13.5,752.4,762.1,,64,Wind blowing from the north,4,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,,,,,,,7.0,6.8,No precipitation,6,,,,
14.02.2020 08:00,11.6,750.0,759.7,1.0,84,Wind blowing from the west-northwest,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,18.4,,,2500 or more  or no clouds.,,,6.0,9.0,Trace of precipitation,12,,,,
14.02.2020 05:00,10.9,749.0,758.6,,86,Wind blowing from the north-west,2,,6,,Mist. ,,,4.1,18.4,,,,,,6.0,8.7,No precipitation,6,,,,
14.02.2020 02:00,11.2,748.6,758.2,,86,Wind blowing from the north-northwest,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,18.4,,,2500 or more  or no clouds.,,,6.0,8.9,No precipitation,12,,,,
13.02.2020 20:00,14.6,747.6,757.3,1.1,73,Wind blowing from the south,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,18.4,,,,,,9.0,9.8,No precipitation,12,,,,
13.02.2020 17:00,17.8,746.5,756.2,,55,Wind blowing from the south-southeast,5,,,20–30%., ,,,,,,,1500-2000,,,9.0,8.6,,,,,,
13.02.2020 14:00,15.8,747.6,757.3,-2.7,63,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,18.6,,,1500-2000,,,9.0,8.8,No precipitation,12,,,,
13.02.2020 11:00,8.9,750.3,760.1,,91,Wind blowing from the south-east,3,,5,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,,,,,,,4.2,7.5,No precipitation,6,,,,
13.02.2020 08:00,6.3,750.4,760.3,0.0,91,Wind blowing from the west,1,,5,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,18.6,,,2500 or more  or no clouds.,,,0.2,4.9,No precipitation,12,,,,
13.02.2020 05:00,4.8,750.4,760.2,,91,Wind blowing from the south-west,1,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,1.5,18.6,,,,,,0.6,3.5,No precipitation,6,,,,
13.02.2020 02:00,4.6,751.2,760.9,,90,Wind blowing from the south,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,18.6,,,2500 or more  or no clouds.,,,5.0,3.1,No precipitation,12,,,,
12.02.2020 20:00,10.0,751.5,761.4,0.7,74,Wind blowing from the west,1,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,18.6,,,,,,6.0,5.6,No precipitation,12,,,,
12.02.2020 17:00,17.2,750.8,760.6,,50,Wind blowing from the north-west,2,,,no clouds, ,,,,,,,,,,8.0,6.7,,,,,,
12.02.2020 14:00,17.4,751.9,761.6,,44,Wind blowing from the south-southwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,17.5,,,,,,8.0,5.0,No precipitation,12,,,,
12.02.2020 11:00,12.5,754.3,764.1,,61,Wind blowing from the west-southwest,5,,7,20–30%., ,,,1.5,16.8,,,2500 or more  or no clouds.,,,8.0,5.2,No precipitation,6,,,,
12.02.2020 08:00,4.9,753.9,763.8,0.6,91,Wind blowing from the west,2,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,16.8,,,2500 or more  or no clouds.,,,4.6,3.6,No precipitation,12,,,,
12.02.2020 05:00,3.3,753.3,763.1,,91,Wind blowing from the south,1,,4,,Mist. ,,,3.2,16.8,,,,,,2.6,2.0,No precipitation,6,,,,
12.02.2020 02:00,5.8,753.9,763.6,,82,Wind blowing from the north-northwest,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,16.8,,,2500 or more  or no clouds.,,,6.0,3.0,No precipitation,12,,,,
11.02.2020 20:00,9.5,753.6,763.5,1.1,66,Wind blowing from the north-west,0,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,16.8,,,2500 or more  or no clouds.,,,8.0,3.5,No precipitation,12,,,,
11.02.2020 17:00,15.7,752.5,762.3,,44,Wind blowing from the north-west,2,,,40%., ,,,,,,,2500 or more  or no clouds.,,,9.0,3.5,,,,,,
11.02.2020 14:00,15.5,753.1,762.8,-2.0,40,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,16.9,,,,,,9.0,2.0,No precipitation,12,,,,
11.02.2020 11:00,12.8,755.1,764.8,,48,Wind blowing from the north-northwest,3,,5,no clouds, ,,,3.8,17.3,,,,,,10.0,2.1,No precipitation,6,,,,
11.02.2020 08:00,4.4,754.8,764.7,0.8,83,Wind blowing from the north-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,17.3,,,,,,8.0,1.8,No precipitation,12,,,,
11.02.2020 05:00,7.7,754.0,763.7,,67,Wind blowing from the west,1,,,, ,,,,,,,,,,10.0,1.8,,,,,,
11.02.2020 02:00,9.7,754.6,764.3,,47,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,17.3,,,2500 or more  or no clouds.,,,11.0,-1.1,No precipitation,12,,,,
10.02.2020 20:00,10.8,754.6,764.6,0.4,49,Wind blowing from the north-east,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,17.3,,,2500 or more  or no clouds.,,,10.0,0.5,No precipitation,12,,,,
10.02.2020 17:00,14.5,754.2,764.1,,39,Wind blowing from the north-west,2,,,90  or more  but not 100%, ,,,,,,,,,,10.0,0.7,,,,,,
10.02.2020 14:00,17.0,754.8,764.6,-1.9,25,Wind blowing from the north-northwest,2,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,17.3,,,2500 or more  or no clouds.,,,10.0,-3.2,No precipitation,12,,,,
10.02.2020 11:00,14.6,756.7,766.6,,34,Wind blowing from the north-northeast,1,,3,no clouds, ,,,1.0,16.6,,,,,,9.0,-1.1,No precipitation,6,,,,
10.02.2020 08:00,1.8,756.7,766.6,-0.3,84,Wind blowing from the west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,16.6,,,2500 or more  or no clouds.,,,8.0,-0.6,No precipitation,12,,,,
10.02.2020 05:00,1.6,757.0,766.9,,78,Wind blowing from the south,1,,,, ,,,,,,,,,,9.0,-1.8,,,,,,
10.02.2020 02:00,1.9,758.1,768.0,,75,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,16.6,,,2500 or more  or no clouds.,,,10.0,-2.1,No precipitation,12,,,,
09.02.2020 20:00,9.4,758.7,768.7,-0.6,44,Wind blowing from the west-northwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,16.6,,,,,,11.0,-2.2,No precipitation,12,,,,
09.02.2020 17:00,15.5,759.3,769.3,,30,Wind blowing from the west,3,,,no clouds, ,,,,,,,,,,10.0,-2.0,,,,,,
09.02.2020 14:00,15.4,760.7,770.7,-3.0,33,Wind blowing from the west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,15.5,,,,,,9.0,-0.8,No precipitation,12,,,,
09.02.2020 11:00,11.8,763.7,773.8,,47,Wind blowing from the west,4,,,no clouds, ,,,,,,,,,,9.0,0.9,,,,,,
09.02.2020 08:00,0.8,763.8,774.0,0.2,91,Wind blowing from the west,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,11.7,,,,,,7.0,-0.5,No precipitation,12,,,,
09.02.2020 05:00,-1.3,763.6,773.8,,91,Wind blowing from the south-east,1,,3,,Mist. ,,,-2.5,11.7,,,,,,5.0,-2.6,No precipitation,6,,,,
09.02.2020 02:00,-0.3,764.6,774.7,,89,Wind blowing from the east,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,11.7,,,2500 or more  or no clouds.,,,3.6,-1.9,No precipitation,12,,,,
08.02.2020 20:00,5.4,764.3,774.6,0.7,68,Wind blowing from the south-east,3,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,11.7,,,2500 or more  or no clouds.,,,6.0,0.0,No precipitation,12,,,,
08.02.2020 17:00,10.7,763.6,773.8,,43,Wind blowing from the east,1,,,no clouds, ,,,,,,,,,,8.0,-1.4,,,,,,
08.02.2020 14:00,10.5,764.0,774.1,-1.8,49,Wind blowing from the north,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,10.5,,,,,,8.0,0.0,No precipitation,12,,,,
08.02.2020 11:00,7.0,765.8,775.9,,58,Wind blowing from the north-northwest,1,,3,no clouds, ,,,-2.5,7.0,,,,,,9.0,-0.9,No precipitation,6,,,,
08.02.2020 08:00,-1.8,764.9,775.2,1.0,91,Wind blowing from the south-southwest,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,5.1,,,2500 or more  or no clouds.,,,7.0,-3.1,No precipitation,12,,,,
08.02.2020 05:00,-1.6,763.9,774.1,,91,Wind blowing from the south-southeast,1,,3,,Mist. ,,,-1.8,5.1,,,,,,7.0,-2.9,No precipitation,6,,,,
08.02.2020 02:00,0.2,764.5,774.7,,87,Wind blowing from the west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,5.1,,,2500 or more  or no clouds.,,,6.0,-1.7,No precipitation,12,,,,
07.02.2020 20:00,4.4,763.6,773.8,,74,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,5.1,,,2500 or more  or no clouds.,,,9.0,0.2,No precipitation,12,,,,
07.02.2020 17:00,5.0,762.4,772.6,,68,Wind blowing from the north,1,,,90  or more  but not 100%, ,,,,,,,,,,8.0,-0.4,,,,,,
07.02.2020 14:00,4.0,762.9,773.1,-1.6,75,Wind blowing from the west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,4.2,,,2500 or more  or no clouds.,,,7.0,0.0,No precipitation,12,,,,
07.02.2020 11:00,1.7,764.5,774.8,,91,Wind blowing from the west-northwest,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,1.7,,,,,,5.0,0.4,No precipitation,6,,,,
07.02.2020 08:00,0.0,764.0,774.4,0.6,91,Wind blowing from the north-west,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,0.2,,,2500 or more  or no clouds.,,,4.0,-1.3,No precipitation,12,,,,
07.02.2020 05:00,-0.2,763.4,773.7,,91,Wind blowing from the north-west,2,,7,,Mist. ,,,,,,,,,,4.1,-1.5,No precipitation,6,,,,
07.02.2020 02:00,-0.4,763.8,774.1,,91,Wind blowing from the north-northwest,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,2.3,-1.7,0.1,12,,,,
06.02.2020 20:00,-0.4,763.9,774.2,1.5,91,Wind blowing from the north,4,,8,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,0.2,,,2500 or more  or no clouds.,,,2.3,-1.7,0.1,12,,,,
06.02.2020 17:00,-0.3,762.4,772.7,,91,Wind blowing from the north-northwest,4,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,0.6,,,2500 or more  or no clouds.,,,2.7,-1.6,No precipitation,6,,,,
06.02.2020 14:00,-0.2,762.4,772.7,-1.1,90,Wind blowing from the north-northwest,4,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,,,,2500 or more  or no clouds.,,,5.0,-1.6,2.0,12,,,,
06.02.2020 11:00,0.0,763.5,773.8,,91,Wind blowing from the north-northeast,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,,,,2500 or more  or no clouds.,,,6.0,-1.3,0.1,6,,,,
06.02.2020 08:00,-0.7,763.0,773.3,0.4,91,Wind blowing from the north-northwest,2,,8,100%.,Mist. ,Snow and/or other types of solid precipitation,Rain.,-1.1,,,,2500 or more  or no clouds.,,,6.0,-2.0,2.0,12,,,,
06.02.2020 05:00,-0.9,762.6,772.9,,91,Wind blowing from the north-northwest,2,,8,,Intermittent fall of snowflakes  slight at time of observation. ,,,-1.1,1.6,,,,,,5.0,-2.2,2.0,6,,,,
06.02.2020 02:00,-0.5,763.0,773.3,,80,Wind blowing from the north-west,3,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,1.6,,,2500 or more  or no clouds.,,,5.0,-3.5,No precipitation,12,,,,
05.02.2020 20:00,-0.1,762.4,772.7,0.9,91,Wind blowing from the north-northwest,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,,,,2500 or more  or no clouds.,,,2.3,-1.4,No precipitation,12,,,,
05.02.2020 17:00,0.5,761.5,771.8,,87,Wind blowing from the north,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,,,,2500 or more  or no clouds.,,,3.2,-1.4,No precipitation,6,,,,
05.02.2020 14:00,1.5,761.8,772.1,-1.8,74,Wind blowing from the north,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,,,,2500 or more  or no clouds.,,,5.0,-2.6,No precipitation,12,,,,
05.02.2020 11:00,1.0,763.6,773.8,,75,Wind blowing from the north,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,,,,2500 or more  or no clouds.,,,5.0,-2.9,No precipitation,6,,,,
05.02.2020 08:00,0.5,763.0,773.2,0.7,77,Wind blowing from the north,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,15.5,,,2500 or more  or no clouds.,,,4.9,-3.1,No precipitation,12,,,,
05.02.2020 05:00,-0.2,762.3,772.3,,79,Wind blowing from the north-west,3,,6,,Mist. ,,,-1.2,15.5,,,,,,4.4,-3.4,No precipitation,6,,,,
05.02.2020 02:00,0.4,762.2,772.2,,74,Wind blowing from the north-west,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,15.5,,,2500 or more  or no clouds.,,,5.0,-3.7,No precipitation,12,,,,
04.02.2020 20:00,6.9,759.8,769.9,2.6,61,Wind blowing from the north,2,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,15.5,,,2500 or more  or no clouds.,,,5.0,-0.1,No precipitation,12,,,,
04.02.2020 17:00,13.2,757.2,767.2,,43,Wind blowing from the north-northeast,2,,6,10%  or less  but not 0,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,15.5,,,2500 or more  or no clouds.,,,7.0,0.9,No precipitation,6,,,,
04.02.2020 14:00,14.9,757.0,766.9,-1.5,33,Wind blowing from the north-northwest,3,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,15.0,,,,,,7.0,-1.2,No precipitation,12,,,,
04.02.2020 11:00,11.6,758.5,768.5,,47,Wind blowing from the north-northeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,11.7,,,,,,6.0,0.7,No precipitation,6,,,,
04.02.2020 08:00,-0.2,758.0,768.1,0.5,90,Wind blowing from the north-northwest,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,10.4,,,,,,4.1,-1.6,No precipitation,12,,,,
04.02.2020 05:00,-0.1,757.5,767.5,,88,Wind blowing from the south-southwest,0,,4,,Mist. ,,,-0.4,10.4,,,,,,3.9,-1.8,No precipitation,6,,,,
04.02.2020 02:00,1.7,758.3,768.4,,83,Wind blowing from the north,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,10.4,,,2500 or more  or no clouds.,,,4.4,-0.9,No precipitation,12,,,,
03.02.2020 20:00,5.2,759.5,769.6,0.2,66,Wind blowing from the south-east,2,,4,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,10.4,,,2500 or more  or no clouds.,,,5.0,-0.8,No precipitation,12,,,,
03.02.2020 17:00,9.3,759.3,769.3,,49,Wind blowing from the east-southeast,2,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,11.2,,,2500 or more  or no clouds.,,,6.0,-1.1,No precipitation,6,,,,
