Local time in Benxi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 14:00,4.0,753.9,771.8,-1.0,45,Wind blowing from the north-northeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,4.6,,,,,,14.0,-7.1,No precipitation,12,,,,
19.02.2020 11:00,-1.8,754.9,773.0,,61,Wind blowing from the east,1,,4,no clouds, ,,,-10.1,2.4,,,,,,14.0,-8.5,No precipitation,6,,,,
19.02.2020 08:00,-8.7,754.7,772.9,1.0,79,Wind blowing from the east,3,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,2.4,,,2500 or more  or no clouds.,,,11.0,-11.8,No precipitation,12,,,,
19.02.2020 05:00,-9.8,753.7,771.7,,86,Wind blowing from the east,2,,3,, ,,,-18.5,2.4,,,,,,9.0,-11.8,No precipitation,6,,,,
19.02.2020 02:00,-8.3,753.5,771.5,,83,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.4,,,2500 or more  or no clouds.,,,13.0,-10.7,No precipitation,12,,,,
18.02.2020 20:00,-3.5,752.4,770.8,0.7,70,Wind blowing from the east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,2.4,,,,,,21.0,-8.2,No precipitation,12,,,,
18.02.2020 17:00,0.6,751.7,770.0,,49,Wind blowing from the west,2,,7,no clouds, ,,,-18.5,2.4,,,,,,30.0,-8.9,No precipitation,6,,,,
18.02.2020 14:00,1.7,751.5,769.7,-1.6,42,Wind blowing from the west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,1.9,,,,,,30.0,-10.1,No precipitation,12,,,,
18.02.2020 11:00,-6.2,753.1,771.6,,54,Wind blowing from the east,1,,,no clouds, ,,,-18.5,-6.2,,,,,,15.0,-14.0,No precipitation,6,,,,
18.02.2020 08:00,-16.6,753.9,772.6,0.3,75,Wind blowing from the east,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-7.3,,,,,,10.0,-20.1,No precipitation,12,,,,
18.02.2020 05:00,-18.1,753.6,772.3,,81,Wind blowing from the east,2,,,, ,,,-18.2,-7.3,,,,,,13.0,-20.6,No precipitation,6,,,,
18.02.2020 02:00,-17.2,753.1,771.7,,79,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-7.3,,,2500 or more  or no clouds.,,,14.0,-20.0,No precipitation,12,,,,
17.02.2020 20:00,-11.5,752.7,771.4,1.0,65,Wind blowing from the east,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-7.3,,,,,,30.0,-16.8,No precipitation,12,,,,
17.02.2020 17:00,-8.4,751.7,770.2,,45,Wind blowing from the north-west,2,,8,no clouds, ,,,-16.2,-7.3,,,,,,30.0,-18.2,No precipitation,6,,,,
17.02.2020 14:00,-8.3,750.7,769.1,-0.2,47,Wind blowing from the north-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-5.8,,,,,,30.0,-17.6,No precipitation,12,,,,
17.02.2020 11:00,-10.3,750.9,769.3,,51,Wind blowing from the north-west,2,,,no clouds, ,,,,,,,,,,30.0,-18.5,,,,,,
17.02.2020 08:00,-14.8,750.9,769.4,0.5,67,Wind blowing from the north-northwest,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-5.8,,,,,,30.0,-19.6,No precipitation,12,,,,
17.02.2020 05:00,-15.0,750.4,768.8,,67,Wind blowing from the north,2,,9,, ,,,-15.0,-5.8,,,,,,30.0,-19.8,No precipitation,6,,,,
17.02.2020 02:00,-13.7,750.1,768.4,,64,Wind blowing from the north-northwest,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-5.8,,,2500 or more  or no clouds.,,,30.0,-19.2,No precipitation,12,,,,
16.02.2020 20:00,-9.8,750.1,768.4,1.2,52,Wind blowing from the north-west,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,-5.8,,,,,,30.0,-18.0,0.6,12,,,,
16.02.2020 17:00,-7.8,748.9,767.1,,45,Wind blowing from the north,3,,12,no clouds, ,,,-10.3,-5.8,,,,,,25.0,-17.9,0.6,6,,,,
16.02.2020 14:00,-5.8,746.6,764.7,0.1,50,Wind blowing from the north,4,,10,70 – 80%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-10.3,-5.8,,,1000-1500,,,23.0,-14.6,3.0,12,,,,
16.02.2020 11:00,-8.6,746.5,764.6,,79,Wind blowing from the north-west,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-10.3,-6.1,,,1000-1500,,,2.0,-11.6,0.9,6,,,,
16.02.2020 08:00,-10.0,745.8,763.9,0.8,84,Wind blowing from the north-northwest,2,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-10.3,-6.1,,,1000-1500,,,2.1,-12.2,3.0,12,,,,
16.02.2020 05:00,-9.1,745.0,763.0,,86,Wind blowing from the north-northwest,3,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-9.1,-6.1,,,,,,2.5,-11.0,2.0,6,,,,
16.02.2020 02:00,-8.2,746.0,764.1,,83,Wind blowing from the north,3,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-8.2,-6.1,,,2500 or more  or no clouds.,,,3.0,-10.6,4.0,12,,,,
15.02.2020 20:00,-7.2,748.5,766.6,0.2,84,Wind blowing from the north-northwest,1,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-7.7,-4.9,,,1000-1500,,,3.8,-9.4,9.0,12,,,,
15.02.2020 17:00,-6.8,748.3,766.4,,87,Wind blowing from the north-northwest,2,,,100%.,Intermittent fall of snowflakes  heavy at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-7.7,-4.7,,,1000-1500,,,2.5,-8.6,6.0,6,,,,
15.02.2020 14:00,-6.2,749.4,767.5,-1.4,86,Wind blowing from the north-northwest,1,,4,100%.,Intermittent fall of snowflakes  heavy at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-7.7,,,,1000-1500,,,2.4,-8.2,10.0,12,,,,
15.02.2020 11:00,-6.7,750.8,769.0,,87,Wind blowing from the north-northwest,1,,,100%.,Intermittent fall of snowflakes  heavy at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-7.7,,,,1000-1500,,,1.8,-8.5,5.0,6,,,,
15.02.2020 08:00,-7.3,751.9,770.1,-0.1,88,Wind blowing from the west-northwest,2,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-7.4,-2.5,,,1000-1500,,,2.3,-8.9,12.0,12,,,,
15.02.2020 05:00,-6.9,752.0,770.2,,89,Wind blowing from the north-west,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-7.0,-2.5,,,,,,11.0,-8.5,6.0,6,,,,
15.02.2020 02:00,-6.6,753.7,771.9,,91,Wind blowing from the west-northwest,2,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,-2.0,,,2500 or more  or no clouds.,,,1.9,-7.8,9.0,12,,,,
14.02.2020 20:00,-4.9,753.9,771.9,0.2,85,Wind blowing from the north-west,1,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,,,,1000-1500,,,13.0,-7.0,0.2,12,,,,
14.02.2020 17:00,-5.0,753.7,771.7,,87,Wind blowing from the north,3,,8,100%.,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,,,,1000-1500,,,11.0,-6.8,No precipitation,6,,,,
14.02.2020 14:00,-4.2,752.3,770.2,-0.2,90,Wind blowing from the north-northwest,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,,,,1000-1500,,,8.0,-5.6,0.1,12,,,,
14.02.2020 11:00,-3.4,752.5,770.4,,92,Wind blowing from the north-northwest,2,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,,,,1000-1500,,,5.0,-4.5,No precipitation,6,,,,
14.02.2020 08:00,-3.0,751.9,769.6,0.4,95,Wind blowing from the north-northwest,2,,7,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,8.7,,,1000-1500,,,4.0,-3.7,0.1,12,,,,
14.02.2020 05:00,-2.5,751.5,769.0,,94,Wind blowing from the west-northwest,3,,8,,Mist. ,,,-2.5,8.7,,,,,,5.0,-3.3,0.1,6,,,,
14.02.2020 02:00,-2.0,751.7,769.2,,96,Wind blowing from the north-northwest,2,,9,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,8.7,,,2500 or more  or no clouds.,,,3.6,-2.6,No precipitation,12,,,,
13.02.2020 20:00,4.2,748.0,765.4,2.4,88,Wind blowing from the north-west,3,,12,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,8.7,,,1000-1500,,,3.6,2.4,Trace of precipitation,12,,,,
13.02.2020 17:00,6.5,745.6,762.9,,77,Wind blowing from the west-southwest,2,,,100%., ,,,0.6,8.7,,,1000-1500,,,18.0,2.8,No precipitation,6,,,,
13.02.2020 14:00,8.1,744.1,761.3,0.2,70,Wind blowing from the south-southeast,2,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,10.7,,,1000-1500,,,18.0,2.8,No precipitation,12,,,,
13.02.2020 11:00,8.4,743.9,761.1,,68,Wind blowing from the south-southwest,5,,,no clouds, ,,,,,,,,,,14.0,2.8,,,,,,
13.02.2020 08:00,6.1,743.9,761.1,0.8,79,Wind blowing from the south-southwest,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,10.7,,,,,,10.0,2.6,No precipitation,12,,,,
13.02.2020 05:00,1.5,743.1,760.3,,90,Wind blowing from the north-east,2,,5,, ,,,0.6,10.7,,,,,,7.0,0.0,No precipitation,6,,,,
13.02.2020 02:00,1.2,743.5,760.7,,90,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,10.7,,,2500 or more  or no clouds.,,,8.0,-0.3,No precipitation,12,,,,
12.02.2020 20:00,4.3,743.8,761.0,0.3,78,Wind blowing from the east-northeast,1,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,10.7,,,1000-1500,,,15.0,0.8,No precipitation,12,,,,
12.02.2020 17:00,8.3,743.5,760.6,,63,Wind blowing from the south,2,,,50%., ,,,5.2,10.7,,,1000-1500,,,27.0,1.7,No precipitation,6,,,,
12.02.2020 14:00,10.3,744.1,761.1,,58,Wind blowing from the south-southeast,3,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,10.3,,,600-1000,,,29.0,2.4,No precipitation,12,,,,
12.02.2020 11:00,9.6,745.9,763.0,,62,Wind blowing from the south-southeast,3,,12,50%., ,,,5.2,9.7,,,600-1000,,,28.0,2.5,No precipitation,6,,,,
12.02.2020 08:00,6.9,746.5,763.6,0.2,78,Wind blowing from the south-west,3,,16,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,8.4,,,600-1000,,,24.0,3.3,No precipitation,12,,,,
12.02.2020 05:00,5.8,746.3,763.5,,77,Wind blowing from the south-southwest,3,,16,, ,,,,,,,,,,15.0,2.1,No precipitation,6,,,,
12.02.2020 02:00,5.8,747.5,764.7,,73,Wind blowing from the south-west,3,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,8.4,,,2500 or more  or no clouds.,,,13.0,1.3,No precipitation,12,,,,
11.02.2020 20:00,6.0,748.1,765.4,0.3,71,Wind blowing from the south,4,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,8.4,,,,,,9.0,1.0,No precipitation,12,,,,
11.02.2020 17:00,6.0,747.8,765.1,,66,Wind blowing from the south-southwest,4,,15,20–30%., ,,,2.5,8.4,,,600-1000,,,9.0,0.1,No precipitation,6,,,,
11.02.2020 14:00,7.8,748.4,765.7,-1.2,62,Wind blowing from the south-southwest,5,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,10.0,,,,,,10.0,0.8,No precipitation,12,,,,
11.02.2020 11:00,7.8,749.6,766.9,,57,Wind blowing from the south-southwest,2,,13,no clouds, ,,,0.8,10.0,,,,,,9.0,-0.2,No precipitation,6,,,,
11.02.2020 08:00,5.3,749.5,766.9,0.3,70,Wind blowing from the south,4,,13,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,7.0,0.3,No precipitation,12,,,,
11.02.2020 05:00,4.3,749.2,766.6,,70,Wind blowing from the south-southwest,3,,11,,Haze. ,,,,10.0,,,,,,6.0,-0.7,No precipitation,6,,,,
11.02.2020 02:00,3.4,749.9,767.2,,62,Wind blowing from the south,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,10.0,,,2500 or more  or no clouds.,,,10.0,-3.2,No precipitation,12,,,,
10.02.2020 20:00,3.9,749.1,766.9,0.8,53,Wind blowing from the west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,10.0,,,,,,14.0,-4.8,No precipitation,12,,,,
10.02.2020 17:00,6.6,748.3,765.9,,38,Wind blowing from the south-southeast,3,,7,no clouds, ,,,-7.7,10.0,,,,,,23.0,-6.7,No precipitation,6,,,,
10.02.2020 14:00,9.9,748.0,765.5,-1.6,31,Wind blowing from the north-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,9.9,,,,,,20.0,-6.4,No precipitation,12,,,,
10.02.2020 11:00,0.7,749.6,767.4,,53,Wind blowing from the east-southeast,2,,5,no clouds, ,,,-7.7,4.2,,,,,,11.0,-8.0,No precipitation,6,,,,
10.02.2020 08:00,-6.7,749.5,767.5,0.8,77,Wind blowing from the east,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,4.2,,,,,,7.0,-10.1,No precipitation,12,,,,
10.02.2020 05:00,-7.5,748.7,766.6,,81,Wind blowing from the east,2,,4,,Mist. ,,,-12.6,4.2,,,,,,7.0,-10.2,No precipitation,6,,,,
10.02.2020 02:00,-6.6,748.9,766.6,,83,Wind blowing from the east,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,4.2,,,2500 or more  or no clouds.,,,6.0,-9.0,No precipitation,12,,,,
09.02.2020 20:00,-1.4,747.9,766.0,0.5,73,Wind blowing from the north-west,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,4.2,,,,,,7.0,-5.6,No precipitation,12,,,,
09.02.2020 17:00,2.1,747.4,765.3,,58,Wind blowing from the west-southwest,2,,9,no clouds, ,,,-12.6,4.2,,,,,,10.0,-5.3,No precipitation,6,,,,
09.02.2020 14:00,4.0,746.8,764.7,-1.6,46,Wind blowing from the west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,4.1,,,,,,15.0,-6.6,No precipitation,12,,,,
09.02.2020 11:00,-0.1,748.4,766.3,,42,Wind blowing from the south-southwest,3,,8,no clouds, ,,,-12.6,-0.1,,,,,,25.0,-11.5,No precipitation,6,,,,
09.02.2020 08:00,-11.2,750.4,768.7,-1.4,73,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-0.9,,,,,,10.0,-15.1,No precipitation,12,,,,
09.02.2020 05:00,-12.2,751.8,770.0,,77,Wind blowing from the east,3,,4,, ,,,-14.7,-0.9,,,,,,9.0,-15.4,No precipitation,6,,,,
09.02.2020 02:00,-11.5,753.9,772.1,,76,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-0.9,,,2500 or more  or no clouds.,,,13.0,-14.9,No precipitation,12,,,,
08.02.2020 20:00,-6.5,755.9,774.4,0.3,58,Wind blowing from the east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-0.9,,,,,,10.0,-13.4,No precipitation,12,,,,
08.02.2020 17:00,-3.6,755.6,774.0,,45,Wind blowing from the west-northwest,2,,6,no clouds, ,,,-14.7,-0.9,,,,,,30.0,-13.8,No precipitation,6,,,,
08.02.2020 14:00,-1.4,755.4,773.7,-0.9,38,Wind blowing from the west-northwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-1.2,,,,,,30.0,-13.9,No precipitation,12,,,,
08.02.2020 11:00,-4.3,756.3,774.6,,50,Wind blowing from the east-southeast,1,,5,no clouds, ,,,-14.7,-2.5,,,,,,19.0,-13.2,No precipitation,6,,,,
08.02.2020 08:00,-13.8,756.2,774.7,1.1,78,Wind blowing from the east,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-2.5,,,,,,7.0,-16.8,No precipitation,12,,,,
08.02.2020 05:00,-14.1,755.1,773.5,,82,Wind blowing from the east,2,,4,, ,,,-14.2,-2.5,,,,,,10.0,-16.5,No precipitation,6,,,,
08.02.2020 02:00,-12.7,754.9,773.2,,80,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-2.5,,,2500 or more  or no clouds.,,,10.0,-15.4,No precipitation,12,,,,
07.02.2020 20:00,-7.5,754.3,772.6,,63,Wind blowing from the east-northeast,1,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-2.5,,,1000-1500,,,18.0,-13.5,0.2,12,,,,
07.02.2020 17:00,-3.4,753.1,771.3,,63,Wind blowing from the west-southwest,3,,6,90  or more  but not 100%, ,,,-10.6,-2.5,,,1000-1500,,,10.0,-9.6,0.1,6,,,,
07.02.2020 14:00,-2.8,753.3,771.4,-1.1,74,Wind blowing from the west,3,,6,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-2.5,,,1000-1500,,,6.0,-6.8,0.3,12,,,,
07.02.2020 11:00,-4.7,754.4,772.7,,84,Wind blowing from the north-northeast,1,,,70 – 80%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-12.1,-3.5,,,1000-1500,,,3.4,-7.0,0.2,6,,,,
07.02.2020 08:00,-8.7,754.6,772.9,0.3,87,Wind blowing from the east,1,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.5,,,1000-1500,,,3.1,-10.5,0.1,12,,,,
07.02.2020 05:00,-9.6,754.3,772.5,,80,Wind blowing from the east,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-3.5,,,,,,5.0,-12.4,No precipitation,6,,,,
07.02.2020 02:00,-10.2,754.9,773.2,,61,Wind blowing from the east,2,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.5,,,2500 or more  or no clouds.,,,10.0,-16.3,No precipitation,12,,,,
06.02.2020 20:00,-7.5,756.0,774.7,0.7,35,Wind blowing from the west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-3.5,,,,,,17.0,-20.3,No precipitation,12,,,,
06.02.2020 17:00,-4.8,755.3,774.0,,26,Wind blowing from the west,3,,6,no clouds, ,,,-21.6,-3.5,,,,,,30.0,-21.4,No precipitation,6,,,,
06.02.2020 14:00,-5.3,756.4,775.1,-2.8,29,Wind blowing from the west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-5.2,,,,,,19.0,-20.6,No precipitation,12,,,,
06.02.2020 11:00,-11.8,759.2,778.1,,43,Wind blowing from the north,1,,5,no clouds, ,,,-21.6,-11.7,,,,,,21.0,-21.9,No precipitation,6,,,,
06.02.2020 08:00,-20.0,760.9,780.1,-0.3,73,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-11.7,,,,,,13.0,-23.7,No precipitation,12,,,,
06.02.2020 05:00,-21.3,761.2,780.4,,76,Wind blowing from the east,2,,,, ,,,-21.3,-11.7,,,,,,12.0,-24.4,No precipitation,6,,,,
06.02.2020 02:00,-20.0,762.0,781.1,,71,Wind blowing from the east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-11.7,,,2500 or more  or no clouds.,,,12.0,-23.9,No precipitation,12,,,,
05.02.2020 20:00,-16.2,762.0,781.2,1.3,54,Wind blowing from the north-northwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-11.7,,,,,,24.0,-23.4,No precipitation,12,,,,
05.02.2020 17:00,-13.9,760.7,779.8,,39,Wind blowing from the north-northwest,3,,6,no clouds, ,,,-18.9,-11.7,,,,,,30.0,-24.9,No precipitation,6,,,,
05.02.2020 14:00,-12.6,760.3,779.2,-0.8,32,Wind blowing from the north-northwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-9.6,,,,,,30.0,-25.9,No precipitation,12,,,,
05.02.2020 11:00,-14.8,761.1,780.1,,38,Wind blowing from the west-northwest,2,,6,no clouds, ,,,-18.9,-9.5,,,,,,30.0,-26.0,No precipitation,6,,,,
05.02.2020 08:00,-18.2,760.8,779.8,1.1,49,Wind blowing from the north,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-9.5,,,,,,30.0,-26.3,No precipitation,12,,,,
05.02.2020 05:00,-18.0,759.7,778.6,,46,Wind blowing from the north-northwest,3,,7,, ,,,-18.0,-9.5,,,,,,30.0,-26.8,No precipitation,6,,,,
05.02.2020 02:00,-16.6,759.2,778.0,,47,Wind blowing from the north-northwest,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-7.5,,,2500 or more  or no clouds.,,,25.0,-25.3,No precipitation,12,,,,
04.02.2020 20:00,-14.3,757.3,776.1,1.2,42,Wind blowing from the north-east,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-7.5,,,,,,30.0,-24.4,No precipitation,12,,,,
04.02.2020 17:00,-12.3,756.1,774.7,,35,Wind blowing from the north-west,3,,10,no clouds, ,,,-13.3,-5.6,,,,,,30.0,-24.6,No precipitation,6,,,,
04.02.2020 14:00,-10.2,755.2,773.5,-1.1,30,Wind blowing from the north-west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-4.7,,,,,,30.0,-24.5,0.4,12,,,,
