Local time in Shenyang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 14:00,1.4,764.1,769.2,-1.6,52,Wind blowing from the south-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,1.4,,,,,,12.0,-7.6,No precipitation,12,,,,
18.02.2020 11:00,-3.5,765.7,770.8,,51,Wind blowing from the south-east,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-3.5,,,,,,6.0,-12.4,No precipitation,6,,,,
18.02.2020 08:00,-15.0,766.1,771.3,0.2,71,Wind blowing from the north-east,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-5.8,,,,,,4.8,-19.2,No precipitation,12,,,,
18.02.2020 05:00,-18.6,765.9,771.1,,82,Wind blowing from the east-northeast,1,,6,, ,,,-18.7,-5.8,,,,,,10.0,-21.0,No precipitation,6,,,,
18.02.2020 02:00,-17.8,766.0,771.1,0.6,76,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-5.8,,,2500 or more  or no clouds.,,,12.0,-21.0,No precipitation,12,,,,
17.02.2020 23:00,-16.2,765.4,770.6,,74,Wind blowing from the south-east,1,,,,Haze. ,,,-16.2,-5.8,,,,,,6.0,-19.8,No precipitation,6,,,,
17.02.2020 20:00,-11.3,765.5,770.7,0.8,53,Wind blowing from the south-east,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-5.8,,,,,,8.0,-19.0,No precipitation,12,,,,
17.02.2020 17:00,-6.3,764.7,769.8,,33,Wind blowing from the north,4,,8,no clouds, ,,,-14.0,-5.8,,,,,,30.0,-19.9,No precipitation,6,,,,
17.02.2020 14:00,-6.7,763.7,768.8,-0.6,36,Wind blowing from the north,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-5.4,,,,,,30.0,-19.3,No precipitation,12,,,,
17.02.2020 11:00,-9.5,764.3,769.4,,46,Wind blowing from the north,3,,8,no clouds, ,,,-14.0,-5.2,,,,,,27.0,-19.0,No precipitation,6,,,,
17.02.2020 08:00,-13.0,764.4,769.6,0.5,58,Wind blowing from the north,3,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-5.2,,,2500 or more  or no clouds.,,,30.0,-19.7,No precipitation,12,,,,
17.02.2020 05:00,-13.2,763.9,769.0,,58,Wind blowing from the north,3,,12,, ,,,-13.2,-5.2,,,,,,30.0,-19.7,No precipitation,6,,,,
17.02.2020 02:00,-11.8,763.6,768.7,0.2,53,Wind blowing from the north,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-5.2,,,2500 or more  or no clouds.,,,30.0,-19.5,No precipitation,12,,,,
16.02.2020 23:00,-10.3,763.4,768.5,,46,Wind blowing from the north,3,,,, ,,,-10.3,-5.2,,,,,,30.0,-19.7,No precipitation,6,,,,
16.02.2020 20:00,-8.5,763.6,768.7,1.3,45,Wind blowing from the north,4,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,-5.2,,,,,,30.0,-18.3,0.3,12,,,,
16.02.2020 17:00,-6.6,762.3,767.4,,37,Wind blowing from the north,6,,16,40%., ,,,-9.8,-4.7,,,2500 or more  or no clouds.,,,16.0,-18.9,No precipitation,6,,,,
16.02.2020 14:00,-5.9,760.3,765.4,0.5,33,Wind blowing from the north,7,,16,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,-4.7,,,2500 or more  or no clouds.,,,8.0,-19.6,0.7,12,,,,
16.02.2020 11:00,-6.7,759.8,764.8,,48,Wind blowing from the north,5,,14,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,-4.7,,,2500 or more  or no clouds.,,,16.0,-16.1,0.4,6,,,,
16.02.2020 08:00,-9.8,759.5,764.5,0.7,80,Wind blowing from the north,5,,13,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,-4.7,,,600-1000,,,1.6,-12.6,3.0,12,,,,
16.02.2020 05:00,-8.9,758.8,763.8,,73,Wind blowing from the north,5,,,,Continuous fall of snowflakes  slight at time of observation. ,,,-8.9,-4.7,,,,,,5.0,-12.9,2.0,6,,,,
16.02.2020 02:00,-8.0,759.8,764.8,-1.5,82,Wind blowing from the north,5,,12,,Continuous fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-8.7,-4.7,,,2500 or more  or no clouds.,,,2.2,-10.5,3.0,12,,,,
15.02.2020 23:00,-7.3,761.3,766.3,,83,Wind blowing from the north,5,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-8.7,-4.7,,,,,,2.2,-9.8,1.0,6,,,,
15.02.2020 20:00,-6.5,762.1,767.2,0.3,76,Wind blowing from the north,5,,12,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,-4.7,,,1000-1500,,,3.6,-10.0,4.0,12,,,,
15.02.2020 17:00,-4.8,761.8,766.8,,47,Wind blowing from the north,4,,,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-8.7,-4.8,,,1000-1500,,,26.0,-14.4,2.0,6,,,,
15.02.2020 14:00,-6.4,762.5,767.5,-1.8,64,Wind blowing from the north,5,,11,100%.,Continuous fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-8.7,-5.6,,,600-1000,,,3.8,-12.1,5.0,12,,,,
15.02.2020 11:00,-7.5,764.3,769.4,,83,Wind blowing from the north,4,,,100%.,Continuous fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-8.7,,,,600-1000,,,1.5,-9.9,2.0,6,,,,
15.02.2020 08:00,-8.4,765.3,770.4,-0.5,73,Wind blowing from the north,5,,11,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,,,,2500 or more  or no clouds.,,,4.1,-12.4,4.0,12,,,,
15.02.2020 05:00,-7.9,765.8,770.9,,76,Wind blowing from the north,5,,,, ,,,-8.0,-3.6,,,,,,12.0,-11.4,3.0,6,,,,
15.02.2020 02:00,-7.6,767.5,772.6,-0.5,83,Wind blowing from the north,5,,11,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,-3.4,,,2500 or more  or no clouds.,,,3.7,-10.0,3.0,12,,,,
14.02.2020 23:00,-7.3,768.0,773.1,,83,Wind blowing from the north,4,,,,Continuous fall of snowflakes  slight at time of observation. ,,,-7.3,-2.2,,,,,,2.7,-9.7,1.0,6,,,,
14.02.2020 20:00,-7.2,767.8,772.9,0.6,78,Wind blowing from the north,6,,12,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,-0.1,,,600-1000,,,11.0,-10.5,Trace of precipitation,12,,,,
14.02.2020 17:00,-5.8,767.2,772.2,,58,Calm  no wind,0,,,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,,,,600-1000,,,23.0,-12.9,Trace of precipitation,6,,,,
14.02.2020 14:00,-5.9,766.1,771.1,-0.2,68,Wind blowing from the north,5,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,,,,1000-1500,,,19.0,-11.0,No precipitation,12,,,,
14.02.2020 11:00,-5.0,766.3,771.4,,76,Wind blowing from the north,5,,11,100%., ,,,-5.0,,,,1000-1500,,,12.0,-8.7,No precipitation,6,,,,
14.02.2020 08:00,-4.0,765.1,770.1,0.4,78,Wind blowing from the north-northeast,4,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,,,,1000-1500,,,17.0,-7.3,Trace of precipitation,12,,,,
14.02.2020 05:00,-3.6,764.7,769.6,,78,Wind blowing from the north,3,,11,, ,,,-3.6,11.7,,,,,,19.0,-7.0,No precipitation,6,,,,
14.02.2020 02:00,-3.4,765.1,769.9,1.8,81,Wind blowing from the north,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,11.7,,,2500 or more  or no clouds.,,,14.0,-6.3,Trace of precipitation,12,,,,
13.02.2020 23:00,-2.3,763.3,768.1,,90,Wind blowing from the north,5,,9,,Mist. ,,,-2.3,11.7,,,,,,4.2,-3.7,Trace of precipitation,6,,,,
13.02.2020 20:00,-0.1,761.3,766.2,3.2,94,Wind blowing from the north,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,11.7,,,600-1000,,,2.1,-0.9,Trace of precipitation,12,,,,
13.02.2020 17:00,5.8,758.1,762.9,,83,Wind blowing from the north-northwest,3,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,11.7,,,1000-1500,,,2.8,3.1,No precipitation,6,,,,
13.02.2020 14:00,9.9,755.2,760.0,0.3,65,Wind blowing from the south-west,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,12.3,,,1000-1500,,,10.0,3.6,No precipitation,12,,,,
13.02.2020 11:00,10.7,754.9,759.7,,64,Wind blowing from the south-southwest,5,,8,90  or more  but not 100%, ,,,-1.4,12.3,,,1000-1500,,,8.0,4.2,No precipitation,6,,,,
13.02.2020 08:00,6.1,755.0,759.8,0.7,79,Wind blowing from the south-southwest,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,12.3,,,600-1000,,,6.0,2.7,No precipitation,12,,,,
13.02.2020 05:00,4.3,754.3,759.1,,83,Wind blowing from the south-southwest,1,,4,,Mist. ,,,-1.4,12.3,,,,,,7.0,1.7,No precipitation,6,,,,
13.02.2020 02:00,0.3,754.9,759.7,-0.5,98,Wind blowing from the south-east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,12.3,,,2500 or more  or no clouds.,,,2.8,0.0,No precipitation,12,,,,
12.02.2020 23:00,-1.1,755.4,760.2,,96,Wind blowing from the east,1,,,,Mist. ,,,-1.1,12.3,,,,,,2.7,-1.7,No precipitation,6,,,,
12.02.2020 20:00,1.1,755.5,760.3,0.5,89,Wind blowing from the north-northeast,1,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,12.3,,,,,,3.9,-0.5,No precipitation,12,,,,
12.02.2020 17:00,8.4,755.0,759.8,,63,Wind blowing from the south,2,,8,40%., ,,,3.7,12.3,,,1000-1500,,,14.0,1.8,No precipitation,6,,,,
12.02.2020 14:00,12.1,755.3,760.0,-2.0,53,Wind blowing from the south,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,12.3,,,1000-1500,,,19.0,2.8,No precipitation,12,,,,
12.02.2020 11:00,10.7,757.3,762.1,,61,Wind blowing from the south-southwest,4,,7,20–30%., ,,,3.7,11.1,,,1000-1500,,,22.0,3.3,No precipitation,6,,,,
12.02.2020 08:00,4.6,758.0,762.8,0.1,76,Wind blowing from the south,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,8.0,0.7,No precipitation,12,,,,
12.02.2020 05:00,4.3,757.9,762.7,,76,Wind blowing from the south-southwest,2,,7,, ,,,,11.1,,,,,,10.0,0.4,No precipitation,6,,,,
12.02.2020 02:00,5.1,758.5,763.3,-0.5,71,Wind blowing from the south-southwest,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,11.1,,,2500 or more  or no clouds.,,,8.0,0.3,No precipitation,12,,,,
11.02.2020 23:00,5.0,759.0,763.8,,70,Wind blowing from the south,3,,,,Haze. ,,,-4.6,11.1,,,,,,7.0,0.0,No precipitation,6,,,,
11.02.2020 20:00,4.7,759.1,763.9,0.6,70,Wind blowing from the south,3,,11,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,11.1,,,,,,6.0,-0.3,No precipitation,12,,,,
11.02.2020 17:00,7.5,758.5,763.4,,59,Wind blowing from the south,4,,11,no clouds, ,,,-4.6,11.1,,,,,,8.0,0.0,No precipitation,6,,,,
11.02.2020 14:00,11.0,758.9,763.8,-1.5,50,Wind blowing from the south,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,11.1,,,2500 or more  or no clouds.,,,8.0,1.0,No precipitation,12,,,,
11.02.2020 11:00,9.6,760.4,765.3,,53,Wind blowing from the south,4,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,9.6,,,,,,7.0,0.5,No precipitation,6,,,,
11.02.2020 08:00,-1.3,760.5,765.4,0.2,96,Wind blowing from the south-southwest,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,,,,,,,3.3,-1.9,No precipitation,12,,,,
11.02.2020 05:00,-3.8,760.3,765.1,,94,Wind blowing from the west-southwest,1,,2,,Mist. ,,,-7.2,8.5,,,,,,3.8,-4.6,No precipitation,6,,,,
11.02.2020 02:00,-4.3,761.2,766.1,0.0,91,Wind blowing from the south-east,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,8.5,,,2500 or more  or no clouds.,,,3.0,-5.5,No precipitation,12,,,,
10.02.2020 23:00,-3.6,761.2,766.2,,84,Calm  no wind,0,,,,Mist. ,,,-7.2,8.5,,,,,,2.3,-5.9,No precipitation,6,,,,
10.02.2020 20:00,-1.7,760.9,766.0,0.6,76,Wind blowing from the south,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,8.5,,,,,,2.0,-5.5,No precipitation,12,,,,
10.02.2020 17:00,4.7,760.3,765.2,,47,Wind blowing from the south-southwest,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,8.5,,,,,,4.8,-5.9,No precipitation,6,,,,
10.02.2020 14:00,6.9,760.4,765.3,-1.4,44,Wind blowing from the north-east,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,7.0,,,,,,5.0,-4.5,No precipitation,12,,,,
10.02.2020 11:00,1.1,761.8,766.8,,67,Wind blowing from the east-northeast,2,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,5.0,,,,,,3.0,-4.5,No precipitation,6,,,,
10.02.2020 08:00,-6.9,761.8,766.8,0.8,95,Wind blowing from the east-northeast,2,,5,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,5.0,,,50-100,,,0.6,-7.6,No precipitation,12,,,,
10.02.2020 05:00,-5.2,761.0,766.0,,98,Wind blowing from the east-southeast,1,,,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-15.4,5.0,,,,,,less than 0.1,-5.5,No precipitation,6,,,,
10.02.2020 02:00,-3.5,761.1,766.0,0.2,97,Wind blowing from the south-west,1,,7,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.0,,,2500 or more  or no clouds.,,,0.5,-3.9,No precipitation,12,,,,
09.02.2020 23:00,-1.8,760.9,765.9,,90,Wind blowing from the south-west,2,,,,Mist. ,,,,5.0,,,,,,1.2,-3.2,No precipitation,6,,,,
09.02.2020 20:00,-0.4,760.2,765.2,0.6,79,Wind blowing from the west-southwest,3,,11,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,5.0,,,,,,2.0,-3.6,No precipitation,12,,,,
09.02.2020 17:00,2.4,759.6,764.6,,64,Wind blowing from the south-west,3,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,5.0,,,2500 or more  or no clouds.,,,4.2,-3.7,No precipitation,6,,,,
09.02.2020 14:00,4.5,759.1,764.2,-1.5,45,Wind blowing from the west,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,4.5,,,,,,14.0,-6.4,No precipitation,12,,,,
09.02.2020 11:00,0.6,760.6,765.7,,63,Wind blowing from the south-west,7,,,60%., ,,,-15.4,0.6,,,2500 or more  or no clouds.,,,11.0,-5.8,No precipitation,6,,,,
09.02.2020 08:00,-11.9,762.2,767.3,-1.9,86,Wind blowing from the east,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-1.8,,,2500 or more  or no clouds.,,,4.4,-13.8,No precipitation,12,,,,
09.02.2020 05:00,-15.2,764.1,769.2,,86,Wind blowing from the east,1,,4,,Mist. ,,,-15.3,-1.8,,,,,,6.0,-17.1,No precipitation,6,,,,
09.02.2020 02:00,-13.9,766.5,771.6,-1.3,84,Wind blowing from the east-southeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-1.8,,,2500 or more  or no clouds.,,,7.0,-16.0,No precipitation,12,,,,
08.02.2020 23:00,-12.7,767.8,772.9,,77,Calm  no wind,0,,,,Mist. ,,,-15.3,-1.8,,,,,,5.0,-16.0,No precipitation,6,,,,
08.02.2020 20:00,-7.2,768.9,774.1,0.0,56,Wind blowing from the north-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-1.8,,,,,,16.0,-14.5,No precipitation,12,,,,
08.02.2020 17:00,-3.7,768.9,774.0,,45,Wind blowing from the north,2,,5,no clouds, ,,,-15.3,-1.8,,,,,,26.0,-13.9,No precipitation,6,,,,
08.02.2020 14:00,-2.5,769.0,774.1,-0.8,34,Wind blowing from the north,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-1.8,,,,,,28.0,-16.2,No precipitation,12,,,,
08.02.2020 11:00,-5.1,769.8,775.0,,41,Wind blowing from the north-east,2,,4,no clouds, ,,,-15.3,-1.8,,,,,,11.0,-16.3,No precipitation,6,,,,
08.02.2020 08:00,-12.8,769.5,774.7,1.2,82,Wind blowing from the east-northeast,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,,,,,,,4.4,-15.2,No precipitation,12,,,,
08.02.2020 05:00,-12.8,768.3,773.4,,74,Wind blowing from the north-east,2,,4,,Haze. ,,,-15.0,-1.8,,,,,,4.3,-16.5,No precipitation,6,,,,
08.02.2020 02:00,-14.9,767.9,773.0,0.4,80,Wind blowing from the north-east,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-1.8,,,2500 or more  or no clouds.,,,7.0,-17.6,No precipitation,12,,,,
07.02.2020 23:00,-12.4,767.5,772.6,,69,Wind blowing from the south-east,0,,,, ,,,-12.4,-1.8,,,,,,14.0,-16.9,No precipitation,6,,,,
07.02.2020 20:00,-9.9,767.3,772.4,0.8,61,Wind blowing from the north-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-1.8,,,,,,11.0,-16.0,0.1,12,,,,
07.02.2020 17:00,-4.5,766.5,771.5,,40,Wind blowing from the north-northwest,2,,5,no clouds, ,,,-12.0,-1.8,,,,,,23.0,-16.1,No precipitation,6,,,,
07.02.2020 14:00,-2.0,766.1,771.1,-1.2,38,Wind blowing from the north-northwest,3,,5,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-1.8,,,,,,12.0,-14.4,0.1,12,,,,
07.02.2020 11:00,-4.1,767.3,772.4,,69,Wind blowing from the west,2,,4,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-4.1,,,600-1000,,,8.0,-9.1,0.1,6,,,,
07.02.2020 08:00,-6.0,767.2,772.3,0.5,78,Wind blowing from the west-southwest,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-6.0,,,1000-1500,,,12.0,-9.2,No precipitation,12,,,,
07.02.2020 05:00,-6.4,766.7,771.8,,66,Wind blowing from the south-west,1,,7,, ,,,,-6.3,,,,,,18.0,-11.7,No precipitation,6,,,,
07.02.2020 02:00,-9.2,767.2,772.3,-0.9,61,Wind blowing from the north-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-6.3,,,2500 or more  or no clouds.,,,12.0,-15.5,No precipitation,12,,,,
06.02.2020 23:00,-10.4,768.1,773.2,,58,Wind blowing from the east,1,,,,Haze. ,,,-22.0,-6.3,,,,,,5.0,-17.1,No precipitation,6,,,,
06.02.2020 20:00,-8.4,768.7,773.9,0.2,44,Wind blowing from the south-west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-6.3,,,,,,14.0,-18.5,No precipitation,12,,,,
06.02.2020 17:00,-6.9,768.5,773.8,,31,Wind blowing from the south-west,2,,5,no clouds, ,,,-22.0,-6.3,,,,,,11.0,-21.2,No precipitation,6,,,,
06.02.2020 14:00,-7.9,769.9,775.1,-3.0,33,Wind blowing from the west-southwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-7.9,,,,,,18.0,-21.4,No precipitation,12,,,,
06.02.2020 11:00,-13.2,772.9,778.3,,51,Wind blowing from the west-southwest,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-12.3,,,,,,5.0,-21.2,No precipitation,6,,,,
06.02.2020 08:00,-20.9,774.4,779.8,-0.6,72,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-12.3,,,2500 or more  or no clouds.,,,2.2,-24.6,No precipitation,12,,,,
06.02.2020 05:00,-21.3,775.0,780.4,,75,Wind blowing from the east-northeast,2,,,,Haze. ,,,-21.4,-12.3,,,,,,1.9,-24.6,No precipitation,6,,,,
06.02.2020 02:00,-19.8,775.8,781.1,0.0,62,Wind blowing from the east-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-12.3,,,2500 or more  or no clouds.,,,10.0,-25.2,No precipitation,12,,,,
05.02.2020 23:00,-19.2,775.8,781.1,,57,Wind blowing from the north-east,1,,,, ,,,,,,,,,,19.0,-25.6,,,,,,
05.02.2020 20:00,-15.8,775.8,781.1,1.1,47,Wind blowing from the north-east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-12.3,,,,,,28.0,-24.5,No precipitation,12,,,,
05.02.2020 17:00,-14.3,774.7,780.0,,43,Wind blowing from the north-east,2,,6,no clouds, ,,,-18.0,-12.1,,,,,,29.0,-24.2,No precipitation,6,,,,
05.02.2020 14:00,-12.7,774.2,779.5,-0.8,37,Wind blowing from the north-east,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-10.2,,,,,,30.0,-24.4,No precipitation,12,,,,
05.02.2020 11:00,-14.2,775.0,780.2,,36,Wind blowing from the north-northwest,2,,9,no clouds, ,,,-18.0,-9.9,,,,,,28.0,-26.0,No precipitation,6,,,,
05.02.2020 08:00,-17.3,774.6,779.9,1.4,41,Wind blowing from the north-northeast,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-9.9,,,,,,30.0,-27.4,No precipitation,12,,,,
