Local time in Qingdao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.02.2020 17:00,-1.7,762.7,770.2,,62,Wind blowing from the north-northwest,8,,18,70 – 80%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,-0.9,,,2500 or more  or no clouds.,,,30.0,-8.2,No precipitation,6,,,,
16.02.2020 14:00,-1.3,761.2,768.6,-0.9,62,Wind blowing from the north-west,8,,18,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,-0.9,,,2500 or more  or no clouds.,,,30.0,-7.8,No precipitation,12,,,,
16.02.2020 11:00,-2.3,762.1,769.6,,62,Wind blowing from the north-west,6,,18,20–30%., ,,,-4.8,-1.3,,,2500 or more  or no clouds.,,,26.0,-8.6,No precipitation,6,,,,
16.02.2020 08:00,-4.4,761.8,769.3,0.9,66,Wind blowing from the west-northwest,7,,18,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,-1.3,,,,,,30.0,-9.8,No precipitation,12,,,,
16.02.2020 05:00,-4.0,760.9,768.3,,64,Wind blowing from the west-northwest,9,,,, ,,,-4.0,,,,,,,30.0,-9.8,No precipitation,6,,,,
16.02.2020 02:00,-3.0,761.2,768.7,-0.5,64,Wind blowing from the north-west,6,,21,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,,,,2500 or more  or no clouds.,,,30.0,-9.0,0.7,12,,,,
15.02.2020 23:00,-2.7,761.7,769.1,,64,Wind blowing from the north-west,7,,,, ,,,-3.0,,,,,,,30.0,-8.6,No precipitation,6,,,,
15.02.2020 20:00,-2.6,761.9,769.3,0.3,70,Wind blowing from the north-northwest,9,,21,50%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,,,,2500 or more  or no clouds.,,,26.0,-7.3,4.0,12,,,,
15.02.2020 17:00,-2.4,761.6,769.0,,86,Wind blowing from the north-northwest,9,,21,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-3.0,,,,2500 or more  or no clouds.,,,0.8,-4.4,0.7,6,,,,
15.02.2020 14:00,-1.6,760.8,768.1,-1.4,81,Wind blowing from the north-northwest,11,,19,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-2.5,9.4,,,2500 or more  or no clouds.,,,11.0,-4.4,14.0,12,,,,
15.02.2020 11:00,-2.1,762.2,769.6,,93,Wind blowing from the north-northwest,10,,,100%.,Continuous fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-2.5,9.4,,,2500 or more  or no clouds.,,,5.0,-3.1,10.0,6,,,,
15.02.2020 08:00,-1.5,761.6,768.9,1.2,96,,,,,100%.,Continuous fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-1.7,9.4,,,2500 or more  or no clouds.,,,2.4,-2.1,13.0,12,,,,
15.02.2020 05:00,0.6,760.4,767.6,,97,Wind blowing from the north-northwest,9,,,,Rain  not freezing  continuous  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,9.4,,,,,,2.9,0.2,5.0,6,,,,
15.02.2020 02:00,2.3,760.0,767.2,0.2,97,Wind blowing from the north-west,5,,12,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,9.4,,,2500 or more  or no clouds.,,,2.2,1.9,2.0,12,,,,
14.02.2020 23:00,3.8,759.8,767.0,,96,Wind blowing from the west-northwest,6,,,,Mist. ,,,3.8,9.4,,,,,,3.2,3.2,1.0,6,,,,
14.02.2020 20:00,9.1,758.5,765.7,1.6,90,Wind blowing from the east-southeast,4,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,9.4,,,2500 or more  or no clouds.,,,16.0,7.5,No precipitation,12,,,,
14.02.2020 17:00,9.2,756.9,764.0,,91,Wind blowing from the east-southeast,5,,13,100%., ,,,6.5,9.4,,,2500 or more  or no clouds.,,,18.0,7.8,No precipitation,6,,,,
14.02.2020 14:00,8.8,756.1,763.3,-0.4,97,Wind blowing from the east-southeast,4,,13,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,9.3,,,2500 or more  or no clouds.,,,4.3,8.4,0.3,12,,,,
14.02.2020 11:00,9.1,756.5,763.6,,95,Wind blowing from the east-southeast,6,,13,100%., ,,,6.4,10.0,,,2500 or more  or no clouds.,,,10.0,8.3,No precipitation,6,,,,
14.02.2020 08:00,9.1,756.1,763.3,0.6,97,Wind blowing from the south-east,6,,13,100%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,6.4,10.0,,,2500 or more  or no clouds.,,,9.0,8.6,0.3,12,,,,
14.02.2020 05:00,8.0,755.5,762.7,,99,Wind blowing from the east-southeast,5,,10,,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,6.2,10.0,,,,,,1.6,7.9,0.3,6,,,,
14.02.2020 02:00,8.1,755.9,763.0,,99,Wind blowing from the east-southeast,4,,10,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,10.0,,,2500 or more  or no clouds.,,,0.7,8.0,No precipitation,12,,,,
13.02.2020 23:00,7.2,756.4,763.6,,99,Wind blowing from the south-southeast,3,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,5.2,10.0,,,,,,0.1,7.1,No precipitation,6,,,,
13.02.2020 20:00,6.8,756.1,763.2,1.4,98,Wind blowing from the south-southeast,4,,10,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,10.0,,,2500 or more  or no clouds.,,,0.1,6.5,No precipitation,12,,,,
13.02.2020 17:00,6.4,754.7,761.8,,96,Wind blowing from the south-southeast,5,,9,100%.,Fog or ice fog  sky invisible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,10.0,,,2500 or more  or no clouds.,,,0.1,5.8,No precipitation,6,,,,
13.02.2020 14:00,9.3,754.9,762.1,-1.2,86,Wind blowing from the south-southeast,4,,9,70 – 80%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,13.8,,,2500 or more  or no clouds.,,,5.0,7.1,No precipitation,12,,,,
13.02.2020 11:00,8.6,756.1,763.3,,98,Wind blowing from the south-southeast,3,,7,60%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,,,,2500 or more  or no clouds.,,,4.4,8.3,No precipitation,6,,,,
13.02.2020 08:00,6.7,756.4,763.5,0.9,99,Wind blowing from the south-southeast,4,,7,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,,,,2500 or more  or no clouds.,,,less than 0.1,6.6,No precipitation,12,,,,
13.02.2020 05:00,6.2,755.5,762.7,,98,Wind blowing from the south-southeast,3,,7,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,5.2,,,,,,,0.2,5.9,No precipitation,6,,,,
13.02.2020 02:00,5.5,755.9,763.0,,98,Wind blowing from the south-southeast,4,,7,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,13.8,,,2500 or more  or no clouds.,,,0.1,5.2,No precipitation,12,,,,
12.02.2020 23:00,5.6,756.0,763.1,,97,Wind blowing from the south-southeast,3,,,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,5.6,13.8,,,,,,0.1,5.2,No precipitation,6,,,,
12.02.2020 20:00,7.0,755.9,763.0,0.9,92,Wind blowing from the south-southeast,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,13.8,,,,,,7.0,5.8,No precipitation,12,,,,
12.02.2020 17:00,8.6,755.0,762.1,,84,Wind blowing from the south,4,,8,no clouds, ,,,6.8,13.8,,,,,,13.0,6.1,No precipitation,6,,,,
12.02.2020 14:00,12.7,754.7,761.8,-1.5,69,Wind blowing from the west,3,,8,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,12.7,,,,,,18.0,7.0,No precipitation,12,,,,
12.02.2020 11:00,7.5,756.2,763.3,,98,Wind blowing from the north-northwest,5,,8,100%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,6.8,,,,2500 or more  or no clouds.,,,1.7,7.2,No precipitation,6,,,,
12.02.2020 08:00,6.9,755.8,763.0,0.6,97,Wind blowing from the north-west,3,,7,100%.,Fog or ice fog  sky invisible  has begun or has become thicker during the preceding hour. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,,,,2500 or more  or no clouds.,,,0.1,6.5,Trace of precipitation,12,,,,
12.02.2020 05:00,7.3,755.2,762.4,,96,Wind blowing from the north-west,2,,7,,Mist. ,,,,,,,,,,7.0,6.7,No precipitation,6,,,,
12.02.2020 02:00,7.5,756.2,763.3,,97,Wind blowing from the east,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,10.4,,,,,,2.4,7.1,No precipitation,6,,,,
11.02.2020 23:00,7.7,757.3,764.5,,95,Wind blowing from the east,3,,,,Mist. ,,,6.1,10.4,,,,,,4.1,7.0,No precipitation,6,,,,
11.02.2020 20:00,7.6,758.4,765.5,-0.3,91,Wind blowing from the south-east,4,,8,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,10.4,,,2500 or more  or no clouds.,,,13.0,6.2,Trace of precipitation,12,,,,
11.02.2020 17:00,7.8,758.7,765.9,,88,Wind blowing from the south-southeast,3,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,10.4,,,2500 or more  or no clouds.,,,6.0,5.9,No precipitation,6,,,,
11.02.2020 14:00,9.0,758.8,765.9,-1.9,82,Wind blowing from the south-east,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,10.4,,,2500 or more  or no clouds.,,,6.0,6.1,No precipitation,12,,,,
11.02.2020 11:00,10.2,760.7,767.8,,76,Wind blowing from the south-east,2,,9,20–30%., ,,,6.1,11.0,,,2500 or more  or no clouds.,,,8.0,6.2,No precipitation,6,,,,
11.02.2020 08:00,7.1,760.6,767.8,0.6,87,Wind blowing from the south-east,3,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,11.0,,,2500 or more  or no clouds.,,,6.0,5.1,No precipitation,12,,,,
11.02.2020 05:00,6.3,760.0,767.2,,84,Wind blowing from the south-east,2,,9,,Mist. ,,,5.7,11.0,,,,,,6.0,3.8,No precipitation,6,,,,
11.02.2020 02:00,7.4,760.3,767.4,-0.1,75,Wind blowing from the south,4,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,11.0,,,2500 or more  or no clouds.,,,8.0,3.3,No precipitation,12,,,,
10.02.2020 23:00,8.3,760.4,767.5,,70,Wind blowing from the south,4,,,, ,,,5.4,11.0,,,,,,9.0,3.0,No precipitation,6,,,,
10.02.2020 20:00,7.6,759.6,766.8,0.8,80,Wind blowing from the south-southeast,3,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,11.0,,,,,,5.0,4.4,No precipitation,12,,,,
10.02.2020 17:00,7.5,758.8,766.0,,83,Wind blowing from the south-southeast,4,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,11.0,,,,,,4.0,4.8,No precipitation,6,,,,
10.02.2020 14:00,8.8,758.8,766.0,-1.8,74,Wind blowing from the south-east,4,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,11.0,,,,,,3.5,4.4,No precipitation,12,,,,
10.02.2020 11:00,8.8,760.6,767.7,,73,Wind blowing from the south,3,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,9.3,,,,,,3.7,4.2,No precipitation,6,,,,
10.02.2020 08:00,6.7,760.2,767.4,0.5,65,Wind blowing from the south-southeast,3,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.4,,,,,,5.0,0.6,No precipitation,12,,,,
10.02.2020 05:00,6.2,759.7,766.9,,60,Wind blowing from the north-northeast,0,,6,,Haze. ,,,,7.4,,,,,,6.0,-1.0,No precipitation,6,,,,
10.02.2020 02:00,6.1,760.3,767.5,-0.1,71,Wind blowing from the north-northwest,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.4,,,2500 or more  or no clouds.,,,4.8,1.2,No precipitation,12,,,,
09.02.2020 23:00,7.0,760.4,767.6,,68,Wind blowing from the west,2,,,,Mist. ,,,,7.3,,,,,,4.7,1.5,No precipitation,6,,,,
09.02.2020 20:00,6.3,760.3,767.6,0.0,83,Wind blowing from the south,3,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,7.3,,,,,,3.4,3.6,No precipitation,12,,,,
09.02.2020 17:00,6.5,760.3,767.6,,81,Wind blowing from the south-east,3,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,7.3,,,,,,3.4,3.5,No precipitation,6,,,,
09.02.2020 14:00,7.2,760.9,768.2,-3.0,67,Wind blowing from the south,4,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,7.2,,,,,,2.9,1.5,No precipitation,12,,,,
09.02.2020 11:00,5.4,763.9,771.2,,68,Wind blowing from the south,4,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,6.7,,,,,,3.7,0.0,No precipitation,6,,,,
09.02.2020 08:00,0.8,764.8,772.2,,82,Calm  no wind,0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,6.7,,,,,,2.3,-1.9,No precipitation,12,,,,
09.02.2020 05:00,0.0,765.5,772.9,,83,Wind blowing from the north-northwest,1,,9,,Mist. ,,,0.0,6.7,,,,,,2.5,-2.5,No precipitation,6,,,,
09.02.2020 02:00,0.7,766.4,773.8,-0.6,77,Wind blowing from the north-northwest,3,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,6.7,,,2500 or more  or no clouds.,,,3.0,-3.0,No precipitation,12,,,,
08.02.2020 23:00,1.9,767.0,774.4,,63,Wind blowing from the north-northwest,2,,,,Haze. ,,,1.0,6.7,,,,,,4.4,-4.4,No precipitation,6,,,,
08.02.2020 20:00,3.3,767.1,774.4,,51,Wind blowing from the north,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,6.7,,,,,,9.0,-6.1,No precipitation,12,,,,
08.02.2020 17:00,5.8,766.2,773.5,,45,Wind blowing from the north-northwest,4,,12,no clouds, ,,,1.0,6.7,,,,,,9.0,-5.2,No precipitation,6,,,,
08.02.2020 14:00,5.9,765.9,773.2,-1.6,51,Wind blowing from the north-west,4,,12,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,6.2,,,2500 or more  or no clouds.,,,6.0,-3.5,No precipitation,12,,,,
08.02.2020 11:00,2.8,767.5,774.8,,68,Wind blowing from the north-west,6,,12,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,6.2,,,2500 or more  or no clouds.,,,4.4,-2.5,No precipitation,6,,,,
08.02.2020 08:00,1.1,767.2,774.5,,76,Wind blowing from the north-northwest,7,,12,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,6.2,,,2500 or more  or no clouds.,,,4.0,-2.7,No precipitation,12,,,,
08.02.2020 05:00,1.4,766.4,773.8,,84,Wind blowing from the north-northwest,5,,10,,Mist. ,,,0.5,6.2,,,,,,2.8,-1.0,No precipitation,6,,,,
08.02.2020 02:00,1.8,766.3,773.6,0.6,80,Wind blowing from the north-northwest,6,,10,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,6.2,,,2500 or more  or no clouds.,,,2.8,-1.3,No precipitation,12,,,,
07.02.2020 23:00,3.1,765.7,773.1,,77,Wind blowing from the west-northwest,1,,,,Mist. ,,,0.4,6.2,,,,,,4.0,-0.5,No precipitation,6,,,,
07.02.2020 20:00,3.9,765.6,772.9,,84,Wind blowing from the south-west,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,6.2,,,2500 or more  or no clouds.,,,8.0,1.4,No precipitation,12,,,,
07.02.2020 17:00,4.5,764.8,772.2,,76,Wind blowing from the south-southwest,2,,6,40%., ,,,-1.1,6.2,,,2500 or more  or no clouds.,,,12.0,0.5,No precipitation,6,,,,
07.02.2020 14:00,5.5,765.0,772.3,-1.8,59,Wind blowing from the north-northwest,2,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,5.9,,,2500 or more  or no clouds.,,,10.0,-1.9,No precipitation,12,,,,
07.02.2020 11:00,3.1,766.8,774.1,,72,Wind blowing from the north-northwest,3,,6,100%., ,,,-1.9,3.2,,,2500 or more  or no clouds.,,,12.0,-1.5,No precipitation,6,,,,
07.02.2020 08:00,0.7,767.0,774.4,,79,Wind blowing from the north-west,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,1.3,,,2500 or more  or no clouds.,,,15.0,-2.5,No precipitation,12,,,,
07.02.2020 05:00,0.9,766.6,774.0,,78,Wind blowing from the north-northwest,2,,4,, ,,,-3.7,1.3,,,,,,17.0,-2.5,No precipitation,6,,,,
07.02.2020 02:00,1.2,767.2,774.6,-0.5,76,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,1.2,,,2500 or more  or no clouds.,,,30.0,-2.7,No precipitation,12,,,,
06.02.2020 23:00,0.4,767.7,775.1,,68,Wind blowing from the south-southeast,2,,,, ,,,-3.7,0.4,,,,,,30.0,-4.8,No precipitation,6,,,,
06.02.2020 20:00,-1.0,767.8,775.3,0.0,68,Wind blowing from the east-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,0.3,,,,,,27.0,-6.2,No precipitation,12,,,,
06.02.2020 17:00,-0.2,767.8,775.3,,64,Wind blowing from the south-southeast,1,,6,100%., ,,,-3.7,0.3,,,2500 or more  or no clouds.,,,27.0,-6.2,No precipitation,6,,,,
06.02.2020 14:00,0.3,768.1,775.6,-2.2,58,Wind blowing from the north-west,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,1.1,,,2500 or more  or no clouds.,,,26.0,-7.2,No precipitation,12,,,,
06.02.2020 11:00,-1.8,770.3,777.8,,62,Wind blowing from the west-northwest,2,,6,100%., ,,,-3.7,1.1,,,2500 or more  or no clouds.,,,26.0,-8.3,No precipitation,6,,,,
06.02.2020 08:00,-2.3,770.2,777.7,0.3,61,Wind blowing from the west-southwest,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,1.1,,,2500 or more  or no clouds.,,,30.0,-8.8,No precipitation,12,,,,
06.02.2020 05:00,-3.7,769.9,777.4,,56,Wind blowing from the north-northwest,3,,7,, ,,,-4.1,1.1,,,,,,30.0,-11.2,No precipitation,6,,,,
06.02.2020 02:00,-3.3,770.0,777.5,-0.5,46,Wind blowing from the north,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,1.1,,,2500 or more  or no clouds.,,,26.0,-13.5,No precipitation,12,,,,
05.02.2020 23:00,-2.6,770.5,778.0,,47,Wind blowing from the north-northeast,2,,,, ,,,-4.1,1.1,,,,,,26.0,-12.6,No precipitation,6,,,,
05.02.2020 20:00,-1.9,770.3,777.9,0.8,45,Wind blowing from the north-east,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,1.1,,,,,,26.0,-12.3,No precipitation,12,,,,
05.02.2020 17:00,-1.2,769.5,777.0,,55,Wind blowing from the south-southeast,2,,9,20–30%., ,,,-4.1,5.0,,,2500 or more  or no clouds.,,,30.0,-9.1,No precipitation,6,,,,
05.02.2020 14:00,0.8,768.9,776.4,,36,Wind blowing from the west-northwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,6.9,,,,,,28.0,-12.6,No precipitation,12,,,,
05.02.2020 11:00,-1.1,770.3,777.8,,46,Wind blowing from the north,4,,8,no clouds, ,,,-4.1,,,,,,,30.0,-11.5,No precipitation,6,,,,
05.02.2020 08:00,-3.6,769.6,777.1,1.5,53,Wind blowing from the north-east,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,,,,,,,30.0,-11.8,No precipitation,12,,,,
05.02.2020 05:00,-3.7,768.1,775.6,,47,Wind blowing from the north-northeast,2,,10,, ,,,-4.0,6.9,,,,,,30.0,-13.4,No precipitation,6,,,,
05.02.2020 02:00,-3.2,768.0,775.4,,47,Wind blowing from the north-northwest,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,6.9,,,2500 or more  or no clouds.,,,30.0,-12.9,No precipitation,12,,,,
04.02.2020 23:00,-1.8,767.2,774.6,,51,Wind blowing from the north,4,,,, ,,,-1.8,6.9,,,,,,30.0,-10.6,No precipitation,6,,,,
04.02.2020 20:00,-0.6,765.2,772.6,2.6,69,Wind blowing from the north,5,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,6.9,,,2500 or more  or no clouds.,,,18.0,-5.6,Trace of precipitation,12,,,,
04.02.2020 17:00,5.0,762.6,769.9,,66,Wind blowing from the north-northwest,6,,11,100%., ,,,1.8,6.9,,,2500 or more  or no clouds.,,,8.0,-0.8,No precipitation,6,,,,
04.02.2020 14:00,6.8,761.8,769.1,,65,Wind blowing from the west-southwest,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,6.9,,,2500 or more  or no clouds.,,,14.0,0.7,No precipitation,12,,,,
04.02.2020 11:00,5.6,763.3,770.5,,67,Wind blowing from the south-west,4,,,100%., ,,,,,,,2500 or more  or no clouds.,,,21.0,-0.2,,,,,,
04.02.2020 08:00,3.7,763.3,770.6,0.8,77,Wind blowing from the south-southwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.0,,,,,,17.0,0.0,No precipitation,12,,,,
04.02.2020 05:00,3.3,762.5,769.9,,75,Wind blowing from the south-southwest,2,,8,, ,,,,4.0,,,,,,22.0,-0.7,No precipitation,6,,,,
04.02.2020 02:00,3.2,763.6,770.8,,68,Wind blowing from the south-southwest,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.0,,,2500 or more  or no clouds.,,,29.0,-2.3,No precipitation,12,,,,
03.02.2020 23:00,2.3,763.9,771.3,,65,Wind blowing from the south,3,,,, ,,,-1.4,4.0,,,,,,21.0,-3.6,No precipitation,6,,,,
03.02.2020 20:00,2.0,764.6,772.0,-0.1,68,Wind blowing from the south,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,4.0,,,,,,12.0,-3.3,No precipitation,12,,,,
03.02.2020 17:00,2.2,764.7,772.0,,55,Wind blowing from the south,3,,8,no clouds, ,,,-1.4,6.3,,,,,,16.0,-5.9,No precipitation,6,,,,
