Local time in Anqing,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 23:00,4.1,765.3,771.2,,62,Wind blowing from the east-southeast,1,,5,, ,,,-1.1,13.4,,,,,,20.0,-2.7,No precipitation,6,,,,
18.02.2020 20:00,7.5,765.2,771.2,-0.1,35,Wind blowing from the east-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,13.4,,,,,,28.0,-7.0,No precipitation,12,,,,
18.02.2020 17:00,13.1,765.3,771.2,,23,Wind blowing from the south-southwest,2,,5,no clouds, ,,,-1.1,13.4,,,,,,30.0,-7.6,No precipitation,6,,,,
18.02.2020 14:00,12.6,766.1,772.0,-3.1,30,Wind blowing from the south,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,12.6,,,,,,30.0,-4.5,No precipitation,12,,,,
18.02.2020 11:00,9.8,769.2,775.1,,32,Wind blowing from the east,2,,4,no clouds, ,,,-1.1,11.5,,,,,,30.0,-6.1,No precipitation,6,,,,
18.02.2020 08:00,1.3,769.3,775.3,0.3,79,Wind blowing from the east-northeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,11.5,,,,,,23.0,-1.9,No precipitation,12,,,,
18.02.2020 05:00,0.0,769.0,775.0,,69,Wind blowing from the south-west,1,,6,, ,,,-1.8,11.5,,,,,,26.0,-5.0,No precipitation,6,,,,
18.02.2020 02:00,1.7,769.3,775.3,,63,Wind blowing from the north-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,11.5,,,2500 or more  or no clouds.,,,30.0,-4.6,No precipitation,12,,,,
17.02.2020 23:00,5.6,769.6,775.6,,44,Wind blowing from the south-east,2,,8,, ,,,-1.8,11.5,,,,,,30.0,-5.7,No precipitation,6,,,,
17.02.2020 20:00,6.3,769.0,775.0,,40,Wind blowing from the east-northeast,2,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,11.5,,,2500 or more  or no clouds.,,,30.0,-6.3,No precipitation,12,,,,
17.02.2020 17:00,9.7,768.5,774.5,,35,Wind blowing from the south-east,3,,8,no clouds, ,,,-1.8,11.5,,,,,,30.0,-5.0,No precipitation,6,,,,
17.02.2020 14:00,11.2,768.5,774.5,-2.0,32,Wind blowing from the south-east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,11.2,,,,,,28.0,-4.9,No precipitation,12,,,,
17.02.2020 11:00,7.1,770.5,776.5,,52,Wind blowing from the east-southeast,2,,,no clouds, ,,,-1.8,7.3,,,,,,19.0,-2.1,No precipitation,6,,,,
17.02.2020 08:00,0.9,770.1,776.2,1.1,75,Wind blowing from the north-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,5.9,,,,,,23.0,-3.0,No precipitation,12,,,,
17.02.2020 05:00,-1.2,769.0,775.1,,80,Wind blowing from the north-east,1,,4,, ,,,-1.4,5.9,,,,,,26.0,-4.2,No precipitation,6,,,,
17.02.2020 02:00,0.0,768.8,774.9,-0.5,62,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,5.9,,,2500 or more  or no clouds.,,,23.0,-6.4,No precipitation,12,,,,
16.02.2020 23:00,1.8,769.3,775.3,,61,Wind blowing from the west,1,,6,, ,,,-0.9,5.9,,,,,,26.0,-5.1,No precipitation,6,,,,
16.02.2020 20:00,2.4,768.0,774.1,1.4,74,Wind blowing from the east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,5.9,,,,,,18.0,-1.9,No precipitation,12,,,,
16.02.2020 17:00,5.3,766.6,772.6,,56,Wind blowing from the south,2,,6,70 – 80%., ,,,-0.9,5.9,,,2500 or more  or no clouds.,,,16.0,-2.8,No precipitation,6,,,,
16.02.2020 14:00,5.1,767.2,773.2,-1.5,57,Wind blowing from the south-southeast,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,5.8,,,1000-1500,,,16.0,-2.9,No precipitation,12,,,,
16.02.2020 11:00,3.4,768.7,774.8,,67,Wind blowing from the east-southeast,2,,7,70 – 80%., ,,,-0.9,4.1,,,2500 or more  or no clouds.,,,11.0,-2.3,No precipitation,6,,,,
16.02.2020 08:00,0.3,769.2,775.3,0.7,87,Wind blowing from the north,0,,14,20–30%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,-0.9,,,,2500 or more  or no clouds.,,,13.0,-1.6,0.9,12,,,,
16.02.2020 05:00,-0.4,768.5,774.6,,78,Wind blowing from the west,1,,,, ,,,-0.9,,,,,,,17.0,-3.9,No precipitation,6,,,,
16.02.2020 02:00,-0.3,768.8,774.9,0.1,86,Wind blowing from the south-west,1,,25,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,,,,2500 or more  or no clouds.,,,20.0,-2.4,8.0,12,,,,
15.02.2020 23:00,-0.7,768.7,774.8,,87,Wind blowing from the north,5,,25,, ,,,-0.7,,,,,,,17.0,-2.6,5.0,6,,,,
15.02.2020 20:00,-0.2,766.7,772.7,3.2,95,Wind blowing from the north,5,,25,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-0.2,14.4,,,100-200,,,2.1,-0.9,10.0,12,,,,
15.02.2020 17:00,0.9,763.5,769.4,,91,Wind blowing from the north,12,,25,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.9,14.4,,,300-600,,,8.0,-0.4,6.0,6,,,,
15.02.2020 14:00,2.9,763.0,769.0,-0.9,91,Wind blowing from the north,9,,19,100%.,Rain or drizzle and snow  slight. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,14.4,,,300-600,,,6.0,1.6,4.0,12,,,,
15.02.2020 11:00,4.0,763.9,769.8,,93,Wind blowing from the north-northeast,6,,19,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,14.8,,,300-600,,,11.0,3.0,1.0,6,,,,
15.02.2020 08:00,6.1,762.5,768.4,,89,Wind blowing from the north-northeast,4,,19,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Drizzle.,6.1,14.8,,,300-600,,,13.0,4.4,0.7,12,,,,
15.02.2020 05:00,8.1,759.7,765.4,,76,Wind blowing from the north-northeast,9,,19,, ,,,8.1,14.8,,,,,,30.0,4.1,0.2,6,,,,
15.02.2020 02:00,10.8,758.8,764.6,0.4,84,Wind blowing from the north-northeast,9,,18,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,14.8,,,2500 or more  or no clouds.,,,16.0,8.2,3.0,12,,,,
14.02.2020 23:00,14.1,758.4,764.1,,96,Wind blowing from the north-northwest,3,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,,,,,,,,7.0,13.5,No precipitation,6,,,,
14.02.2020 20:00,14.1,756.6,762.3,1.7,99,Wind blowing from the south-southwest,1,,4,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,10.8,15.2,,,1000-1500,,,4.8,13.9,4.0,12,,,,
14.02.2020 17:00,14.0,754.9,760.6,,99,Wind blowing from the east-southeast,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,15.7,,,600-1000,,,2.5,13.8,3.0,6,,,,
14.02.2020 14:00,13.9,754.4,760.1,-0.5,97,Wind blowing from the south,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,16.7,,,600-1000,,,7.0,13.4,1.0,12,,,,
14.02.2020 11:00,14.1,754.9,760.6,,97,Wind blowing from the north-northeast,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,16.7,,,1000-1500,,,6.0,13.6,1.0,6,,,,
14.02.2020 08:00,11.6,754.3,760.0,0.1,99,Wind blowing from the east-southeast,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,16.7,,,1500-2000,,,4.2,11.4,No precipitation,12,,,,
14.02.2020 05:00,11.9,754.2,759.9,,98,Wind blowing from the west,1,,4,,Mist. ,,,6.2,16.7,,,,,,6.0,11.6,No precipitation,6,,,,
14.02.2020 02:00,12.9,754.4,760.1,-0.8,95,Wind blowing from the south,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,16.7,,,2500 or more  or no clouds.,,,8.0,12.1,No precipitation,12,,,,
13.02.2020 23:00,13.7,755.2,761.0,,94,Wind blowing from the west,1,,5,, ,,,6.2,16.7,,,,,,10.0,12.8,No precipitation,6,,,,
13.02.2020 20:00,15.0,754.7,760.5,,88,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,16.7,,,600-1000,,,18.0,13.0,No precipitation,12,,,,
13.02.2020 17:00,15.7,753.9,759.7,,82,Wind blowing from the south-east,3,,5,90  or more  but not 100%, ,,,6.2,16.7,,,600-1000,,,22.0,12.6,No precipitation,6,,,,
13.02.2020 14:00,15.2,754.3,760.0,-2.1,82,Wind blowing from the east-southeast,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,15.2,,,2000-2500,,,11.0,12.2,No precipitation,12,,,,
13.02.2020 11:00,10.3,756.4,762.2,,99,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,14.4,,,50-100,,,3.2,10.1,No precipitation,6,,,,
13.02.2020 08:00,7.0,756.7,762.6,0.1,99,Wind blowing from the south,0,,3,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,14.4,,,Less than  50,,,0.2,6.9,No precipitation,12,,,,
13.02.2020 05:00,7.0,756.6,762.4,,99,Wind blowing from the west-southwest,1,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,6.5,14.4,,,,,,0.1,6.9,No precipitation,6,,,,
13.02.2020 02:00,7.5,757.3,763.1,-0.6,98,Wind blowing from the south-west,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,14.4,,,2500 or more  or no clouds.,,,2.8,7.2,No precipitation,12,,,,
12.02.2020 23:00,8.8,757.9,763.7,,95,Wind blowing from the south-east,1,,,, ,,,8.1,14.4,,,,,,9.0,8.0,No precipitation,6,,,,
12.02.2020 20:00,10.8,758.0,763.8,0.4,89,Wind blowing from the east-northeast,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,14.4,,,600-1000,,,15.0,9.1,No precipitation,12,,,,
12.02.2020 17:00,13.5,757.6,763.3,,76,Wind blowing from the south-southeast,2,,7,70 – 80%., ,,,8.1,14.4,,,300-600,,,19.0,9.4,No precipitation,6,,,,
12.02.2020 14:00,14.1,757.9,763.6,,73,Wind blowing from the south-east,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,14.4,,,300-600,,,17.0,9.3,0.1,12,,,,
12.02.2020 11:00,10.2,759.6,765.4,,98,Wind blowing from the south-southeast,3,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,10.7,,,100-200,,,4.9,9.9,No precipitation,6,,,,
12.02.2020 08:00,9.1,759.1,764.9,1.0,99,Wind blowing from the south-east,2,,3,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,10.7,,,50-100,,,3.6,9.0,0.1,12,,,,
12.02.2020 05:00,8.3,758.1,763.9,,99,Wind blowing from the east-northeast,2,,,,Mist. ,,,7.5,10.7,,,,,,1.2,8.2,0.1,6,,,,
12.02.2020 02:00,8.8,758.5,764.3,-0.4,99,Wind blowing from the north,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,10.7,,,2500 or more  or no clouds.,,,2.5,8.7,0.4,12,,,,
11.02.2020 23:00,9.0,758.9,764.8,,98,Wind blowing from the south-east,1,,,,Mist. ,,,7.3,10.7,,,,,,4.7,8.7,0.4,6,,,,
11.02.2020 20:00,9.7,758.8,764.7,0.5,96,Wind blowing from the east,2,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,10.7,,,300-600,,,6.0,9.1,0.5,12,,,,
11.02.2020 17:00,10.6,758.3,764.2,,86,Wind blowing from the south-southwest,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,10.7,,,300-600,,,16.0,8.4,No precipitation,6,,,,
11.02.2020 14:00,10.6,758.9,764.8,-2.0,85,Wind blowing from the south-southwest,4,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,12.3,,,300-600,,,18.0,8.2,6.0,12,,,,
11.02.2020 11:00,9.3,760.9,766.7,,94,Wind blowing from the south,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,,,,300-600,,,16.0,8.4,1.0,6,,,,
11.02.2020 08:00,8.1,760.5,766.3,0.4,99,Wind blowing from the south-east,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Rain.,,,,,200-300,,,10.0,8.0,14.0,12,,,,
11.02.2020 05:00,7.5,760.1,766.0,,99,Wind blowing from the north-northeast,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.1,14.2,,,,,,2.1,7.4,8.0,6,,,,
11.02.2020 02:00,7.7,760.4,766.3,-1.5,99,Wind blowing from the north-northeast,1,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,14.2,,,2500 or more  or no clouds.,,,2.1,7.6,10.0,12,,,,
10.02.2020 23:00,7.7,761.9,767.8,,98,Wind blowing from the north-northwest,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,4.5,14.2,,,,,,2.2,7.4,7.0,6,,,,
10.02.2020 20:00,8.4,762.1,768.1,0.8,93,Wind blowing from the north-west,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,14.2,,,1000-1500,,,7.0,7.3,1.0,12,,,,
10.02.2020 17:00,10.5,761.3,767.2,,70,Wind blowing from the west,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,14.2,,,2000-2500,,,19.0,5.3,No precipitation,6,,,,
10.02.2020 14:00,12.2,761.6,767.5,-1.6,57,Wind blowing from the south-west,4,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,14.2,,,2000-2500,,,23.0,3.9,Trace of precipitation,12,,,,
10.02.2020 11:00,11.4,763.2,769.0,,62,Wind blowing from the south-east,2,,3,90  or more  but not 100%, ,,,4.5,13.3,,,2500 or more  or no clouds.,,,14.0,4.4,No precipitation,6,,,,
10.02.2020 08:00,6.0,763.6,769.6,0.4,85,Wind blowing from the south,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,,,,2500 or more  or no clouds.,,,10.0,3.7,No precipitation,12,,,,
10.02.2020 05:00,5.5,763.2,769.0,,84,Wind blowing from the east-northeast,1,,,, ,,,0.8,13.3,,,,,,11.0,3.0,No precipitation,6,,,,
10.02.2020 02:00,5.9,764.4,770.2,,77,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,13.3,,,2500 or more  or no clouds.,,,14.0,2.2,No precipitation,12,,,,
09.02.2020 23:00,5.9,764.8,770.7,,79,Wind blowing from the east-northeast,2,,5,, ,,,0.8,13.3,,,,,,11.0,2.5,No precipitation,6,,,,
09.02.2020 20:00,7.9,764.8,770.8,-0.4,65,Wind blowing from the north-east,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,13.3,,,,,,15.0,1.7,No precipitation,12,,,,
09.02.2020 17:00,12.4,765.2,771.1,,54,Wind blowing from the south-southeast,3,,5,no clouds, ,,,0.8,13.3,,,,,,16.0,3.4,No precipitation,6,,,,
09.02.2020 14:00,12.5,766.3,772.3,,57,Wind blowing from the south-southeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,12.5,,,,,,12.0,4.2,No precipitation,12,,,,
09.02.2020 11:00,9.9,769.0,775.0,,60,Wind blowing from the south-southwest,2,,4,no clouds, ,,,0.8,9.9,,,,,,10.0,2.5,No precipitation,6,,,,
09.02.2020 08:00,2.1,769.3,775.3,0.8,99,Wind blowing from the west-northwest,2,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,9.4,,,,,,1.0,2.0,No precipitation,12,,,,
09.02.2020 05:00,2.4,768.5,774.5,,94,Wind blowing from the west,1,,7,,Mist. ,,,2.4,9.4,,,,,,6.0,1.5,No precipitation,6,,,,
09.02.2020 02:00,4.5,769.3,775.2,,90,Wind blowing from the north,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,9.4,,,2500 or more  or no clouds.,,,8.0,3.0,No precipitation,12,,,,
08.02.2020 23:00,6.5,769.5,775.4,,83,Wind blowing from the east,1,,8,, ,,,5.1,9.4,,,,,,12.0,3.7,No precipitation,6,,,,
08.02.2020 20:00,7.0,769.0,775.0,,78,Wind blowing from the north-northeast,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,9.4,,,1000-1500,,,10.0,3.4,No precipitation,12,,,,
08.02.2020 17:00,8.0,768.1,774.0,,75,Wind blowing from the north-northeast,4,,8,100%., ,,,5.1,9.4,,,1000-1500,,,15.0,3.7,No precipitation,6,,,,
08.02.2020 14:00,8.6,768.1,774.1,,69,Wind blowing from the north-east,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,9.4,,,1000-1500,,,17.0,3.2,No precipitation,12,,,,
08.02.2020 11:00,6.7,769.5,775.5,,82,Wind blowing from the north-northeast,3,,8,100%., ,,,4.9,6.7,,,1000-1500,,,13.0,3.8,No precipitation,6,,,,
08.02.2020 08:00,5.4,768.7,774.7,1.0,88,Wind blowing from the north,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,9.0,3.6,No precipitation,12,,,,
08.02.2020 05:00,5.1,767.7,773.7,,92,Wind blowing from the north-east,4,,6,, ,,,3.8,6.4,,,,,,9.0,3.9,No precipitation,6,,,,
08.02.2020 02:00,5.2,768.1,774.1,0.1,92,Wind blowing from the north-east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,6.4,,,2500 or more  or no clouds.,,,8.0,4.0,No precipitation,12,,,,
07.02.2020 23:00,5.1,768.0,774.0,,91,Wind blowing from the north-northeast,2,,6,, ,,,3.7,6.4,,,,,,10.0,3.8,No precipitation,6,,,,
07.02.2020 20:00,5.3,767.3,773.3,,89,Wind blowing from the north,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,6.4,,,1000-1500,,,12.0,3.6,Trace of precipitation,12,,,,
07.02.2020 17:00,5.9,766.5,772.5,,83,Wind blowing from the north-northeast,2,,8,100%., ,,,3.7,6.4,,,300-600,,,21.0,3.2,No precipitation,6,,,,
07.02.2020 14:00,6.4,766.3,772.3,-0.9,80,Wind blowing from the north-northeast,3,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,6.4,,,300-600,,,24.0,3.2,Trace of precipitation,12,,,,
07.02.2020 11:00,4.9,767.2,773.2,,90,Wind blowing from the north-northeast,3,,9,100%., ,,,3.7,6.1,,,200-300,,,14.0,3.4,No precipitation,6,,,,
07.02.2020 08:00,4.0,766.8,772.8,1.5,95,Wind blowing from the north,3,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,,,,100-200,,,11.0,3.3,0.5,12,,,,
07.02.2020 05:00,3.9,765.3,771.3,,95,Wind blowing from the north,4,,12,, ,,,3.7,6.1,,,,,,13.0,3.2,0.5,6,,,,
07.02.2020 02:00,3.7,765.2,771.2,-0.2,95,Wind blowing from the north-northwest,2,,12,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,6.3,,,2500 or more  or no clouds.,,,13.0,3.0,3.0,12,,,,
06.02.2020 23:00,4.0,765.4,771.4,,93,Wind blowing from the north,4,,12,, ,,,3.8,7.9,,,,,,19.0,3.0,0.9,6,,,,
06.02.2020 20:00,4.0,764.8,770.8,,95,Wind blowing from the north,5,,12,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,9.0,,,200-300,,,10.0,3.3,12.0,12,,,,
06.02.2020 17:00,5.4,762.7,768.7,,96,Wind blowing from the north,5,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,,,,200-300,,,6.0,4.8,5.0,6,,,,
06.02.2020 14:00,5.9,762.4,768.3,-2.0,95,Wind blowing from the north-northeast,5,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,5.3,,,,300-600,,,6.0,5.2,13.0,12,,,,
06.02.2020 11:00,5.5,764.4,770.3,,95,Wind blowing from the north-northeast,5,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,5.3,,,,200-300,,,5.0,4.8,9.0,6,,,,
06.02.2020 08:00,5.4,763.9,769.9,1.7,94,Wind blowing from the north,3,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,,,,200-300,,,5.0,4.5,3.0,12,,,,
06.02.2020 05:00,5.9,762.2,768.1,,86,Wind blowing from the north-northeast,7,,12,, ,,,3.7,14.9,,,,,,9.0,3.7,No precipitation,6,,,,
06.02.2020 02:00,6.2,763.1,769.0,-0.8,83,Wind blowing from the north-northeast,6,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,14.9,,,2500 or more  or no clouds.,,,10.0,3.5,No precipitation,12,,,,
05.02.2020 23:00,7.7,763.9,769.7,,62,Wind blowing from the north-northeast,5,,12,, ,,,3.7,14.9,,,,,,14.0,0.7,No precipitation,6,,,,
05.02.2020 20:00,8.9,763.9,769.9,0.6,68,Wind blowing from the north-northeast,6,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,14.9,,,2500 or more  or no clouds.,,,10.0,3.3,No precipitation,12,,,,
05.02.2020 17:00,12.5,763.3,769.1,,55,Wind blowing from the north-northeast,7,,11,no clouds, ,,,3.7,14.9,,,,,,16.0,3.5,No precipitation,6,,,,
05.02.2020 14:00,14.5,763.3,769.2,-2.1,35,Wind blowing from the north-northeast,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,15.7,,,,,,20.0,-0.8,No precipitation,12,,,,
05.02.2020 11:00,12.6,765.4,771.3,,51,Wind blowing from the north-northeast,5,,7,no clouds, ,,,3.7,15.7,,,,,,10.0,2.7,No precipitation,6,,,,
05.02.2020 08:00,4.0,764.9,770.8,,91,Wind blowing from the west-southwest,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,15.7,,,,,,4.1,2.7,No precipitation,12,,,,
05.02.2020 05:00,4.3,763.9,769.8,,89,Wind blowing from the north-west,1,,3,,Mist. ,,,2.5,15.7,,,,,,4.7,2.6,No precipitation,6,,,,
