Local time in Dalian (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 11:00,3.3,762.4,771.2,,71,Wind blowing from the south-west,3,,8,60%., ,,,-5.7,3.4,,,600-1000,,,22.0,-1.6,No precipitation,6,,,,
18.02.2020 08:00,0.0,762.7,771.7,0.3,64,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,0.0,,,,,,30.0,-6.0,No precipitation,12,,,,
18.02.2020 05:00,-3.4,762.4,771.4,,67,Wind blowing from the south-southwest,1,,7,, ,,,-6.4,-3.2,,,,,,30.0,-8.8,No precipitation,6,,,,
18.02.2020 02:00,-5.0,763.0,772.0,0.2,63,Wind blowing from the south-west,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.6,,,2500 or more  or no clouds.,,,30.0,-11.1,No precipitation,12,,,,
17.02.2020 23:00,-4.2,762.8,771.8,,52,Wind blowing from the north-northeast,2,,,, ,,,-6.4,-3.6,,,,,,30.0,-12.6,No precipitation,6,,,,
17.02.2020 20:00,-4.3,762.5,771.5,,56,Wind blowing from the north-northwest,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,-3.6,,,,,,30.0,-11.8,No precipitation,12,,,,
17.02.2020 17:00,-4.2,761.6,770.6,,52,Wind blowing from the north,3,,16,no clouds, ,,,-6.4,-3.6,,,,,,30.0,-12.6,No precipitation,6,,,,
17.02.2020 14:00,-4.6,760.3,769.3,-0.5,51,Wind blowing from the north,6,,16,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,-3.8,,,1000-1500,,,30.0,-13.2,No precipitation,12,,,,
17.02.2020 11:00,-5.6,760.8,769.8,,55,Wind blowing from the north,6,,16,10%  or less  but not 0, ,,,-6.4,,,,600-1000,,,30.0,-13.2,No precipitation,6,,,,
17.02.2020 08:00,-5.6,760.2,769.2,,59,Wind blowing from the north,5,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,-3.8,,,,,,30.0,-12.5,No precipitation,12,,,,
17.02.2020 05:00,-5.9,759.3,768.3,,55,Wind blowing from the north,6,,18,, ,,,-6.2,-3.8,,,,,,30.0,-13.5,No precipitation,6,,,,
17.02.2020 02:00,-5.6,760.0,769.0,-0.1,62,Wind blowing from the north,5,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,-3.8,,,2500 or more  or no clouds.,,,30.0,-11.9,No precipitation,12,,,,
16.02.2020 23:00,-5.4,760.1,769.1,,48,Wind blowing from the north-northeast,5,,,, ,,,-6.2,-3.8,,,,,,30.0,-14.7,No precipitation,6,,,,
16.02.2020 20:00,-4.8,759.9,768.9,1.4,49,Wind blowing from the north,6,,20,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,-3.8,,,,,,30.0,-13.9,No precipitation,12,,,,
16.02.2020 17:00,-4.2,758.5,767.5,,48,Calm  no wind,0,,,no clouds, ,,,-6.2,-3.8,,,,,,11.0,-13.8,No precipitation,6,,,,
16.02.2020 14:00,-4.1,756.7,765.7,0.2,44,Wind blowing from the north,7,,20,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,-3.8,,,,,,13.0,-14.8,No precipitation,12,,,,
16.02.2020 11:00,-4.9,756.5,765.5,,49,Calm  no wind,0,,,40%., ,,,-6.7,-4.1,,,1000-1500,,,30.0,-14.0,No precipitation,6,,,,
16.02.2020 08:00,-6.1,756.7,765.7,0.8,61,Wind blowing from the north,7,,16,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,-4.1,,,1000-1500,,,30.0,-12.4,No precipitation,12,,,,
16.02.2020 05:00,-5.9,755.9,764.9,,68,Calm  no wind,0,,,, ,,,-7.4,-4.1,,,,,,6.0,-11.0,No precipitation,6,,,,
16.02.2020 02:00,-5.9,756.9,765.9,-0.6,65,Wind blowing from the north,7,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,-4.1,,,2500 or more  or no clouds.,,,30.0,-11.4,No precipitation,12,,,,
15.02.2020 23:00,-5.1,757.5,766.5,,63,Wind blowing from the north,6,,,, ,,,-7.4,-4.1,,,,,,30.0,-11.2,No precipitation,6,,,,
15.02.2020 20:00,-4.6,757.6,766.6,-0.5,59,Wind blowing from the north,6,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,-3.7,,,200-300,,,30.0,-11.4,0.9,12,,,,
15.02.2020 17:00,-5.7,758.1,767.1,,77,Wind blowing from the north,6,,,100%., ,,,-7.4,,,,200-300,,,27.0,-9.2,No precipitation,6,,,,
15.02.2020 14:00,-6.4,757.6,766.6,-1.5,77,Wind blowing from the north,7,,16,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-7.4,,,,200-300,,,29.0,-9.8,7.0,12,,,,
15.02.2020 11:00,-6.6,759.1,768.1,,82,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-7.4,,,,300-600,,,3.7,-9.2,5.0,6,,,,
15.02.2020 08:00,-7.1,759.7,768.7,0.3,86,Wind blowing from the north,6,,12,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-7.4,,,,300-600,,,2.7,-9.0,10.0,12,,,,
15.02.2020 05:00,-6.8,759.4,768.4,,89,Calm  no wind,0,,,,Mist. ,,,-6.8,,,,,,,0.9,-8.3,4.0,6,,,,
15.02.2020 02:00,-6.3,760.2,769.1,-0.5,87,Wind blowing from the north,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,5.5,,,2500 or more  or no clouds.,,,13.0,-8.1,7.0,12,,,,
14.02.2020 23:00,-5.4,760.7,769.6,,90,Wind blowing from the north,4,,,,Mist. ,,,-5.4,5.5,,,,,,3.6,-6.8,3.0,6,,,,
14.02.2020 20:00,-3.8,760.8,769.6,2.3,92,Wind blowing from the north,4,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-3.9,5.5,,,300-600,,,2.9,-4.9,3.0,12,,,,
14.02.2020 17:00,-2.6,758.5,767.2,,93,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-2.7,6.3,,,200-300,,,2.6,-3.6,1.0,6,,,,
14.02.2020 14:00,0.5,757.8,766.5,-0.1,92,Wind blowing from the north,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,9.8,,,300-600,,,1.5,-0.6,0.6,12,,,,
14.02.2020 11:00,5.2,757.9,766.6,,89,Wind blowing from the east,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,,,,2500 or more  or no clouds.,,,5.0,3.5,No precipitation,6,,,,
14.02.2020 08:00,4.3,757.6,766.3,1.2,96,Wind blowing from the east,2,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,,,,2500 or more  or no clouds.,,,3.0,3.7,0.4,12,,,,
14.02.2020 05:00,4.2,756.4,765.0,,97,Wind blowing from the east-northeast,2,,6,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,3.7,,,,,,,0.6,3.8,0.4,6,,,,
14.02.2020 02:00,4.5,757.1,765.7,,96,Wind blowing from the north-east,1,,6,,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,10.2,,,2500 or more  or no clouds.,,,0.7,3.9,0.2,12,,,,
13.02.2020 23:00,4.7,756.3,764.9,,96,Wind blowing from the east,2,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,3.2,10.2,,,,,,0.1,4.1,No precipitation,6,,,,
13.02.2020 20:00,5.1,755.2,763.8,2.1,94,Wind blowing from the east,2,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,10.2,,,,,,2.0,4.2,No precipitation,12,,,,
13.02.2020 17:00,6.4,753.1,761.7,,86,Wind blowing from the south,3,,8,no clouds, ,,,2.9,10.2,,,,,,7.0,4.2,No precipitation,6,,,,
13.02.2020 14:00,9.5,753.0,761.5,-0.8,68,Wind blowing from the south-southwest,4,,8,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,10.2,,,,,,15.0,3.9,No precipitation,12,,,,
13.02.2020 11:00,7.8,753.8,762.4,,88,Wind blowing from the south-southwest,2,,8,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,10.6,,,,,,10.0,5.9,No precipitation,6,,,,
13.02.2020 08:00,4.2,753.7,762.4,0.7,97,Wind blowing from the south-west,3,,8,90  or more  but not 100%,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,2.9,,,,200-300,,,0.1,3.8,No precipitation,12,,,,
13.02.2020 05:00,3.9,753.0,761.6,,97,Wind blowing from the south-southwest,3,,8,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,2.9,,,,,,,0.1,3.5,No precipitation,6,,,,
13.02.2020 02:00,3.5,753.4,762.0,,97,Wind blowing from the south-southwest,4,,8,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,10.6,,,2500 or more  or no clouds.,,,0.2,3.1,No precipitation,12,,,,
12.02.2020 23:00,3.3,753.3,761.8,,96,Wind blowing from the south-southwest,2,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,2.9,10.6,,,,,,0.1,2.7,No precipitation,6,,,,
12.02.2020 20:00,3.6,753.7,762.4,0.6,96,Wind blowing from the south,2,,7,90  or more  but not 100%,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,10.6,,,200-300,,,0.2,3.0,No precipitation,12,,,,
12.02.2020 17:00,5.6,753.1,761.7,,91,Wind blowing from the south-west,2,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,10.6,,,300-600,,,2.7,4.2,No precipitation,6,,,,
12.02.2020 14:00,7.0,753.1,761.6,-1.7,87,Wind blowing from the south,3,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,10.6,,,1000-1500,,,6.0,5.0,No precipitation,12,,,,
12.02.2020 11:00,9.7,754.8,763.3,,69,Wind blowing from the east-southeast,1,,7,90  or more  but not 100%, ,,,4.9,10.5,,,1000-1500,,,22.0,4.3,No precipitation,6,,,,
12.02.2020 08:00,5.3,755.2,763.7,0.0,94,Wind blowing from the south,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,9.8,,,1000-1500,,,3.1,4.4,No precipitation,12,,,,
12.02.2020 05:00,5.1,755.2,763.8,,92,Wind blowing from the south,2,,,,Mist. ,,,2.4,9.8,,,,,,6.0,3.9,No precipitation,6,,,,
12.02.2020 02:00,5.5,756.4,764.9,,89,Wind blowing from the south-southwest,1,,,, ,,,2.4,9.8,,,,,,9.0,3.8,No precipitation,6,,,,
11.02.2020 23:00,6.2,757.0,765.5,,86,Wind blowing from the south-west,4,,,,Mist. ,,,2.4,9.8,,,,,,6.0,4.0,No precipitation,6,,,,
11.02.2020 20:00,8.1,757.1,765.7,0.0,74,Wind blowing from the south,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,9.8,,,2500 or more  or no clouds.,,,10.0,3.6,No precipitation,12,,,,
11.02.2020 17:00,7.6,757.1,765.7,,69,Wind blowing from the south-southeast,2,,10,90  or more  but not 100%, ,,,1.4,9.8,,,2500 or more  or no clouds.,,,9.0,2.3,No precipitation,6,,,,
11.02.2020 14:00,9.3,757.4,766.0,-1.4,62,Wind blowing from the south-west,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,9.8,,,2500 or more  or no clouds.,,,10.0,2.4,No precipitation,12,,,,
11.02.2020 11:00,7.9,758.8,767.5,,71,Wind blowing from the south-southwest,4,,9,90  or more  but not 100%, ,,,1.4,7.9,,,2500 or more  or no clouds.,,,8.0,3.0,No precipitation,6,,,,
11.02.2020 08:00,3.8,758.7,767.5,0.6,96,Wind blowing from the south,3,,6,90  or more  but not 100%,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,6.9,,,2500 or more  or no clouds.,,,2.3,3.2,No precipitation,12,,,,
11.02.2020 05:00,2.8,758.1,766.8,,95,Wind blowing from the south,2,,5,,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,,,,6.9,,,,,,0.1,2.1,No precipitation,6,,,,
11.02.2020 02:00,3.2,758.3,767.0,0.0,91,Wind blowing from the south,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,6.9,,,2500 or more  or no clouds.,,,1.5,1.9,No precipitation,12,,,,
10.02.2020 23:00,3.8,758.3,767.0,,86,Wind blowing from the south,2,,,,Mist. ,,,-2.8,6.9,,,,,,2.7,1.7,No precipitation,6,,,,
10.02.2020 20:00,1.6,758.0,766.8,0.5,94,Wind blowing from the east,1,,6,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,6.9,,,2500 or more  or no clouds.,,,0.8,0.7,No precipitation,12,,,,
10.02.2020 17:00,2.6,757.5,766.3,,86,Wind blowing from the east,2,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,6.9,,,2500 or more  or no clouds.,,,1.4,0.5,No precipitation,6,,,,
10.02.2020 14:00,6.3,757.4,766.1,-1.0,63,Wind blowing from the south,2,,6,90  or more  but not 100%,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,6.9,,,2500 or more  or no clouds.,,,4.0,-0.2,No precipitation,12,,,,
10.02.2020 11:00,5.2,758.4,767.2,,77,Wind blowing from the south,3,,6,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,6.5,,,2500 or more  or no clouds.,,,2.7,1.5,0.2,6,,,,
10.02.2020 08:00,0.5,757.9,766.7,0.6,96,Wind blowing from the south,2,,6,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,6.5,,,2500 or more  or no clouds.,,,0.1,-0.1,No precipitation,12,,,,
10.02.2020 05:00,-2.7,757.3,766.1,,95,Wind blowing from the east-northeast,1,,6,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-3.8,6.5,,,,,,less than 0.1,-3.4,No precipitation,6,,,,
10.02.2020 02:00,0.3,757.6,766.3,-0.5,87,Wind blowing from the south-southwest,4,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,6.5,,,2500 or more  or no clouds.,,,1.6,-1.6,No precipitation,12,,,,
09.02.2020 23:00,-0.6,758.1,766.9,,92,Wind blowing from the north-east,1,,,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-4.2,6.5,,,,,,0.7,-1.7,No precipitation,6,,,,
09.02.2020 20:00,1.2,757.6,766.4,0.4,87,Wind blowing from the north,2,,12,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,6.5,,,,,,1.5,-0.7,No precipitation,12,,,,
09.02.2020 17:00,4.2,757.2,766.0,,60,Wind blowing from the west-northwest,2,,12,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,6.5,,,,,,4.4,-2.9,No precipitation,6,,,,
09.02.2020 14:00,5.5,757.1,765.9,-2.6,64,Wind blowing from the south-west,3,,12,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,5.6,,,2500 or more  or no clouds.,,,4.4,-0.8,No precipitation,12,,,,
09.02.2020 11:00,3.8,759.7,768.5,,58,Wind blowing from the west-southwest,5,,,90  or more  but not 100%, ,,,-4.2,4.6,,,2500 or more  or no clouds.,,,12.0,-3.7,No precipitation,6,,,,
09.02.2020 08:00,0.3,760.9,769.8,,65,Wind blowing from the west-southwest,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,1.9,,,2500 or more  or no clouds.,,,30.0,-5.5,No precipitation,12,,,,
09.02.2020 05:00,-3.7,762.1,771.1,,53,Wind blowing from the south,2,,7,, ,,,-4.2,1.9,,,,,,30.0,-11.9,No precipitation,6,,,,
09.02.2020 02:00,-3.9,763.9,772.9,-0.7,61,Wind blowing from the south-west,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,1.9,,,2500 or more  or no clouds.,,,19.0,-10.3,No precipitation,12,,,,
08.02.2020 23:00,-3.5,764.6,773.5,,56,Wind blowing from the north,3,,,, ,,,-3.8,1.9,,,,,,17.0,-11.0,No precipitation,6,,,,
08.02.2020 20:00,-3.2,764.8,773.8,,49,Wind blowing from the north,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,1.9,,,,,,19.0,-12.6,No precipitation,12,,,,
08.02.2020 17:00,-1.3,764.5,773.5,,43,Calm  no wind,0,,,no clouds, ,,,-3.3,1.9,,,,,,29.0,-12.3,No precipitation,6,,,,
08.02.2020 14:00,1.5,764.4,773.3,-0.7,39,Wind blowing from the north,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,1.9,,,,,,15.0,-11.0,No precipitation,12,,,,
08.02.2020 11:00,0.7,765.1,774.1,,59,Wind blowing from the north,4,,7,no clouds, ,,,-3.3,0.9,,,,,,12.0,-6.6,No precipitation,6,,,,
08.02.2020 08:00,-1.4,764.5,773.4,,82,Wind blowing from the north,2,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,-0.9,,,,,,3.5,-4.1,No precipitation,12,,,,
08.02.2020 05:00,-2.8,763.6,772.6,,83,Wind blowing from the north-northwest,1,,6,,Mist. ,,,-3.3,-0.9,,,,,,3.8,-5.3,No precipitation,6,,,,
08.02.2020 02:00,-2.9,764.0,772.9,0.1,82,Wind blowing from the west,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,-0.9,,,2500 or more  or no clouds.,,,3.4,-5.5,No precipitation,12,,,,
07.02.2020 23:00,-3.2,763.9,772.9,,81,Wind blowing from the west,1,,,,Mist. ,,,-3.2,-0.9,,,,,,3.6,-6.0,No precipitation,6,,,,
07.02.2020 20:00,-2.8,763.6,772.5,,79,Wind blowing from the north-west,2,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,-0.9,,,600-1000,,,4.0,-5.9,Trace of precipitation,12,,,,
07.02.2020 17:00,-2.2,762.6,771.5,,74,Wind blowing from the west,2,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-0.9,,,600-1000,,,5.0,-6.2,No precipitation,6,,,,
07.02.2020 14:00,-1.3,762.7,771.6,-1.4,72,Wind blowing from the west-northwest,3,,8,100%.,Rain and snow or ice pellets not falling as shower(s). ,Snow and/or other types of solid precipitation,Rain.,,-0.9,,,2500 or more  or no clouds.,,,6.0,-5.7,Trace of precipitation,12,,,,
07.02.2020 11:00,-1.4,764.1,773.0,,79,Wind blowing from the north-northwest,2,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,,-1.0,,,600-1000,,,6.0,-4.7,No precipitation,6,,,,
07.02.2020 08:00,-1.7,764.1,773.1,,81,Wind blowing from the north-west,2,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.0,,,2500 or more  or no clouds.,,,5.0,-4.5,Trace of precipitation,12,,,,
07.02.2020 05:00,-1.2,763.5,772.5,,75,Wind blowing from the west,2,,6,, ,,,,-1.2,,,,,,12.0,-5.1,No precipitation,6,,,,
07.02.2020 02:00,-1.3,764.3,773.3,-0.7,69,Wind blowing from the west-southwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.3,,,2500 or more  or no clouds.,,,25.0,-6.4,No precipitation,12,,,,
06.02.2020 23:00,-1.4,765.0,774.0,,58,Wind blowing from the west-southwest,2,,,, ,,,-11.2,-1.4,,,,,,30.0,-8.8,No precipitation,6,,,,
06.02.2020 20:00,-2.9,765.7,774.8,-0.4,63,Wind blowing from the south-southwest,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-2.9,,,1000-1500,,,30.0,-9.0,No precipitation,12,,,,
06.02.2020 17:00,-4.1,766.1,775.3,,53,Wind blowing from the south-west,2,,7,no clouds, ,,,-11.5,-3.4,,,,,,30.0,-12.3,No precipitation,6,,,,
06.02.2020 14:00,-3.7,766.9,776.1,-2.2,43,Wind blowing from the south-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-3.4,,,,,,30.0,-14.7,No precipitation,12,,,,
06.02.2020 11:00,-5.3,769.1,778.3,,38,Wind blowing from the south-southwest,2,,6,no clouds, ,,,-11.5,-4.9,,,,,,30.0,-17.4,No precipitation,6,,,,
06.02.2020 08:00,-9.9,769.7,779.0,0.4,37,Wind blowing from the east-southeast,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-8.3,,,,,,30.0,-21.9,No precipitation,12,,,,
06.02.2020 05:00,-10.9,769.3,778.6,,37,Wind blowing from the north,2,,11,, ,,,-13.2,-8.3,,,,,,30.0,-22.8,No precipitation,6,,,,
06.02.2020 02:00,-10.7,770.6,779.9,0.3,34,Wind blowing from the north-northeast,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-8.3,,,2500 or more  or no clouds.,,,30.0,-23.5,No precipitation,12,,,,
05.02.2020 23:00,-11.1,770.3,779.6,,35,Calm  no wind,0,,,, ,,,-13.2,-8.3,,,,,,30.0,-23.6,No precipitation,6,,,,
05.02.2020 20:00,-11.5,769.8,779.2,0.5,42,Wind blowing from the north,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-8.2,,,,,,30.0,-21.9,No precipitation,12,,,,
05.02.2020 17:00,-9.6,769.3,778.6,,33,Wind blowing from the north,3,,12,no clouds, ,,,-13.2,-7.4,,,,,,30.0,-22.9,No precipitation,6,,,,
05.02.2020 14:00,-8.8,768.9,778.2,,33,Wind blowing from the north,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-5.8,,,,,,30.0,-22.2,No precipitation,12,,,,
05.02.2020 11:00,-10.6,770.1,779.4,,34,Wind blowing from the north,4,,12,, ,,,-13.2,-5.1,,,,,,30.0,-23.4,No precipitation,6,,,,
05.02.2020 08:00,-13.1,770.5,779.8,1.7,35,Wind blowing from the north-northeast,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-3.9,,,,,,30.0,-25.4,No precipitation,12,,,,
05.02.2020 05:00,-12.0,768.8,778.1,,39,Wind blowing from the north-east,4,,13,, ,,,-12.0,,,,,,,30.0,-23.2,No precipitation,6,,,,
05.02.2020 02:00,-10.0,768.4,777.7,,35,Wind blowing from the north-northeast,4,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,1.2,,,2500 or more  or no clouds.,,,30.0,-22.6,No precipitation,12,,,,
