Local time in Arxan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.02.2020 14:00,-11.4,678.4,775.0,-1.2,59,Wind blowing from the north-northwest,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.7,-11.4,,,,,,30.0,-17.8,No precipitation,12,,,,
17.02.2020 11:00,-17.0,679.6,777.3,,59,Wind blowing from the north,2,,3,no clouds, ,,,-29.7,-13.9,,,,,,30.0,-23.1,No precipitation,6,,,,
17.02.2020 08:00,-28.0,680.1,779.5,0.1,72,Wind blowing from the south,0,,2,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.7,,,,2500 or more  or no clouds.,,,30.0,-31.5,No precipitation,12,,,,
17.02.2020 05:00,-28.7,680.0,778.3,,71,Calm  no wind,0,,,, ,,,-28.7,-13.9,,,,,,30.0,-32.3,No precipitation,6,,,,
17.02.2020 02:00,-27.3,680.5,778.0,-0.8,72,Wind blowing from the south-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.0,-13.9,,,2500 or more  or no clouds.,,,30.0,-30.8,No precipitation,12,,,,
16.02.2020 23:00,-26.5,681.3,779.3,,72,Wind blowing from the south,1,,,, ,,,-28.0,-13.9,,,,,,30.0,-30.0,No precipitation,6,,,,
16.02.2020 20:00,-23.1,681.5,780.4,,74,Wind blowing from the south,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.0,-13.9,,,,,,30.0,-26.4,No precipitation,12,,,,
16.02.2020 17:00,-17.3,680.8,778.9,,63,Wind blowing from the north-northwest,3,,8,no clouds, ,,,-28.0,-13.9,,,,,,30.0,-22.7,No precipitation,6,,,,
16.02.2020 14:00,-14.3,680.1,777.5,-1.1,52,Wind blowing from the north,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.0,-12.9,,,,,,30.0,-22.0,No precipitation,12,,,,
16.02.2020 11:00,-17.0,681.2,778.9,,60,Wind blowing from the north,2,,4,no clouds, ,,,-28.0,-12.7,,,,,,30.0,-22.9,No precipitation,6,,,,
16.02.2020 08:00,-24.5,681.7,780.1,0.5,72,Wind blowing from the north,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.1,-12.7,,,,,,30.0,-28.1,No precipitation,12,,,,
16.02.2020 05:00,-26.5,681.2,779.4,,73,Wind blowing from the south-southeast,1,,4,, ,,,-29.7,-12.7,,,,,,30.0,-29.9,No precipitation,6,,,,
16.02.2020 02:00,-27.1,681.5,778.9,-0.3,72,Wind blowing from the south-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.7,-12.7,,,2500 or more  or no clouds.,,,30.0,-30.6,No precipitation,12,,,,
15.02.2020 23:00,-25.1,681.8,779.8,,75,Wind blowing from the south,1,,,, ,,,-29.7,-12.7,,,,,,30.0,-28.2,No precipitation,6,,,,
15.02.2020 20:00,-20.7,681.8,781.2,,71,Wind blowing from the north,0,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.7,-12.7,,,,,,30.0,-24.6,No precipitation,12,,,,
15.02.2020 17:00,-18.0,680.9,779.5,,61,Wind blowing from the north-northwest,2,,7,no clouds, ,,,-29.7,-12.7,,,,,,30.0,-23.7,No precipitation,6,,,,
15.02.2020 14:00,-13.1,681.0,778.5,-1.7,48,Wind blowing from the north,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.7,-11.9,,,,,,30.0,-22.0,No precipitation,12,,,,
15.02.2020 11:00,-17.9,682.7,781.3,,61,Wind blowing from the north-northwest,1,,2,no clouds, ,,,-29.7,-11.9,,,,,,30.0,-23.6,No precipitation,6,,,,
15.02.2020 08:00,-29.1,684.1,784.8,-0.5,71,Wind blowing from the south,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.7,,,,,,,23.0,-32.7,No precipitation,12,,,,
15.02.2020 05:00,-28.7,684.6,783.5,,72,Calm  no wind,0,,,, ,,,-29.0,-11.9,,,,,,30.0,-32.2,No precipitation,6,,,,
15.02.2020 02:00,-28.3,685.3,783.4,-0.3,72,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.3,-11.9,,,2500 or more  or no clouds.,,,30.0,-31.8,No precipitation,12,,,,
14.02.2020 23:00,-27.2,685.6,784.1,,73,Wind blowing from the south-southeast,1,,,, ,,,-27.6,-11.9,,,,,,30.0,-30.6,No precipitation,6,,,,
14.02.2020 20:00,-25.5,685.5,786.1,0.9,72,Wind blowing from the south-southwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-11.5,,,,,,30.0,-29.1,No precipitation,12,,,,
14.02.2020 17:00,-17.1,684.6,782.7,,53,Wind blowing from the north-northwest,2,,6,no clouds, ,,,-27.6,-9.4,,,,,,30.0,-24.4,No precipitation,6,,,,
14.02.2020 14:00,-12.5,683.7,780.2,-1.0,51,Wind blowing from the north-northwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-6.9,,,,,,30.0,-20.6,No precipitation,12,,,,
14.02.2020 11:00,-15.9,684.7,780.7,,66,Wind blowing from the north,2,,3,, ,,,-27.6,-6.7,,,,,,30.0,-20.8,No precipitation,6,,,,
14.02.2020 08:00,-27.2,684.1,781.6,0.9,73,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-6.6,,,,,,30.0,-30.6,0.1,12,,,,
14.02.2020 05:00,-24.7,683.2,779.5,,74,Wind blowing from the south,1,,,, ,,,-24.7,-6.6,,,,,,30.0,-28.0,No precipitation,6,,,,
14.02.2020 02:00,-22.1,682.4,777.8,,78,Wind blowing from the south,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-6.6,,,2500 or more  or no clouds.,,,30.0,-24.9,0.7,12,,,,
13.02.2020 23:00,-14.7,681.0,774.7,,84,Wind blowing from the north-northwest,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-15.1,-6.6,,,,,,18.0,-16.8,0.2,6,,,,
13.02.2020 20:00,-11.5,679.4,772.7,2.8,80,Wind blowing from the north-northwest,2,,8,70 – 80%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-6.6,,,2500 or more  or no clouds.,,,10.0,-14.3,3.0,12,,,,
13.02.2020 17:00,-9.3,676.6,769.6,,80,Wind blowing from the north,3,,8,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-11.6,-1.4,,,600-1000,,,6.0,-12.1,2.0,6,,,,
13.02.2020 14:00,-7.5,674.4,766.6,1.2,75,Wind blowing from the east-northeast,1,,8,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-11.6,,,,600-1000,,,1.4,-11.3,2.0,12,,,,
13.02.2020 11:00,-7.1,673.2,765.2,,67,Wind blowing from the south-southeast,3,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-11.6,,,,600-1000,,,3.9,-12.2,1.0,6,,,,
13.02.2020 08:00,-9.5,671.3,762.7,1.9,86,Wind blowing from the west-southwest,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,,,,2500 or more  or no clouds.,,,4.7,-11.5,0.5,12,,,,
13.02.2020 05:00,-11.5,669.4,759.8,,84,Wind blowing from the north,1,,3,, ,,,-16.9,3.1,,,,,,30.0,-13.7,No precipitation,6,,,,
13.02.2020 02:00,-11.3,669.8,759.9,,80,Wind blowing from the south-southwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,3.1,,,2500 or more  or no clouds.,,,30.0,-14.1,No precipitation,12,,,,
12.02.2020 23:00,-11.5,669.7,761.2,,82,Wind blowing from the south,1,,,, ,,,-16.9,3.1,,,,,,30.0,-14.0,No precipitation,6,,,,
12.02.2020 20:00,-6.9,670.0,762.6,0.3,72,Wind blowing from the west,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,3.1,,,2500 or more  or no clouds.,,,24.0,-11.1,No precipitation,12,,,,
12.02.2020 17:00,-1.4,669.7,760.8,,58,Wind blowing from the north-northwest,1,,6,, ,,,-16.9,3.1,,,,,,30.0,-8.8,No precipitation,6,,,,
12.02.2020 14:00,1.0,670.7,761.2,,47,Wind blowing from the north-west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,1.0,,,,,,30.0,-9.3,No precipitation,12,,,,
12.02.2020 11:00,-7.2,672.5,764.5,,75,Wind blowing from the north,3,,5,no clouds, ,,,-16.9,1.7,,,,,,30.0,-11.0,No precipitation,6,,,,
12.02.2020 08:00,-16.9,671.6,764.6,0.8,80,Wind blowing from the south-southwest,1,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,1.7,,,2500 or more  or no clouds.,,,30.0,-19.5,No precipitation,12,,,,
12.02.2020 05:00,-15.1,670.8,762.3,,83,Wind blowing from the south-southwest,1,,4,, ,,,-15.1,1.7,,,,,,30.0,-17.3,No precipitation,6,,,,
12.02.2020 02:00,-13.4,671.1,761.8,,85,Wind blowing from the south,1,,7,, ,,,-14.6,1.7,,,,,,30.0,-15.4,No precipitation,6,,,,
11.02.2020 23:00,-11.9,669.4,759.5,,83,Wind blowing from the south-southeast,1,,,, ,,,-14.6,1.7,,,,,,30.0,-14.2,No precipitation,6,,,,
11.02.2020 20:00,-8.2,668.6,760.5,1.0,69,Wind blowing from the south-southwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,1.7,,,,,,30.0,-12.9,No precipitation,12,,,,
11.02.2020 17:00,-2.4,667.6,758.6,,47,Wind blowing from the south,1,,7,no clouds, ,,,-14.6,1.7,,,,,,30.0,-12.4,No precipitation,6,,,,
11.02.2020 14:00,0.2,667.2,756.8,,39,Wind blowing from the south,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,1.7,,,,,,30.0,-12.1,No precipitation,12,,,,
11.02.2020 11:00,1.2,667.6,756.3,,34,Wind blowing from the south-southeast,3,,6,no clouds, ,,,-14.6,1.6,,,,,,30.0,-12.9,No precipitation,6,,,,
11.02.2020 08:00,-13.0,668.2,759.8,-0.7,82,Wind blowing from the north-northwest,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,0.0,,,2500 or more  or no clouds.,,,30.0,-15.4,No precipitation,12,,,,
11.02.2020 05:00,-14.5,668.9,759.9,,81,Wind blowing from the south-southeast,1,,,, ,,,-19.5,0.0,,,,,,30.0,-17.0,No precipitation,6,,,,
11.02.2020 02:00,-10.1,670.0,760.1,-0.7,76,Wind blowing from the south,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,0.0,,,2500 or more  or no clouds.,,,30.0,-13.5,No precipitation,12,,,,
10.02.2020 23:00,-5.3,670.7,761.3,,64,Wind blowing from the south-southeast,3,,,, ,,,,0.0,,,,,,30.0,-11.2,No precipitation,6,,,,
10.02.2020 20:00,-7.3,671.6,764.9,0.3,62,Wind blowing from the south,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,0.0,,,2500 or more  or no clouds.,,,30.0,-13.5,No precipitation,12,,,,
10.02.2020 17:00,-1.8,671.3,763.3,,45,Wind blowing from the south,4,,8,no clouds, ,,,-19.5,0.0,,,,,,30.0,-12.4,No precipitation,6,,,,
10.02.2020 14:00,-0.3,671.6,762.4,,40,Wind blowing from the south,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,0.0,,,,,,30.0,-12.3,No precipitation,12,,,,
10.02.2020 11:00,-7.4,672.7,764.8,,57,Wind blowing from the north-northwest,1,,3,no clouds, ,,,-19.5,-7.4,,,,,,30.0,-14.5,No precipitation,6,,,,
10.02.2020 08:00,-19.5,673.0,767.2,0.3,79,Wind blowing from the south-southwest,0,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-9.5,,,2500 or more  or no clouds.,,,30.0,-22.2,Trace of precipitation,12,,,,
10.02.2020 05:00,-18.2,672.7,766.7,,81,Wind blowing from the south,1,,3,, ,,,-20.7,-9.5,,,,,,30.0,-20.7,No precipitation,6,,,,
10.02.2020 02:00,-12.6,673.3,766.0,-0.8,80,Wind blowing from the south-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-9.5,,,2500 or more  or no clouds.,,,30.0,-15.3,No precipitation,12,,,,
09.02.2020 23:00,-11.9,674.1,767.3,,77,Wind blowing from the south,1,,,, ,,,,-9.5,,,,,,30.0,-15.1,No precipitation,6,,,,
09.02.2020 20:00,-10.8,674.3,768.9,0.0,79,Wind blowing from the south-southeast,2,,6,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-9.5,,,600-1000,,,25.0,-13.7,Trace of precipitation,12,,,,
09.02.2020 17:00,-11.3,674.3,768.4,,70,Wind blowing from the north-northwest,2,,6,70 – 80%., ,,,-20.7,-9.5,,,600-1000,,,30.0,-15.7,No precipitation,6,,,,
09.02.2020 14:00,-9.8,673.7,766.8,-0.2,58,Wind blowing from the north-northwest,3,,6,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-8.1,,,2500 or more  or no clouds.,,,30.0,-16.5,Trace of precipitation,12,,,,
09.02.2020 11:00,-12.5,673.9,767.2,,69,Wind blowing from the north-west,2,,4,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-7.6,,,2500 or more  or no clouds.,,,30.0,-17.0,No precipitation,6,,,,
09.02.2020 08:00,-20.6,673.5,768.7,,78,Wind blowing from the north,0,,8,70 – 80%.,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-7.6,,,600-1000,,,25.0,-23.4,Trace of precipitation,12,,,,
09.02.2020 05:00,-17.8,672.6,766.7,,79,Calm  no wind,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-22.5,-7.6,,,,,,30.0,-20.6,No precipitation,6,,,,
09.02.2020 02:00,-14.1,673.0,765.7,-1.6,78,Wind blowing from the east-southeast,1,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-7.6,,,2500 or more  or no clouds.,,,14.0,-17.2,No precipitation,12,,,,
08.02.2020 23:00,-12.5,674.6,768.1,,67,Wind blowing from the east-northeast,1,,,, ,,,-22.5,-7.6,,,,,,30.0,-17.5,No precipitation,6,,,,
08.02.2020 20:00,-14.4,676.3,772.2,,70,Wind blowing from the south-southeast,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-7.6,,,2500 or more  or no clouds.,,,30.0,-18.8,No precipitation,12,,,,
08.02.2020 17:00,-12.6,678.4,773.8,,58,Wind blowing from the south-east,2,,5,20–30%., ,,,-22.5,-7.6,,,2500 or more  or no clouds.,,,30.0,-19.2,No precipitation,6,,,,
08.02.2020 14:00,-8.5,679.5,774.0,-1.6,44,Wind blowing from the north-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-7.6,,,2500 or more  or no clouds.,,,30.0,-18.8,No precipitation,12,,,,
08.02.2020 11:00,-13.2,681.1,776.6,,56,Wind blowing from the west,1,,2,20–30%., ,,,-22.5,-12.7,,,2500 or more  or no clouds.,,,30.0,-20.3,No precipitation,6,,,,
08.02.2020 08:00,-22.3,681.7,779.2,,71,Wind blowing from the south,1,,2,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-14.9,,,600-1000,,,27.0,-26.1,No precipitation,12,,,,
08.02.2020 05:00,-19.5,681.1,777.7,,77,Calm  no wind,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-14.9,,,,,,24.0,-22.5,No precipitation,6,,,,
08.02.2020 02:00,-18.7,681.1,777.3,0.8,79,Wind blowing from the north-east,1,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-14.9,,,2500 or more  or no clouds.,,,24.0,-21.4,0.3,12,,,,
07.02.2020 23:00,-17.8,680.3,777.3,,78,Wind blowing from the south-southwest,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-14.9,,,,,,11.0,-20.7,No precipitation,6,,,,
07.02.2020 20:00,-18.3,679.6,778.7,,77,Wind blowing from the north-west,0,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.2,-14.9,,,600-1000,,,11.0,-21.3,0.4,12,,,,
07.02.2020 17:00,-16.8,678.2,776.6,,75,Wind blowing from the north,2,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.2,-14.9,,,600-1000,,,9.0,-20.3,0.4,6,,,,
07.02.2020 14:00,-15.7,677.5,775.3,-1.2,64,Wind blowing from the north,3,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.2,-15.7,,,600-1000,,,28.0,-21.1,0.1,12,,,,
07.02.2020 11:00,-21.2,678.7,777.7,,60,Wind blowing from the north-west,1,,2,40%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.2,-16.4,,,2500 or more  or no clouds.,,,21.0,-26.9,No precipitation,6,,,,
07.02.2020 08:00,-32.0,679.3,780.3,0.3,69,Calm  no wind,0,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.2,,,,600-1000,,,30.0,-35.8,No precipitation,12,,,,
07.02.2020 05:00,-30.9,679.0,778.2,,69,Wind blowing from the south-southeast,1,,4,, ,,,-36.3,-16.4,,,,,,30.0,-34.7,No precipitation,6,,,,
07.02.2020 02:00,-29.9,679.3,777.7,0.0,70,Wind blowing from the south-southwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-36.3,-16.4,,,2500 or more  or no clouds.,,,30.0,-33.6,No precipitation,12,,,,
06.02.2020 23:00,-29.0,679.3,778.9,,71,Wind blowing from the south,1,,,, ,,,-36.3,-16.4,,,,,,30.0,-32.6,No precipitation,6,,,,
06.02.2020 20:00,-27.0,678.9,780.3,,66,Wind blowing from the south-southeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-36.3,-16.4,,,,,,30.0,-31.4,No precipitation,12,,,,
06.02.2020 17:00,-20.0,677.7,777.8,,50,Wind blowing from the north,3,,6,no clouds, ,,,-36.3,-16.4,,,,,,30.0,-27.8,No precipitation,6,,,,
06.02.2020 14:00,-17.1,677.2,776.5,-1.2,35,Wind blowing from the north-northwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-36.3,-17.1,,,,,,30.0,-28.9,No precipitation,12,,,,
06.02.2020 11:00,-23.9,678.4,779.2,,55,Calm  no wind,0,,,no clouds, ,,,-36.3,-22.1,,,,,,30.0,-30.4,No precipitation,6,,,,
06.02.2020 08:00,-34.1,679.5,782.2,,67,Wind blowing from the north-northwest,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-39.1,,,,,,,30.0,-38.1,No precipitation,12,,,,
06.02.2020 05:00,-36.1,680.2,782.0,,65,Wind blowing from the north-northwest,0,,3,, ,,,-39.3,-22.1,,,,,,30.0,-40.2,No precipitation,6,,,,
06.02.2020 02:00,-35.1,682.0,783.1,-0.9,66,Wind blowing from the south,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-39.3,-22.1,,,2500 or more  or no clouds.,,,30.0,-39.1,No precipitation,12,,,,
05.02.2020 23:00,-34.8,682.9,785.5,,67,Wind blowing from the east,1,,,, ,,,-39.3,-22.1,,,,,,30.0,-38.8,No precipitation,6,,,,
05.02.2020 20:00,-32.5,683.9,788.5,0.7,68,Wind blowing from the south-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-39.3,-22.1,,,,,,30.0,-36.4,No precipitation,12,,,,
05.02.2020 17:00,-25.7,683.2,785.9,,56,Wind blowing from the north,2,,5,no clouds, ,,,-39.3,-22.1,,,,,,30.0,-31.9,No precipitation,6,,,,
05.02.2020 14:00,-22.8,683.2,784.9,-0.9,44,Wind blowing from the north-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-39.3,-22.8,,,,,,30.0,-31.7,No precipitation,12,,,,
05.02.2020 11:00,-28.9,684.1,787.2,,62,Wind blowing from the north-northwest,1,,2,no clouds, ,,,-39.3,-25.9,,,,,,30.0,-33.9,No precipitation,6,,,,
05.02.2020 08:00,-39.2,684.1,789.1,0.9,64,Wind blowing from the north,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-39.3,,,,,,,3.4,-43.4,No precipitation,12,,,,
05.02.2020 05:00,-38.1,683.2,786.7,,65,Wind blowing from the south-southwest,0,,3,, ,,,-38.2,-25.9,,,,,,8.0,-42.2,No precipitation,6,,,,
05.02.2020 02:00,-37.0,683.2,785.9,,64,Wind blowing from the south,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-37.5,-25.9,,,2500 or more  or no clouds.,,,25.0,-41.2,No precipitation,12,,,,
04.02.2020 23:00,-36.5,682.6,785.4,,65,Wind blowing from the south,0,,,, ,,,-37.5,-25.9,,,,,,30.0,-40.7,No precipitation,6,,,,
04.02.2020 20:00,-34.1,681.7,785.9,1.5,67,Wind blowing from the south-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-37.5,-24.5,,,,,,30.0,-38.1,No precipitation,12,,,,
04.02.2020 17:00,-28.9,680.2,782.2,,64,Wind blowing from the north,2,,7,50%., ,,,-37.5,-23.8,,,2500 or more  or no clouds.,,,30.0,-33.6,No precipitation,6,,,,
04.02.2020 14:00,-26.8,678.9,779.9,,58,Wind blowing from the north-northwest,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-37.5,-22.1,,,,,,30.0,-32.6,No precipitation,12,,,,
04.02.2020 11:00,-28.6,678.7,779.2,,67,Wind blowing from the north-northwest,4,,6,20–30%., ,,,-37.5,-21.3,,,2500 or more  or no clouds.,,,30.0,-32.8,No precipitation,6,,,,
04.02.2020 08:00,-37.3,678.3,779.8,1.4,64,Wind blowing from the south-southeast,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-37.5,-21.3,,,2500 or more  or no clouds.,,,8.0,-41.5,0.1,12,,,,
04.02.2020 05:00,-33.9,676.9,777.2,,68,Wind blowing from the north,0,,7,, ,,,-33.9,-21.3,,,,,,30.0,-37.8,No precipitation,6,,,,
