Local time in Hong Kong (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
16.02.2020 14:00,15.0,764.9,765.7,-1.7,60,Wind blowing from the north-northwest,9,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,,50.0,7.3,No precipitation,6,,,,
16.02.2020 11:00,13.8,766.6,767.2,1.2,71,Wind blowing from the north,9,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,,35.0,8.6,,,,,,
16.02.2020 08:00,13.0,765.4,766.1,2.2,78,Wind blowing from the north,9,,,90  or more  but not 100%,Clouds generally dissolving or becoming less developed. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,13.0,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,90  or more  but not 100%,300-600,,,35.0,9.2,5.0,12,,,,
16.02.2020 05:00,14.0,763.2,763.9,0.9,89,Wind blowing from the north-northwest,11,,,90  or more  but not 100%,Shower(s) of rain. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,90  or more  but not 100%,200-300,,,25.0,12.2,,,,,,
16.02.2020 02:00,14.8,762.3,763.0,1.8,91,Wind blowing from the north-west,10,,,90  or more  but not 100%,Shower(s) of rain. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,90  or more  but not 100%,200-300,,,10.0,13.3,1.0,6,,,,
15.02.2020 23:00,22.0,760.5,761.2,1.1,87,variable wind direction,5,,,90  or more  but not 100%,Clouds generally forming or developing. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,90  or more  but not 100%,100-200,,,19.0,19.8,,,,,,
15.02.2020 20:00,24.0,759.4,760.1,1.3,84,Wind blowing from the south-east,5,,,90  or more  but not 100%, ,,,,25.9,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,50%.,300-600,Altocumulus translucidus at a single level.,,18.0,21.2,Trace of precipitation,12,,,,
15.02.2020 17:00,24.1,758.1,758.7,-0.1,83,Wind blowing from the south-east,5,,,90  or more  but not 100%, ,,,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,50%.,300-600,Altocumulus translucidus at a single level.,,20.0,21.0,,,,,,
15.02.2020 14:00,24.9,758.2,758.8,-2.1,77,Wind blowing from the south-east,8,,,90  or more  but not 100%,Clouds generally forming or developing. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,50%.,300-600,Altocumulus translucidus at a single level.,,20.0,20.6,Trace of precipitation,6,,,,
15.02.2020 11:00,23.7,760.3,761.0,0.6,81,Wind blowing from the south-east,5,,,90  or more  but not 100%,Rain shower(s)  slight. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,90  or more  but not 100%,200-300,,,14.0,20.3,,,,,,
15.02.2020 08:00,21.9,759.7,760.4,0.8,91,Wind blowing from the east,7,,,90  or more  but not 100%, ,,,19.9,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,60%.,100-200,Altocumulus translucidus at a single level.,,11.0,20.3,2.0,12,,,,
15.02.2020 05:00,20.4,758.9,759.6,-1.2,93,Wind blowing from the east,8,,,90  or more  but not 100%, ,,,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,70 – 80%.,100-200,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,5.0,19.2,,,,,,
15.02.2020 02:00,20.9,760.1,760.8,-0.9,95,Wind blowing from the east,6,,,100%.,Shower(s) of rain. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,60%.,100-200,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,6.0,20.0,2.0,6,,,,
14.02.2020 23:00,21.3,761.0,761.7,1.3,93,Wind blowing from the east,7,,,90  or more  but not 100%,Rain shower(s)  slight. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,60%.,100-200,Altocumulus translucidus at a single level.,,7.0,20.2,,,,,,
14.02.2020 20:00,22.4,759.7,760.4,1.3,87,Wind blowing from the east-southeast,6,,,90  or more  but not 100%,Clouds generally dissolving or becoming less developed. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,25.9,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,50%.,100-200,Altocumulus translucidus at a single level.,,14.0,20.1,0.8,12,,,,
14.02.2020 17:00,22.4,758.4,759.1,-0.5,87,Wind blowing from the east,7,,,90  or more  but not 100%,Clouds generally forming or developing. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,90  or more  but not 100%,100-200,,,15.0,20.1,,,,,,
14.02.2020 14:00,25.0,758.9,759.6,-1.1,74,Wind blowing from the south-east,6,,,70 – 80%.,Clouds generally forming or developing. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,50%.,200-300,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,21.0,20.0,0.8,6,,,,
14.02.2020 11:00,22.5,760.0,760.6,0.7,85,Wind blowing from the east-southeast,6,,,70 – 80%.,Shower(s) of rain. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,50%.,100-200,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,26.0,19.8,,,,,,
14.02.2020 08:00,20.8,759.3,760.0,1.4,91,Wind blowing from the east-northeast,6,,,90  or more  but not 100%,Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ,Thunderstorm(s) with or without precipitation.,Shower(s).,19.9,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,60%.,100-200,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,17.0,19.3,8.0,12,,,,
14.02.2020 05:00,20.9,757.9,758.6,-1.5,91,Wind blowing from the east,6,,,90  or more  but not 100%,Rain shower(s)  slight. ,Thunderstorm(s) with or without precipitation.,Shower(s).,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,60%.,300-600,Altocumulus translucidus at a single level.,,15.0,19.4,,,,,,
14.02.2020 02:00,20.8,759.4,760.0,-1.5,87,Wind blowing from the east,6,,,90  or more  but not 100%, ,,,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,50%.,300-600,Altocumulus translucidus at a single level.,,15.0,18.6,No precipitation,6,,,,
13.02.2020 23:00,20.6,760.9,761.5,0.9,86,Wind blowing from the east,5,,,90  or more  but not 100%, ,,,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,50%.,200-300,Altocumulus translucidus at a single level.,,25.0,18.1,,,,,,
13.02.2020 20:00,20.0,760.0,760.6,0.1,87,Wind blowing from the east,6,,,90  or more  but not 100%,Clouds generally dissolving or becoming less developed. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,22.3,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,50%.,200-300,Altocumulus translucidus at a single level.,,40.0,17.7,27.0,12,,,,
13.02.2020 17:00,21.4,759.9,760.6,-0.1,82,Wind blowing from the north-east,3,,,90  or more  but not 100%,Clouds generally forming or developing. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,60%.,200-300,Altocumulus translucidus at a single level.,,35.0,18.2,,,,,,
13.02.2020 14:00,21.9,760.0,760.6,-3.5,72,Wind blowing from the east-northeast,4,,,90  or more  but not 100%,Rain shower(s)  moderate or heavy. ,Thunderstorm(s) with or without precipitation.,Shower(s).,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,60%.,100-200,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,8.0,16.5,26.0,6,,,,
13.02.2020 11:00,19.2,763.5,764.2,1.5,96,Wind blowing from the north,4,,,90  or more  but not 100%,Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ,Thunderstorm(s) with or without precipitation.,Shower(s).,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,50%.,100-200,Altocumulus translucidus at a single level.,,2.4,18.6,,,,,,
13.02.2020 08:00,19.0,762.0,762.7,1.5,96,Wind blowing from the north-west,3,,,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,18.3,,Stratocumulus other than Stratocumulus cumulogenitus.,90  or more  but not 100%,50-100,,,1.0,18.4,Trace of precipitation,12,,,,
13.02.2020 05:00,18.7,760.5,761.2,-1.1,94,Wind blowing from the south-southeast,2,,,10%  or less  but not 0, ,,,,,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,10%  or less  but not 0,2500 or more  or no clouds.,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,6.0,17.7,,,,,,
13.02.2020 02:00,19.8,761.6,762.3,-0.8,90,variable wind direction,1,,,50%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,4.5,18.1,No precipitation,6,,,,
12.02.2020 23:00,19.8,762.4,763.1,0.3,89,Wind blowing from the east-northeast,2,,,20–30%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,4.8,18.0,,,,,,
12.02.2020 20:00,20.4,762.1,762.7,0.5,88,Wind blowing from the east,3,,,60%.,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,24.2,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,4.7,18.4,No precipitation,12,,,,
12.02.2020 17:00,21.4,761.6,762.3,-0.5,84,Wind blowing from the west,3,,,60%.,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,3.7,18.5,,,,,,
12.02.2020 14:00,22.6,762.1,762.7,-2.2,78,Wind blowing from the west,4,,,60%.,Haze. ,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,3.0,18.5,No precipitation,6,,,,
12.02.2020 11:00,19.1,764.3,765.0,0.1,92,variable wind direction,1,,,90  or more  but not 100%,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,200-300,Altocumulus translucidus at a single level.,,1.4,17.7,,,,,,
12.02.2020 08:00,18.3,764.2,764.9,0.7,94,Wind blowing from the north-west,5,,,50%.,Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,18.0,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,200-300,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,1.6,17.3,Trace of precipitation,12,,,,
12.02.2020 05:00,18.4,763.5,764.2,-0.4,95,Wind blowing from the north-west,3,,,100%.,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,100-200,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,1.8,17.5,,,,,,
12.02.2020 02:00,19.0,763.9,764.5,-0.3,89,Wind blowing from the east-northeast,3,,,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,5.0,17.2,Trace of precipitation,6,,,,
11.02.2020 23:00,19.0,764.2,764.8,0.1,88,Wind blowing from the east-northeast,5,,,90  or more  but not 100%,Clouds generally forming or developing. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,6.0,17.0,,,,,,
11.02.2020 20:00,18.0,764.1,764.8,0.2,90,Wind blowing from the east,6,,,90  or more  but not 100%,Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,21.0,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altostratus opacus or Nimbostratus.,,7.0,16.3,3.0,12,,,,
11.02.2020 17:00,16.9,763.9,764.6,-0.3,94,Wind blowing from the east,7,,,100%.,Rain  not freezing  continuous  slight at time of observation. ,Rain.,Rain.,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altostratus opacus or Nimbostratus.,,2.8,16.0,,,,,,
11.02.2020 14:00,20.0,764.2,764.9,-1.5,71,Wind blowing from the east,5,,,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,9.0,14.5,0.2,6,,,,
11.02.2020 11:00,18.3,765.7,766.3,0.1,78,Wind blowing from the north-east,7,,,90  or more  but not 100%,Clouds generally forming or developing. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,9.0,14.3,,,,,,
11.02.2020 08:00,17.6,765.6,766.3,0.7,80,Wind blowing from the east-northeast,4,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,17.1,,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,600-1000,,,9.0,14.0,Trace of precipitation,12,,,,
11.02.2020 05:00,17.7,764.9,765.7,-0.7,75,Wind blowing from the north-northeast,2,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,Altocumulus translucidus at a single level.,,12.0,13.1,,,,,,
11.02.2020 02:00,17.8,765.6,766.3,-0.8,69,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,12.0,12.0,No precipitation,6,,,,
10.02.2020 23:00,17.8,766.4,767.1,0.0,69,Wind blowing from the east,3,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,Altocumulus translucidus at a single level.,,12.0,11.9,,,,,,
10.02.2020 20:00,17.2,766.4,767.2,0.2,71,Wind blowing from the north-northwest,2,,,90  or more  but not 100%, ,,,,18.0,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,12.0,11.8,No precipitation,12,,,,
10.02.2020 17:00,17.0,766.2,766.9,-0.3,70,Wind blowing from the north-west,4,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,,14.0,11.5,,,,,,
10.02.2020 14:00,16.9,766.5,767.2,-1.7,71,Wind blowing from the north-northwest,4,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altostratus opacus or Nimbostratus.,,14.0,11.6,No precipitation,6,,,,
10.02.2020 11:00,16.7,768.2,768.9,0.7,69,Wind blowing from the east-northeast,3,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,Altocumulus translucidus at a single level.,,17.0,10.9,,,,,,
10.02.2020 08:00,15.9,767.5,768.3,1.1,71,Wind blowing from the east,4,,,90  or more  but not 100%, ,,,15.5,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,Altocumulus translucidus at a single level.,,18.0,10.7,No precipitation,12,,,,
10.02.2020 05:00,15.9,766.4,767.1,-1.2,72,Wind blowing from the east-northeast,3,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,18.0,10.9,,,,,,
10.02.2020 02:00,16.0,767.6,768.3,-1.2,66,Wind blowing from the east-northeast,4,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,19.0,9.6,No precipitation,6,,,,
09.02.2020 23:00,17.1,768.8,769.6,0.7,64,Wind blowing from the east-northeast,4,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,,24.0,10.2,,,,,,
09.02.2020 20:00,17.2,768.1,768.8,0.5,64,Wind blowing from the north,3,,,90  or more  but not 100%, ,,,,18.1,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,20.0,10.3,Trace of precipitation,12,,,,
09.02.2020 17:00,17.6,767.6,768.4,-0.8,61,Wind blowing from the west,3,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,1000-1500,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,18.0,9.9,,,,,,
09.02.2020 14:00,17.6,768.4,769.0,-2.7,59,Wind blowing from the north,3,,,90  or more  but not 100%,Clouds generally dissolving or becoming less developed. ,Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,21.0,9.4,Trace of precipitation,6,,,,
09.02.2020 11:00,15.2,771.1,771.7,1.4,66,Wind blowing from the north-northeast,2,,,90  or more  but not 100%,Clouds generally dissolving or becoming less developed. ,Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,30.0,8.9,,,,,,
09.02.2020 08:00,15.1,769.7,770.5,1.1,73,Wind blowing from the north-east,4,,,90  or more  but not 100%, ,,,14.9,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,30.0,10.2,No precipitation,12,,,,
09.02.2020 05:00,15.6,768.6,769.3,-0.4,76,Wind blowing from the east-northeast,3,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,27.0,11.3,,,,,,
09.02.2020 02:00,16.6,769.0,769.7,-0.3,67,Wind blowing from the north-east,6,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,45.0,10.3,No precipitation,6,,,,
08.02.2020 23:00,16.3,769.3,770.1,0.9,64,Wind blowing from the north-east,4,,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,1000-1500,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,45.0,9.5,,,,,,
08.02.2020 20:00,17.7,768.4,769.0,1.3,64,Wind blowing from the north-northeast,4,,,90  or more  but not 100%, ,,,,18.8,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,45.0,10.8,No precipitation,12,,,,
08.02.2020 17:00,18.0,767.1,767.8,0.0,66,Wind blowing from the north-east,4,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,,40.0,11.5,,,,,,
08.02.2020 14:00,18.3,767.1,767.8,-1.6,69,Wind blowing from the north,7,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,35.0,12.5,No precipitation,6,,,,
08.02.2020 11:00,16.7,768.7,769.3,1.2,73,Wind blowing from the north-northeast,5,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus at a single level.,,40.0,11.9,,,,,,
08.02.2020 08:00,16.2,767.5,768.3,1.2,77,Wind blowing from the north-east,3,,,90  or more  but not 100%, ,,,15.8,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,45.0,12.2,No precipitation,12,,,,
08.02.2020 05:00,16.4,766.3,767.1,-0.6,74,Wind blowing from the north-east,6,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,30.0,11.8,,,,,,
08.02.2020 02:00,17.8,766.9,767.6,0.0,74,Wind blowing from the north-northeast,3,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,30.0,13.1,No precipitation,6,,,,
07.02.2020 23:00,18.4,766.9,767.5,1.4,74,Wind blowing from the north-northeast,4,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,30.0,13.7,,,,,,
07.02.2020 20:00,20.0,765.5,766.2,1.0,74,Wind blowing from the north-east,2,,,100%., ,,,,21.0,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,24.0,15.1,No precipitation,12,,,,
07.02.2020 17:00,20.2,764.5,765.2,-0.5,74,Wind blowing from the north-east,4,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,14.0,15.3,,,,,,
07.02.2020 14:00,20.4,765.0,765.7,-1.6,74,Wind blowing from the north-west,4,,,100%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,8.0,15.5,No precipitation,6,,,,
07.02.2020 11:00,19.7,766.6,767.3,1.2,75,Wind blowing from the north,3,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,11.0,15.1,,,,,,
07.02.2020 08:00,18.7,765.4,766.0,1.4,76,Wind blowing from the east,5,,,50%., ,,,17.9,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,300-600,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,12.0,14.3,No precipitation,12,,,,
07.02.2020 05:00,18.1,764.0,764.7,-0.5,76,Wind blowing from the east,5,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus at a single level.,,13.0,13.8,,,,,,
07.02.2020 02:00,18.3,764.5,765.2,-0.1,75,Wind blowing from the east,5,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus at a single level.,,12.0,13.7,No precipitation,6,,,,
06.02.2020 23:00,18.5,764.6,765.3,1.0,71,Wind blowing from the east,5,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,Altocumulus translucidus at a single level.,,15.0,13.1,,,,,,
06.02.2020 20:00,18.6,763.6,764.3,0.9,70,Wind blowing from the east-northeast,6,,,70 – 80%., ,,,,20.9,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,14.0,13.0,No precipitation,12,,,,
06.02.2020 17:00,18.8,762.7,763.4,-0.2,70,Wind blowing from the east,6,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,,15.0,13.2,,,,,,
06.02.2020 14:00,19.3,762.9,763.6,-1.7,66,Wind blowing from the east,8,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,,15.0,12.7,No precipitation,6,,,,
06.02.2020 11:00,18.0,764.6,765.3,0.5,69,Wind blowing from the east,11,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,14.0,12.3,,,,,,
06.02.2020 08:00,16.6,764.1,764.8,0.2,75,Wind blowing from the east,13,,,60%., ,,,16.2,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,15.0,12.2,No precipitation,12,,,,
06.02.2020 05:00,16.2,763.9,764.5,-0.9,78,Wind blowing from the east,5,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altostratus opacus or Nimbostratus.,,13.0,12.3,,,,,,
