Local time in Leting,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 17:00,2.3,769.3,770.2,,82,Wind blowing from the east,5,,10,60%., ,,,-1.2,6.6,,,2500 or more  or no clouds.,,,7.0,-0.5,No precipitation,6,,,,
19.02.2020 14:00,3.2,769.2,770.1,-0.8,82,Wind blowing from the east,5,,10,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,9.4,,,2500 or more  or no clouds.,,,4.4,0.3,No precipitation,12,,,,
19.02.2020 11:00,2.0,770.0,770.9,,86,Wind blowing from the east,6,,10,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,,,,,,,5.0,-0.1,No precipitation,6,,,,
19.02.2020 08:00,-1.0,769.4,770.3,1.0,95,Wind blowing from the east,4,,8,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,,,,1500-2000,,,2.9,-1.7,No precipitation,12,,,,
19.02.2020 05:00,0.2,768.4,769.3,,95,Wind blowing from the east-northeast,3,,7,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-5.0,9.5,,,,,,0.3,-0.5,No precipitation,6,,,,
19.02.2020 02:00,-0.6,768.4,769.3,-0.1,95,Wind blowing from the east-northeast,3,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,9.5,,,2500 or more  or no clouds.,,,0.1,-1.3,No precipitation,12,,,,
18.02.2020 23:00,0.5,768.5,769.4,,87,Wind blowing from the east-southeast,1,,5,, ,,,-5.0,9.5,,,,,,7.0,-1.4,No precipitation,6,,,,
18.02.2020 20:00,2.9,768.1,769.0,0.9,67,Wind blowing from the south,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,9.5,,,2500 or more  or no clouds.,,,11.0,-2.6,No precipitation,12,,,,
18.02.2020 17:00,6.6,767.2,768.1,,47,Wind blowing from the south,2,,5,40%., ,,,-5.0,9.5,,,2500 or more  or no clouds.,,,24.0,-3.9,No precipitation,6,,,,
18.02.2020 14:00,9.2,767.7,768.6,-1.9,31,Wind blowing from the south-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,9.5,,,,,,30.0,-7.0,No precipitation,12,,,,
18.02.2020 11:00,6.7,769.6,770.5,,31,Wind blowing from the north-northeast,1,,3,no clouds, ,,,-5.0,7.4,,,,,,24.0,-9.2,No precipitation,6,,,,
18.02.2020 08:00,-1.7,770.3,771.2,0.7,71,Wind blowing from the north,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,4.5,,,,,,28.0,-6.4,No precipitation,12,,,,
18.02.2020 05:00,-3.6,769.6,770.5,,79,Wind blowing from the south,0,,5,, ,,,-7.2,4.5,,,,,,30.0,-6.7,No precipitation,6,,,,
18.02.2020 02:00,-2.3,770.3,771.2,-0.2,66,Wind blowing from the west-southwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,4.5,,,2500 or more  or no clouds.,,,30.0,-7.8,No precipitation,12,,,,
17.02.2020 23:00,0.5,770.5,771.4,,58,Wind blowing from the west-southwest,2,,8,, ,,,,4.5,,,,,,30.0,-7.0,No precipitation,6,,,,
17.02.2020 20:00,1.0,770.2,771.2,,47,Wind blowing from the south-west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,4.5,,,,,,13.0,-9.3,No precipitation,12,,,,
17.02.2020 17:00,3.9,769.9,770.8,,32,Wind blowing from the west,3,,8,no clouds, ,,,-7.2,4.5,,,,,,30.0,-11.3,No precipitation,6,,,,
17.02.2020 14:00,3.2,769.8,770.7,-1.3,24,Wind blowing from the north-west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,3.2,,,,,,30.0,-15.4,No precipitation,12,,,,
17.02.2020 11:00,0.7,771.1,772.0,,28,Wind blowing from the north-west,4,,8,no clouds, ,,,-7.2,1.7,,,,,,30.0,-15.7,No precipitation,6,,,,
17.02.2020 08:00,-5.2,771.1,772.1,,48,Wind blowing from the west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,1.7,,,,,,21.0,-14.5,No precipitation,12,,,,
17.02.2020 05:00,-6.1,770.5,771.5,,47,Wind blowing from the west-northwest,2,,6,, ,,,-6.2,1.7,,,,,,30.0,-15.6,No precipitation,6,,,,
17.02.2020 02:00,-4.6,771.0,772.0,0.7,76,Wind blowing from the north-west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,1.7,,,2500 or more  or no clouds.,,,30.0,-8.2,No precipitation,12,,,,
16.02.2020 23:00,-3.0,770.3,771.3,,58,Wind blowing from the north-east,3,,9,, ,,,-6.2,1.7,,,,,,27.0,-10.3,No precipitation,6,,,,
16.02.2020 20:00,-2.7,769.6,770.5,0.2,48,Wind blowing from the south-west,1,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,1.7,,,2500 or more  or no clouds.,,,10.0,-12.4,No precipitation,12,,,,
16.02.2020 17:00,0.6,769.4,770.4,,31,Wind blowing from the north-east,2,,9,50%., ,,,-6.2,1.7,,,2500 or more  or no clouds.,,,30.0,-14.6,No precipitation,6,,,,
16.02.2020 14:00,0.7,768.7,769.6,-0.8,31,Wind blowing from the north-northwest,4,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,0.8,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
16.02.2020 11:00,-1.3,769.5,770.5,,35,Wind blowing from the north-northwest,5,,9,70 – 80%., ,,,-6.2,0.0,,,2500 or more  or no clouds.,,,30.0,-14.8,No precipitation,6,,,,
16.02.2020 08:00,-5.0,769.6,770.6,0.8,53,Wind blowing from the north-west,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,0.0,,,2500 or more  or no clouds.,,,30.0,-13.3,No precipitation,12,,,,
16.02.2020 05:00,-6.2,768.8,769.8,,59,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,30.0,-12.9,,,,,,
16.02.2020 02:00,-4.0,768.8,769.8,-0.8,52,Wind blowing from the north-northwest,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,0.0,,,2500 or more  or no clouds.,,,30.0,-12.4,No precipitation,12,,,,
15.02.2020 23:00,-2.3,769.6,770.5,,51,Wind blowing from the north-northwest,3,,,, ,,,-5.7,0.0,,,,,,30.0,-11.1,No precipitation,6,,,,
15.02.2020 20:00,-2.0,769.3,770.2,0.0,72,Wind blowing from the north-west,3,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,0.0,,,2500 or more  or no clouds.,,,28.0,-6.5,No precipitation,12,,,,
15.02.2020 17:00,-0.6,769.3,770.3,,57,Wind blowing from the west-northwest,3,,8,90  or more  but not 100%, ,,,-5.7,0.0,,,,,,30.0,-8.1,No precipitation,6,,,,
15.02.2020 14:00,-0.8,769.2,770.2,-2.4,51,Wind blowing from the north-northwest,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,-0.2,,,1500-2000,,,30.0,-9.9,0.3,12,,,,
15.02.2020 11:00,-2.5,771.6,772.6,,55,Wind blowing from the north,4,,,100%., ,,,,,,,1500-2000,,,30.0,-10.5,,,,,,
15.02.2020 08:00,-3.9,771.6,772.6,-0.1,60,Wind blowing from the north,3,,8,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,-0.1,,,1500-2000,,,30.0,-10.7,3.0,12,,,,
15.02.2020 05:00,-4.4,771.7,772.7,,65,Wind blowing from the north,3,,,, ,,,-5.7,,,,,,,30.0,-10.0,1.0,6,,,,
15.02.2020 02:00,-5.6,772.3,773.3,-0.3,93,Wind blowing from the north,3,,14,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,2.7,,,2500 or more  or no clouds.,,,3.9,-6.5,10.0,12,,,,
14.02.2020 23:00,-5.1,772.6,773.5,,92,Wind blowing from the north,3,,,,Mist. ,,,-5.1,4.7,,,,,,3.1,-6.2,7.0,6,,,,
14.02.2020 20:00,-3.6,771.3,772.3,1.7,95,Wind blowing from the north,4,,18,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-3.6,5.9,,,1500-2000,,,1.7,-4.3,8.0,12,,,,
14.02.2020 17:00,-3.4,769.6,770.5,,94,Wind blowing from the north-east,3,,19,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-3.5,,,,1500-2000,,,1.8,-4.2,3.0,6,,,,
14.02.2020 14:00,-0.7,767.3,768.2,0.4,79,Wind blowing from the east-northeast,5,,19,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,,,,1500-2000,,,17.0,-3.9,0.5,12,,,,
14.02.2020 11:00,-0.4,766.9,767.8,,67,Wind blowing from the east-northeast,7,,19,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,,,,1500-2000,,,17.0,-5.8,No precipitation,6,,,,
14.02.2020 08:00,-0.1,764.8,765.7,0.7,68,Wind blowing from the east,10,,19,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,14.1,,,1500-2000,,,15.0,-5.3,No precipitation,12,,,,
14.02.2020 05:00,1.0,764.1,765.0,,67,Wind blowing from the east,10,,,, ,,,,,,,,,,11.0,-4.6,,,,,,
14.02.2020 02:00,2.7,764.1,765.0,,80,Wind blowing from the east,8,,17,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,14.1,,,2500 or more  or no clouds.,,,7.0,-0.4,No precipitation,12,,,,
13.02.2020 23:00,4.7,763.1,764.0,,84,Wind blowing from the east,8,,,,Mist. ,,,4.1,14.1,,,,,,3.3,2.2,No precipitation,6,,,,
13.02.2020 20:00,5.4,760.9,761.8,2.1,94,Wind blowing from the east,3,,6,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,14.1,,,2500 or more  or no clouds.,,,3.7,4.5,No precipitation,12,,,,
13.02.2020 17:00,12.3,758.8,759.7,,53,Wind blowing from the east,2,,4,60%., ,,,4.1,14.1,,,2500 or more  or no clouds.,,,13.0,3.0,No precipitation,6,,,,
13.02.2020 14:00,12.2,758.6,759.5,-1.2,58,Wind blowing from the south-west,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,14.7,,,1500-2000,,,8.0,4.2,No precipitation,12,,,,
13.02.2020 11:00,9.0,759.8,760.7,,72,Wind blowing from the south-west,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,14.7,,,1500-2000,,,7.0,4.2,No precipitation,6,,,,
13.02.2020 08:00,5.4,759.4,760.3,0.6,94,Wind blowing from the south,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,4.5,4.5,No precipitation,12,,,,
13.02.2020 05:00,4.3,758.8,759.7,,95,Wind blowing from the south,1,,4,,Mist. ,,,-0.3,14.7,,,,,,4.1,3.6,No precipitation,6,,,,
13.02.2020 02:00,4.8,759.4,760.3,,93,Wind blowing from the south-southwest,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,14.7,,,2500 or more  or no clouds.,,,5.0,3.8,No precipitation,12,,,,
12.02.2020 23:00,5.3,759.7,760.6,,89,Wind blowing from the south,2,,6,,Mist. ,,,-0.3,14.7,,,,,,6.0,3.6,No precipitation,6,,,,
12.02.2020 20:00,5.1,759.8,760.7,0.9,95,Wind blowing from the south,2,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,14.7,,,,,,3.3,4.4,No precipitation,12,,,,
12.02.2020 17:00,11.2,758.9,759.8,,67,Wind blowing from the south-west,3,,6,no clouds, ,,,-0.3,14.7,,,,,,8.0,5.3,No precipitation,6,,,,
12.02.2020 14:00,14.4,759.2,760.1,-2.2,52,Wind blowing from the west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,14.4,,,,,,11.0,4.7,No precipitation,12,,,,
12.02.2020 11:00,9.0,761.4,762.3,,72,Wind blowing from the south-west,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,13.6,,,,,,6.0,4.2,No precipitation,6,,,,
12.02.2020 08:00,0.2,761.6,762.5,0.1,95,Wind blowing from the east,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,13.6,,,,,,1.7,-0.5,No precipitation,12,,,,
12.02.2020 05:00,-0.2,761.5,762.4,,95,Wind blowing from the east,1,,4,,Mist. ,,,-0.9,13.6,,,,,,3.0,-0.9,No precipitation,6,,,,
12.02.2020 02:00,1.0,762.5,763.4,,93,Wind blowing from the east-northeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,13.6,,,,,,4.4,0.0,No precipitation,6,,,,
11.02.2020 23:00,4.6,762.8,763.7,,83,Wind blowing from the south-east,1,,5,,Mist. ,,,-0.9,13.6,,,,,,6.0,2.0,No precipitation,6,,,,
11.02.2020 20:00,4.7,763.0,763.9,0.3,90,Wind blowing from the east-southeast,2,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,13.6,,,,,,3.7,3.2,No precipitation,12,,,,
11.02.2020 17:00,10.2,762.7,763.6,,54,Wind blowing from the south-southeast,2,,5,no clouds, ,,,-0.9,13.6,,,,,,8.0,1.1,No precipitation,6,,,,
11.02.2020 14:00,12.8,763.0,763.9,-2.3,48,Wind blowing from the south-west,2,,4,no clouds,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,13.3,,,,,,6.0,2.1,No precipitation,12,,,,
11.02.2020 11:00,2.5,765.3,766.2,,95,Wind blowing from the east,2,,,100%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,-0.9,,,,,,,1.5,1.8,No precipitation,6,,,,
11.02.2020 08:00,-0.5,765.0,765.9,0.5,95,Wind blowing from the east,2,,,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,,,,1500-2000,,,0.1,-1.2,No precipitation,12,,,,
11.02.2020 05:00,-0.7,764.5,765.4,,95,Wind blowing from the east,2,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-2.0,13.3,,,,,,0.1,-1.4,No precipitation,6,,,,
11.02.2020 02:00,0.0,764.8,765.7,-0.1,95,Wind blowing from the east,3,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,13.3,,,2500 or more  or no clouds.,,,0.1,-0.7,No precipitation,12,,,,
10.02.2020 23:00,-0.2,764.9,765.8,,95,Wind blowing from the east-northeast,3,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-2.2,13.3,,,,,,0.1,-0.9,No precipitation,6,,,,
10.02.2020 20:00,0.7,764.1,765.0,1.3,86,Wind blowing from the east-northeast,2,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,13.3,,,,,,2.4,-1.4,No precipitation,12,,,,
10.02.2020 17:00,10.1,762.8,763.7,,48,Wind blowing from the south-southwest,2,,4,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,13.3,,,2500 or more  or no clouds.,,,5.0,-0.4,No precipitation,6,,,,
10.02.2020 14:00,13.3,762.8,763.7,-1.7,40,Wind blowing from the south-southwest,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,13.3,,,,,,6.0,0.0,No precipitation,12,,,,
10.02.2020 11:00,8.6,764.5,765.4,,58,Wind blowing from the south-west,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,8.7,,,,,,4.0,0.8,No precipitation,6,,,,
10.02.2020 08:00,1.9,764.2,765.1,0.2,95,Wind blowing from the south,2,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,,,,,,,1.8,1.2,No precipitation,12,,,,
10.02.2020 05:00,-1.5,764.0,764.9,,95,Wind blowing from the south-southwest,1,,5,,Mist. ,,,-2.3,8.7,,,,,,1.2,-2.2,No precipitation,6,,,,
10.02.2020 02:00,-0.5,764.7,765.6,-0.7,95,Wind blowing from the north-west,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,8.7,,,2500 or more  or no clouds.,,,1.6,-1.2,No precipitation,12,,,,
09.02.2020 23:00,-0.6,765.4,766.3,,95,Wind blowing from the west-northwest,1,,7,,Mist. ,,,-5.1,8.7,,,,,,1.4,-1.3,No precipitation,6,,,,
09.02.2020 20:00,1.6,765.1,766.0,0.1,80,Wind blowing from the west,1,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,8.7,,,,,,2.1,-1.5,No precipitation,12,,,,
09.02.2020 17:00,7.1,765.0,765.9,,40,Wind blowing from the west,3,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,8.7,,,,,,7.0,-5.6,No precipitation,6,,,,
09.02.2020 14:00,7.2,765.1,766.0,-2.7,51,Wind blowing from the west,3,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,7.2,,,,,,3.3,-2.3,No precipitation,12,,,,
09.02.2020 11:00,2.8,767.8,768.7,,83,Wind blowing from the west-northwest,3,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,5.1,,,,,,2.4,0.2,No precipitation,6,,,,
09.02.2020 08:00,-1.8,768.7,769.7,,95,Wind blowing from the west,1,,4,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,5.1,,,1500-2000,,,1.1,-2.5,No precipitation,12,,,,
09.02.2020 05:00,-2.1,769.9,770.8,,95,Wind blowing from the west,2,,5,,Fog or ice fog. ,,,-6.5,5.1,,,,,,1.1,-2.8,No precipitation,6,,,,
09.02.2020 02:00,-4.7,771.7,772.7,-1.2,95,Wind blowing from the west,2,,7,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,5.1,,,2500 or more  or no clouds.,,,0.1,-5.4,No precipitation,12,,,,
08.02.2020 23:00,-2.4,772.9,773.8,,81,Wind blowing from the south,1,,8,, ,,,-6.5,5.1,,,,,,14.0,-5.2,No precipitation,6,,,,
08.02.2020 20:00,-0.5,773.4,774.4,,68,Wind blowing from the south,1,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,5.1,,,2500 or more  or no clouds.,,,16.0,-5.7,No precipitation,12,,,,
08.02.2020 17:00,1.4,773.2,774.2,,54,Wind blowing from the south-east,3,,8,70 – 80%., ,,,-6.5,5.1,,,2500 or more  or no clouds.,,,30.0,-7.1,No precipitation,6,,,,
08.02.2020 14:00,4.0,773.5,774.4,-0.5,39,Wind blowing from the east-southeast,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,5.1,,,,,,30.0,-8.7,No precipitation,12,,,,
08.02.2020 11:00,4.3,774.0,774.9,,33,Wind blowing from the east-northeast,2,,5,no clouds, ,,,-6.5,4.3,,,,,,18.0,-10.6,No precipitation,6,,,,
08.02.2020 08:00,-5.3,773.2,774.2,,92,Wind blowing from the west-northwest,2,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,3.5,,,,,,2.2,-6.4,No precipitation,12,,,,
08.02.2020 05:00,-5.4,772.5,773.5,,90,Wind blowing from the west,2,,5,,Mist. ,,,-6.2,3.5,,,,,,2.5,-6.8,No precipitation,6,,,,
08.02.2020 02:00,-4.1,772.6,773.5,0.3,86,Wind blowing from the west,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,3.5,,,2500 or more  or no clouds.,,,3.1,-6.1,No precipitation,12,,,,
07.02.2020 23:00,-2.5,772.3,773.3,,88,Wind blowing from the west,1,,9,,Mist. ,,,-6.2,3.5,,,,,,3.0,-4.2,No precipitation,6,,,,
07.02.2020 20:00,-1.7,772.0,772.9,,67,Wind blowing from the west-southwest,1,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,3.5,,,,,,3.8,-7.0,No precipitation,12,,,,
07.02.2020 17:00,1.8,770.4,771.4,,49,Wind blowing from the west,2,,9,no clouds, ,,,-6.2,3.5,,,,,,11.0,-7.8,No precipitation,6,,,,
07.02.2020 14:00,2.3,770.7,771.7,-1.8,47,Wind blowing from the west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,2.5,,,,,,9.0,-7.9,No precipitation,12,,,,
07.02.2020 11:00,-0.8,772.5,773.5,,63,Wind blowing from the west,5,,,no clouds, ,,,,,,,,,,7.0,-7.0,,,,,,
07.02.2020 08:00,-4.2,772.5,773.5,,80,Wind blowing from the west-northwest,3,,5,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.3,,,1500-2000,,,5.0,-7.1,No precipitation,12,,,,
07.02.2020 05:00,-5.8,772.0,773.0,,85,Wind blowing from the west,2,,5,,Mist. ,,,-8.8,-1.3,,,,,,6.0,-7.9,No precipitation,6,,,,
07.02.2020 02:00,-4.3,772.7,773.7,-0.5,78,Wind blowing from the west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.3,,,2500 or more  or no clouds.,,,10.0,-7.6,No precipitation,12,,,,
06.02.2020 23:00,-3.2,773.2,774.2,,80,Wind blowing from the west,2,,6,, ,,,,-1.3,,,,,,10.0,-6.2,No precipitation,6,,,,
06.02.2020 20:00,-2.9,773.5,774.5,0.1,70,Wind blowing from the west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,-1.3,,,2500 or more  or no clouds.,,,15.0,-7.6,Trace of precipitation,12,,,,
06.02.2020 17:00,-1.9,773.4,774.4,,62,Wind blowing from the west-southwest,2,,6,100%., ,,,-9.6,-1.3,,,1500-2000,,,30.0,-8.2,No precipitation,6,,,,
06.02.2020 14:00,-2.1,774.6,775.6,-2.6,61,Wind blowing from the south,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,-2.1,,,2500 or more  or no clouds.,,,30.0,-8.8,Trace of precipitation,12,,,,
06.02.2020 11:00,-3.8,777.2,778.2,,73,Wind blowing from the east,2,,,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,-3.8,,,,,,14.0,-7.9,No precipitation,6,,,,
06.02.2020 08:00,-7.7,777.7,778.6,0.0,61,Wind blowing from the north-east,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,-4.1,,,1500-2000,,,30.0,-13.9,No precipitation,12,,,,
