Local time in Hami,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2020 17:00,3.6,708.9,777.9,,29,Wind blowing from the west,2,,5,90  or more  but not 100%, ,,,-11.2,4.3,,,2500 or more  or no clouds.,,,29.0,-12.8,No precipitation,6,,,,
20.02.2020 14:00,1.6,709.9,779.2,-0.9,41,Wind blowing from the west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,2.9,,,2500 or more  or no clouds.,,,24.0,-10.5,No precipitation,12,,,,
20.02.2020 11:00,-4.3,710.8,780.4,,62,Wind blowing from the east-southeast,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,17.0,-10.5,,,,,,
20.02.2020 08:00,-7.2,710.1,779.5,-0.1,78,Wind blowing from the east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,2.9,,,2500 or more  or no clouds.,,,14.0,-10.4,No precipitation,12,,,,
20.02.2020 05:00,-10.4,710.2,779.5,,85,Wind blowing from the north-east,1,,6,, ,,,-10.9,2.9,,,,,,10.0,-12.4,No precipitation,6,,,,
20.02.2020 02:00,-9.3,710.8,780.4,0.0,82,Wind blowing from the east-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,2.9,,,2500 or more  or no clouds.,,,7.0,-11.8,No precipitation,12,,,,
19.02.2020 23:00,-6.0,710.8,780.4,,75,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,10.0,-9.7,,,,,,
19.02.2020 20:00,-1.9,710.3,779.8,2.2,61,Wind blowing from the east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,2.9,,,2500 or more  or no clouds.,,,15.0,-8.6,No precipitation,12,,,,
19.02.2020 17:00,2.5,708.1,776.8,,38,Wind blowing from the east,2,,,50%., ,,,,,,,2500 or more  or no clouds.,,,17.0,-10.4,,,,,,
19.02.2020 14:00,0.1,707.2,775.8,1.6,40,Wind blowing from the east-southeast,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,4.7,,,2500 or more  or no clouds.,,,14.0,-11.9,No precipitation,12,,,,
19.02.2020 11:00,-3.6,705.6,774.4,,53,Wind blowing from the east-southeast,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,13.0,-12.0,,,,,,
19.02.2020 08:00,-6.9,702.1,770.5,1.5,60,Wind blowing from the east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,4.7,,,2500 or more  or no clouds.,,,12.0,-13.4,No precipitation,12,,,,
19.02.2020 05:00,-7.2,700.6,768.4,,60,Wind blowing from the west,1,,,, ,,,,,,,,,,11.0,-13.8,,,,,,
19.02.2020 02:00,-4.3,699.9,767.3,-0.4,52,Wind blowing from the west-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,4.7,,,2500 or more  or no clouds.,,,14.0,-12.9,No precipitation,12,,,,
18.02.2020 23:00,-4.5,700.3,768.7,,39,Wind blowing from the north-northeast,1,,4,, ,,,-12.8,4.7,,,,,,9.0,-16.4,No precipitation,6,,,,
18.02.2020 20:00,0.5,700.8,769.6,-1.1,25,Wind blowing from the north-northwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,4.7,,,2500 or more  or no clouds.,,,14.0,-17.3,No precipitation,12,,,,
18.02.2020 17:00,4.3,701.9,770.2,,19,Wind blowing from the west-southwest,2,,4,20–30%., ,,,-12.8,4.7,,,2500 or more  or no clouds.,,,13.0,-17.3,No precipitation,6,,,,
18.02.2020 14:00,3.0,704.0,772.4,-2.0,20,Wind blowing from the east-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,3.2,,,,,,15.0,-17.8,No precipitation,12,,,,
18.02.2020 11:00,-3.7,706.0,775.4,,33,Wind blowing from the east,2,,4,60%., ,,,-12.8,2.3,,,2500 or more  or no clouds.,,,12.0,-17.6,No precipitation,6,,,,
18.02.2020 08:00,-12.0,706.3,776.1,-0.1,64,Wind blowing from the east,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,2.3,,,2500 or more  or no clouds.,,,18.0,-17.4,No precipitation,12,,,,
18.02.2020 05:00,-11.0,706.4,775.5,,62,Wind blowing from the north-northeast,1,,3,, ,,,-11.5,2.3,,,,,,16.0,-17.0,No precipitation,6,,,,
18.02.2020 02:00,-8.7,707.2,776.1,-1.0,56,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,2.3,,,2500 or more  or no clouds.,,,7.0,-15.9,No precipitation,12,,,,
17.02.2020 23:00,-8.0,708.2,778.0,,39,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,7.0,-19.5,,,,,,
17.02.2020 20:00,-2.0,708.1,777.6,-0.1,23,Wind blowing from the north,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,2.3,,,2500 or more  or no clouds.,,,16.0,-20.4,No precipitation,12,,,,
17.02.2020 17:00,2.0,708.2,777.4,,15,Wind blowing from the west,2,,4,90  or more  but not 100%, ,,,-11.4,2.3,,,2500 or more  or no clouds.,,,24.0,-22.0,No precipitation,6,,,,
17.02.2020 14:00,1.8,709.2,778.4,-1.6,19,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,1.8,,,2500 or more  or no clouds.,,,28.0,-19.4,No precipitation,12,,,,
17.02.2020 11:00,-4.6,710.8,780.6,,44,Wind blowing from the east-northeast,2,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,13.0,-15.0,,,,,,
17.02.2020 08:00,-9.0,710.4,780.2,-0.2,60,Wind blowing from the east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,1.1,,,2500 or more  or no clouds.,,,14.0,-15.5,No precipitation,12,,,,
17.02.2020 05:00,-10.6,710.6,780.1,,68,Wind blowing from the east,1,,4,, ,,,-11.6,1.1,,,,,,11.0,-15.5,No precipitation,6,,,,
17.02.2020 02:00,-9.9,711.0,780.8,0.0,59,Wind blowing from the south-east,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,1.1,,,2500 or more  or no clouds.,,,9.0,-16.4,No precipitation,12,,,,
16.02.2020 23:00,-6.4,711.0,781.1,,45,Wind blowing from the west-northwest,0,,,, ,,,,,,,,,,11.0,-16.4,,,,,,
16.02.2020 20:00,-2.5,710.0,780.0,1.6,34,Wind blowing from the north-west,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,1.1,,,2500 or more  or no clouds.,,,14.0,-16.2,No precipitation,12,,,,
16.02.2020 17:00,1.1,708.4,777.7,,25,Wind blowing from the west,1,,5,90  or more  but not 100%, ,,,-11.6,1.4,,,2500 or more  or no clouds.,,,15.0,-16.7,No precipitation,6,,,,
16.02.2020 14:00,-1.6,708.4,778.1,-0.5,33,Wind blowing from the south-west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,1.4,,,2500 or more  or no clouds.,,,13.0,-15.8,No precipitation,12,,,,
16.02.2020 11:00,-7.1,708.9,778.9,,50,Wind blowing from the south-west,1,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,15.0,-15.8,,,,,,
16.02.2020 08:00,-10.4,707.2,777.0,0.6,63,Wind blowing from the east-northeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,1.4,,,2500 or more  or no clouds.,,,20.0,-16.1,No precipitation,12,,,,
16.02.2020 05:00,-10.9,706.6,775.8,,65,Wind blowing from the east-northeast,0,,5,, ,,,-14.6,1.4,,,,,,24.0,-16.2,No precipitation,6,,,,
16.02.2020 02:00,-10.2,706.9,776.3,-0.7,56,Wind blowing from the north,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,1.4,,,2500 or more  or no clouds.,,,14.0,-17.3,No precipitation,12,,,,
15.02.2020 23:00,-7.0,707.6,777.6,,46,Wind blowing from the north-northwest,1,,6,, ,,,-14.6,1.4,,,,,,22.0,-16.7,No precipitation,6,,,,
15.02.2020 20:00,-3.2,708.0,778.3,-0.3,30,Wind blowing from the west-northwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,1.4,,,,,,18.0,-18.3,No precipitation,12,,,,
15.02.2020 17:00,1.1,708.3,777.4,,20,Wind blowing from the west,3,,6,no clouds, ,,,-14.6,1.8,,,,,,30.0,-19.4,No precipitation,6,,,,
15.02.2020 14:00,-0.5,709.8,779.2,-2.1,25,Wind blowing from the west-northwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,1.8,,,,,,30.0,-18.1,No precipitation,12,,,,
15.02.2020 11:00,-7.7,711.9,782.2,,42,Wind blowing from the west,1,,,no clouds, ,,,,,,,,,,19.0,-18.4,,,,,,
15.02.2020 08:00,-14.1,711.4,782.2,-0.6,71,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,1.8,,,,,,10.0,-18.2,No precipitation,12,,,,
15.02.2020 05:00,-8.5,712.0,781.3,,47,Wind blowing from the east,1,,6,, ,,,-12.5,1.8,,,,,,28.0,-17.8,No precipitation,6,,,,
15.02.2020 02:00,-8.5,712.6,782.2,-0.6,53,Wind blowing from the south-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,1.8,,,2500 or more  or no clouds.,,,20.0,-16.4,No precipitation,12,,,,
14.02.2020 23:00,-6.6,713.2,783.1,,53,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,14.0,-14.6,,,,,,
14.02.2020 20:00,-4.0,712.3,782.1,0.7,36,Wind blowing from the east-southeast,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,1.8,,,,,,11.0,-16.9,No precipitation,12,,,,
14.02.2020 17:00,1.7,711.6,781.2,,26,Wind blowing from the east,3,,,no clouds, ,,,,,,,,,,21.0,-15.8,,,,,,
14.02.2020 14:00,0.3,711.3,780.4,0.5,27,Wind blowing from the east-northeast,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,2.7,,,,,,21.0,-16.5,No precipitation,12,,,,
14.02.2020 11:00,-4.0,710.8,780.6,,39,Wind blowing from the east,3,,,, ,,,,,,,,,,28.0,-15.9,,,,,,
14.02.2020 08:00,-6.4,708.3,777.5,1.1,45,Wind blowing from the east-southeast,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,2.7,,,,,,15.0,-16.6,No precipitation,12,,,,
14.02.2020 05:00,-10.7,707.2,776.2,,63,Wind blowing from the east,2,,,, ,,,,,,,,,,30.0,-16.4,,,,,,
14.02.2020 02:00,-6.4,705.5,774.1,0.7,45,Wind blowing from the west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,2.7,,,2500 or more  or no clouds.,,,15.0,-16.4,No precipitation,12,,,,
13.02.2020 23:00,-7.0,704.8,774.1,,49,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,20.0,-15.9,,,,,,
13.02.2020 20:00,-2.6,703.9,773.1,0.4,32,Wind blowing from the north,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,2.7,,,,,,30.0,-17.0,No precipitation,12,,,,
13.02.2020 17:00,2.3,703.5,771.7,,22,Wind blowing from the north-east,2,,6,, ,,,-10.8,2.8,,,,,,30.0,-17.2,No precipitation,6,,,,
13.02.2020 14:00,0.8,704.3,772.8,-0.5,23,Wind blowing from the east-southeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,2.8,,,,,,28.0,-18.0,No precipitation,12,,,,
13.02.2020 11:00,-4.3,704.8,773.9,,37,Wind blowing from the east,2,,,no clouds, ,,,,,,,,,,25.0,-16.8,,,,,,
13.02.2020 08:00,-9.3,702.8,771.8,1.4,62,Wind blowing from the west-southwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,2.8,,,,,,9.0,-15.4,No precipitation,12,,,,
13.02.2020 05:00,-7.5,701.4,769.5,,51,Wind blowing from the south-east,2,,,, ,,,,,,,,,,15.0,-15.9,,,,,,
13.02.2020 02:00,-6.7,699.8,767.8,0.7,66,Wind blowing from the east-southeast,3,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,2.8,,,2500 or more  or no clouds.,,,6.0,-12.0,No precipitation,12,,,,
12.02.2020 23:00,-5.8,699.1,768.1,,63,Wind blowing from the south-southwest,1,,5,,Haze. ,,,-13.7,2.8,,,,,,6.0,-11.7,No precipitation,6,,,,
12.02.2020 20:00,-1.6,697.8,766.7,0.5,50,Wind blowing from the west,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,2.8,,,2500 or more  or no clouds.,,,6.0,-10.7,No precipitation,12,,,,
12.02.2020 17:00,2.3,697.3,765.5,,37,Wind blowing from the north-west,2,,4,20–30%., ,,,-13.7,3.5,,,2500 or more  or no clouds.,,,10.0,-11.2,No precipitation,6,,,,
12.02.2020 14:00,1.0,698.1,766.3,-1.2,40,Wind blowing from the south,2,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,5.7,,,2500 or more  or no clouds.,,,7.0,-11.1,No precipitation,12,,,,
12.02.2020 11:00,-7.8,699.3,768.5,,69,Wind blowing from the west,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,,,,,,,4.4,-12.5,No precipitation,6,,,,
12.02.2020 08:00,-12.8,697.7,766.8,0.9,81,Wind blowing from the east,1,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,5.7,,,2500 or more  or no clouds.,,,4.8,-15.4,No precipitation,12,,,,
12.02.2020 05:00,-11.2,696.8,764.9,,77,Wind blowing from the south-southeast,1,,5,,Haze. ,,,-15.2,5.7,,,,,,5.0,-14.4,No precipitation,6,,,,
12.02.2020 02:00,-9.6,697.2,765.1,-0.1,77,Wind blowing from the west-southwest,0,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,5.7,,,2500 or more  or no clouds.,,,4.1,-12.9,No precipitation,12,,,,
11.02.2020 23:00,-7.7,697.3,766.1,,72,Wind blowing from the south,1,,6,,Haze. ,,,-15.2,5.7,,,,,,4.7,-12.0,No precipitation,6,,,,
11.02.2020 20:00,-2.7,696.3,765.5,-0.4,56,Wind blowing from the west,2,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,5.7,,,2500 or more  or no clouds.,,,6.0,-10.3,No precipitation,12,,,,
11.02.2020 17:00,2.4,696.7,764.9,,38,Wind blowing from the west,3,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,5.7,,,2500 or more  or no clouds.,,,6.0,-10.5,No precipitation,6,,,,
11.02.2020 14:00,2.1,697.7,765.9,-1.1,40,Wind blowing from the east-southeast,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,2.1,,,2500 or more  or no clouds.,,,10.0,-10.1,No precipitation,12,,,,
11.02.2020 11:00,-6.1,698.8,767.9,,65,Wind blowing from the north-northeast,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,1.6,,,,,,6.0,-11.6,No precipitation,6,,,,
11.02.2020 08:00,-14.6,698.3,767.9,0.1,84,Calm  no wind,0,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,1.6,,,2500 or more  or no clouds.,,,6.0,-16.8,No precipitation,12,,,,
11.02.2020 05:00,-12.6,698.2,766.8,,83,Wind blowing from the east,1,,3,,Mist. ,,,-16.5,1.6,,,,,,5.0,-14.9,No precipitation,6,,,,
11.02.2020 02:00,-10.8,698.5,767.3,-0.3,79,Wind blowing from the north-east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,1.6,,,2500 or more  or no clouds.,,,4.3,-13.7,No precipitation,12,,,,
10.02.2020 23:00,-9.0,698.8,768.4,,78,Wind blowing from the north-northeast,1,,4,,Haze. ,,,-16.5,1.6,,,,,,3.9,-12.1,No precipitation,6,,,,
10.02.2020 20:00,-4.3,698.6,768.4,0.4,59,Wind blowing from the south,0,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,1.6,,,2500 or more  or no clouds.,,,5.0,-11.3,No precipitation,12,,,,
10.02.2020 17:00,1.0,698.2,767.1,,41,Wind blowing from the west-southwest,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,4.7,,,2500 or more  or no clouds.,,,6.0,-10.8,No precipitation,6,,,,
10.02.2020 14:00,-1.8,698.9,767.9,-0.7,51,Wind blowing from the south,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,,,,2500 or more  or no clouds.,,,5.0,-10.6,No precipitation,12,,,,
10.02.2020 11:00,-9.6,699.6,769.5,,72,Wind blowing from the east,2,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,,,,2500 or more  or no clouds.,,,4.0,-13.7,No precipitation,6,,,,
10.02.2020 08:00,-15.8,698.6,768.4,0.4,82,Wind blowing from the east-northeast,1,,2,90  or more  but not 100%,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,,,,2500 or more  or no clouds.,,,4.2,-18.2,Trace of precipitation,12,,,,
10.02.2020 05:00,-15.1,698.2,766.6,,82,Wind blowing from the north-east,1,,,,Mist. ,,,-16.4,4.7,,,,,,4.2,-17.5,No precipitation,6,,,,
10.02.2020 02:00,-12.3,698.8,767.5,-0.9,82,Wind blowing from the east-northeast,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,4.7,,,2500 or more  or no clouds.,,,4.0,-14.7,No precipitation,12,,,,
09.02.2020 23:00,-10.4,699.7,769.3,,73,Wind blowing from the south-southeast,0,,3,,Haze. ,,,-16.4,4.7,,,,,,4.6,-14.3,No precipitation,6,,,,
09.02.2020 20:00,-4.1,700.0,769.9,-0.7,52,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,4.7,,,,,,7.0,-12.7,No precipitation,12,,,,
09.02.2020 17:00,4.4,700.7,769.5,,36,Wind blowing from the west-southwest,1,,3,no clouds, ,,,-16.4,4.6,,,,,,8.0,-9.4,No precipitation,6,,,,
09.02.2020 14:00,0.3,703.2,772.4,-1.7,45,Wind blowing from the west,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,2.5,,,,,,6.0,-10.5,No precipitation,12,,,,
09.02.2020 11:00,-7.2,704.9,775.0,,71,Wind blowing from the north-east,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,2.5,,,,,,4.6,-11.6,No precipitation,6,,,,
09.02.2020 08:00,-16.3,705.4,775.9,-1.2,83,Wind blowing from the east-northeast,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,2.5,,,,,,4.0,-18.5,No precipitation,12,,,,
09.02.2020 05:00,-15.1,706.6,776.2,,82,Wind blowing from the east,1,,4,,Mist. ,,,-17.6,2.5,,,,,,4.3,-17.5,No precipitation,6,,,,
09.02.2020 02:00,-12.7,708.1,778.0,-1.2,80,Wind blowing from the north-east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,2.5,,,2500 or more  or no clouds.,,,4.1,-15.4,No precipitation,12,,,,
08.02.2020 23:00,-10.7,709.3,780.1,,78,Wind blowing from the east,1,,4,,Haze. ,,,-17.6,2.5,,,,,,4.2,-13.8,No precipitation,6,,,,
08.02.2020 20:00,-4.5,709.0,780.1,-0.2,61,Wind blowing from the west,2,,4,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,2.5,,,2500 or more  or no clouds.,,,5.0,-10.9,No precipitation,12,,,,
08.02.2020 17:00,2.3,709.2,779.0,,41,Wind blowing from the west,1,,4,10%  or less  but not 0,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,2.3,,,2500 or more  or no clouds.,,,7.0,-9.6,No precipitation,6,,,,
08.02.2020 14:00,-1.2,710.4,780.6,-0.8,45,Wind blowing from the west-southwest,1,,2,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,0.6,,,2500 or more  or no clouds.,,,6.0,-11.6,No precipitation,12,,,,
08.02.2020 11:00,-9.6,711.2,782.4,,71,Wind blowing from the east,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,0.6,,,,,,6.0,-14.0,No precipitation,6,,,,
08.02.2020 08:00,-17.1,710.2,781.5,0.3,78,Wind blowing from the east-northeast,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,0.6,,,2500 or more  or no clouds.,,,7.0,-20.0,No precipitation,12,,,,
08.02.2020 05:00,-15.1,709.9,780.2,,79,Wind blowing from the north-east,1,,,, ,,,-18.4,0.6,,,,,,7.0,-17.9,No precipitation,6,,,,
08.02.2020 02:00,-13.2,710.1,780.4,-0.1,80,Wind blowing from the east-northeast,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,0.6,,,2500 or more  or no clouds.,,,5.0,-15.9,No precipitation,12,,,,
07.02.2020 23:00,-11.5,710.2,781.3,,76,Wind blowing from the east-northeast,1,,3,,Haze. ,,,-18.4,0.6,,,,,,5.0,-15.0,No precipitation,6,,,,
07.02.2020 20:00,-5.3,709.3,780.3,1.2,65,Wind blowing from the south-west,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,0.6,,,2500 or more  or no clouds.,,,4.0,-11.0,No precipitation,12,,,,
07.02.2020 17:00,-0.1,708.1,778.6,,44,Wind blowing from the south-west,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,0.6,,,,,,7.0,-10.9,No precipitation,6,,,,
07.02.2020 14:00,-2.1,708.7,779.1,-0.2,46,Wind blowing from the north-northwest,1,,3,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-1.8,,,2500 or more  or no clouds.,,,7.0,-12.2,No precipitation,12,,,,
