Local time in Tonghua,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 14:00,-4.1,748.8,771.1,-2.2,34,Wind blowing from the south-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-4.1,,,,,,30.0,-17.9,No precipitation,12,,,,
18.02.2020 11:00,-10.0,751.0,773.5,,58,Wind blowing from the south-east,1,,6,no clouds, ,,,-21.2,-5.1,,,,,,19.0,-16.8,No precipitation,6,,,,
18.02.2020 08:00,-18.6,751.8,774.7,1.5,73,Wind blowing from the north,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-5.1,,,,,,8.0,-22.3,No precipitation,12,,,,
18.02.2020 05:00,-19.3,750.3,772.9,,81,Wind blowing from the north-northeast,2,,7,, ,,,-20.0,-5.1,,,,,,30.0,-21.8,No precipitation,6,,,,
18.02.2020 02:00,-17.4,749.3,771.7,,77,Wind blowing from the north-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-5.1,,,2500 or more  or no clouds.,,,30.0,-20.5,No precipitation,12,,,,
17.02.2020 20:00,-13.1,747.6,770.2,2.6,61,Wind blowing from the north,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-5.1,,,,,,30.0,-19.1,No precipitation,12,,,,
17.02.2020 17:00,-7.8,745.0,767.4,,36,Wind blowing from the north-northwest,2,,6,no clouds, ,,,-17.4,-5.1,,,,,,30.0,-20.5,No precipitation,6,,,,
17.02.2020 14:00,-6.3,743.3,765.5,-0.2,43,Wind blowing from the south-west,1,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-4.0,,,600-1000,,,30.0,-17.0,No precipitation,12,,,,
17.02.2020 11:00,-9.3,743.5,765.7,,51,Wind blowing from the east-southeast,2,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-2.7,,,2500 or more  or no clouds.,,,7.0,-17.7,No precipitation,6,,,,
17.02.2020 08:00,-14.5,743.8,766.1,0.6,88,Wind blowing from the north,0,,7,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-2.7,,,2500 or more  or no clouds.,,,4.8,-16.1,No precipitation,12,,,,
17.02.2020 05:00,-16.3,743.2,765.4,,84,Wind blowing from the north-northeast,1,,8,,Mist. ,,,-16.5,-2.7,,,,,,6.0,-18.4,No precipitation,6,,,,
17.02.2020 02:00,-15.1,743.2,765.2,,83,Wind blowing from the north-northwest,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-2.7,,,2500 or more  or no clouds.,,,5.0,-17.4,0.4,12,,,,
16.02.2020 20:00,-8.5,742.4,764.2,1.6,57,Wind blowing from the north,3,,8,40%.,Haze. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,-1.0,,,2500 or more  or no clouds.,,,3.9,-15.6,2.0,12,,,,
16.02.2020 17:00,-6.0,740.8,762.4,,71,Wind blowing from the west-northwest,2,,8,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,-0.6,,,1000-1500,,,2.4,-10.5,1.0,6,,,,
16.02.2020 14:00,-4.0,737.9,759.3,0.7,81,Wind blowing from the north-east,2,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-5.2,-0.2,,,1000-1500,,,1.0,-6.8,3.0,12,,,,
16.02.2020 11:00,-4.5,737.2,758.6,,94,Wind blowing from the south-west,3,,6,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-5.2,-0.2,,,1000-1500,,,0.8,-5.4,1.0,6,,,,
16.02.2020 08:00,-4.9,737.0,758.4,0.1,86,Wind blowing from the north-northeast,2,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-5.2,-0.2,,,1000-1500,,,0.7,-6.9,4.0,12,,,,
16.02.2020 05:00,-4.3,736.9,758.2,,90,Wind blowing from the north,2,,,,Intermittent fall of snowflakes  heavy at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,0.2,,,,,,0.7,-5.7,2.0,6,,,,
16.02.2020 02:00,-2.7,738.0,759.2,,85,Wind blowing from the north-northwest,2,,6,,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,0.3,,,2500 or more  or no clouds.,,,0.7,-4.9,10.0,12,,,,
15.02.2020 20:00,-1.0,741.2,762.5,-0.5,100,Calm  no wind,0,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,,,,2500 or more  or no clouds.,,,0.2,-1.0,23.0,12,,,,
15.02.2020 17:00,-0.6,741.7,763.0,,100,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  heavy at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-0.8,,,,1000-1500,,,0.2,-0.6,12.0,6,,,,
15.02.2020 14:00,-0.4,742.6,763.9,-3.1,,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-0.8,,,,2500 or more  or no clouds.,,,1.4,,21.0,12,,,,
15.02.2020 11:00,-0.7,745.7,766.9,,,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-0.8,,,,2500 or more  or no clouds.,,,0.8,,13.0,6,,,,
15.02.2020 08:00,-0.8,745.9,767.2,-0.6,100,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,10.3,,,2500 or more  or no clouds.,,,1.8,-0.8,8.0,12,,,,
15.02.2020 05:00,0.2,746.5,767.6,,99,Wind blowing from the south-east,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,10.3,,,,,,3.6,0.1,4.0,6,,,,
15.02.2020 02:00,0.3,748.0,769.1,,100,Wind blowing from the west,0,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,10.3,,,2500 or more  or no clouds.,,,1.3,0.3,3.0,12,,,,
14.02.2020 20:00,3.9,748.1,769.3,1.6,71,Wind blowing from the north,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,10.3,,,2500 or more  or no clouds.,,,13.0,-1.0,No precipitation,12,,,,
14.02.2020 17:00,5.2,746.5,767.7,,68,Calm  no wind,0,,,100%., ,,,1.4,10.3,,,2500 or more  or no clouds.,,,13.0,-0.3,No precipitation,6,,,,
14.02.2020 14:00,9.5,744.7,765.6,-1.0,54,Wind blowing from the north,3,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,10.3,,,2500 or more  or no clouds.,,,9.0,0.6,No precipitation,12,,,,
14.02.2020 11:00,7.7,745.7,766.6,,69,Wind blowing from the south-southeast,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,7.7,,,,,,6.0,2.4,No precipitation,6,,,,
14.02.2020 08:00,1.7,746.6,767.8,0.3,96,Wind blowing from the south-east,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.6,,,1000-1500,,,3.2,1.1,No precipitation,12,,,,
14.02.2020 05:00,1.4,746.3,767.5,,96,Wind blowing from the north-northwest,0,,3,,Mist. ,,,,4.6,,,,,,5.0,0.8,No precipitation,6,,,,
14.02.2020 02:00,2.1,746.2,767.4,,92,Wind blowing from the south-southeast,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.6,,,2500 or more  or no clouds.,,,5.0,0.9,No precipitation,12,,,,
13.02.2020 20:00,2.9,744.9,766.3,1.7,84,Wind blowing from the south-east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,4.6,,,1000-1500,,,6.0,0.5,No precipitation,12,,,,
13.02.2020 17:00,3.4,743.2,764.5,,79,Wind blowing from the north-northeast,1,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,5.4,,,1000-1500,,,2.7,0.1,No precipitation,6,,,,
13.02.2020 14:00,4.2,742.1,763.3,-1.4,71,Wind blowing from the north,0,,2,70 – 80%.,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,11.4,,,1000-1500,,,5.0,-0.7,No precipitation,12,,,,
13.02.2020 11:00,-0.8,743.5,764.8,,100,Calm  no wind,0,,,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,,,,300-600,,,3.6,-0.8,No precipitation,6,,,,
13.02.2020 08:00,-3.9,743.2,764.5,1.0,100,Wind blowing from the west-southwest,1,,3,no clouds,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,12.1,,,,,,0.2,-3.9,No precipitation,12,,,,
13.02.2020 05:00,-4.0,742.2,763.4,,100,Wind blowing from the north-northeast,1,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-4.1,12.1,,,,,,0.1,-4.0,No precipitation,6,,,,
13.02.2020 02:00,-3.6,741.9,762.9,,,Wind blowing from the north-northeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,12.1,,,2500 or more  or no clouds.,,,1.5,,No precipitation,12,,,,
12.02.2020 20:00,1.8,740.8,762.1,0.6,83,Wind blowing from the north-east,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,12.1,,,,,,6.0,-0.8,No precipitation,12,,,,
12.02.2020 17:00,5.2,740.2,761.3,,64,Wind blowing from the north-northeast,1,,,, ,,,-5.5,12.1,,,,,,9.0,-1.2,No precipitation,6,,,,
12.02.2020 14:00,10.2,741.0,762.0,,47,Wind blowing from the south-southeast,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,12.1,,,,,,16.0,-0.8,No precipitation,12,,,,
12.02.2020 11:00,4.7,743.8,765.1,,61,Wind blowing from the west,1,,2,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,9.7,,,2500 or more  or no clouds.,,,6.0,-2.3,No precipitation,6,,,,
12.02.2020 08:00,-2.3,745.2,766.6,-0.3,93,Wind blowing from the west,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,,,,1000-1500,,,5.0,-3.3,No precipitation,12,,,,
12.02.2020 05:00,-3.7,745.5,766.9,,98,Wind blowing from the west-northwest,1,,2,,Mist. ,,,-9.8,9.7,,,,,,4.4,-4.0,No precipitation,6,,,,
12.02.2020 02:00,-5.0,746.5,767.8,,96,Wind blowing from the west-southwest,0,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,9.7,,,2500 or more  or no clouds.,,,5.0,-5.6,No precipitation,12,,,,
11.02.2020 20:00,-1.0,746.8,768.6,0.4,76,Wind blowing from the north,1,,2,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,9.7,,,2500 or more  or no clouds.,,,7.0,-4.8,No precipitation,12,,,,
11.02.2020 17:00,3.3,746.4,768.0,,56,Wind blowing from the east-northeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,9.7,,,,,,6.0,-4.8,No precipitation,6,,,,
11.02.2020 14:00,7.7,747.1,768.5,-2.1,35,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,8.3,,,,,,13.0,-7.1,No precipitation,12,,,,
11.02.2020 11:00,0.7,749.2,770.8,,55,Wind blowing from the south-southwest,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,5.5,,,,,,7.0,-7.5,No precipitation,6,,,,
11.02.2020 08:00,-7.7,750.1,772.0,0.5,95,Wind blowing from the south-east,0,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,5.5,,,,,,3.6,-8.4,No precipitation,12,,,,
11.02.2020 05:00,-8.9,749.6,771.4,,93,Wind blowing from the north-northeast,1,,5,, ,,,-8.9,5.5,,,,,,10.0,-9.9,No precipitation,6,,,,
11.02.2020 02:00,-7.0,749.7,771.3,,89,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,5.5,,,2500 or more  or no clouds.,,,9.0,-8.6,No precipitation,12,,,,
10.02.2020 20:00,-2.4,747.7,769.5,0.9,71,Wind blowing from the east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,5.5,,,,,,7.0,-7.0,No precipitation,12,,,,
10.02.2020 17:00,0.8,746.8,768.5,,58,Wind blowing from the north,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,5.5,,,,,,6.0,-6.7,No precipitation,6,,,,
10.02.2020 14:00,3.5,746.6,768.0,-1.0,47,Wind blowing from the south-east,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,4.0,,,,,,10.0,-7.0,No precipitation,12,,,,
10.02.2020 11:00,0.1,747.6,769.1,,58,Wind blowing from the south-east,1,,5,no clouds, ,,,-8.4,0.5,,,,,,8.0,-7.3,No precipitation,6,,,,
10.02.2020 08:00,-7.8,747.2,769.0,1.2,94,Wind blowing from the south,1,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,0.5,,,2500 or more  or no clouds.,,,3.6,-8.6,No precipitation,12,,,,
10.02.2020 05:00,-7.3,746.0,767.8,,89,Wind blowing from the north,1,,5,, ,,,-17.4,0.5,,,,,,8.0,-8.8,No precipitation,6,,,,
10.02.2020 02:00,-4.0,745.6,767.2,,72,Wind blowing from the north-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.5,,,2500 or more  or no clouds.,,,16.0,-8.4,No precipitation,12,,,,
09.02.2020 20:00,-1.6,744.6,766.6,0.9,54,Wind blowing from the south,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,0.5,,,2500 or more  or no clouds.,,,20.0,-9.8,No precipitation,12,,,,
09.02.2020 17:00,-1.5,743.7,765.7,,44,Wind blowing from the west,2,,7,90  or more  but not 100%, ,,,-17.4,0.5,,,2500 or more  or no clouds.,,,29.0,-12.4,No precipitation,6,,,,
09.02.2020 14:00,-1.4,744.1,766.0,-2.9,36,Wind blowing from the south,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-0.8,,,2500 or more  or no clouds.,,,30.0,-14.8,No precipitation,12,,,,
09.02.2020 11:00,-5.5,747.0,769.0,,45,Wind blowing from the south,1,,5,40%., ,,,-17.4,-0.5,,,2500 or more  or no clouds.,,,14.0,-15.7,No precipitation,6,,,,
09.02.2020 08:00,-14.0,749.2,771.6,-0.7,78,Wind blowing from the east-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-0.5,,,,,,6.0,-17.1,No precipitation,12,,,,
09.02.2020 05:00,-16.6,749.9,772.3,,77,Wind blowing from the north-northeast,1,,5,, ,,,-16.6,-0.5,,,,,,30.0,-19.7,No precipitation,6,,,,
09.02.2020 02:00,-13.5,751.4,773.5,,77,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-0.5,,,2500 or more  or no clouds.,,,30.0,-16.7,No precipitation,12,,,,
08.02.2020 20:00,-8.2,751.3,773.6,0.4,51,Wind blowing from the north-northeast,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-0.5,,,,,,30.0,-16.7,No precipitation,12,,,,
08.02.2020 17:00,-3.9,750.9,773.1,,35,Wind blowing from the east-northeast,2,,5,no clouds, ,,,-14.6,-0.5,,,,,,26.0,-17.4,No precipitation,6,,,,
08.02.2020 14:00,-1.5,750.4,772.3,-1.1,29,Wind blowing from the south,2,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-0.5,,,600-1000,,,30.0,-17.2,No precipitation,12,,,,
08.02.2020 11:00,-4.6,751.5,773.5,,49,Wind blowing from the south-west,1,,2,no clouds, ,,,-14.6,-2.4,,,,,,10.0,-13.9,No precipitation,6,,,,
08.02.2020 08:00,-12.3,752.0,774.4,1.5,93,Wind blowing from the north,0,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-2.4,,,,,,3.0,-13.2,No precipitation,12,,,,
08.02.2020 05:00,-13.7,750.5,772.8,,92,Wind blowing from the east,1,,2,, ,,,-19.8,-2.4,,,,,,9.0,-14.8,No precipitation,6,,,,
08.02.2020 02:00,-10.8,750.1,772.1,,90,Wind blowing from the north,0,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-2.4,,,2500 or more  or no clouds.,,,7.0,-12.2,No precipitation,12,,,,
07.02.2020 20:00,-8.6,749.5,772.0,,77,Wind blowing from the north,0,,2,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-2.4,,,1000-1500,,,5.0,-12.0,No precipitation,12,,,,
07.02.2020 17:00,-5.5,748.9,771.4,,58,Wind blowing from the east,1,,,20–30%., ,,,-19.8,-2.4,,,1000-1500,,,16.0,-12.6,No precipitation,6,,,,
07.02.2020 14:00,-3.7,749.8,772.2,-2.1,45,Wind blowing from the north-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-3.5,,,,,,27.0,-14.1,No precipitation,12,,,,
07.02.2020 11:00,-8.9,751.9,774.6,,51,Wind blowing from the south-west,1,,5,70 – 80%., ,,,-19.8,-7.3,,,2500 or more  or no clouds.,,,10.0,-17.4,No precipitation,6,,,,
07.02.2020 08:00,-17.0,753.1,775.9,0.4,69,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-7.3,,,2500 or more  or no clouds.,,,10.0,-21.4,No precipitation,12,,,,
07.02.2020 05:00,-19.7,752.7,775.6,,74,Wind blowing from the north-northeast,2,,5,, ,,,-23.4,-7.3,,,,,,30.0,-23.2,No precipitation,6,,,,
07.02.2020 02:00,-18.6,753.1,775.8,,68,Wind blowing from the north,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-7.3,,,2500 or more  or no clouds.,,,30.0,-23.1,No precipitation,12,,,,
06.02.2020 20:00,-14.7,753.1,776.2,0.1,55,Wind blowing from the north-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-7.3,,,,,,13.0,-21.9,No precipitation,12,,,,
06.02.2020 17:00,-10.9,753.0,776.0,,46,Wind blowing from the north,1,,6,no clouds, ,,,-23.4,-7.3,,,,,,10.0,-20.4,No precipitation,6,,,,
06.02.2020 14:00,-8.7,754.1,777.0,-2.3,25,Wind blowing from the south-southwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-8.0,,,,,,30.0,-25.1,No precipitation,12,,,,
06.02.2020 11:00,-13.6,756.4,779.4,,43,Wind blowing from the south-east,3,,,no clouds, ,,,-23.4,-11.2,,,,,,30.0,-23.7,No precipitation,6,,,,
06.02.2020 08:00,-20.6,757.9,781.2,0.4,63,Wind blowing from the north-northeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-11.2,,,,,,11.0,-25.9,No precipitation,12,,,,
06.02.2020 05:00,-22.6,757.5,780.7,,64,Wind blowing from the north,3,,7,, ,,,-22.8,-11.2,,,,,,30.0,-27.6,No precipitation,6,,,,
06.02.2020 02:00,-21.2,758.1,781.2,,64,Wind blowing from the north,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,-11.2,,,2500 or more  or no clouds.,,,30.0,-26.3,No precipitation,12,,,,
05.02.2020 20:00,-16.9,756.9,780.2,1.7,52,Wind blowing from the north,4,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,-11.2,,,,,,30.0,-24.6,No precipitation,12,,,,
05.02.2020 17:00,-13.1,755.2,778.3,,39,Wind blowing from the south-west,1,,5,no clouds, ,,,-22.8,-9.3,,,,,,28.0,-24.1,No precipitation,6,,,,
05.02.2020 14:00,-11.4,754.5,777.4,-0.9,33,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,-5.9,,,2500 or more  or no clouds.,,,30.0,-24.4,No precipitation,12,,,,
05.02.2020 11:00,-13.9,755.4,778.3,,41,Wind blowing from the south-east,3,,6,10%  or less  but not 0, ,,,-22.8,-5.5,,,2500 or more  or no clouds.,,,30.0,-24.5,No precipitation,6,,,,
05.02.2020 08:00,-21.2,755.8,778.9,1.4,62,Wind blowing from the north-northeast,3,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.8,-5.5,,,,,,29.0,-26.6,No precipitation,12,,,,
05.02.2020 05:00,-21.6,754.4,777.4,,63,Wind blowing from the north-northeast,3,,13,, ,,,-21.9,-5.5,,,,,,30.0,-26.8,No precipitation,6,,,,
05.02.2020 02:00,-19.6,753.7,776.3,,54,Wind blowing from the north,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-5.5,,,2500 or more  or no clouds.,,,30.0,-26.5,No precipitation,12,,,,
04.02.2020 20:00,-13.0,751.2,773.8,2.6,31,Wind blowing from the north,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-5.5,,,,,,28.0,-26.5,No precipitation,12,,,,
04.02.2020 17:00,-9.3,748.6,771.0,,27,Wind blowing from the west-southwest,4,,11,no clouds, ,,,-13.3,-5.5,,,,,,30.0,-24.8,No precipitation,6,,,,
04.02.2020 14:00,-6.2,747.6,769.8,-1.3,25,Wind blowing from the north-west,3,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-3.7,,,600-1000,,,30.0,-23.0,0.5,12,,,,
04.02.2020 11:00,-6.9,748.9,771.2,,46,Wind blowing from the north,4,,8,50%., ,,,-13.3,-3.7,,,600-1000,,,28.0,-16.8,0.5,6,,,,
04.02.2020 08:00,-11.8,748.7,771.1,0.6,91,Wind blowing from the south-west,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,,,,2500 or more  or no clouds.,,,8.0,-13.0,0.5,12,,,,
