Local time in Macheng,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 11:00,11.7,762.9,769.9,,47,Wind blowing from the west-southwest,1,,4,90  or more  but not 100%, ,,,5.1,13.6,,,2500 or more  or no clouds.,,,16.0,0.8,No precipitation,6,,,,
19.02.2020 08:00,5.6,762.5,769.5,0.7,81,Wind blowing from the north-east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,13.6,,,2500 or more  or no clouds.,,,11.0,2.6,No precipitation,12,,,,
19.02.2020 05:00,6.0,761.8,768.7,,71,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,13.0,1.1,,,,,,
19.02.2020 02:00,6.6,762.7,769.7,,65,Wind blowing from the north-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,13.6,,,2500 or more  or no clouds.,,,15.0,0.5,No precipitation,12,,,,
18.02.2020 20:00,9.4,763.6,770.6,0.2,40,Wind blowing from the west,1,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,13.6,,,2500 or more  or no clouds.,,,13.0,-3.8,No precipitation,12,,,,
18.02.2020 17:00,13.1,763.4,770.5,,29,Wind blowing from the south-west,3,,,no clouds, ,,,,,,,,,,27.0,-4.5,,,,,,
18.02.2020 14:00,13.1,764.7,771.7,,32,Wind blowing from the south-west,4,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,13.3,,,2500 or more  or no clouds.,,,30.0,-3.2,No precipitation,12,,,,
18.02.2020 11:00,9.9,767.8,774.8,,40,Wind blowing from the south-west,2,,,no clouds, ,,,,,,,,,,30.0,-3.1,,,,,,
18.02.2020 08:00,0.7,767.8,775.0,0.6,83,Wind blowing from the north-east,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,12.4,,,,,,15.0,-1.9,No precipitation,12,,,,
18.02.2020 05:00,-0.3,767.2,774.4,,83,Wind blowing from the west,0,,,, ,,,,,,,,,,17.0,-2.8,,,,,,
18.02.2020 02:00,1.0,768.1,775.3,,75,Wind blowing from the north,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,12.4,,,2500 or more  or no clouds.,,,22.0,-2.9,No precipitation,12,,,,
17.02.2020 20:00,7.2,767.3,774.5,,34,Wind blowing from the east-northeast,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,12.4,,,2500 or more  or no clouds.,,,30.0,-7.6,No precipitation,12,,,,
17.02.2020 17:00,11.2,767.5,774.7,,25,Wind blowing from the north,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-8.1,,,,,,
17.02.2020 14:00,11.7,767.8,774.9,-2.4,23,Wind blowing from the north,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,11.7,,,,,,30.0,-8.7,No precipitation,12,,,,
17.02.2020 11:00,6.8,770.2,777.4,,45,Wind blowing from the south-east,1,,3,no clouds, ,,,-2.8,8.0,,,,,,29.0,-4.3,No precipitation,6,,,,
17.02.2020 08:00,-1.8,769.8,777.1,1.1,99,Wind blowing from the north-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,8.0,,,,,,14.0,-1.9,No precipitation,12,,,,
17.02.2020 05:00,-2.0,768.7,775.9,,89,Wind blowing from the north-east,1,,5,, ,,,-2.2,8.0,,,,,,19.0,-3.6,No precipitation,6,,,,
17.02.2020 02:00,-1.3,768.1,775.3,,90,Wind blowing from the north,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,8.0,,,2500 or more  or no clouds.,,,18.0,-2.7,No precipitation,12,,,,
16.02.2020 20:00,3.9,766.9,774.1,,43,Wind blowing from the east-northeast,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,8.0,,,,,,30.0,-7.8,5.0,12,,,,
16.02.2020 17:00,7.2,765.7,772.9,,30,Wind blowing from the north-northeast,3,,,no clouds, ,,,,,,,,,,30.0,-9.2,,,,,,
16.02.2020 14:00,6.7,766.4,773.5,-2.0,32,Wind blowing from the north,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,6.9,,,,,,30.0,-8.8,5.0,12,,,,
16.02.2020 11:00,3.1,768.4,775.6,,69,Wind blowing from the north-northwest,1,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,18.0,-2.2,,,,,,
16.02.2020 08:00,-1.0,768.6,775.9,0.2,100,Wind blowing from the south,0,,6,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,,,,2500 or more  or no clouds.,,,4.6,-1.0,No precipitation,12,,,,
16.02.2020 05:00,-1.3,768.4,775.6,,100,Wind blowing from the south,1,,,,Mist. ,,,-1.3,,,,,,,3.2,-1.3,No precipitation,6,,,,
16.02.2020 02:00,-0.5,767.8,775.0,,100,Wind blowing from the north,1,,13,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,,,,2500 or more  or no clouds.,,,5.0,-0.5,3.0,12,,,,
15.02.2020 20:00,0.4,766.9,774.1,,100,Wind blowing from the north,4,,20,100%.,Snow not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,0.1,,,,2500 or more  or no clouds.,,,10.0,0.4,8.0,12,,,,
15.02.2020 17:00,0.2,765.1,772.2,,100,Wind blowing from the north,6,,20,100%.,Continuous fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,0.2,13.6,,,2500 or more  or no clouds.,,,1.1,0.2,5.0,6,,,,
15.02.2020 14:00,0.4,764.5,771.6,0.0,100,Wind blowing from the north,6,,21,100%.,Continuous fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,15.6,,,2500 or more  or no clouds.,,,1.1,0.4,7.0,12,,,,
15.02.2020 11:00,3.4,764.5,771.6,,75,Wind blowing from the north-northeast,11,,22,, ,,,3.0,,,,,,,14.0,-0.6,4.0,6,,,,
15.02.2020 08:00,4.0,763.9,770.9,2.1,88,Wind blowing from the north-northeast,11,,22,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,17.9,,,2500 or more  or no clouds.,,,8.0,2.2,11.0,12,,,,
15.02.2020 05:00,5.0,761.8,768.7,,84,Wind blowing from the north-northeast,11,,22,, ,,,5.0,17.9,,,,,,15.0,2.5,9.0,6,,,,
15.02.2020 02:00,7.1,760.2,767.1,,76,Wind blowing from the north-northeast,11,,22,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,17.9,,,2500 or more  or no clouds.,,,14.0,3.2,9.0,12,,,,
14.02.2020 20:00,12.6,756.5,763.3,2.4,87,Wind blowing from the north,5,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,17.9,,,2500 or more  or no clouds.,,,8.0,10.5,4.0,12,,,,
14.02.2020 17:00,13.4,754.1,760.9,,83,Calm  no wind,0,,,, ,,,10.8,17.9,,,,,,15.0,10.6,0.1,6,,,,
14.02.2020 14:00,15.7,752.8,759.5,-0.6,86,Wind blowing from the north,6,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,17.9,,,2500 or more  or no clouds.,,,10.0,13.4,4.0,12,,,,
14.02.2020 11:00,14.7,753.4,760.2,,100,Wind blowing from the north-northeast,2,,6,70 – 80%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,17.0,,,2500 or more  or no clouds.,,,2.9,14.7,4.0,6,,,,
14.02.2020 08:00,11.5,752.2,759.0,0.9,100,Wind blowing from the south-east,1,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,3.5,11.5,Trace of precipitation,12,,,,
14.02.2020 05:00,12.1,751.3,758.0,,100,Wind blowing from the north,2,,6,,Mist. ,,,5.0,17.0,,,,,,5.0,12.1,No precipitation,6,,,,
14.02.2020 02:00,11.8,751.5,758.2,,100,Wind blowing from the north,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,17.0,,,2500 or more  or no clouds.,,,5.0,11.8,No precipitation,12,,,,
13.02.2020 20:00,13.4,751.3,758.2,0.1,89,Wind blowing from the north-east,1,,,no clouds,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,17.0,,,,,,6.0,11.6,Trace of precipitation,12,,,,
13.02.2020 17:00,16.7,751.2,758.0,,73,Wind blowing from the east-southeast,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,16.7,,,2500 or more  or no clouds.,,,11.0,11.8,No precipitation,6,,,,
13.02.2020 14:00,15.7,752.0,758.8,-2.3,71,Wind blowing from the south-east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,16.0,,,2500 or more  or no clouds.,,,7.0,10.5,No precipitation,12,,,,
13.02.2020 11:00,11.0,754.3,761.2,,91,Wind blowing from the west,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,16.0,,,2500 or more  or no clouds.,,,5.0,9.6,No precipitation,6,,,,
13.02.2020 08:00,6.0,754.1,761.0,0.0,100,Wind blowing from the east-northeast,1,,,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,16.0,,,2500 or more  or no clouds.,,,2.2,6.0,No precipitation,12,,,,
13.02.2020 05:00,5.5,754.1,760.9,,100,Wind blowing from the north-northeast,2,,4,,Fog or ice fog. ,,,5.1,16.0,,,,,,1.9,5.5,No precipitation,6,,,,
13.02.2020 02:00,6.9,755.1,762.0,,100,Wind blowing from the north,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,16.0,,,2500 or more  or no clouds.,,,1.5,6.9,No precipitation,12,,,,
12.02.2020 20:00,11.0,756.1,763.0,0.3,87,Wind blowing from the west-southwest,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,16.0,,,,,,4.7,8.9,No precipitation,12,,,,
12.02.2020 17:00,15.3,755.8,762.6,,61,Wind blowing from the south-west,3,,,no clouds, ,,,,,,,,,,13.0,7.8,,,,,,
12.02.2020 14:00,14.6,756.6,763.5,,63,Wind blowing from the south-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,14.8,,,,,,8.0,7.6,No precipitation,12,,,,
12.02.2020 11:00,11.5,758.5,765.4,,74,Wind blowing from the south,3,,5,100%., ,,,6.2,12.8,,,2500 or more  or no clouds.,,,9.0,7.0,No precipitation,6,,,,
12.02.2020 08:00,7.8,758.1,765.1,0.5,100,Wind blowing from the east-northeast,0,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,12.8,,,2500 or more  or no clouds.,,,3.4,7.8,No precipitation,12,,,,
12.02.2020 05:00,7.2,757.6,764.5,,100,Wind blowing from the west,1,,3,,Mist. ,,,6.2,12.8,,,,,,2.2,7.2,No precipitation,6,,,,
12.02.2020 02:00,6.3,758.1,765.0,,100,Wind blowing from the west-southwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,12.8,,,,,,1.0,6.3,No precipitation,6,,,,
11.02.2020 20:00,9.6,757.6,764.5,0.6,89,Wind blowing from the west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,12.8,,,2500 or more  or no clouds.,,,6.0,7.9,No precipitation,12,,,,
11.02.2020 17:00,12.6,757.0,763.9,,69,Wind blowing from the south-west,2,,,50%., ,,,,,,,2500 or more  or no clouds.,,,13.0,7.1,,,,,,
11.02.2020 14:00,12.2,757.6,764.5,,68,Wind blowing from the west-southwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,12.6,,,2500 or more  or no clouds.,,,11.0,6.5,No precipitation,12,,,,
11.02.2020 11:00,10.5,759.7,766.6,,79,Wind blowing from the south-southwest,2,,4,90  or more  but not 100%, ,,,7.8,12.8,,,,,,11.0,7.0,No precipitation,6,,,,
11.02.2020 08:00,8.0,759.0,766.0,0.4,95,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,9.0,7.2,No precipitation,12,,,,
11.02.2020 05:00,7.9,758.6,765.5,,91,Wind blowing from the south,2,,,, ,,,,,,,,,,10.0,6.5,,,,,,
11.02.2020 02:00,8.2,759.2,766.1,,90,Wind blowing from the west-northwest,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,12.8,,,2500 or more  or no clouds.,,,9.0,6.7,0.1,12,,,,
10.02.2020 20:00,9.1,759.7,766.6,0.2,90,Wind blowing from the south,2,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,12.8,,,2500 or more  or no clouds.,,,4.8,7.5,0.1,12,,,,
10.02.2020 17:00,10.2,759.5,766.5,,78,Wind blowing from the south-southwest,1,,5,100%.,Haze. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,13.1,,,2500 or more  or no clouds.,,,7.0,6.4,0.1,6,,,,
10.02.2020 14:00,11.2,760.1,767.1,-1.5,65,Wind blowing from the south-west,3,,5,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,13.7,,,2500 or more  or no clouds.,,,7.0,4.9,Trace of precipitation,12,,,,
10.02.2020 11:00,11.6,761.6,768.6,,58,Wind blowing from the south-southeast,1,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,8.0,3.6,,,,,,
10.02.2020 08:00,4.8,761.8,768.8,-0.1,100,Wind blowing from the south-east,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,13.7,,,2500 or more  or no clouds.,,,3.3,4.8,No precipitation,12,,,,
10.02.2020 05:00,4.4,761.9,768.9,,98,Wind blowing from the west-southwest,1,,3,,Mist. ,,,0.2,13.7,,,,,,4.2,4.1,No precipitation,6,,,,
10.02.2020 02:00,4.1,763.3,770.2,,100,Wind blowing from the north-east,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,13.7,,,2500 or more  or no clouds.,,,2.4,4.1,No precipitation,12,,,,
09.02.2020 20:00,8.9,763.7,770.8,-0.3,66,Wind blowing from the south,2,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,13.7,,,,,,7.0,2.9,No precipitation,12,,,,
09.02.2020 17:00,13.1,764.0,771.1,,50,Wind blowing from the south,1,,,no clouds, ,,,,,,,,,,13.0,2.9,,,,,,
09.02.2020 14:00,12.3,765.4,772.4,-3.1,53,Wind blowing from the west-southwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,12.8,,,,,,12.0,3.0,No precipitation,12,,,,
09.02.2020 11:00,8.7,768.5,775.6,,64,Wind blowing from the south,2,,3,no clouds, ,,,0.2,9.7,,,,,,11.0,2.3,No precipitation,6,,,,
09.02.2020 08:00,0.6,768.3,775.5,,100,Wind blowing from the north-northeast,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,9.7,,,,,,0.7,0.6,No precipitation,12,,,,
09.02.2020 05:00,0.9,767.7,774.8,,100,Wind blowing from the north-northeast,1,,3,,Mist. ,,,0.9,9.7,,,,,,1.9,0.9,No precipitation,6,,,,
09.02.2020 02:00,2.6,768.4,775.6,,100,Wind blowing from the north-east,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,9.7,,,2500 or more  or no clouds.,,,2.4,2.6,No precipitation,12,,,,
08.02.2020 20:00,6.1,767.9,775.0,,76,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,9.7,,,2500 or more  or no clouds.,,,11.0,2.2,No precipitation,12,,,,
08.02.2020 17:00,9.4,766.9,774.0,,56,Wind blowing from the north-northwest,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,27.0,1.1,,,,,,
08.02.2020 14:00,9.2,767.2,774.3,-1.7,60,Wind blowing from the north-east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,9.2,,,2500 or more  or no clouds.,,,25.0,1.8,No precipitation,12,,,,
08.02.2020 11:00,8.0,768.9,776.0,,69,Wind blowing from the north-northeast,2,,4,, ,,,4.2,8.0,,,,,,13.0,2.5,No precipitation,6,,,,
08.02.2020 08:00,4.3,767.8,774.9,,98,Wind blowing from the north-west,1,,5,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,,,,2500 or more  or no clouds.,,,5.0,4.0,No precipitation,12,,,,
08.02.2020 05:00,4.2,766.8,773.9,,98,Wind blowing from the north-northwest,2,,5,,Mist. ,,,3.4,6.7,,,,,,4.9,3.9,No precipitation,6,,,,
08.02.2020 02:00,4.5,767.4,774.5,,97,Wind blowing from the north-west,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,6.7,,,2500 or more  or no clouds.,,,5.0,4.1,No precipitation,12,,,,
07.02.2020 20:00,4.7,766.6,773.7,,95,Wind blowing from the north-west,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,6.7,,,2500 or more  or no clouds.,,,5.0,4.0,No precipitation,12,,,,
07.02.2020 17:00,5.7,765.1,772.3,,84,Wind blowing from the north-west,2,,5,100%., ,,,3.4,6.7,,,2500 or more  or no clouds.,,,11.0,3.2,No precipitation,6,,,,
07.02.2020 14:00,6.4,765.1,772.2,-1.5,79,Wind blowing from the north-northwest,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,6.7,,,2500 or more  or no clouds.,,,15.0,3.0,No precipitation,12,,,,
07.02.2020 11:00,5.7,766.6,773.7,,81,Wind blowing from the north-northwest,2,,7,100%., ,,,3.4,5.7,,,2500 or more  or no clouds.,,,16.0,2.7,No precipitation,6,,,,
07.02.2020 08:00,3.9,765.6,772.7,0.9,97,Wind blowing from the north,1,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,,,,2500 or more  or no clouds.,,,8.0,3.5,0.1,12,,,,
07.02.2020 05:00,3.4,764.7,771.8,,98,Wind blowing from the north-northwest,2,,9,,Mist. ,,,3.4,5.7,,,,,,7.0,3.1,No precipitation,6,,,,
07.02.2020 02:00,3.9,764.6,771.7,,90,Wind blowing from the north,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,7.3,,,2500 or more  or no clouds.,,,18.0,2.4,0.1,12,,,,
06.02.2020 20:00,3.8,763.6,770.8,,95,Wind blowing from the north,4,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,,,,2500 or more  or no clouds.,,,17.0,3.1,4.0,12,,,,
06.02.2020 17:00,4.8,762.0,769.0,,89,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,,,,2500 or more  or no clouds.,,,17.0,3.1,0.9,6,,,,
06.02.2020 14:00,5.3,760.9,767.9,-1.2,100,Wind blowing from the north,5,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,,,,2500 or more  or no clouds.,,,14.0,5.3,21.0,12,,,,
06.02.2020 11:00,4.9,762.1,769.1,,100,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,4.7,,,,2500 or more  or no clouds.,,,11.0,4.9,11.0,6,,,,
06.02.2020 08:00,4.8,762.5,769.6,,100,Wind blowing from the north,4,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,,,,2500 or more  or no clouds.,,,2.6,4.8,17.0,12,,,,
06.02.2020 05:00,5.7,761.4,768.4,,100,Wind blowing from the north,4,,7,,Rain  not freezing  intermittent  moderate at time of observation. ,,,2.4,16.4,,,,,,1.8,5.7,9.0,6,,,,
06.02.2020 02:00,7.2,761.7,768.6,,73,Wind blowing from the north,4,,9,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,16.4,,,2500 or more  or no clouds.,,,3.9,2.7,No precipitation,12,,,,
05.02.2020 20:00,8.0,761.2,768.3,0.3,71,Wind blowing from the north,3,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,16.4,,,,,,3.1,3.1,No precipitation,12,,,,
05.02.2020 17:00,11.0,760.9,767.8,,55,Wind blowing from the north-northwest,4,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,16.4,,,,,,3.4,2.3,No precipitation,6,,,,
05.02.2020 14:00,15.9,761.2,768.1,-2.7,43,Wind blowing from the west-northwest,2,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,16.0,,,,,,5.0,3.3,No precipitation,12,,,,
05.02.2020 11:00,10.1,763.9,770.8,,63,Wind blowing from the north-northwest,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,16.0,,,,,,3.2,3.2,No precipitation,6,,,,
05.02.2020 08:00,2.9,763.5,770.5,0.9,98,Wind blowing from the north,3,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,16.0,,,,,,1.3,2.6,No precipitation,12,,,,
05.02.2020 05:00,2.8,762.6,769.6,,88,Wind blowing from the north-northeast,2,,4,,Mist. ,,,0.9,16.0,,,,,,5.0,1.0,No precipitation,6,,,,
05.02.2020 02:00,4.9,762.7,769.6,,77,Wind blowing from the east-northeast,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,16.0,,,2500 or more  or no clouds.,,,5.0,1.2,No precipitation,12,,,,
04.02.2020 20:00,10.5,761.5,768.5,1.3,53,Wind blowing from the west,2,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,16.0,,,,,,6.0,1.3,No precipitation,12,,,,
04.02.2020 17:00,15.5,760.2,767.2,,34,Wind blowing from the west-southwest,1,,,no clouds, ,,,,,,,,,,11.0,-0.3,,,,,,
04.02.2020 14:00,14.9,760.6,767.6,-2.0,38,Wind blowing from the south-west,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,15.1,,,2500 or more  or no clouds.,,,10.0,0.7,No precipitation,12,,,,
04.02.2020 11:00,12.0,762.6,769.6,,56,Wind blowing from the south-southwest,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,15.0,,,,,,5.0,3.5,No precipitation,6,,,,
04.02.2020 08:00,1.2,762.1,769.2,0.5,100,Wind blowing from the north-east,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,15.0,,,,,,1.8,1.2,No precipitation,12,,,,
04.02.2020 05:00,1.9,761.6,768.6,,99,Calm  no wind,0,,,,Mist. ,,,1.9,15.0,,,,,,1.6,1.8,No precipitation,6,,,,
