Local time in Yuanling,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 17:00,11.8,755.5,769.5,,36,Wind blowing from the north-northwest,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,11.0,-2.8,,,,,,
18.02.2020 14:00,10.8,757.2,771.3,-2.6,47,Wind blowing from the north-east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,15.7,,,2500 or more  or no clouds.,,,11.0,-0.3,No precipitation,12,,,,
18.02.2020 11:00,9.2,759.8,774.0,,49,Wind blowing from the north,1,,2,100%., ,,,6.4,,,,2500 or more  or no clouds.,,,13.0,-1.0,No precipitation,6,,,,
18.02.2020 08:00,6.8,759.5,773.7,0.2,64,Calm  no wind,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,15.7,,,2500 or more  or no clouds.,,,15.0,0.3,No precipitation,12,,,,
18.02.2020 05:00,7.7,759.3,773.3,,59,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,15.0,0.0,,,,,,
18.02.2020 02:00,8.5,760.3,774.4,,51,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,15.7,,,2500 or more  or no clouds.,,,14.0,-1.1,No precipitation,12,,,,
17.02.2020 20:00,11.7,759.8,774.1,0.7,43,Wind blowing from the north-east,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,15.7,,,2500 or more  or no clouds.,,,13.0,-0.5,No precipitation,12,,,,
17.02.2020 17:00,15.2,759.1,773.2,,29,Wind blowing from the east-northeast,2,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,11.0,-2.7,,,,,,
17.02.2020 14:00,14.6,760.3,774.4,-3.0,31,Wind blowing from the north,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,14.8,,,2500 or more  or no clouds.,,,11.0,-2.3,No precipitation,12,,,,
17.02.2020 11:00,10.3,763.3,777.5,,54,Wind blowing from the south-southeast,1,,3,10%  or less  but not 0, ,,,2.8,11.1,,,2500 or more  or no clouds.,,,11.0,1.4,No precipitation,6,,,,
17.02.2020 08:00,3.4,762.1,776.5,0.5,95,Wind blowing from the east,0,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,11.1,,,2500 or more  or no clouds.,,,12.0,2.7,No precipitation,12,,,,
17.02.2020 05:00,4.2,761.6,775.9,,89,Wind blowing from the north-east,1,,,, ,,,2.1,11.1,,,,,,15.0,2.6,No precipitation,6,,,,
17.02.2020 02:00,3.9,761.4,775.7,,90,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,11.1,,,2500 or more  or no clouds.,,,17.0,2.4,0.1,12,,,,
16.02.2020 20:00,6.7,759.4,773.8,1.1,62,Wind blowing from the north,0,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,11.1,,,2500 or more  or no clouds.,,,15.0,-0.1,0.1,12,,,,
16.02.2020 17:00,10.9,758.3,772.6,,32,Wind blowing from the south,1,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,12.0,-5.1,,,,,,
16.02.2020 14:00,9.5,759.6,773.9,-2.9,33,Wind blowing from the north-northeast,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,9.5,,,2500 or more  or no clouds.,,,12.0,-6.0,No precipitation,12,,,,
16.02.2020 11:00,6.4,762.5,777.0,,53,Wind blowing from the west-northwest,1,,4,60%., ,,,2.1,6.4,,,1000-1500,,,14.0,-2.7,No precipitation,6,,,,
16.02.2020 08:00,2.4,762.4,776.9,0.6,76,Wind blowing from the east,0,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,,,,600-1000,,,18.0,-1.4,No precipitation,12,,,,
16.02.2020 05:00,2.3,761.8,776.3,,76,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,21.0,-1.5,,,,,,
16.02.2020 02:00,2.4,762.4,776.9,,71,Wind blowing from the north-east,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,,,,2500 or more  or no clouds.,,,20.0,-2.3,No precipitation,12,,,,
15.02.2020 20:00,3.1,761.4,775.8,2.2,72,Wind blowing from the east-northeast,3,,14,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,,,,300-600,,,24.0,-1.5,7.0,12,,,,
15.02.2020 17:00,4.1,759.2,773.5,,68,Wind blowing from the north-east,2,,15,100%., ,,,4.0,,,,300-600,,,21.0,-1.3,0.2,6,,,,
15.02.2020 14:00,4.5,757.9,772.2,0.2,72,Wind blowing from the east-northeast,4,,15,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,4.0,18.3,,,300-600,,,18.0,-0.1,13.0,12,,,,
15.02.2020 11:00,4.4,757.7,771.8,,81,Wind blowing from the north-east,5,,15,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,4.3,18.5,,,300-600,,,8.0,1.3,11.0,6,,,,
15.02.2020 08:00,6.3,754.6,768.7,2.4,73,Wind blowing from the east-northeast,6,,15,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,18.5,,,600-1000,,,18.0,1.8,7.0,12,,,,
15.02.2020 05:00,7.3,752.2,766.0,,85,Wind blowing from the east-northeast,4,,15,,Rain  not freezing  intermittent  moderate at time of observation. ,,,7.3,18.5,,,,,,4.6,4.9,2.0,6,,,,
15.02.2020 02:00,10.0,751.4,765.1,,63,Wind blowing from the east-northeast,5,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,18.5,,,2500 or more  or no clouds.,,,9.0,3.3,No precipitation,12,,,,
14.02.2020 20:00,14.9,747.3,761.0,3.1,79,Wind blowing from the north-east,4,,10,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,18.5,,,2500 or more  or no clouds.,,,6.0,11.3,Trace of precipitation,12,,,,
14.02.2020 17:00,16.7,744.2,757.9,,84,Wind blowing from the north-northeast,3,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,18.5,,,2500 or more  or no clouds.,,,7.0,14.0,Trace of precipitation,6,,,,
14.02.2020 14:00,18.3,743.5,757.1,-1.1,81,Wind blowing from the north,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,18.5,,,2500 or more  or no clouds.,,,7.0,15.0,0.1,12,,,,
14.02.2020 11:00,15.4,744.6,758.2,,86,Wind blowing from the south,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.7,17.0,,,2500 or more  or no clouds.,,,6.0,13.1,No precipitation,6,,,,
14.02.2020 08:00,12.5,743.9,757.6,0.6,98,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,17.0,,,2500 or more  or no clouds.,,,5.0,12.2,No precipitation,12,,,,
14.02.2020 05:00,11.8,743.3,756.9,,99,Calm  no wind,0,,,,Mist. ,,,10.3,17.0,,,,,,3.8,11.6,No precipitation,6,,,,
14.02.2020 02:00,12.0,743.8,757.4,,99,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,17.0,,,2500 or more  or no clouds.,,,4.8,11.8,No precipitation,12,,,,
13.02.2020 20:00,13.9,744.1,757.8,0.8,93,Calm  no wind,0,,,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,17.0,,,2500 or more  or no clouds.,,,3.2,12.8,No precipitation,12,,,,
13.02.2020 17:00,16.5,743.3,757.0,,75,Wind blowing from the east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,17.7,,,2500 or more  or no clouds.,,,7.0,12.1,No precipitation,6,,,,
13.02.2020 14:00,16.3,744.4,758.0,-3.0,75,Wind blowing from the south-west,1,,3,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,18.2,,,2500 or more  or no clouds.,,,7.0,11.9,0.1,12,,,,
13.02.2020 11:00,12.9,747.4,761.2,,90,Wind blowing from the south,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,,,,2500 or more  or no clouds.,,,5.0,11.3,No precipitation,6,,,,
13.02.2020 08:00,10.4,746.9,760.6,0.1,100,Wind blowing from the north-northeast,0,,1,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,18.2,,,2500 or more  or no clouds.,,,1.3,10.4,No precipitation,12,,,,
13.02.2020 05:00,11.6,746.8,760.5,,96,Calm  no wind,0,,,,Mist. ,,,9.9,18.2,,,,,,6.0,11.0,No precipitation,6,,,,
13.02.2020 02:00,12.4,748.0,761.7,,93,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,18.2,,,2500 or more  or no clouds.,,,7.0,11.3,No precipitation,12,,,,
12.02.2020 20:00,14.4,748.2,762.0,0.8,78,Wind blowing from the west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,18.2,,,1000-1500,,,8.0,10.6,No precipitation,12,,,,
12.02.2020 17:00,17.7,747.4,761.2,,57,Wind blowing from the west,1,,,, ,,,,,,,,,,8.0,9.1,,,,,,
12.02.2020 14:00,15.3,749.0,762.8,-2.6,66,Wind blowing from the east-northeast,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,15.4,,,2500 or more  or no clouds.,,,8.0,9.0,0.1,12,,,,
12.02.2020 11:00,11.2,751.6,765.6,,86,Wind blowing from the south,1,,3,100%., ,,,9.5,12.6,,,600-1000,,,8.0,8.9,No precipitation,6,,,,
12.02.2020 08:00,10.0,751.4,765.4,0.7,98,Wind blowing from the south-southwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,12.6,,,600-1000,,,6.0,9.7,No precipitation,12,,,,
12.02.2020 05:00,10.1,750.7,764.5,,97,Calm  no wind,0,,,,Mist. ,,,8.7,12.6,,,,,,6.0,9.6,No precipitation,6,,,,
12.02.2020 02:00,10.0,751.6,765.6,,95,Wind blowing from the south-southwest,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,12.6,,,2500 or more  or no clouds.,,,6.0,9.2,No precipitation,12,,,,
11.02.2020 20:00,11.0,750.4,764.4,0.7,88,Wind blowing from the south-west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,12.6,,,600-1000,,,10.0,9.1,0.1,12,,,,
11.02.2020 17:00,12.1,749.7,763.6,,83,Wind blowing from the west-southwest,1,,,100%., ,,,,,,,600-1000,,,9.0,9.3,,,,,,
11.02.2020 14:00,11.3,750.3,764.2,-1.8,87,Wind blowing from the south-west,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,11.5,,,600-1000,,,9.0,9.2,3.0,12,,,,
11.02.2020 11:00,10.7,752.1,766.0,,89,Wind blowing from the south-west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,10.8,,,,,,6.0,9.0,,,,,,
11.02.2020 08:00,8.9,751.6,765.7,0.6,99,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,10.3,,,600-1000,,,4.5,8.8,11.0,12,,,,
11.02.2020 05:00,8.7,751.0,764.9,,99,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.6,10.3,,,,,,4.0,8.6,7.0,6,,,,
11.02.2020 02:00,8.8,751.9,766.0,,99,Wind blowing from the east,1,,3,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,10.3,,,2500 or more  or no clouds.,,,2.1,8.7,9.0,12,,,,
10.02.2020 20:00,9.5,752.4,766.4,0.6,94,Calm  no wind,0,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,12.4,,,600-1000,,,4.7,8.6,0.8,12,,,,
10.02.2020 17:00,10.1,751.8,765.8,,82,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,,,,600-1000,,,5.0,7.2,0.5,6,,,,
10.02.2020 14:00,10.2,752.8,766.8,-2.0,85,Wind blowing from the south-southeast,1,,2,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,,,,600-1000,,,6.0,7.8,0.4,12,,,,
10.02.2020 11:00,9.1,754.8,768.8,,91,Wind blowing from the east,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,,,,600-1000,,,7.0,7.7,0.3,6,,,,
10.02.2020 08:00,8.7,754.3,768.3,0.2,92,Wind blowing from the east,0,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,17.1,,,600-1000,,,7.0,7.5,No precipitation,12,,,,
10.02.2020 05:00,9.0,754.1,768.0,,87,Calm  no wind,0,,,,Rain (not freezing) not falling as shower(s). ,,,6.1,17.1,,,,,,9.0,7.0,No precipitation,6,,,,
10.02.2020 02:00,9.6,755.0,768.9,,82,Wind blowing from the east,0,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,17.1,,,2500 or more  or no clouds.,,,9.0,6.7,No precipitation,12,,,,
09.02.2020 20:00,12.4,756.1,770.2,-0.1,58,Calm  no wind,0,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,17.1,,,2500 or more  or no clouds.,,,7.0,4.4,No precipitation,12,,,,
09.02.2020 17:00,16.2,756.2,770.2,,35,Wind blowing from the north-east,1,,,20–30%., ,,,,,,,600-1000,,,9.0,0.7,,,,,,
09.02.2020 14:00,15.5,757.9,772.0,-3.6,40,Wind blowing from the north,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,15.6,,,600-1000,,,9.0,2.0,0.1,12,,,,
09.02.2020 11:00,11.5,761.5,775.7,,63,Wind blowing from the east-southeast,1,,2,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,11.6,,,2500 or more  or no clouds.,,,7.0,4.7,No precipitation,6,,,,
09.02.2020 08:00,6.2,761.2,775.5,0.2,93,Calm  no wind,0,,,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,11.0,,,2500 or more  or no clouds.,,,6.0,5.2,No precipitation,12,,,,
09.02.2020 05:00,6.6,761.0,775.3,,86,Calm  no wind,0,,,, ,,,,,,,,,,7.0,4.4,,,,,,
09.02.2020 02:00,7.4,761.2,775.5,,75,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,11.0,,,2500 or more  or no clouds.,,,8.0,3.3,No precipitation,12,,,,
08.02.2020 20:00,8.5,760.3,774.7,1.1,64,Wind blowing from the east-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,11.0,,,2500 or more  or no clouds.,,,9.0,2.1,0.2,12,,,,
08.02.2020 17:00,10.2,759.2,773.5,,56,Wind blowing from the east,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,8.0,1.8,,,,,,
08.02.2020 14:00,9.0,759.9,774.1,-1.6,61,Wind blowing from the north-northeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,9.1,,,2500 or more  or no clouds.,,,8.0,1.9,1.0,12,,,,
08.02.2020 11:00,7.1,761.5,775.8,,74,Wind blowing from the north-east,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,8.5,,,,,,7.0,2.8,0.5,6,,,,
08.02.2020 08:00,4.7,760.6,775.0,0.9,87,Wind blowing from the north-east,1,,5,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,8.5,,,300-600,,,5.0,2.7,1.0,12,,,,
08.02.2020 05:00,4.7,759.7,774.1,,88,Wind blowing from the north-east,1,,5,,Rain (not freezing) not falling as shower(s). ,,,4.2,8.5,,,,,,5.0,2.9,0.7,6,,,,
08.02.2020 02:00,5.6,760.0,774.3,,80,Wind blowing from the east-northeast,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,8.5,,,2500 or more  or no clouds.,,,8.0,2.3,No precipitation,12,,,,
07.02.2020 20:00,6.8,758.5,772.8,1.3,71,Wind blowing from the north-east,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,8.5,,,2500 or more  or no clouds.,,,10.0,1.9,No precipitation,12,,,,
07.02.2020 17:00,7.8,757.2,771.4,,65,Wind blowing from the north-east,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,10.0,1.6,,,,,,
07.02.2020 14:00,7.6,758.0,772.3,-2.2,64,Wind blowing from the north-east,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,7.8,,,2500 or more  or no clouds.,,,10.0,1.2,No precipitation,12,,,,
07.02.2020 11:00,5.8,760.2,774.5,,72,Wind blowing from the north-northeast,2,,6,100%., ,,,4.2,6.6,,,2500 or more  or no clouds.,,,10.0,1.0,No precipitation,6,,,,
07.02.2020 08:00,4.2,758.8,773.2,1.2,79,Wind blowing from the east,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,6.8,,,2500 or more  or no clouds.,,,10.0,0.9,No precipitation,12,,,,
07.02.2020 05:00,4.4,757.6,772.0,,77,Wind blowing from the east,2,,,, ,,,,,,,,,,9.0,0.7,,,,,,
07.02.2020 02:00,4.8,758.5,772.8,,81,Wind blowing from the north-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,9.1,,,2500 or more  or no clouds.,,,9.0,1.8,0.1,12,,,,
06.02.2020 20:00,6.2,757.0,771.2,2.3,83,Wind blowing from the east-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,,,,600-1000,,,15.0,3.5,10.0,12,,,,
06.02.2020 17:00,6.5,754.7,768.9,,83,Wind blowing from the east-northeast,2,,9,100%., ,,,5.3,,,,600-1000,,,13.0,3.7,4.0,6,,,,
06.02.2020 14:00,5.8,754.7,768.9,-0.6,87,Wind blowing from the east-northeast,1,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,,,,300-600,,,10.0,3.8,17.0,12,,,,
06.02.2020 11:00,6.3,755.3,769.5,,88,Wind blowing from the north-east,1,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.3,,,,300-600,,,5.0,4.5,10.0,6,,,,
06.02.2020 08:00,6.8,753.1,767.1,1.8,87,Wind blowing from the north-east,3,,9,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,14.7,,,300-600,,,3.1,4.8,21.0,12,,,,
06.02.2020 05:00,7.9,751.3,765.2,,88,Wind blowing from the north-east,4,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,4.1,14.7,,,,,,4.5,6.0,12.0,6,,,,
06.02.2020 02:00,9.1,752.0,765.9,,92,Wind blowing from the north,2,,7,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,14.7,,,2500 or more  or no clouds.,,,2.4,7.9,13.0,12,,,,
05.02.2020 20:00,11.1,751.3,765.4,0.8,74,Wind blowing from the north-northeast,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,14.7,,,300-600,,,5.0,6.6,0.4,12,,,,
05.02.2020 17:00,11.5,750.5,764.5,,74,Wind blowing from the east-northeast,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,14.7,,,300-600,,,4.9,7.0,0.4,6,,,,
05.02.2020 14:00,14.3,751.6,765.5,-3.3,57,Wind blowing from the north-east,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,14.7,,,2500 or more  or no clouds.,,,7.0,5.9,No precipitation,12,,,,
05.02.2020 11:00,10.2,754.9,769.0,,78,Wind blowing from the east-northeast,1,,,60%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,10.6,,,2500 or more  or no clouds.,,,6.0,6.4,No precipitation,6,,,,
05.02.2020 08:00,4.3,755.0,769.2,0.7,100,Wind blowing from the east,1,,2,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,10.6,,,2500 or more  or no clouds.,,,0.4,4.3,No precipitation,12,,,,
05.02.2020 05:00,4.4,754.3,768.5,,100,Wind blowing from the east,1,,2,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,3.9,10.6,,,,,,0.2,4.4,No precipitation,6,,,,
05.02.2020 02:00,5.9,755.1,769.3,,100,Calm  no wind,0,,,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,10.6,,,2500 or more  or no clouds.,,,0.1,5.9,No precipitation,12,,,,
04.02.2020 20:00,9.3,754.1,768.3,1.0,88,Wind blowing from the north,0,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,10.6,,,2500 or more  or no clouds.,,,5.0,7.4,No precipitation,12,,,,
04.02.2020 17:00,10.5,753.1,767.2,,75,Calm  no wind,0,,,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,12.3,,,2500 or more  or no clouds.,,,6.0,6.3,0.1,6,,,,
04.02.2020 14:00,8.9,754.2,768.4,-1.9,81,Wind blowing from the south,1,,3,40%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,12.4,,,600-1000,,,6.0,5.8,No precipitation,12,,,,
04.02.2020 11:00,5.1,756.1,770.3,,100,Wind blowing from the south,1,,2,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,,,,2500 or more  or no clouds.,,,2.6,5.1,No precipitation,6,,,,
04.02.2020 08:00,4.3,755.7,769.9,0.8,100,Wind blowing from the south-east,0,,2,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,12.4,,,2500 or more  or no clouds.,,,0.3,4.3,No precipitation,12,,,,
04.02.2020 05:00,4.4,754.9,769.0,,100,Wind blowing from the east-southeast,1,,2,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,4.4,12.4,,,,,,0.3,4.4,No precipitation,6,,,,
