Local time in Zhangwu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 17:00,2.5,764.0,771.8,,26,Wind blowing from the north,1,,8,no clouds, ,,,-7.4,4.0,,,,,,30.0,-15.1,No precipitation,6,,,,
19.02.2020 14:00,3.1,763.9,771.6,-1.2,26,Wind blowing from the north,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,5.0,,,,,,30.0,-14.6,No precipitation,12,,,,
19.02.2020 11:00,0.8,765.1,772.8,,38,Wind blowing from the north,1,,4,no clouds, ,,,-7.4,5.0,,,,,,30.0,-12.2,No precipitation,6,,,,
19.02.2020 08:00,-7.0,764.5,772.3,1.2,64,Wind blowing from the north-west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,5.0,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,12,,,,
19.02.2020 05:00,-6.2,763.3,771.1,,65,Wind blowing from the west-northwest,2,,4,, ,,,-14.8,5.0,,,,,,30.0,-11.7,No precipitation,6,,,,
19.02.2020 02:00,-5.7,762.9,770.6,0.7,68,Wind blowing from the west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,5.0,,,2500 or more  or no clouds.,,,30.0,-10.7,No precipitation,12,,,,
18.02.2020 23:00,-1.5,762.2,769.9,,54,Wind blowing from the west-southwest,2,,,, ,,,,5.0,,,,,,30.0,-9.8,No precipitation,6,,,,
18.02.2020 20:00,-0.2,761.8,769.6,1.1,50,Wind blowing from the west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,5.0,,,,,,30.0,-9.6,No precipitation,12,,,,
18.02.2020 17:00,3.2,760.7,768.6,,39,Wind blowing from the north-west,3,,7,no clouds, ,,,-14.8,5.0,,,,,,30.0,-9.7,No precipitation,6,,,,
18.02.2020 14:00,4.0,760.4,768.2,-1.7,34,Wind blowing from the west,3,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,4.1,,,2500 or more  or no clouds.,,,30.0,-10.4,No precipitation,12,,,,
18.02.2020 11:00,-0.3,762.1,769.9,,42,Wind blowing from the west-northwest,3,,5,no clouds, ,,,-14.8,-0.3,,,,,,30.0,-11.7,No precipitation,6,,,,
18.02.2020 08:00,-10.4,762.3,770.2,0.5,68,Wind blowing from the south-southeast,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-3.9,,,,,,6.0,-15.3,No precipitation,12,,,,
18.02.2020 05:00,-13.8,761.8,769.8,,73,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,20.0,-17.6,,,,,,
18.02.2020 02:00,-11.1,761.8,769.8,-0.2,65,Wind blowing from the south,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-3.9,,,2500 or more  or no clouds.,,,22.0,-16.4,No precipitation,12,,,,
17.02.2020 23:00,-11.6,762.0,769.9,,68,Wind blowing from the south,1,,,, ,,,-14.4,-3.9,,,,,,22.0,-16.3,No precipitation,6,,,,
17.02.2020 20:00,-7.8,762.4,770.5,,49,Wind blowing from the west,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-3.9,,,,,,30.0,-16.7,No precipitation,12,,,,
17.02.2020 17:00,-4.1,761.9,769.9,,34,Wind blowing from the north-northwest,3,,11,no clouds, ,,,-14.4,-3.9,,,,,,30.0,-17.6,No precipitation,6,,,,
17.02.2020 14:00,-4.7,761.2,769.2,-0.9,31,Wind blowing from the north,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-4.5,,,,,,30.0,-19.3,No precipitation,12,,,,
17.02.2020 11:00,-7.5,762.1,770.0,,33,Wind blowing from the north,6,,11,no clouds, ,,,-14.4,-4.8,,,,,,30.0,-21.0,No precipitation,6,,,,
17.02.2020 08:00,-12.9,762.2,770.2,,55,Wind blowing from the north-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-4.8,,,,,,30.0,-20.1,No precipitation,12,,,,
17.02.2020 05:00,-13.2,761.9,769.9,,55,Wind blowing from the north-northwest,3,,12,, ,,,-13.3,-4.8,,,,,,30.0,-20.5,No precipitation,6,,,,
17.02.2020 02:00,-12.0,761.8,769.8,0.3,55,Wind blowing from the north,3,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-4.8,,,2500 or more  or no clouds.,,,30.0,-19.2,No precipitation,12,,,,
16.02.2020 23:00,-10.7,761.5,769.5,,56,Wind blowing from the north-west,3,,,, ,,,-10.8,-4.8,,,,,,30.0,-17.8,No precipitation,6,,,,
16.02.2020 20:00,-8.4,761.9,769.9,1.0,47,Wind blowing from the north,3,,19,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,-4.8,,,,,,30.0,-17.7,No precipitation,12,,,,
16.02.2020 17:00,-6.4,760.9,768.8,,39,Calm  no wind,0,,,60%., ,,,-9.6,-4.2,,,1000-1500,,,30.0,-18.1,No precipitation,6,,,,
16.02.2020 14:00,-5.3,759.7,767.6,-0.4,33,Wind blowing from the north,10,,19,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,-3.5,,,2500 or more  or no clouds.,,,30.0,-19.1,No precipitation,12,,,,
16.02.2020 11:00,-6.3,760.1,768.0,,38,Wind blowing from the north,10,,,90  or more  but not 100%, ,,,-9.6,-3.5,,,2500 or more  or no clouds.,,,21.0,-18.3,No precipitation,6,,,,
16.02.2020 08:00,-9.5,759.3,767.2,0.8,47,Wind blowing from the north,7,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,-3.5,,,2500 or more  or no clouds.,,,30.0,-18.7,Trace of precipitation,12,,,,
16.02.2020 05:00,-8.4,758.5,766.4,,47,Wind blowing from the north,6,,,, ,,,-9.7,-3.5,,,,,,30.0,-17.7,No precipitation,6,,,,
16.02.2020 02:00,-8.5,759.6,767.5,-1.2,50,Wind blowing from the north,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-3.5,,,2500 or more  or no clouds.,,,30.0,-17.1,No precipitation,12,,,,
15.02.2020 23:00,-8.1,760.8,768.7,,76,Wind blowing from the north,5,,,, ,,,-9.9,-3.5,,,,,,11.0,-11.6,No precipitation,6,,,,
15.02.2020 20:00,-6.1,761.3,769.2,0.1,49,Wind blowing from the north,6,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-3.5,,,1000-1500,,,30.0,-15.3,No precipitation,12,,,,
15.02.2020 17:00,-4.1,761.2,769.1,,40,Wind blowing from the north,4,,,90  or more  but not 100%, ,,,-10.0,-3.5,,,1000-1500,,,30.0,-15.7,No precipitation,6,,,,
15.02.2020 14:00,-3.6,761.5,769.4,-2.6,36,Wind blowing from the north-northeast,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,-3.6,,,1000-1500,,,30.0,-16.5,No precipitation,12,,,,
15.02.2020 11:00,-7.3,764.1,772.0,,38,Wind blowing from the north,5,,,100%., ,,,-10.0,-7.0,,,1000-1500,,,30.0,-19.2,No precipitation,6,,,,
15.02.2020 08:00,-9.0,764.8,772.8,-0.6,46,Wind blowing from the north,5,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,,,,1000-1500,,,30.0,-18.5,No precipitation,12,,,,
15.02.2020 05:00,-9.7,765.4,773.4,,52,Wind blowing from the north,4,,,, ,,,-10.0,,,,,,,30.0,-17.9,No precipitation,6,,,,
15.02.2020 02:00,-9.6,766.6,774.6,-1.1,55,Wind blowing from the north,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,,,,2500 or more  or no clouds.,,,30.0,-17.0,1.0,12,,,,
14.02.2020 23:00,-8.9,767.7,775.7,,56,Wind blowing from the north,4,,,, ,,,-10.0,-4.7,,,,,,30.0,-16.1,0.8,6,,,,
14.02.2020 20:00,-8.8,767.4,775.3,0.4,63,Wind blowing from the north,4,,15,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-10.0,-3.3,,,1000-1500,,,30.0,-14.6,1.0,12,,,,
14.02.2020 17:00,-9.7,767.0,775.0,,79,Wind blowing from the north,6,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-9.8,-1.4,,,1000-1500,,,7.0,-12.7,0.6,6,,,,
14.02.2020 14:00,-8.7,766.3,774.2,0.6,67,Wind blowing from the north,6,,15,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,,,,1000-1500,,,22.0,-13.7,Trace of precipitation,12,,,,
14.02.2020 11:00,-7.1,765.7,773.5,,37,Wind blowing from the north-northeast,7,,13,100%., ,,,-7.2,,,,1000-1500,,,30.0,-19.3,No precipitation,6,,,,
14.02.2020 08:00,-6.9,765.1,772.9,1.3,57,Wind blowing from the north-northeast,6,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,,,,1000-1500,,,30.0,-14.0,No precipitation,12,,,,
14.02.2020 05:00,-6.7,763.8,771.6,,67,Wind blowing from the north-northeast,4,,13,, ,,,-6.7,3.2,,,,,,30.0,-11.8,No precipitation,6,,,,
14.02.2020 02:00,-5.8,763.6,771.4,,70,Wind blowing from the north-northeast,5,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,3.3,,,2500 or more  or no clouds.,,,30.0,-10.4,No precipitation,12,,,,
13.02.2020 23:00,-4.7,763.0,770.7,,72,Wind blowing from the north,4,,,, ,,,-4.7,4.5,,,,,,30.0,-9.1,No precipitation,6,,,,
13.02.2020 20:00,-3.3,760.0,767.8,3.1,79,Wind blowing from the north,5,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,4.8,,,1000-1500,,,25.0,-6.4,No precipitation,12,,,,
13.02.2020 17:00,-1.4,756.9,764.5,,85,Wind blowing from the north-northwest,5,,9,100%., ,,,-1.4,5.6,,,1000-1500,,,10.0,-3.6,No precipitation,6,,,,
13.02.2020 14:00,2.5,753.2,760.7,0.9,95,Wind blowing from the north-northwest,3,,9,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,6.7,,,1000-1500,,,6.0,1.8,No precipitation,12,,,,
13.02.2020 11:00,1.5,752.3,759.8,,96,Wind blowing from the south-west,3,,10,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,6.7,,,300-600,,,2.3,0.9,No precipitation,6,,,,
13.02.2020 08:00,0.9,751.3,758.8,0.9,96,Wind blowing from the south-southwest,2,,,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,6.7,,,300-600,,,0.7,0.3,No precipitation,12,,,,
13.02.2020 05:00,1.1,750.4,757.9,,96,Wind blowing from the south,4,,10,,Mist. ,,,1.1,6.7,,,,,,0.8,0.5,No precipitation,6,,,,
13.02.2020 02:00,3.3,751.0,758.5,,95,Wind blowing from the south,4,,11,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,6.7,,,2500 or more  or no clouds.,,,2.6,2.6,No precipitation,12,,,,
12.02.2020 23:00,4.5,751.6,759.0,,91,Wind blowing from the south,5,,,, ,,,2.1,6.7,,,,,,9.0,3.2,No precipitation,6,,,,
12.02.2020 20:00,4.8,752.0,759.5,0.1,90,Wind blowing from the south-southwest,3,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,6.7,,,1000-1500,,,10.0,3.3,No precipitation,12,,,,
12.02.2020 17:00,5.6,751.9,759.4,,85,Wind blowing from the south-southwest,5,,12,90  or more  but not 100%, ,,,2.1,7.2,,,1000-1500,,,13.0,3.3,No precipitation,6,,,,
12.02.2020 14:00,6.4,751.9,759.4,-1.8,81,Wind blowing from the south-southwest,5,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,9.0,,,1000-1500,,,19.0,3.4,No precipitation,12,,,,
12.02.2020 11:00,5.1,753.7,761.2,,87,Wind blowing from the south-southwest,5,,13,90  or more  but not 100%, ,,,2.1,9.0,,,600-1000,,,10.0,3.1,No precipitation,6,,,,
12.02.2020 08:00,3.4,754.0,761.5,0.7,93,Wind blowing from the south-southwest,5,,14,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,,,,300-600,,,5.0,2.4,No precipitation,12,,,,
12.02.2020 05:00,2.7,753.3,760.8,,93,Wind blowing from the south-southwest,5,,15,,Mist. ,,,-3.4,9.0,,,,,,5.0,1.7,No precipitation,6,,,,
12.02.2020 02:00,2.4,753.9,761.4,,86,Wind blowing from the south-southwest,6,,15,, ,,,-4.0,9.0,,,,,,12.0,0.3,No precipitation,6,,,,
11.02.2020 23:00,2.8,754.3,761.8,,79,Wind blowing from the south-southwest,6,,,, ,,,,9.0,,,,,,14.0,-0.5,No precipitation,6,,,,
11.02.2020 20:00,5.0,754.5,762.1,1.1,66,Wind blowing from the south-southwest,6,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,9.0,,,1000-1500,,,18.0,-0.8,No precipitation,12,,,,
11.02.2020 17:00,7.1,753.4,761.0,,61,Wind blowing from the south-southwest,8,,15,90  or more  but not 100%, ,,,-8.7,9.0,,,1000-1500,,,15.0,0.1,No precipitation,6,,,,
11.02.2020 14:00,8.3,754.3,761.9,-1.8,61,Wind blowing from the south-southwest,8,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,8.3,,,1000-1500,,,10.0,1.2,No precipitation,12,,,,
11.02.2020 11:00,3.7,756.1,763.9,,79,Wind blowing from the south-southwest,7,,13,90  or more  but not 100%, ,,,-8.7,3.7,,,1000-1500,,,7.0,0.4,No precipitation,6,,,,
11.02.2020 08:00,-0.8,756.5,764.2,0.0,95,Wind blowing from the south-southwest,4,,7,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,-0.8,,,300-600,,,2.7,-1.5,No precipitation,12,,,,
11.02.2020 05:00,-3.4,756.5,764.2,,95,Wind blowing from the south-east,2,,5,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-11.6,-1.6,,,,,,0.4,-4.1,No precipitation,6,,,,
11.02.2020 02:00,-3.9,757.6,765.4,-0.3,95,Wind blowing from the south,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-1.6,,,2500 or more  or no clouds.,,,1.0,-4.6,No precipitation,12,,,,
10.02.2020 23:00,-8.2,757.9,765.7,,93,Wind blowing from the east-southeast,1,,,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-11.6,-1.6,,,,,,0.1,-9.1,No precipitation,6,,,,
10.02.2020 20:00,-6.3,757.6,765.4,0.0,89,Wind blowing from the south-southeast,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-1.6,,,300-600,,,1.0,-7.8,No precipitation,12,,,,
10.02.2020 17:00,-2.0,757.6,765.4,,80,Wind blowing from the south,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,4.2,,,300-600,,,4.2,-5.0,No precipitation,6,,,,
10.02.2020 14:00,-3.7,757.9,765.7,-1.5,90,Wind blowing from the east,2,,4,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,6.4,,,300-600,,,4.9,-5.1,No precipitation,12,,,,
10.02.2020 11:00,-6.4,759.4,767.2,,93,Wind blowing from the east,2,,4,100%.,Fog or ice fog  sky visible (has become thinner during the preceding hour). ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,-11.6,,,,300-600,,,0.7,-7.3,No precipitation,6,,,,
10.02.2020 08:00,-9.6,759.1,767.0,0.9,92,Wind blowing from the east,2,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,6.4,,,2500 or more  or no clouds.,,,0.5,-10.7,No precipitation,12,,,,
10.02.2020 05:00,-9.4,758.2,765.9,,79,Wind blowing from the east-northeast,1,,,, ,,,-10.8,6.4,,,,,,17.0,-12.4,No precipitation,6,,,,
10.02.2020 02:00,-9.7,758.0,765.7,0.4,74,Wind blowing from the north-northwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,6.4,,,2500 or more  or no clouds.,,,22.0,-13.5,No precipitation,12,,,,
09.02.2020 23:00,-4.8,757.6,765.3,,62,Wind blowing from the north-northwest,2,,,, ,,,-12.6,6.4,,,,,,18.0,-11.0,No precipitation,6,,,,
09.02.2020 20:00,-3.5,756.7,764.5,0.6,64,Wind blowing from the west,1,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,6.4,,,,,,4.0,-9.5,No precipitation,12,,,,
09.02.2020 17:00,4.3,756.1,763.9,,35,Wind blowing from the west-northwest,1,,9,no clouds, ,,,-12.6,6.4,,,,,,17.0,-9.8,No precipitation,6,,,,
09.02.2020 14:00,5.8,755.5,763.2,-1.2,31,Wind blowing from the north-west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,6.0,,,,,,30.0,-10.0,No precipitation,12,,,,
09.02.2020 11:00,-0.8,756.7,764.5,,58,Wind blowing from the south-west,3,,6,20–30%., ,,,-12.6,-0.8,,,2500 or more  or no clouds.,,,20.0,-8.2,No precipitation,6,,,,
09.02.2020 08:00,-9.5,757.9,765.8,,69,Wind blowing from the south,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,,,,1000-1500,,,8.0,-14.1,No precipitation,12,,,,
09.02.2020 05:00,-10.3,759.7,767.6,,62,Wind blowing from the south,2,,5,, ,,,-15.2,-3.5,,,,,,17.0,-16.2,No precipitation,6,,,,
09.02.2020 02:00,-11.4,762.7,770.7,-1.8,65,Wind blowing from the south,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-3.5,,,2500 or more  or no clouds.,,,18.0,-16.8,No precipitation,12,,,,
08.02.2020 23:00,-9.2,764.5,772.5,,59,Wind blowing from the south-southwest,2,,,, ,,,-15.3,-3.5,,,,,,21.0,-15.9,No precipitation,6,,,,
08.02.2020 20:00,-9.5,765.8,773.9,,58,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-3.5,,,,,,11.0,-16.4,No precipitation,12,,,,
08.02.2020 17:00,-5.3,766.4,774.4,,41,Wind blowing from the north-east,1,,5,no clouds, ,,,-15.3,-3.5,,,,,,30.0,-16.5,No precipitation,6,,,,
08.02.2020 14:00,-4.4,766.6,774.6,-1.0,38,Wind blowing from the north-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-3.8,,,,,,30.0,-16.6,No precipitation,12,,,,
08.02.2020 11:00,-6.7,767.6,775.6,,50,Wind blowing from the north-northeast,2,,5,no clouds, ,,,-15.3,-3.8,,,,,,30.0,-15.6,No precipitation,6,,,,
08.02.2020 08:00,-14.4,767.2,775.3,,67,Wind blowing from the north-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,,,,,,,12.0,-19.2,No precipitation,12,,,,
08.02.2020 05:00,-13.7,765.6,773.6,,71,Wind blowing from the north-northwest,2,,3,, ,,,-16.5,-3.8,,,,,,27.0,-17.8,No precipitation,6,,,,
08.02.2020 02:00,-12.9,764.9,772.9,0.4,64,Wind blowing from the north,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-3.8,,,2500 or more  or no clouds.,,,19.0,-18.3,No precipitation,12,,,,
07.02.2020 23:00,-12.6,764.5,772.6,,61,Wind blowing from the east-southeast,1,,,, ,,,-18.0,-3.8,,,,,,17.0,-18.6,No precipitation,6,,,,
07.02.2020 20:00,-10.4,764.4,772.5,,55,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-3.8,,,,,,11.0,-17.7,No precipitation,12,,,,
07.02.2020 17:00,-5.7,763.8,771.8,,41,Wind blowing from the north-northeast,3,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-17.1,,,,,,
07.02.2020 14:00,-4.5,763.8,771.8,-1.0,36,Wind blowing from the north-northwest,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-4.2,,,2500 or more  or no clouds.,,,30.0,-17.3,No precipitation,12,,,,
07.02.2020 11:00,-7.0,764.8,772.8,,42,Wind blowing from the north-west,2,,5,40%., ,,,-18.0,-7.0,,,2500 or more  or no clouds.,,,30.0,-18.0,No precipitation,6,,,,
07.02.2020 08:00,-14.8,764.5,772.6,,77,Wind blowing from the west-northwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-7.6,,,,,,14.0,-17.9,No precipitation,12,,,,
07.02.2020 05:00,-15.9,763.8,771.9,,82,Wind blowing from the north-west,1,,5,, ,,,-24.5,-7.6,,,,,,11.0,-18.3,No precipitation,6,,,,
07.02.2020 02:00,-15.0,763.7,771.8,-0.5,80,Wind blowing from the south,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-7.6,,,2500 or more  or no clouds.,,,12.0,-17.7,No precipitation,12,,,,
06.02.2020 23:00,-13.4,764.2,772.3,,73,Wind blowing from the south-southeast,1,,,, ,,,,-7.6,,,,,,18.0,-17.2,No precipitation,6,,,,
06.02.2020 20:00,-10.5,764.8,773.0,0.0,57,Wind blowing from the south-southwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-7.6,,,,,,28.0,-17.4,No precipitation,12,,,,
06.02.2020 17:00,-8.5,764.8,773.1,,37,Wind blowing from the south-southwest,3,,7,no clouds, ,,,-24.5,-7.6,,,,,,27.0,-20.6,No precipitation,6,,,,
06.02.2020 14:00,-8.9,766.3,774.4,-3.3,32,Wind blowing from the south,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-8.5,,,,,,30.0,-22.6,No precipitation,12,,,,
06.02.2020 11:00,-12.7,769.6,777.8,,42,Wind blowing from the south,3,,6,no clouds, ,,,-24.5,-12.1,,,,,,30.0,-23.0,No precipitation,6,,,,
06.02.2020 08:00,-21.4,771.1,779.5,-0.6,70,Wind blowing from the north-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.5,-12.1,,,,,,8.0,-25.4,No precipitation,12,,,,
06.02.2020 05:00,-23.7,771.7,780.1,,73,Wind blowing from the north-northeast,1,,3,, ,,,-24.0,-12.1,,,,,,18.0,-27.2,No precipitation,6,,,,
06.02.2020 02:00,-21.3,772.8,781.1,-0.1,64,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.3,-12.1,,,2500 or more  or no clouds.,,,27.0,-26.3,No precipitation,12,,,,
