Local time in Changde,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 11:00,12.1,760.3,774.3,,39,Wind blowing from the east-southeast,2,,5,20–30%., ,,,4.0,14.3,,,2500 or more  or no clouds.,,,30.0,-1.4,No precipitation,6,,,,
18.02.2020 08:00,6.1,760.0,774.2,0.1,63,Wind blowing from the east,2,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,,,,2500 or more  or no clouds.,,,28.0,-0.6,No precipitation,12,,,,
18.02.2020 05:00,4.5,759.9,774.0,,59,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,30.0,-2.8,,,,,,
18.02.2020 02:00,7.4,760.9,775.0,,46,Wind blowing from the south-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,14.3,,,2500 or more  or no clouds.,,,30.0,-3.5,No precipitation,12,,,,
17.02.2020 23:00,6.8,761.6,775.7,,47,Wind blowing from the east-southeast,1,,,, ,,,1.1,14.3,,,,,,30.0,-3.7,No precipitation,6,,,,
17.02.2020 20:00,7.2,760.9,775.3,,46,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,14.3,,,,,,30.0,-3.9,No precipitation,12,,,,
17.02.2020 17:00,12.2,760.5,774.6,,31,Wind blowing from the east-southeast,2,,,no clouds, ,,,,,,,,,,30.0,-4.4,,,,,,
17.02.2020 14:00,12.8,761.6,775.7,,33,Wind blowing from the south-east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,13.0,,,,,,30.0,-3.1,No precipitation,12,,,,
17.02.2020 11:00,10.3,763.6,777.9,,45,Wind blowing from the east-southeast,2,,4,no clouds, ,,,1.1,10.5,,,,,,30.0,-1.1,No precipitation,6,,,,
17.02.2020 08:00,1.5,762.5,776.9,0.8,85,Wind blowing from the west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,,,,,,,30.0,-0.7,No precipitation,12,,,,
17.02.2020 05:00,3.5,761.7,775.9,,59,Wind blowing from the north-west,2,,5,, ,,,0.1,10.5,,,,,,30.0,-3.8,No precipitation,6,,,,
17.02.2020 02:00,3.8,761.7,775.9,0.7,66,Wind blowing from the west-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,10.5,,,2500 or more  or no clouds.,,,30.0,-2.0,No precipitation,12,,,,
16.02.2020 23:00,3.4,761.0,775.3,,69,Wind blowing from the east-southeast,2,,,, ,,,0.1,10.5,,,,,,30.0,-1.9,No precipitation,6,,,,
16.02.2020 20:00,4.3,759.9,774.3,0.9,64,Wind blowing from the east-southeast,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,10.5,,,,,,30.0,-1.9,No precipitation,12,,,,
16.02.2020 17:00,9.3,759.0,773.2,,38,Wind blowing from the south-east,2,,,no clouds, ,,,,,,,,,,30.0,-4.3,,,,,,
16.02.2020 14:00,10.0,759.8,774.1,-2.9,37,Wind blowing from the east-southeast,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,10.0,,,2500 or more  or no clouds.,,,30.0,-4.0,No precipitation,12,,,,
16.02.2020 11:00,5.9,762.7,777.1,,48,Wind blowing from the west-southwest,1,,4,20–30%., ,,,0.1,6.0,,,2500 or more  or no clouds.,,,30.0,-4.3,No precipitation,6,,,,
16.02.2020 08:00,0.9,762.4,776.9,0.4,95,Wind blowing from the west,3,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,,,,2500 or more  or no clouds.,,,3.3,0.2,No precipitation,12,,,,
16.02.2020 05:00,0.3,762.0,776.5,,96,Wind blowing from the north-west,3,,,, ,,,,,,,,,,27.0,-0.3,,,,,,
16.02.2020 02:00,0.5,762.5,777.1,0.2,95,Wind blowing from the west-northwest,2,,18,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,,,,2500 or more  or no clouds.,,,4.3,-0.2,2.0,12,,,,
15.02.2020 23:00,0.4,762.3,776.8,,93,Wind blowing from the north-west,2,,18,, ,,,0.2,,,,,,,29.0,-0.6,0.1,6,,,,
15.02.2020 20:00,0.3,762.0,776.5,1.9,89,Wind blowing from the north-northeast,2,,18,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,,,,1000-1500,,,30.0,-1.3,13.0,12,,,,
15.02.2020 17:00,0.4,760.1,774.5,,89,Wind blowing from the north-east,7,,23,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,13.1,,,200-300,,,4.2,-1.2,5.0,6,,,,
15.02.2020 14:00,0.2,759.2,773.5,0.0,92,Wind blowing from the north-northeast,5,,23,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.2,14.3,,,200-300,,,1.4,-0.9,13.0,12,,,,
15.02.2020 11:00,1.6,759.2,773.4,,90,Wind blowing from the north,7,,23,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,1.6,16.1,,,200-300,,,5.0,0.1,9.0,6,,,,
15.02.2020 08:00,3.7,756.7,770.7,,87,Wind blowing from the north-east,6,,23,100%.,Rain or drizzle and snow  slight. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,16.1,,,200-300,,,9.0,1.7,2.0,12,,,,
15.02.2020 05:00,5.0,755.0,769.0,,89,Wind blowing from the north-northeast,5,,21,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.0,16.1,,,,,,4.0,3.3,0.5,6,,,,
15.02.2020 02:00,7.1,754.0,767.8,1.7,73,Wind blowing from the north-northeast,7,,19,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,16.1,,,2500 or more  or no clouds.,,,12.0,2.6,4.0,12,,,,
14.02.2020 23:00,9.8,752.3,766.0,,63,Wind blowing from the north,5,,17,, ,,,9.8,17.8,,,,,,29.0,3.1,3.0,6,,,,
14.02.2020 20:00,12.2,749.0,762.7,,97,Wind blowing from the north,6,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,17.8,,,300-600,,,3.0,11.7,4.0,12,,,,
14.02.2020 17:00,13.1,745.8,759.4,,93,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,18.6,,,,,,4.0,12.0,1.0,6,,,,
14.02.2020 14:00,14.2,744.7,758.2,-0.8,97,Wind blowing from the north,5,,9,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,,,,1500-2000,,,2.2,13.7,No precipitation,12,,,,
14.02.2020 11:00,15.9,745.5,758.9,,97,Wind blowing from the north,3,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,21.2,,,,,,3.1,15.4,No precipitation,6,,,,
14.02.2020 08:00,13.7,744.5,757.9,1.3,100,Wind blowing from the south-east,1,,9,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,21.2,,,2000-2500,,,0.2,13.7,No precipitation,12,,,,
14.02.2020 05:00,13.9,743.2,756.6,,98,Wind blowing from the north-northwest,4,,6,,Mist. ,,,9.8,21.2,,,,,,0.4,13.6,No precipitation,6,,,,
14.02.2020 02:00,15.4,743.6,757.0,-0.7,93,Wind blowing from the east-southeast,4,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,21.2,,,2500 or more  or no clouds.,,,4.0,14.3,No precipitation,12,,,,
13.02.2020 23:00,17.1,744.3,757.8,,89,Wind blowing from the east,2,,6,, ,,,9.5,21.2,,,,,,9.0,15.3,No precipitation,6,,,,
13.02.2020 20:00,17.1,743.9,757.4,,87,Wind blowing from the east-southeast,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,21.2,,,2500 or more  or no clouds.,,,10.0,14.9,No precipitation,12,,,,
13.02.2020 17:00,18.6,742.8,756.3,,75,Wind blowing from the east-southeast,2,,,90  or more  but not 100%, ,,,,,,,,,,20.0,14.1,,,,,,
13.02.2020 14:00,19.8,744.2,757.7,-2.9,62,Wind blowing from the east-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,19.9,,,,,,14.0,12.3,No precipitation,12,,,,
13.02.2020 11:00,12.7,747.1,760.8,,99,Wind blowing from the west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,,,,,,,1.2,12.5,No precipitation,6,,,,
13.02.2020 08:00,10.2,747.2,760.9,0.3,99,Wind blowing from the south-east,1,,8,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,,,,2500 or more  or no clouds.,,,0.2,10.0,No precipitation,12,,,,
13.02.2020 05:00,9.7,746.9,760.6,,98,Calm  no wind,0,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,7.8,17.9,,,,,,0.1,9.4,No precipitation,6,,,,
13.02.2020 02:00,10.3,747.9,761.5,,95,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,17.9,,,2500 or more  or no clouds.,,,2.8,9.5,No precipitation,12,,,,
12.02.2020 23:00,11.5,748.5,762.2,,92,Wind blowing from the north,1,,9,,Mist. ,,,7.8,17.9,,,,,,7.0,10.2,No precipitation,6,,,,
12.02.2020 20:00,12.4,748.3,762.0,0.4,88,Wind blowing from the east,5,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,17.9,,,2500 or more  or no clouds.,,,17.0,10.5,No precipitation,12,,,,
12.02.2020 17:00,15.2,747.9,761.5,,72,Wind blowing from the east-southeast,3,,,10%  or less  but not 0, ,,,,,,,600-1000,,,30.0,10.2,,,,,,
12.02.2020 14:00,16.0,749.0,762.7,,66,Wind blowing from the east-southeast,2,,4,60%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,16.2,,,600-1000,,,16.0,9.7,No precipitation,12,,,,
12.02.2020 11:00,10.0,751.3,765.2,,100,Wind blowing from the west-southwest,0,,4,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,7.8,,,,2000-2500,,,0.5,10.0,No precipitation,6,,,,
12.02.2020 08:00,8.4,751.0,764.9,0.8,100,Wind blowing from the west-southwest,0,,5,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,14.4,,,2500 or more  or no clouds.,,,0.1,8.4,No precipitation,12,,,,
12.02.2020 05:00,8.7,750.2,764.0,,100,Wind blowing from the north-west,2,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,8.2,14.4,,,,,,0.1,8.7,No precipitation,6,,,,
12.02.2020 02:00,9.4,750.9,764.6,-0.1,99,Wind blowing from the south-east,1,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,14.4,,,2500 or more  or no clouds.,,,0.1,9.3,No precipitation,12,,,,
11.02.2020 23:00,10.0,751.0,764.8,,97,Wind blowing from the east-southeast,3,,5,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,8.2,14.4,,,,,,0.1,9.5,No precipitation,6,,,,
11.02.2020 20:00,10.9,750.0,763.8,0.6,93,Wind blowing from the east-southeast,3,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,14.4,,,2500 or more  or no clouds.,,,3.8,9.8,No precipitation,12,,,,
11.02.2020 17:00,13.4,749.4,763.1,,79,Wind blowing from the east,0,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,30.0,9.8,,,,,,
11.02.2020 14:00,14.2,749.9,763.6,-1.9,72,Wind blowing from the south,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,14.2,,,2500 or more  or no clouds.,,,28.0,9.2,2.0,12,,,,
11.02.2020 11:00,11.2,751.8,765.7,,100,Wind blowing from the west-southwest,1,,5,70 – 80%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,11.2,,,2500 or more  or no clouds.,,,5.0,11.2,No precipitation,6,,,,
11.02.2020 08:00,8.3,751.6,765.5,0.7,100,Wind blowing from the east-southeast,2,,5,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,0.1,8.3,5.0,12,,,,
11.02.2020 05:00,8.4,750.9,764.8,,100,Wind blowing from the south,2,,5,,Fog or ice fog. ,,,6.8,10.3,,,,,,3.9,8.4,5.0,6,,,,
11.02.2020 02:00,8.4,751.9,765.8,-0.4,100,Wind blowing from the south,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,10.3,,,2500 or more  or no clouds.,,,0.4,8.4,4.0,12,,,,
10.02.2020 23:00,8.2,752.3,766.3,,98,Wind blowing from the east,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.8,10.3,,,,,,2.1,7.9,No precipitation,6,,,,
10.02.2020 20:00,8.6,752.1,766.0,0.1,96,Wind blowing from the east-southeast,3,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,10.3,,,1000-1500,,,3.4,8.0,1.0,12,,,,
10.02.2020 17:00,9.6,752.0,765.9,,93,Wind blowing from the south-east,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,13.4,,,,,,3.2,8.5,0.4,6,,,,
10.02.2020 14:00,10.1,752.8,766.6,-2.4,76,Wind blowing from the north,0,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,,,,1500-2000,,,12.0,6.1,1.0,12,,,,
10.02.2020 11:00,8.2,755.2,769.2,,96,Wind blowing from the west,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,,,,300-600,,,3.3,7.6,1.0,6,,,,
10.02.2020 08:00,7.2,754.3,768.4,0.1,89,Wind blowing from the north,0,,5,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,6.0,5.5,0.6,12,,,,
10.02.2020 05:00,8.1,754.2,768.1,,78,Wind blowing from the east-southeast,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,4.1,14.8,,,,,,10.0,4.5,No precipitation,6,,,,
10.02.2020 02:00,8.5,755.5,769.3,-0.9,72,Wind blowing from the east-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,14.8,,,2500 or more  or no clouds.,,,13.0,3.7,No precipitation,12,,,,
09.02.2020 23:00,8.5,756.4,770.4,,71,Wind blowing from the east-southeast,3,,,, ,,,,,,,,,,14.0,3.5,,,,,,
09.02.2020 20:00,8.5,757.0,771.1,-0.2,73,Wind blowing from the east-southeast,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,14.8,,,2500 or more  or no clouds.,,,14.0,3.9,No precipitation,12,,,,
09.02.2020 17:00,13.4,757.2,771.2,,50,Wind blowing from the east-southeast,2,,,10%  or less  but not 0, ,,,,,,,600-1000,,,17.0,3.2,,,,,,
09.02.2020 14:00,13.7,758.8,772.9,,49,Wind blowing from the south-southeast,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,13.8,,,600-1000,,,13.0,3.2,No precipitation,12,,,,
09.02.2020 11:00,9.5,762.0,776.2,,66,Wind blowing from the south-southeast,1,,6,no clouds, ,,,3.9,9.6,,,,,,8.0,3.3,No precipitation,6,,,,
09.02.2020 08:00,4.8,761.5,775.8,0.6,86,Wind blowing from the north-west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,,,,2500 or more  or no clouds.,,,8.0,2.7,No precipitation,12,,,,
09.02.2020 05:00,4.3,760.9,775.0,,92,Wind blowing from the north-northwest,4,,5,,Mist. ,,,2.8,8.8,,,,,,5.0,3.1,No precipitation,6,,,,
09.02.2020 02:00,5.2,761.5,775.7,,79,Wind blowing from the west-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,8.8,,,2500 or more  or no clouds.,,,9.0,1.9,No precipitation,12,,,,
08.02.2020 23:00,5.0,762.2,776.5,,84,Wind blowing from the east,1,,4,, ,,,2.6,8.8,,,,,,9.0,2.5,No precipitation,6,,,,
08.02.2020 20:00,4.7,761.2,775.6,,86,Wind blowing from the east-southeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,8.8,,,2500 or more  or no clouds.,,,7.0,2.6,No precipitation,12,,,,
08.02.2020 17:00,8.2,760.1,774.4,,69,Wind blowing from the south-east,1,,,90  or more  but not 100%, ,,,,,,,,,,15.0,2.7,,,,,,
08.02.2020 14:00,7.3,760.3,774.6,,68,Wind blowing from the south-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,7.8,,,2500 or more  or no clouds.,,,15.0,1.8,No precipitation,12,,,,
08.02.2020 11:00,6.6,762.1,776.5,,70,Wind blowing from the east,0,,4,100%., ,,,2.6,6.7,,,2500 or more  or no clouds.,,,14.0,1.5,No precipitation,6,,,,
08.02.2020 08:00,3.2,761.0,775.3,0.7,90,Wind blowing from the north,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,,,,2500 or more  or no clouds.,,,5.0,1.7,No precipitation,12,,,,
08.02.2020 05:00,2.8,760.3,774.6,,93,Wind blowing from the north,2,,6,,Mist. ,,,1.5,6.4,,,,,,5.0,1.8,No precipitation,6,,,,
08.02.2020 02:00,2.8,760.6,774.9,-0.1,90,Wind blowing from the north,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,6.4,,,2500 or more  or no clouds.,,,7.0,1.3,No precipitation,12,,,,
07.02.2020 23:00,3.5,760.7,775.0,,86,Wind blowing from the east,1,,6,, ,,,1.5,6.4,,,,,,10.0,1.4,No precipitation,6,,,,
07.02.2020 20:00,3.5,759.7,774.1,,89,Wind blowing from the east,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,6.4,,,2000-2500,,,9.0,1.9,No precipitation,12,,,,
07.02.2020 17:00,5.5,758.0,772.3,,77,Wind blowing from the east,3,,,100%., ,,,,,,,2000-2500,,,15.0,1.8,,,,,,
07.02.2020 14:00,5.0,758.9,773.2,-2.0,79,Wind blowing from the north,0,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,5.2,,,2000-2500,,,10.0,1.7,No precipitation,12,,,,
07.02.2020 11:00,4.0,760.9,775.3,,83,Wind blowing from the north,2,,7,100%., ,,,1.5,4.0,,,2000-2500,,,11.0,1.4,No precipitation,6,,,,
07.02.2020 08:00,1.9,759.6,774.0,0.8,94,Wind blowing from the north-northwest,2,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,,,,2000-2500,,,6.0,1.0,No precipitation,12,,,,
07.02.2020 05:00,1.8,758.8,773.1,,94,Wind blowing from the north,2,,7,,Mist. ,,,1.7,5.1,,,,,,6.0,0.9,No precipitation,6,,,,
07.02.2020 02:00,1.8,759.1,773.4,0.0,93,Wind blowing from the north-northwest,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,6.0,,,2500 or more  or no clouds.,,,7.0,0.8,0.9,12,,,,
06.02.2020 23:00,2.2,759.1,773.5,,95,Wind blowing from the north-northwest,3,,12,,Mist. ,,,2.2,,,,,,,7.0,1.5,No precipitation,6,,,,
06.02.2020 20:00,2.6,757.8,772.1,,96,Wind blowing from the north-northwest,2,,12,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,,,,1500-2000,,,5.0,2.0,8.0,12,,,,
06.02.2020 17:00,3.2,755.5,769.7,,98,Wind blowing from the north,3,,12,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,,,,1500-2000,,,4.5,2.9,3.0,6,,,,
06.02.2020 14:00,3.3,755.1,769.3,-0.6,99,Wind blowing from the north,4,,12,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,,,,1500-2000,,,2.1,3.2,17.0,12,,,,
06.02.2020 11:00,3.6,755.7,769.8,,99,Wind blowing from the north,4,,12,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,,,,1500-2000,,,1.9,3.5,8.0,6,,,,
06.02.2020 08:00,4.4,754.2,768.2,,99,Wind blowing from the north,4,,12,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,15.8,,,1500-2000,,,1.3,4.3,20.0,12,,,,
06.02.2020 05:00,5.1,753.1,767.0,,97,Wind blowing from the north,3,,12,,Rain  not freezing  intermittent  moderate at time of observation. ,,,5.1,15.8,,,,,,1.1,4.7,14.0,6,,,,
06.02.2020 02:00,6.0,753.1,766.9,0.3,97,Wind blowing from the north,5,,12,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,15.8,,,2500 or more  or no clouds.,,,0.9,5.6,11.0,12,,,,
05.02.2020 23:00,8.4,752.8,766.7,,96,Wind blowing from the north-northwest,6,,11,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.8,15.8,,,,,,0.5,7.8,3.0,6,,,,
05.02.2020 20:00,11.1,752.5,766.3,0.2,72,Wind blowing from the north-east,5,,11,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,15.8,,,2000-2500,,,4.0,6.2,Trace of precipitation,12,,,,
05.02.2020 17:00,12.7,752.3,766.2,,61,Wind blowing from the north-east,3,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,15.8,,,2500 or more  or no clouds.,,,5.0,5.4,No precipitation,6,,,,
05.02.2020 14:00,15.8,753.1,766.9,-3.1,51,Wind blowing from the east,2,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,16.2,,,2500 or more  or no clouds.,,,8.0,5.7,No precipitation,12,,,,
05.02.2020 11:00,11.1,756.2,770.1,,66,Wind blowing from the north,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,16.2,,,2500 or more  or no clouds.,,,5.0,5.0,No precipitation,6,,,,
05.02.2020 08:00,7.9,755.2,769.1,,81,Wind blowing from the east-northeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,7.0,4.8,No precipitation,12,,,,
05.02.2020 05:00,8.0,754.5,768.3,,80,Wind blowing from the east,2,,,, ,,,,,,,,,,8.0,4.8,,,,,,
05.02.2020 02:00,8.3,755.1,768.9,,68,Wind blowing from the north,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,16.2,,,2500 or more  or no clouds.,,,13.0,2.7,No precipitation,12,,,,
