Local time in Xining,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2020 05:00,-1.8,570.1,766.4,,25,Wind blowing from the south-southeast,5,,,, ,,,,,,,,,,10.0,-19.2,,,,,,
20.02.2020 02:00,0.4,568.6,764.1,0.6,18,Wind blowing from the east-southeast,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.0,,,2500 or more  or no clouds.,,,19.0,-21.2,No precipitation,12,,,,
19.02.2020 23:00,1.3,568.0,766.9,,16,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,22.0,-21.8,,,,,,
19.02.2020 20:00,3.2,566.7,766.6,1.5,14,Wind blowing from the south-east,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,7.0,,,2500 or more  or no clouds.,,,21.0,-21.8,No precipitation,12,,,,
19.02.2020 17:00,6.0,565.2,762.7,,10,Wind blowing from the south,2,,6,90  or more  but not 100%, ,,,-10.7,7.2,,,600-1000,,,27.0,-23.4,No precipitation,6,,,,
19.02.2020 14:00,4.7,566.2,763.0,-2.6,14,Wind blowing from the east-southeast,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,7.3,,,600-1000,,,16.0,-20.6,No precipitation,12,,,,
19.02.2020 11:00,-5.1,568.8,769.6,,32,Wind blowing from the west-southwest,2,,,90  or more  but not 100%, ,,,-10.7,7.3,,,600-1000,,,8.0,-19.2,No precipitation,6,,,,
19.02.2020 08:00,-10.7,568.9,770.3,0.2,48,Wind blowing from the west,2,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,7.3,,,,,,13.0,-19.6,No precipitation,12,,,,
19.02.2020 05:00,-8.7,568.7,766.9,,42,Wind blowing from the west-northwest,1,,,, ,,,-8.7,7.3,,,,,,14.0,-19.3,No precipitation,6,,,,
19.02.2020 02:00,-5.0,569.7,768.4,0.1,28,Wind blowing from the east,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,7.3,,,2500 or more  or no clouds.,,,18.0,-20.7,No precipitation,12,,,,
18.02.2020 23:00,-3.0,569.6,769.6,,24,Wind blowing from the south-east,7,,,, ,,,,,,,,,,20.0,-20.7,,,,,,
18.02.2020 20:00,1.6,568.1,768.0,1.3,17,Wind blowing from the south-southeast,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,7.3,,,,,,19.0,-20.8,No precipitation,12,,,,
18.02.2020 17:00,7.1,566.8,763.2,,7,Wind blowing from the west,6,,,90  or more  but not 100%, ,,,-8.1,7.3,,,2500 or more  or no clouds.,,,19.0,-26.5,No precipitation,6,,,,
18.02.2020 14:00,2.9,568.5,766.3,-2.7,18,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,5.4,,,2500 or more  or no clouds.,,,16.0,-19.1,No precipitation,12,,,,
18.02.2020 11:00,-2.4,571.2,771.5,,27,Wind blowing from the east,2,,8,no clouds, ,,,-8.1,5.4,,,,,,10.0,-18.9,No precipitation,6,,,,
18.02.2020 08:00,-7.9,571.4,773.1,0.5,43,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,5.4,,,,,,14.0,-18.3,No precipitation,12,,,,
18.02.2020 05:00,-5.9,570.9,769.6,,33,Wind blowing from the north-east,1,,11,, ,,,-12.4,5.4,,,,,,15.0,-19.6,No precipitation,6,,,,
18.02.2020 02:00,-3.9,571.5,770.7,-0.1,27,Wind blowing from the south-southeast,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,5.4,,,2500 or more  or no clouds.,,,16.0,-20.2,No precipitation,12,,,,
17.02.2020 23:00,-2.1,571.6,773.4,,22,Wind blowing from the south-east,4,,,, ,,,,,,,,,,19.0,-21.0,,,,,,
17.02.2020 20:00,0.1,570.5,773.5,0.8,18,Wind blowing from the south-east,6,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,5.4,,,2500 or more  or no clouds.,,,19.0,-21.4,No precipitation,12,,,,
17.02.2020 17:00,5.1,569.7,769.6,,11,Wind blowing from the south-southeast,3,,6,90  or more  but not 100%, ,,,-12.4,5.4,,,2500 or more  or no clouds.,,,25.0,-23.0,No precipitation,6,,,,
17.02.2020 14:00,2.3,571.1,771.6,-2.8,13,Wind blowing from the east-northeast,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,4.1,,,2500 or more  or no clouds.,,,18.0,-23.3,No precipitation,12,,,,
17.02.2020 11:00,-5.7,573.9,777.7,,27,Wind blowing from the west,3,,,no clouds, ,,,-12.4,4.1,,,,,,14.0,-21.7,No precipitation,6,,,,
17.02.2020 08:00,-11.8,574.2,779.7,0.3,46,Wind blowing from the north,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,4.1,,,,,,13.0,-21.3,No precipitation,12,,,,
17.02.2020 05:00,-10.2,573.9,775.9,,43,Wind blowing from the north-northwest,1,,13,, ,,,-14.2,4.1,,,,,,13.0,-20.4,No precipitation,6,,,,
17.02.2020 02:00,-7.6,574.4,777.2,0.5,30,Wind blowing from the west,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,4.1,,,2500 or more  or no clouds.,,,21.0,-22.2,No precipitation,12,,,,
16.02.2020 23:00,-5.0,573.9,778.8,,23,Wind blowing from the south-southeast,3,,,, ,,,,,,,,,,22.0,-22.9,,,,,,
16.02.2020 20:00,-2.3,571.7,777.1,1.8,19,Wind blowing from the south-east,7,,13,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,4.1,,,2500 or more  or no clouds.,,,20.0,-22.8,No precipitation,12,,,,
16.02.2020 17:00,3.5,569.9,771.8,,11,Wind blowing from the east-southeast,3,,5,20–30%., ,,,-14.2,4.1,,,2500 or more  or no clouds.,,,26.0,-24.2,No precipitation,6,,,,
16.02.2020 14:00,-0.3,570.6,773.7,-1.8,16,Wind blowing from the east-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-0.2,,,,,,19.0,-23.1,No precipitation,12,,,,
16.02.2020 11:00,-8.1,572.4,778.5,,36,Wind blowing from the east,2,,,no clouds, ,,,,,,,,,,10.0,-20.5,,,,,,
16.02.2020 08:00,-14.0,572.0,779.6,0.2,57,Wind blowing from the north-west,2,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-0.6,,,2500 or more  or no clouds.,,,12.0,-20.7,No precipitation,12,,,,
16.02.2020 05:00,-13.1,571.8,776.5,,52,Wind blowing from the west-northwest,2,,13,, ,,,-17.3,-0.6,,,,,,14.0,-20.9,No precipitation,6,,,,
16.02.2020 02:00,-11.3,572.8,778.6,-0.8,42,Wind blowing from the west,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-0.6,,,2500 or more  or no clouds.,,,17.0,-21.7,No precipitation,12,,,,
15.02.2020 23:00,-9.1,573.6,781.5,,32,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,23.0,-22.8,,,,,,
15.02.2020 20:00,-6.9,572.5,781.8,1.8,28,Wind blowing from the south-east,7,,13,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-0.6,,,2500 or more  or no clouds.,,,22.0,-22.4,No precipitation,12,,,,
15.02.2020 17:00,-1.6,570.7,776.5,,20,Wind blowing from the south-southeast,5,,7,10%  or less  but not 0, ,,,-17.3,-0.6,,,2500 or more  or no clouds.,,,23.0,-21.6,No precipitation,6,,,,
15.02.2020 14:00,-4.8,572.1,779.2,-2.6,28,Wind blowing from the east-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-1.8,,,,,,17.0,-20.5,No precipitation,12,,,,
15.02.2020 11:00,-11.2,574.7,784.9,,52,Wind blowing from the east,2,,,no clouds, ,,,,,,,,,,10.0,-19.1,,,,,,
15.02.2020 08:00,-17.2,574.3,785.9,0.3,73,Wind blowing from the west,1,,17,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-1.8,,,600-1000,,,17.0,-20.9,No precipitation,12,,,,
15.02.2020 05:00,-16.3,574.0,782.8,,69,Wind blowing from the east-southeast,1,,19,, ,,,-16.4,-1.8,,,,,,21.0,-20.7,No precipitation,6,,,,
15.02.2020 02:00,-14.9,574.2,781.0,0.3,65,Wind blowing from the south-east,4,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-1.8,,,2500 or more  or no clouds.,,,20.0,-20.0,No precipitation,12,,,,
14.02.2020 23:00,-13.2,573.9,781.9,,62,Wind blowing from the east-southeast,6,,,, ,,,,,,,,,,18.0,-19.1,,,,,,
14.02.2020 20:00,-10.5,571.2,778.9,4.0,55,Wind blowing from the south-east,10,,19,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,-1.6,,,600-1000,,,15.0,-17.8,No precipitation,12,,,,
14.02.2020 17:00,-5.5,567.2,770.4,,38,Wind blowing from the south-east,8,,,40%., ,,,,,,,600-1000,,,13.0,-17.6,,,,,,
14.02.2020 14:00,-2.6,567.0,767.8,-1.7,33,Wind blowing from the south-east,4,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,,,,600-1000,,,11.0,-16.7,No precipitation,12,,,,
14.02.2020 11:00,-7.2,568.7,771.1,,44,Wind blowing from the east-southeast,5,,,60%., ,,,,,,,1000-1500,,,11.0,-17.4,,,,,,
14.02.2020 08:00,-11.0,567.5,769.9,1.0,66,Wind blowing from the east-southeast,3,,22,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,,,,1000-1500,,,10.0,-16.1,No precipitation,12,,,,
14.02.2020 05:00,-9.3,566.5,762.7,,60,Wind blowing from the east-southeast,5,,22,, ,,,-9.3,12.0,,,,,,13.0,-15.8,No precipitation,6,,,,
14.02.2020 02:00,-6.8,566.6,761.5,1.0,50,Wind blowing from the south-east,4,,26,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,12.0,,,2500 or more  or no clouds.,,,14.0,-15.7,No precipitation,12,,,,
13.02.2020 23:00,-4.5,565.6,764.2,,37,Wind blowing from the east-southeast,6,,,, ,,,,,,,,,,13.0,-17.0,,,,,,
13.02.2020 20:00,-1.6,563.1,762.4,2.1,29,Wind blowing from the south-east,14,,,90  or more  but not 100%,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,12.0,,,600-1000,,,4.0,-17.3,No precipitation,12,,,,
13.02.2020 17:00,10.6,561.0,753.9,,13,Wind blowing from the west,11,,26,90  or more  but not 100%, ,,,-7.5,12.1,,,600-1000,,,10.0,-16.7,No precipitation,6,,,,
13.02.2020 14:00,11.2,561.6,753.4,-2.7,7,Wind blowing from the west,12,,,90  or more  but not 100%,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,12.8,,,600-1000,,,4.0,-23.4,No precipitation,12,,,,
13.02.2020 11:00,-0.6,564.3,760.0,,26,Wind blowing from the east-southeast,1,,5,70 – 80%., ,,,-7.5,,,,600-1000,,,11.0,-17.7,No precipitation,6,,,,
13.02.2020 08:00,-7.3,564.3,760.4,0.3,38,Wind blowing from the west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,12.8,,,,,,11.0,-19.2,No precipitation,12,,,,
13.02.2020 05:00,-5.8,564.0,757.3,,33,Wind blowing from the west,3,,12,, ,,,-8.6,12.8,,,,,,15.0,-19.5,No precipitation,6,,,,
13.02.2020 02:00,-3.1,564.6,758.5,-0.6,24,Wind blowing from the north,0,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,12.8,,,2500 or more  or no clouds.,,,14.0,-20.8,No precipitation,12,,,,
12.02.2020 23:00,1.3,565.2,761.1,,18,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,14.0,-20.4,,,,,,
12.02.2020 20:00,6.9,564.6,761.4,0.0,7,Wind blowing from the west,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,12.8,,,,,,30.0,-26.6,No precipitation,12,,,,
12.02.2020 17:00,12.1,564.6,758.4,,5,Wind blowing from the west-northwest,6,,11,no clouds, ,,,-8.6,12.8,,,,,,30.0,-26.5,No precipitation,6,,,,
12.02.2020 14:00,8.3,565.8,760.6,-2.0,10,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,10.0,,,,,,29.0,-21.6,No precipitation,12,,,,
12.02.2020 11:00,-0.5,567.8,765.7,,22,Wind blowing from the east-northeast,4,,,no clouds, ,,,,,,,,,,12.0,-19.6,,,,,,
12.02.2020 08:00,-8.5,567.5,766.3,0.2,35,Wind blowing from the north-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,10.0,,,,,,17.0,-21.2,No precipitation,12,,,,
12.02.2020 05:00,-6.6,567.3,763.0,,32,Wind blowing from the west-northwest,1,,8,, ,,,-10.7,10.0,,,,,,13.0,-20.6,No precipitation,6,,,,
12.02.2020 02:00,-4.1,567.7,764.4,0.0,24,Wind blowing from the north-west,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,10.0,,,2500 or more  or no clouds.,,,12.0,-21.7,No precipitation,12,,,,
11.02.2020 23:00,-1.4,567.7,766.3,,17,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,17.0,-23.3,,,,,,
11.02.2020 20:00,4.3,567.0,766.4,,8,Wind blowing from the west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,10.0,,,,,,30.0,-27.1,No precipitation,12,,,,
11.02.2020 14:00,5.3,567.0,763.9,-1.8,11,Wind blowing from the east-northeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,8.3,,,,,,30.0,-22.8,No precipitation,12,,,,
11.02.2020 11:00,-2.2,568.8,768.3,,22,Wind blowing from the east,2,,,no clouds, ,,,,,,,,,,16.0,-21.1,,,,,,
11.02.2020 08:00,-10.4,568.2,769.4,0.6,41,Wind blowing from the north,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,8.3,,,,,,18.0,-21.1,No precipitation,12,,,,
11.02.2020 05:00,-8.0,567.6,765.1,,33,Wind blowing from the north,1,,12,, ,,,-10.6,,,,,,,18.0,-21.5,No precipitation,6,,,,
11.02.2020 02:00,-5.1,567.9,765.1,0.2,25,Wind blowing from the west-northwest,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,8.3,,,2500 or more  or no clouds.,,,15.0,-22.1,No precipitation,12,,,,
10.02.2020 23:00,-2.6,567.7,767.1,,21,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,13.0,-21.9,,,,,,
10.02.2020 14:00,5.1,566.5,763.6,-2.2,15,Wind blowing from the south,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,5.8,,,600-1000,,,27.0,-19.4,No precipitation,12,,,,
10.02.2020 11:00,-2.7,568.7,768.4,,28,Wind blowing from the east,2,,4,10%  or less  but not 0, ,,,-10.6,5.8,,,2500 or more  or no clouds.,,,13.0,-18.7,No precipitation,6,,,,
10.02.2020 08:00,-10.4,568.7,769.9,-0.1,48,Wind blowing from the west,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,5.8,,,2500 or more  or no clouds.,,,17.0,-19.3,No precipitation,12,,,,
10.02.2020 05:00,-8.1,568.8,767.4,,36,Wind blowing from the north-west,1,,5,, ,,,-10.1,5.8,,,,,,13.0,-20.5,No precipitation,6,,,,
10.02.2020 02:00,-5.8,569.5,768.7,-0.7,32,Wind blowing from the west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,5.8,,,2500 or more  or no clouds.,,,13.0,-19.9,No precipitation,12,,,,
09.02.2020 23:00,-2.7,570.2,771.6,,33,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,11.0,-16.8,,,,,,
09.02.2020 20:00,1.5,569.7,771.1,0.3,23,Wind blowing from the west-southwest,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,5.8,,,2500 or more  or no clouds.,,,19.0,-17.4,No precipitation,12,,,,
09.02.2020 17:00,5.5,569.4,768.4,,16,Wind blowing from the north-east,1,,6,50%., ,,,-10.1,5.8,,,2500 or more  or no clouds.,,,22.0,-18.3,No precipitation,6,,,,
09.02.2020 14:00,2.4,571.4,771.7,-3.1,28,Wind blowing from the east-northeast,2,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,2.7,,,2500 or more  or no clouds.,,,13.0,-14.3,No precipitation,12,,,,
09.02.2020 11:00,-5.5,574.5,777.5,,48,Wind blowing from the west-southwest,2,,,40%., ,,,-10.1,2.7,,,2500 or more  or no clouds.,,,6.0,-15.0,No precipitation,6,,,,
09.02.2020 08:00,-9.9,574.6,778.7,-0.2,73,Wind blowing from the north-west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,2.7,,,,,,5.0,-13.8,No precipitation,12,,,,
09.02.2020 05:00,-8.6,574.8,777.1,,63,Wind blowing from the west-northwest,3,,7,, ,,,-8.7,2.7,,,,,,8.0,-14.4,No precipitation,6,,,,
09.02.2020 02:00,-7.0,575.6,778.1,0.0,60,Wind blowing from the west,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,2.7,,,2500 or more  or no clouds.,,,6.0,-13.5,No precipitation,12,,,,
08.02.2020 23:00,-3.0,575.6,778.5,,45,Wind blowing from the south,2,,,, ,,,,,,,,,,12.0,-13.3,,,,,,
08.02.2020 20:00,-0.8,574.4,777.5,1.4,35,Wind blowing from the south-east,4,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,2.7,,,,,,15.0,-14.4,No precipitation,12,,,,
08.02.2020 17:00,2.3,573.0,773.6,,27,Wind blowing from the south-east,2,,5,70 – 80%., ,,,-8.1,2.7,,,2500 or more  or no clouds.,,,14.0,-14.8,No precipitation,6,,,,
08.02.2020 14:00,0.7,573.9,774.7,-1.8,31,Wind blowing from the north-northeast,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,3.5,,,2500 or more  or no clouds.,,,13.0,-14.5,No precipitation,12,,,,
08.02.2020 11:00,-4.2,575.7,778.4,,42,Wind blowing from the east,2,,,60%., ,,,,,,,1000-1500,,,9.0,-15.2,,,,,,
08.02.2020 08:00,-7.9,574.5,777.6,0.6,61,Wind blowing from the north-east,1,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,3.5,,,2500 or more  or no clouds.,,,7.0,-14.1,No precipitation,12,,,,
08.02.2020 05:00,-6.3,573.9,774.8,,55,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,11.0,-13.9,,,,,,
08.02.2020 02:00,-4.1,573.6,773.9,0.6,48,Wind blowing from the south-southwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,3.5,,,2500 or more  or no clouds.,,,13.0,-13.5,No precipitation,12,,,,
07.02.2020 23:00,-2.6,573.0,775.0,,41,Wind blowing from the south-east,2,,,, ,,,,,,,,,,16.0,-14.3,,,,,,
07.02.2020 20:00,-0.7,571.2,774.7,1.6,35,Wind blowing from the south-east,5,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,3.5,,,2500 or more  or no clouds.,,,15.0,-14.3,No precipitation,12,,,,
07.02.2020 17:00,2.3,569.6,770.5,,20,Wind blowing from the south-southeast,4,,6,90  or more  but not 100%, ,,,-11.5,3.5,,,2500 or more  or no clouds.,,,22.0,-18.4,No precipitation,6,,,,
07.02.2020 14:00,1.5,570.0,770.4,-1.5,25,Wind blowing from the east-southeast,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,3.7,,,2500 or more  or no clouds.,,,16.0,-16.4,No precipitation,12,,,,
07.02.2020 11:00,-4.6,571.5,773.8,,36,Wind blowing from the east-southeast,1,,,60%., ,,,,,,,2500 or more  or no clouds.,,,10.0,-17.4,,,,,,
07.02.2020 08:00,-11.2,570.5,773.6,1.0,57,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,3.7,,,,,,12.0,-18.2,No precipitation,12,,,,
07.02.2020 05:00,-9.7,569.5,769.9,,52,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,10.0,-17.9,,,,,,
07.02.2020 02:00,-7.2,569.3,769.6,0.7,49,Wind blowing from the west-northwest,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,3.7,,,2500 or more  or no clouds.,,,9.0,-16.3,No precipitation,12,,,,
06.02.2020 23:00,-4.5,568.6,770.8,,37,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,10.0,-17.0,,,,,,
06.02.2020 20:00,-0.7,567.3,769.9,0.9,22,Wind blowing from the north-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,3.7,,,,,,21.0,-19.8,No precipitation,12,,,,
06.02.2020 17:00,3.4,566.4,766.3,,17,Wind blowing from the east,2,,,40%., ,,,-12.7,3.7,,,2500 or more  or no clouds.,,,23.0,-19.4,No precipitation,6,,,,
06.02.2020 14:00,0.9,567.3,767.7,-2.1,25,Wind blowing from the east-southeast,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,1.6,,,2500 or more  or no clouds.,,,16.0,-16.9,No precipitation,12,,,,
06.02.2020 11:00,-6.8,569.4,772.3,,43,Wind blowing from the east,2,,4,no clouds, ,,,-12.7,1.6,,,,,,9.0,-17.3,No precipitation,6,,,,
06.02.2020 08:00,-12.7,569.4,773.7,0.3,72,Wind blowing from the west,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,1.6,,,600-1000,,,8.0,-16.7,No precipitation,12,,,,
06.02.2020 05:00,-11.2,569.1,770.9,,64,Wind blowing from the west,1,,7,, ,,,-11.6,1.6,,,,,,9.0,-16.7,No precipitation,6,,,,
