Local time in Dunhuang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2020 23:00,1.4,676.2,779.3,,35,Wind blowing from the west-southwest,2,,,, ,,,-11.2,6.1,,,,,,16.0,-12.7,No precipitation,6,,,,
20.02.2020 20:00,2.7,676.3,780.2,,29,Wind blowing from the west-southwest,2,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,6.1,,,2500 or more  or no clouds.,,,19.0,-13.9,No precipitation,12,,,,
20.02.2020 17:00,5.5,675.6,779.2,,25,Wind blowing from the west,6,,12,90  or more  but not 100%, ,,,-11.2,6.1,,,2500 or more  or no clouds.,,,16.0,-12.9,No precipitation,6,,,,
20.02.2020 14:00,3.8,676.6,779.8,-1.2,49,Wind blowing from the north-northwest,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,3.8,,,2500 or more  or no clouds.,,,17.0,-6.1,No precipitation,12,,,,
20.02.2020 11:00,-4.1,677.8,782.2,,70,Wind blowing from the north,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,10.0,-8.8,,,,,,
20.02.2020 08:00,-9.2,677.5,782.7,0.0,78,Wind blowing from the north,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,3.7,,,2500 or more  or no clouds.,,,15.0,-12.4,0.2,12,,,,
20.02.2020 05:00,-10.9,677.5,782.2,,85,Wind blowing from the south,1,,12,, ,,,-10.9,3.7,,,,,,11.0,-13.0,No precipitation,6,,,,
20.02.2020 02:00,-6.7,678.1,781.9,-0.5,73,Wind blowing from the south,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,3.7,,,2500 or more  or no clouds.,,,16.0,-10.8,0.6,12,,,,
19.02.2020 23:00,-3.8,678.6,782.6,,62,Wind blowing from the south-southwest,2,,,, ,,,,,,,,,,17.0,-10.1,,,,,,
19.02.2020 20:00,-3.0,678.3,782.7,3.9,92,Wind blowing from the west,3,,14,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,3.7,,,2500 or more  or no clouds.,,,3.5,-4.2,0.4,12,,,,
19.02.2020 17:00,1.5,674.4,777.4,,50,Wind blowing from the west-northwest,5,,,100%., ,,,,,,,2500 or more  or no clouds.,,,8.0,-8.0,,,,,,
19.02.2020 14:00,1.9,672.2,774.7,0.7,26,Wind blowing from the west,7,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,7.0,,,2500 or more  or no clouds.,,,8.0,-15.5,No precipitation,12,,,,
19.02.2020 11:00,-1.7,671.5,774.3,,32,Wind blowing from the west-southwest,7,,,90  or more  but not 100%,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,,,,2500 or more  or no clouds.,,,3.1,-16.2,No precipitation,6,,,,
19.02.2020 08:00,-4.7,665.8,767.5,3.2,38,Wind blowing from the west-southwest,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,7.0,,,2500 or more  or no clouds.,,,11.0,-17.1,No precipitation,12,,,,
19.02.2020 05:00,-5.2,662.6,762.8,,39,Wind blowing from the north,2,,6,, ,,,-9.8,7.0,,,,,,13.0,-17.2,No precipitation,6,,,,
19.02.2020 02:00,-4.4,663.1,763.9,-1.2,35,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,7.0,,,2500 or more  or no clouds.,,,13.0,-17.8,No precipitation,12,,,,
18.02.2020 23:00,-3.2,664.3,766.1,,34,Wind blowing from the east,1,,6,,Haze. ,,,-9.8,7.0,,,,,,5.0,-17.1,No precipitation,6,,,,
18.02.2020 20:00,1.2,666.2,768.9,-1.2,24,Wind blowing from the east-northeast,1,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,7.0,,,2500 or more  or no clouds.,,,8.0,-17.1,No precipitation,12,,,,
18.02.2020 17:00,6.6,667.4,769.0,,17,Wind blowing from the east,3,,6,no clouds, ,,,-9.8,6.8,,,,,,10.0,-16.7,No precipitation,6,,,,
18.02.2020 14:00,2.8,669.5,771.8,-2.8,19,Wind blowing from the east,3,,6,no clouds,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,3.0,,,,,,6.0,-18.5,No precipitation,12,,,,
18.02.2020 11:00,-2.5,672.3,775.3,,27,Wind blowing from the east-northeast,2,,3,20–30%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,3.0,,,2500 or more  or no clouds.,,,4.5,-18.9,No precipitation,6,,,,
18.02.2020 08:00,-9.5,672.7,776.6,0.0,51,Wind blowing from the south-southeast,1,,4,100%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,3.0,,,2500 or more  or no clouds.,,,4.0,-17.9,No precipitation,12,,,,
18.02.2020 05:00,-8.8,672.7,776.0,,45,Wind blowing from the east,1,,7,,Haze. ,,,-9.0,3.0,,,,,,3.9,-18.8,No precipitation,6,,,,
18.02.2020 02:00,-6.6,673.6,777.0,-1.3,39,Wind blowing from the north,0,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,3.0,,,2500 or more  or no clouds.,,,3.7,-18.5,No precipitation,12,,,,
17.02.2020 23:00,-2.9,674.9,778.8,,28,Wind blowing from the south-west,1,,7,,Haze. ,,,-5.8,3.0,,,,,,4.3,-19.2,No precipitation,6,,,,
17.02.2020 20:00,0.4,675.3,778.6,0.5,19,Wind blowing from the west,3,,7,70 – 80%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,3.0,,,2500 or more  or no clouds.,,,4.6,-20.5,No precipitation,12,,,,
17.02.2020 17:00,2.3,674.8,777.1,,18,Wind blowing from the west,4,,7,70 – 80%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,3.0,,,2500 or more  or no clouds.,,,3.4,-19.6,No precipitation,6,,,,
17.02.2020 14:00,0.3,675.7,778.8,-0.9,21,Wind blowing from the west,2,,9,60%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,2.5,,,2500 or more  or no clouds.,,,4.3,-19.4,No precipitation,12,,,,
17.02.2020 11:00,-4.5,676.6,780.5,,29,Wind blowing from the east,2,,10,40%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,2.5,,,2500 or more  or no clouds.,,,6.0,-19.8,No precipitation,6,,,,
17.02.2020 08:00,-4.9,676.0,779.5,-1.3,33,Wind blowing from the north,1,,10,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,2.5,,,2500 or more  or no clouds.,,,3.7,-19.0,No precipitation,12,,,,
17.02.2020 05:00,-2.6,677.3,780.1,,26,Wind blowing from the west-southwest,3,,10,,Haze. ,,,-8.6,2.5,,,,,,4.9,-19.4,No precipitation,6,,,,
17.02.2020 02:00,-3.0,676.8,780.2,0.3,26,Wind blowing from the west-southwest,4,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,2.5,,,2500 or more  or no clouds.,,,7.0,-19.8,No precipitation,12,,,,
16.02.2020 23:00,-1.6,676.5,780.5,,24,Wind blowing from the west-southwest,5,,8,,Haze. ,,,-8.6,2.5,,,,,,7.0,-19.5,No precipitation,6,,,,
16.02.2020 20:00,0.4,674.4,778.2,1.8,17,Wind blowing from the west-southwest,3,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,2.5,,,2500 or more  or no clouds.,,,17.0,-21.8,No precipitation,12,,,,
16.02.2020 17:00,2.2,672.6,775.5,,16,Wind blowing from the west,3,,7,60%., ,,,-8.6,2.6,,,2500 or more  or no clouds.,,,15.0,-21.0,No precipitation,6,,,,
16.02.2020 14:00,-0.9,672.6,775.9,-0.7,20,Wind blowing from the west,4,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,2.6,,,2500 or more  or no clouds.,,,17.0,-21.0,No precipitation,12,,,,
16.02.2020 11:00,-5.6,673.3,777.3,,27,Wind blowing from the west,2,,,60%., ,,,,,,,2500 or more  or no clouds.,,,15.0,-21.6,,,,,,
16.02.2020 08:00,-8.0,671.8,775.2,1.4,33,Wind blowing from the north-west,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,2.6,,,2500 or more  or no clouds.,,,20.0,-21.7,No precipitation,12,,,,
16.02.2020 05:00,-6.8,670.4,773.0,,31,Wind blowing from the east-northeast,4,,7,, ,,,-13.6,2.6,,,,,,22.0,-21.4,No precipitation,6,,,,
16.02.2020 02:00,-5.4,671.4,775.0,-1.3,32,Wind blowing from the east-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,2.6,,,2500 or more  or no clouds.,,,16.0,-19.8,No precipitation,12,,,,
15.02.2020 23:00,-3.4,672.7,777.4,,32,Wind blowing from the east-northeast,2,,6,, ,,,-13.6,2.6,,,,,,12.0,-18.0,No precipitation,6,,,,
15.02.2020 20:00,0.8,673.5,778.2,0.5,26,Wind blowing from the west,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,2.6,,,2500 or more  or no clouds.,,,8.0,-16.5,No precipitation,12,,,,
15.02.2020 17:00,2.3,673.0,777.1,,22,Wind blowing from the east,2,,6,100%., ,,,-13.6,2.3,,,2500 or more  or no clouds.,,,13.0,-17.2,No precipitation,6,,,,
15.02.2020 14:00,-3.4,674.5,779.6,-1.5,32,Wind blowing from the east,3,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-0.6,,,2500 or more  or no clouds.,,,22.0,-18.0,No precipitation,12,,,,
15.02.2020 11:00,-9.9,676.0,782.2,,52,Wind blowing from the north-east,3,,11,20–30%., ,,,-13.6,-0.6,,,2500 or more  or no clouds.,,,18.0,-18.0,No precipitation,6,,,,
15.02.2020 08:00,-13.4,676.2,782.5,-0.2,63,Wind blowing from the east-northeast,2,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-0.6,,,2500 or more  or no clouds.,,,24.0,-19.0,No precipitation,12,,,,
15.02.2020 05:00,-12.4,676.4,781.7,,58,Wind blowing from the east-northeast,2,,15,, ,,,-12.4,-0.6,,,,,,25.0,-19.1,No precipitation,6,,,,
15.02.2020 02:00,-10.4,677.2,782.5,-0.3,49,Wind blowing from the east-northeast,3,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,-0.6,,,2500 or more  or no clouds.,,,21.0,-19.2,No precipitation,12,,,,
14.02.2020 23:00,-7.9,677.5,783.4,,38,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,18.0,-19.7,,,,,,
14.02.2020 20:00,-4.7,676.3,781.9,1.9,31,Wind blowing from the east-northeast,6,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,0.6,,,,,,13.0,-19.2,No precipitation,12,,,,
14.02.2020 17:00,-1.0,674.4,778.6,,25,Wind blowing from the east-northeast,7,,,no clouds,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,4.9,,,,,,6.0,-18.5,No precipitation,6,,,,
14.02.2020 14:00,-2.5,673.9,777.7,0.0,30,Wind blowing from the east,8,,,no clouds,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,5.2,,,,,,2.3,-18.0,No precipitation,12,,,,
14.02.2020 11:00,-7.3,673.9,778.3,,38,Wind blowing from the east-northeast,8,,,no clouds,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,5.2,,,,,,4.6,-19.4,No precipitation,6,,,,
14.02.2020 08:00,-9.5,672.7,776.5,1.9,39,Wind blowing from the east-northeast,6,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,5.2,,,,,,11.0,-21.1,No precipitation,12,,,,
14.02.2020 05:00,-8.2,670.8,773.2,,38,Wind blowing from the east-northeast,5,,,, ,,,,,,,,,,12.0,-20.2,,,,,,
14.02.2020 02:00,-4.9,669.9,771.8,0.9,24,Wind blowing from the north-east,7,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,5.2,,,2500 or more  or no clouds.,,,8.0,-22.3,No precipitation,12,,,,
13.02.2020 23:00,-3.4,669.0,771.4,,27,Wind blowing from the north-east,2,,,, ,,,,,,,,,,18.0,-19.7,,,,,,
13.02.2020 20:00,0.6,668.0,769.8,0.4,22,Wind blowing from the east-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,6.0,,,,,,17.0,-18.6,No precipitation,12,,,,
13.02.2020 17:00,4.9,667.6,768.6,,22,Wind blowing from the east-northeast,3,,7,no clouds, ,,,-4.8,9.1,,,,,,24.0,-15.0,No precipitation,6,,,,
13.02.2020 14:00,3.4,668.2,769.1,-1.6,26,Wind blowing from the north-east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,10.1,,,,,,25.0,-14.2,No precipitation,12,,,,
13.02.2020 11:00,-1.5,669.8,770.9,,31,Wind blowing from the south-east,2,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,18.0,-16.4,,,,,,
13.02.2020 08:00,-2.9,668.4,769.2,1.3,46,Wind blowing from the west-southwest,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,10.1,,,2500 or more  or no clouds.,,,18.0,-13.1,No precipitation,12,,,,
13.02.2020 05:00,-3.8,667.1,767.3,,52,Wind blowing from the west,2,,,, ,,,,,,,,,,16.0,-12.4,,,,,,
13.02.2020 02:00,-1.6,665.6,765.4,1.2,49,Wind blowing from the west-southwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,10.1,,,2500 or more  or no clouds.,,,18.0,-11.1,No precipitation,12,,,,
12.02.2020 23:00,3.9,664.4,763.9,,22,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,23.0,-15.8,,,,,,
12.02.2020 20:00,6.0,663.4,762.8,0.9,17,Wind blowing from the west,4,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,10.1,,,2500 or more  or no clouds.,,,24.0,-17.2,No precipitation,12,,,,
12.02.2020 17:00,9.0,662.5,762.4,,11,Wind blowing from the west,5,,11,90  or more  but not 100%, ,,,-7.5,10.5,,,2500 or more  or no clouds.,,,27.0,-19.9,No precipitation,6,,,,
12.02.2020 14:00,7.8,663.8,764.0,-0.6,14,Wind blowing from the west,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,10.5,,,2500 or more  or no clouds.,,,22.0,-18.0,No precipitation,12,,,,
12.02.2020 11:00,2.6,664.4,765.1,,19,Wind blowing from the west-southwest,4,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,20.0,-18.7,,,,,,
12.02.2020 08:00,0.6,663.1,762.8,1.7,21,Wind blowing from the west,5,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,10.5,,,2500 or more  or no clouds.,,,16.0,-19.2,No precipitation,12,,,,
12.02.2020 05:00,-5.5,661.4,760.9,,39,Wind blowing from the west-southwest,1,,4,, ,,,-10.7,10.5,,,,,,11.0,-17.5,No precipitation,6,,,,
12.02.2020 02:00,-5.2,662.2,762.4,-0.3,37,Wind blowing from the east-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,10.5,,,2500 or more  or no clouds.,,,7.0,-17.9,No precipitation,12,,,,
11.02.2020 23:00,-2.2,662.5,763.7,,31,Wind blowing from the south-west,1,,4,,Haze. ,,,-10.7,10.5,,,,,,6.0,-17.0,No precipitation,6,,,,
11.02.2020 20:00,3.9,662.8,764.6,0.1,19,Wind blowing from the north-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,10.5,,,,,,16.0,-17.6,No precipitation,12,,,,
11.02.2020 17:00,10.1,662.7,763.0,,11,Wind blowing from the east,2,,4,no clouds, ,,,-10.7,10.3,,,,,,25.0,-19.0,No precipitation,6,,,,
11.02.2020 14:00,6.4,664.3,765.1,-0.9,16,Wind blowing from the east-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,8.8,,,,,,19.0,-17.6,No precipitation,12,,,,
11.02.2020 11:00,-1.6,665.2,765.9,,30,Wind blowing from the west-northwest,1,,,no clouds, ,,,,,,,,,,8.0,-16.9,,,,,,
11.02.2020 08:00,-10.6,664.0,766.0,-0.4,51,Wind blowing from the east-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,8.8,,,,,,11.0,-18.9,No precipitation,12,,,,
11.02.2020 05:00,-8.9,664.4,765.2,,46,Wind blowing from the north,1,,7,, ,,,-10.5,8.8,,,,,,8.0,-18.6,No precipitation,6,,,,
11.02.2020 02:00,-6.4,664.5,765.4,-0.9,41,Wind blowing from the south,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,8.8,,,2500 or more  or no clouds.,,,9.0,-17.7,No precipitation,12,,,,
10.02.2020 23:00,2.6,665.4,765.6,,22,Wind blowing from the west,2,,,, ,,,,,,,,,,21.0,-16.9,,,,,,
10.02.2020 20:00,4.6,665.2,767.2,0.5,19,Wind blowing from the west-southwest,3,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,8.8,,,2500 or more  or no clouds.,,,22.0,-17.0,No precipitation,12,,,,
10.02.2020 17:00,8.6,664.7,765.4,,14,Wind blowing from the west-southwest,4,,13,no clouds, ,,,-10.5,10.0,,,,,,23.0,-17.4,No precipitation,6,,,,
10.02.2020 14:00,5.9,665.7,766.5,-0.4,19,Wind blowing from the west-southwest,5,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,10.0,,,,,,23.0,-15.9,No precipitation,12,,,,
10.02.2020 11:00,1.1,666.1,767.6,,27,Wind blowing from the west,6,,,no clouds, ,,,,,,,,,,18.0,-15.8,,,,,,
10.02.2020 08:00,-9.8,664.4,766.6,0.8,46,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,10.0,,,,,,11.0,-19.4,No precipitation,12,,,,
10.02.2020 05:00,-8.1,663.6,763.9,,37,Wind blowing from the north-west,1,,4,, ,,,-10.7,10.0,,,,,,9.0,-20.2,No precipitation,6,,,,
10.02.2020 02:00,-5.1,665.1,765.7,-0.7,28,Wind blowing from the south-southwest,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,10.0,,,2500 or more  or no clouds.,,,6.0,-20.7,No precipitation,12,,,,
09.02.2020 23:00,-3.3,665.8,767.3,,28,Wind blowing from the east-northeast,1,,5,,Haze. ,,,-10.7,10.0,,,,,,3.8,-19.2,No precipitation,6,,,,
09.02.2020 20:00,2.6,666.4,769.0,-0.6,18,Wind blowing from the south-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,10.0,,,,,,16.0,-19.3,No precipitation,12,,,,
09.02.2020 17:00,9.9,667.0,767.6,,10,Wind blowing from the east-southeast,2,,5,no clouds, ,,,-10.7,9.9,,,,,,22.0,-20.3,No precipitation,6,,,,
09.02.2020 14:00,6.7,668.9,770.2,-2.2,15,Wind blowing from the east-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,9.6,,,,,,23.0,-18.1,No precipitation,12,,,,
09.02.2020 11:00,0.8,671.1,772.2,,24,Wind blowing from the east-northeast,1,,3,no clouds, ,,,-10.7,9.6,,,,,,13.0,-17.4,No precipitation,6,,,,
09.02.2020 08:00,-9.9,671.8,775.4,-0.9,46,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,9.6,,,,,,15.0,-19.5,No precipitation,12,,,,
09.02.2020 05:00,-7.2,672.7,774.3,,41,Wind blowing from the north,2,,5,, ,,,-11.2,9.6,,,,,,11.0,-18.4,No precipitation,6,,,,
09.02.2020 02:00,-6.2,674.5,776.9,-0.9,41,Wind blowing from the west-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,9.6,,,2500 or more  or no clouds.,,,8.0,-17.5,No precipitation,12,,,,
08.02.2020 23:00,2.8,675.4,777.5,,20,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,19.0,-17.9,,,,,,
08.02.2020 20:00,1.3,675.3,779.7,0.7,24,Wind blowing from the south-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,9.6,,,,,,19.0,-17.0,No precipitation,12,,,,
08.02.2020 17:00,9.1,674.6,777.1,,15,Wind blowing from the south-east,1,,5,no clouds, ,,,-11.2,9.4,,,,,,26.0,-16.1,No precipitation,6,,,,
08.02.2020 14:00,5.5,675.7,778.5,-0.9,19,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,6.5,,,,,,22.0,-16.3,No precipitation,12,,,,
08.02.2020 11:00,-0.8,676.6,779.4,,27,Wind blowing from the east-southeast,2,,,no clouds, ,,,,,,,,,,13.0,-17.4,,,,,,
08.02.2020 08:00,-11.0,675.8,780.4,0.7,60,Wind blowing from the north-northeast,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,6.5,,,2500 or more  or no clouds.,,,12.0,-17.4,No precipitation,12,,,,
08.02.2020 05:00,-9.7,675.1,778.2,,59,Wind blowing from the east-southeast,0,,5,, ,,,-11.4,6.5,,,,,,8.0,-16.3,No precipitation,6,,,,
08.02.2020 02:00,-7.2,675.4,778.5,0.0,51,Wind blowing from the west-southwest,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,6.5,,,2500 or more  or no clouds.,,,7.0,-15.8,No precipitation,12,,,,
