Local time in Dongfang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2020 05:00,20.5,764.0,764.8,,86,Wind blowing from the east-northeast,2,,5,, ,,,18.2,24.5,,,,,,18.0,18.1,No precipitation,6,,,,
20.02.2020 02:00,20.9,764.2,765.0,-0.8,89,Wind blowing from the south-east,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,24.5,,,2500 or more  or no clouds.,,,15.0,19.0,No precipitation,12,,,,
19.02.2020 23:00,21.4,765.0,765.7,,87,Wind blowing from the north-northeast,1,,9,, ,,,17.9,24.5,,,,,,19.0,19.1,No precipitation,6,,,,
19.02.2020 20:00,21.4,764.4,765.1,0.6,88,Wind blowing from the north-northwest,1,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,24.5,,,600-1000,,,19.0,19.3,No precipitation,12,,,,
19.02.2020 17:00,22.8,763.8,764.5,,79,Wind blowing from the north,3,,9,no clouds, ,,,17.9,24.5,,,,,,22.0,19.0,No precipitation,6,,,,
19.02.2020 14:00,23.3,764.5,765.3,-2.2,68,Wind blowing from the north-west,5,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,24.5,,,,,,30.0,17.1,No precipitation,12,,,,
19.02.2020 11:00,22.6,766.7,767.5,,65,Wind blowing from the north,2,,5,no clouds, ,,,17.9,22.6,,,,,,24.0,15.7,No precipitation,6,,,,
19.02.2020 08:00,18.8,766.1,766.9,1.0,78,Wind blowing from the east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,21.4,,,600-1000,,,28.0,14.9,No precipitation,12,,,,
19.02.2020 05:00,18.3,765.1,765.8,,78,Wind blowing from the east,2,,,, ,,,16.3,21.4,,,,,,26.0,14.4,No precipitation,6,,,,
19.02.2020 02:00,18.6,765.7,766.4,-0.4,78,Wind blowing from the north,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,21.4,,,2500 or more  or no clouds.,,,24.0,14.7,No precipitation,12,,,,
18.02.2020 23:00,19.3,766.1,766.9,,70,Wind blowing from the north-east,1,,8,, ,,,15.8,21.4,,,,,,25.0,13.7,No precipitation,6,,,,
18.02.2020 20:00,19.9,765.0,765.8,0.5,66,Wind blowing from the north-east,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,21.4,,,600-1000,,,28.0,13.4,No precipitation,12,,,,
18.02.2020 17:00,21.2,764.5,765.3,,59,Wind blowing from the north-east,2,,11,90  or more  but not 100%, ,,,15.8,21.4,,,600-1000,,,30.0,12.9,No precipitation,6,,,,
18.02.2020 14:00,20.8,765.8,766.6,-2.1,57,Wind blowing from the north-northeast,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,20.8,,,600-1000,,,30.0,12.0,No precipitation,12,,,,
18.02.2020 11:00,18.3,767.9,768.7,,61,Wind blowing from the north-east,4,,12,90  or more  but not 100%, ,,,15.6,18.3,,,600-1000,,,30.0,10.7,No precipitation,6,,,,
18.02.2020 08:00,16.5,767.3,768.1,0.8,64,Wind blowing from the north-east,6,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,17.9,,,600-1000,,,30.0,9.7,No precipitation,12,,,,
18.02.2020 05:00,16.4,766.5,767.3,,65,Wind blowing from the north-east,6,,12,, ,,,14.1,17.9,,,,,,30.0,9.8,No precipitation,6,,,,
18.02.2020 02:00,16.1,767.2,768.0,-0.9,68,Wind blowing from the north-east,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,17.9,,,2500 or more  or no clouds.,,,30.0,10.2,No precipitation,12,,,,
17.02.2020 23:00,16.1,768.1,769.0,,65,Wind blowing from the north-east,8,,16,, ,,,13.5,17.9,,,,,,30.0,9.5,No precipitation,6,,,,
17.02.2020 20:00,16.8,766.9,767.7,,64,Wind blowing from the north-east,6,,17,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,17.9,,,600-1000,,,30.0,10.0,No precipitation,12,,,,
17.02.2020 17:00,17.7,765.8,766.6,,62,Wind blowing from the north-east,6,,17,90  or more  but not 100%, ,,,13.5,17.9,,,600-1000,,,30.0,10.3,No precipitation,6,,,,
17.02.2020 14:00,17.3,766.6,767.5,-1.9,65,Wind blowing from the north-east,6,,17,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,17.5,,,600-1000,,,30.0,10.7,No precipitation,12,,,,
17.02.2020 11:00,15.7,768.5,769.3,,72,Wind blowing from the north-east,10,,17,90  or more  but not 100%, ,,,13.5,17.2,,,600-1000,,,30.0,10.7,No precipitation,6,,,,
17.02.2020 08:00,14.8,767.3,768.1,,76,Wind blowing from the north-east,8,,15,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,,,,300-600,,,26.0,10.6,Trace of precipitation,12,,,,
17.02.2020 05:00,14.1,765.4,766.2,,82,Wind blowing from the north-east,8,,17,, ,,,13.5,,,,,,,28.0,11.1,No precipitation,6,,,,
17.02.2020 02:00,14.2,765.5,766.3,-0.1,81,Wind blowing from the north-east,9,,18,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,,,,2500 or more  or no clouds.,,,21.0,11.0,No precipitation,12,,,,
16.02.2020 23:00,14.9,765.6,766.4,,81,Wind blowing from the north-east,6,,18,,Rain  not freezing  intermittent  slight at time of observation. ,,,14.8,,,,,,,21.0,11.7,No precipitation,6,,,,
16.02.2020 20:00,14.9,764.2,765.1,1.2,76,Wind blowing from the north-east,8,,18,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,,,,600-1000,,,30.0,10.7,No precipitation,12,,,,
16.02.2020 17:00,15.7,763.0,763.8,,76,Wind blowing from the north-east,9,,18,90  or more  but not 100%, ,,,15.4,,,,600-1000,,,30.0,11.5,No precipitation,6,,,,
16.02.2020 14:00,16.6,763.7,764.5,-2.0,75,Wind blowing from the north-east,10,,18,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,29.4,,,300-600,,,28.0,12.2,No precipitation,12,,,,
16.02.2020 11:00,16.8,765.7,766.4,,79,Wind blowing from the north-east,8,,18,90  or more  but not 100%, ,,,16.7,29.7,,,300-600,,,19.0,13.1,No precipitation,6,,,,
16.02.2020 08:00,17.4,763.4,764.2,2.2,79,Wind blowing from the north-east,9,,17,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,30.2,,,300-600,,,23.0,13.7,Trace of precipitation,12,,,,
16.02.2020 05:00,19.3,761.2,761.9,,83,Wind blowing from the north-east,8,,14,, ,,,19.3,30.2,,,,,,25.0,16.3,No precipitation,6,,,,
16.02.2020 02:00,23.2,759.9,760.6,1.3,86,Wind blowing from the north-northeast,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.2,30.2,,,2500 or more  or no clouds.,,,15.0,20.7,No precipitation,12,,,,
15.02.2020 23:00,24.9,758.6,759.4,,82,Wind blowing from the north-west,1,,11,, ,,,24.9,30.2,,,,,,29.0,21.6,No precipitation,6,,,,
15.02.2020 20:00,26.4,756.7,757.4,1.6,80,Wind blowing from the south,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,25.1,30.2,,,,,,25.0,22.7,No precipitation,12,,,,
15.02.2020 17:00,28.1,755.1,755.8,,74,Wind blowing from the south,6,,11,20–30%., ,,,25.1,30.2,,,2500 or more  or no clouds.,,,22.0,23.0,No precipitation,6,,,,
15.02.2020 14:00,29.3,755.8,756.5,-1.7,67,Wind blowing from the south,7,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,25.1,30.2,,,600-1000,,,24.0,22.5,No precipitation,12,,,,
15.02.2020 11:00,29.5,757.5,758.2,,62,Wind blowing from the south,4,,10,20–30%., ,,,25.1,30.2,,,2500 or more  or no clouds.,,,25.0,21.5,No precipitation,6,,,,
15.02.2020 08:00,26.1,756.4,757.2,1.2,64,Wind blowing from the south-southeast,5,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,30.0,18.8,No precipitation,12,,,,
15.02.2020 05:00,26.0,755.2,755.9,,63,Wind blowing from the south-southeast,6,,10,, ,,,22.5,29.8,,,,,,30.0,18.4,No precipitation,6,,,,
15.02.2020 02:00,25.7,756.1,756.8,-0.5,66,Wind blowing from the south-southeast,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.5,29.8,,,2500 or more  or no clouds.,,,30.0,18.9,No precipitation,12,,,,
14.02.2020 23:00,25.7,756.6,757.3,,70,Wind blowing from the south-southeast,4,,14,, ,,,22.5,29.8,,,,,,30.0,19.8,No precipitation,6,,,,
14.02.2020 20:00,26.8,754.9,755.6,0.8,69,Wind blowing from the south-southeast,4,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.5,29.8,,,2500 or more  or no clouds.,,,30.0,20.6,0.1,12,,,,
14.02.2020 17:00,28.6,754.1,754.9,,69,Wind blowing from the south,4,,14,20–30%., ,,,22.5,29.5,,,600-1000,,,26.0,22.4,No precipitation,6,,,,
14.02.2020 14:00,28.3,755.3,756.1,-2.2,65,Wind blowing from the south,7,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.5,28.6,,,600-1000,,,26.0,21.1,4.0,12,,,,
14.02.2020 11:00,26.6,757.5,758.2,,70,Wind blowing from the south,6,,10,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.3,28.1,,,600-1000,,,30.0,20.7,4.0,6,,,,
14.02.2020 08:00,22.5,756.6,757.3,2.0,89,Wind blowing from the south-southeast,4,,10,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.9,28.1,,,300-600,,,5.0,20.6,4.0,12,,,,
14.02.2020 05:00,25.4,754.6,755.3,,68,Wind blowing from the south-southeast,4,,,, ,,,21.9,28.1,,,,,,30.0,19.1,No precipitation,6,,,,
14.02.2020 02:00,25.7,755.8,756.5,,68,Wind blowing from the south-east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,28.1,,,2500 or more  or no clouds.,,,30.0,19.4,No precipitation,12,,,,
13.02.2020 23:00,26.5,757.0,757.7,,66,Wind blowing from the south-southeast,5,,9,, ,,,21.7,28.1,,,,,,30.0,19.6,No precipitation,6,,,,
13.02.2020 20:00,26.7,755.8,756.6,0.1,70,Wind blowing from the south-southeast,5,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.7,28.1,,,600-1000,,,30.0,20.8,5.0,12,,,,
13.02.2020 17:00,28.0,755.7,756.4,,67,Wind blowing from the south,5,,,90  or more  but not 100%, ,,,21.7,28.1,,,600-1000,,,30.0,21.3,1.0,6,,,,
13.02.2020 14:00,27.0,757.9,758.7,,74,Wind blowing from the west-southwest,1,,9,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.7,27.2,,,600-1000,,,30.0,22.0,5.0,12,,,,
13.02.2020 11:00,22.4,760.3,761.1,,92,Wind blowing from the south-east,2,,8,90  or more  but not 100%,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.7,,,,300-600,,,7.0,21.0,4.0,6,,,,
13.02.2020 08:00,22.0,759.6,760.3,1.2,90,Wind blowing from the east,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Shower(s).,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.6,27.2,,,600-1000,,,14.0,20.3,0.2,12,,,,
13.02.2020 05:00,22.3,758.4,759.1,,86,Wind blowing from the north-northeast,2,,10,, ,,,21.2,27.2,,,,,,20.0,19.8,No precipitation,6,,,,
13.02.2020 02:00,22.0,758.8,759.6,-1.6,84,Wind blowing from the north-east,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.1,27.2,,,2500 or more  or no clouds.,,,16.0,19.2,No precipitation,12,,,,
12.02.2020 23:00,22.9,760.4,761.2,,78,Wind blowing from the east-northeast,1,,10,, ,,,21.0,27.2,,,,,,19.0,18.9,No precipitation,6,,,,
12.02.2020 20:00,25.3,759.4,760.1,0.5,74,Wind blowing from the east,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,27.2,,,,,,25.0,20.3,No precipitation,12,,,,
12.02.2020 17:00,26.4,758.9,759.7,,72,Wind blowing from the south-southwest,4,,9,20–30%., ,,,21.0,27.2,,,600-1000,,,24.0,20.9,No precipitation,6,,,,
12.02.2020 14:00,26.7,760.7,761.5,-2.0,69,Wind blowing from the north-west,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,26.7,,,600-1000,,,24.0,20.5,No precipitation,12,,,,
12.02.2020 11:00,25.4,762.7,763.4,,69,Wind blowing from the south-southwest,3,,4,10%  or less  but not 0, ,,,21.0,26.0,,,600-1000,,,25.0,19.3,No precipitation,6,,,,
12.02.2020 08:00,21.6,762.8,763.6,1.0,82,Wind blowing from the east,2,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,26.0,,,600-1000,,,21.0,18.4,No precipitation,12,,,,
12.02.2020 05:00,21.3,761.8,762.6,,82,Wind blowing from the east-northeast,2,,7,, ,,,20.2,26.0,,,,,,19.0,18.1,No precipitation,6,,,,
12.02.2020 02:00,21.1,762.2,763.0,,86,Wind blowing from the east,2,,7,, ,,,20.0,26.0,,,,,,16.0,18.7,No precipitation,6,,,,
11.02.2020 23:00,22.0,762.4,763.2,,85,Wind blowing from the south-east,1,,,, ,,,20.0,26.0,,,,,,22.0,19.4,No precipitation,6,,,,
11.02.2020 20:00,23.9,761.6,762.4,0.4,79,Wind blowing from the south-southwest,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,26.0,,,600-1000,,,23.0,20.0,No precipitation,12,,,,
11.02.2020 17:00,25.9,761.2,762.0,,72,Wind blowing from the west-southwest,3,,6,90  or more  but not 100%, ,,,20.0,26.0,,,600-1000,,,21.0,20.5,No precipitation,6,,,,
11.02.2020 14:00,25.1,762.4,763.2,-1.5,69,Wind blowing from the north-west,4,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,25.9,,,600-1000,,,27.0,19.0,No precipitation,12,,,,
11.02.2020 11:00,24.3,763.9,764.7,,64,Wind blowing from the west-southwest,1,,4,90  or more  but not 100%, ,,,20.0,25.0,,,600-1000,,,25.0,17.1,No precipitation,6,,,,
11.02.2020 08:00,20.3,763.2,763.9,0.5,83,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,24.8,,,600-1000,,,27.0,17.3,No precipitation,12,,,,
11.02.2020 05:00,20.6,762.7,763.4,,82,Wind blowing from the east-northeast,1,,5,, ,,,17.7,24.8,,,,,,23.0,17.4,No precipitation,6,,,,
11.02.2020 02:00,20.4,763.6,764.4,-0.6,84,Wind blowing from the east-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,24.8,,,2500 or more  or no clouds.,,,24.0,17.6,No precipitation,12,,,,
10.02.2020 23:00,20.9,764.2,764.9,,82,Wind blowing from the east-northeast,1,,5,, ,,,17.7,24.8,,,,,,22.0,17.7,No precipitation,6,,,,
10.02.2020 20:00,22.8,763.6,764.3,0.9,70,Wind blowing from the west-southwest,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,24.8,,,600-1000,,,30.0,17.0,No precipitation,12,,,,
10.02.2020 17:00,23.7,762.7,763.5,,69,Wind blowing from the north-northwest,2,,9,90  or more  but not 100%, ,,,17.7,25.0,,,600-1000,,,30.0,17.7,No precipitation,6,,,,
10.02.2020 14:00,24.2,763.5,764.2,-2.0,61,Wind blowing from the north-northwest,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,26.3,,,600-1000,,,30.0,16.2,No precipitation,12,,,,
10.02.2020 11:00,23.1,765.5,766.3,,61,Wind blowing from the east-northeast,2,,9,90  or more  but not 100%, ,,,17.7,26.3,,,600-1000,,,30.0,15.2,No precipitation,6,,,,
10.02.2020 08:00,18.1,764.8,765.6,0.9,85,Wind blowing from the north-east,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,26.3,,,1500-2000,,,20.0,15.5,No precipitation,12,,,,
10.02.2020 05:00,18.3,763.9,764.7,,83,Wind blowing from the east-northeast,4,,10,, ,,,18.2,26.3,,,,,,23.0,15.4,No precipitation,6,,,,
10.02.2020 02:00,18.3,765.0,765.7,-1.1,82,Wind blowing from the east-northeast,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,26.3,,,2500 or more  or no clouds.,,,21.0,15.2,No precipitation,12,,,,
09.02.2020 23:00,19.7,766.1,766.9,,75,Wind blowing from the north-east,4,,11,, ,,,19.2,26.3,,,,,,26.0,15.1,No precipitation,6,,,,
09.02.2020 20:00,22.0,765.4,766.2,1.4,64,Wind blowing from the north-east,5,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,26.3,,,600-1000,,,28.0,14.9,No precipitation,12,,,,
09.02.2020 17:00,25.1,764.0,764.8,,60,Wind blowing from the north-east,5,,11,90  or more  but not 100%, ,,,19.2,26.3,,,2500 or more  or no clouds.,,,30.0,16.8,No precipitation,6,,,,
09.02.2020 14:00,26.1,765.1,765.8,-2.0,50,Wind blowing from the north-east,6,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,26.3,,,600-1000,,,28.0,14.9,No precipitation,12,,,,
09.02.2020 11:00,24.4,767.1,767.8,,56,Wind blowing from the east-northeast,5,,11,90  or more  but not 100%, ,,,19.2,27.2,,,2500 or more  or no clouds.,,,30.0,15.1,No precipitation,6,,,,
09.02.2020 08:00,20.0,766.2,766.9,,79,Wind blowing from the east-northeast,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,27.2,,,2500 or more  or no clouds.,,,28.0,16.2,No precipitation,12,,,,
09.02.2020 05:00,19.5,765.1,765.8,,83,Wind blowing from the east-northeast,4,,8,, ,,,19.5,27.2,,,,,,25.0,16.5,No precipitation,6,,,,
09.02.2020 02:00,20.5,765.5,766.3,-0.5,82,Wind blowing from the north-east,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.5,27.2,,,2500 or more  or no clouds.,,,23.0,17.3,No precipitation,12,,,,
08.02.2020 23:00,21.1,766.0,766.7,,82,Wind blowing from the east-northeast,3,,8,, ,,,21.1,27.2,,,,,,21.0,17.9,No precipitation,6,,,,
08.02.2020 20:00,23.4,764.8,765.6,,81,Wind blowing from the north-northeast,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,27.2,,,600-1000,,,20.0,20.0,No precipitation,12,,,,
08.02.2020 17:00,24.8,763.9,764.6,,77,Wind blowing from the west-northwest,3,,7,90  or more  but not 100%, ,,,21.5,27.2,,,600-1000,,,25.0,20.5,No precipitation,6,,,,
08.02.2020 14:00,24.9,764.1,764.8,-1.3,74,Wind blowing from the west-northwest,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.5,27.2,,,600-1000,,,21.0,19.9,No precipitation,12,,,,
08.02.2020 11:00,24.6,765.4,766.2,,75,Wind blowing from the north,3,,4,90  or more  but not 100%, ,,,21.5,26.1,,,600-1000,,,17.0,19.9,No precipitation,6,,,,
08.02.2020 08:00,21.7,764.1,764.8,1.1,87,Wind blowing from the east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,,,,600-1000,,,16.0,19.4,No precipitation,12,,,,
08.02.2020 05:00,21.9,763.0,763.7,,90,Calm  no wind,0,,,, ,,,19.2,26.1,,,,,,16.0,20.2,No precipitation,6,,,,
08.02.2020 02:00,21.5,763.6,764.4,-0.4,93,Wind blowing from the north,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,26.1,,,2500 or more  or no clouds.,,,9.0,20.3,No precipitation,12,,,,
07.02.2020 23:00,22.4,764.0,764.8,,89,Wind blowing from the west-southwest,1,,9,, ,,,19.2,26.1,,,,,,13.0,20.5,No precipitation,6,,,,
07.02.2020 20:00,23.1,763.2,763.9,,83,Wind blowing from the north-northeast,1,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,26.1,,,600-1000,,,17.0,20.1,No precipitation,12,,,,
07.02.2020 17:00,24.3,762.1,762.9,,75,Wind blowing from the north-west,4,,9,70 – 80%., ,,,19.2,26.1,,,600-1000,,,28.0,19.6,No precipitation,6,,,,
07.02.2020 14:00,25.0,762.4,763.1,-1.8,72,Wind blowing from the west-northwest,4,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,26.6,,,600-1000,,,26.0,19.6,No precipitation,12,,,,
07.02.2020 11:00,24.5,764.2,765.0,,72,Wind blowing from the west-southwest,2,,4,20–30%., ,,,19.2,26.6,,,600-1000,,,23.0,19.1,No precipitation,6,,,,
07.02.2020 08:00,19.9,763.1,763.9,1.8,91,Wind blowing from the east-southeast,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,26.6,,,600-1000,,,19.0,18.4,No precipitation,12,,,,
07.02.2020 05:00,19.8,761.3,762.1,,90,Wind blowing from the south-east,1,,10,, ,,,19.6,26.6,,,,,,17.0,18.1,No precipitation,6,,,,
07.02.2020 02:00,21.0,761.8,762.5,-0.2,83,Wind blowing from the south,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,26.6,,,2500 or more  or no clouds.,,,24.0,18.0,No precipitation,12,,,,
06.02.2020 23:00,22.3,762.0,762.7,,78,Wind blowing from the east,2,,10,, ,,,19.6,26.6,,,,,,16.0,18.3,No precipitation,6,,,,
06.02.2020 20:00,23.2,760.6,761.4,1.5,80,Wind blowing from the east-northeast,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,26.6,,,600-1000,,,23.0,19.6,No precipitation,12,,,,
06.02.2020 17:00,25.2,759.1,759.9,,72,Wind blowing from the south-southwest,6,,,70 – 80%., ,,,19.6,26.6,,,600-1000,,,21.0,19.8,No precipitation,6,,,,
06.02.2020 14:00,26.4,760.2,760.9,-2.4,68,Wind blowing from the south,5,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,26.4,,,600-1000,,,24.0,20.0,No precipitation,12,,,,
06.02.2020 11:00,24.2,762.6,763.3,,67,Wind blowing from the south-west,2,,4,20–30%., ,,,19.6,25.4,,,600-1000,,,21.0,17.7,No precipitation,6,,,,
