Local time in Sunwu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 05:00,-11.3,744.1,767.1,,69,Wind blowing from the west,2,,5,, ,,,-14.9,-4.6,,,,,,30.0,-15.9,No precipitation,6,,,,
19.02.2020 02:00,-10.9,743.5,766.3,,78,Wind blowing from the west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-4.6,,,2500 or more  or no clouds.,,,30.0,-14.1,0.2,12,,,,
18.02.2020 20:00,-10.8,742.5,765.7,1.0,86,Wind blowing from the west-southwest,2,,7,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-4.6,,,2500 or more  or no clouds.,,,4.8,-12.7,0.2,12,,,,
18.02.2020 17:00,-7.6,741.5,764.5,,81,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-4.6,,,,,,4.2,-10.3,0.2,6,,,,
18.02.2020 14:00,-4.9,739.9,762.9,-0.3,68,Wind blowing from the north-west,2,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-4.7,,,2500 or more  or no clouds.,,,12.0,-9.9,0.2,12,,,,
18.02.2020 11:00,-6.0,740.2,763.3,,71,Wind blowing from the west,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,-5.4,,,,,,19.0,-10.4,0.2,6,,,,
18.02.2020 08:00,-13.8,740.6,764.0,0.1,78,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,,,,2500 or more  or no clouds.,,,1.1,-16.8,0.2,12,,,,
18.02.2020 05:00,-14.9,740.5,763.6,,72,Wind blowing from the west,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,,,-24.1,-5.4,,,,,,10.0,-18.8,No precipitation,6,,,,
18.02.2020 02:00,-18.0,740.8,763.9,,72,Wind blowing from the north,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-5.4,,,2500 or more  or no clouds.,,,30.0,-21.8,No precipitation,12,,,,
17.02.2020 20:00,-16.8,742.4,766.2,-0.2,63,Wind blowing from the south-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-5.4,,,,,,8.0,-22.2,No precipitation,12,,,,
17.02.2020 17:00,-8.8,742.6,766.1,,40,Wind blowing from the east,1,,,no clouds, ,,,-24.1,-5.4,,,,,,3.4,-20.0,No precipitation,6,,,,
17.02.2020 14:00,-5.8,742.5,765.9,-1.7,31,Wind blowing from the north-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,-5.7,,,,,,30.0,-20.2,No precipitation,12,,,,
17.02.2020 11:00,-9.4,744.2,767.8,,40,Wind blowing from the north-west,2,,3,, ,,,-24.1,-9.4,,,,,,30.0,-20.5,No precipitation,6,,,,
17.02.2020 08:00,-20.1,745.4,769.4,-0.6,66,Wind blowing from the south-west,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.1,,,,,,,3.2,-24.8,No precipitation,12,,,,
17.02.2020 05:00,-23.5,746.0,769.9,,71,Wind blowing from the south-west,1,,6,, ,,,-24.1,-11.6,,,,,,30.0,-27.3,No precipitation,6,,,,
17.02.2020 02:00,-23.0,746.8,770.5,,69,Wind blowing from the west-southwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,-11.6,,,2500 or more  or no clouds.,,,30.0,-27.1,No precipitation,12,,,,
16.02.2020 20:00,-19.9,748.4,772.5,-0.2,63,Wind blowing from the south-southwest,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,-11.6,,,,,,12.0,-25.1,No precipitation,12,,,,
16.02.2020 17:00,-13.4,748.6,772.5,,39,Wind blowing from the north-east,3,,8,no clouds, ,,,-24.0,-11.6,,,,,,15.0,-24.4,No precipitation,6,,,,
16.02.2020 14:00,-11.9,748.2,772.0,-1.1,36,Wind blowing from the north-northeast,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,-7.5,,,,,,30.0,-24.0,No precipitation,12,,,,
16.02.2020 11:00,-13.1,749.3,773.1,,41,Wind blowing from the north,4,,6,no clouds, ,,,-24.0,-7.4,,,,,,30.0,-23.6,No precipitation,6,,,,
16.02.2020 08:00,-20.1,749.8,773.9,0.6,69,Wind blowing from the south-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.0,,,,,,,7.0,-24.3,No precipitation,12,,,,
16.02.2020 05:00,-22.3,749.2,773.1,,68,Wind blowing from the south-west,1,,3,, ,,,-22.5,-7.4,,,,,,30.0,-26.6,No precipitation,6,,,,
16.02.2020 02:00,-22.5,749.7,773.3,,72,Wind blowing from the west-southwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-7.4,,,2500 or more  or no clouds.,,,30.0,-26.2,No precipitation,12,,,,
15.02.2020 20:00,-18.4,750.4,774.3,0.4,69,Wind blowing from the south-southwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-7.4,,,,,,22.0,-22.7,No precipitation,12,,,,
15.02.2020 17:00,-12.7,750.0,773.8,,55,Wind blowing from the east,2,,7,no clouds, ,,,-20.4,-7.4,,,,,,3.7,-19.9,No precipitation,6,,,,
15.02.2020 14:00,-7.6,748.9,772.2,-1.3,35,Wind blowing from the north-east,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-6.6,,,,,,30.0,-20.4,No precipitation,12,,,,
15.02.2020 11:00,-8.5,750.2,773.7,,37,Wind blowing from the north,4,,6,no clouds, ,,,-20.4,-6.6,,,,,,30.0,-20.6,No precipitation,6,,,,
15.02.2020 08:00,-15.7,751.0,774.6,0.5,54,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-6.6,,,,,,4.3,-22.9,No precipitation,12,,,,
15.02.2020 05:00,-19.1,750.5,774.1,,63,Wind blowing from the west,2,,5,, ,,,-20.4,-6.6,,,,,,30.0,-24.4,No precipitation,6,,,,
15.02.2020 02:00,-15.7,750.7,774.1,,51,Wind blowing from the west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-6.6,,,2500 or more  or no clouds.,,,30.0,-23.5,No precipitation,12,,,,
14.02.2020 20:00,-12.5,750.5,774.1,0.8,42,Wind blowing from the west-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-6.6,,,,,,11.0,-22.8,No precipitation,12,,,,
14.02.2020 17:00,-8.9,749.7,773.2,,35,Wind blowing from the west-southwest,3,,6,no clouds, ,,,-20.4,-6.6,,,,,,17.0,-21.6,No precipitation,6,,,,
14.02.2020 14:00,-8.0,750.1,773.5,-1.2,32,Wind blowing from the west-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-7.6,,,,,,30.0,-21.8,No precipitation,12,,,,
14.02.2020 11:00,-11.2,751.3,774.8,,36,Wind blowing from the north,3,,6,no clouds, ,,,-20.4,-11.2,,,,,,30.0,-23.3,No precipitation,6,,,,
14.02.2020 08:00,-16.9,751.3,775.1,0.6,48,Wind blowing from the west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-10.6,,,,,,7.0,-25.3,No precipitation,12,,,,
14.02.2020 05:00,-18.8,750.7,774.5,,51,Wind blowing from the south-west,1,,8,, ,,,-18.8,-9.4,,,,,,30.0,-26.4,No precipitation,6,,,,
14.02.2020 02:00,-16.7,750.2,773.8,,45,Wind blowing from the west-northwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-8.7,,,2500 or more  or no clouds.,,,30.0,-25.9,No precipitation,12,,,,
13.02.2020 20:00,-14.2,748.7,772.1,2.1,41,Wind blowing from the north-northeast,3,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-6.8,,,2500 or more  or no clouds.,,,30.0,-24.6,No precipitation,12,,,,
13.02.2020 17:00,-12.9,746.6,769.8,,45,Wind blowing from the north-east,3,,11,100%., ,,,-12.9,-5.2,,,2500 or more  or no clouds.,,,12.0,-22.4,No precipitation,6,,,,
13.02.2020 14:00,-11.4,745.5,768.6,-0.3,41,Wind blowing from the north-east,4,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,,,,2500 or more  or no clouds.,,,30.0,-22.0,No precipitation,12,,,,
13.02.2020 11:00,-12.2,745.8,768.9,,38,Wind blowing from the north-east,6,,11,100%., ,,,-12.2,,,,2500 or more  or no clouds.,,,30.0,-23.6,No precipitation,6,,,,
13.02.2020 08:00,-10.6,745.1,768.1,1.1,42,Wind blowing from the north-east,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-2.2,,,2500 or more  or no clouds.,,,26.0,-21.0,No precipitation,12,,,,
13.02.2020 05:00,-9.4,744.0,766.8,,58,Wind blowing from the north-northeast,3,,7,, ,,,-9.4,-2.2,,,,,,30.0,-16.3,No precipitation,6,,,,
13.02.2020 02:00,-8.7,743.2,765.7,,64,Wind blowing from the north-east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,-2.2,,,2500 or more  or no clouds.,,,30.0,-14.3,No precipitation,12,,,,
12.02.2020 20:00,-6.8,740.5,763.2,2.8,76,Wind blowing from the north-northeast,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,-2.2,,,2500 or more  or no clouds.,,,8.0,-10.3,No precipitation,12,,,,
12.02.2020 17:00,-5.2,737.7,760.1,,72,Wind blowing from the south-west,3,,6,90  or more  but not 100%, ,,,-6.5,-2.2,,,,,,8.0,-9.5,No precipitation,6,,,,
12.02.2020 14:00,-2.3,736.5,758.7,,65,Wind blowing from the south-west,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,-2.3,,,2500 or more  or no clouds.,,,13.0,-8.0,No precipitation,12,,,,
12.02.2020 11:00,-5.0,736.0,758.4,,79,Wind blowing from the west,2,,5,100%., ,,,-6.5,-3.4,,,2500 or more  or no clouds.,,,8.0,-8.2,No precipitation,6,,,,
12.02.2020 08:00,-6.5,735.7,758.1,1.8,81,Wind blowing from the south-west,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.4,,,2500 or more  or no clouds.,,,6.0,-9.2,No precipitation,12,,,,
12.02.2020 05:00,-5.7,733.9,756.3,,81,Wind blowing from the north-northeast,2,,12,, ,,,,-3.4,,,,,,8.0,-8.4,No precipitation,6,,,,
12.02.2020 02:00,-4.8,733.3,755.6,,84,Wind blowing from the west,2,,12,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.4,,,2500 or more  or no clouds.,,,7.0,-7.2,No precipitation,12,,,,
11.02.2020 20:00,-4.6,733.6,756.1,0.0,80,Wind blowing from the west-southwest,5,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-3.4,,,2500 or more  or no clouds.,,,5.0,-7.5,No precipitation,12,,,,
11.02.2020 17:00,-6.2,733.6,756.3,,80,Wind blowing from the south-southwest,1,,,100%., ,,,-13.6,-4.2,,,2500 or more  or no clouds.,,,4.2,-9.1,No precipitation,6,,,,
11.02.2020 14:00,-5.2,734.7,757.3,-1.6,77,Wind blowing from the west-southwest,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-4.2,,,2500 or more  or no clouds.,,,7.0,-8.6,No precipitation,12,,,,
11.02.2020 11:00,-6.4,736.3,759.1,,62,Wind blowing from the west-southwest,4,,,no clouds, ,,,-16.6,-6.4,,,,,,15.0,-12.5,No precipitation,6,,,,
11.02.2020 08:00,-11.7,737.8,760.7,-0.9,70,Wind blowing from the south-southwest,1,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,3.1,-16.2,No precipitation,12,,,,
11.02.2020 05:00,-12.8,738.7,761.8,,72,Wind blowing from the west-southwest,3,,14,, ,,,,,,,,,,13.0,-16.8,No precipitation,6,,,,
11.02.2020 02:00,-12.5,740.4,763.3,,72,Wind blowing from the west-southwest,4,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-8.6,,,2500 or more  or no clouds.,,,11.0,-16.5,No precipitation,12,,,,
10.02.2020 20:00,-11.8,742.3,766.0,-0.5,74,Wind blowing from the south-west,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-8.6,,,2500 or more  or no clouds.,,,21.0,-15.5,No precipitation,12,,,,
10.02.2020 17:00,-11.4,742.8,766.5,,67,Wind blowing from the south-west,5,,9,90  or more  but not 100%, ,,,-25.9,-8.6,,,,,,17.0,-16.3,No precipitation,6,,,,
10.02.2020 14:00,-8.7,743.3,766.9,-0.7,52,Wind blowing from the west-southwest,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-8.6,,,2500 or more  or no clouds.,,,28.0,-16.8,No precipitation,12,,,,
10.02.2020 11:00,-16.7,744.0,767.7,,70,Wind blowing from the east-northeast,1,,5,20–30%., ,,,-25.9,-10.3,,,2500 or more  or no clouds.,,,7.0,-21.0,No precipitation,6,,,,
10.02.2020 08:00,-24.5,744.9,768.9,-0.1,76,Wind blowing from the south-southwest,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-10.3,,,2500 or more  or no clouds.,,,3.2,-27.5,No precipitation,12,,,,
10.02.2020 05:00,-24.7,745.0,769.0,,75,Wind blowing from the south-west,1,,5,, ,,,-24.7,-10.3,,,,,,26.0,-27.9,No precipitation,6,,,,
10.02.2020 02:00,-23.2,744.7,768.4,,77,Wind blowing from the west-southwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.6,-10.3,,,2500 or more  or no clouds.,,,28.0,-26.1,0.5,12,,,,
09.02.2020 20:00,-16.8,743.8,767.3,1.1,75,Wind blowing from the north,3,,8,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-16.8,-10.3,,,2500 or more  or no clouds.,,,17.0,-20.3,0.7,12,,,,
09.02.2020 17:00,-15.2,742.7,766.2,,74,Wind blowing from the north-east,3,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-16.2,-10.3,,,2500 or more  or no clouds.,,,9.0,-18.9,0.2,6,,,,
09.02.2020 14:00,-10.7,740.4,763.6,-0.3,66,Wind blowing from the north-northeast,1,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-10.2,,,2500 or more  or no clouds.,,,8.0,-15.8,0.2,12,,,,
09.02.2020 11:00,-12.4,740.7,763.9,,71,Wind blowing from the south-southwest,1,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-16.2,-9.9,,,2500 or more  or no clouds.,,,5.0,-16.7,0.2,6,,,,
09.02.2020 08:00,-15.2,740.5,763.9,-0.3,75,Wind blowing from the east-northeast,1,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,1.4,-18.6,Trace of precipitation,12,,,,
09.02.2020 05:00,-15.0,740.8,764.0,,74,Wind blowing from the south-west,3,,7,, ,,,,,,,,,,15.0,-18.6,No precipitation,6,,,,
09.02.2020 02:00,-14.7,742.3,765.5,,69,Wind blowing from the south-west,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-9.9,,,2500 or more  or no clouds.,,,21.0,-19.1,No precipitation,12,,,,
08.02.2020 20:00,-15.1,745.3,769.4,-1.2,54,Wind blowing from the south-southwest,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.2,-9.9,,,2500 or more  or no clouds.,,,18.0,-22.5,No precipitation,12,,,,
08.02.2020 17:00,-13.2,746.5,770.5,,39,Wind blowing from the west-southwest,5,,8,90  or more  but not 100%, ,,,-29.2,-9.9,,,,,,15.0,-24.2,No precipitation,6,,,,
08.02.2020 14:00,-10.4,747.1,771.1,-2.1,36,Wind blowing from the south-west,4,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.2,-9.9,,,2500 or more  or no clouds.,,,30.0,-22.6,No precipitation,12,,,,
08.02.2020 11:00,-15.9,749.2,773.4,,50,Wind blowing from the east,1,,2,no clouds, ,,,-29.2,-12.2,,,,,,4.8,-23.9,No precipitation,6,,,,
08.02.2020 08:00,-27.0,749.8,774.5,0.4,72,Wind blowing from the west,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.2,,,,,,,1.5,-30.5,No precipitation,12,,,,
08.02.2020 05:00,-28.6,749.4,773.8,,71,Wind blowing from the west-southwest,0,,2,, ,,,-28.6,-12.2,,,,,,23.0,-32.2,No precipitation,6,,,,
08.02.2020 02:00,-27.2,749.3,773.4,,71,Wind blowing from the south-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.6,-12.2,,,2500 or more  or no clouds.,,,30.0,-30.9,No precipitation,12,,,,
07.02.2020 20:00,-23.6,748.2,772.7,,68,Wind blowing from the south-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.9,-12.2,,,,,,13.0,-27.8,No precipitation,12,,,,
07.02.2020 17:00,-16.7,746.8,771.0,,49,Wind blowing from the east,2,,,no clouds, ,,,-26.9,-12.2,,,,,,3.7,-24.9,No precipitation,6,,,,
07.02.2020 14:00,-12.5,745.7,769.6,-0.5,36,Wind blowing from the north-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.9,-12.2,,,,,,30.0,-24.5,No precipitation,12,,,,
07.02.2020 11:00,-15.3,746.2,770.1,,43,Wind blowing from the west,3,,4,no clouds, ,,,-26.9,-15.3,,,,,,30.0,-25.1,No precipitation,6,,,,
07.02.2020 08:00,-25.5,746.4,770.6,0.9,73,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.9,-16.0,,,,,,1.8,-28.9,No precipitation,12,,,,
07.02.2020 05:00,-25.9,745.5,769.6,,72,Wind blowing from the south-west,1,,8,, ,,,-25.9,-16.0,,,,,,30.0,-29.5,No precipitation,6,,,,
07.02.2020 02:00,-25.1,745.1,769.1,,73,Wind blowing from the south-west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-16.0,,,2500 or more  or no clouds.,,,30.0,-28.5,0.1,12,,,,
06.02.2020 20:00,-18.7,745.4,769.4,0.6,61,Wind blowing from the south-west,2,,10,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-16.0,,,2500 or more  or no clouds.,,,22.0,-24.4,Trace of precipitation,12,,,,
06.02.2020 17:00,-16.3,744.8,768.7,,40,Wind blowing from the west-southwest,5,,10,100%., ,,,-25.1,-16.0,,,2500 or more  or no clouds.,,,13.0,-26.8,No precipitation,6,,,,
06.02.2020 14:00,-16.1,745.0,768.9,-2.0,38,Wind blowing from the west-southwest,5,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-13.3,,,2500 or more  or no clouds.,,,30.0,-27.2,No precipitation,12,,,,
06.02.2020 11:00,-18.2,747.0,771.0,,42,Wind blowing from the west-southwest,5,,8,100%., ,,,-25.1,-13.3,,,2500 or more  or no clouds.,,,30.0,-28.0,No precipitation,6,,,,
06.02.2020 08:00,-21.5,748.4,772.6,-0.2,54,Wind blowing from the south-west,5,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,,,,2500 or more  or no clouds.,,,18.0,-28.3,No precipitation,12,,,,
06.02.2020 05:00,-23.1,748.6,772.7,,60,Wind blowing from the south-west,3,,6,, ,,,-25.3,-13.3,,,,,,30.0,-28.7,No precipitation,6,,,,
06.02.2020 02:00,-22.6,749.9,773.8,,60,Wind blowing from the south-west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.9,-13.3,,,2500 or more  or no clouds.,,,30.0,-28.2,No precipitation,12,,,,
05.02.2020 20:00,-20.0,750.9,775.3,0.8,52,Wind blowing from the south-west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.0,-13.3,,,,,,14.0,-27.3,No precipitation,12,,,,
05.02.2020 17:00,-16.2,750.1,774.2,,44,Wind blowing from the west-northwest,3,,7,no clouds, ,,,-27.0,-13.3,,,,,,10.0,-25.6,No precipitation,6,,,,
05.02.2020 14:00,-13.7,749.5,773.5,-0.7,40,Wind blowing from the west-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.0,-13.7,,,,,,30.0,-24.4,No precipitation,12,,,,
05.02.2020 11:00,-18.1,750.2,774.5,,48,Wind blowing from the north-west,3,,5,no clouds, ,,,-27.0,-18.1,,,,,,30.0,-26.4,No precipitation,6,,,,
05.02.2020 08:00,-23.8,750.2,774.8,0.8,70,Wind blowing from the west-southwest,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.1,,,,,,,2.1,-27.7,No precipitation,12,,,,
05.02.2020 05:00,-24.5,749.4,773.8,,69,Wind blowing from the west-southwest,2,,3,, ,,,-29.7,-18.3,,,,,,30.0,-28.6,No precipitation,6,,,,
05.02.2020 02:00,-25.1,749.1,773.4,,72,Wind blowing from the west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.7,-18.3,,,2500 or more  or no clouds.,,,30.0,-28.7,No precipitation,12,,,,
04.02.2020 20:00,-25.8,748.4,773.2,1.0,75,Wind blowing from the west-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.7,-18.3,,,,,,8.0,-28.9,No precipitation,12,,,,
04.02.2020 17:00,-21.3,747.4,771.9,,64,Wind blowing from the east,1,,,no clouds, ,,,-29.7,-18.3,,,,,,1.6,-26.3,No precipitation,6,,,,
04.02.2020 14:00,-18.3,745.9,770.0,0.3,57,Wind blowing from the north,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.7,-14.6,,,,,,27.0,-24.7,No precipitation,12,,,,
