Local time in Shenzhen,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 14:00,20.3,761.9,767.7,,44,Wind blowing from the east-northeast,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,21.3,,,2000-2500,,,30.0,7.6,No precipitation,12,,,,
19.02.2020 11:00,18.0,764.5,770.3,,53,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,12.3,18.6,,,2000-2500,,,30.0,8.2,No precipitation,6,,,,
19.02.2020 08:00,12.9,763.9,769.7,1.2,74,Wind blowing from the north-east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,,,,1500-2000,,,30.0,8.3,No precipitation,12,,,,
19.02.2020 05:00,13.1,762.7,768.5,,75,Wind blowing from the north-northeast,1,,4,, ,,,9.9,18.6,,,,,,30.0,8.7,No precipitation,6,,,,
19.02.2020 02:00,12.9,763.2,769.0,,72,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,18.6,,,2500 or more  or no clouds.,,,30.0,7.9,No precipitation,12,,,,
18.02.2020 23:00,13.1,763.7,769.6,,62,Wind blowing from the north-east,2,,7,, ,,,9.9,18.6,,,,,,30.0,5.9,No precipitation,6,,,,
18.02.2020 20:00,14.2,763.3,769.1,0.8,49,Wind blowing from the north-east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,18.6,,,,,,30.0,3.6,No precipitation,12,,,,
18.02.2020 17:00,17.7,762.5,768.4,,36,Wind blowing from the south,2,,7,no clouds, ,,,9.9,18.6,,,,,,30.0,2.4,No precipitation,6,,,,
18.02.2020 14:00,17.4,763.4,769.3,,27,Wind blowing from the east-northeast,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,17.8,,,,,,30.0,-1.7,No precipitation,12,,,,
18.02.2020 11:00,14.6,765.6,771.4,,34,Wind blowing from the north-northeast,2,,8,no clouds, ,,,9.9,15.9,,,,,,30.0,-1.0,No precipitation,6,,,,
18.02.2020 08:00,10.8,765.6,771.4,0.9,40,Wind blowing from the north-northeast,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,15.9,,,,,,30.0,-2.5,No precipitation,12,,,,
18.02.2020 05:00,10.7,764.7,770.5,,44,Wind blowing from the north-northeast,3,,10,, ,,,8.0,15.9,,,,,,30.0,-1.3,No precipitation,6,,,,
18.02.2020 02:00,11.8,764.7,770.5,,41,Wind blowing from the north-northeast,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,15.9,,,2500 or more  or no clouds.,,,30.0,-1.0,No precipitation,12,,,,
17.02.2020 23:00,13.3,765.4,771.2,,38,Wind blowing from the north-northeast,4,,10,, ,,,8.0,15.9,,,,,,30.0,-1.0,No precipitation,6,,,,
17.02.2020 20:00,13.8,764.8,770.8,,41,Wind blowing from the north-northeast,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,15.9,,,,,,30.0,0.7,No precipitation,12,,,,
17.02.2020 17:00,15.4,763.5,769.3,,36,Calm  no wind,0,,,no clouds, ,,,8.0,15.9,,,,,,30.0,0.4,No precipitation,6,,,,
17.02.2020 14:00,15.2,763.5,769.3,-2.2,36,Wind blowing from the north,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,15.2,,,,,,30.0,0.2,No precipitation,12,,,,
17.02.2020 11:00,12.5,765.7,771.6,,36,Wind blowing from the north-northeast,4,,10,no clouds, ,,,8.0,14.9,,,,,,30.0,-2.1,No precipitation,6,,,,
17.02.2020 08:00,8.7,765.5,771.4,1.8,52,Wind blowing from the north,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,,,,,,,30.0,-0.6,No precipitation,12,,,,
17.02.2020 05:00,8.2,763.7,769.6,,67,Calm  no wind,0,,,, ,,,8.2,,,,,,,30.0,2.4,No precipitation,6,,,,
17.02.2020 02:00,9.7,763.7,769.6,,65,Wind blowing from the north-northeast,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,16.1,,,2500 or more  or no clouds.,,,30.0,3.4,0.8,12,,,,
16.02.2020 23:00,10.3,763.4,769.3,,67,Wind blowing from the north-northeast,4,,13,, ,,,9.6,,,,,,,30.0,4.4,0.5,6,,,,
16.02.2020 20:00,10.5,762.5,768.4,,79,Wind blowing from the north,2,,13,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,,,,300-600,,,30.0,7.0,0.8,12,,,,
16.02.2020 17:00,9.7,760.3,766.2,,88,Wind blowing from the north,4,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,,,,300-600,,,30.0,7.8,0.3,6,,,,
16.02.2020 14:00,13.5,759.8,765.6,-1.6,66,Wind blowing from the north-northeast,5,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,,,,1500-2000,,,30.0,7.2,3.0,12,,,,
16.02.2020 11:00,12.5,761.4,767.2,,72,Wind blowing from the north-northeast,5,,13,90  or more  but not 100%, ,,,11.4,24.3,,,600-1000,,,30.0,7.5,No precipitation,6,,,,
16.02.2020 08:00,11.6,760.3,766.0,2.1,84,Wind blowing from the north-northeast,4,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,24.3,,,1500-2000,,,30.0,8.9,9.0,12,,,,
16.02.2020 05:00,13.3,758.2,763.9,,92,Wind blowing from the north,4,,8,,Rain (not freezing) not falling as shower(s). ,,,13.3,24.3,,,,,,30.0,12.0,7.0,6,,,,
16.02.2020 02:00,16.2,756.7,762.4,1.2,97,Wind blowing from the north,2,,8,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,24.3,,,2500 or more  or no clouds.,,,26.0,15.7,15.0,12,,,,
15.02.2020 23:00,20.8,755.5,761.1,,99,Wind blowing from the north,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,19.8,24.3,,,,,,3.3,20.6,8.0,6,,,,
15.02.2020 20:00,22.2,754.6,760.2,,98,Wind blowing from the south-east,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,24.3,,,2500 or more  or no clouds.,,,16.0,21.8,9.0,12,,,,
15.02.2020 17:00,22.7,753.1,758.7,,93,Wind blowing from the south,2,,,90  or more  but not 100%,Rain  not freezing  intermittent  heavy at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,24.3,,,600-1000,,,5.0,21.5,3.0,6,,,,
15.02.2020 14:00,24.1,753.3,758.9,-2.2,82,Wind blowing from the south,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,24.5,,,600-1000,,,30.0,20.8,0.2,12,,,,
15.02.2020 11:00,21.8,755.5,761.1,,88,Wind blowing from the east,2,,9,100%., ,,,19.8,,,,600-1000,,,20.0,19.7,No precipitation,6,,,,
15.02.2020 08:00,20.2,754.9,760.6,0.7,97,Wind blowing from the east,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,,,,2500 or more  or no clouds.,,,12.0,19.7,0.5,12,,,,
15.02.2020 05:00,19.9,754.2,759.8,,98,Wind blowing from the east-northeast,2,,8,, ,,,19.2,25.3,,,,,,9.0,19.5,0.5,6,,,,
15.02.2020 02:00,20.1,755.0,760.6,-0.9,99,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,25.3,,,2500 or more  or no clouds.,,,8.0,19.9,0.5,12,,,,
14.02.2020 23:00,20.8,755.9,761.5,,93,Wind blowing from the north-east,2,,6,, ,,,19.2,25.3,,,,,,22.0,19.6,No precipitation,6,,,,
14.02.2020 20:00,21.1,754.9,760.6,1.2,92,Wind blowing from the east-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,25.3,,,2500 or more  or no clouds.,,,20.0,19.7,2.0,12,,,,
14.02.2020 17:00,22.1,753.7,759.3,,85,Wind blowing from the east,2,,7,100%., ,,,18.7,25.3,,,300-600,,,30.0,19.4,0.1,6,,,,
14.02.2020 14:00,23.8,753.9,759.5,-1.5,79,Wind blowing from the south,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,25.3,,,300-600,,,30.0,19.9,15.0,12,,,,
14.02.2020 11:00,20.9,755.4,761.0,,99,Wind blowing from the south-west,1,,7,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,21.3,,,,,,10.0,20.7,9.0,6,,,,
14.02.2020 08:00,19.9,754.5,760.1,1.6,99,Wind blowing from the east-southeast,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,21.3,,,600-1000,,,10.0,19.7,13.0,12,,,,
14.02.2020 05:00,19.2,752.9,758.5,,99,Wind blowing from the east,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,18.3,21.3,,,,,,2.3,19.0,5.0,6,,,,
14.02.2020 02:00,19.5,754.8,760.4,,93,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,21.3,,,2500 or more  or no clouds.,,,30.0,18.3,0.3,12,,,,
13.02.2020 23:00,19.2,755.9,761.6,,92,Wind blowing from the north-east,1,,6,, ,,,18.0,21.3,,,,,,30.0,17.8,No precipitation,6,,,,
13.02.2020 20:00,18.8,755.2,760.9,0.3,93,Wind blowing from the north-east,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,21.3,,,2000-2500,,,30.0,17.6,12.0,12,,,,
13.02.2020 17:00,20.7,754.9,760.5,,85,Wind blowing from the south-east,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,22.6,,,2000-2500,,,30.0,18.0,2.0,6,,,,
13.02.2020 14:00,18.9,755.1,760.8,-3.4,97,Wind blowing from the north-northeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,,,,600-1000,,,13.0,18.4,12.0,12,,,,
13.02.2020 11:00,18.6,758.5,764.2,,98,Wind blowing from the north-northeast,2,,5,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,,,,300-600,,,7.0,18.2,10.0,6,,,,
13.02.2020 08:00,18.6,756.9,762.6,1.5,99,Wind blowing from the north-west,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,,,,300-600,,,3.2,18.4,0.1,12,,,,
13.02.2020 05:00,18.4,755.4,761.0,,99,Wind blowing from the north-east,1,,5,,Mist. ,,,17.6,26.0,,,,,,2.1,18.2,No precipitation,6,,,,
13.02.2020 02:00,18.6,756.7,762.3,,99,Wind blowing from the north-west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,26.0,,,2500 or more  or no clouds.,,,2.3,18.4,No precipitation,12,,,,
12.02.2020 23:00,19.5,757.7,763.4,,98,Wind blowing from the west,1,,5,,Mist. ,,,17.1,26.0,,,,,,4.3,19.1,No precipitation,6,,,,
12.02.2020 20:00,19.3,757.0,762.7,0.6,97,Wind blowing from the south-southeast,1,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,26.0,,,,,,3.9,18.8,No precipitation,12,,,,
12.02.2020 17:00,22.7,756.4,762.1,,77,Wind blowing from the south-southwest,3,,5,10%  or less  but not 0, ,,,16.8,26.0,,Sky obscured by fog and/or other meteorological phenomena.,600-1000,,,25.0,18.4,No precipitation,6,,,,
12.02.2020 14:00,24.9,756.7,762.4,,68,Wind blowing from the south-southwest,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,25.1,,,600-1000,,,23.0,18.5,0.1,12,,,,
12.02.2020 11:00,20.0,759.1,764.8,,92,Wind blowing from the south-southeast,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,21.0,,,300-600,,,4.5,18.6,0.1,6,,,,
12.02.2020 08:00,18.2,759.0,764.7,0.7,99,Wind blowing from the west-northwest,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,,,,600-1000,,,3.8,18.0,0.2,12,,,,
12.02.2020 05:00,17.9,758.3,764.0,,99,Wind blowing from the south-southwest,1,,5,,Mist. ,,,15.6,,,,,,,4.6,17.7,0.1,6,,,,
12.02.2020 02:00,17.8,758.9,764.6,,98,Wind blowing from the west-northwest,1,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,21.0,,,,,,4.9,17.4,0.1,6,,,,
11.02.2020 23:00,17.0,759.3,765.0,,99,Wind blowing from the north-northeast,2,,7,,Mist. ,,,15.6,21.0,,,,,,5.0,16.8,0.8,6,,,,
11.02.2020 20:00,16.9,759.2,765.0,0.3,99,Wind blowing from the north-northeast,2,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,21.0,,,300-600,,,5.0,16.7,2.0,12,,,,
11.02.2020 17:00,17.4,758.9,764.6,,93,Wind blowing from the north-east,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,21.0,,,300-600,,,5.0,16.2,0.3,6,,,,
11.02.2020 14:00,20.7,759.1,764.8,,76,Wind blowing from the east,1,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,21.0,,,600-1000,,,21.0,16.3,0.8,12,,,,
11.02.2020 11:00,17.9,760.9,766.6,,83,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,18.1,,,600-1000,,,12.0,14.9,0.8,6,,,,
11.02.2020 08:00,15.7,760.6,766.4,0.8,85,Wind blowing from the north-northeast,2,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,18.1,,,1500-2000,,,7.0,13.1,0.2,12,,,,
11.02.2020 05:00,16.5,759.8,765.6,,76,Wind blowing from the north-east,1,,4,,Rain (not freezing) not falling as shower(s). ,,,,18.1,,,,,,20.0,12.2,No precipitation,6,,,,
11.02.2020 02:00,16.7,760.7,766.5,-0.8,71,Wind blowing from the north-northeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,18.1,,,2500 or more  or no clouds.,,,21.0,11.4,No precipitation,12,,,,
10.02.2020 23:00,16.6,761.5,767.3,,71,Wind blowing from the north,1,,4,, ,,,,18.1,,,,,,24.0,11.3,No precipitation,6,,,,
10.02.2020 20:00,16.6,761.4,767.2,0.5,72,Wind blowing from the north-west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,18.1,,,1500-2000,,,30.0,11.5,No precipitation,12,,,,
10.02.2020 17:00,17.4,760.9,766.6,,70,Wind blowing from the north,1,,4,100%., ,,,13.9,18.1,,,1500-2000,,,30.0,11.8,No precipitation,6,,,,
10.02.2020 14:00,17.6,761.2,767.0,-1.9,66,Wind blowing from the north-west,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,18.6,,,1500-2000,,,30.0,11.1,No precipitation,12,,,,
10.02.2020 11:00,16.6,763.1,768.9,,68,Wind blowing from the north,1,,6,100%., ,,,13.9,18.6,,,1500-2000,,,30.0,10.6,No precipitation,6,,,,
10.02.2020 08:00,14.1,762.5,768.3,1.1,74,Wind blowing from the north-northeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,,,,1500-2000,,,30.0,9.5,No precipitation,12,,,,
10.02.2020 05:00,14.0,761.4,767.2,,74,Wind blowing from the north,2,,6,, ,,,13.6,18.6,,,,,,30.0,9.4,No precipitation,6,,,,
10.02.2020 02:00,14.5,762.7,768.4,,71,Wind blowing from the north,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,18.6,,,2500 or more  or no clouds.,,,30.0,9.3,No precipitation,12,,,,
09.02.2020 23:00,15.3,763.9,769.6,,65,Wind blowing from the north,2,,5,, ,,,13.6,18.6,,,,,,30.0,8.7,No precipitation,6,,,,
09.02.2020 17:00,17.7,762.4,768.1,,63,Wind blowing from the south-west,2,,6,70 – 80%., ,,,13.6,18.6,,,600-1000,,,30.0,10.5,No precipitation,6,,,,
09.02.2020 14:00,17.6,763.0,768.8,-2.7,57,Wind blowing from the north,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,17.7,,,2500 or more  or no clouds.,,,30.0,8.9,No precipitation,12,,,,
09.02.2020 11:00,14.4,765.7,771.6,,69,Wind blowing from the north,1,,6,100%., ,,,13.6,,,,1500-2000,,,30.0,8.7,No precipitation,6,,,,
09.02.2020 08:00,13.7,764.7,770.5,,72,Wind blowing from the north-northeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,17.6,,,1500-2000,,,30.0,8.7,No precipitation,12,,,,
09.02.2020 05:00,14.2,763.5,769.3,,71,Wind blowing from the north-northeast,2,,6,, ,,,14.0,17.6,,,,,,30.0,9.0,No precipitation,6,,,,
09.02.2020 02:00,15.2,764.1,769.9,,72,Wind blowing from the north-northeast,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,17.6,,,2500 or more  or no clouds.,,,30.0,10.1,No precipitation,12,,,,
08.02.2020 23:00,14.6,764.3,770.1,,72,Wind blowing from the north,1,,6,, ,,,14.0,17.6,,,,,,30.0,9.6,No precipitation,6,,,,
08.02.2020 20:00,15.9,763.4,769.2,,68,Wind blowing from the north-northeast,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,17.6,,,600-1000,,,30.0,10.0,No precipitation,12,,,,
08.02.2020 17:00,17.2,762.0,767.8,,69,Wind blowing from the north-east,1,,7,90  or more  but not 100%, ,,,14.0,19.0,,,,,,30.0,11.4,No precipitation,6,,,,
08.02.2020 14:00,17.0,762.1,767.9,-1.5,70,Wind blowing from the north,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,20.1,,,600-1000,,,30.0,11.5,No precipitation,12,,,,
08.02.2020 11:00,15.6,763.6,769.3,,78,Wind blowing from the north-northeast,3,,7,90  or more  but not 100%, ,,,14.0,,,,,,,30.0,11.7,No precipitation,6,,,,
08.02.2020 08:00,14.5,762.6,768.4,,82,Wind blowing from the north-northeast,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,20.1,,,2500 or more  or no clouds.,,,30.0,11.4,No precipitation,12,,,,
08.02.2020 05:00,14.6,761.3,767.1,,79,Wind blowing from the north-northeast,2,,6,, ,,,14.6,20.1,,,,,,30.0,11.0,No precipitation,6,,,,
08.02.2020 02:00,15.9,761.9,767.6,0.0,79,Wind blowing from the north-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,20.1,,,2500 or more  or no clouds.,,,30.0,12.2,No precipitation,12,,,,
07.02.2020 23:00,16.5,761.9,767.6,,81,Wind blowing from the north-northeast,2,,6,, ,,,16.2,20.1,,,,,,30.0,13.2,No precipitation,6,,,,
07.02.2020 20:00,17.6,760.6,766.3,,83,Wind blowing from the north,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,20.1,,,600-1000,,,30.0,14.6,No precipitation,12,,,,
07.02.2020 17:00,19.0,759.6,765.3,,79,Wind blowing from the north,2,,6,100%., ,,,16.2,20.1,,,600-1000,,,30.0,15.2,No precipitation,6,,,,
07.02.2020 14:00,20.0,759.9,765.6,-1.6,76,Wind blowing from the north-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,20.1,,,600-1000,,,25.0,15.6,No precipitation,12,,,,
07.02.2020 11:00,19.9,761.5,767.2,,73,Wind blowing from the north-northeast,2,,5,100%., ,,,16.2,20.1,,,1500-2000,,,20.0,14.9,No precipitation,6,,,,
07.02.2020 08:00,17.1,760.4,766.2,1.3,84,Wind blowing from the north-east,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2000-2500,,,16.0,14.3,No precipitation,12,,,,
07.02.2020 05:00,16.6,759.1,764.8,,84,Wind blowing from the north-northeast,1,,6,, ,,,15.3,19.3,,,,,,18.0,13.8,No precipitation,6,,,,
07.02.2020 02:00,16.9,759.4,765.1,-0.1,82,Wind blowing from the north-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,19.3,,,2500 or more  or no clouds.,,,20.0,13.8,No precipitation,12,,,,
06.02.2020 23:00,17.1,759.5,765.2,,80,Wind blowing from the east-northeast,1,,10,, ,,,15.3,19.3,,,,,,25.0,13.6,No precipitation,6,,,,
06.02.2020 20:00,17.0,758.8,764.5,,78,Wind blowing from the east-northeast,1,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,19.3,,,2500 or more  or no clouds.,,,23.0,13.1,No precipitation,12,,,,
06.02.2020 17:00,18.5,757.7,763.4,,73,Wind blowing from the east,1,,11,100%., ,,,15.3,19.3,,,1500-2000,,,29.0,13.5,No precipitation,6,,,,
06.02.2020 14:00,18.8,758.1,763.8,-1.9,69,Wind blowing from the east,2,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,18.8,,,1500-2000,,,30.0,13.0,No precipitation,12,,,,
06.02.2020 11:00,18.6,760.0,765.7,,68,Wind blowing from the east,3,,11,50%., ,,,15.3,18.8,,,1500-2000,,,30.0,12.5,No precipitation,6,,,,
06.02.2020 08:00,15.7,759.3,765.1,,79,Wind blowing from the east,2,,10,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,15.3,,,,1500-2000,,,30.0,12.0,No precipitation,12,,,,
06.02.2020 05:00,15.6,758.9,764.7,,77,Wind blowing from the east,3,,10,, ,,,15.4,18.4,,,,,,30.0,11.5,No precipitation,6,,,,
06.02.2020 02:00,16.1,760.0,765.8,-0.7,76,Wind blowing from the east,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,18.4,,,2500 or more  or no clouds.,,,30.0,11.8,No precipitation,12,,,,
05.02.2020 23:00,16.5,760.7,766.4,,80,Wind blowing from the east,2,,,, ,,,15.4,18.4,,,,,,30.0,13.0,No precipitation,6,,,,
05.02.2020 20:00,16.4,760.1,765.9,1.4,85,Wind blowing from the east-southeast,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,18.4,,,1500-2000,,,28.0,13.8,No precipitation,12,,,,
05.02.2020 17:00,17.4,758.7,764.4,,81,Wind blowing from the east-southeast,1,,,100%., ,,,15.4,18.4,,,1500-2000,,,30.0,14.1,No precipitation,6,,,,
05.02.2020 14:00,17.4,759.1,764.9,-1.7,81,Wind blowing from the south-east,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,18.4,,,1500-2000,,,30.0,14.1,No precipitation,12,,,,
05.02.2020 11:00,18.3,760.8,766.6,,77,Wind blowing from the north-east,2,,6,100%., ,,,15.4,18.4,,,1500-2000,,,30.0,14.2,No precipitation,6,,,,
