Local time in Tongliao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 23:00,-8.1,756.6,774.1,,60,Wind blowing from the south,1,,,,Haze. ,,,-8.2,2.1,,,,,,2.5,-14.5,No precipitation,6,,,,
19.02.2020 20:00,-6.0,756.0,773.5,1.1,49,Calm  no wind,0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,2.1,,,,,,3.4,-15.0,No precipitation,12,,,,
19.02.2020 17:00,0.7,754.9,772.3,,26,Wind blowing from the west-southwest,2,,6,no clouds, ,,,-8.1,2.3,,,,,,30.0,-16.6,No precipitation,6,,,,
19.02.2020 14:00,1.4,754.8,772.0,-0.8,28,Wind blowing from the north-northwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,4.5,,,,,,30.0,-15.1,No precipitation,12,,,,
19.02.2020 11:00,-1.4,755.6,772.9,,35,Wind blowing from the north-northeast,1,,7,no clouds, ,,,-8.1,4.5,,,,,,30.0,-14.9,No precipitation,6,,,,
19.02.2020 08:00,-7.0,755.3,772.7,1.4,57,Wind blowing from the west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.5,4.5,,,,,,11.0,-14.1,No precipitation,12,,,,
19.02.2020 05:00,-7.4,753.9,771.1,,61,Wind blowing from the west,2,,7,, ,,,-11.2,4.5,,,,,,30.0,-13.8,No precipitation,6,,,,
19.02.2020 02:00,-4.7,753.2,770.4,0.5,54,Wind blowing from the west-northwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,4.5,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,12,,,,
18.02.2020 23:00,-3.0,752.7,769.9,,45,Wind blowing from the west-northwest,2,,,, ,,,-11.2,4.5,,,,,,30.0,-13.5,No precipitation,6,,,,
18.02.2020 20:00,-1.6,751.9,769.3,1.0,57,Wind blowing from the west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,4.5,,,,,,25.0,-9.2,No precipitation,12,,,,
18.02.2020 17:00,2.4,750.9,768.2,,40,Wind blowing from the west,3,,8,20–30%., ,,,-11.2,4.5,,,2500 or more  or no clouds.,,,22.0,-9.8,No precipitation,6,,,,
18.02.2020 14:00,3.5,750.3,767.5,-1.5,31,Wind blowing from the west,4,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,4.0,,,2500 or more  or no clouds.,,,30.0,-12.0,No precipitation,12,,,,
18.02.2020 11:00,0.1,751.8,769.1,,41,Wind blowing from the west,2,,5,10%  or less  but not 0, ,,,-11.2,0.1,,,2500 or more  or no clouds.,,,30.0,-11.6,No precipitation,6,,,,
18.02.2020 08:00,-8.5,752.0,769.6,0.7,65,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-2.5,,,,,,18.0,-13.9,No precipitation,12,,,,
18.02.2020 05:00,-10.4,751.3,768.8,,70,Wind blowing from the west-southwest,1,,4,, ,,,-13.4,-2.5,,,,,,30.0,-14.8,No precipitation,6,,,,
18.02.2020 02:00,-9.4,751.2,768.7,-0.3,70,Wind blowing from the west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-2.5,,,2500 or more  or no clouds.,,,27.0,-14.0,No precipitation,12,,,,
17.02.2020 23:00,-8.3,751.5,769.1,,61,Wind blowing from the west,1,,,, ,,,-13.4,-2.5,,,,,,23.0,-14.5,No precipitation,6,,,,
17.02.2020 20:00,-7.1,752.0,769.7,,43,Wind blowing from the south-west,1,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-2.5,,,,,,3.0,-17.6,No precipitation,12,,,,
17.02.2020 17:00,-3.4,751.9,769.5,,29,Wind blowing from the north,2,,9,no clouds, ,,,-13.4,-2.5,,,,,,24.0,-18.9,No precipitation,6,,,,
17.02.2020 14:00,-4.1,751.8,769.4,-1.1,29,Wind blowing from the north-northwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-4.1,,,,,,30.0,-19.5,No precipitation,12,,,,
17.02.2020 11:00,-8.0,752.9,770.6,,37,Wind blowing from the north-west,3,,10,no clouds, ,,,-13.4,-5.5,,,,,,28.0,-20.1,No precipitation,6,,,,
17.02.2020 08:00,-12.3,753.1,771.0,,51,Wind blowing from the north-west,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-5.5,,,,,,21.0,-20.4,No precipitation,12,,,,
17.02.2020 05:00,-13.0,752.8,770.6,,51,Wind blowing from the north-northwest,2,,10,, ,,,-13.2,-5.5,,,,,,30.0,-21.0,No precipitation,6,,,,
17.02.2020 02:00,-12.4,753.1,770.8,0.0,51,Wind blowing from the north,4,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-5.5,,,2500 or more  or no clouds.,,,30.0,-20.5,No precipitation,12,,,,
16.02.2020 23:00,-11.1,753.1,770.8,,49,Wind blowing from the north,4,,,, ,,,-11.8,-5.5,,,,,,30.0,-19.7,No precipitation,6,,,,
16.02.2020 20:00,-9.4,752.9,770.7,0.4,50,Wind blowing from the north-northeast,4,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-5.5,,,,,,18.0,-18.1,No precipitation,12,,,,
16.02.2020 17:00,-7.3,752.5,770.2,,42,Calm  no wind,0,,,no clouds, ,,,-11.8,-5.5,,,,,,21.0,-18.0,No precipitation,6,,,,
16.02.2020 14:00,-6.0,751.9,769.5,-1.3,36,Wind blowing from the north,5,,15,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-4.4,,,2500 or more  or no clouds.,,,16.0,-18.7,No precipitation,12,,,,
16.02.2020 11:00,-7.2,753.2,770.8,,37,Wind blowing from the north,7,,13,no clouds, ,,,-11.8,-4.4,,,,,,20.0,-19.4,No precipitation,6,,,,
16.02.2020 08:00,-10.6,753.0,770.6,1.4,50,Wind blowing from the north,5,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-4.4,,,2500 or more  or no clouds.,,,18.0,-19.2,No precipitation,12,,,,
16.02.2020 05:00,-11.3,751.6,769.3,,54,Calm  no wind,0,,,, ,,,-11.3,-4.4,,,,,,26.0,-18.8,No precipitation,6,,,,
16.02.2020 02:00,-9.1,752.5,770.0,-0.6,48,Wind blowing from the north,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-4.4,,,2500 or more  or no clouds.,,,30.0,-18.1,No precipitation,12,,,,
15.02.2020 23:00,-8.6,753.1,770.8,,51,Wind blowing from the north,4,,,, ,,,-10.8,-4.4,,,,,,30.0,-16.9,No precipitation,6,,,,
15.02.2020 20:00,-6.5,753.4,771.1,0.0,43,Wind blowing from the north,4,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-4.4,,,2500 or more  or no clouds.,,,30.0,-17.0,No precipitation,12,,,,
15.02.2020 17:00,-6.0,753.4,771.0,,39,Wind blowing from the north,4,,10,40%., ,,,-10.8,-4.4,,,2500 or more  or no clouds.,,,25.0,-17.7,No precipitation,6,,,,
15.02.2020 14:00,-4.5,754.2,771.8,-2.2,39,Wind blowing from the north-northeast,3,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,-4.5,,,2500 or more  or no clouds.,,,23.0,-16.4,No precipitation,12,,,,
15.02.2020 11:00,-6.9,756.4,774.1,,46,Calm  no wind,0,,,60%., ,,,-12.0,-6.8,,,2500 or more  or no clouds.,,,14.0,-16.6,No precipitation,6,,,,
15.02.2020 08:00,-10.1,757.3,775.1,-0.3,51,Wind blowing from the north-east,2,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-8.9,,,2500 or more  or no clouds.,,,10.0,-18.5,No precipitation,12,,,,
15.02.2020 05:00,-10.3,757.6,775.4,,51,Wind blowing from the north-northeast,2,,,, ,,,-12.0,-8.9,,,,,,30.0,-18.7,No precipitation,6,,,,
15.02.2020 02:00,-10.5,759.0,776.9,-0.7,49,Wind blowing from the north,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-8.8,,,2500 or more  or no clouds.,,,30.0,-19.2,0.1,12,,,,
14.02.2020 23:00,-10.0,759.7,777.7,,49,Wind blowing from the north,3,,,, ,,,-12.0,-8.1,,,,,,29.0,-18.7,No precipitation,6,,,,
14.02.2020 20:00,-9.8,759.6,777.5,0.4,52,Wind blowing from the north-northeast,4,,11,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-5.7,,,1500-2000,,,22.0,-18.0,1.0,12,,,,
14.02.2020 17:00,-8.9,759.2,777.1,,48,Wind blowing from the north-northeast,3,,11,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-5.0,,,1500-2000,,,11.0,-17.9,1.0,6,,,,
14.02.2020 14:00,-10.9,759.0,776.8,-0.1,74,Wind blowing from the north,4,,11,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-12.0,-5.0,,,1500-2000,,,4.0,-14.6,1.0,12,,,,
14.02.2020 11:00,-11.7,759.1,777.1,,70,Wind blowing from the north-northeast,5,,11,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,,,,1500-2000,,,2.3,-16.1,Trace of precipitation,6,,,,
14.02.2020 08:00,-10.7,758.5,776.2,2.0,54,Wind blowing from the north,4,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,,,,1500-2000,,,18.0,-18.2,No precipitation,12,,,,
14.02.2020 05:00,-9.5,756.5,774.1,,55,Wind blowing from the north-northeast,5,,12,, ,,,-9.5,2.1,,,,,,30.0,-16.9,No precipitation,6,,,,
14.02.2020 02:00,-8.9,756.7,774.3,,62,Wind blowing from the north-northeast,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,2.9,,,2500 or more  or no clouds.,,,30.0,-15.0,No precipitation,12,,,,
13.02.2020 23:00,-8.1,754.9,772.3,,76,Wind blowing from the north-northeast,5,,,, ,,,-8.1,2.9,,,,,,24.0,-11.6,No precipitation,6,,,,
13.02.2020 20:00,-5.7,752.6,769.9,3.4,77,Wind blowing from the north-northeast,5,,11,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,3.4,,,1500-2000,,,11.0,-9.2,No precipitation,12,,,,
13.02.2020 17:00,-5.1,749.2,766.3,,85,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,6.0,,,1500-2000,,,4.2,-7.2,No precipitation,6,,,,
13.02.2020 14:00,-5.1,745.8,762.8,2.1,92,Wind blowing from the north,5,,11,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,9.5,,,1500-2000,,,2.7,-6.2,No precipitation,12,,,,
13.02.2020 11:00,-0.7,743.7,760.5,,93,Wind blowing from the north,4,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,,,,1500-2000,,,1.6,-1.7,No precipitation,6,,,,
13.02.2020 08:00,1.5,742.0,758.7,1.3,92,Wind blowing from the south-east,0,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,,,,1500-2000,,,1.5,0.3,No precipitation,12,,,,
13.02.2020 05:00,2.1,740.7,757.3,,94,Wind blowing from the south-west,2,,8,,Mist. ,,,0.8,9.5,,,,,,1.4,1.2,No precipitation,6,,,,
13.02.2020 02:00,2.9,741.2,757.6,,96,Wind blowing from the south,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,9.5,,,2500 or more  or no clouds.,,,1.3,2.3,No precipitation,12,,,,
12.02.2020 23:00,2.7,741.6,758.2,,96,Wind blowing from the south-southeast,3,,,,Mist. ,,,0.8,9.5,,,,,,1.4,2.1,No precipitation,6,,,,
12.02.2020 20:00,3.4,742.0,758.8,0.3,94,Wind blowing from the south-southeast,2,,7,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,9.5,,,2500 or more  or no clouds.,,,2.0,2.5,No precipitation,12,,,,
12.02.2020 17:00,6.0,741.7,758.2,,76,Wind blowing from the south-east,2,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,9.5,,,,,,3.2,2.1,No precipitation,6,,,,
12.02.2020 14:00,9.1,741.9,758.4,-1.4,54,Wind blowing from the south-southwest,2,,8,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,10.1,,,2500 or more  or no clouds.,,,5.0,0.3,No precipitation,12,,,,
12.02.2020 11:00,5.4,743.3,759.9,,71,Wind blowing from the south-west,3,,8,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,10.1,,,2500 or more  or no clouds.,,,3.7,0.6,No precipitation,6,,,,
12.02.2020 08:00,1.2,743.9,760.6,1.3,85,Wind blowing from the south-west,2,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,10.1,,,,,,2.8,-1.0,No precipitation,12,,,,
12.02.2020 05:00,1.9,742.6,759.2,,80,Wind blowing from the south-southwest,1,,11,,Haze. ,,,-3.0,10.1,,,,,,4.3,-1.2,No precipitation,6,,,,
12.02.2020 02:00,3.2,742.3,758.8,,72,Wind blowing from the south-southwest,2,,12,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,10.1,,,,,,5.0,-1.4,No precipitation,6,,,,
11.02.2020 23:00,4.2,742.0,758.5,,68,Wind blowing from the south,3,,,,Haze. ,,,-5.9,10.1,,,,,,5.0,-1.2,No precipitation,6,,,,
11.02.2020 20:00,5.6,741.7,758.4,0.3,63,Wind blowing from the south-southwest,3,,12,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,10.1,,,,,,4.8,-0.9,No precipitation,12,,,,
11.02.2020 17:00,8.3,741.4,758.1,,48,Wind blowing from the south,3,,12,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,10.1,,,2500 or more  or no clouds.,,,5.0,-2.1,No precipitation,6,,,,
11.02.2020 14:00,9.5,741.7,758.4,-2.4,46,Wind blowing from the south-southwest,4,,11,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,9.5,,,2500 or more  or no clouds.,,,4.8,-1.8,No precipitation,12,,,,
11.02.2020 11:00,4.1,744.1,760.9,,63,Wind blowing from the south,4,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,4.1,,,,,,3.2,-2.3,No precipitation,6,,,,
11.02.2020 08:00,-2.4,745.0,762.1,-0.2,94,Wind blowing from the south,3,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.4,,,,,,1.0,-3.2,No precipitation,12,,,,
11.02.2020 05:00,-2.7,745.2,762.2,,95,Wind blowing from the south,3,,7,,Mist. ,,,,0.4,,,,,,0.8,-3.4,No precipitation,6,,,,
11.02.2020 02:00,-4.0,746.4,763.5,-0.5,94,Wind blowing from the south,3,,7,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,0.4,,,2500 or more  or no clouds.,,,0.6,-4.8,No precipitation,12,,,,
10.02.2020 23:00,-4.2,746.9,764.2,,89,Wind blowing from the south-southeast,2,,,,Mist. ,,,-11.5,0.4,,,,,,1.3,-5.7,No precipitation,6,,,,
10.02.2020 20:00,-3.6,747.6,765.1,-0.4,82,Wind blowing from the east,2,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,0.4,,,,,,2.4,-6.2,No precipitation,12,,,,
10.02.2020 17:00,-1.0,748.0,765.3,,68,Wind blowing from the east,3,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,3.3,,,2500 or more  or no clouds.,,,4.7,-6.2,No precipitation,6,,,,
10.02.2020 14:00,0.1,748.4,765.7,-2.0,55,Wind blowing from the east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,5.2,,,,,,13.0,-7.9,No precipitation,12,,,,
10.02.2020 11:00,-4.7,750.4,767.8,,55,Wind blowing from the east,3,,6,no clouds, ,,,-11.5,5.2,,,,,,10.0,-12.4,No precipitation,6,,,,
10.02.2020 08:00,-10.9,750.0,767.5,0.6,73,Wind blowing from the east-northeast,3,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,5.2,,,,,,4.3,-14.8,No precipitation,12,,,,
10.02.2020 05:00,-10.1,749.4,766.6,,72,Wind blowing from the east,2,,6,, ,,,-10.1,5.2,,,,,,16.0,-14.2,No precipitation,6,,,,
10.02.2020 02:00,-8.6,749.6,766.8,0.9,74,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,5.2,,,2500 or more  or no clouds.,,,17.0,-12.4,No precipitation,12,,,,
09.02.2020 23:00,-5.6,748.7,765.9,,73,Wind blowing from the south,1,,,, ,,,-12.1,5.2,,,,,,12.0,-9.8,No precipitation,6,,,,
09.02.2020 20:00,-4.1,747.9,765.3,1.4,66,Wind blowing from the east-northeast,2,,11,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,5.2,,,,,,2.2,-9.5,No precipitation,12,,,,
09.02.2020 17:00,3.3,746.5,763.7,,38,Wind blowing from the north-west,3,,11,no clouds, ,,,-12.5,5.2,,,,,,19.0,-9.7,No precipitation,6,,,,
09.02.2020 14:00,3.9,745.6,762.7,-0.5,39,Wind blowing from the west,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,4.0,,,,,,28.0,-8.8,No precipitation,12,,,,
09.02.2020 11:00,0.0,746.1,763.4,,47,Wind blowing from the west,5,,8,no clouds, ,,,-12.5,0.0,,,,,,21.0,-10.2,No precipitation,6,,,,
09.02.2020 08:00,-9.2,746.6,764.2,,68,Wind blowing from the south-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-5.4,,,,,,8.0,-14.0,No precipitation,12,,,,
09.02.2020 05:00,-9.8,748.0,765.6,,66,Wind blowing from the south-southwest,2,,7,, ,,,-14.5,-5.4,,,,,,11.0,-15.1,No precipitation,6,,,,
09.02.2020 02:00,-9.9,750.8,768.4,-2.7,64,Wind blowing from the south-southeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-5.4,,,2500 or more  or no clouds.,,,10.0,-15.4,No precipitation,12,,,,
08.02.2020 23:00,-11.7,753.5,771.3,,70,Wind blowing from the south-southeast,2,,,, ,,,-14.6,-5.4,,,,,,9.0,-16.2,No precipitation,6,,,,
08.02.2020 20:00,-10.0,755.4,773.3,,69,Wind blowing from the south-southeast,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-5.4,,,,,,2.6,-14.6,No precipitation,12,,,,
08.02.2020 17:00,-7.1,756.8,774.6,,58,Wind blowing from the west-southwest,2,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-5.4,,,2500 or more  or no clouds.,,,5.0,-14.0,No precipitation,6,,,,
08.02.2020 14:00,-6.1,757.2,775.0,-1.4,49,Wind blowing from the south-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-5.9,,,,,,13.0,-15.1,No precipitation,12,,,,
08.02.2020 11:00,-8.8,758.6,776.5,,49,Wind blowing from the east,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-5.9,,,,,,7.0,-17.6,No precipitation,6,,,,
08.02.2020 08:00,-13.5,757.8,775.8,,69,Wind blowing from the north-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-5.9,,,,,,9.0,-18.0,No precipitation,12,,,,
08.02.2020 05:00,-11.5,756.0,773.8,,62,Wind blowing from the north-west,2,,5,, ,,,-16.9,-5.9,,,,,,28.0,-17.3,No precipitation,6,,,,
08.02.2020 02:00,-14.4,755.3,773.2,0.6,70,Wind blowing from the west-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-5.9,,,2500 or more  or no clouds.,,,14.0,-18.8,No precipitation,12,,,,
07.02.2020 23:00,-11.8,754.7,772.6,,61,Wind blowing from the south-southeast,1,,,, ,,,-16.9,-5.9,,,,,,13.0,-17.8,No precipitation,6,,,,
07.02.2020 20:00,-11.1,754.5,772.5,,53,Wind blowing from the south-southeast,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-5.9,,,2500 or more  or no clouds.,,,10.0,-18.8,No precipitation,12,,,,
07.02.2020 17:00,-8.8,754.1,772.0,,47,Wind blowing from the east-southeast,2,,,50%., ,,,-16.9,-5.9,,,2500 or more  or no clouds.,,,18.0,-18.1,No precipitation,6,,,,
07.02.2020 14:00,-6.9,754.5,772.3,-0.7,39,Wind blowing from the west-northwest,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-6.5,,,2500 or more  or no clouds.,,,26.0,-18.5,No precipitation,12,,,,
07.02.2020 11:00,-9.3,755.2,773.1,,38,Wind blowing from the north-east,2,,6,no clouds, ,,,-16.9,-8.8,,,,,,23.0,-21.0,No precipitation,6,,,,
07.02.2020 08:00,-14.5,754.9,772.9,,54,Wind blowing from the west-northwest,2,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-8.8,,,,,,4.5,-21.8,No precipitation,12,,,,
07.02.2020 05:00,-15.7,754.0,772.0,,67,Wind blowing from the west-southwest,1,,7,, ,,,-21.5,-8.8,,,,,,8.0,-20.4,No precipitation,6,,,,
07.02.2020 02:00,-15.3,753.8,771.7,0.0,68,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-8.8,,,2500 or more  or no clouds.,,,9.0,-19.9,No precipitation,12,,,,
06.02.2020 23:00,-13.4,753.8,771.8,,60,Wind blowing from the west-southwest,2,,,, ,,,,-8.8,,,,,,8.0,-19.5,No precipitation,6,,,,
06.02.2020 20:00,-11.8,754.0,772.2,-0.1,53,Wind blowing from the south,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-8.8,,,,,,8.0,-19.5,No precipitation,12,,,,
06.02.2020 17:00,-10.6,754.1,772.3,,50,Wind blowing from the south-southeast,2,,,no clouds, ,,,-21.6,-8.8,,,,,,11.0,-19.0,No precipitation,6,,,,
