Local time in Langzhong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 20:00,10.8,732.6,767.5,0.7,59,Wind blowing from the south-southeast,1,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,15.3,,,2500 or more  or no clouds.,,,30.0,3.1,No precipitation,12,,,,
19.02.2020 17:00,12.9,731.9,766.6,,48,Wind blowing from the south-southeast,2,,,60%., ,,,,,,,1000-1500,,,30.0,2.2,,,,,,
19.02.2020 14:00,13.3,733.6,768.1,-2.5,44,Wind blowing from the south,2,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,13.5,,,1000-1500,,,30.0,1.3,No precipitation,12,,,,
19.02.2020 11:00,9.9,736.1,771.0,,63,Wind blowing from the west-northwest,1,,2,no clouds, ,,,4.0,12.1,,,,,,25.0,3.2,No precipitation,6,,,,
19.02.2020 08:00,4.2,735.7,770.8,0.9,92,Wind blowing from the west,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,12.1,,,,,,17.0,3.0,No precipitation,12,,,,
19.02.2020 05:00,5.6,734.8,769.6,,83,Wind blowing from the west,1,,,, ,,,,,,,,,,19.0,2.9,,,,,,
19.02.2020 02:00,7.2,735.7,770.5,,75,Wind blowing from the north,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,12.1,,,2500 or more  or no clouds.,,,20.0,3.1,No precipitation,12,,,,
18.02.2020 20:00,10.1,734.6,769.5,0.8,60,Wind blowing from the east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,12.1,,,2500 or more  or no clouds.,,,19.0,2.5,No precipitation,12,,,,
18.02.2020 17:00,11.9,733.8,768.5,,46,Wind blowing from the south,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,28.0,0.4,,,,,,
18.02.2020 14:00,11.5,735.1,769.9,-2.6,50,Wind blowing from the south-east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,15.4,,,2500 or more  or no clouds.,,,29.0,1.4,No precipitation,12,,,,
18.02.2020 11:00,8.5,737.7,772.6,,64,Wind blowing from the north-northeast,1,,,100%., ,,,7.1,,,,2500 or more  or no clouds.,,,29.0,1.9,No precipitation,6,,,,
18.02.2020 08:00,7.1,737.5,772.4,0.3,71,Wind blowing from the north,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,15.4,,,2500 or more  or no clouds.,,,30.0,2.2,No precipitation,12,,,,
18.02.2020 05:00,7.4,737.2,771.8,,73,Wind blowing from the north-east,1,,,, ,,,,,,,,,,30.0,2.9,,,,,,
18.02.2020 02:00,7.9,738.1,772.8,,69,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,15.4,,,2500 or more  or no clouds.,,,30.0,2.4,No precipitation,12,,,,
17.02.2020 20:00,11.4,738.3,773.5,0.5,43,Wind blowing from the south,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,15.4,,,2500 or more  or no clouds.,,,16.0,-0.7,No precipitation,12,,,,
17.02.2020 17:00,15.3,737.8,772.8,,27,Wind blowing from the south,1,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-3.6,,,,,,
17.02.2020 14:00,13.8,739.3,774.4,-2.4,33,Wind blowing from the south-southwest,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,14.0,,,2500 or more  or no clouds.,,,30.0,-2.2,No precipitation,12,,,,
17.02.2020 11:00,8.9,741.7,777.1,,49,Wind blowing from the north-east,1,,2,60%., ,,,2.0,14.0,,,2500 or more  or no clouds.,,,30.0,-1.2,No precipitation,6,,,,
17.02.2020 08:00,2.3,740.9,776.5,0.8,81,Wind blowing from the north,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,14.0,,,,,,30.0,-0.6,No precipitation,12,,,,
17.02.2020 05:00,2.8,740.1,775.3,,81,Wind blowing from the north,1,,,, ,,,,,,,,,,30.0,-0.1,,,,,,
17.02.2020 02:00,4.2,740.3,775.5,,71,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,14.0,,,2500 or more  or no clouds.,,,30.0,-0.6,No precipitation,12,,,,
16.02.2020 20:00,9.1,737.9,773.2,1.6,38,Wind blowing from the west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,14.0,,,,,,30.0,-4.5,No precipitation,12,,,,
16.02.2020 17:00,13.6,736.3,771.1,,22,Wind blowing from the east-southeast,1,,,no clouds, ,,,,,,,,,,30.0,-7.7,,,,,,
16.02.2020 14:00,12.4,737.5,772.3,-2.8,22,Wind blowing from the south-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,13.6,,,,,,30.0,-8.7,No precipitation,12,,,,
16.02.2020 11:00,9.0,740.3,775.5,,36,Wind blowing from the south-west,1,,3,no clouds, ,,,3.3,9.7,,,,,,30.0,-5.3,No precipitation,6,,,,
16.02.2020 08:00,3.3,740.0,775.5,0.2,69,Wind blowing from the north-east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,9.7,,,2500 or more  or no clouds.,,,30.0,-2.0,No precipitation,12,,,,
16.02.2020 05:00,5.4,739.8,775.0,,47,Wind blowing from the north,1,,,, ,,,,,,,,,,30.0,-5.0,,,,,,
16.02.2020 02:00,6.5,740.6,775.9,,32,Wind blowing from the west-southwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,10.9,,,2500 or more  or no clouds.,,,30.0,-9.0,No precipitation,12,,,,
15.02.2020 20:00,8.5,739.3,774.4,2.2,15,Wind blowing from the north-northwest,2,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,12.7,,,2500 or more  or no clouds.,,,30.0,-16.7,No precipitation,12,,,,
15.02.2020 17:00,9.1,737.1,772.0,,13,Wind blowing from the north,4,,,100%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-17.9,,,,,,
15.02.2020 14:00,9.3,737.3,772.1,-1.8,14,Wind blowing from the north-northwest,4,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,15.5,,,2500 or more  or no clouds.,,,30.0,-16.8,No precipitation,12,,,,
15.02.2020 11:00,7.3,739.1,774.0,,16,Wind blowing from the north,4,,11,100%., ,,,6.5,15.5,,,2500 or more  or no clouds.,,,30.0,-16.9,No precipitation,6,,,,
15.02.2020 08:00,6.8,736.5,771.3,2.8,18,Wind blowing from the north-northwest,4,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,15.5,,,2500 or more  or no clouds.,,,30.0,-15.9,No precipitation,12,,,,
15.02.2020 05:00,8.9,733.7,768.2,,19,Wind blowing from the north,4,,11,, ,,,8.9,15.5,,,,,,30.0,-13.5,No precipitation,6,,,,
15.02.2020 02:00,10.9,732.6,766.8,,21,Wind blowing from the north,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,15.5,,,2500 or more  or no clouds.,,,30.0,-10.6,No precipitation,12,,,,
14.02.2020 20:00,12.4,729.1,763.5,3.1,26,Wind blowing from the north-northwest,3,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,15.5,,,2500 or more  or no clouds.,,,30.0,-6.6,No precipitation,12,,,,
14.02.2020 17:00,13.7,726.0,760.0,,25,Wind blowing from the north-northwest,4,,10,100%., ,,,9.1,15.6,,,2500 or more  or no clouds.,,,30.0,-6.0,No precipitation,6,,,,
14.02.2020 14:00,15.1,724.9,758.8,-0.5,23,Wind blowing from the north-northwest,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,15.6,,,2500 or more  or no clouds.,,,30.0,-5.9,No precipitation,12,,,,
14.02.2020 11:00,14.0,725.4,759.4,,37,Wind blowing from the north,3,,7,100%., ,,,9.1,15.6,,,2500 or more  or no clouds.,,,26.0,-0.4,No precipitation,6,,,,
14.02.2020 08:00,9.4,723.6,757.7,0.8,82,Wind blowing from the north,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,,,,2500 or more  or no clouds.,,,17.0,6.5,No precipitation,12,,,,
14.02.2020 05:00,10.4,722.8,756.6,,82,Wind blowing from the north-west,1,,,, ,,,,,,,,,,16.0,7.5,,,,,,
14.02.2020 02:00,10.2,724.6,758.5,,86,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,15.6,,,2500 or more  or no clouds.,,,12.0,8.0,No precipitation,12,,,,
13.02.2020 20:00,11.4,724.1,758.2,0.8,81,Wind blowing from the west-northwest,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,15.6,,,2500 or more  or no clouds.,,,14.0,8.3,No precipitation,12,,,,
13.02.2020 17:00,15.5,723.3,757.1,,57,Wind blowing from the north,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,20.0,7.0,,,,,,
13.02.2020 14:00,14.7,724.6,758.5,-2.4,61,Wind blowing from the north-east,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,16.8,,,2500 or more  or no clouds.,,,16.0,7.3,No precipitation,12,,,,
13.02.2020 11:00,11.2,727.0,761.2,,79,Wind blowing from the north,1,,4,100%., ,,,9.5,,,,2500 or more  or no clouds.,,,13.0,7.7,No precipitation,6,,,,
13.02.2020 08:00,10.0,726.4,760.6,0.3,88,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,16.8,,,2500 or more  or no clouds.,,,12.0,8.1,No precipitation,12,,,,
13.02.2020 05:00,9.5,726.1,760.1,,89,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,13.0,7.8,,,,,,
13.02.2020 02:00,10.3,727.6,761.5,,87,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,16.8,,,2500 or more  or no clouds.,,,12.0,8.2,No precipitation,12,,,,
12.02.2020 20:00,13.4,727.5,761.8,0.8,69,Wind blowing from the east-northeast,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,16.8,,,2500 or more  or no clouds.,,,18.0,7.8,No precipitation,12,,,,
12.02.2020 17:00,16.0,726.7,760.9,,55,Wind blowing from the west-northwest,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,25.0,7.0,,,,,,
12.02.2020 14:00,15.3,728.4,762.6,-2.1,56,Wind blowing from the north,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,16.7,,,2500 or more  or no clouds.,,,21.0,6.6,No precipitation,12,,,,
12.02.2020 11:00,11.0,730.5,765.0,,77,Wind blowing from the north,1,,2,100%., ,,,6.2,16.7,,,2500 or more  or no clouds.,,,19.0,7.1,No precipitation,6,,,,
12.02.2020 08:00,6.9,730.4,765.0,0.4,96,Wind blowing from the west-northwest,1,,2,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,16.7,,,2500 or more  or no clouds.,,,12.0,6.3,No precipitation,12,,,,
12.02.2020 05:00,6.7,730.0,764.3,,95,Wind blowing from the north,1,,,, ,,,,,,,,,,12.0,6.0,,,,,,
12.02.2020 02:00,7.2,731.2,765.5,,94,Wind blowing from the west-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,16.7,,,2500 or more  or no clouds.,,,13.0,6.3,No precipitation,12,,,,
11.02.2020 20:00,12.2,730.3,764.8,1.2,72,Wind blowing from the west-northwest,0,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,16.7,,,2500 or more  or no clouds.,,,13.0,7.3,No precipitation,12,,,,
11.02.2020 17:00,15.3,729.1,763.3,,54,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,26.0,6.1,,,,,,
11.02.2020 14:00,15.8,729.9,764.2,-2.0,54,Wind blowing from the east-northeast,2,,3,20–30%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,16.3,,,1000-1500,,,24.0,6.5,No precipitation,12,,,,
11.02.2020 11:00,9.2,731.9,766.6,,94,Wind blowing from the south-east,1,,2,20–30%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,13.2,,,2500 or more  or no clouds.,,,7.0,8.3,No precipitation,6,,,,
11.02.2020 08:00,5.8,730.8,765.5,0.5,99,Wind blowing from the north,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,13.2,,,2500 or more  or no clouds.,,,0.6,5.7,No precipitation,12,,,,
11.02.2020 05:00,6.5,730.3,764.8,,97,Wind blowing from the north-east,1,,,, ,,,,,,,,,,7.0,6.1,,,,,,
11.02.2020 02:00,7.3,730.9,765.5,,95,Wind blowing from the west-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,13.2,,,2500 or more  or no clouds.,,,11.0,6.6,No precipitation,12,,,,
10.02.2020 20:00,11.0,730.6,765.1,1.0,78,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,13.2,,,2500 or more  or no clouds.,,,17.0,7.3,No precipitation,12,,,,
10.02.2020 17:00,13.1,729.6,763.9,,66,Wind blowing from the south-southeast,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,20.0,6.9,,,,,,
10.02.2020 14:00,12.1,730.6,765.1,-2.6,72,Wind blowing from the south-east,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,16.3,,,2500 or more  or no clouds.,,,18.0,7.2,No precipitation,12,,,,
10.02.2020 11:00,10.0,733.2,767.8,,81,Wind blowing from the north-east,1,,,, ,,,8.4,,,,,,,20.0,6.9,No precipitation,6,,,,
10.02.2020 08:00,8.6,732.7,767.3,0.0,86,Wind blowing from the north-northeast,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,16.3,,,2500 or more  or no clouds.,,,22.0,6.4,No precipitation,12,,,,
10.02.2020 05:00,8.5,732.7,767.0,,88,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,21.0,6.6,,,,,,
10.02.2020 02:00,9.5,734.2,768.5,,82,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,16.3,,,2500 or more  or no clouds.,,,23.0,6.6,No precipitation,12,,,,
09.02.2020 20:00,11.6,734.8,769.7,0.0,66,Wind blowing from the north,0,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,16.3,,,2500 or more  or no clouds.,,,30.0,5.5,No precipitation,12,,,,
09.02.2020 17:00,15.1,734.8,769.3,,45,Wind blowing from the south-southeast,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,28.0,3.3,,,,,,
09.02.2020 14:00,15.9,736.9,771.5,-3.3,51,Wind blowing from the south,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,15.9,,,2500 or more  or no clouds.,,,29.0,5.8,No precipitation,12,,,,
09.02.2020 11:00,10.4,740.2,775.3,,70,Wind blowing from the north,1,,3,50%., ,,,5.3,13.7,,,2500 or more  or no clouds.,,,25.0,5.2,No precipitation,6,,,,
09.02.2020 08:00,5.6,739.5,774.7,0.2,96,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,13.7,,,2500 or more  or no clouds.,,,14.0,5.0,No precipitation,12,,,,
09.02.2020 05:00,6.4,739.3,774.2,,93,Wind blowing from the north-west,1,,,, ,,,,,,,,,,17.0,5.4,,,,,,
09.02.2020 02:00,6.5,740.0,775.0,,93,Wind blowing from the north-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,13.7,,,2500 or more  or no clouds.,,,18.0,5.5,No precipitation,12,,,,
08.02.2020 20:00,10.6,738.4,773.4,1.5,77,Wind blowing from the north,0,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,13.7,,,2500 or more  or no clouds.,,,30.0,6.6,Trace of precipitation,12,,,,
08.02.2020 17:00,13.3,736.9,771.7,,55,Wind blowing from the south,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,13.7,,,2500 or more  or no clouds.,,,30.0,4.5,No precipitation,6,,,,
08.02.2020 14:00,12.4,737.5,772.3,-1.8,59,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,13.0,,,2500 or more  or no clouds.,,,30.0,4.6,Trace of precipitation,12,,,,
08.02.2020 11:00,9.1,739.3,774.3,,78,Wind blowing from the north-northwest,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,,,,2500 or more  or no clouds.,,,20.0,5.5,No precipitation,6,,,,
08.02.2020 08:00,8.1,737.7,772.6,1.2,85,Wind blowing from the north-east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,13.0,,,2500 or more  or no clouds.,,,25.0,5.7,No precipitation,12,,,,
08.02.2020 05:00,8.3,736.5,771.2,,82,Wind blowing from the north-east,1,,,, ,,,,,,,,,,26.0,5.4,,,,,,
08.02.2020 02:00,9.3,737.2,772.0,,79,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,13.0,,,2500 or more  or no clouds.,,,26.0,5.8,No precipitation,12,,,,
07.02.2020 20:00,10.7,735.9,770.8,1.5,67,Wind blowing from the north-west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,13.0,,,2500 or more  or no clouds.,,,30.0,4.8,No precipitation,12,,,,
07.02.2020 17:00,12.3,734.4,769.1,,56,Wind blowing from the north-west,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,30.0,3.8,,,,,,
07.02.2020 14:00,12.3,734.8,769.6,-1.7,58,Wind blowing from the west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,13.7,,,2500 or more  or no clouds.,,,30.0,4.3,No precipitation,12,,,,
07.02.2020 11:00,10.4,736.5,771.4,,61,Wind blowing from the north-northeast,2,,3,100%., ,,,5.7,13.7,,,2500 or more  or no clouds.,,,30.0,3.2,No precipitation,6,,,,
07.02.2020 08:00,7.1,735.3,770.2,1.1,87,Wind blowing from the north-northeast,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,13.7,,,2500 or more  or no clouds.,,,30.0,5.1,No precipitation,12,,,,
07.02.2020 05:00,6.8,734.2,768.9,,89,Wind blowing from the north,1,,,, ,,,,,,,,,,29.0,5.1,,,,,,
07.02.2020 02:00,6.4,735.0,769.8,,93,Wind blowing from the south-southwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,13.7,,,2500 or more  or no clouds.,,,28.0,5.4,No precipitation,12,,,,
06.02.2020 20:00,9.4,733.6,768.4,2.1,72,Wind blowing from the east-southeast,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,13.7,,,2500 or more  or no clouds.,,,30.0,4.6,Trace of precipitation,12,,,,
06.02.2020 17:00,13.4,731.5,766.0,,56,Wind blowing from the south-east,2,,,, ,,,,,,,,,,30.0,4.6,,,,,,
06.02.2020 14:00,11.9,731.6,766.1,-1.6,64,Wind blowing from the south-east,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,13.5,,,1500-2000,,,30.0,5.3,Trace of precipitation,12,,,,
06.02.2020 11:00,10.6,733.2,767.8,,66,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,13.5,,,,,,29.0,4.5,No precipitation,6,,,,
06.02.2020 08:00,8.5,732.0,766.6,1.0,84,Wind blowing from the north-northwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,13.5,,,2500 or more  or no clouds.,,,24.0,6.0,0.2,12,,,,
06.02.2020 05:00,8.7,731.0,765.4,,83,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,23.0,6.0,,,,,,
06.02.2020 02:00,8.8,731.2,765.7,,87,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,13.5,,,2500 or more  or no clouds.,,,21.0,6.8,0.2,12,,,,
05.02.2020 20:00,10.8,730.0,764.6,1.9,71,Wind blowing from the east,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,13.5,,,2500 or more  or no clouds.,,,22.0,5.8,Trace of precipitation,12,,,,
05.02.2020 17:00,12.8,728.1,762.4,,59,Wind blowing from the south-east,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,13.5,,,2500 or more  or no clouds.,,,30.0,4.8,No precipitation,6,,,,
05.02.2020 14:00,11.8,729.1,763.4,-2.5,65,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,12.4,,,2500 or more  or no clouds.,,,22.0,5.4,No precipitation,12,,,,
05.02.2020 11:00,10.1,731.6,766.2,,78,Wind blowing from the north-west,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,19.0,6.4,,,,,,
05.02.2020 08:00,7.7,731.7,766.3,-0.1,92,Wind blowing from the north-west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,12.4,,,2500 or more  or no clouds.,,,16.0,6.5,No precipitation,12,,,,
05.02.2020 05:00,8.2,731.8,766.3,,90,Wind blowing from the north-west,1,,,, ,,,,,,,,,,16.0,6.7,,,,,,
05.02.2020 02:00,9.0,733.3,767.9,,88,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,12.4,,,2500 or more  or no clouds.,,,18.0,7.1,No precipitation,12,,,,
04.02.2020 20:00,10.4,733.0,767.8,1.1,80,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,12.4,,,2500 or more  or no clouds.,,,25.0,7.1,No precipitation,12,,,,
