Local time in Mudanjiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 20:00,-5.1,741.9,771.6,1.4,67,Wind blowing from the north-west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,0.6,,,2500 or more  or no clouds.,,,14.0,-10.3,No precipitation,12,,,,
19.02.2020 17:00,-3.4,740.5,770.1,,66,Wind blowing from the west,3,,8,no clouds, ,,,-11.1,0.6,,,,,,30.0,-9.0,No precipitation,6,,,,
19.02.2020 14:00,0.2,739.7,769.0,-0.8,46,Wind blowing from the west-southwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,0.6,,,,,,30.0,-10.3,No precipitation,12,,,,
19.02.2020 11:00,-2.2,740.5,769.9,,51,Wind blowing from the west,3,,,no clouds, ,,,,,,,,,,30.0,-11.2,,,,,,
19.02.2020 08:00,-8.9,740.5,770.2,1.0,73,Wind blowing from the south,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-4.5,,,,,,8.0,-12.9,No precipitation,12,,,,
19.02.2020 05:00,-8.7,739.5,769.0,,73,Wind blowing from the south,1,,11,, ,,,,-4.5,,,,,,30.0,-12.7,No precipitation,6,,,,
19.02.2020 02:00,-7.3,738.7,768.3,0.6,64,Wind blowing from the south-west,4,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-4.5,,,2500 or more  or no clouds.,,,30.0,-13.1,No precipitation,12,,,,
18.02.2020 23:00,-6.4,738.1,767.8,,59,Wind blowing from the west-southwest,8,,,, ,,,,-4.5,,,,,,30.0,-13.1,No precipitation,6,,,,
18.02.2020 20:00,-5.2,737.6,767.4,1.6,56,Wind blowing from the west,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-4.5,,,1500-2000,,,30.0,-12.8,No precipitation,12,,,,
18.02.2020 17:00,-5.0,736.0,766.0,,44,Wind blowing from the south-west,4,,9,70 – 80%., ,,,-17.9,-4.5,,,1500-2000,,,30.0,-15.6,No precipitation,6,,,,
18.02.2020 14:00,-6.4,735.7,765.6,-1.5,47,Wind blowing from the south-west,5,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-5.8,,,1000-1500,,,30.0,-15.9,No precipitation,12,,,,
18.02.2020 11:00,-8.4,737.2,767.1,,45,Wind blowing from the west-southwest,6,,9,40%., ,,,-17.9,-7.4,,,1000-1500,,,27.0,-18.2,No precipitation,6,,,,
18.02.2020 08:00,-13.3,737.8,768.0,0.9,58,Wind blowing from the south,1,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-7.4,,,2500 or more  or no clouds.,,,28.0,-19.8,No precipitation,12,,,,
18.02.2020 05:00,-17.0,736.9,767.1,,68,Wind blowing from the south,2,,10,, ,,,-17.7,-7.4,,,,,,30.0,-21.5,No precipitation,6,,,,
18.02.2020 02:00,-15.6,736.4,766.4,1.0,60,Wind blowing from the south,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-7.4,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,12,,,,
17.02.2020 23:00,-13.3,735.4,765.4,,60,Wind blowing from the west,6,,,, ,,,-14.1,-7.4,,,,,,30.0,-19.4,No precipitation,6,,,,
17.02.2020 20:00,-11.3,734.7,764.7,1.2,54,Wind blowing from the west,4,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-7.4,,,2500 or more  or no clouds.,,,21.0,-18.8,0.1,12,,,,
17.02.2020 17:00,-8.8,733.5,763.3,,41,Wind blowing from the west-northwest,6,,10,100%., ,,,-14.1,-7.4,,,2500 or more  or no clouds.,,,30.0,-19.7,No precipitation,6,,,,
17.02.2020 14:00,-7.8,732.7,762.4,-0.6,48,Wind blowing from the west,3,,10,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-7.8,,,2500 or more  or no clouds.,,,30.0,-17.1,0.3,12,,,,
17.02.2020 11:00,-10.8,733.3,763.2,,72,Wind blowing from the west-northwest,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-9.1,,,2500 or more  or no clouds.,,,6.0,-14.9,0.1,6,,,,
17.02.2020 08:00,-12.9,734.1,764.1,-0.1,71,Wind blowing from the north,3,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,,,,1500-2000,,,8.0,-17.1,0.4,12,,,,
17.02.2020 05:00,-13.8,734.2,764.3,,79,Wind blowing from the north,1,,10,,Intermittent fall of snowflakes  slight at time of observation. ,,,-14.1,-9.1,,,,,,17.0,-16.7,0.2,6,,,,
17.02.2020 02:00,-14.1,734.7,764.7,-0.5,78,Wind blowing from the north,4,,12,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-9.1,,,2500 or more  or no clouds.,,,7.0,-17.1,0.5,12,,,,
16.02.2020 23:00,-13.7,735.2,765.2,,70,Wind blowing from the north-northeast,4,,,, ,,,-13.7,-9.1,,,,,,30.0,-18.0,0.4,6,,,,
16.02.2020 20:00,-12.4,735.8,765.9,0.0,74,Wind blowing from the north-northeast,4,,12,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-9.1,,,1500-2000,,,7.0,-16.1,0.3,12,,,,
16.02.2020 17:00,-11.8,735.8,765.8,,70,Wind blowing from the north-northeast,5,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-7.6,,,1500-2000,,,17.0,-16.2,0.1,6,,,,
16.02.2020 14:00,-10.8,734.5,764.4,-1.1,63,Wind blowing from the north,9,,12,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-6.4,,,1500-2000,,,17.0,-16.5,Trace of precipitation,12,,,,
16.02.2020 11:00,-9.9,735.6,765.4,,49,Wind blowing from the north,5,,9,90  or more  but not 100%, ,,,-13.0,-6.4,,,,,,30.0,-18.6,No precipitation,6,,,,
16.02.2020 08:00,-12.8,737.0,767.0,0.1,62,Wind blowing from the north,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-6.4,,,2500 or more  or no clouds.,,,30.0,-18.7,No precipitation,12,,,,
16.02.2020 05:00,-11.7,736.9,766.7,,52,Wind blowing from the north-northeast,5,,8,, ,,,-16.2,-6.4,,,,,,30.0,-19.6,No precipitation,6,,,,
16.02.2020 02:00,-11.4,738.0,767.8,-1.0,56,Wind blowing from the north-northeast,4,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-6.4,,,2500 or more  or no clouds.,,,30.0,-18.6,No precipitation,12,,,,
15.02.2020 23:00,-11.2,739.0,768.8,,64,Wind blowing from the north-northwest,3,,,, ,,,-16.2,-6.4,,,,,,23.0,-16.8,No precipitation,6,,,,
15.02.2020 20:00,-9.6,739.6,769.8,-0.1,55,Wind blowing from the north,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-6.4,,,1500-2000,,,10.0,-17.0,No precipitation,12,,,,
15.02.2020 17:00,-7.6,739.7,769.8,,41,Wind blowing from the south-west,1,,4,100%., ,,,-16.2,-6.4,,,1500-2000,,,30.0,-18.6,No precipitation,6,,,,
15.02.2020 14:00,-7.1,741.0,771.1,-2.0,40,Wind blowing from the north-west,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-0.6,,,1500-2000,,,30.0,-18.4,No precipitation,12,,,,
15.02.2020 11:00,-8.1,743.0,773.1,,50,Wind blowing from the north-west,2,,5,90  or more  but not 100%, ,,,-16.2,-0.5,,,,,,30.0,-16.7,No precipitation,6,,,,
15.02.2020 08:00,-14.3,744.1,774.4,-0.3,70,Wind blowing from the east,1,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,,,,2500 or more  or no clouds.,,,6.0,-18.6,No precipitation,12,,,,
15.02.2020 05:00,-15.1,744.4,774.7,,74,Wind blowing from the south-southeast,1,,10,, ,,,-15.1,-0.5,,,,,,30.0,-18.8,No precipitation,6,,,,
15.02.2020 02:00,-14.0,745.0,774.9,0.6,76,Wind blowing from the east-southeast,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-0.5,,,2500 or more  or no clouds.,,,30.0,-17.3,No precipitation,12,,,,
14.02.2020 23:00,-11.7,744.4,774.3,,70,Wind blowing from the south-east,1,,,, ,,,-11.7,1.3,,,,,,30.0,-16.2,No precipitation,6,,,,
14.02.2020 20:00,-9.5,744.1,773.9,1.8,64,Wind blowing from the east-northeast,1,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,2.0,,,2500 or more  or no clouds.,,,30.0,-15.2,No precipitation,12,,,,
14.02.2020 17:00,-6.9,742.3,771.8,,64,Wind blowing from the west,5,,9,90  or more  but not 100%, ,,,-6.9,2.5,,,,,,30.0,-12.6,No precipitation,6,,,,
14.02.2020 14:00,-0.6,741.4,770.3,0.3,51,Wind blowing from the west,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,4.6,,,2500 or more  or no clouds.,,,30.0,-9.5,No precipitation,12,,,,
14.02.2020 11:00,-3.0,741.1,770.1,,61,Wind blowing from the west,4,,11,70 – 80%., ,,,-4.7,4.6,,,1500-2000,,,30.0,-9.5,No precipitation,6,,,,
14.02.2020 08:00,-4.2,741.3,770.3,2.0,75,Wind blowing from the west,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,4.6,,,2500 or more  or no clouds.,,,30.0,-8.1,No precipitation,12,,,,
14.02.2020 05:00,-3.5,739.3,768.1,,79,Wind blowing from the west,5,,11,, ,,,-7.7,4.6,,,,,,30.0,-6.6,No precipitation,6,,,,
14.02.2020 02:00,-0.7,737.2,765.8,2.8,74,Wind blowing from the north-west,6,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,4.6,,,2500 or more  or no clouds.,,,30.0,-4.9,No precipitation,12,,,,
13.02.2020 23:00,0.7,734.4,763.0,,84,Wind blowing from the west-northwest,2,,,,Mist. ,,,-7.7,4.6,,,,,,4.2,-1.7,No precipitation,6,,,,
13.02.2020 20:00,2.0,733.4,762.3,1.3,77,Wind blowing from the north-west,1,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,4.6,,,2500 or more  or no clouds.,,,4.8,-1.6,No precipitation,12,,,,
13.02.2020 17:00,2.5,732.1,760.9,,74,Wind blowing from the west-northwest,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,6.1,,,,,,5.0,-1.7,No precipitation,6,,,,
13.02.2020 14:00,4.5,731.7,760.1,-1.1,65,Wind blowing from the west,2,,5,90  or more  but not 100%,Haze. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,7.7,,,2500 or more  or no clouds.,,,7.0,-1.5,No precipitation,12,,,,
13.02.2020 11:00,-1.3,732.8,761.5,,89,Wind blowing from the west-northwest,2,,4,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,7.7,,,,,,3.7,-2.9,No precipitation,6,,,,
13.02.2020 08:00,-6.7,733.3,762.3,1.1,94,Wind blowing from the west-northwest,1,,5,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,7.7,,,2500 or more  or no clouds.,,,0.1,-7.5,No precipitation,12,,,,
13.02.2020 05:00,-5.7,732.2,760.7,,92,Wind blowing from the west-northwest,1,,5,,Mist. ,,,-5.7,7.7,,,,,,2.5,-6.8,No precipitation,6,,,,
13.02.2020 02:00,-2.9,732.9,761.2,0.2,93,Wind blowing from the south-southeast,2,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,7.7,,,2500 or more  or no clouds.,,,5.0,-3.9,No precipitation,12,,,,
12.02.2020 23:00,-0.6,732.7,760.9,,82,Wind blowing from the south-east,3,,,, ,,,-1.1,7.7,,,,,,10.0,-3.3,No precipitation,6,,,,
12.02.2020 20:00,0.7,733.0,761.4,0.7,77,Wind blowing from the south-east,2,,19,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,7.7,,,2500 or more  or no clouds.,,,12.0,-3.0,No precipitation,12,,,,
12.02.2020 17:00,6.2,732.3,760.3,,56,Wind blowing from the south-west,3,,20,90  or more  but not 100%, ,,,,7.7,,,,,,15.0,-1.9,No precipitation,6,,,,
12.02.2020 14:00,7.5,731.8,759.7,-0.7,51,Wind blowing from the south-west,7,,20,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.5,,,2500 or more  or no clouds.,,,17.0,-2.2,No precipitation,12,,,,
12.02.2020 11:00,6.0,732.5,760.6,,52,Wind blowing from the south-west,9,,20,, ,,,,6.0,,,,,,18.0,-3.1,No precipitation,6,,,,
12.02.2020 08:00,3.9,731.8,760.3,0.5,54,Wind blowing from the south-west,14,,20,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.1,,,2500 or more  or no clouds.,,,20.0,-4.6,No precipitation,12,,,,
12.02.2020 05:00,3.8,731.3,759.8,,53,Wind blowing from the south-west,14,,19,, ,,,,5.1,,,,,,21.0,-5.1,No precipitation,6,,,,
12.02.2020 02:00,4.7,731.8,760.3,-0.7,49,Wind blowing from the south-west,13,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.1,,,2500 or more  or no clouds.,,,25.0,-5.1,No precipitation,12,,,,
11.02.2020 23:00,3.8,732.5,761.4,,46,Wind blowing from the south-west,7,,,, ,,,,4.0,,,,,,30.0,-6.8,No precipitation,6,,,,
11.02.2020 20:00,-3.7,733.3,763.0,-0.9,54,Wind blowing from the south,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-0.7,,,2500 or more  or no clouds.,,,12.0,-11.7,No precipitation,12,,,,
11.02.2020 17:00,-4.1,734.2,764.1,,59,Wind blowing from the north-northeast,1,,4,90  or more  but not 100%, ,,,-19.6,-2.8,,,,,,12.0,-11.1,No precipitation,6,,,,
11.02.2020 14:00,-3.6,735.2,765.1,-2.6,53,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-3.6,,,2500 or more  or no clouds.,,,15.0,-11.8,No precipitation,12,,,,
11.02.2020 11:00,-10.2,737.8,768.0,,72,Wind blowing from the north-west,2,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-5.8,,,,,,6.0,-14.4,No precipitation,6,,,,
11.02.2020 08:00,-17.1,739.0,769.5,-0.3,84,Wind blowing from the north-northeast,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-5.8,,,2500 or more  or no clouds.,,,7.0,-19.2,No precipitation,12,,,,
11.02.2020 05:00,-19.0,739.3,769.8,,83,Wind blowing from the west-northwest,1,,4,, ,,,-19.0,-5.8,,,,,,14.0,-21.2,No precipitation,6,,,,
11.02.2020 02:00,-17.7,740.0,770.2,-0.5,85,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-5.8,,,2500 or more  or no clouds.,,,12.0,-19.6,No precipitation,12,,,,
10.02.2020 23:00,-15.8,740.5,770.8,,85,Wind blowing from the east,0,,,, ,,,-16.1,-5.8,,,,,,12.0,-17.7,No precipitation,6,,,,
10.02.2020 20:00,-13.0,740.2,770.6,0.6,79,Wind blowing from the east-southeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-5.8,,,2500 or more  or no clouds.,,,16.0,-15.9,Trace of precipitation,12,,,,
10.02.2020 17:00,-9.9,739.6,769.8,,67,Wind blowing from the north-east,1,,,90  or more  but not 100%, ,,,-15.3,-5.8,,,,,,8.0,-14.9,No precipitation,6,,,,
10.02.2020 14:00,-6.3,739.3,769.2,-0.2,55,Wind blowing from the west,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-6.1,,,2500 or more  or no clouds.,,,17.0,-13.9,Trace of precipitation,12,,,,
10.02.2020 11:00,-9.9,739.5,769.6,,69,Wind blowing from the north-west,1,,,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-8.9,,,1500-2000,,,15.0,-14.5,Trace of precipitation,6,,,,
10.02.2020 08:00,-14.4,738.8,769.0,1.7,84,Wind blowing from the west,1,,2,90  or more  but not 100%,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-8.9,,,2500 or more  or no clouds.,,,2.8,-16.5,0.3,12,,,,
10.02.2020 05:00,-14.9,737.1,767.2,,86,Wind blowing from the west-southwest,1,,2,,Snow not falling as shower(s). ,,,-21.5,-8.9,,,,,,10.0,-16.7,0.2,6,,,,
10.02.2020 02:00,-13.8,735.5,765.5,0.7,87,Wind blowing from the east-southeast,0,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-8.9,,,2500 or more  or no clouds.,,,7.0,-15.5,2.0,12,,,,
09.02.2020 23:00,-12.0,734.8,764.9,,87,Wind blowing from the west,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-8.9,,,,,,4.0,-13.7,2.0,6,,,,
09.02.2020 20:00,-10.6,733.9,764.2,0.0,88,Wind blowing from the west-northwest,1,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-8.9,,,1500-2000,,,3.3,-12.2,2.0,12,,,,
09.02.2020 17:00,-10.3,733.9,764.4,,80,Wind blowing from the south,1,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-8.9,,,1500-2000,,,2.1,-13.1,0.4,6,,,,
09.02.2020 14:00,-9.4,734.0,764.3,-2.9,48,Wind blowing from the west-northwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-9.4,,,1500-2000,,,25.0,-18.4,No precipitation,12,,,,
09.02.2020 11:00,-13.1,736.9,767.5,,51,Wind blowing from the north-northwest,3,,5,70 – 80%., ,,,-22.3,-10.2,,,2500 or more  or no clouds.,,,18.0,-21.3,No precipitation,6,,,,
09.02.2020 08:00,-18.9,738.7,769.4,-0.9,63,Wind blowing from the east-northeast,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-10.2,,,,,,2.7,-24.2,No precipitation,12,,,,
09.02.2020 05:00,-21.5,739.6,770.5,,67,Calm  no wind,0,,,, ,,,-22.3,-10.2,,,,,,30.0,-26.0,No precipitation,6,,,,
09.02.2020 02:00,-20.9,741.5,772.2,-1.0,62,Wind blowing from the east-southeast,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-10.2,,,2500 or more  or no clouds.,,,30.0,-26.3,No precipitation,12,,,,
08.02.2020 23:00,-20.3,742.5,773.3,,59,Wind blowing from the east-southeast,1,,,, ,,,-21.6,-10.2,,,,,,27.0,-26.2,No precipitation,6,,,,
08.02.2020 20:00,-15.5,743.4,774.4,0.3,46,Wind blowing from the west,0,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-10.2,,,,,,21.0,-24.5,No precipitation,12,,,,
08.02.2020 17:00,-13.5,743.1,773.8,,44,Wind blowing from the west,5,,12,no clouds, ,,,-21.6,-9.4,,,,,,30.0,-23.2,No precipitation,6,,,,
08.02.2020 14:00,-10.3,742.2,772.6,-1.1,40,Wind blowing from the west,7,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-7.0,,,,,,30.0,-21.3,No precipitation,12,,,,
08.02.2020 11:00,-12.7,743.3,773.8,,46,Wind blowing from the west-southwest,4,,,no clouds, ,,,,,,,,,,17.0,-21.9,,,,,,
08.02.2020 08:00,-20.0,743.3,774.2,1.0,74,Wind blowing from the east,1,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.6,-6.9,,,,,,4.5,-23.4,No precipitation,12,,,,
08.02.2020 05:00,-18.1,742.3,772.8,,70,Wind blowing from the west-southwest,1,,7,, ,,,-23.0,-6.9,,,,,,10.0,-22.2,No precipitation,6,,,,
08.02.2020 02:00,-15.0,741.4,771.5,0.9,62,Wind blowing from the west-southwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,-6.9,,,2500 or more  or no clouds.,,,11.0,-20.7,No precipitation,12,,,,
07.02.2020 23:00,-13.9,740.5,770.8,,57,Wind blowing from the east-southeast,2,,,, ,,,-23.0,-6.9,,,,,,16.0,-20.6,No precipitation,6,,,,
07.02.2020 20:00,-13.8,739.6,770.5,1.0,62,Wind blowing from the south,1,,7,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,-6.9,,,2500 or more  or no clouds.,,,5.0,-19.5,No precipitation,12,,,,
07.02.2020 17:00,-9.4,738.6,769.2,,48,Wind blowing from the west,3,,7,70 – 80%., ,,,-23.0,-6.9,,,2500 or more  or no clouds.,,,21.0,-18.6,No precipitation,6,,,,
07.02.2020 14:00,-7.1,738.5,768.9,-1.4,40,Wind blowing from the west,3,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,-6.9,,,2500 or more  or no clouds.,,,25.0,-18.4,No precipitation,12,,,,
07.02.2020 11:00,-11.6,739.9,770.5,,47,Wind blowing from the north,0,,3,no clouds, ,,,-23.0,-10.6,,,,,,13.0,-20.7,No precipitation,6,,,,
07.02.2020 08:00,-20.8,740.7,771.7,0.5,68,Wind blowing from the east,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,,,,,,,3.6,-25.2,No precipitation,12,,,,
07.02.2020 05:00,-22.0,740.2,771.1,,73,Wind blowing from the east-southeast,2,,4,, ,,,-24.2,-10.6,,,,,,16.0,-25.5,No precipitation,6,,,,
07.02.2020 02:00,-20.5,740.3,771.1,-0.9,70,Wind blowing from the north-northwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-10.6,,,2500 or more  or no clouds.,,,17.0,-24.5,No precipitation,12,,,,
06.02.2020 23:00,-19.8,741.2,772.2,,68,Wind blowing from the north-northwest,2,,,, ,,,-25.1,-10.6,,,,,,8.0,-24.2,No precipitation,6,,,,
06.02.2020 20:00,-17.4,741.7,772.9,-1.2,56,Wind blowing from the east,1,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,-10.6,,,2500 or more  or no clouds.,,,30.0,-24.1,No precipitation,12,,,,
