Local time in Shaoguan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 05:00,4.5,762.0,773.3,,92,Wind blowing from the south-southeast,2,,7,, ,,,4.2,15.3,,,,,,30.0,3.3,No precipitation,6,,,,
18.02.2020 02:00,4.4,762.4,773.8,0.2,95,Wind blowing from the south-southeast,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,15.3,,,2500 or more  or no clouds.,,,30.0,3.6,No precipitation,12,,,,
17.02.2020 23:00,6.5,762.2,773.6,,83,Wind blowing from the south-southeast,2,,10,, ,,,4.1,15.3,,,,,,30.0,3.8,No precipitation,6,,,,
17.02.2020 20:00,10.3,761.2,772.6,,57,Wind blowing from the south-east,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,15.3,,,,,,30.0,2.1,No precipitation,12,,,,
17.02.2020 17:00,14.9,759.7,771.0,,33,Wind blowing from the north-northeast,3,,10,no clouds, ,,,4.1,15.3,,,,,,30.0,-1.2,No precipitation,6,,,,
17.02.2020 14:00,13.3,761.2,772.5,-2.4,42,Wind blowing from the north,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,13.5,,,,,,30.0,0.6,No precipitation,12,,,,
17.02.2020 11:00,9.9,763.6,775.0,,50,Wind blowing from the north,5,,9,20–30%., ,,,4.1,10.0,,,2500 or more  or no clouds.,,,30.0,0.0,No precipitation,6,,,,
17.02.2020 08:00,5.1,763.3,774.8,,85,Wind blowing from the east-northeast,1,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,8.1,,,2500 or more  or no clouds.,,,30.0,2.7,No precipitation,12,,,,
17.02.2020 05:00,4.2,761.9,773.4,,90,Wind blowing from the north-northeast,2,,9,, ,,,4.1,8.1,,,,,,30.0,2.7,No precipitation,6,,,,
17.02.2020 02:00,5.1,761.6,773.1,-0.3,84,Wind blowing from the north,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,8.1,,,2500 or more  or no clouds.,,,30.0,2.6,No precipitation,12,,,,
16.02.2020 23:00,6.1,761.9,773.4,,81,Wind blowing from the north,3,,9,, ,,,4.1,8.1,,,,,,30.0,3.0,No precipitation,6,,,,
16.02.2020 20:00,6.8,760.9,772.3,1.8,79,Wind blowing from the north,4,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,9.1,,,1000-1500,,,30.0,3.4,1.0,12,,,,
16.02.2020 17:00,7.8,759.1,770.5,,76,Wind blowing from the north-northeast,4,,12,100%., ,,,4.1,10.8,,,600-1000,,,30.0,3.8,No precipitation,6,,,,
16.02.2020 14:00,7.3,759.2,770.6,-2.3,75,Wind blowing from the north,3,,13,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,,,,600-1000,,,30.0,3.1,1.0,12,,,,
16.02.2020 11:00,4.9,761.5,772.9,,80,Wind blowing from the north-northeast,5,,13,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,,,,600-1000,,,30.0,1.7,1.0,6,,,,
16.02.2020 08:00,4.1,761.2,772.6,2.0,89,Wind blowing from the north,4,,14,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,,,,600-1000,,,22.0,2.4,0.5,12,,,,
16.02.2020 05:00,5.5,759.2,770.5,,74,Wind blowing from the north,5,,14,, ,,,5.5,18.7,,,,,,30.0,1.2,0.2,6,,,,
16.02.2020 02:00,6.6,758.2,769.4,0.2,70,Wind blowing from the north,5,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,18.7,,,2500 or more  or no clouds.,,,30.0,1.5,5.0,12,,,,
15.02.2020 23:00,7.4,758.0,769.1,,66,Wind blowing from the north,7,,14,, ,,,7.4,18.7,,,,,,30.0,1.4,No precipitation,6,,,,
15.02.2020 20:00,9.1,756.1,767.2,3.4,66,Wind blowing from the north,7,,14,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,18.7,,,600-1000,,,30.0,3.0,53.0,12,,,,
15.02.2020 17:00,10.8,752.7,763.7,,77,Wind blowing from the north,5,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,19.9,,,600-1000,,,30.0,6.9,25.0,6,,,,
15.02.2020 14:00,14.5,749.4,760.3,0.5,96,Wind blowing from the north,4,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Rain.,14.5,20.5,,,300-600,,,30.0,13.8,55.0,12,,,,
15.02.2020 11:00,18.0,748.9,759.7,,100,Wind blowing from the west-northwest,2,,9,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,17.3,,,,300-600,,,8.0,18.0,32.0,6,,,,
15.02.2020 08:00,17.7,748.3,759.1,0.5,100,Wind blowing from the west,1,,3,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,16.2,,,,300-600,,,0.7,17.7,13.0,12,,,,
15.02.2020 05:00,17.7,747.8,758.5,,100,Wind blowing from the west-northwest,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,16.1,20.5,,,,,,0.7,17.7,5.0,6,,,,
15.02.2020 02:00,18.0,749.8,760.6,-0.9,100,Wind blowing from the west-northwest,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,20.5,,,2500 or more  or no clouds.,,,0.4,18.0,6.0,12,,,,
14.02.2020 23:00,18.2,750.7,761.5,,100,Wind blowing from the west,0,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,16.1,20.5,,,,,,1.2,18.2,4.0,6,,,,
14.02.2020 20:00,18.6,749.9,760.7,1.3,100,Wind blowing from the north,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,21.4,,,600-1000,,,11.0,18.6,14.0,12,,,,
14.02.2020 17:00,19.9,748.6,759.4,,92,Wind blowing from the north-northwest,2,,7,100%., ,,,16.1,23.3,,,1000-1500,,,30.0,18.5,0.7,6,,,,
14.02.2020 14:00,18.3,748.7,759.5,-1.6,99,Wind blowing from the west,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.1,,,,2500 or more  or no clouds.,,,16.0,18.1,41.0,12,,,,
14.02.2020 11:00,17.2,750.3,761.2,,100,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,16.1,,,,600-1000,,,30.0,17.2,33.0,6,,,,
14.02.2020 08:00,16.2,749.6,760.4,1.0,100,Wind blowing from the west-northwest,2,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,16.1,25.1,,,300-600,,,2.9,16.2,27.0,12,,,,
14.02.2020 05:00,16.5,748.6,759.4,,99,Wind blowing from the south-southeast,2,,13,,Rain  not freezing  intermittent  slight at time of observation. ,,,15.6,25.1,,,,,,10.0,16.3,7.0,6,,,,
14.02.2020 02:00,17.7,749.0,759.7,,93,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,25.1,,,2500 or more  or no clouds.,,,30.0,16.5,No precipitation,12,,,,
13.02.2020 23:00,17.1,749.9,760.7,,94,Wind blowing from the south-southeast,3,,,, ,,,15.3,25.1,,,,,,30.0,16.2,No precipitation,6,,,,
13.02.2020 20:00,21.0,749.3,760.1,1.0,76,Wind blowing from the south-southeast,3,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,25.1,,,1000-1500,,,30.0,16.6,0.9,12,,,,
13.02.2020 17:00,23.3,748.3,759.1,,65,Wind blowing from the south-southeast,4,,13,20–30%., ,,,15.3,25.1,,,1000-1500,,,30.0,16.3,No precipitation,6,,,,
13.02.2020 14:00,24.2,748.9,759.6,-3.0,61,Wind blowing from the south-southwest,4,,13,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,24.3,,,600-1000,,,30.0,16.2,0.9,12,,,,
13.02.2020 11:00,19.4,751.9,762.7,,96,Wind blowing from the south-east,2,,13,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,24.1,,,1000-1500,,,13.0,18.7,0.9,6,,,,
13.02.2020 08:00,17.2,751.9,762.7,1.5,100,Wind blowing from the west-northwest,3,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,24.1,,,600-1000,,,7.0,17.2,Trace of precipitation,12,,,,
13.02.2020 05:00,15.6,750.4,761.2,,100,Wind blowing from the north-northwest,1,,8,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,14.1,24.1,,,,,,0.2,15.6,No precipitation,6,,,,
13.02.2020 02:00,16.2,751.3,762.1,-0.5,100,Wind blowing from the south-southeast,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,24.1,,,2500 or more  or no clouds.,,,6.0,16.2,No precipitation,12,,,,
12.02.2020 23:00,16.9,751.8,762.7,,99,Wind blowing from the south,2,,,, ,,,14.1,24.1,,,,,,8.0,16.7,No precipitation,6,,,,
12.02.2020 20:00,20.4,751.3,762.1,0.7,82,Wind blowing from the south-southwest,1,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.0,24.1,,,1000-1500,,,30.0,17.2,No precipitation,12,,,,
12.02.2020 17:00,22.6,750.6,761.4,,65,Wind blowing from the south,4,,,90  or more  but not 100%, ,,,14.0,24.1,,,1000-1500,,,30.0,15.6,No precipitation,6,,,,
12.02.2020 14:00,23.6,751.4,762.2,-2.9,70,Wind blowing from the south-southwest,5,,9,40%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,23.8,,,600-1000,,,30.0,17.8,0.3,12,,,,
12.02.2020 11:00,16.4,754.3,765.2,,100,Wind blowing from the north-northwest,2,,3,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,16.5,,,1000-1500,,,4.8,16.4,0.1,6,,,,
12.02.2020 08:00,14.5,754.0,765.1,0.8,100,Wind blowing from the north,0,,3,100%.,Fog or ice fog. ,Rain.,Fog or ice fog or thick haze.,,15.0,,,600-1000,,,0.9,14.5,5.0,12,,,,
12.02.2020 05:00,14.3,753.2,764.2,,100,Wind blowing from the south,1,,3,,Fog or ice fog. ,,,,15.0,,,,,,2.4,14.3,4.0,6,,,,
12.02.2020 02:00,14.2,754.1,765.1,,100,Wind blowing from the south-west,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,15.0,,,,,,0.3,14.2,4.0,6,,,,
11.02.2020 23:00,14.4,754.3,765.4,,100,Wind blowing from the south,1,,3,,Rain  not freezing  intermittent  moderate at time of observation. ,,,,15.0,,,,,,1.0,14.4,3.0,6,,,,
11.02.2020 20:00,14.0,753.9,765.0,0.3,100,Wind blowing from the north-northwest,2,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,11.5,15.0,,,600-1000,,,0.3,14.0,3.0,12,,,,
11.02.2020 17:00,14.1,753.6,764.6,,99,Wind blowing from the south-southwest,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,15.0,,,600-1000,,,0.9,13.9,1.0,6,,,,
11.02.2020 14:00,14.8,754.0,765.1,-2.3,91,Wind blowing from the west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,15.6,,,1000-1500,,,9.0,13.3,0.2,12,,,,
11.02.2020 11:00,13.9,756.3,767.4,,85,Wind blowing from the south-east,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,15.6,,,1000-1500,,,12.0,11.4,No precipitation,6,,,,
11.02.2020 08:00,11.7,755.8,766.9,0.8,97,Wind blowing from the south-southeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,15.6,,,2500 or more  or no clouds.,,,9.0,11.3,No precipitation,12,,,,
11.02.2020 05:00,11.9,755.0,766.1,,95,Wind blowing from the north-northwest,1,,6,, ,,,6.8,15.6,,,,,,13.0,11.1,No precipitation,6,,,,
11.02.2020 02:00,12.2,755.5,766.6,-1.2,92,Wind blowing from the south-southeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,15.6,,,2500 or more  or no clouds.,,,20.0,10.9,No precipitation,12,,,,
10.02.2020 23:00,12.0,756.7,767.8,,93,Wind blowing from the south,2,,6,, ,,,6.8,15.6,,,,,,21.0,10.9,No precipitation,6,,,,
10.02.2020 20:00,13.8,756.4,767.5,0.6,79,Wind blowing from the south,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,15.6,,,1000-1500,,,29.0,10.2,No precipitation,12,,,,
10.02.2020 17:00,14.8,755.8,767.0,,70,Wind blowing from the south-southwest,4,,6,90  or more  but not 100%, ,,,6.8,15.6,,,1000-1500,,,30.0,9.3,No precipitation,6,,,,
10.02.2020 14:00,14.6,756.7,767.8,-1.9,62,Wind blowing from the south-southeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,14.6,,,1000-1500,,,30.0,7.4,No precipitation,12,,,,
10.02.2020 11:00,12.0,758.6,769.8,,72,Wind blowing from the north,1,,3,100%., ,,,6.8,13.0,,,1000-1500,,,27.0,7.1,No precipitation,6,,,,
10.02.2020 08:00,7.5,758.5,769.8,1.2,99,Wind blowing from the south-east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,13.0,,,1000-1500,,,7.0,7.3,No precipitation,12,,,,
10.02.2020 05:00,7.4,757.3,768.6,,99,Wind blowing from the south,2,,5,, ,,,7.4,13.0,,,,,,7.0,7.2,No precipitation,6,,,,
10.02.2020 02:00,9.3,758.6,769.9,-1.4,95,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,13.0,,,2500 or more  or no clouds.,,,30.0,8.5,No precipitation,12,,,,
09.02.2020 23:00,11.0,760.0,771.3,,83,Wind blowing from the west-northwest,1,,6,, ,,,9.0,13.0,,,,,,30.0,8.2,No precipitation,6,,,,
09.02.2020 20:00,11.5,759.7,770.9,0.5,76,Wind blowing from the north,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,13.0,,,1000-1500,,,30.0,7.4,Trace of precipitation,12,,,,
09.02.2020 17:00,12.7,759.2,770.5,,74,Wind blowing from the north-northwest,3,,6,100%., ,,,9.0,13.0,,,1000-1500,,,30.0,8.1,No precipitation,6,,,,
09.02.2020 14:00,12.3,759.8,771.1,-2.5,70,Wind blowing from the north,3,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,12.5,,,1000-1500,,,30.0,6.9,Trace of precipitation,12,,,,
09.02.2020 11:00,11.1,762.3,773.5,,77,Wind blowing from the north-northwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,12.3,,,600-1000,,,30.0,7.2,No precipitation,6,,,,
09.02.2020 08:00,9.2,761.8,773.2,,87,Wind blowing from the north-northwest,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,12.3,,,1000-1500,,,30.0,7.1,Trace of precipitation,12,,,,
09.02.2020 05:00,9.6,761.1,772.3,,83,Wind blowing from the north,2,,6,, ,,,9.5,12.3,,,,,,30.0,6.8,No precipitation,6,,,,
09.02.2020 02:00,9.7,761.4,772.6,-0.3,88,Wind blowing from the north-west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,12.3,,,2500 or more  or no clouds.,,,30.0,7.8,No precipitation,12,,,,
08.02.2020 23:00,10.0,761.7,772.9,,89,Wind blowing from the north-northwest,2,,7,, ,,,10.0,12.3,,,,,,30.0,8.2,No precipitation,6,,,,
08.02.2020 20:00,10.4,760.6,771.9,,88,Wind blowing from the north,1,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,12.3,,,1000-1500,,,30.0,8.5,Trace of precipitation,12,,,,
08.02.2020 17:00,10.8,759.4,770.6,,87,Wind blowing from the north,3,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,13.5,,,600-1000,,,30.0,8.7,No precipitation,6,,,,
08.02.2020 14:00,11.8,759.6,770.8,-1.2,79,Wind blowing from the north,4,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,14.1,,,600-1000,,,30.0,8.2,Trace of precipitation,12,,,,
08.02.2020 11:00,12.2,760.8,772.0,,72,Wind blowing from the north,3,,6,100%., ,,,10.1,14.1,,,1000-1500,,,30.0,7.3,No precipitation,6,,,,
08.02.2020 08:00,10.9,759.7,770.8,1.2,79,Wind blowing from the north-northwest,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,14.1,,,1000-1500,,,30.0,7.4,Trace of precipitation,12,,,,
08.02.2020 05:00,10.9,758.5,769.7,,82,Wind blowing from the north,2,,6,, ,,,10.1,14.1,,,,,,30.0,7.9,No precipitation,6,,,,
08.02.2020 02:00,11.2,758.8,770.0,-0.3,82,Wind blowing from the north-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,14.1,,,2500 or more  or no clouds.,,,30.0,8.2,No precipitation,12,,,,
07.02.2020 23:00,11.8,759.1,770.3,,89,Wind blowing from the north,3,,7,, ,,,10.8,14.1,,,,,,30.0,10.0,No precipitation,6,,,,
07.02.2020 20:00,12.2,758.1,769.3,,89,Wind blowing from the north-west,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,14.3,,,1000-1500,,,30.0,10.4,1.0,12,,,,
07.02.2020 17:00,13.6,756.9,768.0,,85,Wind blowing from the north-northwest,3,,7,100%., ,,,10.8,14.9,,,1000-1500,,,30.0,11.1,No precipitation,6,,,,
07.02.2020 14:00,14.0,757.3,768.4,-1.8,81,Wind blowing from the north-northwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,14.9,,,2500 or more  or no clouds.,,,30.0,10.7,15.0,12,,,,
07.02.2020 11:00,11.6,759.1,770.2,,98,Wind blowing from the north-west,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,14.9,,,600-1000,,,30.0,11.3,4.0,6,,,,
07.02.2020 08:00,11.0,757.9,769.0,2.0,99,Wind blowing from the west-northwest,3,,6,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,14.9,,,300-600,,,9.0,10.8,20.0,12,,,,
07.02.2020 05:00,11.3,755.9,767.0,,99,Wind blowing from the west-northwest,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,11.3,14.9,,,,,,13.0,11.1,14.0,6,,,,
07.02.2020 02:00,13.2,755.7,766.8,0.3,100,Wind blowing from the north-northwest,3,,6,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,14.9,,,2500 or more  or no clouds.,,,6.0,13.2,10.0,12,,,,
06.02.2020 23:00,14.1,755.4,766.4,,100,Wind blowing from the west-northwest,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,,,12.5,14.9,,,,,,0.3,14.1,5.0,6,,,,
06.02.2020 20:00,14.3,754.1,765.1,1.6,100,Wind blowing from the east-southeast,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,14.9,,,600-1000,,,2.2,14.3,7.0,12,,,,
06.02.2020 17:00,14.5,752.5,763.5,,100,Wind blowing from the north-northwest,0,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,15.2,,,600-1000,,,13.0,14.5,4.0,6,,,,
06.02.2020 14:00,13.8,752.7,763.7,-1.6,100,Wind blowing from the north-northwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,15.4,,,600-1000,,,1.1,13.8,4.0,12,,,,
06.02.2020 11:00,13.2,754.3,765.4,,99,Wind blowing from the west-northwest,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,,,,600-1000,,,3.9,13.0,1.0,6,,,,
06.02.2020 08:00,12.7,753.9,764.9,0.4,99,Wind blowing from the north-east,1,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,15.4,,,600-1000,,,2.4,12.5,1.0,12,,,,
06.02.2020 05:00,12.6,753.5,764.5,,99,Wind blowing from the south,1,,6,,Rain (not freezing) not falling as shower(s). ,,,10.5,15.4,,,,,,2.3,12.4,1.0,6,,,,
06.02.2020 02:00,12.8,754.4,765.4,-0.9,99,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,15.4,,,2500 or more  or no clouds.,,,7.0,12.6,0.9,12,,,,
05.02.2020 23:00,13.3,755.3,766.4,,96,Wind blowing from the south,1,,3,, ,,,10.5,15.4,,,,,,19.0,12.6,No precipitation,6,,,,
05.02.2020 20:00,13.8,754.9,766.0,0.7,92,Wind blowing from the south,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,15.4,,,1000-1500,,,20.0,12.5,No precipitation,12,,,,
05.02.2020 17:00,15.2,754.2,765.3,,76,Wind blowing from the north-northwest,1,,3,100%., ,,,10.5,15.4,,,1000-1500,,,30.0,11.0,No precipitation,6,,,,
05.02.2020 14:00,14.4,755.2,766.3,,80,Wind blowing from the south-east,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,14.4,,,1000-1500,,,29.0,11.0,2.0,12,,,,
05.02.2020 11:00,13.3,757.3,768.5,,86,Wind blowing from the north-northwest,1,,3,100%., ,,,10.5,13.3,,,1000-1500,,,25.0,11.0,0.5,6,,,,
05.02.2020 08:00,10.7,757.0,768.1,0.9,99,Wind blowing from the west-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,12.3,,,600-1000,,,7.0,10.5,5.0,12,,,,
05.02.2020 05:00,10.7,756.1,767.2,,99,Wind blowing from the north-northwest,2,,3,,Rain (not freezing) not falling as shower(s). ,,,9.6,12.3,,,,,,9.0,10.5,4.0,6,,,,
05.02.2020 02:00,10.9,756.7,767.9,-0.5,99,Wind blowing from the west-northwest,2,,3,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,12.3,,,2500 or more  or no clouds.,,,9.0,10.7,5.0,12,,,,
04.02.2020 23:00,11.3,757.2,768.4,,99,Wind blowing from the north-northwest,2,,4,, ,,,9.6,12.3,,,,,,19.0,11.1,0.9,6,,,,
04.02.2020 20:00,11.5,756.1,767.2,0.5,99,Wind blowing from the west-northwest,2,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,12.3,,,300-600,,,8.0,11.3,3.0,12,,,,
04.02.2020 17:00,11.8,755.6,766.8,,97,Wind blowing from the south,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,12.3,,,300-600,,,9.0,11.4,1.0,6,,,,
04.02.2020 14:00,12.2,755.5,766.6,-1.7,90,Wind blowing from the east,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,12.2,,,600-1000,,,30.0,10.6,10.0,12,,,,
04.02.2020 11:00,10.5,757.2,768.4,,98,Wind blowing from the north,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,11.5,,,300-600,,,26.0,10.2,3.0,6,,,,
