Local time in Bengbu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
21.02.2020 08:00,6.9,769.3,772.0,0.8,89,Wind blowing from the north,1,,6,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,,,,2500 or more  or no clouds.,,,6.0,5.2,Trace of precipitation,12,,,,
21.02.2020 05:00,5.0,768.5,771.1,,89,Calm  no wind,0,,,,Mist. ,,,0.5,17.8,,,,,,7.0,3.3,No precipitation,6,,,,
21.02.2020 02:00,6.9,769.0,771.5,-0.2,78,Wind blowing from the north-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,17.8,,,2500 or more  or no clouds.,,,9.0,3.2,No precipitation,12,,,,
20.02.2020 23:00,7.3,769.2,771.8,,80,Wind blowing from the east,4,,8,, ,,,0.5,17.8,,,,,,9.0,4.1,No precipitation,6,,,,
20.02.2020 20:00,9.2,769.5,772.1,,72,Wind blowing from the east,2,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,17.8,,,2500 or more  or no clouds.,,,11.0,4.4,No precipitation,12,,,,
20.02.2020 17:00,16.0,768.4,771.0,,40,Wind blowing from the east,5,,8,90  or more  but not 100%, ,,,0.5,17.8,,,2500 or more  or no clouds.,,,28.0,2.4,No precipitation,6,,,,
20.02.2020 14:00,17.2,769.1,771.7,-1.7,36,Wind blowing from the east,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,17.4,,,2500 or more  or no clouds.,,,24.0,2.0,No precipitation,12,,,,
20.02.2020 11:00,14.7,770.8,773.4,,46,Wind blowing from the east,3,,6,no clouds, ,,,0.5,14.7,,,,,,18.0,3.2,No precipitation,6,,,,
20.02.2020 08:00,3.5,770.1,772.7,1.4,88,Wind blowing from the east,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,13.6,,,,,,9.0,1.7,No precipitation,12,,,,
20.02.2020 05:00,1.6,768.7,771.3,,92,Wind blowing from the east-northeast,1,,3,, ,,,0.4,13.6,,,,,,8.0,0.4,No precipitation,6,,,,
20.02.2020 02:00,2.9,768.4,771.1,0.4,92,Wind blowing from the east-northeast,2,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,13.6,,,2500 or more  or no clouds.,,,7.0,1.7,No precipitation,12,,,,
19.02.2020 23:00,3.7,768.0,770.6,,85,Wind blowing from the east,2,,,, ,,,0.4,13.6,,,,,,12.0,1.4,No precipitation,6,,,,
19.02.2020 20:00,7.4,766.9,769.6,1.4,69,Wind blowing from the east,1,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,13.6,,,2500 or more  or no clouds.,,,16.0,2.1,No precipitation,12,,,,
19.02.2020 17:00,12.2,765.5,768.1,,53,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,0.4,13.6,,,1000-1500,,,26.0,2.9,No precipitation,6,,,,
19.02.2020 14:00,13.3,765.7,768.4,-1.8,42,Wind blowing from the west-southwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,13.3,,,1000-1500,,,27.0,0.7,No precipitation,12,,,,
19.02.2020 11:00,10.5,767.5,770.1,,53,Wind blowing from the east-southeast,2,,3,90  or more  but not 100%, ,,,0.4,12.9,,,2500 or more  or no clouds.,,,24.0,1.3,No precipitation,6,,,,
19.02.2020 08:00,3.5,767.2,769.8,0.8,70,Wind blowing from the east-northeast,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,,,,2500 or more  or no clouds.,,,20.0,-1.5,No precipitation,12,,,,
19.02.2020 05:00,1.7,766.4,769.0,,72,Wind blowing from the east-northeast,2,,,, ,,,-3.3,12.9,,,,,,23.0,-2.8,No precipitation,6,,,,
19.02.2020 02:00,3.7,767.5,770.1,-0.9,74,Wind blowing from the east-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,12.9,,,2500 or more  or no clouds.,,,20.0,-0.5,No precipitation,12,,,,
18.02.2020 23:00,4.4,768.4,771.0,,70,Wind blowing from the east-southeast,2,,8,, ,,,-3.3,12.9,,,,,,20.0,-0.6,No precipitation,6,,,,
18.02.2020 20:00,5.9,768.7,771.4,0.3,62,Wind blowing from the east-southeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,12.9,,,2500 or more  or no clouds.,,,23.0,-1.0,No precipitation,12,,,,
18.02.2020 17:00,11.5,768.4,771.0,,45,Wind blowing from the south,2,,8,60%., ,,,-3.3,12.9,,,2500 or more  or no clouds.,,,30.0,0.0,No precipitation,6,,,,
18.02.2020 14:00,12.2,769.2,771.8,-2.8,36,Wind blowing from the south-southwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,12.2,,,,,,30.0,-2.4,No precipitation,12,,,,
18.02.2020 11:00,9.3,772.0,774.7,,37,Wind blowing from the south-west,4,,6,no clouds, ,,,-3.3,9.5,,,,,,27.0,-4.6,No precipitation,6,,,,
18.02.2020 08:00,0.6,772.3,775.0,0.5,79,Wind blowing from the east,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,9.2,,,,,,18.0,-2.6,No precipitation,12,,,,
18.02.2020 05:00,-2.6,771.8,774.5,,91,Wind blowing from the east-northeast,1,,6,, ,,,-3.1,9.2,,,,,,18.0,-3.9,No precipitation,6,,,,
18.02.2020 02:00,-2.0,772.4,775.1,0.2,93,Wind blowing from the south,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,9.2,,,2500 or more  or no clouds.,,,15.0,-3.0,No precipitation,12,,,,
17.02.2020 23:00,-0.3,772.2,774.9,,89,Wind blowing from the east-southeast,1,,11,, ,,,-3.1,9.2,,,,,,19.0,-1.9,No precipitation,6,,,,
17.02.2020 20:00,3.0,772.3,775.0,0.8,71,Wind blowing from the west-northwest,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,9.2,,,,,,22.0,-1.9,No precipitation,12,,,,
17.02.2020 17:00,8.3,771.5,774.2,,35,Wind blowing from the west-northwest,4,,11,no clouds, ,,,-3.1,9.2,,,,,,30.0,-6.3,No precipitation,6,,,,
17.02.2020 14:00,8.5,771.5,774.2,-1.4,33,Wind blowing from the north-west,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,8.8,,,,,,30.0,-6.9,No precipitation,12,,,,
17.02.2020 11:00,6.4,772.9,775.6,,42,Wind blowing from the west-northwest,5,,9,no clouds, ,,,-3.1,6.4,,,,,,26.0,-5.6,No precipitation,6,,,,
17.02.2020 08:00,-0.4,772.1,774.8,1.0,83,Wind blowing from the west,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,4.9,,,,,,17.0,-2.9,No precipitation,12,,,,
17.02.2020 05:00,-2.5,771.1,773.8,,90,Wind blowing from the west,1,,7,, ,,,-3.6,4.9,,,,,,18.0,-3.9,No precipitation,6,,,,
17.02.2020 02:00,-1.9,771.1,773.8,-0.3,82,Wind blowing from the south-west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,4.9,,,2500 or more  or no clouds.,,,20.0,-4.6,No precipitation,12,,,,
16.02.2020 23:00,-2.0,771.4,774.1,,89,Wind blowing from the south-southwest,1,,9,, ,,,-3.6,4.9,,,,,,24.0,-3.6,No precipitation,6,,,,
16.02.2020 20:00,1.8,771.1,773.8,1.5,51,Wind blowing from the north-west,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,4.9,,,,,,30.0,-7.3,No precipitation,12,,,,
16.02.2020 17:00,4.3,769.6,772.3,,43,Wind blowing from the west-northwest,5,,9,no clouds, ,,,-3.6,4.9,,,,,,28.0,-7.2,No precipitation,6,,,,
16.02.2020 14:00,4.1,769.5,772.2,-1.7,56,Wind blowing from the west-northwest,5,,8,70 – 80%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,4.1,,,1000-1500,,,18.0,-3.9,No precipitation,12,,,,
16.02.2020 11:00,0.8,771.2,773.9,,86,Wind blowing from the west-southwest,4,,6,70 – 80%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,0.8,,,2500 or more  or no clouds.,,,9.0,-1.3,No precipitation,6,,,,
16.02.2020 08:00,-3.2,771.5,774.2,1.1,99,Wind blowing from the north-west,2,,4,no clouds,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,,,,,,,0.1,-3.3,No precipitation,12,,,,
16.02.2020 05:00,-1.9,770.4,773.1,,99,Calm  no wind,0,,,,Mist. ,,,-2.4,,,,,,,2.0,-2.0,No precipitation,6,,,,
16.02.2020 02:00,-2.3,771.1,773.8,0.0,92,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,,,,2500 or more  or no clouds.,,,9.0,-3.4,9.0,12,,,,
15.02.2020 23:00,-1.4,771.1,773.8,,93,Calm  no wind,0,,,, ,,,-2.0,,,,,,,10.0,-2.4,5.0,6,,,,
15.02.2020 20:00,-1.7,770.9,773.6,1.8,94,Wind blowing from the west-northwest,1,,12,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,,,,300-600,,,12.0,-2.5,17.0,12,,,,
15.02.2020 17:00,-0.8,769.1,771.8,,98,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-0.8,,,,300-600,,,1.4,-1.1,8.0,6,,,,
15.02.2020 14:00,0.3,769.2,771.9,0.2,98,Wind blowing from the north-northwest,6,,13,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.3,,,,300-600,,,1.6,0.0,12.0,12,,,,
15.02.2020 11:00,0.8,769.0,771.7,,96,Wind blowing from the north,5,,13,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.8,15.7,,,300-600,,,3.1,0.2,7.0,6,,,,
15.02.2020 08:00,1.8,768.0,770.6,2.3,91,Wind blowing from the north-northwest,5,,13,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Drizzle.,1.8,15.7,,,1000-1500,,,16.0,0.5,3.0,12,,,,
15.02.2020 05:00,3.0,765.7,768.4,,92,Wind blowing from the north-west,4,,13,,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Drizzle.,2.9,15.7,,,,,,18.0,1.8,0.1,6,,,,
15.02.2020 02:00,4.4,764.5,767.2,1.6,94,Wind blowing from the north-northwest,5,,12,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,15.7,,,2500 or more  or no clouds.,,,11.0,3.5,0.3,12,,,,
14.02.2020 23:00,9.2,762.9,765.4,,97,Wind blowing from the north-west,6,,11,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.4,15.7,,,,,,8.0,8.8,0.3,6,,,,
14.02.2020 20:00,14.5,760.7,763.3,2.3,97,Wind blowing from the west-northwest,1,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,15.7,,,2500 or more  or no clouds.,,,3.9,14.0,0.6,12,,,,
14.02.2020 17:00,15.3,758.4,760.9,,94,Wind blowing from the east-northeast,4,,6,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,18.2,,,1000-1500,,,5.0,14.3,0.6,6,,,,
14.02.2020 14:00,15.4,757.4,760.0,-0.5,93,Wind blowing from the north,1,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,19.4,,,2500 or more  or no clouds.,,,7.0,14.3,0.6,12,,,,
14.02.2020 11:00,14.7,757.9,760.4,,92,Wind blowing from the east,4,,6,90  or more  but not 100%, ,,,8.4,19.4,,,1000-1500,,,10.0,13.4,No precipitation,6,,,,
14.02.2020 08:00,11.9,757.6,760.1,,99,Wind blowing from the east-northeast,3,,6,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,,,,1000-1500,,,4.4,11.8,No precipitation,12,,,,
14.02.2020 02:00,11.3,757.0,759.6,-0.1,96,Wind blowing from the east-southeast,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,19.4,,,2500 or more  or no clouds.,,,6.0,10.7,No precipitation,12,,,,
13.02.2020 23:00,11.4,757.1,759.7,,94,Wind blowing from the east-southeast,3,,8,, ,,,7.3,19.4,,,,,,8.0,10.5,No precipitation,6,,,,
13.02.2020 20:00,14.1,756.8,759.4,0.6,84,Wind blowing from the east-southeast,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,19.4,,,2500 or more  or no clouds.,,,11.0,11.4,No precipitation,12,,,,
13.02.2020 17:00,18.2,756.2,758.8,,66,Wind blowing from the south,3,,8,40%., ,,,7.3,19.4,,,2500 or more  or no clouds.,,,27.0,11.8,No precipitation,6,,,,
13.02.2020 14:00,18.5,756.2,758.8,-2.3,60,Wind blowing from the south,6,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,18.8,,,2500 or more  or no clouds.,,,22.0,10.6,No precipitation,12,,,,
13.02.2020 11:00,16.7,758.5,761.1,,76,Wind blowing from the east-southeast,3,,7,20–30%., ,,,7.3,17.0,,,2500 or more  or no clouds.,,,21.0,12.5,No precipitation,6,,,,
13.02.2020 08:00,8.7,759.3,761.8,0.4,99,Wind blowing from the south-east,1,,4,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,4.6,8.6,No precipitation,12,,,,
13.02.2020 05:00,7.9,758.9,761.5,,94,Wind blowing from the east-southeast,2,,4,, ,,,2.1,17.0,,,,,,7.0,7.0,No precipitation,6,,,,
13.02.2020 02:00,8.2,759.5,762.1,-0.6,95,Wind blowing from the east-southeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,17.0,,,2500 or more  or no clouds.,,,9.0,7.5,No precipitation,12,,,,
12.02.2020 23:00,8.3,760.1,762.7,,93,Wind blowing from the east-southeast,2,,,, ,,,2.1,17.0,,,,,,8.0,7.2,No precipitation,6,,,,
12.02.2020 20:00,9.8,760.1,762.7,0.3,82,Wind blowing from the east-southeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,17.0,,,,,,9.0,6.9,No precipitation,12,,,,
12.02.2020 17:00,15.8,759.8,762.4,,61,Wind blowing from the south,3,,6,no clouds, ,,,2.1,17.0,,,,,,16.0,8.3,No precipitation,6,,,,
12.02.2020 14:00,16.6,760.3,762.9,-1.6,60,Wind blowing from the south,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,16.6,,,1000-1500,,,12.0,8.8,No precipitation,12,,,,
12.02.2020 11:00,11.2,761.9,764.5,,85,Wind blowing from the west-northwest,2,,4,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,13.2,,,,,,9.0,8.8,No precipitation,6,,,,
12.02.2020 08:00,3.2,761.9,764.5,0.7,99,Wind blowing from the east-southeast,1,,3,100%.,Fog or ice fog  sky invisible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,13.2,,,2500 or more  or no clouds.,,,0.1,3.1,No precipitation,12,,,,
12.02.2020 05:00,2.1,761.2,763.9,,99,Wind blowing from the west-southwest,1,,3,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,2.1,13.2,,,,,,0.1,2.0,No precipitation,6,,,,
12.02.2020 02:00,3.4,761.3,763.9,-0.3,99,Wind blowing from the east,1,,6,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,13.2,,,2500 or more  or no clouds.,,,0.2,3.3,No precipitation,12,,,,
11.02.2020 23:00,5.0,761.6,764.2,,99,Wind blowing from the east,1,,6,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,5.0,13.2,,,,,,0.1,4.9,No precipitation,6,,,,
11.02.2020 20:00,7.5,761.8,764.5,0.7,94,Wind blowing from the east-northeast,1,,6,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,13.2,,,2500 or more  or no clouds.,,,5.0,6.6,0.5,12,,,,
11.02.2020 17:00,12.4,761.1,763.6,,73,Wind blowing from the north-west,2,,6,20–30%., ,,,7.9,14.9,,,2500 or more  or no clouds.,,,14.0,7.7,No precipitation,6,,,,
11.02.2020 14:00,11.6,761.4,763.9,-1.7,77,Wind blowing from the west-southwest,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,,,,1000-1500,,,12.0,7.7,1.0,12,,,,
11.02.2020 11:00,9.5,763.1,765.7,,95,Wind blowing from the east-southeast,1,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,,,,1000-1500,,,7.0,8.7,0.9,6,,,,
11.02.2020 08:00,7.9,763.1,765.7,0.4,96,Wind blowing from the east-southeast,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,6.0,7.3,0.5,12,,,,
11.02.2020 05:00,8.9,762.7,765.2,,88,Wind blowing from the south-east,2,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,0.2,17.6,,,,,,14.0,7.0,0.1,6,,,,
11.02.2020 02:00,8.2,763.0,765.5,-0.7,77,Wind blowing from the south-east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,17.6,,,2500 or more  or no clouds.,,,15.0,4.4,No precipitation,12,,,,
10.02.2020 23:00,10.1,763.7,766.3,,70,Wind blowing from the south,4,,8,, ,,,0.2,17.6,,,,,,12.0,4.9,No precipitation,6,,,,
10.02.2020 20:00,10.3,763.5,766.1,0.5,68,Wind blowing from the south-southeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,17.6,,,2500 or more  or no clouds.,,,12.0,4.5,No precipitation,12,,,,
10.02.2020 17:00,14.9,763.0,765.7,,42,Wind blowing from the south-southeast,3,,,90  or more  but not 100%, ,,,0.2,17.6,,,2500 or more  or no clouds.,,,22.0,2.1,No precipitation,6,,,,
10.02.2020 14:00,17.2,763.3,765.9,-2.2,37,Wind blowing from the south,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,17.6,,,2500 or more  or no clouds.,,,22.0,2.4,No precipitation,12,,,,
10.02.2020 11:00,13.8,765.5,768.1,,54,Wind blowing from the south-southwest,4,,6,20–30%., ,,,0.2,13.8,,,2500 or more  or no clouds.,,,12.0,4.7,No precipitation,6,,,,
10.02.2020 08:00,1.6,765.7,768.4,0.0,96,Wind blowing from the west-southwest,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,,,,2500 or more  or no clouds.,,,5.0,1.0,No precipitation,12,,,,
10.02.2020 05:00,3.1,765.7,768.3,,90,Wind blowing from the south-west,2,,5,, ,,,-2.8,13.4,,,,,,7.0,1.6,No precipitation,6,,,,
10.02.2020 02:00,3.6,766.7,769.3,-0.2,89,Wind blowing from the south-southwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,13.4,,,2500 or more  or no clouds.,,,7.0,2.0,No precipitation,12,,,,
09.02.2020 23:00,4.2,766.9,769.6,,89,Wind blowing from the south,2,,8,,Mist. ,,,-2.8,13.4,,,,,,5.0,2.6,No precipitation,6,,,,
09.02.2020 20:00,5.8,766.7,769.4,-0.5,87,Wind blowing from the south,1,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,13.4,,,,,,5.0,3.8,No precipitation,12,,,,
09.02.2020 17:00,12.4,767.2,769.8,,56,Wind blowing from the south-west,3,,8,no clouds, ,,,-2.8,13.4,,,,,,11.0,3.9,No precipitation,6,,,,
09.02.2020 14:00,12.1,768.4,771.1,-3.2,58,Wind blowing from the west-southwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,12.2,,,,,,12.0,4.1,No precipitation,12,,,,
09.02.2020 11:00,7.9,771.6,774.2,,76,Wind blowing from the south-southwest,5,,7,20–30%., ,,,-2.8,8.3,,,1000-1500,,,9.0,3.9,No precipitation,6,,,,
09.02.2020 08:00,-1.2,771.6,774.3,0.0,99,Wind blowing from the south-east,1,,3,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,8.3,,,,,,2.8,-1.3,No precipitation,12,,,,
09.02.2020 05:00,-2.4,771.6,774.3,,99,Wind blowing from the east-southeast,1,,4,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-2.4,8.3,,,,,,0.1,-2.5,No precipitation,6,,,,
09.02.2020 02:00,-0.3,772.3,775.0,-0.3,97,Wind blowing from the west,0,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,8.3,,,2500 or more  or no clouds.,,,0.6,-0.7,No precipitation,12,,,,
08.02.2020 23:00,2.7,772.6,775.3,,91,Wind blowing from the south-southwest,1,,4,,Mist. ,,,2.7,8.3,,,,,,3.8,1.4,No precipitation,6,,,,
08.02.2020 20:00,5.5,772.4,775.0,0.3,87,Wind blowing from the west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,8.3,,,2500 or more  or no clouds.,,,7.0,3.5,No precipitation,12,,,,
08.02.2020 17:00,7.2,772.1,774.7,,73,Wind blowing from the west-northwest,2,,4,100%., ,,,4.2,8.3,,,2500 or more  or no clouds.,,,18.0,2.7,No precipitation,6,,,,
08.02.2020 14:00,7.8,771.7,774.4,-1.4,67,Wind blowing from the west-northwest,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,8.3,,,1000-1500,,,17.0,1.9,No precipitation,12,,,,
08.02.2020 11:00,7.2,773.1,775.7,,77,Wind blowing from the north-northwest,2,,3,90  or more  but not 100%, ,,,4.2,7.2,,,1000-1500,,,8.0,3.4,No precipitation,6,,,,
08.02.2020 08:00,4.6,772.2,774.8,0.6,97,Wind blowing from the east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,6.2,,,2500 or more  or no clouds.,,,3.3,4.2,No precipitation,12,,,,
08.02.2020 05:00,4.4,771.6,774.2,,96,Wind blowing from the west-northwest,1,,3,,Mist. ,,,3.2,6.2,,,,,,3.8,3.8,No precipitation,6,,,,
08.02.2020 02:00,5.0,771.8,774.4,0.4,92,Wind blowing from the west-northwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,6.2,,,2500 or more  or no clouds.,,,4.9,3.8,No precipitation,12,,,,
07.02.2020 23:00,5.2,771.4,774.0,,93,Wind blowing from the west-northwest,1,,4,,Mist. ,,,,6.2,,,,,,5.0,4.2,No precipitation,6,,,,
07.02.2020 20:00,5.5,770.8,773.4,0.9,89,Wind blowing from the north-northeast,1,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,6.2,,,1000-1500,,,7.0,3.8,Trace of precipitation,12,,,,
07.02.2020 17:00,6.0,769.9,772.5,,84,Wind blowing from the north-east,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,6.2,,,1000-1500,,,15.0,3.5,No precipitation,6,,,,
