Local time in Mengshan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 11:00,14.3,753.4,770.1,,64,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%, ,,,10.5,19.3,,,2000-2500,,,13.0,7.6,No precipitation,6,,,,
19.02.2020 08:00,11.0,752.8,769.6,0.9,79,Wind blowing from the north-west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,25.0,7.5,No precipitation,12,,,,
19.02.2020 05:00,10.9,751.9,768.4,,78,Wind blowing from the west,1,,4,, ,,,6.9,19.3,,,,,,30.0,7.2,No precipitation,6,,,,
19.02.2020 02:00,11.0,752.5,769.0,,75,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,19.3,,,2500 or more  or no clouds.,,,30.0,6.6,No precipitation,12,,,,
18.02.2020 20:00,12.5,751.4,768.2,0.7,55,Wind blowing from the north-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,19.3,,,,,,16.0,3.5,No precipitation,12,,,,
18.02.2020 17:00,18.9,750.7,767.3,,24,Wind blowing from the south-southeast,2,,4,no clouds, ,,,6.9,19.3,,,,,,30.0,-2.1,No precipitation,6,,,,
18.02.2020 14:00,18.5,752.5,769.1,-3.2,23,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,18.5,,,,,,30.0,-3.0,No precipitation,12,,,,
18.02.2020 11:00,14.2,755.7,772.5,,31,Wind blowing from the west,1,,4,no clouds, ,,,6.9,17.8,,,,,,30.0,-2.7,No precipitation,6,,,,
18.02.2020 08:00,6.9,755.9,772.9,0.8,81,Wind blowing from the north-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,,,,,,,30.0,3.9,No precipitation,12,,,,
18.02.2020 05:00,8.0,755.1,771.8,,78,Wind blowing from the south,1,,6,, ,,,7.9,17.8,,,,,,30.0,4.4,No precipitation,6,,,,
18.02.2020 02:00,8.4,756.1,772.9,,75,Wind blowing from the west-northwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,17.8,,,2500 or more  or no clouds.,,,30.0,4.2,No precipitation,12,,,,
17.02.2020 20:00,10.4,754.8,771.7,1.1,56,Wind blowing from the north-northwest,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,17.8,,,,,,19.0,2.0,No precipitation,12,,,,
17.02.2020 17:00,16.8,753.7,770.3,,26,Wind blowing from the north-west,3,,10,no clouds, ,,,7.6,17.8,,,,,,30.0,-2.8,No precipitation,6,,,,
17.02.2020 14:00,16.0,754.8,771.5,-2.2,27,Wind blowing from the north-west,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,16.0,,,2500 or more  or no clouds.,,,30.0,-3.0,No precipitation,12,,,,
17.02.2020 11:00,12.0,757.0,773.8,,39,Wind blowing from the north-west,4,,7,60%., ,,,6.4,12.8,,,2500 or more  or no clouds.,,,30.0,-1.5,No precipitation,6,,,,
17.02.2020 08:00,8.3,756.7,773.7,1.4,50,Wind blowing from the north-northwest,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2000-2500,,,30.0,-1.5,No precipitation,12,,,,
17.02.2020 05:00,8.0,755.3,772.2,,53,Wind blowing from the north-northwest,2,,8,, ,,,3.3,12.8,,,,,,30.0,-1.0,No precipitation,6,,,,
17.02.2020 02:00,8.2,755.2,772.0,,48,Wind blowing from the north-northwest,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,12.8,,,2500 or more  or no clouds.,,,30.0,-2.4,No precipitation,12,,,,
16.02.2020 20:00,9.3,753.4,770.5,0.9,50,Wind blowing from the north,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,12.8,,,,,,30.0,-0.6,0.1,12,,,,
16.02.2020 17:00,12.2,752.5,769.3,,43,Wind blowing from the north-west,4,,13,no clouds, ,,,3.3,12.8,,,,,,30.0,0.0,No precipitation,6,,,,
16.02.2020 14:00,11.1,753.3,770.2,-2.8,47,Wind blowing from the north-west,6,,13,10%  or less  but not 0,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,14.2,,,1000-1500,,,30.0,0.2,3.0,12,,,,
16.02.2020 11:00,6.4,756.1,773.2,,63,Wind blowing from the north-west,4,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,,,,600-1000,,,30.0,-0.1,2.0,6,,,,
16.02.2020 08:00,3.3,755.6,772.7,1.9,87,Wind blowing from the north-west,5,,13,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,,,,600-1000,,,16.0,1.3,5.0,12,,,,
16.02.2020 05:00,4.9,753.7,770.7,,86,Wind blowing from the north-west,6,,12,,Rain  not freezing  intermittent  slight at time of observation. ,,,4.9,20.3,,,,,,20.0,2.8,3.0,6,,,,
16.02.2020 02:00,5.8,752.7,769.5,,85,Wind blowing from the north-west,6,,,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,20.3,,,2500 or more  or no clouds.,,,30.0,3.5,2.0,12,,,,
15.02.2020 20:00,9.4,749.5,766.0,3.2,81,Wind blowing from the north-west,6,,16,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,20.9,,,300-600,,,30.0,6.3,2.0,12,,,,
15.02.2020 17:00,11.6,746.3,762.7,,85,Wind blowing from the north-northwest,6,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,23.3,,,300-600,,,30.0,9.2,2.0,6,,,,
15.02.2020 14:00,14.2,743.3,759.5,-0.7,92,Wind blowing from the north-west,10,,16,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,23.4,,,300-600,,,7.0,12.9,13.0,12,,,,
15.02.2020 11:00,19.1,744.0,760.1,,97,Wind blowing from the north-west,1,,8,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,,,,200-300,,,6.0,18.6,11.0,6,,,,
15.02.2020 08:00,17.8,742.6,758.7,1.8,99,Wind blowing from the north,1,,10,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,23.4,,,300-600,,,9.0,17.6,69.0,12,,,,
15.02.2020 05:00,18.2,740.8,756.7,,98,Wind blowing from the south-east,2,,10,,Rain (not freezing) not falling as shower(s). ,,,18.0,23.4,,,,,,16.0,17.9,24.0,6,,,,
15.02.2020 02:00,18.4,742.0,758.0,,98,Wind blowing from the west,1,,10,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,23.4,,,2500 or more  or no clouds.,,,14.0,18.1,71.0,12,,,,
14.02.2020 20:00,20.9,741.4,757.4,0.4,96,Wind blowing from the north,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,23.4,,,300-600,,,3.8,20.2,13.0,12,,,,
14.02.2020 17:00,23.3,741.0,756.9,,78,Wind blowing from the east-southeast,2,,5,90  or more  but not 100%, ,,,18.8,23.4,,,1000-1500,,,30.0,19.2,No precipitation,6,,,,
14.02.2020 14:00,22.8,741.6,757.5,-1.6,76,Wind blowing from the south-east,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,24.4,,,1000-1500,,,30.0,18.3,2.0,12,,,,
14.02.2020 11:00,21.1,743.2,759.2,,87,Wind blowing from the south-east,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,24.5,,,300-600,,,30.0,18.9,0.9,6,,,,
14.02.2020 08:00,18.8,742.5,758.5,1.2,97,Wind blowing from the south-west,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,,,,300-600,,,7.0,18.3,26.0,12,,,,
14.02.2020 05:00,19.0,741.3,757.2,,98,Wind blowing from the west,1,,5,,Rain (not freezing) not falling as shower(s). ,,,16.5,24.5,,,,,,3.0,18.7,1.0,6,,,,
14.02.2020 02:00,18.9,742.5,758.4,,98,Wind blowing from the south,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,24.5,,,2500 or more  or no clouds.,,,3.2,18.6,25.0,12,,,,
13.02.2020 20:00,20.6,742.1,758.2,0.4,86,Wind blowing from the west-southwest,1,,6,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,24.5,,,1000-1500,,,3.3,18.2,No precipitation,12,,,,
13.02.2020 17:00,23.1,741.7,757.7,,73,Wind blowing from the east-southeast,2,,,90  or more  but not 100%, ,,,16.5,24.5,,,1000-1500,,,23.0,18.0,No precipitation,6,,,,
13.02.2020 14:00,23.9,742.5,758.5,-3.1,66,Wind blowing from the south,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,24.5,,,1000-1500,,,30.0,17.2,2.0,12,,,,
13.02.2020 11:00,20.6,745.6,761.7,,81,Wind blowing from the south-east,2,,5,90  or more  but not 100%, ,,,16.1,20.6,,,600-1000,,,26.0,17.2,0.4,6,,,,
13.02.2020 08:00,16.8,745.6,761.8,1.1,98,Wind blowing from the south,1,,5,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,19.3,,,300-600,,,4.4,16.5,2.0,12,,,,
13.02.2020 05:00,16.6,744.5,760.6,,98,Wind blowing from the east-northeast,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,,,13.9,19.3,,,,,,2.0,16.3,1.0,6,,,,
13.02.2020 02:00,16.8,745.0,761.2,,97,Wind blowing from the north-northwest,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,19.3,,,2500 or more  or no clouds.,,,3.6,16.3,0.3,12,,,,
12.02.2020 20:00,17.9,745.5,761.8,0.2,93,Wind blowing from the south,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,19.3,,,1500-2000,,,9.0,16.8,3.0,12,,,,
12.02.2020 17:00,19.1,745.3,761.6,,88,Wind blowing from the south-southeast,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,19.3,,,300-600,,,17.0,17.1,3.0,6,,,,
12.02.2020 14:00,17.5,746.6,763.0,-1.9,96,Wind blowing from the north-west,1,,2,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,17.5,,,300-600,,,1.4,16.9,3.0,12,,,,
12.02.2020 11:00,16.0,748.5,764.8,,94,Wind blowing from the south-southeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,16.0,,,300-600,,,5.0,15.0,No precipitation,6,,,,
12.02.2020 08:00,14.2,748.0,764.5,0.5,98,Wind blowing from the east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,15.6,,,1500-2000,,,1.7,13.9,No precipitation,12,,,,
12.02.2020 05:00,14.0,747.5,763.9,,98,Wind blowing from the east,1,,3,,Mist. ,,,12.4,15.6,,,,,,1.5,13.7,No precipitation,6,,,,
12.02.2020 02:00,14.2,748.1,764.5,,98,Wind blowing from the south-southwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,15.6,,,2500 or more  or no clouds.,,,0.9,13.9,1.0,12,,,,
11.02.2020 20:00,14.9,747.9,764.4,0.6,94,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,15.6,,,300-600,,,7.0,13.9,2.0,12,,,,
11.02.2020 17:00,15.5,747.3,763.7,,90,Wind blowing from the west-southwest,1,,4,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,15.5,,,300-600,,,10.0,13.9,2.0,6,,,,
11.02.2020 14:00,14.4,748.6,765.1,-1.5,92,Wind blowing from the south,2,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,15.9,,,300-600,,,4.2,13.1,1.0,12,,,,
11.02.2020 11:00,14.2,750.1,766.6,,88,Wind blowing from the south,1,,2,100%., ,,,12.4,15.9,,,1500-2000,,,7.0,12.2,No precipitation,6,,,,
11.02.2020 08:00,12.6,749.6,766.2,0.6,95,Wind blowing from the north,0,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,11.0,11.8,Trace of precipitation,12,,,,
11.02.2020 05:00,12.4,749.0,765.5,,95,Wind blowing from the west-southwest,1,,3,, ,,,9.0,15.9,,,,,,12.0,11.6,No precipitation,6,,,,
11.02.2020 02:00,12.6,750.1,766.6,,94,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,15.9,,,2500 or more  or no clouds.,,,10.0,11.7,No precipitation,12,,,,
10.02.2020 20:00,13.7,750.1,766.7,0.1,84,Wind blowing from the south-west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,15.9,,,1000-1500,,,13.0,11.0,No precipitation,12,,,,
10.02.2020 17:00,14.9,750.0,766.6,,74,Wind blowing from the south-east,1,,4,100%., ,,,8.6,15.9,,,1000-1500,,,30.0,10.3,No precipitation,6,,,,
10.02.2020 14:00,15.4,750.8,767.4,-2.1,68,Wind blowing from the south-southeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,15.7,,,1000-1500,,,30.0,9.5,No precipitation,12,,,,
10.02.2020 11:00,12.9,752.9,769.6,,77,Wind blowing from the south-east,1,,3,100%., ,,,8.6,12.9,,,1000-1500,,,25.0,9.0,No precipitation,6,,,,
10.02.2020 08:00,9.5,752.3,769.1,0.7,96,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,12.7,,,2000-2500,,,14.0,8.9,No precipitation,12,,,,
10.02.2020 05:00,9.0,751.6,768.4,,96,Wind blowing from the north-northwest,1,,4,, ,,,7.8,12.7,,,,,,17.0,8.4,No precipitation,6,,,,
10.02.2020 02:00,9.9,752.6,769.3,,93,Wind blowing from the west-northwest,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,12.7,,,2500 or more  or no clouds.,,,16.0,8.8,No precipitation,12,,,,
09.02.2020 20:00,10.8,753.9,770.8,0.2,83,Wind blowing from the north,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,12.7,,,600-1000,,,27.0,8.0,No precipitation,12,,,,
09.02.2020 17:00,12.3,753.7,770.5,,72,Wind blowing from the north-west,2,,7,90  or more  but not 100%, ,,,7.8,12.7,,,600-1000,,,30.0,7.4,No precipitation,6,,,,
09.02.2020 14:00,11.1,754.6,771.4,-2.4,77,Wind blowing from the north-west,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,11.4,,,2000-2500,,,30.0,7.2,No precipitation,12,,,,
09.02.2020 11:00,9.9,757.0,773.9,,80,Wind blowing from the north-northwest,4,,7,100%., ,,,7.8,9.9,,,1500-2000,,,30.0,6.6,No precipitation,6,,,,
09.02.2020 08:00,8.0,756.1,773.0,0.4,88,Wind blowing from the north-northwest,5,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,9.7,,,300-600,,,28.0,6.1,Trace of precipitation,12,,,,
09.02.2020 05:00,7.8,755.7,772.6,,92,Wind blowing from the north-west,4,,8,, ,,,7.8,9.7,,,,,,13.0,6.6,No precipitation,6,,,,
09.02.2020 02:00,8.4,755.8,772.8,,89,Wind blowing from the north-northwest,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,9.7,,,2500 or more  or no clouds.,,,28.0,6.7,0.1,12,,,,
08.02.2020 20:00,8.6,754.8,771.7,1.0,90,Wind blowing from the north-west,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,11.0,,,300-600,,,30.0,7.1,0.2,12,,,,
08.02.2020 17:00,9.1,753.8,770.7,,89,Wind blowing from the north-west,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,11.0,,,300-600,,,26.0,7.4,No precipitation,6,,,,
08.02.2020 14:00,9.4,754.0,770.8,-1.3,85,Wind blowing from the north-west,4,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,,,,300-600,,,30.0,7.0,0.1,12,,,,
08.02.2020 11:00,8.8,755.3,772.2,,89,Wind blowing from the north-west,5,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,,,,300-600,,,30.0,7.1,0.1,6,,,,
08.02.2020 08:00,7.9,753.9,770.8,1.3,95,Wind blowing from the north-west,4,,10,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,12.1,,,300-600,,,4.0,7.1,Trace of precipitation,12,,,,
08.02.2020 05:00,8.3,752.6,769.4,,92,Wind blowing from the north-west,5,,10,, ,,,8.3,12.1,,,,,,9.0,7.1,No precipitation,6,,,,
08.02.2020 02:00,9.2,753.3,770.1,,89,Wind blowing from the north-west,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,12.2,,,2500 or more  or no clouds.,,,22.0,7.5,2.0,12,,,,
07.02.2020 20:00,10.9,752.0,768.7,1.0,91,Wind blowing from the north-west,3,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,300-600,,,30.0,9.5,2.0,12,,,,
07.02.2020 17:00,10.8,751.0,767.8,,92,Wind blowing from the north-west,4,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,300-600,,,13.0,9.6,0.6,6,,,,
07.02.2020 14:00,11.7,751.4,768.1,-1.9,83,Wind blowing from the north-west,3,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,300-600,,,30.0,8.9,2.0,12,,,,
07.02.2020 11:00,10.5,753.3,770.0,,89,Wind blowing from the north-northwest,5,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,,,,300-600,,,23.0,8.8,No precipitation,6,,,,
07.02.2020 08:00,10.5,751.6,768.3,1.5,90,Wind blowing from the north-west,5,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,17.5,,,300-600,,,30.0,8.9,8.0,12,,,,
07.02.2020 05:00,11.2,750.1,766.6,,92,Wind blowing from the north-west,5,,9,,Rain (not freezing) not falling as shower(s). ,,,11.2,17.5,,,,,,30.0,9.9,7.0,6,,,,
07.02.2020 02:00,12.2,750.1,766.6,,95,Wind blowing from the north-west,3,,9,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,17.5,,,2500 or more  or no clouds.,,,12.0,11.4,7.0,12,,,,
06.02.2020 20:00,14.0,748.2,764.7,1.7,87,Wind blowing from the north-northwest,5,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,17.5,,,300-600,,,30.0,11.9,2.0,12,,,,
06.02.2020 17:00,15.8,746.5,763.0,,89,Wind blowing from the west-northwest,3,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,17.5,,,300-600,,,30.0,14.0,No precipitation,6,,,,
06.02.2020 14:00,16.1,746.9,763.3,-1.7,89,Wind blowing from the south-southeast,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,11.2,16.3,,,300-600,,,30.0,14.3,10.0,12,,,,
06.02.2020 11:00,14.9,748.6,765.1,,99,Wind blowing from the south-east,2,,4,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,11.2,14.9,,,200-300,,,3.8,14.7,7.0,6,,,,
06.02.2020 08:00,12.1,747.6,764.2,1.2,99,Wind blowing from the south-west,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,10.2,12.2,,,200-300,,,1.3,11.9,13.0,12,,,,
06.02.2020 05:00,11.6,746.4,763.0,,99,Wind blowing from the south-west,1,,4,,Rain  not freezing  intermittent  moderate at time of observation. ,,,,12.0,,,,,,0.6,11.4,7.0,6,,,,
06.02.2020 02:00,11.3,747.8,764.4,,99,Wind blowing from the north,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.0,,,2500 or more  or no clouds.,,,0.9,11.1,7.0,12,,,,
05.02.2020 20:00,11.3,748.8,765.4,0.8,98,Wind blowing from the south-west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,10.0,12.0,,,300-600,,,0.5,11.0,3.0,12,,,,
05.02.2020 17:00,11.5,748.0,764.7,,96,Wind blowing from the south-east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,12.0,,,300-600,,,1.7,10.9,1.0,6,,,,
05.02.2020 14:00,11.8,748.7,765.4,-2.5,91,Wind blowing from the south,1,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,12.0,,,2500 or more  or no clouds.,,,10.0,10.4,No precipitation,12,,,,
05.02.2020 11:00,11.2,751.2,767.9,,90,Wind blowing from the south,0,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,11.2,,,300-600,,,11.0,9.6,No precipitation,6,,,,
05.02.2020 08:00,10.2,750.7,767.4,0.6,93,Wind blowing from the north-northwest,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,300-600,,,19.0,9.1,Trace of precipitation,12,,,,
05.02.2020 05:00,10.2,750.1,766.8,,92,Wind blowing from the north-northwest,2,,6,, ,,,9.0,10.9,,,,,,30.0,9.0,No precipitation,6,,,,
05.02.2020 02:00,10.0,750.7,767.5,,93,Wind blowing from the north-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,10.9,,,2500 or more  or no clouds.,,,17.0,8.9,0.8,12,,,,
04.02.2020 20:00,10.1,750.7,767.5,1.2,88,Wind blowing from the north-west,3,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,10.9,,,300-600,,,30.0,8.2,8.0,12,,,,
04.02.2020 17:00,10.6,749.5,766.3,,89,Wind blowing from the north-west,3,,10,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,10.9,,,300-600,,,30.0,8.9,5.0,6,,,,
04.02.2020 14:00,9.5,750.4,767.2,-1.7,94,Wind blowing from the north-west,3,,10,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,10.3,,,300-600,,,10.0,8.6,7.0,12,,,,
04.02.2020 11:00,9.4,752.1,768.9,,93,Wind blowing from the west-northwest,3,,7,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,,,,300-600,,,9.0,8.3,3.0,6,,,,
