Local time in Naqu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2020 02:00,-6.3,438.4,758.1,,17,Wind blowing from the north,2,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.2,,,2500 or more  or no clouds.,,,30.0,-27.4,No precipitation,12,,,,
19.02.2020 23:00,-5.4,438.0,763.1,,17,Wind blowing from the south-southwest,1,,17,, ,,,,2.2,,,,,,18.0,-26.6,No precipitation,6,,,,
19.02.2020 20:00,-1.6,436.9,765.5,0.2,11,Wind blowing from the west-northwest,3,,17,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,2.2,,,2500 or more  or no clouds.,,,30.0,-28.3,No precipitation,12,,,,
19.02.2020 17:00,2.2,436.7,762.1,,7,Wind blowing from the west,7,,17,90  or more  but not 100%, ,,,-17.7,2.2,,,,,,29.0,-30.2,No precipitation,6,,,,
19.02.2020 14:00,0.2,437.8,763.3,,9,Wind blowing from the west,7,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,0.4,,,2500 or more  or no clouds.,,,30.0,-29.0,No precipitation,12,,,,
19.02.2020 11:00,-8.2,438.6,768.4,,17,Wind blowing from the south-southeast,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-1.7,,,,,,5.0,-29.0,No precipitation,6,,,,
19.02.2020 08:00,-17.7,437.4,769.0,-0.2,28,Wind blowing from the east-northeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-1.7,,,2500 or more  or no clouds.,,,30.0,-31.8,No precipitation,12,,,,
19.02.2020 05:00,-17.5,437.6,766.9,,27,Wind blowing from the north-northeast,2,,11,, ,,,-17.5,-1.7,,,,,,30.0,-32.0,No precipitation,6,,,,
19.02.2020 02:00,-14.5,439.0,768.4,,21,Wind blowing from the north-northeast,2,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-1.7,,,2500 or more  or no clouds.,,,30.0,-32.1,No precipitation,12,,,,
18.02.2020 23:00,-11.0,439.8,770.5,,16,Wind blowing from the south-east,2,,15,, ,,,-14.2,-1.7,,,,,,20.0,-31.9,No precipitation,6,,,,
18.02.2020 20:00,-4.9,439.8,770.2,-0.5,8,Wind blowing from the west,3,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,-1.7,,,,,,28.0,-34.2,No precipitation,12,,,,
18.02.2020 17:00,-2.0,440.3,766.9,,7,Wind blowing from the west,6,,15,90  or more  but not 100%, ,,,-14.2,1.2,,,1500-2000,,,30.0,-33.3,No precipitation,6,,,,
18.02.2020 14:00,-3.8,441.6,768.7,,8,Wind blowing from the north-west,5,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.2,1.2,,,,,,30.0,-33.3,No precipitation,12,,,,
18.02.2020 11:00,-8.1,441.9,770.7,,31,Wind blowing from the north-west,6,,11,no clouds, ,,,-14.2,1.2,,,,,,30.0,-22.3,No precipitation,6,,,,
18.02.2020 08:00,-13.8,439.8,768.7,0.9,50,Wind blowing from the north-northeast,1,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,1.2,,,1500-2000,,,30.0,-22.0,No precipitation,12,,,,
18.02.2020 05:00,-11.5,438.9,762.7,,47,Wind blowing from the north,1,,13,, ,,,-13.3,1.2,,,,,,30.0,-20.6,No precipitation,6,,,,
18.02.2020 02:00,-8.9,439.3,762.4,,42,Wind blowing from the north,1,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,1.2,,,2500 or more  or no clouds.,,,25.0,-19.5,No precipitation,12,,,,
17.02.2020 23:00,-6.7,439.2,762.8,,38,Wind blowing from the north,2,,15,, ,,,-13.3,1.2,,,,,,20.0,-18.7,No precipitation,6,,,,
17.02.2020 20:00,-3.1,438.3,763.7,,11,Wind blowing from the north-northwest,3,,15,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,1.2,,,1500-2000,,,30.0,-29.5,No precipitation,12,,,,
17.02.2020 17:00,0.2,438.8,763.6,,13,Wind blowing from the west,5,,15,90  or more  but not 100%, ,,,-13.3,5.0,,,,,,30.0,-25.0,No precipitation,6,,,,
17.02.2020 14:00,-0.9,440.1,763.6,,20,Wind blowing from the west,6,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,5.0,,,2500 or more  or no clouds.,,,30.0,-21.1,No precipitation,12,,,,
17.02.2020 11:00,-3.8,440.8,763.3,,30,Wind blowing from the west-southwest,6,,10,no clouds, ,,,-13.3,5.0,,,,,,30.0,-18.8,No precipitation,6,,,,
17.02.2020 08:00,-10.8,439.7,763.6,1.2,29,Wind blowing from the south,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,5.0,,,,,,30.0,-25.4,No precipitation,12,,,,
17.02.2020 05:00,-12.8,438.5,759.8,,30,Wind blowing from the north,1,,16,, ,,,-19.0,5.0,,,,,,30.0,-26.8,No precipitation,6,,,,
17.02.2020 02:00,-8.7,437.9,757.0,-0.3,22,Wind blowing from the east-northeast,1,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.0,,,2500 or more  or no clouds.,,,30.0,-26.6,No precipitation,12,,,,
16.02.2020 23:00,-3.8,438.2,763.6,,16,Wind blowing from the north-east,1,,18,, ,,,,5.0,,,,,,10.0,-26.0,No precipitation,6,,,,
16.02.2020 20:00,0.3,437.8,766.6,-0.2,9,Wind blowing from the north-west,4,,18,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,5.0,,,2000-2500,,,25.0,-28.9,No precipitation,12,,,,
16.02.2020 17:00,4.6,438.0,761.8,,7,Wind blowing from the west-northwest,8,,18,, ,,,-19.0,4.9,,,,,,30.0,-28.4,No precipitation,6,,,,
16.02.2020 14:00,2.8,439.5,763.7,-0.9,7,Wind blowing from the west,7,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,2.8,,,,,,30.0,-29.7,No precipitation,12,,,,
16.02.2020 11:00,-10.1,440.4,772.6,,26,Wind blowing from the north,1,,4,no clouds, ,,,-19.0,-0.5,,,,,,13.0,-26.0,No precipitation,6,,,,
16.02.2020 08:00,-18.9,439.2,773.2,0.8,42,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-0.5,,,,,,30.0,-28.6,No precipitation,12,,,,
16.02.2020 05:00,-16.7,438.4,766.6,,37,Wind blowing from the north-east,2,,11,, ,,,-17.2,-0.5,,,,,,23.0,-28.0,No precipitation,6,,,,
16.02.2020 02:00,-14.0,439.1,766.3,-0.7,32,Wind blowing from the north-northeast,2,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-0.5,,,2500 or more  or no clouds.,,,30.0,-27.1,No precipitation,12,,,,
15.02.2020 23:00,-10.4,439.8,768.8,,25,Wind blowing from the south-southeast,1,,15,, ,,,-17.2,-0.5,,,,,,10.0,-26.7,No precipitation,6,,,,
15.02.2020 20:00,-4.9,439.3,771.8,0.0,16,Wind blowing from the north,3,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,-0.5,,,,,,29.0,-26.9,No precipitation,12,,,,
15.02.2020 17:00,-0.6,439.3,766.7,,10,Wind blowing from the west-northwest,6,,15,20–30%., ,,,-17.2,3.1,,,1500-2000,,,30.0,-28.5,No precipitation,6,,,,
15.02.2020 14:00,-1.5,440.1,766.3,0.3,17,Wind blowing from the west-northwest,7,,15,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.2,3.1,,,1500-2000,,,30.0,-23.4,No precipitation,12,,,,
15.02.2020 11:00,-6.6,439.8,767.3,,22,Wind blowing from the north-west,3,,6,10%  or less  but not 0, ,,,-17.2,3.1,,,1500-2000,,,30.0,-24.8,No precipitation,6,,,,
15.02.2020 08:00,-17.0,437.7,766.6,,47,Wind blowing from the south-southeast,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,3.1,,,,,,23.0,-25.7,No precipitation,12,,,,
15.02.2020 05:00,-14.8,436.6,759.4,,45,Calm  no wind,0,,,, ,,,-15.4,3.1,,,,,,30.0,-24.1,No precipitation,6,,,,
15.02.2020 02:00,-11.6,436.4,758.2,0.2,37,Wind blowing from the north-east,1,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,3.1,,,2500 or more  or no clouds.,,,30.0,-23.4,No precipitation,12,,,,
14.02.2020 23:00,-8.4,436.2,760.8,,26,Wind blowing from the north-east,1,,18,, ,,,-15.4,3.1,,,,,,13.0,-24.5,No precipitation,6,,,,
14.02.2020 20:00,-1.8,435.6,760.9,,14,Wind blowing from the north-west,2,,18,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,3.1,,,,,,28.0,-25.8,No precipitation,12,,,,
14.02.2020 17:00,2.8,435.6,755.2,,8,Wind blowing from the west-northwest,6,,18,40%., ,,,-15.4,3.5,,,1500-2000,,,30.0,-28.3,No precipitation,6,,,,
14.02.2020 14:00,0.6,436.8,756.3,-0.8,10,Wind blowing from the west-northwest,8,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,3.5,,,2500 or more  or no clouds.,,,30.0,-27.6,No precipitation,12,,,,
14.02.2020 11:00,-6.3,437.6,760.9,,26,Wind blowing from the south-southwest,2,,3,no clouds, ,,,-15.4,3.5,,,,,,7.0,-22.7,No precipitation,6,,,,
14.02.2020 08:00,-14.5,436.8,762.1,0.1,46,Wind blowing from the south-southwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,3.5,,,,,,28.0,-23.6,No precipitation,12,,,,
14.02.2020 05:00,-11.4,436.7,756.6,,40,Calm  no wind,0,,,, ,,,-13.2,3.5,,,,,,30.0,-22.3,No precipitation,6,,,,
14.02.2020 02:00,-7.9,437.4,757.0,-0.9,33,Wind blowing from the east,1,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,3.5,,,2500 or more  or no clouds.,,,30.0,-21.4,No precipitation,12,,,,
13.02.2020 23:00,-5.4,438.3,762.9,,30,Wind blowing from the south-southeast,0,,16,, ,,,-13.2,3.5,,,,,,11.0,-20.3,No precipitation,6,,,,
13.02.2020 20:00,-0.6,438.6,763.9,,18,Wind blowing from the north-west,3,,16,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,3.5,,,1500-2000,,,30.0,-22.0,No precipitation,12,,,,
13.02.2020 17:00,3.3,439.4,759.4,,9,Wind blowing from the west-northwest,7,,16,60%., ,,,-13.2,3.5,,,1500-2000,,,30.0,-26.6,No precipitation,6,,,,
13.02.2020 14:00,1.1,441.0,762.4,-0.9,17,Wind blowing from the west-northwest,6,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,3.4,,,1500-2000,,,30.0,-21.3,No precipitation,12,,,,
13.02.2020 11:00,-7.4,441.9,768.1,,42,Wind blowing from the south-west,3,,5,10%  or less  but not 0, ,,,-13.2,3.4,,,1500-2000,,,19.0,-18.1,No precipitation,6,,,,
13.02.2020 08:00,-12.6,440.9,768.2,0.0,67,Wind blowing from the east-northeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,3.4,,,,,,30.0,-17.5,No precipitation,12,,,,
13.02.2020 05:00,-8.9,440.9,762.4,,58,Wind blowing from the west,1,,16,, ,,,,3.4,,,,,,30.0,-15.7,No precipitation,6,,,,
13.02.2020 02:00,-6.9,440.7,762.2,,29,Wind blowing from the north-east,2,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.4,,,2500 or more  or no clouds.,,,30.0,-22.0,No precipitation,12,,,,
12.02.2020 23:00,-3.9,440.0,767.7,,23,Wind blowing from the north-west,1,,16,, ,,,,3.4,,,,,,27.0,-22.0,No precipitation,6,,,,
12.02.2020 20:00,-1.2,439.2,769.6,0.2,17,Wind blowing from the north-west,3,,16,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,3.4,,,2000-2500,,,23.0,-23.2,No precipitation,12,,,,
12.02.2020 17:00,2.8,439.0,765.2,,9,Wind blowing from the west-northwest,8,,16,90  or more  but not 100%, ,,,-18.9,2.8,,,1500-2000,,,30.0,-27.0,No precipitation,6,,,,
12.02.2020 14:00,0.7,440.6,768.6,,9,Wind blowing from the north-west,6,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,0.7,,,1500-2000,,,30.0,-28.6,No precipitation,12,,,,
12.02.2020 11:00,-11.3,441.7,777.1,,26,Wind blowing from the north-northeast,1,,4,no clouds, ,,,-18.9,-0.7,,,,,,10.0,-27.0,No precipitation,6,,,,
12.02.2020 08:00,-18.1,440.9,776.6,0.2,35,Wind blowing from the north-northeast,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-0.7,,,2500 or more  or no clouds.,,,30.0,-29.8,No precipitation,12,,,,
12.02.2020 05:00,-17.0,440.7,771.1,,33,Wind blowing from the north,1,,14,, ,,,-20.9,-0.7,,,,,,30.0,-29.5,No precipitation,6,,,,
12.02.2020 02:00,-15.7,440.9,772.0,,27,Wind blowing from the north-east,1,,14,, ,,,-20.9,-0.7,,,,,,30.0,-30.5,No precipitation,6,,,,
11.02.2020 23:00,-11.9,440.8,776.2,,21,Wind blowing from the south-east,2,,14,, ,,,-20.9,-0.7,,,,,,13.0,-29.8,No precipitation,6,,,,
11.02.2020 20:00,-6.4,440.5,778.0,0.7,11,Wind blowing from the north-west,4,,14,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-0.7,,,1500-2000,,,30.0,-32.1,No precipitation,12,,,,
11.02.2020 17:00,-1.0,439.8,770.8,,7,Wind blowing from the west-northwest,6,,,, ,,,-20.9,-0.7,,,,,,30.0,-32.6,No precipitation,6,,,,
11.02.2020 14:00,-2.9,440.7,771.9,-0.3,10,Wind blowing from the west-northwest,6,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-1.1,,,2500 or more  or no clouds.,,,30.0,-30.3,No precipitation,12,,,,
11.02.2020 11:00,-12.3,441.0,776.4,,26,Wind blowing from the east-southeast,1,,3,, ,,,-20.9,-1.1,,,,,,18.0,-27.9,No precipitation,6,,,,
11.02.2020 08:00,-20.5,439.5,776.3,0.5,41,Wind blowing from the north,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-1.1,,,,,,30.0,-30.3,No precipitation,12,,,,
11.02.2020 05:00,-18.4,439.0,770.7,,36,Wind blowing from the north-northeast,1,,11,, ,,,-23.9,-1.1,,,,,,30.0,-29.8,No precipitation,6,,,,
11.02.2020 02:00,-16.1,439.2,771.7,0.2,32,Wind blowing from the north-east,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.1,,,2500 or more  or no clouds.,,,30.0,-29.0,No precipitation,12,,,,
10.02.2020 23:00,-11.7,439.0,775.9,,25,Wind blowing from the south-east,1,,13,, ,,,,-1.1,,,,,,7.0,-27.8,No precipitation,6,,,,
10.02.2020 20:00,-6.5,438.1,775.9,0.3,11,Wind blowing from the north-west,3,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-1.1,,,1500-2000,,,30.0,-32.2,No precipitation,12,,,,
10.02.2020 17:00,-2.8,437.8,770.6,,8,Wind blowing from the west,5,,,50%., ,,,-23.9,-2.1,,,1500-2000,,,30.0,-32.6,No precipitation,6,,,,
10.02.2020 14:00,-6.1,439.4,774.0,-0.9,15,Wind blowing from the west-southwest,3,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-6.1,,,1500-2000,,,30.0,-28.6,No precipitation,12,,,,
10.02.2020 11:00,-16.0,440.3,781.4,,36,Wind blowing from the north-east,2,,,no clouds, ,,,-23.9,-6.9,,,,,,16.0,-27.7,No precipitation,6,,,,
10.02.2020 08:00,-23.1,439.7,781.6,0.2,52,Wind blowing from the north-east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-6.9,,,,,,30.0,-30.2,No precipitation,12,,,,
10.02.2020 05:00,-20.9,439.5,777.8,,47,Wind blowing from the north-northeast,1,,11,, ,,,-20.9,-6.9,,,,,,30.0,-29.3,No precipitation,6,,,,
10.02.2020 02:00,-18.4,440.1,778.6,,38,Wind blowing from the south-southeast,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-6.9,,,2500 or more  or no clouds.,,,30.0,-29.2,No precipitation,12,,,,
09.02.2020 23:00,-15.6,440.4,777.4,,29,Wind blowing from the north-west,2,,11,, ,,,-15.6,-6.9,,,,,,28.0,-29.6,No precipitation,6,,,,
09.02.2020 20:00,-10.0,439.6,772.2,1.0,28,Wind blowing from the north-west,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-6.7,,,2500 or more  or no clouds.,,,30.0,-25.1,Trace of precipitation,12,,,,
09.02.2020 17:00,-8.1,438.6,768.0,,22,Wind blowing from the north-west,6,,11,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-3.9,,,,,,30.0,-26.1,Trace of precipitation,6,,,,
09.02.2020 14:00,-10.3,439.0,769.4,,69,Wind blowing from the west-northwest,4,,9,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,,,,2500 or more  or no clouds.,,,2.5,-14.9,No precipitation,12,,,,
09.02.2020 11:00,-10.9,439.2,769.8,,50,Wind blowing from the west,3,,8,90  or more  but not 100%, ,,,-12.1,,,,,,,30.0,-19.3,No precipitation,6,,,,
09.02.2020 08:00,-11.7,437.8,766.4,0.4,36,Wind blowing from the west,2,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-2.4,,,2500 or more  or no clouds.,,,30.0,-23.8,No precipitation,12,,,,
09.02.2020 05:00,-10.5,437.4,762.7,,60,Wind blowing from the west,2,,,, ,,,-17.9,-2.4,,,,,,30.0,-16.8,No precipitation,6,,,,
09.02.2020 02:00,-9.3,437.7,763.5,,30,Wind blowing from the north-west,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-2.4,,,2500 or more  or no clouds.,,,30.0,-23.7,No precipitation,12,,,,
08.02.2020 23:00,-8.6,437.7,767.4,,34,Wind blowing from the east-northeast,3,,13,, ,,,-17.9,-2.4,,,,,,30.0,-21.7,No precipitation,6,,,,
08.02.2020 20:00,-6.7,436.7,768.6,,15,Wind blowing from the north-northwest,3,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-2.4,,,1500-2000,,,30.0,-29.1,No precipitation,12,,,,
08.02.2020 17:00,-4.0,436.0,763.0,,7,Wind blowing from the west-southwest,7,,13,, ,,,-17.9,-2.4,,,,,,30.0,-34.9,No precipitation,6,,,,
08.02.2020 14:00,-5.5,437.1,764.3,,10,Wind blowing from the west-southwest,5,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-2.3,,,1500-2000,,,30.0,-32.4,No precipitation,12,,,,
08.02.2020 11:00,-11.4,437.4,768.9,,29,Wind blowing from the west,1,,5,no clouds, ,,,-17.9,-2.3,,,,,,12.0,-25.9,No precipitation,6,,,,
08.02.2020 08:00,-17.0,436.2,768.0,0.6,39,Wind blowing from the north-northeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-2.3,,,,,,30.0,-27.7,No precipitation,12,,,,
08.02.2020 05:00,-14.1,435.6,761.9,,31,Wind blowing from the east-northeast,1,,15,, ,,,-16.8,-2.3,,,,,,30.0,-27.6,No precipitation,6,,,,
08.02.2020 02:00,-11.9,436.3,761.5,-0.4,26,Wind blowing from the east,1,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-2.3,,,2500 or more  or no clouds.,,,30.0,-27.5,No precipitation,12,,,,
07.02.2020 23:00,-11.0,436.7,765.8,,24,Wind blowing from the east-northeast,2,,17,, ,,,-16.8,-2.3,,,,,,29.0,-27.6,No precipitation,6,,,,
07.02.2020 20:00,-7.1,435.9,766.3,,16,Wind blowing from the north-northwest,4,,17,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-2.3,,,2500 or more  or no clouds.,,,30.0,-28.7,No precipitation,12,,,,
07.02.2020 17:00,-3.4,435.0,758.8,,7,Wind blowing from the west,6,,17,90  or more  but not 100%, ,,,-16.8,-2.3,,,,,,30.0,-34.4,No precipitation,6,,,,
07.02.2020 14:00,-3.6,436.0,759.5,-1.1,9,Wind blowing from the west-southwest,6,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-2.1,,,1500-2000,,,30.0,-32.0,No precipitation,12,,,,
07.02.2020 11:00,-9.2,437.1,764.2,,29,Wind blowing from the south,1,,4,no clouds, ,,,-16.8,-2.1,,,,,,9.0,-24.0,No precipitation,6,,,,
07.02.2020 08:00,-15.5,435.5,764.2,1.1,49,Wind blowing from the north-west,1,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-2.1,,,1500-2000,,,14.0,-23.8,No precipitation,12,,,,
07.02.2020 05:00,-11.5,434.4,757.3,,39,Wind blowing from the west-southwest,2,,5,, ,,,-21.5,-2.1,,,,,,30.0,-22.7,No precipitation,6,,,,
07.02.2020 02:00,-9.9,434.6,758.6,0.2,35,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.1,,,2500 or more  or no clouds.,,,30.0,-22.5,No precipitation,12,,,,
06.02.2020 23:00,-8.0,434.4,763.5,,24,Wind blowing from the north-northeast,1,,5,, ,,,-21.5,-2.1,,,,,,30.0,-25.0,No precipitation,6,,,,
06.02.2020 20:00,-5.3,433.5,764.9,,13,Wind blowing from the north-east,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-2.1,,,1500-2000,,,8.0,-29.5,No precipitation,12,,,,
06.02.2020 17:00,-2.8,434.0,760.9,,9,Wind blowing from the south-southwest,2,,5,, ,,,-21.5,-2.1,,,,,,30.0,-31.4,No precipitation,6,,,,
06.02.2020 14:00,-5.7,436.3,765.9,-1.5,14,Wind blowing from the west-southwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-5.3,,,2500 or more  or no clouds.,,,30.0,-29.0,No precipitation,12,,,,
