Local time in Delingha,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 11:00,-2.4,528.4,764.8,,14,Wind blowing from the east-northeast,3,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-26.3,,,,,,
19.02.2020 08:00,-7.4,528.0,763.6,-1.3,22,Wind blowing from the east,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,1.8,,,2500 or more  or no clouds.,,,30.0,-25.5,No precipitation,12,,,,
19.02.2020 05:00,-7.1,529.3,764.1,,21,Wind blowing from the east-northeast,2,,7,, ,,,-12.9,1.8,,,,,,30.0,-25.8,No precipitation,6,,,,
19.02.2020 02:00,-8.1,530.5,767.4,,23,Wind blowing from the east-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,1.8,,,2500 or more  or no clouds.,,,30.0,-25.6,No precipitation,12,,,,
18.02.2020 20:00,-1.3,531.0,770.8,-0.2,13,Wind blowing from the west-northwest,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,1.8,,,2500 or more  or no clouds.,,,30.0,-26.2,No precipitation,12,,,,
18.02.2020 17:00,1.3,531.2,768.7,,10,Wind blowing from the west-southwest,1,,6,90  or more  but not 100%, ,,,-12.9,1.6,,,,,,22.0,-27.0,No precipitation,6,,,,
18.02.2020 14:00,-0.8,532.5,771.6,-1.4,13,Wind blowing from the south-west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,1.6,,,2500 or more  or no clouds.,,,22.0,-25.8,No precipitation,12,,,,
18.02.2020 11:00,-5.5,533.9,774.1,,20,Wind blowing from the south,1,,,90  or more  but not 100%, ,,,,,,,,,,23.0,-24.9,,,,,,
18.02.2020 08:00,-12.7,533.2,774.1,0.1,36,Wind blowing from the north,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,1.6,,,,,,30.0,-24.7,No precipitation,12,,,,
18.02.2020 05:00,-10.9,533.1,771.7,,36,Wind blowing from the east-northeast,0,,5,, ,,,-11.4,1.6,,,,,,30.0,-23.1,No precipitation,6,,,,
18.02.2020 02:00,-10.8,533.5,772.3,,40,Wind blowing from the north,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,1.6,,,2500 or more  or no clouds.,,,28.0,-21.8,No precipitation,12,,,,
17.02.2020 20:00,-1.6,533.2,772.0,0.6,16,Wind blowing from the south-southwest,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,1.6,,,2500 or more  or no clouds.,,,30.0,-24.2,No precipitation,12,,,,
17.02.2020 17:00,1.1,532.6,769.6,,12,Wind blowing from the south-southwest,2,,9,90  or more  but not 100%, ,,,-9.8,2.1,,,,,,30.0,-25.2,No precipitation,6,,,,
17.02.2020 14:00,0.7,533.4,769.7,-1.2,15,Wind blowing from the south-southwest,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,2.1,,,2500 or more  or no clouds.,,,28.0,-23.0,No precipitation,12,,,,
17.02.2020 11:00,-4.2,534.6,775.5,,20,Wind blowing from the east,2,,,no clouds, ,,,,,,,,,,30.0,-23.8,,,,,,
17.02.2020 08:00,-8.8,533.6,773.8,0.5,27,Wind blowing from the east-northeast,1,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,2.1,,,2500 or more  or no clouds.,,,30.0,-24.4,No precipitation,12,,,,
17.02.2020 05:00,-8.3,533.1,769.9,,27,Wind blowing from the east,3,,8,, ,,,-11.2,2.1,,,,,,30.0,-24.0,No precipitation,6,,,,
17.02.2020 02:00,-6.1,533.1,769.9,,24,Wind blowing from the east,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,2.1,,,2500 or more  or no clouds.,,,30.0,-23.4,No precipitation,12,,,,
16.02.2020 20:00,-4.0,532.3,772.9,1.0,20,Wind blowing from the north-east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,2.1,,,,,,30.0,-23.7,No precipitation,12,,,,
16.02.2020 17:00,1.7,531.3,768.4,,12,Wind blowing from the west,2,,8,no clouds, ,,,-12.2,2.0,,,,,,30.0,-24.7,No precipitation,6,,,,
16.02.2020 14:00,-0.3,531.8,770.8,-0.9,16,Wind blowing from the south-southwest,2,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-0.1,,,1000-1500,,,30.0,-23.1,No precipitation,12,,,,
16.02.2020 11:00,-5.4,532.7,773.0,,20,Wind blowing from the east,3,,,no clouds, ,,,,,,,,,,30.0,-24.9,,,,,,
16.02.2020 08:00,-10.5,531.8,773.0,0.3,28,Wind blowing from the east,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-3.3,,,,,,29.0,-25.5,No precipitation,12,,,,
16.02.2020 05:00,-10.4,531.5,771.6,,30,Wind blowing from the south-east,1,,4,, ,,,-13.5,-3.3,,,,,,30.0,-24.7,No precipitation,6,,,,
16.02.2020 02:00,-11.5,532.7,774.5,,36,Wind blowing from the north-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-3.3,,,2500 or more  or no clouds.,,,30.0,-23.6,No precipitation,12,,,,
15.02.2020 20:00,-5.7,533.6,777.3,0.3,21,Wind blowing from the north-northeast,0,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-1.6,,,2500 or more  or no clouds.,,,26.0,-24.6,No precipitation,12,,,,
15.02.2020 17:00,-3.9,533.3,773.7,,18,Wind blowing from the south,2,,7,90  or more  but not 100%, ,,,-13.5,2.0,,,,,,23.0,-24.8,No precipitation,6,,,,
15.02.2020 14:00,-5.0,534.1,773.2,-0.8,17,Wind blowing from the south-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,2.0,,,2500 or more  or no clouds.,,,21.0,-26.3,No precipitation,12,,,,
15.02.2020 11:00,-7.2,534.9,774.5,,15,Wind blowing from the north-west,2,,,no clouds, ,,,,,,,,,,30.0,-29.5,,,,,,
15.02.2020 08:00,-13.5,533.4,774.7,1.2,23,Wind blowing from the east-northeast,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,2.0,,,,,,30.0,-30.2,No precipitation,12,,,,
15.02.2020 05:00,-9.4,532.2,769.0,,14,Wind blowing from the south-east,1,,,, ,,,,,,,,,,30.0,-32.0,,,,,,
15.02.2020 02:00,-5.2,531.7,766.9,,8,Wind blowing from the east-northeast,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,2.0,,,2500 or more  or no clouds.,,,30.0,-34.4,No precipitation,12,,,,
14.02.2020 20:00,-1.6,530.4,768.5,,6,Wind blowing from the north-northeast,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,2.0,,,,,,30.0,-34.6,No precipitation,12,,,,
14.02.2020 17:00,1.9,529.2,765.9,,6,Wind blowing from the north-northwest,4,,12,no clouds, ,,,-12.0,5.3,,,,,,30.0,-32.0,No precipitation,6,,,,
14.02.2020 14:00,0.8,529.3,766.6,0.0,6,Wind blowing from the north-northwest,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,5.3,,,,,,30.0,-32.8,No precipitation,12,,,,
14.02.2020 11:00,-3.4,529.3,765.7,,10,Wind blowing from the east,2,,,no clouds, ,,,,,,,,,,30.0,-30.7,,,,,,
14.02.2020 08:00,-9.9,527.7,763.1,1.1,17,Wind blowing from the east-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,5.3,,,,,,30.0,-30.4,No precipitation,12,,,,
14.02.2020 05:00,-11.7,526.6,760.5,,36,Wind blowing from the east-southeast,1,,12,, ,,,-12.0,5.3,,,,,,30.0,-23.8,No precipitation,6,,,,
14.02.2020 02:00,-11.6,526.7,762.7,,45,Wind blowing from the north,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,5.3,,,2500 or more  or no clouds.,,,30.0,-21.2,No precipitation,12,,,,
13.02.2020 20:00,1.3,526.4,761.8,0.5,15,Wind blowing from the west-northwest,4,,13,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,5.3,,,2500 or more  or no clouds.,,,30.0,-22.5,No precipitation,12,,,,
13.02.2020 17:00,5.3,525.9,759.4,,16,Wind blowing from the west-northwest,5,,13,90  or more  but not 100%, ,,,-12.0,5.4,,,,,,12.0,-18.5,No precipitation,6,,,,
13.02.2020 14:00,1.0,527.7,762.7,-1.1,16,Wind blowing from the south-southwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,5.4,,,2500 or more  or no clouds.,,,30.0,-22.0,No precipitation,12,,,,
13.02.2020 11:00,-3.4,528.8,766.1,,19,Wind blowing from the south-east,1,,,90  or more  but not 100%, ,,,,,,,,,,27.0,-23.7,,,,,,
13.02.2020 08:00,-10.8,528.5,766.9,0.0,38,Wind blowing from the south-east,0,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,5.4,,,1000-1500,,,30.0,-22.4,No precipitation,12,,,,
13.02.2020 05:00,-11.4,528.5,763.1,,40,Calm  no wind,0,,,, ,,,-11.4,5.4,,,,,,30.0,-22.3,No precipitation,6,,,,
13.02.2020 02:00,-8.6,529.0,763.6,,32,Wind blowing from the east,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,5.4,,,2500 or more  or no clouds.,,,30.0,-22.3,No precipitation,12,,,,
12.02.2020 20:00,-2.9,528.7,766.1,-0.3,21,Wind blowing from the north-west,1,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,5.4,,,2500 or more  or no clouds.,,,30.0,-22.2,No precipitation,12,,,,
12.02.2020 17:00,5.1,529.0,762.7,,8,Wind blowing from the south-west,2,,8,10%  or less  but not 0, ,,,-10.0,5.4,,,1000-1500,,,30.0,-26.5,No precipitation,6,,,,
12.02.2020 14:00,2.8,530.1,764.5,,10,Wind blowing from the south-west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,2.9,,,,,,30.0,-25.9,No precipitation,12,,,,
12.02.2020 11:00,-4.1,531.4,771.4,,18,Wind blowing from the east,3,,,no clouds, ,,,,,,,,,,30.0,-24.9,,,,,,
12.02.2020 08:00,-8.6,530.9,769.9,0.0,24,Wind blowing from the east-northeast,3,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,2.1,,,1000-1500,,,30.0,-25.6,No precipitation,12,,,,
12.02.2020 05:00,-9.0,530.9,767.3,,26,Wind blowing from the east-southeast,1,,,, ,,,-12.7,2.1,,,,,,30.0,-25.0,No precipitation,6,,,,
12.02.2020 02:00,-7.3,531.5,768.3,,25,Wind blowing from the east-northeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,2.1,,,2500 or more  or no clouds.,,,30.0,-24.0,No precipitation,12,,,,
11.02.2020 20:00,-4.1,531.1,772.2,0.2,24,Wind blowing from the north-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,2.1,,,,,,30.0,-21.7,No precipitation,12,,,,
11.02.2020 17:00,1.3,530.9,768.4,,12,Wind blowing from the south,2,,6,no clouds, ,,,-12.7,1.6,,,,,,30.0,-25.0,No precipitation,6,,,,
11.02.2020 14:00,-0.6,531.6,769.2,-0.7,12,Wind blowing from the south-southwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,1.0,,,,,,30.0,-26.5,No precipitation,12,,,,
11.02.2020 11:00,-6.4,532.3,772.5,,19,Wind blowing from the east,3,,,no clouds, ,,,,,,,,,,30.0,-26.3,,,,,,
11.02.2020 08:00,-12.3,531.3,772.8,0.4,26,Wind blowing from the east-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,1.0,,,,,,30.0,-27.9,No precipitation,12,,,,
11.02.2020 05:00,-11.0,530.9,768.8,,26,Wind blowing from the east,2,,7,, ,,,-13.3,1.0,,,,,,30.0,-26.8,No precipitation,6,,,,
11.02.2020 02:00,-8.8,531.0,768.9,,23,Wind blowing from the east-northeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,1.0,,,2500 or more  or no clouds.,,,30.0,-26.2,No precipitation,12,,,,
10.02.2020 20:00,-4.8,530.7,772.0,0.6,21,Wind blowing from the north-northwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,1.0,,,,,,30.0,-23.8,No precipitation,12,,,,
10.02.2020 17:00,0.4,530.1,767.5,,12,Wind blowing from the south-southwest,2,,8,no clouds, ,,,-13.3,1.0,,,,,,30.0,-25.7,No precipitation,6,,,,
10.02.2020 14:00,-1.7,530.6,768.9,-0.9,15,Wind blowing from the east-southeast,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-0.8,,,,,,30.0,-25.0,No precipitation,12,,,,
10.02.2020 11:00,-7.3,531.5,773.8,,21,Wind blowing from the east,2,,,no clouds, ,,,,,,,,,,30.0,-25.9,,,,,,
10.02.2020 08:00,-12.5,530.9,772.7,0.1,30,Wind blowing from the east-northeast,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-0.8,,,,,,30.0,-26.5,No precipitation,12,,,,
10.02.2020 05:00,-10.7,530.8,769.3,,28,Wind blowing from the east,2,,8,, ,,,-12.4,-0.8,,,,,,30.0,-25.7,No precipitation,6,,,,
10.02.2020 02:00,-9.9,532.0,771.2,,29,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-0.8,,,2500 or more  or no clouds.,,,30.0,-24.6,No precipitation,12,,,,
09.02.2020 20:00,-5.5,533.0,775.5,0.2,24,Wind blowing from the north-northwest,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-0.8,,,2500 or more  or no clouds.,,,30.0,-22.9,No precipitation,12,,,,
09.02.2020 17:00,-1.0,532.8,772.5,,15,Wind blowing from the south-southwest,2,,7,20–30%., ,,,-12.8,-0.8,,,2500 or more  or no clouds.,,,30.0,-24.4,No precipitation,6,,,,
09.02.2020 14:00,-2.2,534.0,775.2,-1.8,19,Wind blowing from the north-east,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-1.1,,,1000-1500,,,30.0,-22.7,No precipitation,12,,,,
09.02.2020 11:00,-7.9,535.8,780.5,,23,Wind blowing from the east,3,,,50%., ,,,,,,,1000-1500,,,30.0,-25.4,,,,,,
09.02.2020 08:00,-12.0,535.7,779.4,-0.2,30,Wind blowing from the east,4,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-1.1,,,2500 or more  or no clouds.,,,30.0,-26.1,No precipitation,12,,,,
09.02.2020 05:00,-11.5,535.9,777.2,,31,Wind blowing from the east,2,,4,, ,,,-12.8,-1.1,,,,,,30.0,-25.3,No precipitation,6,,,,
09.02.2020 02:00,-12.1,536.8,779.6,,39,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-1.1,,,2500 or more  or no clouds.,,,30.0,-23.2,No precipitation,12,,,,
08.02.2020 20:00,-5.5,536.2,779.6,0.9,25,Wind blowing from the east,0,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-1.1,,,2500 or more  or no clouds.,,,19.0,-22.4,No precipitation,12,,,,
08.02.2020 17:00,-1.2,535.3,775.7,,18,Wind blowing from the west-southwest,1,,7,90  or more  but not 100%, ,,,-11.6,0.9,,,,,,30.0,-22.5,No precipitation,6,,,,
08.02.2020 14:00,-2.7,535.8,775.8,-0.2,19,Wind blowing from the south-southwest,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,1.0,,,2500 or more  or no clouds.,,,30.0,-23.2,No precipitation,12,,,,
08.02.2020 11:00,-6.1,536.0,779.4,,18,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-26.6,,,,,,
08.02.2020 08:00,-10.9,534.8,777.1,0.8,25,Wind blowing from the east,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,1.0,,,,,,30.0,-27.1,No precipitation,12,,,,
08.02.2020 05:00,-10.4,534.0,772.9,,25,Wind blowing from the east-northeast,2,,8,, ,,,-11.3,1.0,,,,,,30.0,-26.7,No precipitation,6,,,,
08.02.2020 02:00,-7.8,534.0,772.4,,21,Wind blowing from the east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,1.0,,,2500 or more  or no clouds.,,,30.0,-26.3,No precipitation,12,,,,
07.02.2020 20:00,-4.6,532.8,773.7,,27,Wind blowing from the north-northwest,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,1.0,,,2500 or more  or no clouds.,,,30.0,-20.8,No precipitation,12,,,,
07.02.2020 17:00,0.8,531.5,769.2,,13,Wind blowing from the south-southwest,2,,8,90  or more  but not 100%, ,,,-11.3,1.0,,,,,,30.0,-24.5,No precipitation,6,,,,
07.02.2020 14:00,-0.9,531.9,769.3,-0.7,15,Wind blowing from the south-west,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,0.6,,,2500 or more  or no clouds.,,,30.0,-24.3,No precipitation,12,,,,
07.02.2020 11:00,-6.8,532.6,773.0,,19,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-26.6,,,,,,
07.02.2020 08:00,-10.1,531.3,772.0,0.7,25,Wind blowing from the east,3,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,0.6,,,1000-1500,,,30.0,-26.4,No precipitation,12,,,,
07.02.2020 05:00,-10.4,530.6,768.1,,27,Wind blowing from the east,3,,,, ,,,,,,,,,,30.0,-25.8,,,,,,
07.02.2020 02:00,-8.0,530.4,767.3,,25,Wind blowing from the east,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,0.6,,,2500 or more  or no clouds.,,,30.0,-24.6,No precipitation,12,,,,
06.02.2020 20:00,-5.5,529.6,769.6,,30,Wind blowing from the north,0,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,0.6,,,,,,30.0,-20.3,No precipitation,12,,,,
06.02.2020 17:00,0.4,528.9,764.8,,18,Wind blowing from the south-west,2,,7,10%  or less  but not 0, ,,,-11.4,0.6,,,1000-1500,,,30.0,-21.2,No precipitation,6,,,,
06.02.2020 14:00,-1.0,529.5,766.2,-0.6,17,Wind blowing from the south-southeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,0.8,,,,,,30.0,-23.0,No precipitation,12,,,,
06.02.2020 11:00,-5.6,530.1,771.1,,17,Wind blowing from the east,2,,,40%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-26.8,,,,,,
06.02.2020 08:00,-10.1,529.3,769.3,0.4,23,Wind blowing from the north-east,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,0.8,,,2500 or more  or no clouds.,,,30.0,-27.3,No precipitation,12,,,,
06.02.2020 05:00,-8.9,528.9,764.8,,22,Wind blowing from the east-northeast,2,,,, ,,,-11.4,0.8,,,,,,30.0,-26.8,No precipitation,6,,,,
06.02.2020 02:00,-8.3,529.2,765.7,,22,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,0.8,,,2500 or more  or no clouds.,,,30.0,-26.3,No precipitation,12,,,,
05.02.2020 20:00,-5.7,528.7,767.8,1.0,28,Wind blowing from the north-west,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,0.8,,,2500 or more  or no clouds.,,,30.0,-21.3,No precipitation,12,,,,
05.02.2020 17:00,0.4,527.7,763.6,,14,Wind blowing from the west-southwest,2,,,90  or more  but not 100%, ,,,-10.1,0.8,,,,,,30.0,-24.0,No precipitation,6,,,,
05.02.2020 14:00,-1.0,528.1,764.1,-0.9,15,Wind blowing from the south,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,0.2,,,2500 or more  or no clouds.,,,30.0,-24.4,No precipitation,12,,,,
05.02.2020 11:00,-5.3,529.0,767.0,,18,Wind blowing from the east,1,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-25.9,,,,,,
05.02.2020 08:00,-9.0,527.7,766.3,,22,Wind blowing from the east-northeast,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,0.2,,,2500 or more  or no clouds.,,,30.0,-26.9,No precipitation,12,,,,
05.02.2020 05:00,-9.6,527.2,763.0,,25,Wind blowing from the east,3,,,, ,,,-14.4,0.2,,,,,,30.0,-26.0,No precipitation,6,,,,
05.02.2020 02:00,-8.2,528.1,764.7,,21,Wind blowing from the east-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,0.2,,,2500 or more  or no clouds.,,,30.0,-26.7,No precipitation,12,,,,
04.02.2020 20:00,-5.5,528.6,769.8,0.2,21,Wind blowing from the east-southeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,0.2,,,,,,30.0,-24.4,No precipitation,12,,,,
04.02.2020 17:00,-0.1,528.4,766.9,,13,Wind blowing from the south-southwest,2,,,no clouds, ,,,-14.4,0.2,,,,,,30.0,-25.3,No precipitation,6,,,,
04.02.2020 14:00,-2.2,530.1,769.6,-0.9,13,Wind blowing from the west-northwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-2.1,,,,,,30.0,-27.0,No precipitation,12,,,,
04.02.2020 11:00,-8.7,531.0,774.9,,20,Wind blowing from the east,3,,,no clouds, ,,,,,,,,,,30.0,-27.6,,,,,,
