Local time in Akqi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
21.02.2020 11:00,-8.3,606.3,779.5,,58,Wind blowing from the south-west,3,,,50%., ,,,,,,,1500-2000,,,8.0,-15.1,No precipitation,6,,,,
21.02.2020 08:00,-8.0,605.7,776.8,-0.9,59,Wind blowing from the west,4,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-1.0,,,1500-2000,,,16.0,-14.6,No precipitation,12,,,,
21.02.2020 05:00,-8.0,606.6,777.5,,61,Wind blowing from the west-southwest,4,,,, ,,,-13.1,-1.0,,,,,,17.0,-14.2,No precipitation,6,,,,
21.02.2020 02:00,-7.8,607.7,779.3,,67,Wind blowing from the west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-1.0,,,2500 or more  or no clouds.,,,17.0,-13.0,No precipitation,12,,,,
20.02.2020 20:00,-2.4,607.2,779.9,-0.3,50,Wind blowing from the north-east,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-1.0,,,1500-2000,,,16.0,-11.4,No precipitation,12,,,,
20.02.2020 17:00,-1.4,607.5,779.5,,50,Wind blowing from the east-northeast,3,,,no clouds, ,,,-13.1,-1.0,,,,,,14.0,-10.7,No precipitation,6,,,,
20.02.2020 14:00,-2.5,609.0,781.0,0.3,44,Wind blowing from the east-northeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-0.7,,,,,,16.0,-13.1,No precipitation,12,,,,
20.02.2020 11:00,-9.6,608.7,782.8,,58,Wind blowing from the west,2,,,20–30%., ,,,-13.1,,,,1500-2000,,,13.0,-16.3,No precipitation,6,,,,
20.02.2020 08:00,-11.5,608.1,781.3,-0.5,67,Wind blowing from the west-southwest,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-0.7,,,1500-2000,,,21.0,-16.4,No precipitation,12,,,,
20.02.2020 05:00,-10.3,608.6,780.9,,63,Wind blowing from the west,2,,,, ,,,-14.8,-0.7,,,,,,23.0,-16.0,No precipitation,6,,,,
20.02.2020 02:00,-8.1,609.8,782.0,,62,Wind blowing from the west-southwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-0.7,,,2500 or more  or no clouds.,,,23.0,-14.1,No precipitation,12,,,,
19.02.2020 20:00,-2.9,608.4,782.8,0.8,54,Wind blowing from the east-northeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-0.7,,,,,,18.0,-11.1,No precipitation,12,,,,
19.02.2020 17:00,-1.2,607.6,779.9,,44,Wind blowing from the east-northeast,3,,,no clouds, ,,,-14.8,-0.7,,,,,,17.0,-11.9,No precipitation,6,,,,
19.02.2020 14:00,-2.3,607.4,780.4,2.2,50,Wind blowing from the east,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,-2.2,,,,,,19.0,-11.3,No precipitation,12,,,,
19.02.2020 11:00,-8.4,605.2,778.1,,73,Wind blowing from the west-southwest,3,,,no clouds, ,,,-14.8,-3.8,,,,,,16.0,-12.4,No precipitation,6,,,,
19.02.2020 08:00,-14.6,602.7,776.7,2.5,82,Wind blowing from the north,1,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-3.8,,,1500-2000,,,17.0,-17.0,No precipitation,12,,,,
19.02.2020 05:00,-11.2,600.2,771.5,,81,Wind blowing from the west,1,,,, ,,,-14.5,-3.8,,,,,,18.0,-13.8,No precipitation,6,,,,
19.02.2020 02:00,-12.0,599.6,771.0,,83,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-3.8,,,2500 or more  or no clouds.,,,13.0,-14.3,No precipitation,12,,,,
18.02.2020 20:00,-6.0,598.6,770.7,-0.2,69,Wind blowing from the north-northeast,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-3.8,,,1500-2000,,,16.0,-10.9,No precipitation,12,,,,
18.02.2020 17:00,-4.2,598.8,770.2,,56,Wind blowing from the east-northeast,2,,,90  or more  but not 100%, ,,,-14.5,-3.8,,,1500-2000,,,17.0,-11.7,No precipitation,6,,,,
18.02.2020 14:00,-4.1,601.0,772.9,-1.0,56,Wind blowing from the east-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-3.8,,,1500-2000,,,17.0,-11.6,No precipitation,12,,,,
18.02.2020 11:00,-8.8,602.0,775.0,,75,Wind blowing from the west-southwest,3,,,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-6.0,,,1500-2000,,,14.0,-12.4,No precipitation,6,,,,
18.02.2020 08:00,-12.8,602.5,776.1,-0.6,83,Wind blowing from the west-northwest,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-6.0,,,1500-2000,,,21.0,-15.1,No precipitation,12,,,,
18.02.2020 05:00,-12.8,603.1,776.7,,78,Wind blowing from the west,1,,6,, ,,,-17.7,-6.0,,,,,,21.0,-15.8,No precipitation,6,,,,
18.02.2020 02:00,-12.2,604.5,779.2,,83,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-6.0,,,2500 or more  or no clouds.,,,16.0,-14.5,No precipitation,12,,,,
17.02.2020 20:00,-7.1,605.5,779.8,-0.4,66,Wind blowing from the south,0,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-6.0,,,1500-2000,,,17.0,-12.4,Trace of precipitation,12,,,,
17.02.2020 17:00,-6.5,605.9,782.0,,70,Wind blowing from the east,4,,7,60%., ,,,-17.7,-4.1,,,1500-2000,,,13.0,-11.2,No precipitation,6,,,,
17.02.2020 14:00,-9.2,607.0,782.4,-0.9,65,Wind blowing from the east-northeast,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-3.6,,,1500-2000,,,17.0,-14.6,Trace of precipitation,12,,,,
17.02.2020 11:00,-13.7,607.9,783.9,,84,Wind blowing from the west,2,,7,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-17.7,-3.6,,,1500-2000,,,5.0,-15.8,Trace of precipitation,6,,,,
17.02.2020 08:00,-12.4,607.6,782.2,0.9,87,Wind blowing from the south-southeast,1,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-3.6,,,1500-2000,,,5.0,-14.1,Trace of precipitation,12,,,,
17.02.2020 05:00,-17.5,606.7,782.1,,82,Wind blowing from the east,1,,,, ,,,-17.6,-3.6,,,,,,16.0,-19.8,No precipitation,6,,,,
17.02.2020 02:00,-12.0,607.6,781.6,,90,Wind blowing from the west,1,,7,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-3.6,,,2500 or more  or no clouds.,,,0.2,-13.3,No precipitation,12,,,,
16.02.2020 20:00,-6.1,606.3,778.9,1.2,74,Wind blowing from the north,1,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-3.6,,,1500-2000,,,13.0,-10.1,No precipitation,12,,,,
16.02.2020 17:00,-4.1,605.1,776.7,,63,Wind blowing from the east-northeast,2,,,90  or more  but not 100%, ,,,-11.5,-3.6,,,1500-2000,,,11.0,-10.1,No precipitation,6,,,,
16.02.2020 14:00,-5.1,605.4,777.8,0.6,67,Wind blowing from the north-east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-5.1,,,1500-2000,,,11.0,-10.3,No precipitation,12,,,,
16.02.2020 11:00,-8.6,604.8,778.8,,86,Wind blowing from the west-southwest,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,5.0,-10.5,No precipitation,6,,,,
16.02.2020 08:00,-8.4,603.7,775.9,-0.1,83,Wind blowing from the south-east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-5.6,,,1500-2000,,,10.0,-10.8,No precipitation,12,,,,
16.02.2020 05:00,-8.3,603.8,775.7,,84,Wind blowing from the west-southwest,2,,,, ,,,-11.5,-5.4,,,,,,11.0,-10.5,No precipitation,6,,,,
16.02.2020 02:00,-9.3,604.2,776.8,,86,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-5.1,,,2500 or more  or no clouds.,,,12.0,-11.2,0.4,12,,,,
15.02.2020 20:00,-6.7,603.7,774.9,-1.1,81,Wind blowing from the north-east,1,,6,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,-4.1,,,1500-2000,,,10.0,-9.4,2.0,12,,,,
15.02.2020 17:00,-5.9,604.8,775.9,,80,Wind blowing from the north-east,3,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,,,,1500-2000,,,8.0,-8.9,0.8,6,,,,
15.02.2020 14:00,-6.2,606.6,778.2,-0.6,84,Wind blowing from the east,3,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,,,,1500-2000,,,4.7,-8.5,2.0,12,,,,
15.02.2020 11:00,-5.9,607.2,778.7,,89,Wind blowing from the east-northeast,3,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-6.1,,,,1500-2000,,,1.8,-7.4,1.0,6,,,,
15.02.2020 08:00,-5.6,606.7,777.8,-0.4,91,Wind blowing from the east-northeast,1,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,-2.1,,,1500-2000,,,4.5,-6.8,0.5,12,,,,
15.02.2020 05:00,-5.4,607.1,777.6,,89,Wind blowing from the east-northeast,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-5.5,-2.1,,,,,,7.0,-6.9,0.2,6,,,,
15.02.2020 02:00,-5.1,607.9,779.2,,90,Wind blowing from the east-southeast,1,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,-2.0,,,2500 or more  or no clouds.,,,5.0,-6.5,0.5,12,,,,
14.02.2020 20:00,-4.1,607.2,777.8,,86,Wind blowing from the east,2,,6,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-5.0,,,,1500-2000,,,7.0,-6.2,6.0,12,,,,
14.02.2020 17:00,-2.3,606.2,775.4,,73,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-5.0,2.6,,,1500-2000,,,10.0,-6.5,4.0,6,,,,
14.02.2020 14:00,-4.3,606.9,777.1,1.2,85,Wind blowing from the north-east,2,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-5.0,,,,1500-2000,,,1.4,-6.4,6.0,12,,,,
14.02.2020 11:00,-5.0,605.7,775.4,,89,Wind blowing from the east,3,,,90  or more  but not 100%,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-5.0,2.6,,,1500-2000,,,0.9,-6.5,2.0,6,,,,
14.02.2020 08:00,-4.0,603.3,771.3,0.3,84,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,2.6,,,1500-2000,,,7.0,-6.3,Trace of precipitation,12,,,,
14.02.2020 05:00,-2.4,603.0,770.0,,51,Wind blowing from the west-southwest,2,,5,, ,,,-6.4,2.6,,,,,,13.0,-11.2,No precipitation,6,,,,
14.02.2020 02:00,-2.6,602.4,769.8,,43,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,2.6,,,2500 or more  or no clouds.,,,19.0,-13.7,No precipitation,12,,,,
13.02.2020 20:00,0.5,599.9,766.9,-0.3,33,Wind blowing from the east,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,2.8,,,1500-2000,,,17.0,-13.9,No precipitation,12,,,,
13.02.2020 17:00,1.4,600.2,767.7,,31,Wind blowing from the east-northeast,1,,7,90  or more  but not 100%, ,,,-6.4,7.0,,,1500-2000,,,20.0,-13.9,No precipitation,6,,,,
13.02.2020 14:00,0.3,601.5,768.5,1.5,36,Wind blowing from the east-northeast,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,7.5,,,1500-2000,,,18.0,-13.0,No precipitation,12,,,,
13.02.2020 11:00,-2.9,600.0,767.5,,45,Wind blowing from the east-northeast,2,,7,90  or more  but not 100%, ,,,-6.4,,,,1500-2000,,,12.0,-13.2,No precipitation,6,,,,
13.02.2020 08:00,-3.7,598.8,764.7,-0.4,48,Wind blowing from the west,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,7.5,,,1500-2000,,,30.0,-13.1,No precipitation,12,,,,
13.02.2020 05:00,-5.9,599.2,764.5,,55,Wind blowing from the west-southwest,1,,8,, ,,,-6.1,7.5,,,,,,23.0,-13.5,No precipitation,6,,,,
13.02.2020 02:00,-2.3,599.1,763.2,,43,Wind blowing from the south-west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,7.5,,,2500 or more  or no clouds.,,,22.0,-13.2,No precipitation,12,,,,
12.02.2020 20:00,2.9,597.9,762.8,0.6,29,Wind blowing from the east,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,7.5,,,1500-2000,,,6.0,-13.4,No precipitation,12,,,,
12.02.2020 17:00,7.0,597.3,760.7,,22,Wind blowing from the east-northeast,4,,7,20–30%., ,,,-4.4,7.5,,,1500-2000,,,18.0,-13.3,No precipitation,6,,,,
12.02.2020 14:00,6.8,597.5,760.7,,22,Wind blowing from the south-west,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,6.9,,,1500-2000,,,30.0,-13.4,No precipitation,12,,,,
12.02.2020 11:00,0.7,597.9,764.0,,35,Wind blowing from the west-southwest,3,,9,10%  or less  but not 0, ,,,-4.9,,,,1500-2000,,,30.0,-13.0,No precipitation,6,,,,
12.02.2020 08:00,-1.8,597.2,762.3,0.0,39,Wind blowing from the west,4,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,6.9,,,1500-2000,,,30.0,-14.2,No precipitation,12,,,,
12.02.2020 05:00,-2.0,597.2,761.3,,36,Wind blowing from the west,1,,9,, ,,,-8.7,6.9,,,,,,27.0,-15.1,No precipitation,6,,,,
12.02.2020 02:00,-0.9,597.4,760.9,,33,Wind blowing from the west-southwest,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,6.9,,,2500 or more  or no clouds.,,,23.0,-15.2,No precipitation,12,,,,
11.02.2020 20:00,1.9,596.6,763.6,0.0,27,Wind blowing from the east-northeast,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,6.9,,,1500-2000,,,17.0,-15.1,No precipitation,12,,,,
11.02.2020 17:00,5.1,596.6,761.5,,21,Wind blowing from the east,4,,8,20–30%., ,,,-8.7,6.9,,,1500-2000,,,22.0,-15.4,No precipitation,6,,,,
11.02.2020 14:00,5.8,597.3,762.2,-0.8,16,Wind blowing from the west-southwest,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,5.8,,,1500-2000,,,30.0,-18.1,No precipitation,12,,,,
11.02.2020 11:00,-5.0,598.1,766.8,,44,Wind blowing from the north-west,2,,6,90  or more  but not 100%, ,,,-8.7,,,,1500-2000,,,23.0,-15.4,No precipitation,6,,,,
11.02.2020 08:00,-8.0,596.9,764.2,-0.4,51,Wind blowing from the west-southwest,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,4.6,,,2500 or more  or no clouds.,,,26.0,-16.4,No precipitation,12,,,,
11.02.2020 05:00,-5.1,597.3,762.9,,44,Wind blowing from the west-southwest,1,,8,, ,,,-11.3,4.6,,,,,,26.0,-15.5,No precipitation,6,,,,
11.02.2020 02:00,-4.9,598.0,764.3,,44,Wind blowing from the south-southwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,4.6,,,2500 or more  or no clouds.,,,23.0,-15.3,No precipitation,12,,,,
10.02.2020 20:00,1.2,597.3,764.7,0.4,27,Wind blowing from the east-northeast,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,4.6,,,1500-2000,,,21.0,-15.7,No precipitation,12,,,,
10.02.2020 17:00,4.0,596.9,763.3,,21,Wind blowing from the east,4,,7,20–30%., ,,,-11.3,4.6,,,1000-1500,,,19.0,-16.4,No precipitation,6,,,,
10.02.2020 14:00,2.0,598.4,765.1,-0.1,24,Wind blowing from the south-east,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,3.9,,,,,,19.0,-16.5,No precipitation,12,,,,
10.02.2020 11:00,-8.3,598.5,769.1,,56,Wind blowing from the north-northwest,1,,5,10%  or less  but not 0, ,,,-11.3,,,,2500 or more  or no clouds.,,,14.0,-15.7,No precipitation,6,,,,
10.02.2020 08:00,-7.7,597.7,765.5,-0.5,47,Wind blowing from the south-west,1,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,3.9,,,2500 or more  or no clouds.,,,27.0,-17.1,No precipitation,12,,,,
10.02.2020 05:00,-8.1,598.2,765.1,,51,Wind blowing from the west-southwest,1,,7,, ,,,-10.3,3.9,,,,,,26.0,-16.5,No precipitation,6,,,,
10.02.2020 02:00,-5.9,599.1,766.8,,44,Wind blowing from the west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,3.9,,,2500 or more  or no clouds.,,,23.0,-16.2,No precipitation,12,,,,
09.02.2020 20:00,0.2,599.3,767.9,-0.4,27,Wind blowing from the east-northeast,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,3.9,,,1500-2000,,,25.0,-16.6,No precipitation,12,,,,
09.02.2020 17:00,3.5,599.7,767.2,,19,Wind blowing from the east,2,,6,20–30%., ,,,-10.3,3.8,,,1500-2000,,,26.0,-18.0,No precipitation,6,,,,
09.02.2020 14:00,0.1,602.1,770.9,-1.2,27,Wind blowing from the south-west,2,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,3.7,,,1500-2000,,,22.0,-16.7,No precipitation,12,,,,
09.02.2020 11:00,-7.7,603.3,775.2,,46,Wind blowing from the west-southwest,3,,6,10%  or less  but not 0, ,,,-10.3,,,,1500-2000,,,26.0,-17.3,No precipitation,6,,,,
09.02.2020 08:00,-8.8,603.6,773.6,-1.3,49,Wind blowing from the west-southwest,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,3.7,,,1500-2000,,,28.0,-17.6,No precipitation,12,,,,
09.02.2020 05:00,-8.6,604.9,774.1,,49,Wind blowing from the west,3,,6,, ,,,-10.5,3.7,,,,,,27.0,-17.4,No precipitation,6,,,,
09.02.2020 02:00,-7.0,606.4,776.2,,46,Wind blowing from the west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,3.7,,,2500 or more  or no clouds.,,,25.0,-16.7,No precipitation,12,,,,
08.02.2020 20:00,-0.1,606.5,777.5,0.1,26,Wind blowing from the east-northeast,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,3.7,,,1500-2000,,,24.0,-17.3,No precipitation,12,,,,
08.02.2020 17:00,3.1,606.4,775.8,,20,Wind blowing from the east,4,,7,40%., ,,,-10.5,3.7,,,1500-2000,,,28.0,-17.7,No precipitation,6,,,,
08.02.2020 14:00,0.7,607.9,777.7,-0.5,24,Wind blowing from the south-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,3.8,,,,,,29.0,-17.6,No precipitation,12,,,,
08.02.2020 11:00,-7.3,608.4,781.3,,44,Wind blowing from the west,3,,6,40%., ,,,-10.5,,,,1500-2000,,,25.0,-17.5,No precipitation,6,,,,
08.02.2020 08:00,-9.5,607.5,778.9,-0.3,55,Wind blowing from the west,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,3.8,,,1500-2000,,,26.0,-16.9,No precipitation,12,,,,
08.02.2020 05:00,-8.1,607.8,777.5,,48,Wind blowing from the west,2,,7,, ,,,-8.6,3.8,,,,,,26.0,-17.2,No precipitation,6,,,,
08.02.2020 02:00,-5.7,607.9,777.4,,44,Wind blowing from the west-southwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,3.8,,,2500 or more  or no clouds.,,,24.0,-16.0,No precipitation,12,,,,
07.02.2020 20:00,-0.5,606.4,776.8,,29,Wind blowing from the east-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,3.8,,,,,,22.0,-16.4,No precipitation,12,,,,
07.02.2020 17:00,3.2,605.4,773.9,,20,Wind blowing from the east,4,,7,no clouds, ,,,-8.6,5.3,,,,,,30.0,-17.6,No precipitation,6,,,,
07.02.2020 14:00,1.6,606.0,774.7,0.1,20,Wind blowing from the south-west,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,5.4,,,,,,30.0,-19.0,No precipitation,12,,,,
07.02.2020 11:00,-5.1,605.9,777.3,,34,Wind blowing from the west-southwest,3,,7,no clouds, ,,,-8.6,,,,,,,30.0,-18.5,No precipitation,6,,,,
07.02.2020 08:00,-7.5,604.8,774.4,0.7,38,Wind blowing from the west-southwest,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,5.4,,,1500-2000,,,30.0,-19.4,No precipitation,12,,,,
07.02.2020 05:00,-6.6,604.1,771.7,,38,Wind blowing from the west-southwest,3,,7,, ,,,-8.9,5.4,,,,,,30.0,-18.6,No precipitation,6,,,,
07.02.2020 02:00,-4.9,603.9,772.2,,35,Wind blowing from the west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,5.4,,,2500 or more  or no clouds.,,,27.0,-18.0,No precipitation,12,,,,
