Local time in Garze,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2020 23:00,-0.7,509.9,768.1,,66,Wind blowing from the east-northeast,2,,16,, ,,,-1.3,6.9,,,,,,30.0,-6.3,No precipitation,6,,,,
20.02.2020 20:00,1.8,507.3,765.5,,51,Wind blowing from the north-northwest,1,,,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,6.9,,,1500-2000,,,27.0,-7.3,0.1,12,,,,
20.02.2020 17:00,2.9,505.8,762.3,,54,Wind blowing from the east-southeast,2,,16,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,8.9,,,1500-2000,,,30.0,-5.5,0.1,6,,,,
20.02.2020 14:00,0.5,506.4,763.6,0.0,68,Wind blowing from the west,10,,16,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,9.2,,,600-1000,,,17.0,-4.7,No precipitation,12,,,,
20.02.2020 11:00,3.9,506.4,761.2,,34,Wind blowing from the south-west,1,,5,90  or more  but not 100%, ,,,-3.2,9.2,,,,,,30.0,-10.5,No precipitation,6,,,,
20.02.2020 08:00,-1.0,505.2,760.8,1.2,50,Wind blowing from the east-northeast,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,9.2,,,1500-2000,,,30.0,-10.1,No precipitation,12,,,,
20.02.2020 05:00,-0.3,504.0,756.2,,50,Wind blowing from the south,1,,17,, ,,,-10.9,9.2,,,,,,30.0,-9.7,No precipitation,6,,,,
20.02.2020 02:00,1.0,504.4,758.2,-0.2,43,Wind blowing from the north-northwest,2,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,9.2,,,2500 or more  or no clouds.,,,30.0,-10.2,No precipitation,12,,,,
19.02.2020 23:00,2.1,504.6,762.4,,43,Wind blowing from the north,2,,17,, ,,,-10.9,9.2,,,,,,30.0,-9.2,No precipitation,6,,,,
19.02.2020 20:00,4.6,503.3,763.0,0.9,29,Wind blowing from the south,4,,17,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,9.2,,,2500 or more  or no clouds.,,,30.0,-11.9,No precipitation,12,,,,
19.02.2020 17:00,9.0,502.4,758.5,,11,Wind blowing from the south,3,,,90  or more  but not 100%, ,,,-10.9,9.2,,,1500-2000,,,30.0,-19.9,No precipitation,6,,,,
19.02.2020 14:00,5.0,504.2,761.8,-2.7,16,Wind blowing from the east,2,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,5.0,,,1500-2000,,,30.0,-18.8,No precipitation,12,,,,
19.02.2020 11:00,-3.2,506.9,769.0,,46,Wind blowing from the east-southeast,1,,,no clouds, ,,,-10.9,3.2,,,,,,30.0,-13.4,No precipitation,6,,,,
19.02.2020 08:00,-10.3,507.1,772.0,0.0,69,Wind blowing from the east-northeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,3.2,,,,,,30.0,-14.9,No precipitation,12,,,,
19.02.2020 05:00,-9.1,507.1,770.2,,60,Wind blowing from the north,1,,12,, ,,,-9.1,3.2,,,,,,30.0,-15.6,No precipitation,6,,,,
19.02.2020 02:00,-6.0,507.6,768.0,-0.2,40,Wind blowing from the north-northwest,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,3.2,,,2500 or more  or no clouds.,,,30.0,-17.4,0.3,12,,,,
18.02.2020 23:00,-3.2,507.8,769.2,,57,Wind blowing from the north,2,,12,, ,,,-3.2,3.2,,,,,,30.0,-10.7,0.3,6,,,,
18.02.2020 20:00,-0.7,506.2,765.8,2.5,63,Wind blowing from the north-northwest,3,,12,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Rain.,-2.2,3.2,,,1000-1500,,,30.0,-6.9,0.7,12,,,,
18.02.2020 17:00,1.0,503.7,760.8,,68,Wind blowing from the north,3,,9,100%.,Rain or drizzle and snow  slight. ,Rain and snow or other types of solid precipitation,Rain.,-2.2,8.3,,,1000-1500,,,13.0,-4.4,No precipitation,6,,,,
18.02.2020 14:00,3.0,503.7,758.9,-2.1,49,Wind blowing from the south-southeast,2,,3,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,-2.2,9.3,,,1000-1500,,,30.0,-6.9,0.4,12,,,,
18.02.2020 11:00,-1.3,505.8,763.7,,82,Wind blowing from the east-southeast,1,,5,100%.,Rain or drizzle and snow  slight. ,Snow and/or other types of solid precipitation,Rain.,-2.2,,,,1000-1500,,,10.0,-4.0,0.4,6,,,,
18.02.2020 08:00,-2.0,505.1,762.1,0.2,78,Wind blowing from the north-west,0,,5,90  or more  but not 100%,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,9.3,,,2500 or more  or no clouds.,,,30.0,-5.3,Trace of precipitation,12,,,,
18.02.2020 05:00,-1.6,504.9,758.5,,68,Wind blowing from the north,1,,16,, ,,,-7.1,9.3,,,,,,30.0,-6.9,No precipitation,6,,,,
18.02.2020 02:00,-0.3,505.5,759.9,0.0,60,Wind blowing from the east,1,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,9.3,,,2500 or more  or no clouds.,,,30.0,-7.3,No precipitation,12,,,,
17.02.2020 23:00,1.1,505.5,762.3,,53,Wind blowing from the south,1,,16,, ,,,-7.1,9.3,,,,,,22.0,-7.4,No precipitation,6,,,,
17.02.2020 20:00,2.8,504.5,763.5,,46,Wind blowing from the east-northeast,1,,16,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,9.3,,,1500-2000,,,26.0,-7.7,No precipitation,12,,,,
17.02.2020 17:00,8.3,502.3,757.3,,18,Wind blowing from the west-southwest,2,,5,100%., ,,,-7.1,10.0,,,1500-2000,,,30.0,-14.6,No precipitation,6,,,,
17.02.2020 14:00,6.2,504.0,759.9,-2.3,16,Wind blowing from the south-southeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,10.3,,,2500 or more  or no clouds.,,,30.0,-17.8,No precipitation,12,,,,
17.02.2020 11:00,0.5,506.3,764.1,,29,Wind blowing from the west-northwest,1,,3,50%., ,,,-7.1,10.3,,,1500-2000,,,30.0,-15.5,No precipitation,6,,,,
17.02.2020 08:00,-6.0,506.3,765.1,,63,Wind blowing from the south-east,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,10.3,,,1500-2000,,,30.0,-11.9,No precipitation,12,,,,
17.02.2020 05:00,-6.3,505.7,761.8,,54,Calm  no wind,0,,,, ,,,-7.2,10.3,,,,,,30.0,-14.1,No precipitation,6,,,,
17.02.2020 02:00,-4.2,506.2,763.9,0.3,45,Wind blowing from the east,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,10.3,,,2500 or more  or no clouds.,,,30.0,-14.6,No precipitation,12,,,,
16.02.2020 23:00,0.1,505.9,765.2,,20,Wind blowing from the north,2,,13,, ,,,-7.2,10.3,,,,,,30.0,-20.2,No precipitation,6,,,,
16.02.2020 20:00,4.8,503.8,761.2,1.3,14,Wind blowing from the west-northwest,2,,13,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,10.3,,,1500-2000,,,21.0,-20.5,No precipitation,12,,,,
16.02.2020 17:00,9.3,502.5,756.7,,8,Wind blowing from the west,7,,11,70 – 80%., ,,,-7.2,10.3,,,1500-2000,,,30.0,-23.3,No precipitation,6,,,,
16.02.2020 14:00,5.0,504.0,760.4,-2.6,24,Wind blowing from the south-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,8.5,,,,,,30.0,-13.9,No precipitation,12,,,,
16.02.2020 11:00,-2.5,506.6,767.5,,58,Wind blowing from the west-southwest,2,,5,10%  or less  but not 0, ,,,-7.2,,,,1500-2000,,,30.0,-9.8,No precipitation,6,,,,
16.02.2020 08:00,-5.8,506.1,767.2,0.3,68,Wind blowing from the west,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,8.5,,,1500-2000,,,30.0,-10.9,No precipitation,12,,,,
16.02.2020 05:00,-5.7,505.8,763.4,,67,Wind blowing from the west,1,,12,, ,,,-5.9,8.5,,,,,,30.0,-11.0,No precipitation,6,,,,
16.02.2020 02:00,-4.1,506.2,763.7,0.8,71,Wind blowing from the south-west,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,8.5,,,2500 or more  or no clouds.,,,30.0,-8.6,No precipitation,12,,,,
15.02.2020 23:00,-2.2,505.4,763.3,,73,Wind blowing from the south-southwest,0,,12,, ,,,-2.6,8.5,,,,,,30.0,-6.4,No precipitation,6,,,,
15.02.2020 20:00,0.5,503.7,761.4,2.4,67,Wind blowing from the east,2,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,8.5,,,1500-2000,,,30.0,-4.9,No precipitation,12,,,,
15.02.2020 17:00,6.1,501.3,754.5,,30,Wind blowing from the west-southwest,3,,9,100%., ,,,-2.6,8.5,,,1500-2000,,,30.0,-10.2,No precipitation,6,,,,
15.02.2020 14:00,5.1,502.7,756.2,-2.3,34,Wind blowing from the north-west,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,10.7,,,1500-2000,,,30.0,-9.5,No precipitation,12,,,,
15.02.2020 11:00,1.6,505.0,760.2,,49,Wind blowing from the south,2,,12,60%., ,,,-2.6,10.7,,,1500-2000,,,30.0,-8.0,No precipitation,6,,,,
15.02.2020 08:00,-2.2,504.0,760.3,0.3,65,Wind blowing from the south-southeast,1,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,10.7,,,1500-2000,,,30.0,-7.9,No precipitation,12,,,,
15.02.2020 05:00,-1.9,503.7,757.0,,76,Wind blowing from the west,1,,12,, ,,,-6.0,10.7,,,,,,30.0,-5.6,No precipitation,6,,,,
15.02.2020 02:00,-0.1,504.0,757.3,0.1,68,Wind blowing from the west,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,10.7,,,2500 or more  or no clouds.,,,30.0,-5.3,No precipitation,12,,,,
14.02.2020 23:00,2.5,503.9,759.0,,50,Wind blowing from the west,3,,10,, ,,,-6.1,10.7,,,,,,30.0,-7.1,No precipitation,6,,,,
14.02.2020 20:00,3.4,502.0,758.6,1.8,45,Wind blowing from the west-southwest,3,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,10.7,,,1500-2000,,,30.0,-7.4,No precipitation,12,,,,
14.02.2020 17:00,8.2,500.2,753.8,,24,Wind blowing from the south-southwest,2,,,70 – 80%., ,,,-6.1,10.7,,,1500-2000,,,30.0,-11.2,No precipitation,6,,,,
14.02.2020 14:00,6.9,500.9,754.6,-2.2,28,Wind blowing from the south-southeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,8.7,,,1500-2000,,,30.0,-10.3,No precipitation,12,,,,
14.02.2020 11:00,0.7,503.1,760.0,,33,Wind blowing from the north-east,1,,4,50%., ,,,-6.1,8.7,,,1500-2000,,,30.0,-13.7,No precipitation,6,,,,
14.02.2020 08:00,-4.6,502.5,759.2,0.4,66,Wind blowing from the east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,8.7,,,1500-2000,,,30.0,-10.0,No precipitation,12,,,,
14.02.2020 05:00,-5.7,502.1,756.7,,66,Wind blowing from the south-southwest,1,,13,, ,,,-9.1,8.7,,,,,,30.0,-11.2,No precipitation,6,,,,
14.02.2020 02:00,-3.9,503.5,758.8,-0.8,52,Wind blowing from the south,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,8.7,,,2500 or more  or no clouds.,,,30.0,-12.5,No precipitation,12,,,,
13.02.2020 23:00,-1.3,504.3,763.2,,32,Wind blowing from the south-southeast,1,,13,, ,,,-9.1,8.7,,,,,,30.0,-15.9,No precipitation,6,,,,
13.02.2020 20:00,3.6,503.4,762.7,0.9,14,Wind blowing from the west,2,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,8.7,,,1500-2000,,,30.0,-21.4,No precipitation,12,,,,
13.02.2020 17:00,8.1,502.5,758.2,,7,Wind blowing from the west,6,,11,90  or more  but not 100%, ,,,-9.1,8.3,,,1500-2000,,,30.0,-25.7,No precipitation,6,,,,
13.02.2020 14:00,6.4,504.3,760.9,,15,Wind blowing from the south-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,7.3,,,,,,30.0,-18.4,No precipitation,12,,,,
13.02.2020 11:00,-1.8,507.1,768.4,,40,Wind blowing from the south-southwest,1,,2,no clouds, ,,,-9.1,7.3,,,,,,30.0,-13.6,No precipitation,6,,,,
13.02.2020 08:00,-8.5,506.4,768.7,1.3,71,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,7.3,,,,,,30.0,-12.8,No precipitation,12,,,,
13.02.2020 05:00,-7.1,505.1,762.7,,66,Wind blowing from the north-northwest,1,,7,, ,,,-13.8,7.3,,,,,,30.0,-12.4,No precipitation,6,,,,
13.02.2020 02:00,-5.4,505.7,766.6,0.3,57,Wind blowing from the south-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,7.3,,,2500 or more  or no clouds.,,,30.0,-12.6,No precipitation,12,,,,
12.02.2020 23:00,-3.1,505.4,768.1,,40,Wind blowing from the east,2,,7,, ,,,-13.8,7.3,,,,,,30.0,-14.8,No precipitation,6,,,,
12.02.2020 20:00,1.1,504.5,768.7,0.7,21,Wind blowing from the north,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,7.3,,,2500 or more  or no clouds.,,,30.0,-18.8,No precipitation,12,,,,
12.02.2020 17:00,7.0,503.8,763.6,,11,Wind blowing from the south-southeast,2,,4,40%., ,,,-13.8,7.1,,,1500-2000,,,30.0,-21.5,No precipitation,6,,,,
12.02.2020 14:00,0.0,506.3,769.8,-2.2,24,Wind blowing from the south,2,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,2.9,,,1500-2000,,,30.0,-18.2,No precipitation,12,,,,
12.02.2020 11:00,-5.8,508.5,774.6,,43,Wind blowing from the east-southeast,1,,2,no clouds, ,,,-13.8,2.9,,,,,,25.0,-16.4,No precipitation,6,,,,
12.02.2020 08:00,-13.3,507.6,774.8,0.2,83,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,2.9,,,,,,30.0,-15.6,No precipitation,12,,,,
12.02.2020 05:00,-12.3,507.4,772.6,,81,Calm  no wind,0,,,, ,,,-15.8,2.9,,,,,,30.0,-14.9,No precipitation,6,,,,
12.02.2020 02:00,-9.5,508.0,773.7,,71,Calm  no wind,0,,,, ,,,-15.8,2.9,,,,,,30.0,-13.8,No precipitation,6,,,,
11.02.2020 23:00,-6.2,507.6,774.3,,54,Wind blowing from the north-northwest,1,,4,, ,,,-15.8,2.9,,,,,,27.0,-14.0,No precipitation,6,,,,
11.02.2020 20:00,-1.4,506.0,773.6,1.0,37,Wind blowing from the south-southwest,1,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,2.9,,,1500-2000,,,12.0,-14.2,No precipitation,12,,,,
11.02.2020 17:00,1.0,505.0,769.6,,21,Wind blowing from the north-east,1,,4,90  or more  but not 100%, ,,,-15.8,1.3,,,1500-2000,,,30.0,-18.9,No precipitation,6,,,,
11.02.2020 14:00,-2.1,506.3,772.1,-1.9,32,Wind blowing from the south,2,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,1.3,,,1500-2000,,,30.0,-16.6,No precipitation,12,,,,
11.02.2020 11:00,-7.6,508.2,776.6,,48,Wind blowing from the south,1,,2,no clouds, ,,,-15.8,1.3,,,,,,30.0,-16.7,No precipitation,6,,,,
11.02.2020 08:00,-15.3,507.1,776.9,0.6,86,Wind blowing from the south-west,1,,2,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,1.3,,,1500-2000,,,30.0,-17.1,No precipitation,12,,,,
11.02.2020 05:00,-13.5,506.5,771.7,,82,Wind blowing from the east,1,,,, ,,,-13.5,1.3,,,,,,30.0,-15.9,No precipitation,6,,,,
11.02.2020 02:00,-11.3,506.5,772.2,0.7,83,Wind blowing from the south,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,1.3,,,2500 or more  or no clouds.,,,30.0,-13.6,No precipitation,12,,,,
10.02.2020 23:00,-8.5,505.8,770.1,,61,Wind blowing from the south-southeast,1,,5,, ,,,-8.5,1.3,,,,,,30.0,-14.7,No precipitation,6,,,,
10.02.2020 20:00,-4.0,504.4,767.2,0.6,48,Wind blowing from the south,1,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,2.6,,,1500-2000,,,23.0,-13.6,No precipitation,12,,,,
10.02.2020 17:00,1.3,503.8,762.6,,33,Wind blowing from the south-east,2,,5,10%  or less  but not 0, ,,,-7.3,6.3,,,1500-2000,,,30.0,-13.2,No precipitation,6,,,,
10.02.2020 14:00,-1.7,504.8,765.4,-1.6,58,Wind blowing from the east,3,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,,,,2500 or more  or no clouds.,,,30.0,-8.9,2.0,12,,,,
10.02.2020 11:00,-2.8,506.4,767.8,,66,Wind blowing from the south-southwest,1,,3,40%., ,,,-7.3,,,,1500-2000,,,26.0,-8.3,0.3,6,,,,
10.02.2020 08:00,-5.8,505.8,765.7,0.4,83,Wind blowing from the west,1,,8,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,6.5,,,2500 or more  or no clouds.,,,16.0,-8.2,7.0,12,,,,
10.02.2020 05:00,-4.8,505.4,762.4,,90,Wind blowing from the east,1,,10,,Intermittent fall of snowflakes  slight at time of observation. ,,,-10.7,6.5,,,,,,30.0,-6.2,5.0,6,,,,
10.02.2020 02:00,-4.2,505.8,763.6,0.2,90,Wind blowing from the south-east,2,,10,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,6.5,,,2500 or more  or no clouds.,,,1.2,-5.6,5.0,12,,,,
09.02.2020 23:00,-3.0,505.6,767.4,,90,Wind blowing from the south-southwest,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-10.7,6.5,,,,,,1.5,-4.4,0.9,6,,,,
09.02.2020 20:00,2.4,503.5,764.8,1.6,40,Wind blowing from the west-northwest,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,6.5,,,2500 or more  or no clouds.,,,30.0,-9.8,No precipitation,12,,,,
09.02.2020 17:00,6.0,501.9,759.2,,19,Wind blowing from the south,2,,6,90  or more  but not 100%, ,,,-10.7,6.5,,,,,,30.0,-15.9,No precipitation,6,,,,
09.02.2020 14:00,4.2,504.3,762.5,-3.7,21,Wind blowing from the south,2,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,6.1,,,1500-2000,,,30.0,-16.2,No precipitation,12,,,,
09.02.2020 11:00,-4.1,508.0,770.8,,44,Wind blowing from the west,1,,3,90  or more  but not 100%, ,,,-10.7,6.1,,,,,,30.0,-14.8,No precipitation,6,,,,
09.02.2020 08:00,-10.4,507.9,772.1,,68,Wind blowing from the east,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,6.1,,,1500-2000,,,30.0,-15.2,No precipitation,12,,,,
09.02.2020 05:00,-8.5,507.4,768.4,,61,Wind blowing from the east,1,,7,, ,,,-10.9,6.1,,,,,,30.0,-14.7,No precipitation,6,,,,
09.02.2020 02:00,-6.3,507.3,766.3,0.9,49,Wind blowing from the north,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,6.1,,,2500 or more  or no clouds.,,,30.0,-15.3,No precipitation,12,,,,
08.02.2020 23:00,-2.6,506.4,767.7,,40,Wind blowing from the east-southeast,1,,9,, ,,,-10.9,6.1,,,,,,30.0,-14.6,No precipitation,6,,,,
08.02.2020 20:00,1.3,505.1,768.0,,24,Wind blowing from the north-west,1,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,6.1,,,1500-2000,,,16.0,-17.1,No precipitation,12,,,,
08.02.2020 17:00,4.4,504.0,764.1,,17,Wind blowing from the west,3,,9,70 – 80%., ,,,-10.9,6.1,,,1500-2000,,,30.0,-18.5,No precipitation,6,,,,
08.02.2020 14:00,5.5,504.8,763.0,-2.0,14,Wind blowing from the west-southwest,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,5.5,,,1500-2000,,,30.0,-19.9,No precipitation,12,,,,
08.02.2020 11:00,-2.8,506.8,770.0,,40,Wind blowing from the south-southeast,1,,3,no clouds, ,,,-10.9,5.5,,,,,,30.0,-14.5,No precipitation,6,,,,
08.02.2020 08:00,-10.8,506.1,770.8,0.9,76,Wind blowing from the east-southeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,5.5,,,1500-2000,,,30.0,-14.2,No precipitation,12,,,,
08.02.2020 05:00,-9.9,505.2,766.6,,76,Wind blowing from the south,1,,5,, ,,,-12.7,5.5,,,,,,30.0,-13.3,No precipitation,6,,,,
08.02.2020 02:00,-7.0,505.1,766.0,0.4,62,Wind blowing from the south-southwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,5.5,,,2500 or more  or no clouds.,,,30.0,-13.2,No precipitation,12,,,,
07.02.2020 23:00,-5.7,504.7,768.7,,46,Wind blowing from the north-northwest,1,,8,, ,,,-12.7,5.5,,,,,,30.0,-15.5,No precipitation,6,,,,
07.02.2020 20:00,-0.8,503.7,768.1,,28,Wind blowing from the north-northwest,2,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,5.5,,,1500-2000,,,28.0,-17.0,No precipitation,12,,,,
07.02.2020 17:00,3.3,502.8,763.6,,21,Wind blowing from the west,1,,8,50%., ,,,-12.7,5.5,,,1500-2000,,,30.0,-17.0,No precipitation,6,,,,
07.02.2020 14:00,1.0,503.9,765.4,-2.5,21,Wind blowing from the south-southeast,1,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,4.2,,,1500-2000,,,30.0,-18.9,No precipitation,12,,,,
07.02.2020 11:00,-6.1,506.4,771.4,,33,Wind blowing from the south-southeast,1,,3,20–30%., ,,,-12.7,4.2,,,1500-2000,,,23.0,-19.8,No precipitation,6,,,,
07.02.2020 08:00,-12.4,505.7,772.1,0.9,57,Wind blowing from the north-northeast,0,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,4.2,,,1500-2000,,,30.0,-19.2,No precipitation,12,,,,
