Local time in Aral,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2020 02:00,-4.5,688.3,780.4,,58,Wind blowing from the east-northeast,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,7.6,,,2500 or more  or no clouds.,,,3.7,-11.7,No precipitation,12,,,,
19.02.2020 20:00,5.0,686.8,778.3,1.1,26,Wind blowing from the east-northeast,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,7.6,,,2500 or more  or no clouds.,,,4.3,-12.9,No precipitation,12,,,,
19.02.2020 17:00,7.5,685.7,776.7,,20,Wind blowing from the north,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,7.5,,,,,,4.1,-14.0,No precipitation,6,,,,
19.02.2020 14:00,4.7,686.0,777.4,2.0,27,Wind blowing from the north-east,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,4.9,,,2500 or more  or no clouds.,,,4.0,-12.7,No precipitation,12,,,,
19.02.2020 11:00,-1.7,684.0,776.2,,57,Wind blowing from the north-east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,,,,,,,4.3,-9.3,No precipitation,6,,,,
19.02.2020 08:00,-3.1,680.5,771.7,2.0,65,Wind blowing from the east,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,4.9,,,2500 or more  or no clouds.,,,5.0,-8.9,No precipitation,12,,,,
19.02.2020 05:00,-2.9,678.5,769.0,,57,Wind blowing from the east,1,,4,,Haze. ,,,-6.2,4.9,,,,,,3.8,-10.4,No precipitation,6,,,,
19.02.2020 02:00,-2.2,677.7,768.2,,51,Wind blowing from the east-northeast,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,4.9,,,2500 or more  or no clouds.,,,3.5,-11.0,No precipitation,12,,,,
18.02.2020 20:00,2.3,676.3,766.9,-0.8,30,Wind blowing from the north-east,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,4.9,,,2500 or more  or no clouds.,,,3.1,-13.5,No precipitation,12,,,,
18.02.2020 17:00,4.6,677.1,767.8,,25,Wind blowing from the north-west,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,4.9,,,,,,2.9,-13.7,No precipitation,6,,,,
18.02.2020 14:00,3.3,679.9,771.2,-1.1,24,Wind blowing from the west-northwest,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,4.6,,,2500 or more  or no clouds.,,,2.5,-15.4,No precipitation,12,,,,
18.02.2020 11:00,-4.0,681.0,773.5,,75,Wind blowing from the west-northwest,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,,,,,,,3.7,-7.9,No precipitation,6,,,,
18.02.2020 08:00,-3.4,681.2,772.6,-1.0,67,Wind blowing from the east-northeast,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,4.6,,,2500 or more  or no clouds.,,,4.0,-8.8,No precipitation,12,,,,
18.02.2020 05:00,-5.4,682.2,773.7,,70,Wind blowing from the east,1,,3,,Mist. ,,,-8.0,4.6,,,,,,4.7,-10.0,No precipitation,6,,,,
18.02.2020 02:00,-5.5,683.5,775.8,,65,Wind blowing from the east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,4.6,,,2500 or more  or no clouds.,,,4.3,-11.2,No precipitation,12,,,,
17.02.2020 20:00,2.4,684.4,776.8,-0.7,33,Wind blowing from the south-east,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,4.6,,,2500 or more  or no clouds.,,,3.1,-12.2,No precipitation,12,,,,
17.02.2020 17:00,4.4,685.1,776.8,,28,Wind blowing from the north-west,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,4.4,,,,,,3.1,-12.5,No precipitation,6,,,,
17.02.2020 14:00,0.8,687.1,779.1,-0.1,51,Wind blowing from the east-northeast,2,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,2.8,,,2500 or more  or no clouds.,,,4.2,-8.4,No precipitation,12,,,,
17.02.2020 11:00,-4.3,687.2,780.0,,88,Wind blowing from the east-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,2.8,,,,,,4.4,-6.0,No precipitation,6,,,,
17.02.2020 08:00,-7.1,686.8,779.6,0.0,86,Wind blowing from the east-northeast,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,2.8,,,2500 or more  or no clouds.,,,4.7,-9.0,No precipitation,12,,,,
17.02.2020 05:00,-4.5,686.8,779.2,,84,Wind blowing from the east-northeast,1,,,,Mist. ,,,-4.6,2.8,,,,,,5.0,-6.9,No precipitation,6,,,,
17.02.2020 02:00,-1.4,687.1,779.1,,67,Wind blowing from the east-northeast,2,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,2.8,,,2500 or more  or no clouds.,,,5.0,-6.9,No precipitation,12,,,,
16.02.2020 20:00,1.8,685.8,777.5,0.9,32,Wind blowing from the north-west,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,2.8,,,2500 or more  or no clouds.,,,5.0,-13.1,No precipitation,12,,,,
16.02.2020 17:00,2.4,684.9,776.6,,24,Wind blowing from the west-southwest,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,5.1,,,,,,4.2,-16.1,No precipitation,6,,,,
16.02.2020 14:00,1.1,684.8,776.9,0.6,29,Wind blowing from the south-southwest,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,5.1,,,2500 or more  or no clouds.,,,3.6,-15.0,No precipitation,12,,,,
16.02.2020 11:00,-2.4,684.2,776.7,,30,Wind blowing from the south-west,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,,,,,,,2.9,-17.6,No precipitation,6,,,,
16.02.2020 08:00,-1.3,683.0,774.2,0.4,26,Wind blowing from the south,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,5.1,,,2500 or more  or no clouds.,,,2.9,-18.3,No precipitation,12,,,,
16.02.2020 05:00,-2.8,682.6,773.7,,48,Wind blowing from the east-southeast,1,,3,,Haze. ,,,-8.8,5.1,,,,,,4.6,-12.5,No precipitation,6,,,,
16.02.2020 02:00,-3.7,683.2,774.7,,47,Wind blowing from the north,0,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,5.1,,,2500 or more  or no clouds.,,,4.6,-13.4,No precipitation,12,,,,
15.02.2020 20:00,2.3,682.9,775.4,-0.6,20,Wind blowing from the west,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,5.1,,,2500 or more  or no clouds.,,,4.2,-18.4,No precipitation,12,,,,
15.02.2020 17:00,4.7,683.5,775.3,,20,Wind blowing from the east-northeast,2,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,5.1,,,,,,3.5,-16.4,No precipitation,6,,,,
15.02.2020 14:00,3.0,686.2,778.5,-0.8,30,Wind blowing from the west-southwest,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,5.3,,,2500 or more  or no clouds.,,,3.6,-12.9,No precipitation,12,,,,
15.02.2020 11:00,-5.4,687.0,779.9,,87,Wind blowing from the east-northeast,1,,3,, ,,,-8.8,,,,,,,8.0,-7.2,No precipitation,6,,,,
15.02.2020 08:00,-8.2,686.5,779.2,-0.3,84,Wind blowing from the north,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,5.3,,,2500 or more  or no clouds.,,,8.0,-10.4,No precipitation,12,,,,
15.02.2020 05:00,-7.0,686.8,779.2,,75,Wind blowing from the east,1,,8,, ,,,-7.1,5.3,,,,,,7.0,-10.7,No precipitation,6,,,,
15.02.2020 02:00,-5.7,687.0,779.4,,52,Wind blowing from the north-northwest,1,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,5.3,,,2500 or more  or no clouds.,,,6.0,-14.2,No precipitation,12,,,,
14.02.2020 20:00,3.5,685.9,777.2,,21,Wind blowing from the east-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,5.7,,,2500 or more  or no clouds.,,,10.0,-16.8,No precipitation,12,,,,
14.02.2020 17:00,4.7,685.1,776.0,,21,Wind blowing from the north-east,4,,8,, ,,,-1.7,7.9,,,,,,8.0,-15.8,No precipitation,6,,,,
14.02.2020 14:00,3.0,684.9,776.1,1.1,35,Wind blowing from the north-east,3,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,7.9,,,2500 or more  or no clouds.,,,3.2,-11.0,No precipitation,12,,,,
14.02.2020 11:00,-0.1,683.8,775.6,,48,Wind blowing from the north-east,2,,4,, ,,,-2.0,,,,,,,9.0,-9.8,No precipitation,6,,,,
14.02.2020 08:00,-1.1,681.5,771.9,1.6,52,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,7.9,,,2500 or more  or no clouds.,,,12.0,-9.7,No precipitation,12,,,,
14.02.2020 05:00,-0.2,679.9,769.6,,48,Wind blowing from the west-northwest,1,,6,, ,,,-4.7,7.9,,,,,,12.0,-9.9,No precipitation,6,,,,
14.02.2020 02:00,-0.2,679.3,769.6,,43,Wind blowing from the north-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,7.9,,,2500 or more  or no clouds.,,,14.0,-11.3,No precipitation,12,,,,
13.02.2020 20:00,5.7,676.7,766.8,0.0,24,Wind blowing from the east-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,7.9,,,2500 or more  or no clouds.,,,21.0,-13.3,No precipitation,12,,,,
13.02.2020 17:00,7.6,676.7,766.7,,21,Wind blowing from the north-northeast,3,,7,, ,,,-6.0,12.7,,,,,,19.0,-13.3,No precipitation,6,,,,
13.02.2020 14:00,3.4,678.0,769.0,1.0,34,Wind blowing from the north-northeast,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,12.7,,,2500 or more  or no clouds.,,,18.0,-11.3,No precipitation,12,,,,
13.02.2020 11:00,-2.0,677.0,768.3,,49,Wind blowing from the north-east,2,,4,, ,,,-6.0,,,,,,,14.0,-11.3,No precipitation,6,,,,
13.02.2020 08:00,-2.7,675.2,764.8,0.1,44,Wind blowing from the east-northeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,12.7,,,2500 or more  or no clouds.,,,27.0,-13.5,No precipitation,12,,,,
13.02.2020 05:00,-4.3,675.1,764.1,,55,Wind blowing from the east-northeast,2,,,, ,,,-8.3,12.7,,,,,,19.0,-12.2,No precipitation,6,,,,
13.02.2020 02:00,-4.8,675.5,765.2,,51,Wind blowing from the north,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,12.7,,,2500 or more  or no clouds.,,,15.0,-13.6,No precipitation,12,,,,
12.02.2020 20:00,7.2,673.5,763.8,-0.1,19,Wind blowing from the east,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,12.7,,,2500 or more  or no clouds.,,,25.0,-14.9,No precipitation,12,,,,
12.02.2020 17:00,12.1,673.6,762.5,,11,Wind blowing from the south-southwest,2,,3,, ,,,-8.3,12.7,,,,,,30.0,-17.5,No precipitation,6,,,,
12.02.2020 14:00,8.9,674.4,764.1,,16,Wind blowing from the east-southeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,10.7,,,2500 or more  or no clouds.,,,29.0,-15.6,No precipitation,12,,,,
12.02.2020 11:00,-1.5,674.4,765.4,,55,Wind blowing from the east-northeast,0,,2,, ,,,-8.3,,,,,,,11.0,-9.4,No precipitation,6,,,,
12.02.2020 08:00,-8.0,673.8,764.3,0.2,62,Wind blowing from the north,0,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,10.7,,,2500 or more  or no clouds.,,,15.0,-14.0,No precipitation,12,,,,
12.02.2020 05:00,-5.1,673.6,763.0,,53,Wind blowing from the east,1,,4,, ,,,-9.8,10.7,,,,,,12.0,-13.2,No precipitation,6,,,,
12.02.2020 02:00,-5.5,673.8,763.5,,50,Wind blowing from the south-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,10.7,,,2500 or more  or no clouds.,,,9.0,-14.5,No precipitation,12,,,,
11.02.2020 20:00,6.0,673.0,763.5,-0.6,23,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,10.7,,,2500 or more  or no clouds.,,,23.0,-13.6,No precipitation,12,,,,
11.02.2020 17:00,10.1,673.6,763.3,,17,Wind blowing from the north-west,3,,5,, ,,,-9.8,10.7,,,,,,21.0,-13.9,No precipitation,6,,,,
11.02.2020 14:00,8.4,674.9,764.8,-0.4,17,Wind blowing from the north,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,10.3,,,2500 or more  or no clouds.,,,26.0,-15.2,No precipitation,12,,,,
11.02.2020 11:00,-3.8,675.3,766.8,,65,Wind blowing from the west,1,,2,, ,,,-9.8,,,,,,,9.0,-9.4,No precipitation,6,,,,
11.02.2020 08:00,-8.6,673.9,764.6,-0.2,77,Wind blowing from the west,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,10.3,,,2500 or more  or no clouds.,,,12.0,-11.9,No precipitation,12,,,,
11.02.2020 05:00,-7.6,674.1,764.0,,69,Wind blowing from the west,1,,4,, ,,,-8.3,10.3,,,,,,13.0,-12.3,No precipitation,6,,,,
11.02.2020 02:00,-6.2,674.6,764.8,,58,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,10.3,,,2500 or more  or no clouds.,,,14.0,-13.3,No precipitation,12,,,,
10.02.2020 20:00,5.4,673.7,763.6,-0.6,23,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,10.3,,,2500 or more  or no clouds.,,,20.0,-14.1,No precipitation,12,,,,
10.02.2020 17:00,9.2,674.3,764.4,,18,Wind blowing from the west-southwest,3,,5,, ,,,-8.3,9.5,,,,,,22.0,-13.9,No precipitation,6,,,,
10.02.2020 14:00,6.4,676.0,766.4,-0.2,21,Wind blowing from the south,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,8.8,,,2500 or more  or no clouds.,,,24.0,-14.3,No precipitation,12,,,,
10.02.2020 11:00,-4.2,676.2,768.1,,37,Wind blowing from the west,1,,5,, ,,,-8.3,,,,,,,28.0,-17.0,No precipitation,6,,,,
10.02.2020 08:00,-3.9,675.4,765.7,-0.1,32,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,8.8,,,2500 or more  or no clouds.,,,30.0,-18.2,No precipitation,12,,,,
10.02.2020 05:00,-8.1,675.5,765.8,,48,Wind blowing from the west-southwest,1,,5,, ,,,-11.7,8.8,,,,,,20.0,-17.2,No precipitation,6,,,,
10.02.2020 02:00,-6.1,676.0,766.5,,45,Wind blowing from the east-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,8.8,,,2500 or more  or no clouds.,,,15.0,-16.1,No precipitation,12,,,,
09.02.2020 20:00,4.2,676.7,768.4,-1.0,21,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,8.8,,,2500 or more  or no clouds.,,,26.0,-16.2,No precipitation,12,,,,
09.02.2020 17:00,8.5,677.7,768.5,,15,Wind blowing from the south-west,3,,6,, ,,,-11.7,9.2,,,,,,30.0,-16.7,No precipitation,6,,,,
09.02.2020 14:00,6.1,680.2,771.6,-1.2,18,Wind blowing from the south-west,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,9.2,,,2500 or more  or no clouds.,,,27.0,-16.5,No precipitation,12,,,,
09.02.2020 11:00,-5.1,681.4,774.4,,66,Wind blowing from the south-southwest,1,,1,, ,,,-11.7,,,,,,,8.0,-10.5,No precipitation,6,,,,
09.02.2020 08:00,-10.5,681.5,773.8,-1.1,72,Wind blowing from the north,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,9.2,,,2500 or more  or no clouds.,,,13.0,-14.7,No precipitation,12,,,,
09.02.2020 05:00,-9.3,682.6,774.1,,62,Wind blowing from the east-northeast,1,,5,, ,,,-12.0,9.2,,,,,,14.0,-15.4,No precipitation,6,,,,
09.02.2020 02:00,-7.7,684.1,775.9,,54,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,9.2,,,2500 or more  or no clouds.,,,11.0,-15.4,No precipitation,12,,,,
08.02.2020 20:00,4.4,684.6,777.3,-0.6,23,Wind blowing from the north,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,9.2,,,2500 or more  or no clouds.,,,26.0,-14.9,No precipitation,12,,,,
08.02.2020 17:00,8.3,685.2,777.1,,16,Wind blowing from the south-west,3,,6,, ,,,-12.0,8.8,,,,,,26.0,-16.1,No precipitation,6,,,,
08.02.2020 14:00,6.2,686.9,779.1,-0.1,24,Wind blowing from the south-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,8.8,,,2500 or more  or no clouds.,,,23.0,-12.9,No precipitation,12,,,,
08.02.2020 11:00,-6.0,687.0,781.0,,74,Wind blowing from the west-northwest,1,,2,, ,,,-12.0,,,,,,,8.0,-10.0,No precipitation,6,,,,
08.02.2020 08:00,-10.6,685.8,778.8,0.1,75,Wind blowing from the north,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,8.8,,,2500 or more  or no clouds.,,,8.0,-14.2,No precipitation,12,,,,
08.02.2020 05:00,-9.1,685.7,777.7,,70,Wind blowing from the east-northeast,1,,5,, ,,,-11.7,8.8,,,,,,10.0,-13.7,No precipitation,6,,,,
08.02.2020 02:00,-7.7,685.9,778.1,,58,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,8.8,,,2500 or more  or no clouds.,,,17.0,-14.7,No precipitation,12,,,,
07.02.2020 20:00,3.7,684.5,777.4,,25,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,8.8,,,2500 or more  or no clouds.,,,24.0,-14.5,No precipitation,12,,,,
07.02.2020 17:00,8.3,684.1,775.7,,19,Wind blowing from the east-northeast,2,,3,, ,,,-11.7,8.8,,,,,,21.0,-14.0,No precipitation,6,,,,
07.02.2020 14:00,5.7,685.0,776.6,0.5,25,Wind blowing from the north,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,7.6,,,2500 or more  or no clouds.,,,19.0,-12.8,No precipitation,12,,,,
07.02.2020 11:00,-6.7,684.5,778.3,,70,Wind blowing from the west-northwest,1,,2,, ,,,-11.7,,,,,,,14.0,-11.4,No precipitation,6,,,,
07.02.2020 08:00,-10.6,682.9,775.8,1.0,75,Wind blowing from the east-southeast,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,7.6,,,2500 or more  or no clouds.,,,15.0,-14.3,No precipitation,12,,,,
07.02.2020 05:00,-8.8,681.9,773.5,,64,Wind blowing from the east,0,,,, ,,,-11.2,7.6,,,,,,17.0,-14.4,No precipitation,6,,,,
07.02.2020 02:00,-4.9,681.4,772.6,,59,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,7.6,,,2500 or more  or no clouds.,,,21.0,-11.7,No precipitation,12,,,,
06.02.2020 20:00,2.6,678.8,771.2,,27,Wind blowing from the north,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,7.6,,,2500 or more  or no clouds.,,,28.0,-14.5,No precipitation,12,,,,
06.02.2020 17:00,7.0,678.1,769.3,,19,Wind blowing from the west-southwest,3,,5,, ,,,-11.2,7.3,,,,,,25.0,-15.1,No precipitation,6,,,,
06.02.2020 14:00,4.6,678.8,770.4,0.3,26,Wind blowing from the south-southwest,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,7.3,,,2500 or more  or no clouds.,,,17.0,-13.3,No precipitation,12,,,,
06.02.2020 11:00,-5.3,678.5,771.4,,48,Wind blowing from the west-southwest,2,,3,, ,,,-11.2,,,,,,,18.0,-14.8,No precipitation,6,,,,
06.02.2020 08:00,-11.1,677.3,769.6,,67,Wind blowing from the south-west,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,7.3,,,2500 or more  or no clouds.,,,19.0,-16.0,No precipitation,12,,,,
06.02.2020 05:00,-9.7,677.6,768.8,,63,Wind blowing from the south-west,1,,3,, ,,,-10.1,7.3,,,,,,17.0,-15.4,No precipitation,6,,,,
06.02.2020 02:00,-8.8,677.9,769.5,,59,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,7.3,,,2500 or more  or no clouds.,,,18.0,-15.4,No precipitation,12,,,,
05.02.2020 20:00,2.1,677.5,769.5,0.0,28,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,7.3,,,2500 or more  or no clouds.,,,19.0,-14.5,No precipitation,12,,,,
05.02.2020 17:00,6.8,677.5,768.7,,22,Wind blowing from the south-southwest,2,,5,, ,,,-10.1,7.1,,,,,,24.0,-13.4,No precipitation,6,,,,
05.02.2020 14:00,4.1,679.2,770.7,-0.2,25,Wind blowing from the west-northwest,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,6.2,,,2500 or more  or no clouds.,,,25.0,-14.2,No precipitation,12,,,,
05.02.2020 11:00,-5.9,679.4,772.2,,60,Wind blowing from the south-west,1,,3,, ,,,-10.1,,,,,,,17.0,-12.6,No precipitation,6,,,,
05.02.2020 08:00,-9.7,678.5,770.6,,74,Wind blowing from the west,0,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,6.2,,,2500 or more  or no clouds.,,,13.0,-13.5,No precipitation,12,,,,
