Local time in Gaoyao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 17:00,18.5,761.2,766.8,,59,Wind blowing from the north-east,2,,5,100%., ,,,7.9,19.4,,,1000-1500,,,29.0,10.3,No precipitation,6,,,,
19.02.2020 14:00,19.3,762.1,767.6,,53,Wind blowing from the north-east,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,19.3,,,1000-1500,,,29.0,9.4,No precipitation,12,,,,
19.02.2020 11:00,16.0,764.7,770.2,,51,Wind blowing from the east-southeast,2,,3,50%., ,,,7.9,17.6,,,1500-2000,,,30.0,5.8,No precipitation,6,,,,
19.02.2020 08:00,8.8,764.2,769.8,0.9,99,Wind blowing from the north,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,17.6,,,1000-1500,,,5.0,8.6,No precipitation,12,,,,
19.02.2020 05:00,8.1,763.3,768.8,,99,Wind blowing from the west,1,,4,, ,,,7.3,17.6,,,,,,13.0,7.9,No precipitation,6,,,,
19.02.2020 02:00,8.7,763.7,769.3,,100,Wind blowing from the west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,17.6,,,2500 or more  or no clouds.,,,15.0,8.7,No precipitation,12,,,,
18.02.2020 23:00,10.2,764.1,769.6,,82,Wind blowing from the west,2,,7,, ,,,7.3,17.6,,,,,,22.0,7.2,No precipitation,6,,,,
18.02.2020 20:00,13.7,763.3,768.9,0.5,43,Wind blowing from the east-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,17.6,,,,,,30.0,1.3,No precipitation,12,,,,
18.02.2020 17:00,17.4,762.8,768.4,,29,Wind blowing from the south-east,2,,,no clouds, ,,,7.3,17.6,,,,,,30.0,-0.8,No precipitation,6,,,,
18.02.2020 14:00,16.5,764.0,769.6,,30,Wind blowing from the east,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,17.1,,,,,,30.0,-1.1,No precipitation,12,,,,
18.02.2020 11:00,14.2,766.6,772.2,,35,Wind blowing from the east,4,,7,no clouds, ,,,7.3,16.0,,,,,,30.0,-1.0,No precipitation,6,,,,
18.02.2020 08:00,7.4,766.5,772.1,0.9,98,Wind blowing from the west-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,16.0,,,,,,17.0,7.1,No precipitation,12,,,,
18.02.2020 05:00,8.1,765.6,771.2,,97,Wind blowing from the west,2,,5,, ,,,8.1,16.0,,,,,,30.0,7.6,No precipitation,6,,,,
18.02.2020 02:00,8.1,766.3,771.9,,100,Wind blowing from the south-west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,16.0,,,2500 or more  or no clouds.,,,25.0,8.1,No precipitation,12,,,,
17.02.2020 23:00,9.6,766.3,772.0,,89,Wind blowing from the west,1,,11,, ,,,8.2,16.0,,,,,,27.0,7.8,No precipitation,6,,,,
17.02.2020 20:00,12.9,765.5,771.1,,48,Wind blowing from the north-northeast,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,16.0,,,,,,30.0,2.1,No precipitation,12,,,,
17.02.2020 17:00,15.8,764.5,770.0,,37,Wind blowing from the north-west,2,,12,40%., ,,,8.2,16.0,,,1000-1500,,,30.0,1.1,No precipitation,6,,,,
17.02.2020 14:00,13.9,765.0,770.6,-2.5,39,Wind blowing from the north-east,6,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,14.0,,,1000-1500,,,30.0,-0.1,No precipitation,12,,,,
17.02.2020 11:00,11.5,767.5,773.2,,43,Wind blowing from the north-northeast,6,,12,100%., ,,,8.2,11.5,,,1000-1500,,,30.0,-0.6,No precipitation,6,,,,
17.02.2020 08:00,8.8,767.1,772.7,2.0,55,Wind blowing from the north-northeast,5,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,11.5,,,1000-1500,,,30.0,0.2,No precipitation,12,,,,
17.02.2020 05:00,8.4,765.1,770.7,,57,Wind blowing from the north-northeast,6,,12,, ,,,8.2,11.5,,,,,,30.0,0.3,No precipitation,6,,,,
17.02.2020 02:00,8.8,765.5,771.1,,59,Wind blowing from the north-northeast,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,11.5,,,2500 or more  or no clouds.,,,30.0,1.2,No precipitation,12,,,,
16.02.2020 23:00,10.0,765.2,770.8,,64,Wind blowing from the north-northeast,4,,9,, ,,,8.2,14.4,,,,,,30.0,3.5,No precipitation,6,,,,
16.02.2020 20:00,10.9,763.3,768.9,,78,Wind blowing from the north-east,1,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,,,,600-1000,,,30.0,7.2,2.0,12,,,,
16.02.2020 17:00,10.8,761.9,767.5,,73,Wind blowing from the north-east,2,,11,100%., ,,,8.2,,,,600-1000,,,30.0,6.1,0.4,6,,,,
16.02.2020 14:00,9.1,762.8,768.4,-1.7,75,Wind blowing from the north-east,4,,11,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,,,,600-1000,,,30.0,4.9,4.0,12,,,,
16.02.2020 11:00,8.9,764.5,770.2,,83,Wind blowing from the north-northeast,3,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,,,,600-1000,,,16.0,6.1,1.0,6,,,,
16.02.2020 08:00,9.9,763.3,768.9,1.8,69,Wind blowing from the north-northeast,4,,11,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,9.8,22.1,,,600-1000,,,30.0,4.4,4.0,12,,,,
16.02.2020 05:00,9.8,761.5,766.9,,86,Wind blowing from the north-west,2,,11,, ,,,9.8,22.1,,,,,,30.0,7.5,3.0,6,,,,
16.02.2020 02:00,10.9,760.4,765.9,2.2,91,Wind blowing from the west-northwest,3,,11,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,22.1,,,2500 or more  or no clouds.,,,30.0,9.4,4.0,12,,,,
15.02.2020 23:00,14.3,758.2,763.7,,97,Wind blowing from the north,5,,11,,Rain  not freezing  intermittent  slight at time of observation. ,,,14.3,22.1,,,,,,20.0,13.9,4.0,6,,,,
15.02.2020 20:00,20.4,755.0,760.3,,99,Wind blowing from the west-southwest,1,,18,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Fog or ice fog or thick haze.,19.1,22.1,,,600-1000,,,5.0,20.2,37.0,12,,,,
15.02.2020 17:00,21.4,753.2,758.5,,99,Wind blowing from the north-east,1,,18,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Fog or ice fog or thick haze.,19.1,22.1,,,600-1000,,,15.0,21.2,15.0,6,,,,
15.02.2020 14:00,20.0,752.9,758.2,-2.6,100,Wind blowing from the south-southeast,3,,18,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Fog or ice fog or thick haze.,19.1,21.9,,,600-1000,,,0.4,20.0,55.0,12,,,,
15.02.2020 11:00,19.2,755.5,760.9,,99,Wind blowing from the east-northeast,1,,18,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.2,21.9,,,600-1000,,,12.0,19.0,33.0,6,,,,
15.02.2020 08:00,21.2,754.0,759.4,1.1,99,Wind blowing from the east-southeast,3,,7,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Fog or ice fog or thick haze.,,21.9,,,600-1000,,,1.6,21.1,42.0,12,,,,
15.02.2020 05:00,21.0,752.9,758.2,,100,Wind blowing from the east,4,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,,21.9,,,,,,2.5,21.0,28.0,6,,,,
15.02.2020 02:00,21.0,754.3,759.6,-0.9,100,Wind blowing from the north-east,3,,7,,Rain  not freezing  intermittent  heavy at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,21.9,,,2500 or more  or no clouds.,,,0.5,21.0,22.0,12,,,,
14.02.2020 23:00,21.4,755.2,760.5,,99,Wind blowing from the east,4,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,18.4,21.9,,,,,,5.0,21.2,No precipitation,6,,,,
14.02.2020 20:00,21.1,754.3,759.7,1.2,100,Wind blowing from the east,3,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,21.9,,,1000-1500,,,4.2,21.1,0.9,12,,,,
14.02.2020 17:00,20.8,753.1,758.5,,99,Wind blowing from the east,2,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,22.4,,,1000-1500,,,6.0,20.6,0.8,6,,,,
14.02.2020 14:00,21.9,753.2,758.5,-1.9,99,Wind blowing from the east-northeast,2,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,23.1,,,1000-1500,,,9.0,21.8,2.0,12,,,,
14.02.2020 11:00,19.8,755.1,760.5,,99,Wind blowing from the east-northeast,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,,,,600-1000,,,2.2,19.6,2.0,6,,,,
14.02.2020 08:00,18.6,754.0,759.4,0.8,99,Wind blowing from the north-east,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,23.1,,,600-1000,,,4.4,18.4,2.0,12,,,,
14.02.2020 05:00,18.9,753.2,758.5,,98,Wind blowing from the south-east,2,,6,,Mist. ,,,18.0,23.1,,,,,,6.0,18.5,No precipitation,6,,,,
14.02.2020 02:00,19.1,754.7,760.0,,98,Wind blowing from the south-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,23.1,,,2500 or more  or no clouds.,,,7.0,18.7,No precipitation,12,,,,
13.02.2020 23:00,19.9,755.6,761.0,,99,Wind blowing from the east,2,,6,, ,,,17.3,23.1,,,,,,11.0,19.7,No precipitation,6,,,,
13.02.2020 20:00,20.5,755.0,760.4,1.0,95,Wind blowing from the east,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.3,23.1,,,1000-1500,,,8.0,19.6,2.0,12,,,,
13.02.2020 17:00,22.4,754.0,759.3,,77,Wind blowing from the east,3,,8,40%., ,,,17.3,23.1,,,1000-1500,,,30.0,18.1,No precipitation,6,,,,
13.02.2020 14:00,22.3,755.0,760.4,-1.0,81,Wind blowing from the east,2,,8,100%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,17.3,22.4,,,1000-1500,,,29.0,18.8,7.0,12,,,,
13.02.2020 11:00,18.8,756.0,761.4,,100,Wind blowing from the north-east,3,,8,100%.,Fog or ice fog. ,Rain.,Fog or ice fog or thick haze.,16.9,,,,2500 or more  or no clouds.,,,3.4,18.8,7.0,6,,,,
13.02.2020 08:00,18.0,757.6,763.0,1.5,100,Wind blowing from the east-northeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,,,,,600-1000,,,0.1,18.0,6.0,12,,,,
13.02.2020 05:00,18.2,756.1,761.5,,100,Wind blowing from the north,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,15.3,22.2,,,,,,1.3,18.2,No precipitation,6,,,,
13.02.2020 02:00,17.7,756.4,761.8,,100,Wind blowing from the east,2,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,22.2,,,2500 or more  or no clouds.,,,0.3,17.7,No precipitation,12,,,,
12.02.2020 23:00,18.1,758.1,763.5,,99,Wind blowing from the south-southeast,1,,5,,Mist. ,,,15.1,22.2,,,,,,1.8,17.9,No precipitation,6,,,,
12.02.2020 20:00,18.9,757.0,762.4,0.6,98,Wind blowing from the east-northeast,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,22.2,,,1000-1500,,,3.3,18.5,0.1,12,,,,
12.02.2020 17:00,21.2,756.4,761.8,,90,Wind blowing from the east,3,,4,100%., ,,,15.0,22.2,,,1000-1500,,,9.0,19.4,0.1,6,,,,
12.02.2020 14:00,21.5,757.6,763.0,,82,Wind blowing from the south,1,,3,100%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,21.5,,,1000-1500,,,10.0,18.3,0.1,12,,,,
12.02.2020 11:00,16.9,759.4,764.9,,100,Wind blowing from the east-northeast,2,,2,100%.,Fog or ice fog. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,15.0,16.9,,,1000-1500,,,1.4,16.9,No precipitation,6,,,,
12.02.2020 08:00,15.5,759.6,765.1,1.1,100,Wind blowing from the south-southeast,1,,2,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Rain.,Drizzle.,14.4,,,,1000-1500,,,less than 0.1,15.5,Trace of precipitation,12,,,,
12.02.2020 05:00,15.3,758.5,764.0,,100,Wind blowing from the north-east,1,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,14.1,16.9,,,,,,0.1,15.3,No precipitation,6,,,,
12.02.2020 02:00,15.2,759.4,764.9,,100,Wind blowing from the west,1,,4,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,16.9,,,,,,0.6,15.2,No precipitation,6,,,,
11.02.2020 23:00,15.1,759.9,765.4,,100,Wind blowing from the east,1,,4,,Mist. ,,,13.6,16.9,,,,,,0.8,15.1,0.4,6,,,,
11.02.2020 20:00,15.0,759.4,764.8,0.1,100,Wind blowing from the east-northeast,2,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,16.9,,,600-1000,,,1.5,15.0,1.0,12,,,,
11.02.2020 17:00,15.8,759.3,764.8,,97,Wind blowing from the east-northeast,2,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,16.9,,,600-1000,,,3.7,15.4,0.9,6,,,,
11.02.2020 14:00,15.4,759.8,765.3,,100,Wind blowing from the west-northwest,2,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,17.2,,,600-1000,,,4.7,15.4,0.9,12,,,,
11.02.2020 11:00,16.9,761.5,766.9,,77,Wind blowing from the south-southwest,1,,3,100%., ,,,13.6,17.2,,,1000-1500,,,13.0,12.8,No precipitation,6,,,,
11.02.2020 08:00,14.4,761.1,766.6,0.8,97,Wind blowing from the west,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,,,,1000-1500,,,8.0,14.0,Trace of precipitation,12,,,,
11.02.2020 05:00,14.1,760.3,765.8,,91,Wind blowing from the west-southwest,2,,4,,Rain (not freezing) not falling as shower(s). ,,,12.9,17.2,,,,,,9.0,12.6,No precipitation,6,,,,
11.02.2020 02:00,14.0,761.2,766.6,-0.6,87,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,17.2,,,2500 or more  or no clouds.,,,8.0,11.8,No precipitation,12,,,,
10.02.2020 23:00,14.4,761.8,767.4,,79,Wind blowing from the north-northeast,0,,4,, ,,,12.9,17.2,,,,,,12.0,10.8,No precipitation,6,,,,
10.02.2020 20:00,15.1,761.4,766.9,0.2,80,Wind blowing from the east,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,17.2,,,1000-1500,,,24.0,11.6,No precipitation,12,,,,
10.02.2020 17:00,16.4,761.2,766.7,,72,Wind blowing from the north-east,1,,,100%., ,,,12.9,17.2,,,1000-1500,,,28.0,11.3,No precipitation,6,,,,
10.02.2020 14:00,16.9,762.1,767.6,-2.0,65,Wind blowing from the south-west,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,17.9,,,1000-1500,,,24.0,10.2,No precipitation,12,,,,
10.02.2020 11:00,14.8,764.1,769.6,,71,Wind blowing from the east-northeast,1,,6,100%., ,,,12.9,17.9,,,1000-1500,,,30.0,9.6,No precipitation,6,,,,
10.02.2020 08:00,13.1,763.2,768.7,1.4,83,Wind blowing from the east-northeast,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,17.9,,,1000-1500,,,26.0,10.2,No precipitation,12,,,,
10.02.2020 05:00,13.0,761.8,767.3,,82,Wind blowing from the east-southeast,1,,8,, ,,,12.8,17.9,,,,,,25.0,10.0,No precipitation,6,,,,
10.02.2020 02:00,13.4,763.3,768.8,,79,Wind blowing from the south,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,17.9,,,2500 or more  or no clouds.,,,30.0,9.8,No precipitation,12,,,,
09.02.2020 23:00,14.5,764.4,769.9,,70,Wind blowing from the north-east,4,,8,, ,,,12.8,17.9,,,,,,30.0,9.1,No precipitation,6,,,,
09.02.2020 20:00,15.1,763.7,769.3,0.5,71,Wind blowing from the north-east,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,17.9,,,1000-1500,,,30.0,9.8,No precipitation,12,,,,
09.02.2020 17:00,16.9,763.2,768.7,,62,Wind blowing from the north-northwest,2,,8,100%., ,,,12.8,17.9,,,1000-1500,,,30.0,9.5,No precipitation,6,,,,
09.02.2020 14:00,16.1,764.1,769.6,-2.6,60,Wind blowing from the north-east,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,17.7,,,1000-1500,,,30.0,8.3,No precipitation,12,,,,
09.02.2020 11:00,14.0,766.7,772.3,,69,Wind blowing from the north-east,5,,8,100%., ,,,12.8,,,,1000-1500,,,30.0,8.4,No precipitation,6,,,,
09.02.2020 08:00,12.9,766.0,771.5,,76,Wind blowing from the north-east,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,17.7,,,1000-1500,,,30.0,8.7,No precipitation,12,,,,
09.02.2020 05:00,13.1,764.8,770.4,,76,Wind blowing from the north-east,4,,8,, ,,,13.1,17.7,,,,,,30.0,8.9,No precipitation,6,,,,
09.02.2020 02:00,13.7,765.4,771.0,,74,Wind blowing from the north,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,17.7,,,2500 or more  or no clouds.,,,30.0,9.1,No precipitation,12,,,,
08.02.2020 23:00,14.0,765.1,770.7,,77,Wind blowing from the east-northeast,2,,8,, ,,,14.0,17.7,,,,,,30.0,10.0,No precipitation,6,,,,
08.02.2020 20:00,15.8,763.9,769.5,,73,Wind blowing from the north-northeast,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,17.7,,,1000-1500,,,30.0,10.9,No precipitation,12,,,,
08.02.2020 17:00,17.0,762.8,768.3,,69,Wind blowing from the north-northeast,3,,7,100%., ,,,14.5,17.7,,,1000-1500,,,30.0,11.2,No precipitation,6,,,,
08.02.2020 14:00,17.1,763.0,768.5,-1.5,67,Wind blowing from the north-east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,17.1,,,1000-1500,,,30.0,10.9,No precipitation,12,,,,
08.02.2020 11:00,15.5,764.5,770.0,,74,Wind blowing from the east-northeast,4,,6,100%., ,,,14.5,17.1,,,1000-1500,,,30.0,10.8,No precipitation,6,,,,
08.02.2020 08:00,14.5,763.2,768.7,,85,Wind blowing from the east-southeast,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,17.1,,,1000-1500,,,30.0,12.0,No precipitation,12,,,,
08.02.2020 05:00,14.8,762.2,767.7,,86,Wind blowing from the south,1,,7,, ,,,14.8,17.1,,,,,,30.0,12.4,No precipitation,6,,,,
08.02.2020 02:00,15.4,762.7,768.2,0.1,87,Wind blowing from the south-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,17.1,,,2500 or more  or no clouds.,,,30.0,13.2,No precipitation,12,,,,
07.02.2020 23:00,16.1,762.6,768.1,,84,Wind blowing from the north,1,,7,, ,,,15.6,17.1,,,,,,30.0,13.4,No precipitation,6,,,,
07.02.2020 20:00,16.5,761.7,767.2,,84,Wind blowing from the north-east,5,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,17.1,,,600-1000,,,30.0,13.7,0.1,12,,,,
07.02.2020 17:00,16.7,760.4,765.9,,86,Wind blowing from the north-east,4,,7,100%., ,,,15.6,17.1,,,600-1000,,,30.0,14.3,No precipitation,6,,,,
07.02.2020 14:00,16.6,761.0,766.5,-1.5,90,Wind blowing from the north-east,3,,7,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,15.6,17.0,,,600-1000,,,30.0,14.9,0.2,12,,,,
07.02.2020 11:00,16.4,762.5,768.0,,100,Wind blowing from the south,1,,3,100%.,Mist. ,Rain.,Drizzle.,15.5,17.0,,,600-1000,,,2.6,16.4,0.2,6,,,,
07.02.2020 08:00,15.6,761.3,766.8,1.7,99,Wind blowing from the west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,15.5,17.0,,,2500 or more  or no clouds.,,,0.5,15.4,0.1,12,,,,
07.02.2020 05:00,15.7,759.6,765.1,,99,Wind blowing from the north-east,1,,,,Mist. ,,,15.5,17.0,,,,,,2.8,15.5,No precipitation,6,,,,
07.02.2020 02:00,15.9,759.6,765.1,0.0,100,Wind blowing from the north-east,2,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,17.0,,,2500 or more  or no clouds.,,,5.0,15.9,No precipitation,12,,,,
06.02.2020 23:00,16.0,759.6,765.1,,100,Wind blowing from the north-east,2,,6,,Rain (not freezing) not falling as shower(s). ,,,14.3,17.0,,,,,,5.0,16.0,No precipitation,6,,,,
06.02.2020 20:00,16.2,758.8,764.2,,99,Wind blowing from the north-east,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,17.0,,,1000-1500,,,7.0,16.0,0.1,12,,,,
06.02.2020 17:00,16.9,757.9,763.3,,93,Wind blowing from the east-northeast,2,,7,100%., ,,,14.3,17.0,,,1000-1500,,,7.0,15.7,0.1,6,,,,
06.02.2020 14:00,16.3,758.6,764.1,-1.8,89,Wind blowing from the east-northeast,1,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,16.3,,,1000-1500,,,13.0,14.4,0.2,12,,,,
06.02.2020 11:00,15.9,760.4,765.9,,87,Wind blowing from the east-northeast,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,16.0,,,600-1000,,,17.0,13.7,No precipitation,6,,,,
06.02.2020 08:00,15.5,759.7,765.1,,91,Wind blowing from the east,3,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,15.8,,,600-1000,,,17.0,14.0,0.1,12,,,,
06.02.2020 05:00,15.6,758.5,763.9,,96,Wind blowing from the east,4,,7,, ,,,12.8,15.6,,,,,,10.0,14.9,0.1,6,,,,
06.02.2020 02:00,14.4,759.8,765.3,-0.4,100,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,15.3,,,2500 or more  or no clouds.,,,9.0,14.4,No precipitation,12,,,,
05.02.2020 23:00,14.5,760.2,765.7,,100,Wind blowing from the north-east,1,,5,, ,,,12.8,15.3,,,,,,12.0,14.5,No precipitation,6,,,,
05.02.2020 20:00,14.5,759.9,765.4,0.8,96,Wind blowing from the east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,15.3,,,1000-1500,,,13.0,13.8,0.3,12,,,,
05.02.2020 17:00,15.1,759.1,764.6,,91,Wind blowing from the east,2,,4,100%., ,,,12.8,15.3,,,1000-1500,,,26.0,13.6,No precipitation,6,,,,
05.02.2020 14:00,14.9,759.7,765.3,-2.2,92,Wind blowing from the north-east,2,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,15.1,,,1000-1500,,,29.0,13.6,0.4,12,,,,
