Local time in Darhan Muminggan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2020 14:00,-1.6,650.0,773.2,-1.1,35,Wind blowing from the west,8,,17,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,1.3,,,2500 or more  or no clouds.,,,20.0,-15.1,No precipitation,12,,,,
20.02.2020 11:00,-2.7,651.1,774.8,,36,Wind blowing from the west-southwest,7,,14,20–30%., ,,,-9.6,1.3,,,2500 or more  or no clouds.,,,20.0,-16.0,No precipitation,6,,,,
20.02.2020 08:00,-4.3,650.6,773.5,1.0,52,Wind blowing from the west,6,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,1.3,,,1000-1500,,,30.0,-12.9,No precipitation,12,,,,
20.02.2020 05:00,-5.8,649.6,771.5,,55,Wind blowing from the south-southwest,4,,6,, ,,,-15.1,1.3,,,,,,12.0,-13.6,No precipitation,6,,,,
20.02.2020 02:00,-9.0,649.7,772.3,,65,Wind blowing from the south-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,1.3,,,2500 or more  or no clouds.,,,13.0,-14.4,No precipitation,12,,,,
19.02.2020 20:00,-4.6,648.9,774.1,0.8,51,Wind blowing from the south-east,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,1.3,,,2500 or more  or no clouds.,,,11.0,-13.2,No precipitation,12,,,,
19.02.2020 17:00,-0.1,648.1,771.8,,30,Wind blowing from the west,3,,6,90  or more  but not 100%, ,,,-15.1,1.3,,,2500 or more  or no clouds.,,,12.0,-15.6,No precipitation,6,,,,
19.02.2020 14:00,0.6,648.0,770.8,-0.9,27,Wind blowing from the west-southwest,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,1.2,,,2500 or more  or no clouds.,,,9.0,-16.3,No precipitation,12,,,,
19.02.2020 11:00,-6.1,648.9,773.0,,47,Wind blowing from the south-east,1,,5,90  or more  but not 100%, ,,,-15.1,1.2,,,2500 or more  or no clouds.,,,11.0,-15.8,No precipitation,6,,,,
19.02.2020 08:00,-15.0,648.7,774.0,0.4,68,Wind blowing from the south-east,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,1.2,,,2500 or more  or no clouds.,,,11.0,-19.6,No precipitation,12,,,,
19.02.2020 05:00,-13.8,648.3,772.1,,69,Wind blowing from the south-east,2,,,, ,,,-14.8,1.2,,,,,,14.0,-18.3,No precipitation,6,,,,
19.02.2020 02:00,-11.1,648.7,771.5,,67,Wind blowing from the south-southeast,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,1.2,,,2500 or more  or no clouds.,,,14.0,-16.0,No precipitation,12,,,,
18.02.2020 20:00,-4.8,648.7,773.8,0.6,54,Wind blowing from the south,1,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,1.2,,,2500 or more  or no clouds.,,,24.0,-12.7,No precipitation,12,,,,
18.02.2020 17:00,-0.8,648.1,771.7,,39,Wind blowing from the west,4,,10,90  or more  but not 100%, ,,,-14.8,1.2,,,2500 or more  or no clouds.,,,30.0,-13.0,No precipitation,6,,,,
18.02.2020 14:00,0.7,648.0,770.8,-1.8,33,Wind blowing from the west,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,1.1,,,2500 or more  or no clouds.,,,30.0,-13.7,No precipitation,12,,,,
18.02.2020 11:00,-3.3,649.8,773.7,,49,Wind blowing from the south,2,,6,70 – 80%., ,,,-14.8,0.2,,,2500 or more  or no clouds.,,,30.0,-12.5,No precipitation,6,,,,
18.02.2020 08:00,-14.2,650.5,776.3,-0.4,67,Wind blowing from the south-east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.4,0.2,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,12,,,,
18.02.2020 05:00,-13.1,650.9,775.0,,65,Wind blowing from the east,1,,6,, ,,,-19.9,0.2,,,,,,30.0,-18.3,No precipitation,6,,,,
18.02.2020 02:00,-11.5,652.3,776.3,,64,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.2,,,2500 or more  or no clouds.,,,30.0,-17.1,No precipitation,12,,,,
17.02.2020 20:00,-6.3,653.0,780.7,-0.2,60,Wind blowing from the south-southeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,0.2,,,,,,30.0,-12.8,No precipitation,12,,,,
17.02.2020 17:00,-0.3,653.2,779.1,,44,Wind blowing from the west-southwest,3,,7,no clouds, ,,,-19.9,0.2,,,,,,30.0,-11.1,No precipitation,6,,,,
17.02.2020 14:00,-0.5,653.8,779.7,-1.4,44,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-0.5,,,,,,30.0,-11.5,No precipitation,12,,,,
17.02.2020 11:00,-8.4,655.2,782.9,,52,Wind blowing from the south,2,,4,no clouds, ,,,-19.9,-7.0,,,,,,30.0,-16.5,No precipitation,6,,,,
17.02.2020 08:00,-19.5,655.3,785.1,0.1,72,Wind blowing from the south-southeast,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.9,-7.0,,,2500 or more  or no clouds.,,,30.0,-23.3,No precipitation,12,,,,
17.02.2020 05:00,-18.5,655.2,783.5,,70,Wind blowing from the south-southeast,2,,7,, ,,,-18.5,-7.0,,,,,,30.0,-22.6,No precipitation,6,,,,
17.02.2020 02:00,-17.8,655.7,783.8,,73,Wind blowing from the south,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-7.0,,,2500 or more  or no clouds.,,,30.0,-21.5,No precipitation,12,,,,
16.02.2020 20:00,-12.4,655.6,783.6,0.8,67,Wind blowing from the south-southeast,1,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-7.0,,,2500 or more  or no clouds.,,,30.0,-17.4,No precipitation,12,,,,
16.02.2020 17:00,-8.2,654.8,781.9,,53,Wind blowing from the north-northwest,4,,10,20–30%., ,,,-16.0,-7.0,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,6,,,,
16.02.2020 14:00,-7.7,654.1,780.4,-0.1,53,Wind blowing from the north-west,5,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-7.4,,,2500 or more  or no clouds.,,,30.0,-15.8,No precipitation,12,,,,
16.02.2020 11:00,-10.0,654.2,781.7,,57,Wind blowing from the north-west,6,,10,20–30%., ,,,-16.0,-9.9,,,2500 or more  or no clouds.,,,30.0,-16.9,No precipitation,6,,,,
16.02.2020 08:00,-12.8,653.6,782.2,0.1,59,Wind blowing from the west-northwest,5,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-11.8,,,2500 or more  or no clouds.,,,30.0,-19.3,No precipitation,12,,,,
16.02.2020 05:00,-14.4,653.5,781.6,,61,Wind blowing from the north-west,3,,,, ,,,-21.2,-11.8,,,,,,30.0,-20.3,No precipitation,6,,,,
16.02.2020 02:00,-12.1,654.0,781.5,,63,Wind blowing from the west-northwest,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-11.8,,,2500 or more  or no clouds.,,,30.0,-17.7,No precipitation,12,,,,
15.02.2020 20:00,-16.0,654.9,786.0,0.5,67,Wind blowing from the west-northwest,3,,13,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-12.1,,,2500 or more  or no clouds.,,,30.0,-20.7,No precipitation,12,,,,
15.02.2020 17:00,-12.4,654.4,783.8,,56,Wind blowing from the north-west,5,,13,40%., ,,,-21.2,-12.1,,,2500 or more  or no clouds.,,,30.0,-19.4,No precipitation,6,,,,
15.02.2020 14:00,-12.5,654.4,783.4,-1.4,58,Wind blowing from the west-northwest,8,,12,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-12.4,,,2500 or more  or no clouds.,,,30.0,-19.1,No precipitation,12,,,,
15.02.2020 11:00,-14.5,655.8,786.0,,61,Wind blowing from the west,4,,10,60%., ,,,-21.2,-14.5,,,2500 or more  or no clouds.,,,30.0,-20.4,No precipitation,6,,,,
15.02.2020 08:00,-21.2,655.7,787.6,0.4,74,Wind blowing from the south-southeast,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.2,-14.9,,,2500 or more  or no clouds.,,,28.0,-24.6,0.1,12,,,,
15.02.2020 05:00,-18.8,655.3,786.0,,74,Wind blowing from the west,4,,,, ,,,-19.2,-14.9,,,,,,30.0,-22.3,No precipitation,6,,,,
15.02.2020 02:00,-17.6,656.2,786.4,,69,Wind blowing from the west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-14.9,,,2500 or more  or no clouds.,,,30.0,-21.9,0.4,12,,,,
14.02.2020 20:00,-18.1,656.2,787.3,1.6,78,Wind blowing from the north-west,2,,10,70 – 80%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-18.5,,,,1000-1500,,,5.0,-21.0,0.3,12,,,,
14.02.2020 17:00,-16.4,654.6,784.4,,68,Wind blowing from the north-northwest,5,,10,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-18.5,,,,1000-1500,,,5.0,-20.9,0.1,6,,,,
14.02.2020 14:00,-15.1,652.9,781.7,0.3,64,Wind blowing from the north-west,6,,10,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-18.5,,,,1000-1500,,,7.0,-20.4,0.6,12,,,,
14.02.2020 11:00,-16.5,652.6,780.7,,72,Wind blowing from the north-northwest,5,,13,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-18.5,,,,1000-1500,,,3.9,-20.4,0.2,6,,,,
14.02.2020 08:00,-18.3,651.0,778.9,1.6,78,Wind blowing from the north-northwest,4,,13,70 – 80%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-5.2,,,2500 or more  or no clouds.,,,1.8,-21.2,3.0,12,,,,
14.02.2020 05:00,-16.2,649.4,776.3,,79,Wind blowing from the north,4,,13,,Mist. ,,,-16.4,-5.1,,,,,,1.6,-19.1,1.0,6,,,,
14.02.2020 02:00,-15.0,648.1,773.8,,79,Wind blowing from the north,5,,13,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-3.1,,,2500 or more  or no clouds.,,,1.9,-17.8,2.0,12,,,,
13.02.2020 20:00,-9.7,645.4,769.0,1.1,84,Wind blowing from the north-northwest,4,,9,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,,,,1000-1500,,,6.0,-12.0,0.1,12,,,,
13.02.2020 17:00,-9.3,644.3,767.4,,75,Wind blowing from the north,3,,9,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,,,,1000-1500,,,9.0,-12.9,No precipitation,6,,,,
13.02.2020 14:00,-6.8,643.4,765.4,0.1,70,Wind blowing from the north,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,,,,1000-1500,,,30.0,-11.5,No precipitation,12,,,,
13.02.2020 11:00,-6.9,643.3,764.2,,72,Wind blowing from the north,4,,8,90  or more  but not 100%, ,,,-7.1,,,,1000-1500,,,30.0,-11.1,No precipitation,6,,,,
13.02.2020 08:00,-6.2,642.6,762.6,1.0,62,Wind blowing from the north-northwest,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,8.3,,,1000-1500,,,17.0,-12.3,No precipitation,12,,,,
13.02.2020 05:00,-5.1,641.6,760.3,,59,Wind blowing from the south-southeast,2,,9,, ,,,-11.7,8.3,,,,,,11.0,-11.9,No precipitation,6,,,,
13.02.2020 02:00,-3.8,641.2,759.4,,55,Wind blowing from the south,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,8.3,,,2500 or more  or no clouds.,,,14.0,-11.7,No precipitation,12,,,,
12.02.2020 20:00,2.9,640.2,760.9,0.1,36,Wind blowing from the south-west,4,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,8.3,,,2500 or more  or no clouds.,,,24.0,-10.7,No precipitation,12,,,,
12.02.2020 17:00,7.0,640.1,759.6,,24,Wind blowing from the south-west,5,,,60%., ,,,-11.7,8.3,,,2500 or more  or no clouds.,,,30.0,-12.2,No precipitation,6,,,,
12.02.2020 14:00,7.3,640.5,759.3,,20,Wind blowing from the west-southwest,6,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,7.4,,,2500 or more  or no clouds.,,,30.0,-14.2,No precipitation,12,,,,
12.02.2020 11:00,-2.4,642.1,763.0,,49,Wind blowing from the south-east,2,,5,20–30%., ,,,-11.7,7.2,,,2500 or more  or no clouds.,,,15.0,-11.7,No precipitation,6,,,,
12.02.2020 08:00,-11.2,642.7,764.8,-0.6,67,Wind blowing from the east-southeast,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,7.2,,,2500 or more  or no clouds.,,,19.0,-16.1,No precipitation,12,,,,
12.02.2020 05:00,-9.9,643.3,763.6,,69,Wind blowing from the south-southeast,2,,5,, ,,,-9.9,7.2,,,,,,13.0,-14.5,No precipitation,6,,,,
12.02.2020 02:00,-7.1,643.9,763.4,,64,Wind blowing from the south-east,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,7.2,,,2500 or more  or no clouds.,,,13.0,-12.8,No precipitation,12,,,,
11.02.2020 20:00,-0.2,643.9,765.4,0.9,48,Wind blowing from the south-west,2,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,7.2,,,2500 or more  or no clouds.,,,20.0,-9.9,No precipitation,12,,,,
11.02.2020 17:00,5.9,643.0,762.4,,32,Wind blowing from the west-southwest,4,,10,40%., ,,,-8.4,7.2,,,2500 or more  or no clouds.,,,30.0,-9.5,No precipitation,6,,,,
11.02.2020 14:00,6.7,643.0,762.1,-1.0,26,Wind blowing from the south-west,6,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,6.7,,,2500 or more  or no clouds.,,,29.0,-11.5,No precipitation,12,,,,
11.02.2020 11:00,1.1,644.0,764.2,,42,Wind blowing from the south-west,4,,7,50%., ,,,-8.4,4.7,,,2500 or more  or no clouds.,,,20.0,-10.4,No precipitation,6,,,,
11.02.2020 08:00,-8.2,643.9,765.8,0.3,59,Wind blowing from the east-southeast,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,4.7,,,2500 or more  or no clouds.,,,20.0,-14.8,No precipitation,12,,,,
11.02.2020 05:00,-5.8,643.6,763.5,,51,Wind blowing from the south-southwest,3,,7,, ,,,-9.3,4.7,,,,,,22.0,-14.3,No precipitation,6,,,,
11.02.2020 02:00,-5.6,644.2,764.0,,50,Wind blowing from the south-southwest,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,4.7,,,2500 or more  or no clouds.,,,22.0,-14.6,No precipitation,12,,,,
10.02.2020 20:00,-2.1,644.6,766.9,0.7,53,Wind blowing from the south,1,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,4.7,,,2500 or more  or no clouds.,,,23.0,-10.4,No precipitation,12,,,,
10.02.2020 17:00,3.9,643.9,764.0,,34,Wind blowing from the south-west,4,,,20–30%., ,,,-9.3,4.7,,,2500 or more  or no clouds.,,,30.0,-10.5,No precipitation,6,,,,
10.02.2020 14:00,4.2,644.2,763.9,-1.1,30,Wind blowing from the west-southwest,6,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,4.2,,,2500 or more  or no clouds.,,,30.0,-11.8,No precipitation,12,,,,
10.02.2020 11:00,-0.7,645.3,766.1,,41,Wind blowing from the south-west,4,,8,20–30%., ,,,-9.3,2.5,,,2500 or more  or no clouds.,,,24.0,-12.3,No precipitation,6,,,,
10.02.2020 08:00,-9.1,645.3,767.8,0.0,54,Wind blowing from the east,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,2.5,,,,,,30.0,-16.9,No precipitation,12,,,,
10.02.2020 05:00,-6.6,645.3,766.2,,48,Wind blowing from the south,3,,10,, ,,,-11.5,2.5,,,,,,30.0,-15.8,No precipitation,6,,,,
10.02.2020 02:00,-4.9,645.8,766.3,,44,Wind blowing from the south-west,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,2.5,,,2500 or more  or no clouds.,,,30.0,-15.3,No precipitation,12,,,,
09.02.2020 20:00,-2.7,646.8,769.9,-0.4,50,Wind blowing from the south-west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,2.5,,,,,,30.0,-11.9,No precipitation,12,,,,
09.02.2020 17:00,1.6,647.2,769.6,,43,Wind blowing from the south-west,4,,10,no clouds, ,,,-11.5,2.5,,,,,,30.0,-9.9,No precipitation,6,,,,
09.02.2020 14:00,2.0,648.4,770.0,-1.8,44,Wind blowing from the south-west,6,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,2.0,,,,,,30.0,-9.0,No precipitation,12,,,,
09.02.2020 11:00,-2.7,650.2,773.4,,52,Wind blowing from the south-southwest,3,,11,no clouds, ,,,-11.5,-0.4,,,,,,30.0,-11.4,No precipitation,6,,,,
09.02.2020 08:00,-10.3,650.5,775.4,-0.5,63,Wind blowing from the south-southeast,2,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-0.4,,,2500 or more  or no clouds.,,,30.0,-16.0,No precipitation,12,,,,
09.02.2020 05:00,-10.7,651.0,775.0,,64,Wind blowing from the south-southeast,2,,11,, ,,,-19.8,-0.4,,,,,,30.0,-16.2,No precipitation,6,,,,
09.02.2020 02:00,-7.5,651.6,774.6,,56,Wind blowing from the west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-0.4,,,2500 or more  or no clouds.,,,26.0,-14.8,No precipitation,12,,,,
08.02.2020 20:00,-6.6,652.2,779.4,0.4,53,Wind blowing from the south,2,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-0.4,,,2500 or more  or no clouds.,,,19.0,-14.8,No precipitation,12,,,,
08.02.2020 17:00,-2.2,651.8,778.0,,49,Wind blowing from the west-southwest,5,,10,no clouds, ,,,-19.8,-0.4,,,,,,27.0,-11.7,No precipitation,6,,,,
08.02.2020 14:00,-1.1,652.1,777.8,-1.3,40,Wind blowing from the west-southwest,5,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-1.1,,,2500 or more  or no clouds.,,,30.0,-13.0,No precipitation,12,,,,
08.02.2020 11:00,-7.7,653.4,780.6,,51,Wind blowing from the south-southeast,3,,6,20–30%., ,,,-19.8,-3.1,,,2500 or more  or no clouds.,,,30.0,-16.3,No precipitation,6,,,,
08.02.2020 08:00,-18.1,652.9,781.5,0.0,71,Wind blowing from the east-southeast,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-3.1,,,2500 or more  or no clouds.,,,30.0,-22.1,No precipitation,12,,,,
08.02.2020 05:00,-19.0,652.9,779.8,,71,Wind blowing from the south-east,2,,3,, ,,,-21.0,-3.1,,,,,,30.0,-22.9,No precipitation,6,,,,
08.02.2020 02:00,-18.0,653.5,780.3,,72,Wind blowing from the south-east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-3.1,,,2500 or more  or no clouds.,,,30.0,-21.8,No precipitation,12,,,,
07.02.2020 20:00,-11.1,652.7,781.9,,63,Wind blowing from the south-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-3.1,,,,,,30.0,-16.9,No precipitation,12,,,,
07.02.2020 17:00,-3.8,651.7,778.3,,48,Wind blowing from the south-east,2,,4,no clouds, ,,,-21.0,-2.6,,,,,,30.0,-13.2,No precipitation,6,,,,
07.02.2020 14:00,-4.3,651.6,777.7,-0.7,43,Wind blowing from the south-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-1.4,,,,,,30.0,-15.0,No precipitation,12,,,,
07.02.2020 11:00,-12.4,652.3,780.1,,54,Wind blowing from the south-east,1,,4,no clouds, ,,,-21.0,,,,,,,28.0,-19.8,No precipitation,6,,,,
07.02.2020 08:00,-20.6,651.4,779.8,0.5,73,Wind blowing from the south-southeast,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-1.4,,,2500 or more  or no clouds.,,,24.0,-24.2,No precipitation,12,,,,
07.02.2020 05:00,-18.6,650.9,777.0,,73,Wind blowing from the south-east,1,,6,, ,,,-21.5,-1.4,,,,,,30.0,-22.2,No precipitation,6,,,,
07.02.2020 02:00,-16.8,650.7,776.2,,70,Wind blowing from the south-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-1.4,,,2500 or more  or no clouds.,,,30.0,-21.0,No precipitation,12,,,,
06.02.2020 20:00,-9.0,649.7,777.7,1.3,63,Wind blowing from the south-east,1,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-1.4,,,2500 or more  or no clouds.,,,30.0,-14.9,No precipitation,12,,,,
06.02.2020 17:00,-2.6,648.4,773.9,,43,Wind blowing from the west,2,,7,50%., ,,,-21.5,-1.2,,,2500 or more  or no clouds.,,,30.0,-13.5,No precipitation,6,,,,
06.02.2020 14:00,-2.4,648.2,773.3,-1.2,41,Wind blowing from the south-southwest,3,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-0.4,,,2500 or more  or no clouds.,,,30.0,-13.9,No precipitation,12,,,,
06.02.2020 11:00,-12.4,649.4,776.6,,58,Wind blowing from the south-east,2,,6,60%., ,,,-21.5,,,,2500 or more  or no clouds.,,,14.0,-19.0,No precipitation,6,,,,
06.02.2020 08:00,-20.5,649.1,777.1,,76,Wind blowing from the east-southeast,1,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,,,,2500 or more  or no clouds.,,,12.0,-23.6,No precipitation,12,,,,
