Local time in Siping,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 11:00,-2.7,755.0,772.6,,54,Wind blowing from the west-southwest,2,,5,no clouds, ,,,-11.7,-0.2,,,,,,30.0,-10.9,No precipitation,6,,,,
19.02.2020 08:00,-8.1,754.3,772.0,1.4,90,Wind blowing from the south-west,2,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,,,,,,,4.4,-9.5,No precipitation,12,,,,
19.02.2020 05:00,-10.5,752.9,770.5,,89,Wind blowing from the south-southwest,1,,5,, ,,,-13.5,-0.2,,,,,,11.0,-12.0,No precipitation,6,,,,
19.02.2020 02:00,-8.1,752.5,769.9,,85,Wind blowing from the south-west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-0.2,,,2500 or more  or no clouds.,,,20.0,-10.2,No precipitation,12,,,,
18.02.2020 20:00,-7.2,751.8,769.6,0.5,77,Wind blowing from the south-southeast,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-0.2,,,,,,9.0,-10.6,No precipitation,12,,,,
18.02.2020 17:00,-2.2,751.3,769.0,,54,Wind blowing from the south-west,3,,10,no clouds, ,,,-15.7,-0.2,,,,,,30.0,-10.4,No precipitation,6,,,,
18.02.2020 14:00,-1.1,750.8,768.5,-1.0,46,Wind blowing from the south-west,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-0.9,,,,,,30.0,-11.4,No precipitation,12,,,,
18.02.2020 11:00,-4.6,751.8,769.6,,53,Wind blowing from the south-southwest,6,,,no clouds, ,,,-15.7,-4.5,,,,,,30.0,-12.9,No precipitation,6,,,,
18.02.2020 08:00,-9.7,752.0,769.9,0.2,64,Wind blowing from the south-southwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,-7.2,,,,,,20.0,-15.3,No precipitation,12,,,,
18.02.2020 05:00,-13.5,751.8,769.7,,69,Wind blowing from the south-southwest,2,,5,, ,,,-16.6,-7.2,,,,,,30.0,-18.1,No precipitation,6,,,,
18.02.2020 02:00,-15.6,752.0,770.0,,79,Wind blowing from the south-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-7.2,,,2500 or more  or no clouds.,,,30.0,-18.5,No precipitation,12,,,,
17.02.2020 20:00,-12.0,752.2,770.3,0.7,61,Wind blowing from the south-west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-7.2,,,,,,16.0,-18.1,No precipitation,12,,,,
17.02.2020 17:00,-8.2,751.5,769.5,,39,Wind blowing from the north-west,3,,8,no clouds, ,,,-16.6,-7.2,,,,,,30.0,-19.9,No precipitation,6,,,,
17.02.2020 14:00,-7.7,750.7,768.6,-0.5,37,Wind blowing from the north,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-6.9,,,,,,30.0,-20.1,No precipitation,12,,,,
17.02.2020 11:00,-11.2,751.2,769.2,,49,Wind blowing from the north-west,3,,7,no clouds, ,,,-16.6,-6.5,,,,,,30.0,-20.0,No precipitation,6,,,,
17.02.2020 08:00,-15.4,751.3,769.3,0.6,67,Wind blowing from the north,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.6,-6.5,,,,,,30.0,-20.2,No precipitation,12,,,,
17.02.2020 05:00,-15.9,750.7,768.7,,72,Wind blowing from the north-northwest,3,,11,, ,,,-15.9,-6.5,,,,,,30.0,-19.9,No precipitation,6,,,,
17.02.2020 02:00,-14.9,750.7,768.6,,66,Wind blowing from the north-northwest,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-6.5,,,2500 or more  or no clouds.,,,30.0,-19.9,No precipitation,12,,,,
16.02.2020 20:00,-11.5,751.0,768.9,1.0,57,Wind blowing from the north,4,,15,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-6.5,,,2500 or more  or no clouds.,,,30.0,-18.4,No precipitation,12,,,,
16.02.2020 17:00,-9.1,750.0,767.8,,43,Wind blowing from the north,7,,15,50%., ,,,-10.8,-5.4,,,2500 or more  or no clouds.,,,30.0,-19.6,No precipitation,6,,,,
16.02.2020 14:00,-7.1,748.4,766.0,-0.4,33,Wind blowing from the north,7,,15,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-4.7,,,2500 or more  or no clouds.,,,30.0,-20.6,No precipitation,12,,,,
16.02.2020 11:00,-7.9,748.8,766.4,,39,Wind blowing from the north,7,,13,90  or more  but not 100%, ,,,-10.8,-4.7,,,1500-2000,,,30.0,-19.4,No precipitation,6,,,,
16.02.2020 08:00,-10.1,748.3,765.9,0.8,58,Wind blowing from the north,5,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-4.7,,,1500-2000,,,30.0,-16.9,No precipitation,12,,,,
16.02.2020 05:00,-10.3,747.5,765.1,,62,Wind blowing from the north,6,,12,, ,,,-10.4,-4.7,,,,,,30.0,-16.3,No precipitation,6,,,,
16.02.2020 02:00,-8.9,748.9,766.5,,51,Wind blowing from the north-northeast,6,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-4.7,,,2500 or more  or no clouds.,,,30.0,-17.4,No precipitation,12,,,,
15.02.2020 20:00,-6.6,751.0,768.7,0.0,54,Wind blowing from the north,4,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-4.7,,,1500-2000,,,30.0,-14.5,No precipitation,12,,,,
15.02.2020 17:00,-5.4,751.0,768.7,,41,Wind blowing from the north-northeast,4,,10,100%., ,,,-10.4,-4.7,,,1500-2000,,,30.0,-16.8,No precipitation,6,,,,
15.02.2020 14:00,-5.9,752.4,770.1,-1.8,44,Wind blowing from the north-northeast,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-5.8,,,1000-1500,,,30.0,-16.4,No precipitation,12,,,,
15.02.2020 11:00,-7.7,754.2,772.0,,51,Wind blowing from the north-northeast,4,,8,100%., ,,,-10.4,-7.5,,,1500-2000,,,30.0,-16.2,No precipitation,6,,,,
15.02.2020 08:00,-9.9,755.5,773.4,0.1,57,Wind blowing from the north-northeast,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-7.8,,,1500-2000,,,30.0,-16.9,No precipitation,12,,,,
15.02.2020 05:00,-10.2,755.4,773.2,,59,Wind blowing from the north-northeast,5,,,, ,,,-10.3,-7.0,,,,,,30.0,-16.8,No precipitation,6,,,,
15.02.2020 02:00,-9.3,757.4,775.3,,65,Wind blowing from the north-northeast,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,-6.1,,,2500 or more  or no clouds.,,,30.0,-14.8,0.4,12,,,,
14.02.2020 20:00,-8.4,757.6,775.5,0.5,62,Wind blowing from the north-northeast,5,,10,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,30.0,-14.5,0.4,12,,,,
14.02.2020 17:00,-8.3,757.1,775.0,,63,Wind blowing from the north-northeast,4,,10,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,,,,1000-1500,,,30.0,-14.2,0.4,6,,,,
14.02.2020 14:00,-8.0,756.0,773.8,-1.0,60,Wind blowing from the north-northeast,5,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,,,,1500-2000,,,30.0,-14.5,No precipitation,12,,,,
14.02.2020 11:00,-8.1,757.0,774.7,,69,Wind blowing from the north,5,,10,100%., ,,,-8.6,,,,1000-1500,,,30.0,-12.9,No precipitation,6,,,,
14.02.2020 08:00,-8.2,755.5,773.1,1.2,80,Wind blowing from the north-northeast,4,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,5.7,,,1500-2000,,,30.0,-11.1,No precipitation,12,,,,
14.02.2020 05:00,-7.2,754.3,771.8,,81,Wind blowing from the north-northeast,4,,9,, ,,,-7.3,5.7,,,,,,30.0,-10.0,No precipitation,6,,,,
14.02.2020 02:00,-6.1,754.0,771.3,,82,Wind blowing from the north,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,5.7,,,2500 or more  or no clouds.,,,30.0,-8.7,No precipitation,12,,,,
13.02.2020 20:00,-2.9,749.9,767.0,3.6,99,Wind blowing from the north,4,,14,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,5.7,,,1500-2000,,,6.0,-3.1,No precipitation,12,,,,
13.02.2020 17:00,-0.1,746.3,763.3,,100,Wind blowing from the north-northwest,5,,14,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,6.1,,,1000-1500,,,2.4,-0.1,No precipitation,6,,,,
13.02.2020 14:00,3.0,743.5,760.3,0.8,97,Wind blowing from the west,4,,14,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,9.3,,,1000-1500,,,2.6,2.6,No precipitation,12,,,,
13.02.2020 11:00,5.5,742.7,759.5,,85,Wind blowing from the south-west,9,,14,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,6.0,3.2,No precipitation,6,,,,
13.02.2020 08:00,5.2,742.3,759.1,0.8,86,Wind blowing from the south-southwest,6,,12,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,9.3,,,1500-2000,,,5.0,3.0,No precipitation,12,,,,
13.02.2020 05:00,4.3,741.5,758.2,,83,Wind blowing from the south,3,,6,, ,,,-0.6,9.3,,,,,,11.0,1.7,No precipitation,6,,,,
13.02.2020 02:00,4.2,742.5,759.1,,83,Wind blowing from the south,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,9.3,,,2500 or more  or no clouds.,,,20.0,1.6,No precipitation,12,,,,
12.02.2020 20:00,0.4,743.2,760.0,0.0,96,Wind blowing from the south-east,1,,13,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,9.3,,,1500-2000,,,4.3,-0.1,No precipitation,12,,,,
12.02.2020 17:00,6.1,743.2,759.8,,81,Wind blowing from the west-northwest,2,,13,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,9.3,,,1500-2000,,,6.0,3.1,No precipitation,6,,,,
12.02.2020 14:00,9.0,742.9,759.5,,70,Wind blowing from the south-southwest,7,,16,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,9.0,,,1000-1500,,,16.0,3.8,No precipitation,12,,,,
12.02.2020 11:00,6.0,744.9,761.5,,81,Wind blowing from the south-southwest,7,,16,100%., ,,,4.3,7.7,,,1500-2000,,,18.0,3.0,No precipitation,6,,,,
12.02.2020 08:00,5.1,745.4,762.1,1.3,76,Wind blowing from the south-southwest,8,,16,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,13.0,1.2,No precipitation,12,,,,
12.02.2020 05:00,4.9,744.1,760.7,,70,Wind blowing from the south-southwest,8,,16,, ,,,,7.7,,,,,,19.0,-0.2,No precipitation,6,,,,
12.02.2020 02:00,5.2,744.5,761.2,,65,Wind blowing from the south,7,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.7,,,2500 or more  or no clouds.,,,17.0,-1.0,No precipitation,12,,,,
11.02.2020 20:00,5.4,744.5,761.3,0.5,67,Wind blowing from the south,8,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.7,,,,,,12.0,-0.3,No precipitation,12,,,,
11.02.2020 17:00,6.4,744.0,760.8,,62,Wind blowing from the south,7,,14,no clouds, ,,,-6.7,7.7,,,,,,12.0,-0.5,No precipitation,6,,,,
11.02.2020 14:00,6.9,744.7,761.5,-1.5,62,Wind blowing from the south-southwest,6,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,6.9,,,,,,10.0,0.0,No precipitation,12,,,,
11.02.2020 11:00,5.7,746.2,763.3,,62,Wind blowing from the south-southwest,7,,13,no clouds, ,,,-6.7,5.8,,,,,,9.0,-1.1,No precipitation,6,,,,
11.02.2020 08:00,2.3,746.5,763.5,-0.4,67,Wind blowing from the south,5,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.4,,,2500 or more  or no clouds.,,,12.0,-3.3,No precipitation,12,,,,
11.02.2020 05:00,0.3,746.9,763.9,,65,Wind blowing from the south,4,,6,, ,,,,4.4,,,,,,29.0,-5.6,No precipitation,6,,,,
11.02.2020 02:00,0.5,748.0,765.1,,60,Wind blowing from the south,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.4,,,2500 or more  or no clouds.,,,30.0,-6.5,No precipitation,12,,,,
10.02.2020 20:00,-1.8,748.5,766.0,-0.4,66,Wind blowing from the east-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,4.4,,,,,,29.0,-7.4,No precipitation,12,,,,
10.02.2020 17:00,1.0,748.9,766.4,,50,Calm  no wind,0,,,, ,,,-14.6,4.4,,,,,,11.0,-8.4,No precipitation,6,,,,
10.02.2020 14:00,2.7,749.1,766.6,-1.0,41,Wind blowing from the west-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,3.1,,,,,,30.0,-9.5,No precipitation,12,,,,
10.02.2020 11:00,0.6,750.1,767.6,,43,Wind blowing from the east-southeast,3,,,no clouds, ,,,,,,,,,,30.0,-10.8,,,,,,
10.02.2020 08:00,-9.7,750.1,767.9,0.7,86,Wind blowing from the east-northeast,1,,3,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,,,,2500 or more  or no clouds.,,,4.7,-11.6,No precipitation,12,,,,
10.02.2020 05:00,-13.1,749.4,767.1,,84,Calm  no wind,0,,,, ,,,-14.6,-0.6,,,,,,30.0,-15.3,No precipitation,6,,,,
10.02.2020 02:00,-13.1,749.2,766.9,,84,Wind blowing from the east,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-0.6,,,2500 or more  or no clouds.,,,17.0,-15.3,No precipitation,12,,,,
09.02.2020 20:00,-10.9,748.0,765.7,1.2,88,Wind blowing from the east,1,,14,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-0.6,,,,,,3.9,-12.5,No precipitation,12,,,,
09.02.2020 17:00,-3.7,746.8,764.3,,73,Wind blowing from the south-west,2,,14,no clouds, ,,,-18.9,-0.6,,,,,,11.0,-7.9,No precipitation,6,,,,
09.02.2020 14:00,-1.5,745.8,763.5,-1.0,67,Wind blowing from the south-west,7,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-1.5,,,2500 or more  or no clouds.,,,21.0,-6.9,No precipitation,12,,,,
09.02.2020 11:00,-4.2,746.8,764.6,,76,Wind blowing from the south-west,8,,14,90  or more  but not 100%, ,,,-18.9,-4.2,,,1500-2000,,,24.0,-7.9,No precipitation,6,,,,
09.02.2020 08:00,-9.1,748.3,766.2,-1.8,62,Wind blowing from the south,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-6.1,,,1500-2000,,,28.0,-15.2,No precipitation,12,,,,
09.02.2020 05:00,-11.2,750.1,767.9,,65,Wind blowing from the south,4,,6,, ,,,-19.0,-6.1,,,,,,27.0,-16.6,No precipitation,6,,,,
09.02.2020 02:00,-18.2,752.6,770.6,,76,Wind blowing from the south-southeast,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-6.1,,,2500 or more  or no clouds.,,,29.0,-21.4,No precipitation,12,,,,
08.02.2020 20:00,-16.0,756.1,774.5,-0.9,75,Wind blowing from the north,0,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-6.1,,,,,,5.0,-19.5,No precipitation,12,,,,
08.02.2020 17:00,-9.1,757.0,775.1,,50,Wind blowing from the north-east,1,,4,no clouds, ,,,-19.0,-6.1,,,,,,28.0,-17.8,No precipitation,6,,,,
08.02.2020 14:00,-6.5,757.2,775.3,-0.7,41,Wind blowing from the north-northeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-6.2,,,,,,30.0,-17.8,No precipitation,12,,,,
08.02.2020 11:00,-7.9,757.9,776.1,,47,Wind blowing from the north,2,,4,no clouds, ,,,-19.0,-7.6,,,,,,30.0,-17.4,No precipitation,6,,,,
08.02.2020 08:00,-18.1,757.6,776.0,1.4,78,Wind blowing from the north-east,0,,4,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,,,,2500 or more  or no clouds.,,,4.3,-21.0,No precipitation,12,,,,
08.02.2020 05:00,-16.6,756.2,774.4,,77,Calm  no wind,0,,,, ,,,-17.7,-8.5,,,,,,20.0,-19.7,No precipitation,6,,,,
08.02.2020 02:00,-17.0,755.8,773.9,,75,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-8.5,,,2500 or more  or no clouds.,,,17.0,-20.4,No precipitation,12,,,,
07.02.2020 20:00,-15.6,754.8,773.1,,74,Wind blowing from the south-east,2,,5,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-8.5,,,1500-2000,,,7.0,-19.2,No precipitation,12,,,,
07.02.2020 17:00,-10.0,754.2,772.1,,48,Wind blowing from the north-east,1,,5,70 – 80%., ,,,-18.2,-8.5,,,1500-2000,,,26.0,-19.1,No precipitation,6,,,,
07.02.2020 14:00,-8.7,754.0,771.9,-0.5,48,Wind blowing from the west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.2,-8.6,,,,,,30.0,-17.9,No precipitation,12,,,,
07.02.2020 11:00,-10.0,754.5,772.6,,53,Wind blowing from the south-west,2,,8,no clouds, ,,,-18.2,-9.5,,,,,,25.0,-17.9,No precipitation,6,,,,
07.02.2020 08:00,-14.8,754.1,772.5,0.7,81,Wind blowing from the west-southwest,2,,8,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.0,-9.5,,,2500 or more  or no clouds.,,,6.0,-17.4,No precipitation,12,,,,
07.02.2020 05:00,-10.7,753.4,771.5,,75,Wind blowing from the south-west,4,,8,, ,,,,-9.5,,,,,,29.0,-14.3,No precipitation,6,,,,
07.02.2020 02:00,-10.2,753.8,771.7,,76,Wind blowing from the south-southwest,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-10.2,,,2500 or more  or no clouds.,,,30.0,-13.7,No precipitation,12,,,,
06.02.2020 20:00,-18.1,755.1,773.9,0.0,67,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.8,-10.3,,,,,,4.7,-22.8,No precipitation,12,,,,
06.02.2020 17:00,-14.3,755.1,773.9,,56,Wind blowing from the south-west,2,,5,no clouds, ,,,-30.8,-10.3,,,,,,23.0,-21.3,No precipitation,6,,,,
06.02.2020 14:00,-11.3,756.9,775.6,-2.6,43,Wind blowing from the south-southwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.8,-11.2,,,,,,30.0,-21.6,No precipitation,12,,,,
06.02.2020 11:00,-15.3,759.5,778.4,,51,Wind blowing from the south-west,3,,5,, ,,,-30.8,-15.2,,,,,,29.0,-23.3,No precipitation,6,,,,
06.02.2020 08:00,-26.0,761.2,780.5,-0.5,78,Wind blowing from the east-southeast,0,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.8,,,,,,,4.6,-28.7,No precipitation,12,,,,
06.02.2020 05:00,-30.1,761.7,780.8,,76,Wind blowing from the south-east,1,,2,, ,,,-31.2,-16.8,,,,,,30.0,-32.9,No precipitation,6,,,,
06.02.2020 02:00,-29.2,762.4,781.4,,77,Calm  no wind,0,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.2,-16.8,,,2500 or more  or no clouds.,,,3.5,-32.0,No precipitation,12,,,,
05.02.2020 20:00,-26.7,762.9,782.3,1.0,73,Wind blowing from the south-east,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.2,-16.8,,,,,,5.0,-30.1,No precipitation,12,,,,
05.02.2020 17:00,-18.5,761.9,781.0,,53,Wind blowing from the west-northwest,1,,5,no clouds, ,,,-31.2,-16.7,,,,,,30.0,-25.8,No precipitation,6,,,,
05.02.2020 14:00,-16.9,761.4,780.4,-0.1,51,Wind blowing from the west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.2,-14.8,,,,,,29.0,-24.8,No precipitation,12,,,,
05.02.2020 11:00,-20.1,761.5,780.7,,57,Wind blowing from the south-southwest,2,,3,no clouds, ,,,-31.2,-14.8,,,,,,23.0,-26.5,No precipitation,6,,,,
05.02.2020 08:00,-27.9,760.8,780.1,1.3,75,Wind blowing from the south-east,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.2,,,,,,,8.0,-31.0,No precipitation,12,,,,
05.02.2020 05:00,-29.2,759.5,778.5,,74,Wind blowing from the south-east,1,,3,, ,,,-30.2,-14.8,,,,,,30.0,-32.3,No precipitation,6,,,,
05.02.2020 02:00,-29.3,758.8,777.7,,76,Wind blowing from the south,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.9,-14.1,,,2500 or more  or no clouds.,,,30.0,-32.2,No precipitation,12,,,,
04.02.2020 20:00,-25.1,757.3,776.1,0.8,71,Wind blowing from the south-east,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-12.2,,,,,,7.0,-28.9,No precipitation,12,,,,
04.02.2020 17:00,-16.7,756.5,775.0,,47,Wind blowing from the west-northwest,2,,11,no clouds, ,,,-23.0,-12.2,,,,,,30.0,-25.5,No precipitation,6,,,,
04.02.2020 14:00,-15.1,755.7,774.0,-0.3,44,Wind blowing from the west,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.0,-9.9,,,,,,30.0,-24.8,No precipitation,12,,,,
04.02.2020 11:00,-15.9,756.0,774.4,,45,Wind blowing from the west,6,,10,no clouds, ,,,-23.0,-9.9,,,,,,30.0,-25.3,No precipitation,6,,,,
