Local time in Fujin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 23:00,-11.3,763.3,769.9,,66,Wind blowing from the north-northwest,3,,,, ,,,-13.9,-3.5,,,,,,18.0,-16.4,No precipitation,6,,,,
19.02.2020 20:00,-11.7,761.8,768.6,0.6,80,Wind blowing from the south,2,,10,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-3.5,,,2500 or more  or no clouds.,,,6.0,-14.5,No precipitation,12,,,,
19.02.2020 17:00,-5.8,761.2,767.8,,66,Wind blowing from the west-southwest,2,,,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-3.5,,,2500 or more  or no clouds.,,,4.7,-11.3,No precipitation,6,,,,
19.02.2020 14:00,-3.7,760.4,767.0,-0.2,58,Wind blowing from the west,5,,10,40%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-3.7,,,600-1000,,,26.0,-10.8,No precipitation,12,,,,
19.02.2020 11:00,-5.9,760.6,767.2,,68,Wind blowing from the west,6,,,40%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-5.6,,,2500 or more  or no clouds.,,,14.0,-11.0,No precipitation,6,,,,
19.02.2020 08:00,-10.0,760.3,767.0,1.0,78,Wind blowing from the west,6,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-5.6,,,2500 or more  or no clouds.,,,5.0,-13.1,Trace of precipitation,12,,,,
19.02.2020 05:00,-13.7,759.3,766.0,,82,Wind blowing from the west-northwest,3,,,, ,,,-17.7,-5.6,,,,,,12.0,-16.1,No precipitation,6,,,,
19.02.2020 02:00,-10.6,758.4,765.0,0.6,78,Wind blowing from the west,4,,7,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-5.6,,,2500 or more  or no clouds.,,,11.0,-13.7,No precipitation,12,,,,
18.02.2020 23:00,-10.1,757.8,764.5,,68,Wind blowing from the west,4,,,, ,,,-17.7,-5.6,,,,,,16.0,-14.9,No precipitation,6,,,,
18.02.2020 20:00,-12.7,757.3,764.1,0.6,70,Wind blowing from the south,2,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-5.6,,,2500 or more  or no clouds.,,,11.0,-17.0,No precipitation,12,,,,
18.02.2020 17:00,-8.9,756.7,763.3,,63,Wind blowing from the south,1,,,60%., ,,,-17.7,-5.6,,,2500 or more  or no clouds.,,,13.0,-14.7,No precipitation,6,,,,
18.02.2020 14:00,-6.4,755.8,762.5,-0.9,51,Wind blowing from the west,4,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-5.6,,,2500 or more  or no clouds.,,,20.0,-14.9,No precipitation,12,,,,
18.02.2020 11:00,-9.3,756.7,763.4,,59,Wind blowing from the west,4,,,20–30%., ,,,-17.7,-5.6,,,2500 or more  or no clouds.,,,23.0,-16.0,No precipitation,6,,,,
18.02.2020 08:00,-14.6,757.2,763.9,0.8,63,Wind blowing from the west-southwest,3,,6,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,,,,2500 or more  or no clouds.,,,4.1,-20.1,No precipitation,12,,,,
18.02.2020 05:00,-15.8,756.4,763.1,,62,Wind blowing from the west-southwest,3,,,, ,,,-16.8,-5.6,,,,,,30.0,-21.4,No precipitation,6,,,,
18.02.2020 02:00,-15.8,755.8,762.4,0.5,67,Wind blowing from the west,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-5.6,,,2500 or more  or no clouds.,,,30.0,-20.5,No precipitation,12,,,,
17.02.2020 23:00,-14.5,755.3,762.0,,65,Wind blowing from the north-west,4,,,, ,,,-16.8,-5.6,,,,,,30.0,-19.6,No precipitation,6,,,,
17.02.2020 20:00,-12.6,755.2,761.9,0.6,56,Wind blowing from the north-west,4,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-5.6,,,2500 or more  or no clouds.,,,30.0,-19.6,No precipitation,12,,,,
17.02.2020 17:00,-8.4,754.6,761.2,,56,Wind blowing from the west-northwest,3,,,40%., ,,,-16.8,-5.6,,,2500 or more  or no clouds.,,,10.0,-15.6,No precipitation,6,,,,
17.02.2020 14:00,-5.8,753.9,760.5,-1.3,44,Wind blowing from the north,6,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.8,-5.7,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,12,,,,
17.02.2020 11:00,-9.6,755.2,761.8,,52,Wind blowing from the north,5,,,40%., ,,,-16.8,-9.6,,,2500 or more  or no clouds.,,,25.0,-17.8,No precipitation,6,,,,
17.02.2020 08:00,-15.1,756.5,763.3,-0.8,60,Wind blowing from the north-northwest,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,15.0,-21.1,No precipitation,12,,,,
17.02.2020 05:00,-15.2,757.3,764.1,,61,Wind blowing from the north,5,,,, ,,,,-10.0,,,,,,30.0,-21.0,No precipitation,6,,,,
17.02.2020 02:00,-14.5,757.8,764.5,-1.4,61,Wind blowing from the north,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-10.0,,,2500 or more  or no clouds.,,,30.0,-20.4,No precipitation,12,,,,
16.02.2020 23:00,-14.8,759.2,766.0,,61,Wind blowing from the north,3,,,, ,,,-22.3,-10.0,,,,,,30.0,-20.8,No precipitation,6,,,,
16.02.2020 20:00,-14.2,760.9,767.7,-0.3,62,Wind blowing from the north,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-10.0,,,,,,16.0,-19.9,No precipitation,12,,,,
16.02.2020 17:00,-12.3,761.2,768.1,,60,Wind blowing from the north,2,,,40%., ,,,-22.3,-10.0,,,2500 or more  or no clouds.,,,6.0,-18.5,No precipitation,6,,,,
16.02.2020 14:00,-10.3,761.2,768.0,-1.3,55,Wind blowing from the north-east,5,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-7.5,,,2500 or more  or no clouds.,,,16.0,-17.6,No precipitation,12,,,,
16.02.2020 11:00,-13.7,762.5,769.3,,61,Wind blowing from the north,4,,,40%., ,,,-22.3,-7.5,,,2500 or more  or no clouds.,,,17.0,-19.6,No precipitation,6,,,,
16.02.2020 08:00,-19.0,763.0,769.9,0.0,68,Wind blowing from the north,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-7.5,,,,,,7.0,-23.4,No precipitation,12,,,,
16.02.2020 05:00,-21.6,763.0,769.9,,73,Wind blowing from the north,2,,,, ,,,-21.8,-7.5,,,,,,18.0,-25.1,No precipitation,6,,,,
16.02.2020 02:00,-19.6,763.3,770.2,-0.7,69,Wind blowing from the north-west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.8,-7.5,,,2500 or more  or no clouds.,,,30.0,-23.8,No precipitation,12,,,,
15.02.2020 23:00,-16.2,764.0,770.8,,58,Wind blowing from the north-west,2,,,, ,,,-18.6,-7.5,,,,,,30.0,-22.6,No precipitation,6,,,,
15.02.2020 20:00,-13.3,763.5,770.3,0.0,47,Wind blowing from the north,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-7.5,,,,,,22.0,-22.2,No precipitation,12,,,,
15.02.2020 17:00,-10.9,763.5,770.3,,51,Wind blowing from the north-west,2,,,no clouds, ,,,-18.6,-7.5,,,,,,12.0,-19.1,No precipitation,6,,,,
15.02.2020 14:00,-7.6,763.5,770.2,-0.8,46,Wind blowing from the west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-7.6,,,,,,30.0,-17.2,No precipitation,12,,,,
15.02.2020 11:00,-10.0,764.3,771.1,,51,Wind blowing from the west,6,,,no clouds, ,,,-18.6,-10.0,,,,,,30.0,-18.2,No precipitation,6,,,,
15.02.2020 08:00,-15.9,765.4,772.3,0.0,60,Wind blowing from the west,6,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.6,-10.4,,,,,,24.0,-21.9,No precipitation,12,,,,
15.02.2020 05:00,-18.5,765.4,772.3,,65,Wind blowing from the west,3,,,, ,,,-18.6,-10.4,,,,,,30.0,-23.5,No precipitation,6,,,,
15.02.2020 02:00,-14.6,765.1,772.0,-0.5,56,Wind blowing from the west,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-10.4,,,2500 or more  or no clouds.,,,23.0,-21.6,No precipitation,12,,,,
14.02.2020 23:00,-16.8,765.6,772.4,,63,Wind blowing from the west,3,,,, ,,,-17.6,-10.4,,,,,,23.0,-22.2,No precipitation,6,,,,
14.02.2020 20:00,-14.4,765.3,772.1,0.9,51,Wind blowing from the west,4,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-7.3,,,,,,30.0,-22.3,No precipitation,12,,,,
14.02.2020 17:00,-11.8,764.4,771.2,,48,Wind blowing from the west,6,,,no clouds, ,,,-16.7,-5.4,,,,,,11.0,-20.8,No precipitation,6,,,,
14.02.2020 14:00,-10.5,764.2,770.9,0.2,41,Wind blowing from the west-northwest,9,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,,,,,,,30.0,-21.2,No precipitation,12,,,,
14.02.2020 11:00,-12.8,764.0,770.8,,48,Wind blowing from the west-northwest,7,,,no clouds, ,,,-16.7,,,,,,,30.0,-21.5,No precipitation,6,,,,
14.02.2020 08:00,-15.2,763.8,770.5,2.1,55,Wind blowing from the west-northwest,7,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-2.1,,,2500 or more  or no clouds.,,,30.0,-22.2,2.0,12,,,,
14.02.2020 05:00,-14.7,761.7,768.4,,59,Wind blowing from the north-west,6,,,, ,,,-14.8,-2.1,,,,,,30.0,-21.1,0.9,6,,,,
14.02.2020 02:00,-12.3,760.7,767.3,1.4,83,Wind blowing from the north-west,5,,9,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-2.1,,,2500 or more  or no clouds.,,,4.2,-14.6,2.0,12,,,,
13.02.2020 23:00,-10.5,759.3,765.9,,85,Wind blowing from the north-west,5,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-12.3,-2.1,,,,,,1.8,-12.5,0.8,6,,,,
13.02.2020 20:00,-7.2,758.1,764.7,1.1,65,Wind blowing from the north-west,5,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-2.1,,,2500 or more  or no clouds.,,,24.0,-12.7,No precipitation,12,,,,
13.02.2020 17:00,-5.4,757.0,763.6,,63,Wind blowing from the north-northwest,5,,,100%., ,,,-12.3,-2.1,,,2500 or more  or no clouds.,,,15.0,-11.5,No precipitation,6,,,,
13.02.2020 14:00,-2.2,756.3,762.9,-0.6,49,Wind blowing from the north,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-2.2,,,2500 or more  or no clouds.,,,18.0,-11.5,No precipitation,12,,,,
13.02.2020 11:00,-4.8,756.9,763.5,,61,Wind blowing from the north-west,5,,,60%., ,,,-12.3,-2.7,,,2500 or more  or no clouds.,,,12.0,-11.2,No precipitation,6,,,,
13.02.2020 08:00,-8.6,757.0,763.6,1.2,80,Wind blowing from the north-west,3,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,,,,,,,5.0,-11.4,No precipitation,12,,,,
13.02.2020 05:00,-9.9,755.8,762.4,,88,Wind blowing from the north-west,2,,,,Mist. ,,,-12.3,-2.7,,,,,,3.7,-11.5,No precipitation,6,,,,
13.02.2020 02:00,-11.3,755.4,762.0,1.1,90,Wind blowing from the north-northwest,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,-2.7,,,2500 or more  or no clouds.,,,3.2,-12.7,No precipitation,12,,,,
12.02.2020 23:00,-9.6,754.3,760.9,,89,Wind blowing from the north-northwest,3,,,,Mist. ,,,-10.6,-2.7,,,,,,2.6,-11.1,No precipitation,6,,,,
12.02.2020 20:00,-10.0,753.5,760.1,0.5,88,Wind blowing from the south,1,,5,40%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-2.7,,,2500 or more  or no clouds.,,,0.8,-11.7,No precipitation,12,,,,
12.02.2020 17:00,-5.5,753.0,759.5,,79,Wind blowing from the west-southwest,1,,,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-2.7,,,2500 or more  or no clouds.,,,1.7,-8.6,No precipitation,6,,,,
12.02.2020 14:00,-3.2,751.6,758.2,0.7,72,Wind blowing from the north,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-3.2,,,2500 or more  or no clouds.,,,8.0,-7.5,No precipitation,12,,,,
12.02.2020 11:00,-5.8,750.9,757.4,,77,Wind blowing from the west-northwest,3,,,100%., ,,,-10.8,-5.8,,,2500 or more  or no clouds.,,,10.0,-9.2,No precipitation,6,,,,
12.02.2020 08:00,-6.9,750.6,757.1,0.2,83,Wind blowing from the west,1,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-6.8,,,2500 or more  or no clouds.,,,6.0,-9.3,No precipitation,12,,,,
12.02.2020 05:00,-9.2,750.4,757.0,,84,Wind blowing from the east-southeast,1,,,, ,,,,-6.8,,,,,,13.0,-11.4,No precipitation,6,,,,
12.02.2020 02:00,-9.2,751.2,757.7,-0.7,82,Wind blowing from the east-southeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-6.8,,,2500 or more  or no clouds.,,,16.0,-11.7,No precipitation,12,,,,
11.02.2020 23:00,-9.4,751.9,758.5,,80,Wind blowing from the south-east,4,,,, ,,,,-6.8,,,,,,21.0,-12.2,No precipitation,6,,,,
11.02.2020 20:00,-10.4,753.2,759.9,-1.6,75,Wind blowing from the south-east,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-6.8,,,,,,24.0,-14.1,No precipitation,12,,,,
11.02.2020 17:00,-10.0,754.8,761.5,,71,Wind blowing from the south-east,5,,,50%., ,,,-19.1,-6.8,,,2500 or more  or no clouds.,,,25.0,-14.4,No precipitation,6,,,,
11.02.2020 14:00,-7.3,756.4,763.2,-2.4,66,Wind blowing from the south-east,5,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-6.8,,,2500 or more  or no clouds.,,,26.0,-12.6,No precipitation,12,,,,
11.02.2020 11:00,-9.3,758.8,765.5,,68,Wind blowing from the south-east,6,,,no clouds, ,,,-19.1,-9.1,,,,,,23.0,-14.1,No precipitation,6,,,,
11.02.2020 08:00,-15.1,760.0,766.9,-0.6,71,Wind blowing from the south-east,4,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.9,-11.7,,,,,,11.0,-19.2,No precipitation,12,,,,
11.02.2020 05:00,-17.4,760.6,767.4,,76,Wind blowing from the south-east,3,,,, ,,,-22.5,-11.7,,,,,,19.0,-20.6,No precipitation,6,,,,
11.02.2020 02:00,-18.2,762.2,769.0,-0.7,65,Wind blowing from the south-east,3,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-11.7,,,2500 or more  or no clouds.,,,28.0,-23.2,No precipitation,12,,,,
10.02.2020 23:00,-18.1,762.9,769.7,,62,Wind blowing from the east-southeast,3,,,, ,,,-22.5,-11.7,,,,,,30.0,-23.6,No precipitation,6,,,,
10.02.2020 20:00,-18.5,763.0,770.0,-0.1,62,Wind blowing from the south-east,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-11.7,,,,,,22.0,-24.0,No precipitation,12,,,,
10.02.2020 17:00,-15.5,763.1,770.0,,55,Wind blowing from the south-east,3,,,no clouds, ,,,-22.5,-11.7,,,,,,13.0,-22.5,No precipitation,6,,,,
10.02.2020 14:00,-11.8,762.8,769.6,-0.3,48,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-11.8,,,,,,30.0,-20.8,No precipitation,12,,,,
10.02.2020 11:00,-13.5,763.1,769.9,,50,Wind blowing from the south,2,,,no clouds, ,,,-22.5,-12.3,,,,,,22.0,-21.9,No precipitation,6,,,,
10.02.2020 08:00,-20.9,762.7,769.6,1.3,71,Wind blowing from the north-northwest,2,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,-12.3,,,,,,4.9,-24.8,No precipitation,12,,,,
10.02.2020 05:00,-21.1,761.4,768.3,,65,Wind blowing from the south,1,,,, ,,,-23.7,-12.3,,,,,,19.0,-25.9,No precipitation,6,,,,
10.02.2020 02:00,-19.0,760.7,767.5,0.2,61,Wind blowing from the north-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-12.3,,,2500 or more  or no clouds.,,,29.0,-24.6,No precipitation,12,,,,
09.02.2020 23:00,-16.3,760.5,767.3,,60,Wind blowing from the east-northeast,3,,,, ,,,,-12.3,,,,,,30.0,-22.3,No precipitation,6,,,,
09.02.2020 20:00,-14.8,760.1,767.0,0.5,61,Wind blowing from the east-northeast,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-12.3,,,2500 or more  or no clouds.,,,18.0,-20.8,No precipitation,12,,,,
09.02.2020 17:00,-14.4,759.6,766.5,,64,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,-25.0,-12.3,,,2500 or more  or no clouds.,,,17.0,-19.7,No precipitation,6,,,,
09.02.2020 14:00,-12.7,759.3,766.2,-1.6,59,Wind blowing from the east-southeast,4,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-12.6,,,2500 or more  or no clouds.,,,21.0,-19.2,No precipitation,12,,,,
09.02.2020 11:00,-13.5,760.9,767.7,,58,Wind blowing from the east-southeast,3,,,90  or more  but not 100%, ,,,-25.0,-13.5,,,2500 or more  or no clouds.,,,13.0,-20.0,No precipitation,6,,,,
09.02.2020 08:00,-20.3,762.1,769.0,0.0,72,Wind blowing from the south-east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.0,-13.5,,,2500 or more  or no clouds.,,,7.0,-24.0,No precipitation,12,,,,
09.02.2020 05:00,-23.7,762.1,769.1,,77,Wind blowing from the east-southeast,2,,,, ,,,-25.0,-13.5,,,,,,14.0,-26.6,No precipitation,6,,,,
09.02.2020 02:00,-24.2,762.7,769.7,-0.9,75,Wind blowing from the south-east,1,,9,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.4,-13.5,,,2500 or more  or no clouds.,,,2.0,-27.4,No precipitation,12,,,,
08.02.2020 23:00,-17.5,763.6,770.5,,53,Wind blowing from the west-southwest,3,,,, ,,,,-13.5,,,,,,26.0,-24.8,No precipitation,6,,,,
08.02.2020 20:00,-16.8,764.2,771.2,0.0,49,Wind blowing from the west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-13.5,,,,,,7.0,-25.0,No precipitation,12,,,,
08.02.2020 17:00,-16.0,764.2,771.1,,52,Wind blowing from the west,3,,,no clouds, ,,,-23.4,-13.5,,,,,,8.0,-23.6,No precipitation,6,,,,
08.02.2020 14:00,-13.9,764.2,771.1,-0.4,49,Wind blowing from the west-northwest,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-12.9,,,,,,30.0,-22.3,No precipitation,12,,,,
08.02.2020 11:00,-16.3,764.6,771.5,,53,Wind blowing from the west-northwest,5,,,no clouds, ,,,-23.4,-12.9,,,,,,30.0,-23.7,No precipitation,6,,,,
08.02.2020 08:00,-21.3,764.7,771.7,0.9,63,Wind blowing from the west,2,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.4,-12.9,,,,,,6.0,-26.5,No precipitation,12,,,,
08.02.2020 05:00,-23.0,763.8,770.8,,65,Wind blowing from the west-northwest,2,,,, ,,,-23.0,-12.9,,,,,,30.0,-27.8,No precipitation,6,,,,
08.02.2020 02:00,-21.7,763.3,770.2,0.8,63,Wind blowing from the west-northwest,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-12.9,,,2500 or more  or no clouds.,,,30.0,-26.9,No precipitation,12,,,,
07.02.2020 23:00,-20.2,762.5,769.4,,58,Wind blowing from the west-northwest,3,,,, ,,,-20.2,-12.9,,,,,,30.0,-26.3,No precipitation,6,,,,
07.02.2020 20:00,-16.6,762.4,769.3,0.9,49,Wind blowing from the north-west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-12.9,,,,,,23.0,-24.8,No precipitation,12,,,,
07.02.2020 17:00,-14.7,761.5,768.4,,54,Wind blowing from the west,2,,,no clouds, ,,,-20.2,-12.9,,,,,,9.0,-22.0,No precipitation,6,,,,
07.02.2020 14:00,-13.0,761.1,767.8,-0.3,51,Wind blowing from the west-northwest,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-12.5,,,,,,26.0,-21.0,No precipitation,12,,,,
07.02.2020 11:00,-14.8,761.4,768.2,,60,Wind blowing from the west,5,,,no clouds, ,,,-20.2,-12.5,,,,,,18.0,-21.0,No precipitation,6,,,,
07.02.2020 08:00,-19.6,761.5,768.4,0.6,67,Wind blowing from the west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-12.5,,,,,,19.0,-24.2,No precipitation,12,,,,
07.02.2020 05:00,-18.7,760.9,767.7,,66,Wind blowing from the west,4,,,, ,,,-21.1,-12.5,,,,,,23.0,-23.6,No precipitation,6,,,,
07.02.2020 02:00,-14.6,760.7,767.5,-0.9,59,Wind blowing from the west,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-12.5,,,2500 or more  or no clouds.,,,29.0,-21.0,No precipitation,12,,,,
06.02.2020 23:00,-15.0,761.6,768.4,,57,Wind blowing from the south-west,5,,,, ,,,,-12.5,,,,,,25.0,-21.6,No precipitation,6,,,,
06.02.2020 20:00,-14.7,762.8,769.7,-0.2,58,Wind blowing from the south-west,4,,14,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-12.5,,,2500 or more  or no clouds.,,,17.0,-21.3,No precipitation,12,,,,
06.02.2020 17:00,-13.4,763.0,769.9,,52,Wind blowing from the south-west,4,,,40%., ,,,-21.1,-12.5,,,2500 or more  or no clouds.,,,14.0,-21.2,No precipitation,6,,,,
06.02.2020 14:00,-13.0,763.9,770.8,-1.7,51,Wind blowing from the west-southwest,7,,14,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-12.7,,,2500 or more  or no clouds.,,,21.0,-21.0,No precipitation,12,,,,
