Local time in Anda,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.02.2020 20:00,-14.2,752.5,767.6,,63,Wind blowing from the west-southwest,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-8.1,,,,,,10.0,-19.7,No precipitation,12,,,,
17.02.2020 17:00,-9.2,752.5,767.5,,46,Wind blowing from the west-northwest,2,,8,20–30%., ,,,-19.3,-8.1,,,2500 or more  or no clouds.,,,13.0,-18.7,No precipitation,6,,,,
17.02.2020 14:00,-9.2,752.4,767.4,-1.3,43,Wind blowing from the north-northwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-9.2,,,,,,30.0,-19.5,No precipitation,12,,,,
17.02.2020 11:00,-13.2,753.7,768.8,,49,Wind blowing from the north-northwest,3,,9,no clouds, ,,,-19.3,-10.4,,,,,,30.0,-21.7,No precipitation,6,,,,
17.02.2020 08:00,-17.7,754.0,769.3,0.0,53,Wind blowing from the north,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.3,-10.4,,,,,,24.0,-25.0,No precipitation,12,,,,
17.02.2020 05:00,-18.9,754.0,769.3,,58,Wind blowing from the north,5,,11,, ,,,-19.1,-10.4,,,,,,30.0,-25.1,No precipitation,6,,,,
17.02.2020 02:00,-18.3,754.0,769.2,,58,Wind blowing from the north-northwest,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-10.4,,,2500 or more  or no clouds.,,,30.0,-24.5,No precipitation,12,,,,
16.02.2020 20:00,-14.8,754.9,770.1,-0.1,58,Wind blowing from the north-northwest,5,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-10.4,,,2500 or more  or no clouds.,,,30.0,-21.2,No precipitation,12,,,,
16.02.2020 17:00,-12.8,755.0,770.2,,53,Wind blowing from the north,4,,12,70 – 80%., ,,,-18.3,-9.5,,,2500 or more  or no clouds.,,,25.0,-20.4,No precipitation,6,,,,
16.02.2020 14:00,-10.7,754.3,769.3,-1.3,45,Wind blowing from the north,5,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-7.2,,,2500 or more  or no clouds.,,,30.0,-20.3,No precipitation,12,,,,
16.02.2020 11:00,-11.6,755.6,770.6,,48,Wind blowing from the north,5,,8,no clouds, ,,,-18.3,-7.2,,,,,,30.0,-20.4,No precipitation,6,,,,
16.02.2020 08:00,-16.0,756.5,771.7,0.4,57,Wind blowing from the north,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.0,-7.2,,,,,,22.0,-22.6,No precipitation,12,,,,
16.02.2020 05:00,-17.5,756.1,771.2,,62,Wind blowing from the north,4,,9,, ,,,-22.6,-7.2,,,,,,30.0,-23.0,No precipitation,6,,,,
16.02.2020 02:00,-15.4,756.5,771.5,,59,Wind blowing from the north-northeast,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-7.2,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,12,,,,
15.02.2020 20:00,-11.5,757.6,772.8,0.6,58,Wind blowing from the north-northwest,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-7.2,,,2500 or more  or no clouds.,,,23.0,-18.1,No precipitation,12,,,,
15.02.2020 17:00,-9.4,757.0,772.3,,46,Wind blowing from the north,4,,6,40%., ,,,-22.6,-7.2,,,2500 or more  or no clouds.,,,18.0,-18.9,No precipitation,6,,,,
15.02.2020 14:00,-7.7,758.3,773.5,-1.1,47,Wind blowing from the north,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-7.7,,,2500 or more  or no clouds.,,,16.0,-17.1,No precipitation,12,,,,
15.02.2020 11:00,-12.2,759.4,774.7,,56,Wind blowing from the north-east,3,,5,40%., ,,,-22.6,-9.4,,,2500 or more  or no clouds.,,,11.0,-19.2,No precipitation,6,,,,
15.02.2020 08:00,-19.0,760.1,775.6,0.1,82,Wind blowing from the south-southwest,1,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,,,,2500 or more  or no clouds.,,,1.2,-21.3,No precipitation,12,,,,
15.02.2020 05:00,-20.8,760.0,775.3,,77,Wind blowing from the south-west,1,,3,, ,,,-20.8,-9.4,,,,,,14.0,-23.8,No precipitation,6,,,,
15.02.2020 02:00,-19.4,761.4,776.7,,75,Wind blowing from the south-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-9.4,,,2500 or more  or no clouds.,,,11.0,-22.7,No precipitation,12,,,,
14.02.2020 20:00,-17.2,762.1,777.6,0.7,67,Wind blowing from the west-southwest,1,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-9.4,,,,,,3.5,-21.9,No precipitation,12,,,,
14.02.2020 17:00,-11.3,761.4,776.6,,46,Wind blowing from the north,1,,9,60%., ,,,-17.3,-8.8,,,2500 or more  or no clouds.,,,15.0,-20.6,No precipitation,6,,,,
14.02.2020 14:00,-9.7,761.3,776.5,-1.1,39,Wind blowing from the north-northwest,4,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-7.0,,,2500 or more  or no clouds.,,,30.0,-21.1,No precipitation,12,,,,
14.02.2020 11:00,-13.2,762.4,777.5,,49,Wind blowing from the north-northwest,3,,11,60%., ,,,-17.3,,,,2500 or more  or no clouds.,,,24.0,-21.7,No precipitation,6,,,,
14.02.2020 08:00,-16.8,761.5,776.7,1.3,53,Wind blowing from the north,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-6.6,,,,,,14.0,-24.1,No precipitation,12,,,,
14.02.2020 05:00,-15.9,760.2,775.3,,52,Wind blowing from the north,5,,13,, ,,,-15.9,-5.9,,,,,,30.0,-23.5,No precipitation,6,,,,
14.02.2020 02:00,-14.7,759.0,774.0,,58,Wind blowing from the north-northwest,4,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-5.0,,,2500 or more  or no clouds.,,,30.0,-21.3,0.3,12,,,,
13.02.2020 20:00,-10.4,754.2,769.0,2.9,78,Wind blowing from the north,7,,13,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.4,-5.0,,,600-1000,,,10.0,-13.5,0.3,12,,,,
13.02.2020 17:00,-8.8,751.3,765.9,,80,Wind blowing from the north,6,,13,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-4.8,,,600-1000,,,11.0,-11.6,Trace of precipitation,6,,,,
13.02.2020 14:00,-7.0,748.7,763.3,,78,Wind blowing from the north-northeast,6,,12,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,25.0,-10.3,Trace of precipitation,12,,,,
13.02.2020 11:00,-7.3,747.7,762.3,,84,Wind blowing from the north-northeast,6,,11,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,9.0,-9.5,Trace of precipitation,6,,,,
13.02.2020 08:00,-6.6,747.0,761.5,1.2,89,Wind blowing from the north-northeast,6,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,3.0,-8.1,Trace of precipitation,12,,,,
13.02.2020 05:00,-5.8,745.8,760.2,,90,Wind blowing from the north-east,4,,8,,Mist. ,,,,-2.6,,,,,,2.9,-7.2,No precipitation,6,,,,
13.02.2020 02:00,-6.3,746.5,760.9,,92,Wind blowing from the north-east,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,0.2,,,2500 or more  or no clouds.,,,2.4,-7.4,No precipitation,12,,,,
12.02.2020 20:00,-6.3,746.5,761.1,0.6,92,Wind blowing from the north-east,2,,4,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,1.6,,,2500 or more  or no clouds.,,,1.4,-7.4,No precipitation,12,,,,
12.02.2020 17:00,-4.7,745.9,760.3,,89,Wind blowing from the east,3,,4,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,1.6,,,2500 or more  or no clouds.,,,2.6,-6.2,No precipitation,6,,,,
12.02.2020 14:00,-2.8,746.0,760.3,-0.1,83,Wind blowing from the north-east,3,,7,70 – 80%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,1.6,,,2500 or more  or no clouds.,,,2.8,-5.3,No precipitation,12,,,,
12.02.2020 11:00,-6.4,746.1,760.3,,92,Wind blowing from the north-northeast,1,,9,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,-8.8,1.6,,,600-1000,,,0.3,-7.5,No precipitation,6,,,,
12.02.2020 08:00,-8.1,745.0,759.4,1.7,92,Wind blowing from the east,1,,9,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,1.6,,,600-1000,,,0.1,-9.2,Trace of precipitation,12,,,,
12.02.2020 05:00,-4.7,743.3,757.5,,82,Wind blowing from the west,2,,9,,Mist. ,,,,1.6,,,,,,3.5,-7.3,No precipitation,6,,,,
12.02.2020 02:00,0.3,741.5,755.6,,84,Wind blowing from the south-southwest,4,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.6,,,,,,4.4,-2.1,No precipitation,6,,,,
11.02.2020 20:00,0.9,741.4,755.6,-0.8,85,Wind blowing from the south,4,,12,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,0.9,,,600-1000,,,3.2,-1.3,No precipitation,12,,,,
11.02.2020 17:00,0.6,742.2,756.7,,84,Wind blowing from the south,3,,12,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,0.7,,,600-1000,,,3.0,-1.8,No precipitation,6,,,,
11.02.2020 14:00,-1.5,743.7,758.2,-1.7,85,Wind blowing from the south-southwest,5,,12,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-1.5,,,2500 or more  or no clouds.,,,2.6,-3.8,No precipitation,12,,,,
11.02.2020 11:00,-3.6,745.4,760.0,,84,Wind blowing from the south-southwest,5,,12,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-3.6,,,2500 or more  or no clouds.,,,2.4,-5.9,No precipitation,6,,,,
11.02.2020 08:00,-6.6,746.5,761.2,-1.1,80,Wind blowing from the south-southeast,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-6.6,,,2500 or more  or no clouds.,,,2.9,-9.5,No precipitation,12,,,,
11.02.2020 05:00,-14.3,747.6,762.4,,78,Wind blowing from the east,2,,,,Haze. ,,,,-8.8,,,,,,5.0,-17.4,No precipitation,6,,,,
11.02.2020 02:00,-14.8,749.6,764.5,,78,Wind blowing from the east,3,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-8.8,,,2500 or more  or no clouds.,,,4.3,-17.8,No precipitation,12,,,,
10.02.2020 20:00,-14.3,752.5,767.8,-0.2,80,Wind blowing from the east,2,,,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-8.8,,,2500 or more  or no clouds.,,,3.0,-17.1,No precipitation,12,,,,
10.02.2020 17:00,-11.3,752.7,767.9,,70,Wind blowing from the south-east,2,,5,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-8.8,,,2500 or more  or no clouds.,,,5.0,-15.7,No precipitation,6,,,,
10.02.2020 14:00,-9.2,753.5,768.6,-0.5,66,Wind blowing from the south-southeast,3,,5,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-8.1,,,2500 or more  or no clouds.,,,5.0,-14.4,No precipitation,12,,,,
10.02.2020 11:00,-12.2,754.0,769.1,,71,Wind blowing from the south-southeast,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-8.1,,,,,,3.1,-16.5,No precipitation,6,,,,
10.02.2020 08:00,-20.5,753.9,769.2,0.8,82,Wind blowing from the south,1,,7,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-8.1,,,2500 or more  or no clouds.,,,1.5,-22.8,No precipitation,12,,,,
10.02.2020 05:00,-21.2,753.1,768.3,,78,Wind blowing from the west-northwest,1,,9,,Haze. ,,,-21.2,-8.1,,,,,,3.1,-24.0,No precipitation,6,,,,
10.02.2020 02:00,-18.5,752.5,767.5,,81,Wind blowing from the north-west,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.5,-8.1,,,2500 or more  or no clouds.,,,4.2,-21.0,No precipitation,12,,,,
09.02.2020 20:00,-14.1,750.4,765.4,1.5,71,Wind blowing from the north,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-8.1,,,2500 or more  or no clouds.,,,8.0,-18.2,No precipitation,12,,,,
09.02.2020 17:00,-12.5,748.9,763.9,,71,Wind blowing from the north-northwest,4,,11,100%., ,,,-15.3,-8.1,,,2500 or more  or no clouds.,,,8.0,-16.7,No precipitation,6,,,,
09.02.2020 14:00,-8.3,746.5,761.2,-0.2,60,Wind blowing from the north-northwest,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-8.1,,,2500 or more  or no clouds.,,,10.0,-14.7,No precipitation,12,,,,
09.02.2020 11:00,-10.2,746.7,761.5,,67,Wind blowing from the south-southwest,3,,11,70 – 80%., ,,,-15.3,-10.1,,,2500 or more  or no clouds.,,,8.0,-15.2,No precipitation,6,,,,
09.02.2020 08:00,-12.5,747.4,762.3,,67,Wind blowing from the south,4,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-10.8,,,2500 or more  or no clouds.,,,8.0,-17.4,No precipitation,12,,,,
09.02.2020 05:00,-15.3,749.5,764.5,,66,Wind blowing from the south-southeast,3,,,, ,,,,-10.8,,,,,,14.0,-20.2,No precipitation,6,,,,
09.02.2020 02:00,-14.1,752.4,767.4,,60,Wind blowing from the south,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-10.8,,,2500 or more  or no clouds.,,,15.0,-20.2,No precipitation,12,,,,
08.02.2020 20:00,-15.2,756.8,772.3,-1.2,71,Wind blowing from the south,2,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-10.8,,,2500 or more  or no clouds.,,,11.0,-19.4,No precipitation,12,,,,
08.02.2020 17:00,-13.3,758.0,773.5,,65,Wind blowing from the south,2,,6,40%., ,,,-26.5,-10.8,,,2500 or more  or no clouds.,,,11.0,-18.5,No precipitation,6,,,,
08.02.2020 14:00,-11.3,759.0,774.4,-1.5,57,Wind blowing from the south-west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-11.2,,,,,,21.0,-18.3,No precipitation,12,,,,
08.02.2020 11:00,-15.2,760.5,775.9,,63,Wind blowing from the south-southwest,3,,4,no clouds, ,,,-26.5,-11.6,,,,,,11.0,-20.8,No precipitation,6,,,,
08.02.2020 08:00,-24.4,760.3,775.9,0.8,77,Wind blowing from the south,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-11.6,,,,,,0.8,-27.3,No precipitation,12,,,,
08.02.2020 05:00,-23.0,759.5,775.0,,75,Wind blowing from the north-west,1,,4,, ,,,-25.6,-11.6,,,,,,10.0,-26.2,No precipitation,6,,,,
08.02.2020 02:00,-23.1,758.9,774.3,,77,Wind blowing from the south-southwest,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.6,-11.6,,,2500 or more  or no clouds.,,,3.5,-26.0,No precipitation,12,,,,
07.02.2020 20:00,-15.0,757.3,772.7,,62,Wind blowing from the north-west,1,,6,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.6,-11.6,,,2500 or more  or no clouds.,,,4.2,-20.8,No precipitation,6,,,,
07.02.2020 17:00,-13.5,756.2,771.7,,55,Wind blowing from the west-southwest,2,,6,90  or more  but not 100%, ,,,-25.6,-11.6,,,2500 or more  or no clouds.,,,18.0,-20.6,No precipitation,6,,,,
07.02.2020 14:00,-12.2,755.6,770.9,-0.6,50,Wind blowing from the west-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.6,-11.8,,,,,,21.0,-20.7,No precipitation,12,,,,
07.02.2020 11:00,-15.0,756.2,771.5,,57,Wind blowing from the north-northwest,2,,5,50%., ,,,-25.6,-13.3,,,2500 or more  or no clouds.,,,11.0,-21.6,No precipitation,6,,,,
07.02.2020 08:00,-21.3,756.1,771.6,,81,Wind blowing from the north-northwest,1,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.6,-13.3,,,,,,1.9,-23.7,No precipitation,6,,,,
07.02.2020 05:00,-24.5,755.2,770.7,,78,Wind blowing from the south-southwest,1,,6,,Haze. ,,,-24.9,-13.3,,,,,,4.5,-27.2,No precipitation,6,,,,
07.02.2020 02:00,-22.1,755.1,770.4,,75,Wind blowing from the south-west,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-13.3,,,2500 or more  or no clouds.,,,7.0,-25.3,No precipitation,12,,,,
06.02.2020 20:00,-17.5,755.8,771.3,-0.3,65,Wind blowing from the south-southwest,3,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-13.3,,,2500 or more  or no clouds.,,,13.0,-22.5,No precipitation,12,,,,
06.02.2020 17:00,-15.3,756.1,771.6,,60,Wind blowing from the south-southwest,4,,11,70 – 80%., ,,,-24.9,-13.3,,,2500 or more  or no clouds.,,,14.0,-21.3,No precipitation,6,,,,
06.02.2020 14:00,-13.4,757.3,772.7,-2.6,52,Wind blowing from the south-southwest,6,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.9,-13.4,,,,,,24.0,-21.2,No precipitation,12,,,,
06.02.2020 11:00,-18.4,759.9,775.6,,59,Wind blowing from the south-southwest,4,,7,50%., ,,,-24.9,-16.4,,,2500 or more  or no clouds.,,,14.0,-24.4,No precipitation,6,,,,
06.02.2020 08:00,-23.8,761.5,777.4,-0.3,67,Wind blowing from the south-southwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.1,,,,,,,13.0,-28.2,No precipitation,12,,,,
06.02.2020 05:00,-24.6,761.8,777.6,,69,Wind blowing from the south-southwest,3,,5,, ,,,-27.2,-16.4,,,,,,30.0,-28.7,No precipitation,6,,,,
06.02.2020 02:00,-23.8,762.8,778.5,,69,Wind blowing from the south-southwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-16.4,,,2500 or more  or no clouds.,,,20.0,-27.9,No precipitation,12,,,,
05.02.2020 20:00,-22.5,763.4,779.3,0.5,68,Wind blowing from the south-southwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-16.4,,,,,,8.0,-26.8,No precipitation,12,,,,
05.02.2020 17:00,-19.0,762.9,778.7,,56,Wind blowing from the south-west,3,,7,no clouds, ,,,-27.2,-16.4,,,,,,21.0,-25.6,No precipitation,6,,,,
05.02.2020 14:00,-17.0,762.3,778.0,,55,Wind blowing from the west-southwest,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-17.0,,,,,,24.0,-23.9,No precipitation,12,,,,
05.02.2020 11:00,-18.6,762.4,778.1,,55,Wind blowing from the west-northwest,2,,5,no clouds, ,,,-27.2,-17.4,,,,,,24.0,-25.4,No precipitation,6,,,,
05.02.2020 08:00,-25.2,761.5,777.4,0.9,71,Wind blowing from the west,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-17.4,,,,,,2.6,-28.9,No precipitation,12,,,,
05.02.2020 05:00,-26.5,760.6,776.3,,69,Wind blowing from the west-southwest,2,,4,, ,,,-26.5,-17.4,,,,,,14.0,-30.5,No precipitation,6,,,,
05.02.2020 02:00,-25.8,759.9,775.6,,71,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-17.4,,,2500 or more  or no clouds.,,,16.0,-29.5,No precipitation,12,,,,
04.02.2020 20:00,-22.8,758.8,774.5,1.2,68,Wind blowing from the west-southwest,1,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-17.4,,,,,,5.0,-27.1,No precipitation,12,,,,
04.02.2020 17:00,-19.3,757.6,773.2,,57,Wind blowing from the west-northwest,3,,7,50%., ,,,-25.3,-17.2,,,600-1000,,,20.0,-25.7,No precipitation,6,,,,
04.02.2020 14:00,-17.9,756.4,771.8,0.6,58,Wind blowing from the north-west,3,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,-13.0,,,1500-2000,,,26.0,-24.2,No precipitation,12,,,,
04.02.2020 11:00,-18.8,755.8,771.4,,54,Wind blowing from the north-west,2,,8,no clouds, ,,,-25.3,-13.0,,,,,,29.0,-25.8,No precipitation,6,,,,
04.02.2020 08:00,-24.6,754.9,770.5,1.2,62,Wind blowing from the west-southwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.3,,,,,,,7.0,-29.8,No precipitation,12,,,,
04.02.2020 05:00,-21.5,753.7,769.0,,51,Wind blowing from the west-northwest,3,,8,, ,,,-24.6,-13.0,,,,,,30.0,-29.0,No precipitation,6,,,,
04.02.2020 02:00,-20.6,753.5,768.7,,78,Wind blowing from the west-northwest,1,,8,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.6,-13.0,,,2500 or more  or no clouds.,,,4.1,-23.4,No precipitation,12,,,,
03.02.2020 20:00,-22.0,753.6,769.2,0.2,76,Wind blowing from the south-southeast,1,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.6,-13.0,,,,,,1.8,-25.1,No precipitation,12,,,,
03.02.2020 17:00,-17.1,753.4,768.8,,60,Wind blowing from the south,1,,6,no clouds, ,,,-24.6,-13.0,,,,,,8.0,-23.0,No precipitation,6,,,,
03.02.2020 14:00,-13.3,752.3,767.5,-1.1,41,Wind blowing from the west-southwest,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.6,-9.8,,,,,,30.0,-23.8,No precipitation,12,,,,
03.02.2020 11:00,-17.7,753.4,768.7,,56,Wind blowing from the south-southwest,2,,5,no clouds, ,,,-24.6,-9.8,,,,,,18.0,-24.4,No precipitation,6,,,,
