Local time in Jiexiu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
17.02.2020 17:00,8.7,705.6,773.6,,12,Wind blowing from the west-northwest,6,,10,no clouds, ,,,-4.4,10.4,,,,,,10.0,-19.1,No precipitation,6,,,,
17.02.2020 14:00,8.8,706.6,774.6,-2.4,9,Wind blowing from the west-southwest,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,9.4,,,,,,10.0,-22.3,No precipitation,12,,,,
17.02.2020 11:00,3.8,709.0,777.7,,22,Wind blowing from the west-southwest,4,,7,no clouds, ,,,-4.4,4.4,,,,,,10.0,-15.9,No precipitation,6,,,,
17.02.2020 08:00,-3.1,708.5,777.9,0.7,46,Wind blowing from the south-west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,4.4,,,,,,7.0,-13.3,No precipitation,12,,,,
17.02.2020 05:00,-3.7,707.8,776.8,,46,Wind blowing from the south,3,,12,, ,,,-6.9,4.4,,,,,,20.0,-13.8,No precipitation,6,,,,
17.02.2020 02:00,-2.8,707.8,776.7,,38,Wind blowing from the south,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,4.4,,,2500 or more  or no clouds.,,,21.0,-15.4,No precipitation,12,,,,
16.02.2020 20:00,-0.2,706.8,776.5,1.5,33,Wind blowing from the north-west,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,4.4,,,,,,25.0,-14.8,No precipitation,12,,,,
16.02.2020 17:00,3.7,705.3,774.2,,21,Wind blowing from the west-northwest,7,,11,no clouds, ,,,-6.9,4.4,,,,,,9.0,-16.6,No precipitation,6,,,,
16.02.2020 14:00,3.2,705.4,774.3,-1.9,17,Wind blowing from the south,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,3.8,,,,,,10.0,-19.5,No precipitation,12,,,,
16.02.2020 11:00,-0.6,707.3,776.9,,19,Wind blowing from the west-southwest,3,,7,no clouds, ,,,-6.9,-0.2,,,,,,10.0,-21.3,No precipitation,6,,,,
16.02.2020 08:00,-6.4,707.3,777.5,0.4,36,Wind blowing from the south-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,-0.2,,,,,,9.0,-19.3,No precipitation,12,,,,
16.02.2020 05:00,-5.8,706.9,776.8,,35,Wind blowing from the west-southwest,2,,13,, ,,,-8.3,-0.2,,,,,,19.0,-19.1,No precipitation,6,,,,
16.02.2020 02:00,-5.0,707.6,777.4,,31,Wind blowing from the west,4,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,-0.2,,,2500 or more  or no clouds.,,,20.0,-19.8,No precipitation,12,,,,
15.02.2020 20:00,-3.7,708.1,778.6,0.6,28,Wind blowing from the west-northwest,3,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,0.3,,,,,,20.0,-19.5,No precipitation,12,,,,
15.02.2020 17:00,-1.5,707.5,777.5,,22,Wind blowing from the north-west,7,,16,no clouds, ,,,-8.3,2.4,,,,,,10.0,-20.4,No precipitation,6,,,,
15.02.2020 14:00,-1.7,708.1,778.0,-2.2,22,Wind blowing from the west-northwest,10,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,5.5,,,,,,10.0,-20.6,No precipitation,12,,,,
15.02.2020 11:00,-4.3,710.3,780.3,,30,Wind blowing from the west,4,,14,no clouds, ,,,-8.3,,,,,,,10.0,-19.6,No precipitation,6,,,,
15.02.2020 08:00,-8.1,710.4,780.6,1.3,43,Wind blowing from the west-southwest,5,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,5.7,,,,,,9.0,-18.7,No precipitation,12,,,,
15.02.2020 05:00,-7.5,709.1,778.8,,50,Wind blowing from the west-southwest,5,,14,, ,,,-7.5,5.7,,,,,,18.0,-16.3,No precipitation,6,,,,
15.02.2020 02:00,-4.9,709.4,778.6,,43,Wind blowing from the west,7,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,6.7,,,2500 or more  or no clouds.,,,20.0,-15.8,No precipitation,12,,,,
14.02.2020 20:00,0.3,705.9,774.4,,29,Wind blowing from the west,5,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,11.3,,,,,,25.0,-16.0,No precipitation,12,,,,
14.02.2020 17:00,2.4,703.0,770.8,,28,Wind blowing from the west,5,,14,90  or more  but not 100%, ,,,1.6,,,,,,,10.0,-14.2,No precipitation,6,,,,
14.02.2020 14:00,4.5,701.5,768.3,0.0,21,Wind blowing from the west-northwest,8,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,,,,2500 or more  or no clouds.,,,10.0,-15.9,No precipitation,12,,,,
14.02.2020 11:00,3.7,701.5,768.1,,21,Wind blowing from the west,5,,14,90  or more  but not 100%, ,,,1.6,,,,,,,10.0,-16.6,No precipitation,6,,,,
14.02.2020 08:00,1.7,700.2,766.9,2.1,25,Wind blowing from the west-southwest,5,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,16.2,,,2500 or more  or no clouds.,,,10.0,-16.2,No precipitation,12,,,,
14.02.2020 05:00,3.1,698.1,763.8,,28,Wind blowing from the west-southwest,6,,14,, ,,,-2.5,16.2,,,,,,25.0,-13.6,No precipitation,6,,,,
14.02.2020 02:00,6.7,696.7,761.9,,36,Wind blowing from the west,7,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,16.2,,,2500 or more  or no clouds.,,,25.0,-7.6,No precipitation,12,,,,
13.02.2020 20:00,9.2,691.5,757.8,1.8,48,Wind blowing from the south,3,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,16.2,,,2500 or more  or no clouds.,,,25.0,-1.4,No precipitation,12,,,,
13.02.2020 17:00,15.0,689.7,755.0,,33,Wind blowing from the east-northeast,1,,,50%., ,,,-2.5,16.8,,,2500 or more  or no clouds.,,,8.0,-1.1,No precipitation,6,,,,
13.02.2020 14:00,13.9,690.5,755.8,-3.0,36,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,17.7,,,,,,7.0,-1.2,No precipitation,12,,,,
13.02.2020 11:00,7.8,693.5,759.7,,48,Wind blowing from the north-northeast,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,,,,,,,5.0,-2.7,No precipitation,6,,,,
13.02.2020 08:00,-1.3,693.9,760.7,0.3,82,Wind blowing from the south-southwest,1,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,,,,,,,5.0,-4.0,No precipitation,12,,,,
13.02.2020 05:00,-0.7,693.6,759.1,,77,Wind blowing from the south,1,,6,, ,,,-3.8,17.7,,,,,,25.0,-4.3,No precipitation,6,,,,
13.02.2020 02:00,1.4,694.0,759.7,,65,Wind blowing from the south-southeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,17.7,,,2500 or more  or no clouds.,,,24.0,-4.6,No precipitation,12,,,,
12.02.2020 20:00,7.0,693.9,760.9,0.8,49,Wind blowing from the south,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,17.7,,,,,,25.0,-3.2,No precipitation,12,,,,
12.02.2020 17:00,16.8,693.1,758.8,,20,Wind blowing from the west-southwest,4,,6,no clouds, ,,,-3.8,17.7,,,,,,10.0,-6.2,No precipitation,6,,,,
12.02.2020 14:00,13.8,694.3,760.2,,27,Wind blowing from the east,2,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,14.0,,,,,,7.0,-4.8,No precipitation,12,,,,
12.02.2020 11:00,6.4,697.2,764.1,,41,Wind blowing from the north-northeast,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,14.0,,,,,,6.0,-6.1,No precipitation,6,,,,
12.02.2020 08:00,-2.8,697.3,764.8,0.6,78,Wind blowing from the south-east,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,14.0,,,,,,6.0,-6.2,No precipitation,12,,,,
12.02.2020 05:00,-2.5,696.7,763.2,,71,Wind blowing from the north-west,1,,4,, ,,,-4.9,14.0,,,,,,22.0,-7.1,No precipitation,6,,,,
12.02.2020 02:00,-0.7,697.1,763.5,,56,Wind blowing from the south-southwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,14.0,,,2500 or more  or no clouds.,,,24.0,-8.5,No precipitation,12,,,,
11.02.2020 20:00,6.4,696.7,764.3,1.0,33,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,14.0,,,,,,25.0,-9.0,No precipitation,12,,,,
11.02.2020 17:00,12.5,695.7,762.3,,27,Wind blowing from the north-northeast,2,,4,no clouds, ,,,-4.9,14.6,,,,,,8.0,-5.9,No precipitation,6,,,,
11.02.2020 14:00,12.5,696.7,763.1,-2.4,23,Wind blowing from the north-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,15.4,,,,,,8.0,-8.0,No precipitation,12,,,,
11.02.2020 11:00,5.3,699.1,766.3,,40,Wind blowing from the north-northeast,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,,,,,,,6.0,-7.5,No precipitation,6,,,,
11.02.2020 08:00,-4.6,698.8,766.6,0.6,83,Wind blowing from the south-southeast,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,,,,,,,6.0,-7.1,No precipitation,12,,,,
11.02.2020 05:00,-3.8,698.2,764.8,,79,Wind blowing from the west-northwest,2,,4,, ,,,-5.7,15.4,,,,,,20.0,-7.0,No precipitation,6,,,,
11.02.2020 02:00,-1.5,698.5,765.1,,65,Wind blowing from the west-northwest,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,15.4,,,2500 or more  or no clouds.,,,22.0,-7.3,No precipitation,12,,,,
10.02.2020 20:00,6.7,697.9,765.5,0.9,31,Wind blowing from the south-southwest,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,15.4,,,,,,25.0,-9.2,No precipitation,12,,,,
10.02.2020 17:00,14.7,697.0,763.4,,17,Wind blowing from the north-northwest,1,,3,no clouds, ,,,-5.7,15.4,,,,,,9.0,-10.0,No precipitation,6,,,,
10.02.2020 14:00,12.1,698.0,764.5,-2.9,22,Wind blowing from the east-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,12.7,,,,,,7.0,-8.9,No precipitation,12,,,,
10.02.2020 11:00,4.2,700.9,768.2,,44,Wind blowing from the north-northwest,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,12.7,,,,,,6.0,-7.2,No precipitation,6,,,,
10.02.2020 08:00,-3.9,700.8,768.8,0.3,72,Wind blowing from the south-southeast,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,12.7,,,2500 or more  or no clouds.,,,6.0,-8.3,No precipitation,12,,,,
10.02.2020 05:00,-3.8,700.5,767.8,,82,Wind blowing from the east-southeast,1,,10,, ,,,-4.3,12.7,,,,,,20.0,-6.5,No precipitation,6,,,,
10.02.2020 02:00,-0.8,701.3,768.2,,66,Wind blowing from the west,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,12.7,,,2500 or more  or no clouds.,,,24.0,-6.5,No precipitation,12,,,,
09.02.2020 20:00,5.7,702.2,769.8,0.6,43,Wind blowing from the west-southwest,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,12.7,,,,,,25.0,-6.1,No precipitation,12,,,,
09.02.2020 17:00,11.2,701.6,768.6,,23,Wind blowing from the west-southwest,6,,11,no clouds, ,,,-1.2,12.7,,,,,,9.0,-9.1,No precipitation,6,,,,
09.02.2020 14:00,11.5,702.8,769.8,-2.8,18,Wind blowing from the west-southwest,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,12.1,,,,,,10.0,-12.0,No precipitation,12,,,,
09.02.2020 11:00,8.4,705.6,773.0,,27,Wind blowing from the west-southwest,6,,9,no clouds, ,,,-1.2,9.5,,,,,,8.0,-9.5,No precipitation,6,,,,
09.02.2020 08:00,0.4,705.7,774.1,-0.4,63,Wind blowing from the west-southwest,4,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,,,,,,,6.0,-5.9,No precipitation,12,,,,
09.02.2020 05:00,-0.6,706.1,773.8,,74,Wind blowing from the west-southwest,3,,9,, ,,,-1.8,9.5,,,,,,24.0,-4.7,No precipitation,6,,,,
09.02.2020 02:00,0.1,706.9,774.7,,68,Wind blowing from the west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,9.5,,,2500 or more  or no clouds.,,,25.0,-5.2,No precipitation,12,,,,
08.02.2020 20:00,2.7,707.0,775.6,1.3,70,Wind blowing from the south-west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,9.5,,,,,,25.0,-2.3,No precipitation,12,,,,
08.02.2020 17:00,8.6,705.7,773.5,,36,Wind blowing from the west-southwest,4,,8,no clouds, ,,,-1.8,9.5,,,,,,7.0,-5.6,No precipitation,6,,,,
08.02.2020 14:00,8.4,706.1,773.8,-1.9,39,Wind blowing from the west-southwest,4,,8,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,9.3,,,2500 or more  or no clouds.,,,7.0,-5.0,No precipitation,12,,,,
08.02.2020 11:00,2.3,708.0,776.5,,85,Wind blowing from the south-west,4,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,,,,2500 or more  or no clouds.,,,5.0,0.0,No precipitation,6,,,,
08.02.2020 08:00,-1.2,707.8,776.4,1.0,100,Wind blowing from the south-west,4,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,9.3,,,2500 or more  or no clouds.,,,4.7,-1.2,No precipitation,12,,,,
08.02.2020 05:00,-1.2,706.8,774.7,,100,Wind blowing from the south-west,2,,8,, ,,,-4.4,9.3,,,,,,24.0,-1.2,No precipitation,6,,,,
08.02.2020 02:00,-0.1,706.8,774.6,,98,Wind blowing from the west-southwest,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,9.3,,,2500 or more  or no clouds.,,,25.0,-0.4,No precipitation,12,,,,
07.02.2020 20:00,3.1,705.1,773.9,,72,Wind blowing from the west-southwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,9.3,,,,,,24.0,-1.6,No precipitation,12,,,,
07.02.2020 17:00,7.9,702.9,770.8,,47,Wind blowing from the south-west,3,,6,20–30%., ,,,-4.4,9.3,,,2500 or more  or no clouds.,,,8.0,-2.9,No precipitation,6,,,,
07.02.2020 14:00,8.1,703.4,771.1,-1.9,45,Wind blowing from the west,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,8.4,,,2500 or more  or no clouds.,,,8.0,-3.3,No precipitation,12,,,,
07.02.2020 11:00,1.5,705.3,774.1,,83,Wind blowing from the west-southwest,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,2.9,,,,,,5.0,-1.1,No precipitation,6,,,,
07.02.2020 08:00,-4.2,705.1,774.3,0.9,100,Wind blowing from the north-northeast,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,2.9,,,2500 or more  or no clouds.,,,6.0,-4.2,No precipitation,12,,,,
07.02.2020 05:00,-3.6,704.2,772.9,,100,Wind blowing from the south-southeast,2,,6,,Mist. ,,,-3.8,2.9,,,,,,5.0,-3.6,No precipitation,6,,,,
07.02.2020 02:00,-2.4,704.3,773.0,,100,Wind blowing from the south-southwest,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,2.9,,,2500 or more  or no clouds.,,,6.0,-2.4,No precipitation,12,,,,
06.02.2020 20:00,-0.5,704.0,773.0,,78,Wind blowing from the east-northeast,1,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,2.9,,,2500 or more  or no clouds.,,,5.0,-3.9,No precipitation,12,,,,
06.02.2020 17:00,2.5,703.0,771.5,,56,Wind blowing from the east,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,2.9,,,,,,6.0,-5.5,No precipitation,6,,,,
06.02.2020 14:00,1.1,703.8,772.4,-1.8,58,Wind blowing from the north-northwest,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,1.8,,,2500 or more  or no clouds.,,,7.0,-6.4,No precipitation,12,,,,
06.02.2020 11:00,-1.3,705.6,774.5,,64,Wind blowing from the north-west,1,,4,100%., ,,,-3.0,,,,2500 or more  or no clouds.,,,8.0,-7.3,No precipitation,6,,,,
06.02.2020 08:00,-3.0,705.1,774.1,,70,Wind blowing from the north-northeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,1.8,,,2500 or more  or no clouds.,,,8.0,-7.8,No precipitation,12,,,,
06.02.2020 05:00,-2.7,704.4,773.2,,71,Wind blowing from the north-northeast,1,,4,, ,,,-6.8,1.8,,,,,,8.0,-7.3,No precipitation,6,,,,
06.02.2020 02:00,-2.2,705.0,773.7,,69,Wind blowing from the north-east,3,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,1.8,,,2500 or more  or no clouds.,,,8.0,-7.2,No precipitation,12,,,,
05.02.2020 20:00,0.1,703.9,773.2,0.9,63,Wind blowing from the north-northwest,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,1.8,,,2500 or more  or no clouds.,,,6.0,-6.2,No precipitation,12,,,,
05.02.2020 17:00,1.2,703.0,772.0,,56,Wind blowing from the north,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,7.5,,,2500 or more  or no clouds.,,,7.0,-6.8,No precipitation,6,,,,
05.02.2020 14:00,1.6,703.2,771.9,-2.0,51,Wind blowing from the north-east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,8.5,,,2500 or more  or no clouds.,,,7.0,-7.6,No precipitation,12,,,,
05.02.2020 11:00,-1.8,705.2,774.3,,60,Wind blowing from the north-east,2,,,90  or more  but not 100%, ,,,-6.8,,,,,,,8.0,-8.7,No precipitation,6,,,,
05.02.2020 08:00,-6.4,704.4,773.5,,80,Wind blowing from the north,2,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,8.5,,,2500 or more  or no clouds.,,,7.0,-9.3,No precipitation,12,,,,
05.02.2020 05:00,-6.1,703.6,771.9,,83,Wind blowing from the north-east,1,,4,,Mist. ,,,-6.8,8.5,,,,,,7.0,-8.6,No precipitation,6,,,,
05.02.2020 02:00,-3.4,703.6,771.7,,68,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,8.5,,,2500 or more  or no clouds.,,,7.0,-8.6,No precipitation,12,,,,
04.02.2020 20:00,1.8,702.1,771.0,1.5,51,Wind blowing from the south,1,,6,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,8.5,,,2500 or more  or no clouds.,,,6.0,-7.4,No precipitation,12,,,,
04.02.2020 17:00,7.6,700.6,768.4,,33,Wind blowing from the north,3,,6,70 – 80%., ,,,-6.8,8.5,,,2500 or more  or no clouds.,,,9.0,-7.6,No precipitation,6,,,,
04.02.2020 14:00,6.7,701.2,769.0,-1.9,39,Wind blowing from the north,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,8.9,,,,,,8.0,-6.5,No precipitation,12,,,,
04.02.2020 11:00,1.3,703.1,771.6,,57,Wind blowing from the north-northeast,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,8.9,,,,,,6.0,-6.4,No precipitation,6,,,,
04.02.2020 08:00,-5.8,701.8,770.3,1.5,91,Wind blowing from the west-northwest,1,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,8.9,,,,,,5.0,-7.1,No precipitation,12,,,,
04.02.2020 05:00,-5.0,700.3,768.2,,75,Wind blowing from the north-northeast,1,,11,,Mist. ,,,-9.8,8.9,,,,,,6.0,-8.8,No precipitation,6,,,,
04.02.2020 02:00,-3.0,699.9,767.4,,62,Wind blowing from the south-west,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,8.9,,,2500 or more  or no clouds.,,,7.0,-9.4,No precipitation,12,,,,
03.02.2020 20:00,4.3,699.5,768.3,0.4,35,Wind blowing from the west-southwest,5,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,8.9,,,,,,9.0,-10.1,No precipitation,12,,,,
03.02.2020 17:00,6.9,699.1,767.2,,20,Wind blowing from the west-southwest,6,,11,no clouds, ,,,-9.8,8.9,,,,,,10.0,-14.5,No precipitation,6,,,,
03.02.2020 14:00,7.9,700.2,767.7,,21,Wind blowing from the south-west,6,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,8.0,,,,,,10.0,-13.0,No precipitation,12,,,,
03.02.2020 11:00,1.1,704.0,772.6,,38,Wind blowing from the east-southeast,1,,,no clouds, ,,,-9.8,6.8,,,,,,9.0,-11.9,No precipitation,6,,,,
03.02.2020 08:00,-9.5,704.6,774.3,0.1,76,Wind blowing from the north-west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,6.8,,,,,,8.0,-13.0,No precipitation,12,,,,
03.02.2020 05:00,-7.7,704.5,773.6,,75,Wind blowing from the west,1,,9,, ,,,-8.2,6.8,,,,,,8.0,-11.4,No precipitation,6,,,,
