Local time in Tianjin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2020 05:00,1.0,772.4,772.8,,89,Wind blowing from the east,2,,6,,Mist. ,,,-1.6,6.7,,,,,,2.1,-0.6,No precipitation,6,,,,
20.02.2020 02:00,1.5,772.2,772.6,,88,Wind blowing from the north-east,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,6.7,,,2500 or more  or no clouds.,,,2.8,-0.3,No precipitation,12,,,,
19.02.2020 20:00,1.3,770.6,771.1,1.9,89,Wind blowing from the east,3,,7,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,6.7,,,2500 or more  or no clouds.,,,1.8,-0.3,No precipitation,12,,,,
19.02.2020 17:00,4.5,768.7,769.0,,76,Wind blowing from the east,3,,7,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,9.5,,,2500 or more  or no clouds.,,,3.8,0.5,No precipitation,6,,,,
19.02.2020 14:00,6.2,768.2,768.6,-1.1,65,Wind blowing from the east,4,,6,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,11.6,,,2500 or more  or no clouds.,,,3.2,0.1,No precipitation,12,,,,
19.02.2020 11:00,6.5,769.3,769.7,,61,Wind blowing from the east,2,,4,20–30%., ,,,-1.6,11.9,,,2500 or more  or no clouds.,,,7.0,-0.5,No precipitation,6,,,,
19.02.2020 08:00,-0.4,768.4,768.8,1.0,89,Wind blowing from the north-east,1,,,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,11.9,,,2500 or more  or no clouds.,,,5.0,-2.0,No precipitation,12,,,,
19.02.2020 05:00,-1.2,767.4,767.8,,84,Wind blowing from the south-southeast,2,,4,,Mist. ,,,-4.2,11.9,,,,,,5.0,-3.6,No precipitation,6,,,,
19.02.2020 02:00,-0.7,767.8,768.1,,74,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,11.9,,,2500 or more  or no clouds.,,,13.0,-4.8,No precipitation,12,,,,
18.02.2020 20:00,4.5,767.9,768.3,0.7,52,Wind blowing from the south-east,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,11.9,,,2500 or more  or no clouds.,,,20.0,-4.5,No precipitation,12,,,,
18.02.2020 17:00,9.5,767.2,767.6,,29,Wind blowing from the south-east,2,,6,60%., ,,,-4.2,11.9,,,2500 or more  or no clouds.,,,28.0,-7.6,No precipitation,6,,,,
18.02.2020 14:00,11.2,767.8,768.2,-2.7,23,Wind blowing from the east-southeast,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,11.9,,,2500 or more  or no clouds.,,,30.0,-9.2,No precipitation,12,,,,
18.02.2020 11:00,8.4,770.5,770.8,,32,Wind blowing from the south-southwest,2,,4,no clouds, ,,,-4.2,8.4,,,,,,16.0,-7.3,No precipitation,6,,,,
18.02.2020 08:00,-0.2,771.1,771.5,0.9,74,Wind blowing from the south-east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,7.8,,,,,,19.0,-4.3,No precipitation,12,,,,
18.02.2020 05:00,-3.2,770.2,770.6,,68,Wind blowing from the south,1,,5,, ,,,-4.3,7.8,,,,,,29.0,-8.3,No precipitation,6,,,,
18.02.2020 02:00,-1.8,770.9,771.3,,63,Wind blowing from the south,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,7.8,,,2500 or more  or no clouds.,,,28.0,-7.9,No precipitation,12,,,,
17.02.2020 20:00,2.0,771.1,771.5,0.1,43,Wind blowing from the south,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,7.8,,,,,,30.0,-9.3,No precipitation,12,,,,
17.02.2020 17:00,7.1,771.0,771.4,,25,Wind blowing from the west,3,,9,no clouds, ,,,-4.3,7.8,,,,,,30.0,-11.6,No precipitation,6,,,,
17.02.2020 14:00,6.4,771.4,771.7,-1.4,25,Wind blowing from the north-west,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,6.9,,,,,,30.0,-12.2,No precipitation,12,,,,
17.02.2020 11:00,3.4,772.8,773.2,,31,Wind blowing from the north-northwest,4,,12,no clouds, ,,,-4.3,3.4,,,,,,30.0,-12.1,No precipitation,6,,,,
17.02.2020 08:00,-1.8,773.1,773.5,0.4,41,Wind blowing from the north-northwest,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,2.6,,,,,,30.0,-13.3,No precipitation,12,,,,
17.02.2020 05:00,-2.4,772.7,773.2,,40,Wind blowing from the north,4,,12,, ,,,-5.7,2.6,,,,,,30.0,-14.2,No precipitation,6,,,,
17.02.2020 02:00,-2.8,773.0,773.5,,41,Wind blowing from the north,4,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,2.6,,,2500 or more  or no clouds.,,,30.0,-14.2,No precipitation,12,,,,
16.02.2020 20:00,-0.4,771.7,772.1,1.0,46,Wind blowing from the north-northwest,3,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,2.6,,,,,,30.0,-10.6,No precipitation,12,,,,
16.02.2020 17:00,2.2,770.7,771.1,,32,Wind blowing from the north,3,,13,no clouds, ,,,-5.7,2.6,,,,,,30.0,-12.8,No precipitation,6,,,,
16.02.2020 14:00,1.7,770.5,771.0,-1.2,36,Wind blowing from the north,5,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,1.7,,,,,,30.0,-11.8,No precipitation,12,,,,
16.02.2020 11:00,0.1,771.7,772.2,,37,Wind blowing from the north,6,,12,no clouds, ,,,-5.7,0.1,,,,,,30.0,-12.9,No precipitation,6,,,,
16.02.2020 08:00,-4.0,771.4,771.9,0.5,44,Wind blowing from the north,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,-0.4,,,,,,30.0,-14.7,No precipitation,12,,,,
16.02.2020 05:00,-5.0,770.9,771.4,,44,Wind blowing from the north,4,,,, ,,,-5.6,-0.4,,,,,,30.0,-15.4,No precipitation,6,,,,
16.02.2020 02:00,-5.2,771.4,771.8,,45,Wind blowing from the north-northwest,4,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,-0.4,,,2500 or more  or no clouds.,,,30.0,-15.3,No precipitation,12,,,,
15.02.2020 20:00,-2.9,771.8,772.3,0.4,39,Wind blowing from the north-northwest,5,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,-0.4,,,,,,30.0,-14.9,No precipitation,12,,,,
15.02.2020 17:00,-0.7,771.4,771.9,,37,Wind blowing from the north-northwest,6,,14,no clouds, ,,,-4.8,-0.4,,,,,,30.0,-13.6,No precipitation,6,,,,
15.02.2020 14:00,-1.4,771.7,772.2,-2.3,37,Wind blowing from the north-northwest,10,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,-0.9,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
15.02.2020 11:00,-3.0,774.0,774.4,,41,Wind blowing from the north,8,,13,20–30%., ,,,-4.8,,,,2500 or more  or no clouds.,,,30.0,-14.4,No precipitation,6,,,,
15.02.2020 08:00,-4.5,774.2,774.7,1.0,46,Wind blowing from the north,7,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,1.3,,,2500 or more  or no clouds.,,,30.0,-14.6,No precipitation,12,,,,
15.02.2020 05:00,-3.5,773.2,773.6,,49,Wind blowing from the north,7,,13,, ,,,-4.3,2.8,,,,,,30.0,-12.9,No precipitation,6,,,,
15.02.2020 02:00,-4.3,774.0,774.4,,84,Wind blowing from the north,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,,,,2500 or more  or no clouds.,,,25.0,-6.6,3.0,12,,,,
14.02.2020 20:00,-1.9,772.9,773.3,2.6,82,Wind blowing from the east,4,,11,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-2.5,,,,1000-1500,,,30.0,-4.6,9.0,12,,,,
14.02.2020 17:00,-2.1,770.3,770.8,,89,Wind blowing from the north-northeast,4,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-2.2,9.9,,,1000-1500,,,3.2,-3.7,5.0,6,,,,
14.02.2020 14:00,-1.0,767.7,768.1,0.3,91,Wind blowing from the east-northeast,5,,17,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-1.0,10.9,,,600-1000,,,1.0,-2.3,7.0,12,,,,
14.02.2020 11:00,0.3,767.4,767.8,,92,Wind blowing from the north-east,3,,17,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.3,10.9,,,2500 or more  or no clouds.,,,3.0,-0.8,4.0,6,,,,
14.02.2020 08:00,1.3,764.9,765.3,2.8,86,Wind blowing from the east,5,,17,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,10.9,,,600-1000,,,4.8,-0.8,Trace of precipitation,12,,,,
14.02.2020 05:00,2.8,762.1,762.5,,88,Wind blowing from the east,7,,17,,Mist. ,,,2.8,10.9,,,,,,3.2,1.0,No precipitation,6,,,,
14.02.2020 02:00,5.5,761.4,761.8,,81,Wind blowing from the east,9,,14,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,10.9,,,2500 or more  or no clouds.,,,2.9,2.5,No precipitation,12,,,,
13.02.2020 20:00,8.7,759.6,760.0,1.6,80,Wind blowing from the north-northeast,1,,6,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.9,,,2500 or more  or no clouds.,,,3.3,5.4,No precipitation,12,,,,
13.02.2020 17:00,9.9,758.0,758.4,,77,Wind blowing from the east-northeast,2,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,14.0,,,,,,3.7,6.1,No precipitation,6,,,,
13.02.2020 14:00,10.1,758.2,758.5,-1.2,76,Wind blowing from the north,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,15.0,,,1500-2000,,,3.5,6.1,No precipitation,12,,,,
13.02.2020 11:00,8.9,759.4,759.8,,82,Wind blowing from the south,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,15.0,,,2500 or more  or no clouds.,,,4.2,6.0,No precipitation,6,,,,
13.02.2020 05:00,5.2,758.7,759.1,,94,Wind blowing from the south,2,,4,,Mist. ,,,,,,,,,,2.0,4.3,No precipitation,6,,,,
13.02.2020 02:00,4.8,759.2,759.6,,90,Wind blowing from the south,3,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,15.0,,,2500 or more  or no clouds.,,,2.9,3.3,No precipitation,12,,,,
12.02.2020 14:00,13.9,759.5,759.9,,53,Wind blowing from the west-southwest,4,,5,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,15.4,,,2500 or more  or no clouds.,,,6.0,4.5,No precipitation,12,,,,
12.02.2020 11:00,8.6,761.8,762.2,,71,Wind blowing from the south-west,3,,4,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,15.4,,,2500 or more  or no clouds.,,,3.6,3.6,No precipitation,6,,,,
12.02.2020 05:00,0.5,761.3,761.7,,95,Wind blowing from the south-southeast,1,,4,,Mist. ,,,-1.9,15.4,,,,,,0.8,-0.2,No precipitation,6,,,,
12.02.2020 02:00,1.6,762.4,762.7,,90,Wind blowing from the south-southwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,15.4,,,2500 or more  or no clouds.,,,1.9,0.1,No precipitation,12,,,,
11.02.2020 17:00,11.9,762.3,762.7,,51,Wind blowing from the east-northeast,2,,,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,15.4,,,2500 or more  or no clouds.,,,4.9,2.1,No precipitation,6,,,,
11.02.2020 14:00,14.6,762.7,763.0,-2.1,40,Wind blowing from the west-southwest,2,,4,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,14.7,,,2500 or more  or no clouds.,,,6.0,1.2,No precipitation,12,,,,
11.02.2020 11:00,10.4,764.8,765.2,,51,Wind blowing from the south,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,14.2,,,,,,5.0,0.7,No precipitation,6,,,,
11.02.2020 08:00,-0.7,764.6,765.0,0.7,93,Calm  no wind,0,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,14.2,,,2500 or more  or no clouds.,,,1.9,-1.7,No precipitation,12,,,,
11.02.2020 05:00,-1.6,763.9,764.3,,91,Wind blowing from the south,2,,3,,Mist. ,,,-4.2,14.2,,,,,,1.5,-2.9,No precipitation,6,,,,
11.02.2020 02:00,0.2,764.2,764.6,,89,Wind blowing from the south,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,14.2,,,2500 or more  or no clouds.,,,2.1,-1.4,No precipitation,12,,,,
10.02.2020 20:00,5.8,763.7,764.1,1.1,62,Wind blowing from the south-southeast,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,14.2,,,,,,3.9,-1.1,No precipitation,12,,,,
10.02.2020 17:00,11.8,762.6,763.0,,38,Wind blowing from the south-east,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,14.2,,,,,,3.8,-2.0,No precipitation,6,,,,
10.02.2020 14:00,13.0,763.0,763.3,-2.0,35,Wind blowing from the south-east,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,13.1,,,,,,3.8,-2.1,No precipitation,12,,,,
10.02.2020 11:00,6.3,765.0,765.4,,61,Wind blowing from the west-northwest,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,7.9,,,,,,2.2,-0.7,No precipitation,6,,,,
10.02.2020 08:00,-2.3,764.5,764.8,0.5,95,Wind blowing from the west-southwest,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,7.9,,,,,,1.1,-3.0,No precipitation,12,,,,
10.02.2020 05:00,-2.8,764.0,764.4,,93,Wind blowing from the north,1,,4,,Mist. ,,,-3.2,7.9,,,,,,1.2,-3.8,No precipitation,6,,,,
10.02.2020 02:00,-2.1,764.9,765.3,,89,Wind blowing from the north-northeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,7.9,,,2500 or more  or no clouds.,,,1.6,-3.7,No precipitation,12,,,,
09.02.2020 20:00,1.5,765.5,766.0,-0.3,71,Wind blowing from the south-southeast,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,7.9,,,,,,2.5,-3.2,No precipitation,12,,,,
09.02.2020 17:00,7.3,765.8,766.2,,48,Wind blowing from the south-west,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,7.9,,,,,,3.3,-3.0,No precipitation,6,,,,
09.02.2020 14:00,5.3,766.6,766.9,-2.6,59,Wind blowing from the west-southwest,2,,4,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,8.1,,,,,,2.4,-2.1,No precipitation,12,,,,
09.02.2020 11:00,-1.0,769.2,769.6,,91,Wind blowing from the west-northwest,2,,4,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,,,,,,,1.3,-2.3,No precipitation,6,,,,
09.02.2020 08:00,-2.4,769.3,769.7,-0.8,98,Wind blowing from the south,2,,4,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,,,,2500 or more  or no clouds.,,,less than 0.1,-2.7,No precipitation,12,,,,
09.02.2020 05:00,-1.5,770.1,770.5,,91,Wind blowing from the south,3,,7,,Mist. ,,,-7.5,8.1,,,,,,0.9,-2.8,No precipitation,6,,,,
09.02.2020 02:00,-2.4,772.0,772.4,,74,Wind blowing from the south-southeast,3,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,8.1,,,2500 or more  or no clouds.,,,4.4,-6.4,No precipitation,12,,,,
08.02.2020 20:00,0.4,773.5,773.9,0.6,46,Wind blowing from the south-southeast,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,8.1,,,2500 or more  or no clouds.,,,23.0,-10.1,No precipitation,12,,,,
08.02.2020 17:00,7.2,772.9,773.4,,23,Calm  no wind,0,,,70 – 80%., ,,,-7.5,8.1,,,2500 or more  or no clouds.,,,25.0,-12.6,No precipitation,6,,,,
08.02.2020 14:00,7.3,773.2,773.7,-1.8,24,Wind blowing from the north-northeast,2,,4,40%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,7.5,,,2500 or more  or no clouds.,,,19.0,-11.9,No precipitation,12,,,,
08.02.2020 11:00,3.4,775.0,775.5,,48,Wind blowing from the west-northwest,3,,4,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,3.4,,,,,,4.5,-6.8,No precipitation,6,,,,
08.02.2020 08:00,-6.7,774.3,774.7,0.8,95,Wind blowing from the north-northwest,1,,3,no clouds,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,2.8,,,,,,less than 0.1,-7.4,No precipitation,12,,,,
08.02.2020 05:00,-5.8,773.5,774.0,,94,Wind blowing from the west-southwest,1,,4,,Fog or ice fog. ,,,-6.8,2.8,,,,,,0.7,-6.6,No precipitation,6,,,,
08.02.2020 02:00,-4.1,774.0,774.4,,92,Wind blowing from the west-northwest,0,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,2.8,,,2500 or more  or no clouds.,,,1.1,-5.2,No precipitation,12,,,,
07.02.2020 20:00,-0.9,772.9,773.4,1.5,76,Wind blowing from the west-southwest,2,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,2.8,,,,,,2.5,-4.6,No precipitation,12,,,,
07.02.2020 17:00,1.9,771.4,771.9,,59,Wind blowing from the west-southwest,2,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,2.8,,,,,,4.0,-5.3,No precipitation,6,,,,
07.02.2020 14:00,2.2,771.7,772.2,-1.9,59,Wind blowing from the west,2,,7,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,2.2,,,2500 or more  or no clouds.,,,3.9,-5.0,No precipitation,12,,,,
07.02.2020 11:00,-0.4,773.6,774.1,,71,Wind blowing from the west,2,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,-0.4,,,2500 or more  or no clouds.,,,3.8,-5.0,No precipitation,6,,,,
07.02.2020 08:00,-4.7,773.5,773.9,0.3,93,Wind blowing from the south-southeast,0,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,-1.5,,,2000-2500,,,2.3,-5.7,No precipitation,12,,,,
07.02.2020 05:00,-6.6,773.2,773.7,,91,Wind blowing from the west,1,,3,,Mist. ,,,-6.7,-1.5,,,,,,2.4,-7.8,No precipitation,6,,,,
07.02.2020 02:00,-4.7,773.7,774.1,,85,Wind blowing from the west-southwest,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,-1.5,,,2500 or more  or no clouds.,,,4.3,-6.8,No precipitation,12,,,,
06.02.2020 20:00,-2.7,774.3,774.7,0.4,71,Wind blowing from the south,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,-1.5,,,2500 or more  or no clouds.,,,14.0,-7.2,Trace of precipitation,12,,,,
06.02.2020 17:00,-1.9,773.9,774.4,,68,Wind blowing from the south,2,,6,100%., ,,,-4.7,-1.5,,,1500-2000,,,14.0,-7.0,No precipitation,6,,,,
06.02.2020 14:00,-2.0,774.8,775.3,-2.5,72,Wind blowing from the south,2,,7,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,-1.9,,,600-1000,,,13.0,-6.5,Trace of precipitation,12,,,,
06.02.2020 11:00,-2.7,777.3,777.7,,67,Wind blowing from the south,4,,,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,-1.7,,,600-1000,,,23.0,-8.0,No precipitation,6,,,,
06.02.2020 08:00,-3.3,777.4,777.9,0.3,76,Wind blowing from the south,2,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.7,,,600-1000,,,23.0,-6.9,Trace of precipitation,12,,,,
06.02.2020 05:00,-3.5,777.1,777.6,,76,Wind blowing from the south-east,4,,,100%., ,,,,,,,1500-2000,,,27.0,-7.1,No precipitation,6,,,,
06.02.2020 02:00,-3.7,778.0,778.4,,79,Wind blowing from the south-east,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.7,,,2500 or more  or no clouds.,,,29.0,-6.8,0.4,12,,,,
05.02.2020 20:00,-4.2,778.0,778.4,0.9,79,Wind blowing from the east-southeast,4,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,-1.7,,,600-1000,,,28.0,-7.3,1.0,12,,,,
05.02.2020 17:00,-3.9,777.1,777.5,,82,Wind blowing from the south-east,5,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,-0.2,,,600-1000,,,16.0,-6.5,1.0,6,,,,
05.02.2020 14:00,-3.1,777.0,777.4,-1.3,88,Wind blowing from the south-east,6,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-7.1,2.8,,,1000-1500,,,1.9,-4.8,0.8,12,,,,
05.02.2020 11:00,-2.2,778.3,778.7,,78,Wind blowing from the east,2,,,70 – 80%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,2.8,,,1000-1500,,,9.0,-5.5,No precipitation,6,,,,
05.02.2020 08:00,-6.3,777.9,778.3,1.0,83,Wind blowing from the north-northeast,2,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,,,,2500 or more  or no clouds.,,,19.0,-8.7,No precipitation,12,,,,
05.02.2020 05:00,-6.8,776.9,777.4,,85,Wind blowing from the north-northwest,1,,6,, ,,,-7.1,2.8,,,,,,17.0,-8.9,No precipitation,6,,,,
