Local time in Zaoyang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 17:00,13.1,757.8,769.6,,24,Wind blowing from the south-west,4,,,90  or more  but not 100%, ,,,,,,,,,,16.0,-7.0,,,,,,
18.02.2020 14:00,14.6,758.8,770.5,,25,Wind blowing from the south,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,14.7,,,2500 or more  or no clouds.,,,30.0,-5.2,No precipitation,12,,,,
18.02.2020 11:00,10.1,762.4,774.3,,42,Wind blowing from the south-east,3,,5,no clouds, ,,,1.6,12.5,,,,,,21.0,-2.5,No precipitation,6,,,,
18.02.2020 08:00,3.8,762.4,774.4,0.3,56,Wind blowing from the east,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,12.5,,,2500 or more  or no clouds.,,,24.0,-4.2,No precipitation,12,,,,
18.02.2020 05:00,2.8,762.1,773.9,,60,Wind blowing from the east,2,,,, ,,,,,,,,,,29.0,-4.2,,,,,,
18.02.2020 02:00,4.4,762.9,774.7,,54,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,12.5,,,2500 or more  or no clouds.,,,27.0,-4.1,No precipitation,12,,,,
17.02.2020 20:00,6.6,762.7,774.8,,50,Wind blowing from the south-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,12.5,,,,,,11.0,-3.3,No precipitation,12,,,,
17.02.2020 17:00,11.7,762.7,774.7,,29,Wind blowing from the north,1,,,50%., ,,,,,,,2500 or more  or no clouds.,,,28.0,-5.7,,,,,,
17.02.2020 14:00,11.5,763.9,775.9,-1.5,25,Wind blowing from the west,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,11.8,,,2500 or more  or no clouds.,,,29.0,-7.8,No precipitation,12,,,,
17.02.2020 11:00,8.0,765.4,777.4,,44,Wind blowing from the east-northeast,1,,2,no clouds, ,,,-2.4,9.6,,,,,,18.0,-3.5,No precipitation,6,,,,
17.02.2020 08:00,-0.6,765.1,777.3,0.9,82,Wind blowing from the north,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,9.6,,,,,,22.0,-3.3,No precipitation,12,,,,
17.02.2020 05:00,-1.5,764.2,776.2,,87,Calm  no wind,0,,,, ,,,-2.0,9.6,,,,,,23.0,-3.4,No precipitation,6,,,,
17.02.2020 02:00,-0.1,763.9,776.0,,79,Wind blowing from the east-northeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,9.6,,,2500 or more  or no clouds.,,,24.0,-3.3,No precipitation,12,,,,
16.02.2020 20:00,4.4,762.0,774.1,,54,Wind blowing from the south-east,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,9.6,,,,,,10.0,-4.3,No precipitation,12,,,,
16.02.2020 17:00,9.1,760.8,772.8,,26,Wind blowing from the north,2,,,no clouds, ,,,,,,,,,,30.0,-9.4,,,,,,
16.02.2020 14:00,8.0,761.7,773.7,-2.3,33,Wind blowing from the north-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,8.0,,,,,,29.0,-7.3,No precipitation,12,,,,
16.02.2020 11:00,5.1,764.0,776.1,,37,Wind blowing from the north-west,3,,5,no clouds, ,,,-2.0,5.4,,,,,,22.0,-8.4,No precipitation,6,,,,
16.02.2020 08:00,-1.1,764.0,776.2,0.4,84,Wind blowing from the south-west,0,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,2.5,,,2500 or more  or no clouds.,,,19.0,-3.5,No precipitation,12,,,,
16.02.2020 05:00,-0.1,763.6,775.8,,68,Calm  no wind,0,,,, ,,,,,,,,,,28.0,-5.3,,,,,,
16.02.2020 02:00,0.3,764.0,776.2,,63,Wind blowing from the north-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,3.6,,,2500 or more  or no clouds.,,,24.0,-5.9,No precipitation,12,,,,
15.02.2020 20:00,0.9,763.4,775.6,,86,Wind blowing from the north-northwest,1,,9,no clouds,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,,,,,,,13.0,-1.2,8.0,12,,,,
15.02.2020 17:00,1.9,762.0,774.1,,78,Wind blowing from the north-northwest,1,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,,,,,,,20.0,-1.5,4.0,6,,,,
15.02.2020 14:00,0.9,762.6,774.7,-1.9,83,Wind blowing from the north-northwest,2,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,0.1,,,,2500 or more  or no clouds.,,,19.0,-1.7,9.0,12,,,,
15.02.2020 11:00,0.1,764.5,776.6,,96,Wind blowing from the north,3,,12,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,0.1,,,,2500 or more  or no clouds.,,,1.0,-0.5,6.0,6,,,,
15.02.2020 08:00,0.6,763.3,775.3,1.5,95,Wind blowing from the north,2,,12,100%.,Continuous fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.6,17.8,,,2500 or more  or no clouds.,,,1.4,-0.1,2.0,12,,,,
15.02.2020 05:00,2.9,761.8,773.6,,86,Wind blowing from the north,3,,14,,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,2.8,17.8,,,,,,25.0,0.8,0.1,6,,,,
15.02.2020 02:00,3.6,761.0,772.7,,85,Wind blowing from the north,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,17.8,,,2500 or more  or no clouds.,,,18.0,1.2,0.4,12,,,,
14.02.2020 20:00,10.1,756.7,768.3,4.8,32,Wind blowing from the north-east,5,,14,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,17.8,,,2500 or more  or no clouds.,,,11.0,-5.8,0.1,12,,,,
14.02.2020 17:00,13.8,751.9,763.4,,26,Wind blowing from the north-northeast,5,,12,100%., ,,,10.4,17.8,,,2500 or more  or no clouds.,,,12.0,-5.4,No precipitation,6,,,,
14.02.2020 14:00,17.5,750.1,761.5,-0.5,27,Wind blowing from the north,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,17.8,,,2500 or more  or no clouds.,,,11.0,-1.7,No precipitation,12,,,,
14.02.2020 11:00,12.6,750.6,762.1,,87,Wind blowing from the north-west,3,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,16.9,,,,,,3.0,10.5,No precipitation,6,,,,
14.02.2020 08:00,10.9,748.3,759.8,0.9,95,Wind blowing from the north-northwest,2,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,16.9,,,2500 or more  or no clouds.,,,2.2,10.1,Trace of precipitation,12,,,,
14.02.2020 05:00,10.4,747.4,758.8,,92,Wind blowing from the north-west,2,,4,,Mist. ,,,9.2,16.9,,,,,,2.7,9.2,No precipitation,6,,,,
14.02.2020 02:00,12.2,747.3,758.7,,89,Wind blowing from the north-northwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,16.9,,,2500 or more  or no clouds.,,,4.3,10.4,No precipitation,12,,,,
13.02.2020 20:00,13.2,746.8,758.2,1.5,84,Wind blowing from the west-northwest,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,16.9,,,2500 or more  or no clouds.,,,6.0,10.6,0.2,12,,,,
13.02.2020 17:00,16.0,745.3,756.7,,70,Wind blowing from the east,1,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,16.9,,,,,,6.0,10.5,No precipitation,6,,,,
13.02.2020 14:00,12.5,746.6,758.1,-2.7,84,Wind blowing from the south-west,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,16.7,,,2500 or more  or no clouds.,,,8.0,9.9,0.3,12,,,,
13.02.2020 11:00,10.0,749.3,760.9,,96,Wind blowing from the south-east,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,,,,2500 or more  or no clouds.,,,1.7,9.4,0.3,6,,,,
13.02.2020 08:00,9.2,749.2,760.8,0.0,96,Wind blowing from the south-east,0,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,,,,2500 or more  or no clouds.,,,1.1,8.6,0.1,12,,,,
13.02.2020 05:00,9.3,749.2,760.7,,92,Wind blowing from the east-southeast,2,,7,,Mist. ,,,7.5,16.7,,,,,,5.0,8.1,No precipitation,6,,,,
13.02.2020 02:00,8.9,749.6,761.2,,91,Wind blowing from the east-southeast,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,16.7,,,2500 or more  or no clouds.,,,4.9,7.5,No precipitation,12,,,,
12.02.2020 20:00,11.4,750.6,762.2,0.7,79,Wind blowing from the east-southeast,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,16.7,,,,,,9.0,7.9,No precipitation,12,,,,
12.02.2020 17:00,16.2,749.9,761.4,,61,Wind blowing from the east-southeast,2,,,no clouds, ,,,,,,,,,,9.0,8.7,,,,,,
12.02.2020 14:00,13.6,751.2,762.7,,70,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,13.8,,,2500 or more  or no clouds.,,,7.0,8.2,No precipitation,12,,,,
12.02.2020 11:00,9.1,753.6,765.3,,88,Wind blowing from the west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,,,,2500 or more  or no clouds.,,,4.8,7.2,No precipitation,6,,,,
12.02.2020 08:00,8.3,753.1,764.8,0.9,91,Wind blowing from the south,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,13.7,,,2500 or more  or no clouds.,,,5.0,6.9,No precipitation,12,,,,
12.02.2020 05:00,7.5,752.2,763.8,,93,Wind blowing from the east,2,,6,,Mist. ,,,5.9,13.7,,,,,,4.7,6.4,No precipitation,6,,,,
12.02.2020 02:00,6.6,753.1,764.8,,94,Wind blowing from the east,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,13.7,,,,,,3.4,5.7,No precipitation,6,,,,
11.02.2020 20:00,10.0,752.8,764.5,1.2,76,Wind blowing from the east-southeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,13.7,,,2500 or more  or no clouds.,,,10.0,6.0,No precipitation,12,,,,
11.02.2020 17:00,13.0,751.6,763.3,,62,Wind blowing from the east-southeast,1,,,90  or more  but not 100%, ,,,,,,,,,,10.0,5.9,,,,,,
11.02.2020 14:00,11.1,752.6,764.2,,71,Wind blowing from the south,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,13.9,,,2500 or more  or no clouds.,,,6.0,6.0,No precipitation,12,,,,
11.02.2020 11:00,8.5,754.6,766.3,,82,Wind blowing from the south-southeast,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,,,,2500 or more  or no clouds.,,,5.0,5.6,No precipitation,6,,,,
11.02.2020 08:00,6.4,753.7,765.4,0.6,91,Wind blowing from the east,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,14.7,,,2500 or more  or no clouds.,,,4.8,5.0,No precipitation,12,,,,
11.02.2020 05:00,6.4,753.1,764.8,,90,Wind blowing from the east-southeast,1,,,,Mist. ,,,6.1,14.7,,,,,,6.0,4.9,No precipitation,6,,,,
11.02.2020 02:00,7.7,754.0,765.6,,84,Wind blowing from the south-east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,14.7,,,2500 or more  or no clouds.,,,7.0,5.2,No precipitation,12,,,,
10.02.2020 20:00,10.1,753.7,765.4,0.3,63,Wind blowing from the east-southeast,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,14.7,,,2500 or more  or no clouds.,,,10.0,3.4,No precipitation,12,,,,
10.02.2020 17:00,13.1,753.4,765.0,,41,Wind blowing from the south-southeast,2,,,90  or more  but not 100%, ,,,,,,,,,,18.0,0.2,,,,,,
10.02.2020 14:00,13.6,754.0,765.7,-2.2,46,Wind blowing from the south,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,16.0,,,2500 or more  or no clouds.,,,13.0,2.2,No precipitation,12,,,,
10.02.2020 11:00,10.5,756.2,767.9,,64,Wind blowing from the south-east,3,,6,70 – 80%., ,,,6.1,16.0,,,2500 or more  or no clouds.,,,8.0,4.0,No precipitation,6,,,,
10.02.2020 08:00,6.1,756.1,767.8,0.0,81,Wind blowing from the east-southeast,2,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,16.0,,,2500 or more  or no clouds.,,,5.0,3.1,No precipitation,12,,,,
10.02.2020 05:00,7.3,756.1,767.7,,75,Wind blowing from the east,2,,,, ,,,,,,,,,,7.0,3.2,,,,,,
10.02.2020 02:00,7.6,757.3,768.9,,74,Wind blowing from the east-southeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,16.0,,,2500 or more  or no clouds.,,,8.0,3.3,No precipitation,12,,,,
09.02.2020 20:00,12.0,758.2,770.0,-0.3,47,Wind blowing from the south-southwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,16.0,,,,,,12.0,1.0,No precipitation,12,,,,
09.02.2020 17:00,15.3,758.5,770.3,,42,Wind blowing from the south,1,,,no clouds, ,,,,,,,,,,13.0,2.5,,,,,,
09.02.2020 14:00,13.5,760.3,772.1,-3.3,52,Wind blowing from the south-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,13.7,,,,,,12.0,3.8,No precipitation,12,,,,
09.02.2020 11:00,9.5,763.6,775.5,,66,Wind blowing from the south,1,,3,no clouds, ,,,1.5,11.9,,,,,,7.0,3.3,No precipitation,6,,,,
09.02.2020 08:00,1.9,763.5,775.5,,95,Wind blowing from the east,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,11.9,,,,,,3.1,1.2,No precipitation,12,,,,
09.02.2020 05:00,1.9,763.2,775.1,,93,Wind blowing from the east,0,,3,,Mist. ,,,-1.5,11.9,,,,,,3.4,0.9,No precipitation,6,,,,
09.02.2020 02:00,3.3,763.7,775.6,,90,Wind blowing from the east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,11.9,,,2500 or more  or no clouds.,,,2.6,1.8,No precipitation,12,,,,
08.02.2020 20:00,7.0,763.0,775.0,,79,Calm  no wind,0,,,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,11.9,,,2500 or more  or no clouds.,,,4.8,3.6,No precipitation,12,,,,
08.02.2020 17:00,11.6,762.2,774.1,,57,Wind blowing from the west,1,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,9.0,3.4,,,,,,
08.02.2020 14:00,10.6,762.7,774.7,-2.1,58,Wind blowing from the west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,10.8,,,,,,9.0,2.7,0.1,12,,,,
08.02.2020 11:00,6.6,764.8,776.8,,71,Wind blowing from the west,1,,2,no clouds, ,,,-1.5,6.8,,,,,,8.0,1.7,0.1,6,,,,
08.02.2020 08:00,-1.1,763.5,775.6,,95,Wind blowing from the north,0,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,6.4,,,,,,4.3,-1.8,No precipitation,12,,,,
08.02.2020 05:00,-0.8,762.4,774.5,,94,Wind blowing from the east-northeast,1,,3,,Mist. ,,,-1.0,6.4,,,,,,4.4,-1.6,No precipitation,6,,,,
08.02.2020 02:00,0.1,763.0,775.0,,92,Wind blowing from the east-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,6.4,,,2500 or more  or no clouds.,,,4.9,-1.0,No precipitation,12,,,,
07.02.2020 20:00,3.5,762.5,774.6,,79,Wind blowing from the north,0,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,6.4,,,2500 or more  or no clouds.,,,8.0,0.2,No precipitation,12,,,,
07.02.2020 17:00,5.7,761.0,773.1,,69,Wind blowing from the north-northwest,2,,,90  or more  but not 100%, ,,,,,,,,,,12.0,0.3,,,,,,
07.02.2020 14:00,5.0,761.5,773.5,-1.8,73,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,5.0,,,2500 or more  or no clouds.,,,9.0,0.6,No precipitation,12,,,,
07.02.2020 11:00,2.6,763.3,775.5,,86,Wind blowing from the south-west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,2.6,,,2500 or more  or no clouds.,,,4.4,0.5,No precipitation,6,,,,
07.02.2020 08:00,0.7,762.5,774.7,1.0,91,Wind blowing from the west-northwest,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,1.4,,,2500 or more  or no clouds.,,,3.3,-0.6,No precipitation,12,,,,
07.02.2020 05:00,0.3,761.5,773.7,,91,Wind blowing from the north-northwest,2,,8,,Mist. ,,,0.1,,,,,,,3.5,-1.0,No precipitation,6,,,,
07.02.2020 02:00,0.5,762.1,774.3,,91,Wind blowing from the north,2,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,,,,2500 or more  or no clouds.,,,3.4,-0.8,0.2,12,,,,
06.02.2020 20:00,0.1,761.9,774.1,,94,Wind blowing from the north-northeast,2,,10,100%.,Snow not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,0.1,,,,2500 or more  or no clouds.,,,2.1,-0.7,0.2,12,,,,
06.02.2020 17:00,0.2,760.3,772.5,,93,Wind blowing from the north-northeast,3,,10,100%.,Rain and snow or ice pellets not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,0.1,,,,2500 or more  or no clouds.,,,2.7,-0.8,0.1,6,,,,
06.02.2020 14:00,0.3,760.0,772.1,-0.7,92,Wind blowing from the north-northeast,3,,10,,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,,,,2500 or more  or no clouds.,,,4.1,-0.8,0.6,12,,,,
06.02.2020 11:00,0.7,760.7,772.8,,90,Wind blowing from the north-northeast,3,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,,,,,,,4.9,-0.7,No precipitation,6,,,,
06.02.2020 08:00,1.2,759.9,771.9,,89,Wind blowing from the north-northeast,3,,8,100%.,Mist. ,Rain and snow or other types of solid precipitation,Rain.,1.2,9.4,,,2500 or more  or no clouds.,,,6.0,-0.4,3.0,12,,,,
06.02.2020 05:00,1.7,758.8,770.8,,93,Wind blowing from the north-northeast,2,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,1.2,9.4,,,,,,3.2,0.7,3.0,6,,,,
06.02.2020 02:00,2.0,758.6,770.5,,92,Wind blowing from the north-northeast,3,,8,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,9.4,,,2500 or more  or no clouds.,,,4.5,0.8,2.0,12,,,,
05.02.2020 20:00,4.9,758.7,770.7,1.7,78,Wind blowing from the north-west,1,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,9.7,,,2500 or more  or no clouds.,,,2.9,1.4,No precipitation,12,,,,
05.02.2020 17:00,7.0,757.0,769.0,,68,Wind blowing from the north-northeast,2,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,15.1,,,2500 or more  or no clouds.,,,2.9,1.5,No precipitation,6,,,,
05.02.2020 14:00,9.2,758.3,770.2,-2.0,65,Wind blowing from the north-west,2,,4,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,15.8,,,2500 or more  or no clouds.,,,2.3,3.0,No precipitation,12,,,,
05.02.2020 11:00,6.5,760.3,772.1,,70,Wind blowing from the south-east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,,,,,,,2.1,1.4,No precipitation,6,,,,
05.02.2020 08:00,1.7,759.9,771.8,1.4,86,Wind blowing from the west-northwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,15.8,,,2500 or more  or no clouds.,,,1.6,-0.4,No precipitation,12,,,,
05.02.2020 05:00,2.6,758.5,770.2,,84,Wind blowing from the north-northeast,0,,4,,Mist. ,,,2.0,15.8,,,,,,1.8,0.2,No precipitation,6,,,,
05.02.2020 02:00,5.3,758.3,770.0,,81,Wind blowing from the east-northeast,2,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,15.8,,,2500 or more  or no clouds.,,,2.2,2.3,No precipitation,12,,,,
04.02.2020 20:00,9.7,756.8,768.7,1.5,64,Wind blowing from the east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,15.8,,,,,,3.8,3.2,No precipitation,12,,,,
04.02.2020 17:00,15.2,755.3,766.9,,41,Wind blowing from the east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,15.8,,,,,,6.0,2.0,No precipitation,6,,,,
04.02.2020 14:00,14.8,755.7,767.3,-2.4,46,Wind blowing from the south,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,14.8,,,,,,4.2,3.3,No precipitation,12,,,,
04.02.2020 11:00,8.9,758.1,769.9,,62,Wind blowing from the south,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,12.0,,,,,,2.9,2.0,No precipitation,6,,,,
04.02.2020 08:00,2.5,757.3,769.1,0.9,85,Wind blowing from the east-southeast,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,12.0,,,,,,2.5,0.2,No precipitation,12,,,,
04.02.2020 05:00,5.3,756.4,768.1,,69,Wind blowing from the east-southeast,1,,3,,Haze. ,,,4.1,12.0,,,,,,3.5,0.1,No precipitation,6,,,,
04.02.2020 02:00,6.3,757.2,769.0,,66,Wind blowing from the east-southeast,1,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,12.0,,,2500 or more  or no clouds.,,,3.5,0.4,No precipitation,12,,,,
