Local time in Simao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2020 11:00,17.7,657.3,765.4,,68,Wind blowing from the south-west,1,,2,90  or more  but not 100%, ,,,10.2,23.4,,,,,,13.0,11.7,No precipitation,6,,,,
20.02.2020 08:00,10.5,655.9,764.4,1.1,94,Calm  no wind,0,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,23.4,,,600-1000,,,7.0,9.6,No precipitation,12,,,,
20.02.2020 05:00,10.8,654.8,762.1,,93,Wind blowing from the north-west,1,,4,, ,,,10.7,23.4,,,,,,8.0,9.7,No precipitation,6,,,,
20.02.2020 02:00,11.8,655.3,763.1,,90,Wind blowing from the west-northwest,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,23.4,,,2500 or more  or no clouds.,,,12.0,10.2,No precipitation,12,,,,
19.02.2020 23:00,14.7,655.6,763.9,,77,Wind blowing from the west,0,,6,, ,,,11.6,23.4,,,,,,10.0,10.7,No precipitation,6,,,,
19.02.2020 20:00,18.4,654.3,762.2,0.8,58,Wind blowing from the east-southeast,1,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,23.4,,,2500 or more  or no clouds.,,,18.0,10.0,No precipitation,12,,,,
19.02.2020 17:00,23.3,653.5,760.5,,37,Wind blowing from the south-southwest,2,,6,20–30%., ,,,11.6,23.4,,,600-1000,,,24.0,7.8,No precipitation,6,,,,
19.02.2020 14:00,19.9,656.0,763.9,,58,Wind blowing from the west-southwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,19.9,,,2500 or more  or no clouds.,,,17.0,11.4,No precipitation,12,,,,
19.02.2020 11:00,15.3,657.8,766.9,,74,Wind blowing from the west-southwest,1,,4,100%., ,,,11.6,15.4,,,600-1000,,,12.0,10.7,No precipitation,6,,,,
19.02.2020 08:00,12.4,656.2,765.7,0.9,86,Wind blowing from the west-southwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,,,,600-1000,,,12.0,10.1,No precipitation,12,,,,
19.02.2020 05:00,11.7,655.3,764.5,,89,Wind blowing from the west,1,,5,, ,,,11.6,14.3,,,,,,11.0,9.9,No precipitation,6,,,,
19.02.2020 02:00,12.4,655.9,765.2,,84,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,14.3,,,2500 or more  or no clouds.,,,15.0,9.8,No precipitation,12,,,,
18.02.2020 23:00,12.2,655.9,765.4,,84,Wind blowing from the south-east,1,,5,, ,,,12.2,14.3,,,,,,14.0,9.6,No precipitation,6,,,,
18.02.2020 20:00,12.6,654.7,763.8,0.4,82,Wind blowing from the east-southeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,15.4,,,600-1000,,,13.0,9.6,No precipitation,12,,,,
18.02.2020 17:00,13.6,654.3,763.0,,78,Wind blowing from the east,2,,,100%., ,,,12.4,,,,600-1000,,,15.0,9.8,No precipitation,6,,,,
18.02.2020 14:00,13.1,655.9,764.9,,80,Wind blowing from the south-east,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,,,,600-1000,,,16.0,9.7,No precipitation,12,,,,
18.02.2020 11:00,12.5,657.4,766.7,,81,Wind blowing from the south-southeast,1,,5,100%., ,,,12.4,,,,600-1000,,,13.0,9.3,No precipitation,6,,,,
18.02.2020 08:00,12.5,655.9,764.7,0.3,81,Wind blowing from the south-southeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,19.6,,,600-1000,,,24.0,9.3,No precipitation,12,,,,
18.02.2020 05:00,13.0,655.6,763.3,,80,Wind blowing from the south-southeast,1,,7,, ,,,8.6,19.6,,,,,,14.0,9.6,No precipitation,6,,,,
18.02.2020 02:00,13.9,656.3,764.2,,75,Wind blowing from the east-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,19.6,,,2500 or more  or no clouds.,,,14.0,9.5,No precipitation,12,,,,
17.02.2020 23:00,13.7,656.4,764.5,,77,Wind blowing from the south-east,1,,8,, ,,,8.6,19.6,,,,,,16.0,9.7,No precipitation,6,,,,
17.02.2020 20:00,15.4,655.0,764.4,,71,Wind blowing from the east-southeast,2,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,19.6,,,600-1000,,,14.0,10.2,No precipitation,12,,,,
17.02.2020 17:00,19.5,654.2,762.5,,56,Wind blowing from the east-southeast,2,,8,90  or more  but not 100%, ,,,8.6,24.7,,,,,,14.0,10.5,No precipitation,6,,,,
17.02.2020 14:00,18.5,655.6,764.1,,58,Wind blowing from the east,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,24.9,,,2500 or more  or no clouds.,,,14.0,10.1,No precipitation,12,,,,
17.02.2020 11:00,18.1,657.0,765.3,,59,Wind blowing from the south-east,2,,4,no clouds, ,,,8.6,24.9,,,,,,13.0,10.0,No precipitation,6,,,,
17.02.2020 08:00,8.7,655.5,764.4,1.1,83,Wind blowing from the west,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,24.9,,,,,,13.0,6.0,No precipitation,12,,,,
17.02.2020 05:00,9.4,654.4,761.6,,77,Wind blowing from the west,0,,6,, ,,,8.0,24.9,,,,,,18.0,5.6,No precipitation,6,,,,
17.02.2020 02:00,10.6,655.0,762.4,0.3,70,Wind blowing from the west-northwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,24.9,,,2500 or more  or no clouds.,,,19.0,5.4,No precipitation,12,,,,
16.02.2020 23:00,13.1,654.7,762.7,,61,Wind blowing from the west,0,,9,, ,,,8.0,24.9,,,,,,8.0,5.8,No precipitation,6,,,,
16.02.2020 20:00,18.0,653.3,762.0,1.0,43,Wind blowing from the north,0,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,24.9,,,,,,10.0,5.2,No precipitation,12,,,,
16.02.2020 17:00,24.6,652.3,759.4,,21,Wind blowing from the west-southwest,3,,9,no clouds, ,,,8.0,24.9,,,,,,28.0,0.8,No precipitation,6,,,,
16.02.2020 14:00,23.3,653.7,760.9,-1.9,33,Wind blowing from the south,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,23.4,,,600-1000,,,19.0,6.1,No precipitation,12,,,,
16.02.2020 11:00,17.4,655.6,763.9,,50,Wind blowing from the south-east,1,,2,no clouds, ,,,8.0,22.9,,,,,,15.0,6.9,No precipitation,6,,,,
16.02.2020 08:00,8.1,654.4,763.5,1.2,84,Wind blowing from the west,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,22.9,,,,,,10.0,5.6,No precipitation,12,,,,
16.02.2020 05:00,9.0,653.2,760.8,,82,Wind blowing from the west,1,,7,, ,,,7.3,22.9,,,,,,16.0,6.1,No precipitation,6,,,,
16.02.2020 02:00,10.4,653.8,761.3,0.3,75,Wind blowing from the north-west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,22.9,,,2500 or more  or no clouds.,,,19.0,6.2,No precipitation,12,,,,
15.02.2020 23:00,12.7,653.5,761.2,,65,Wind blowing from the north-west,1,,8,, ,,,7.3,22.9,,,,,,16.0,6.3,No precipitation,6,,,,
15.02.2020 20:00,17.2,651.7,760.5,1.3,49,Wind blowing from the north-west,0,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,22.9,,,600-1000,,,17.0,6.4,No precipitation,12,,,,
15.02.2020 17:00,22.1,650.4,757.7,,33,Wind blowing from the west-southwest,2,,8,40%., ,,,7.3,23.4,,,600-1000,,,29.0,5.1,No precipitation,6,,,,
15.02.2020 14:00,21.6,651.4,758.7,-1.2,33,Wind blowing from the west,4,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,23.4,,,600-1000,,,25.0,4.7,No precipitation,12,,,,
15.02.2020 11:00,18.0,652.6,760.3,,44,Wind blowing from the south-southwest,1,,2,no clouds, ,,,7.3,23.4,,,,,,18.0,5.6,No precipitation,6,,,,
15.02.2020 08:00,7.4,651.4,759.9,1.1,78,Wind blowing from the north-west,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,23.4,,,,,,19.0,3.8,No precipitation,12,,,,
15.02.2020 05:00,8.4,650.3,757.5,,74,Wind blowing from the west-northwest,0,,7,, ,,,7.9,23.4,,,,,,22.0,4.0,No precipitation,6,,,,
15.02.2020 02:00,9.8,651.1,758.2,0.0,69,Wind blowing from the west-southwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,23.4,,,2500 or more  or no clouds.,,,22.0,4.4,No precipitation,12,,,,
14.02.2020 23:00,12.6,651.1,758.6,,56,Wind blowing from the north-west,1,,11,, ,,,7.9,23.4,,,,,,22.0,4.1,No precipitation,6,,,,
14.02.2020 20:00,17.8,649.0,757.0,,38,Wind blowing from the west-southwest,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,23.4,,,,,,13.0,3.3,No precipitation,12,,,,
14.02.2020 17:00,22.7,647.8,754.5,,22,Wind blowing from the west-southwest,4,,11,60%., ,,,7.9,23.6,,,600-1000,,,30.0,-0.1,No precipitation,6,,,,
14.02.2020 14:00,22.3,648.9,755.5,-1.9,25,Wind blowing from the north-west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,23.8,,,,,,30.0,1.3,No precipitation,12,,,,
14.02.2020 11:00,17.7,650.8,758.2,,44,Wind blowing from the north-west,1,,2,no clouds, ,,,7.9,23.8,,,,,,21.0,5.3,No precipitation,6,,,,
14.02.2020 08:00,8.0,649.9,758.1,0.2,83,Wind blowing from the north,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,23.8,,,,,,23.0,5.3,No precipitation,12,,,,
14.02.2020 05:00,9.2,649.7,756.4,,74,Wind blowing from the west,1,,6,, ,,,8.7,23.8,,,,,,25.0,4.8,No precipitation,6,,,,
14.02.2020 02:00,10.5,650.8,757.8,-0.6,69,Wind blowing from the west,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,23.8,,,2500 or more  or no clouds.,,,26.0,5.1,No precipitation,12,,,,
13.02.2020 23:00,12.9,651.4,758.8,,63,Wind blowing from the west,1,,8,, ,,,8.7,23.8,,,,,,19.0,6.0,No precipitation,6,,,,
13.02.2020 20:00,18.1,650.2,758.2,,45,Wind blowing from the north-west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,23.8,,,,,,18.0,6.0,No precipitation,12,,,,
13.02.2020 17:00,23.6,649.6,756.2,,27,Wind blowing from the west-southwest,2,,8,no clouds, ,,,8.7,23.8,,,,,,30.0,3.5,No precipitation,6,,,,
13.02.2020 14:00,22.4,651.6,758.5,-2.2,28,Wind blowing from the south-west,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,23.4,,,,,,30.0,3.0,No precipitation,12,,,,
13.02.2020 11:00,18.4,653.8,761.4,,48,Wind blowing from the east-southeast,1,,2,no clouds, ,,,8.7,23.4,,,,,,21.0,7.2,No precipitation,6,,,,
13.02.2020 08:00,8.7,653.3,761.8,0.4,86,Wind blowing from the north-northwest,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,23.4,,,,,,19.0,6.5,No precipitation,12,,,,
13.02.2020 05:00,9.5,652.9,760.3,,83,Wind blowing from the west,0,,5,, ,,,8.6,23.4,,,,,,21.0,6.8,No precipitation,6,,,,
13.02.2020 02:00,11.0,653.2,760.3,,75,Wind blowing from the west-northwest,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,23.4,,,2500 or more  or no clouds.,,,22.0,6.7,No precipitation,12,,,,
12.02.2020 23:00,13.4,653.6,760.9,,64,Wind blowing from the north-west,0,,8,, ,,,8.6,23.4,,,,,,21.0,6.7,No precipitation,6,,,,
12.02.2020 20:00,18.3,652.4,760.8,0.7,41,Wind blowing from the north-west,0,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,23.4,,,600-1000,,,26.0,4.8,No precipitation,12,,,,
12.02.2020 17:00,22.1,651.7,758.9,,29,Wind blowing from the west,1,,8,40%., ,,,8.6,24.2,,,600-1000,,,30.0,3.3,No precipitation,6,,,,
12.02.2020 14:00,22.8,653.5,760.4,,29,Wind blowing from the west-southwest,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,24.2,,,600-1000,,,30.0,3.9,No precipitation,12,,,,
12.02.2020 11:00,20.0,655.4,762.9,,40,Wind blowing from the east-northeast,1,,2,no clouds, ,,,8.6,24.2,,,,,,18.0,6.0,No precipitation,6,,,,
12.02.2020 08:00,8.6,654.7,763.0,0.9,88,Wind blowing from the north-northwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,24.2,,,,,,15.0,6.7,No precipitation,12,,,,
12.02.2020 05:00,10.1,653.8,760.9,,78,Wind blowing from the north-west,1,,8,, ,,,10.1,24.2,,,,,,26.0,6.4,No precipitation,6,,,,
12.02.2020 02:00,12.3,654.8,762.1,,70,Wind blowing from the west,1,,9,, ,,,11.1,24.2,,,,,,27.0,7.0,No precipitation,6,,,,
11.02.2020 23:00,14.0,654.4,762.1,,60,Wind blowing from the west,0,,9,, ,,,11.1,24.2,,,,,,29.0,6.4,No precipitation,6,,,,
11.02.2020 20:00,20.0,653.2,760.8,0.8,31,Wind blowing from the west,1,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,24.2,,,2500 or more  or no clouds.,,,30.0,2.4,No precipitation,12,,,,
11.02.2020 17:00,23.9,652.4,758.9,,30,Wind blowing from the south-southwest,2,,9,40%., ,,,11.1,24.2,,,600-1000,,,30.0,5.3,No precipitation,6,,,,
11.02.2020 14:00,22.3,654.1,761.0,-1.8,36,Wind blowing from the west,2,,7,60%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,24.0,,,600-1000,,,30.0,6.5,No precipitation,12,,,,
11.02.2020 11:00,18.0,655.9,763.5,,68,Wind blowing from the south-southeast,1,,2,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,24.0,,,,,,14.0,12.0,No precipitation,6,,,,
11.02.2020 08:00,11.1,654.7,762.7,1.1,96,Wind blowing from the north,0,,3,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,24.0,,,2500 or more  or no clouds.,,,0.1,10.5,0.1,12,,,,
11.02.2020 05:00,12.3,653.6,760.4,,94,Wind blowing from the north-west,0,,5,,Mist. ,,,12.3,24.0,,,,,,6.0,11.4,0.1,6,,,,
11.02.2020 02:00,13.7,654.1,761.0,0.0,91,Wind blowing from the north-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,24.0,,,2500 or more  or no clouds.,,,11.0,12.3,0.1,12,,,,
10.02.2020 23:00,15.8,654.1,761.6,,88,Wind blowing from the north-west,1,,6,, ,,,15.2,24.0,,,,,,10.0,13.8,No precipitation,6,,,,
10.02.2020 20:00,19.5,653.1,760.0,1.1,66,Wind blowing from the south-southwest,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,24.0,,,2500 or more  or no clouds.,,,17.0,13.0,No precipitation,12,,,,
10.02.2020 17:00,23.4,652.0,757.8,,48,Wind blowing from the south-southwest,2,,6,70 – 80%., ,,,15.2,24.3,,,600-1000,,,19.0,11.8,No precipitation,6,,,,
10.02.2020 14:00,21.7,653.7,760.0,-1.9,63,Wind blowing from the south,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,25.9,,,600-1000,,,14.0,14.4,18.0,12,,,,
10.02.2020 11:00,16.9,655.6,763.0,,86,Wind blowing from the south-west,1,,5,100%., ,,,15.2,,,,600-1000,,,12.0,14.5,15.0,6,,,,
10.02.2020 08:00,15.3,654.3,761.2,0.8,94,Wind blowing from the north,0,,5,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,25.9,,,2500 or more  or no clouds.,,,7.0,14.3,18.0,12,,,,
10.02.2020 05:00,16.5,653.5,759.4,,89,Wind blowing from the west-northwest,2,,6,,Rain  not freezing  intermittent  moderate at time of observation. ,,,12.0,25.9,,,,,,2.9,14.7,2.0,6,,,,
10.02.2020 02:00,16.6,654.5,760.5,,84,Wind blowing from the south,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,25.9,,,2500 or more  or no clouds.,,,11.0,13.9,No precipitation,12,,,,
09.02.2020 23:00,18.1,654.9,761.4,,77,Wind blowing from the south,1,,7,, ,,,12.0,25.9,,,,,,14.0,14.0,No precipitation,6,,,,
09.02.2020 20:00,20.3,653.8,761.0,0.4,62,Wind blowing from the south-southeast,0,,7,no clouds,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,25.9,,,,,,15.0,12.8,Trace of precipitation,12,,,,
09.02.2020 17:00,24.3,653.4,760.0,,41,Wind blowing from the west-southwest,2,,7,90  or more  but not 100%, ,,,12.0,25.9,,,,,,21.0,10.2,No precipitation,6,,,,
09.02.2020 14:00,24.4,655.3,761.8,,48,Wind blowing from the south-southwest,2,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,25.6,,,600-1000,,,15.0,12.7,No precipitation,12,,,,
09.02.2020 11:00,20.2,657.4,764.5,,64,Wind blowing from the south,1,,2,90  or more  but not 100%, ,,,12.0,25.6,,,,,,13.0,13.2,No precipitation,6,,,,
09.02.2020 08:00,13.2,656.0,763.7,0.4,86,Wind blowing from the west-northwest,0,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Shower(s).,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,25.6,,,2500 or more  or no clouds.,,,10.0,10.9,Trace of precipitation,12,,,,
09.02.2020 05:00,12.5,655.6,762.5,,87,Calm  no wind,0,,,, ,,,9.7,25.6,,,,,,10.0,10.4,No precipitation,6,,,,
09.02.2020 02:00,14.3,656.2,763.0,,77,Wind blowing from the north-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,25.6,,,2500 or more  or no clouds.,,,13.0,10.3,No precipitation,12,,,,
08.02.2020 23:00,16.8,656.3,763.7,,69,Wind blowing from the west-northwest,1,,6,, ,,,9.7,25.6,,,,,,10.0,11.1,No precipitation,6,,,,
08.02.2020 20:00,20.2,655.0,763.2,,54,Wind blowing from the north,0,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,25.6,,,600-1000,,,4.5,10.6,No precipitation,12,,,,
08.02.2020 17:00,24.2,653.8,760.8,,35,Wind blowing from the west-southwest,3,,6,90  or more  but not 100%, ,,,9.7,25.6,,,,,,24.0,7.8,No precipitation,6,,,,
08.02.2020 14:00,24.1,655.3,762.4,,39,Wind blowing from the south-west,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,24.5,,,2500 or more  or no clouds.,,,25.0,9.3,No precipitation,12,,,,
08.02.2020 11:00,18.1,656.8,764.9,,56,Wind blowing from the north-west,1,,2,70 – 80%., ,,,9.7,24.5,,,600-1000,,,18.0,9.2,No precipitation,6,,,,
08.02.2020 08:00,9.8,655.3,763.9,0.9,90,Wind blowing from the north,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,24.5,,,,,,10.0,8.2,No precipitation,12,,,,
08.02.2020 05:00,10.6,654.4,761.6,,85,Wind blowing from the north-west,1,,4,, ,,,7.8,24.5,,,,,,12.0,8.2,No precipitation,6,,,,
08.02.2020 02:00,11.7,655.0,762.2,0.0,79,Wind blowing from the north,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,24.5,,,2500 or more  or no clouds.,,,14.0,8.2,No precipitation,12,,,,
07.02.2020 23:00,14.0,655.0,762.7,,69,Wind blowing from the north-northwest,1,,8,, ,,,7.8,24.5,,,,,,12.0,8.4,No precipitation,6,,,,
07.02.2020 20:00,17.8,653.6,762.4,,54,Wind blowing from the south,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,24.5,,,2500 or more  or no clouds.,,,8.0,8.4,No precipitation,12,,,,
07.02.2020 17:00,23.4,653.0,760.4,,34,Wind blowing from the east-southeast,1,,8,40%., ,,,7.8,23.8,,,600-1000,,,27.0,6.7,No precipitation,6,,,,
07.02.2020 14:00,23.3,654.3,761.7,-1.9,33,Wind blowing from the west,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,23.8,,,600-1000,,,24.0,6.1,No precipitation,12,,,,
07.02.2020 11:00,18.4,656.2,764.3,,42,Wind blowing from the north-east,1,,2,no clouds, ,,,7.8,23.8,,,,,,23.0,5.3,No precipitation,6,,,,
07.02.2020 08:00,7.8,654.5,763.6,1.3,79,Wind blowing from the west,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,23.8,,,,,,19.0,4.4,No precipitation,12,,,,
07.02.2020 05:00,8.8,653.2,760.6,,75,Wind blowing from the west,1,,6,, ,,,7.0,23.8,,,,,,20.0,4.6,No precipitation,6,,,,
07.02.2020 02:00,9.9,653.7,761.1,-0.2,71,Wind blowing from the north,0,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,23.8,,,2500 or more  or no clouds.,,,17.0,4.9,No precipitation,12,,,,
06.02.2020 23:00,12.6,653.9,761.8,,55,Wind blowing from the north-northwest,1,,10,, ,,,7.0,23.8,,,,,,18.0,3.8,No precipitation,6,,,,
06.02.2020 20:00,17.1,652.3,761.2,,41,Wind blowing from the west-southwest,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,23.8,,,,,,14.0,3.8,No precipitation,12,,,,
06.02.2020 17:00,23.6,651.4,758.7,,22,Wind blowing from the west,3,,10,20–30%., ,,,7.0,23.9,,,600-1000,,,30.0,0.7,No precipitation,6,,,,
06.02.2020 14:00,22.8,652.8,760.0,-1.9,24,Wind blowing from the south-west,2,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,24.1,,,600-1000,,,27.0,1.2,No precipitation,12,,,,
06.02.2020 11:00,17.8,654.7,762.6,,36,Wind blowing from the south-southwest,1,,2,no clouds, ,,,7.0,24.1,,,,,,23.0,2.5,No precipitation,6,,,,
06.02.2020 08:00,7.2,653.5,762.1,,78,Wind blowing from the west,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,24.1,,,,,,20.0,3.6,No precipitation,12,,,,
