Local time in Mei County,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 05:00,3.7,761.3,772.1,,78,Wind blowing from the west,1,,5,, ,,,3.7,16.6,,,,,,30.0,0.2,No precipitation,6,,,,
18.02.2020 02:00,5.4,761.8,772.6,-0.2,67,Wind blowing from the west-northwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,16.6,,,2500 or more  or no clouds.,,,30.0,-0.4,No precipitation,12,,,,
17.02.2020 23:00,8.3,762.0,772.9,,50,Wind blowing from the west,2,,8,, ,,,4.2,16.6,,,,,,30.0,-1.7,No precipitation,6,,,,
17.02.2020 20:00,11.0,760.9,771.8,1.2,39,Wind blowing from the west-northwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,16.6,,,,,,30.0,-2.4,No precipitation,12,,,,
17.02.2020 17:00,15.9,759.7,770.5,,23,Wind blowing from the north,3,,8,no clouds, ,,,4.2,16.6,,,,,,30.0,-5.2,No precipitation,6,,,,
17.02.2020 14:00,15.2,759.7,770.4,-3.0,26,Wind blowing from the north,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,15.2,,,,,,30.0,-4.1,No precipitation,12,,,,
17.02.2020 11:00,10.3,762.7,773.6,,36,Wind blowing from the north,3,,8,70 – 80%., ,,,4.2,10.7,,,2500 or more  or no clouds.,,,30.0,-4.1,No precipitation,6,,,,
17.02.2020 08:00,5.2,762.8,773.8,2.1,55,Wind blowing from the west-northwest,2,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,10.5,,,2500 or more  or no clouds.,,,30.0,-3.1,No precipitation,12,,,,
17.02.2020 05:00,4.6,760.7,771.6,,70,Wind blowing from the west-northwest,2,,6,, ,,,4.6,10.5,,,,,,30.0,-0.5,No precipitation,6,,,,
17.02.2020 02:00,6.7,760.8,771.7,0.0,59,Wind blowing from the north-west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,10.5,,,2500 or more  or no clouds.,,,30.0,-0.9,No precipitation,12,,,,
16.02.2020 23:00,8.1,760.8,771.7,,55,Wind blowing from the north,3,,8,, ,,,7.5,,,,,,,30.0,-0.6,No precipitation,6,,,,
16.02.2020 20:00,8.8,759.4,770.3,1.7,60,Wind blowing from the north-west,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,,,,1000-1500,,,30.0,1.4,Trace of precipitation,12,,,,
16.02.2020 17:00,10.0,757.7,768.5,,55,Wind blowing from the north-northwest,3,,8,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,,,,1000-1500,,,30.0,1.3,No precipitation,6,,,,
16.02.2020 14:00,9.2,758.2,769.0,-1.8,59,Wind blowing from the north,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,,,,600-1000,,,30.0,1.6,1.0,12,,,,
16.02.2020 11:00,9.0,760.0,770.8,,69,Wind blowing from the north-northwest,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,21.3,,,1000-1500,,,30.0,3.6,0.2,6,,,,
16.02.2020 08:00,7.8,758.7,769.3,2.2,83,Wind blowing from the west-northwest,4,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,21.3,,,1000-1500,,,30.0,5.0,10.0,12,,,,
16.02.2020 05:00,8.5,756.5,767.1,,90,Wind blowing from the west-northwest,3,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.5,21.3,,,,,,30.0,6.9,6.0,6,,,,
16.02.2020 02:00,10.1,755.7,766.2,2.2,90,Wind blowing from the north,3,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,21.3,,,2500 or more  or no clouds.,,,17.0,8.5,32.0,12,,,,
15.02.2020 23:00,14.4,753.5,763.9,,91,Wind blowing from the north,3,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,14.4,21.3,,,,,,14.0,12.9,20.0,6,,,,
15.02.2020 20:00,18.4,750.9,761.2,1.4,97,Wind blowing from the south-southeast,3,,6,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,17.7,21.3,,,1000-1500,,,4.8,17.9,24.0,12,,,,
15.02.2020 17:00,19.6,749.5,759.8,,97,Wind blowing from the south-southeast,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,17.7,21.3,,,1000-1500,,,6.0,19.1,7.0,6,,,,
15.02.2020 14:00,20.2,749.2,759.5,-2.4,91,Wind blowing from the east,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.7,21.3,,,1000-1500,,,22.0,18.6,3.0,12,,,,
15.02.2020 11:00,20.9,751.6,761.9,,83,Wind blowing from the south-east,1,,5,100%., ,,,17.6,21.0,,,1000-1500,,,30.0,17.9,0.2,6,,,,
15.02.2020 08:00,18.2,751.3,761.6,0.4,98,Wind blowing from the east,1,,,70 – 80%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,3.4,17.8,4.0,12,,,,
15.02.2020 05:00,17.8,750.9,761.2,,98,Wind blowing from the west,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,,19.7,,,,,,2.2,17.4,3.0,6,,,,
15.02.2020 02:00,18.1,751.8,762.1,-0.5,98,Wind blowing from the west-northwest,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,19.7,,,2500 or more  or no clouds.,,,15.0,17.7,3.0,12,,,,
14.02.2020 23:00,18.1,752.3,762.7,,98,Wind blowing from the north-northwest,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,15.5,19.7,,,,,,14.0,17.7,0.6,6,,,,
14.02.2020 20:00,18.5,751.9,762.4,0.9,97,Wind blowing from the north,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,19.7,,,1000-1500,,,19.0,18.0,2.0,12,,,,
14.02.2020 17:00,18.9,751.0,761.5,,96,Wind blowing from the north-west,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,19.7,,,1000-1500,,,16.0,18.2,1.0,6,,,,
14.02.2020 14:00,19.7,750.1,760.4,-1.9,88,Wind blowing from the north,2,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,19.7,,,600-1000,,,30.0,17.6,1.0,12,,,,
14.02.2020 11:00,17.8,752.0,762.4,,98,Wind blowing from the north-northeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,19.6,,,1000-1500,,,7.0,17.4,0.7,6,,,,
14.02.2020 08:00,16.3,750.5,760.9,,97,Wind blowing from the west-northwest,2,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Fog or ice fog or thick haze.,15.5,19.6,,,1000-1500,,,2.2,15.8,0.4,12,,,,
14.02.2020 02:00,15.8,751.2,761.6,-0.5,97,Wind blowing from the north-west,1,,4,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.6,19.6,,,2500 or more  or no clouds.,,,0.1,15.4,0.2,12,,,,
13.02.2020 23:00,15.9,751.7,762.1,,97,Wind blowing from the west,1,,6,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,15.9,19.6,,,,,,0.2,15.5,No precipitation,6,,,,
13.02.2020 20:00,17.3,751.3,761.7,0.8,98,Wind blowing from the north-west,1,,6,10%  or less  but not 0,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,20.4,,,1000-1500,,,5.0,16.9,4.0,12,,,,
13.02.2020 17:00,19.4,750.5,760.9,,89,Wind blowing from the west-southwest,1,,6,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,,,,600-1000,,,30.0,17.5,4.0,6,,,,
13.02.2020 14:00,18.9,751.2,761.5,-2.5,96,Wind blowing from the west-southwest,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,16.7,,,,1000-1500,,,18.0,18.2,4.0,12,,,,
13.02.2020 11:00,18.7,753.7,764.1,,97,Wind blowing from the south-east,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,,,,1000-1500,,,12.0,18.2,0.2,6,,,,
13.02.2020 08:00,17.4,752.2,762.5,1.1,97,Wind blowing from the west-northwest,1,,5,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,16.0,25.8,,,1000-1500,,,0.2,16.9,9.0,12,,,,
13.02.2020 05:00,17.1,751.1,761.4,,98,Wind blowing from the west,1,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,15.4,25.8,,,,,,0.1,16.7,0.3,6,,,,
13.02.2020 02:00,16.7,752.2,762.5,-0.7,98,Wind blowing from the west-northwest,1,,5,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,25.8,,,2500 or more  or no clouds.,,,0.2,16.3,9.0,12,,,,
12.02.2020 23:00,19.0,752.9,763.3,,98,Wind blowing from the south-southeast,1,,5,,Rain (not freezing) not falling as shower(s). ,,,15.4,25.8,,,,,,4.8,18.6,9.0,6,,,,
12.02.2020 20:00,20.3,751.9,762.3,0.7,81,Wind blowing from the west,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,25.8,,,1000-1500,,,19.0,16.9,No precipitation,12,,,,
12.02.2020 17:00,25.0,751.2,761.5,,59,Wind blowing from the south,1,,3,20–30%., ,,,15.4,25.8,,,600-1000,,,30.0,16.4,No precipitation,6,,,,
12.02.2020 14:00,25.1,751.9,762.2,-2.7,61,Wind blowing from the north-northeast,2,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,25.1,,,600-1000,,,30.0,17.0,0.1,12,,,,
12.02.2020 11:00,20.3,754.6,765.1,,76,Wind blowing from the north,1,,3,90  or more  but not 100%, ,,,15.4,20.3,,,1000-1500,,,19.0,15.9,0.1,6,,,,
12.02.2020 08:00,16.0,754.8,765.3,0.8,97,Wind blowing from the west-southwest,1,,3,70 – 80%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.6,,,,1000-1500,,,5.0,15.6,0.3,12,,,,
12.02.2020 05:00,15.7,754.0,764.5,,97,Wind blowing from the west-northwest,1,,3,,Mist. ,,,14.5,19.6,,,,,,4.6,15.2,0.2,6,,,,
12.02.2020 02:00,16.2,754.4,764.8,-0.5,96,Wind blowing from the north-east,1,,,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,19.6,,,2500 or more  or no clouds.,,,5.0,15.5,0.2,12,,,,
11.02.2020 23:00,16.4,754.9,765.4,,93,Wind blowing from the west-northwest,2,,3,, ,,,14.5,19.6,,,,,,10.0,15.2,No precipitation,6,,,,
11.02.2020 20:00,17.1,754.6,765.1,0.0,88,Wind blowing from the west-northwest,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,19.6,,,1000-1500,,,12.0,15.1,Trace of precipitation,12,,,,
11.02.2020 17:00,18.8,754.6,765.0,,72,Wind blowing from the west,1,,4,100%., ,,,14.5,20.6,,,1000-1500,,,21.0,13.6,No precipitation,6,,,,
11.02.2020 14:00,19.0,754.9,765.4,-2.1,65,Wind blowing from the west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,22.3,,,600-1000,,,21.0,12.2,0.1,12,,,,
11.02.2020 11:00,17.4,757.0,767.5,,72,Wind blowing from the north-west,2,,4,90  or more  but not 100%, ,,,14.5,,,,1000-1500,,,22.0,12.3,0.1,6,,,,
11.02.2020 08:00,14.7,757.0,767.5,1.2,89,Wind blowing from the north,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,22.3,,,1000-1500,,,18.0,12.9,0.1,12,,,,
11.02.2020 05:00,15.6,755.8,766.3,,77,Wind blowing from the west-northwest,1,,4,, ,,,9.7,22.3,,,,,,26.0,11.5,No precipitation,6,,,,
11.02.2020 02:00,16.2,756.3,766.7,-0.4,67,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,22.3,,,2500 or more  or no clouds.,,,30.0,10.0,No precipitation,12,,,,
10.02.2020 23:00,16.8,756.7,767.2,,66,Wind blowing from the south-east,1,,5,, ,,,9.5,22.3,,,,,,30.0,10.4,No precipitation,6,,,,
10.02.2020 20:00,18.5,756.0,766.6,0.5,55,Wind blowing from the south-west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,22.3,,,1000-1500,,,30.0,9.3,No precipitation,12,,,,
10.02.2020 17:00,20.7,755.5,766.0,,48,Wind blowing from the west,2,,5,90  or more  but not 100%, ,,,9.5,22.3,,,1000-1500,,,30.0,9.3,No precipitation,6,,,,
10.02.2020 14:00,20.8,755.6,766.1,-3.0,46,Wind blowing from the north,1,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,20.8,,,2500 or more  or no clouds.,,,30.0,8.7,No precipitation,12,,,,
10.02.2020 11:00,15.7,758.6,769.3,,58,Wind blowing from the north-northeast,2,,3,no clouds, ,,,9.5,16.6,,,,,,30.0,7.4,No precipitation,6,,,,
10.02.2020 08:00,10.3,758.2,769.0,0.4,88,Wind blowing from the west-northwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,,,,,,,28.0,8.4,No precipitation,12,,,,
10.02.2020 05:00,10.0,757.8,768.4,,85,Wind blowing from the west-northwest,1,,5,, ,,,9.5,16.6,,,,,,30.0,7.6,No precipitation,6,,,,
10.02.2020 02:00,9.8,758.9,769.6,-0.7,90,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,16.6,,,2500 or more  or no clouds.,,,27.0,8.2,No precipitation,12,,,,
09.02.2020 23:00,10.2,759.6,770.3,,88,Wind blowing from the west,1,,5,, ,,,10.2,16.6,,,,,,28.0,8.3,No precipitation,6,,,,
09.02.2020 20:00,12.1,759.3,770.0,1.0,77,Wind blowing from the south,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,16.6,,,1000-1500,,,30.0,8.1,Trace of precipitation,12,,,,
09.02.2020 17:00,14.9,758.3,769.0,,64,Wind blowing from the south,3,,5,10%  or less  but not 0, ,,,11.1,17.9,,Sky obscured by fog and/or other meteorological phenomena.,1000-1500,,,30.0,8.1,No precipitation,6,,,,
09.02.2020 14:00,15.2,759.0,769.6,-2.6,59,Wind blowing from the north-west,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,18.4,,,1000-1500,,,30.0,7.2,Trace of precipitation,12,,,,
09.02.2020 11:00,12.3,761.6,772.3,,69,Wind blowing from the west-northwest,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,,,,1000-1500,,,30.0,6.7,Trace of precipitation,6,,,,
09.02.2020 08:00,11.2,761.2,772.0,0.9,75,Wind blowing from the west-northwest,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,,,,1000-1500,,,30.0,6.9,No precipitation,12,,,,
09.02.2020 05:00,11.2,760.3,771.0,,75,Wind blowing from the west-northwest,2,,7,, ,,,11.1,18.4,,,,,,30.0,6.9,No precipitation,6,,,,
09.02.2020 02:00,11.4,760.8,771.4,0.0,73,Wind blowing from the west-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,18.4,,,2500 or more  or no clouds.,,,30.0,6.7,No precipitation,12,,,,
08.02.2020 23:00,11.2,760.8,771.5,,72,Wind blowing from the west-northwest,3,,7,, ,,,11.1,18.4,,,,,,30.0,6.3,No precipitation,6,,,,
08.02.2020 20:00,13.0,759.4,770.0,1.7,68,Wind blowing from the west-northwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,18.4,,,,,,30.0,7.2,No precipitation,12,,,,
08.02.2020 17:00,18.0,757.7,768.3,,57,Wind blowing from the west,1,,7,90  or more  but not 100%, ,,,12.0,18.4,,,1000-1500,,,30.0,9.3,No precipitation,6,,,,
08.02.2020 14:00,16.5,758.2,768.7,-1.6,56,Wind blowing from the west-northwest,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,17.2,,,600-1000,,,30.0,7.7,No precipitation,12,,,,
08.02.2020 11:00,14.4,759.8,770.5,,64,Wind blowing from the north-northeast,2,,7,100%., ,,,12.0,17.2,,,1000-1500,,,30.0,7.6,No precipitation,6,,,,
08.02.2020 08:00,12.5,759.2,769.9,1.2,76,Wind blowing from the north-northwest,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,17.2,,,1000-1500,,,30.0,8.3,No precipitation,12,,,,
08.02.2020 05:00,12.2,758.0,768.6,,79,Wind blowing from the west-northwest,3,,5,, ,,,12.2,17.2,,,,,,30.0,8.6,No precipitation,6,,,,
08.02.2020 02:00,12.7,758.8,769.3,0.3,78,Wind blowing from the west-northwest,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,17.2,,,2500 or more  or no clouds.,,,30.0,8.9,No precipitation,12,,,,
07.02.2020 23:00,13.0,758.5,769.2,,80,Wind blowing from the west-northwest,2,,5,, ,,,13.0,17.2,,,,,,30.0,9.6,No precipitation,6,,,,
07.02.2020 20:00,14.3,757.5,768.1,1.4,80,Wind blowing from the west-northwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,17.2,,,1000-1500,,,30.0,10.9,2.0,12,,,,
07.02.2020 17:00,16.7,756.1,766.7,,77,Wind blowing from the west-northwest,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,17.2,,,1000-1500,,,30.0,12.6,No precipitation,6,,,,
07.02.2020 14:00,16.5,756.5,767.0,-1.5,81,Wind blowing from the west-northwest,2,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,17.2,,,1000-1500,,,30.0,13.2,6.0,12,,,,
07.02.2020 11:00,15.0,758.0,768.6,,94,Wind blowing from the north-west,1,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,,,,1000-1500,,,30.0,14.0,4.0,6,,,,
07.02.2020 08:00,13.9,757.3,767.9,1.5,97,Wind blowing from the north-west,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,,,,1000-1500,,,4.0,13.4,5.0,12,,,,
07.02.2020 05:00,13.7,755.8,766.3,,97,Wind blowing from the north,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,13.4,17.2,,,,,,6.0,13.2,2.0,6,,,,
07.02.2020 02:00,14.4,755.8,766.3,0.3,87,Wind blowing from the north-east,1,,7,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,17.2,,,2500 or more  or no clouds.,,,26.0,12.2,No precipitation,12,,,,
06.02.2020 23:00,14.5,755.5,766.1,,83,Wind blowing from the west-northwest,2,,4,, ,,,13.3,17.2,,,,,,30.0,11.6,No precipitation,6,,,,
06.02.2020 20:00,15.0,754.7,765.3,1.0,81,Wind blowing from the west-northwest,2,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,17.2,,,1000-1500,,,30.0,11.7,Trace of precipitation,12,,,,
06.02.2020 17:00,16.4,753.7,764.2,,65,Wind blowing from the north-west,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,18.3,,,1000-1500,,,30.0,9.8,No precipitation,6,,,,
06.02.2020 14:00,16.5,754.3,764.8,-2.0,60,Wind blowing from the north-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,19.7,,,1000-1500,,,30.0,8.7,No precipitation,12,,,,
06.02.2020 11:00,15.2,756.3,766.9,,62,Wind blowing from the east-northeast,1,,5,100%., ,,,13.3,,,,1000-1500,,,30.0,7.9,No precipitation,6,,,,
06.02.2020 08:00,13.7,756.1,766.7,0.2,73,Wind blowing from the north-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,,,,1000-1500,,,30.0,8.9,No precipitation,12,,,,
06.02.2020 05:00,13.4,755.9,766.4,,84,Wind blowing from the north-west,2,,4,, ,,,12.3,19.7,,,,,,30.0,10.7,No precipitation,6,,,,
06.02.2020 02:00,14.8,756.3,766.8,0.0,81,Wind blowing from the south,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,19.7,,,2500 or more  or no clouds.,,,30.0,11.5,No precipitation,12,,,,
05.02.2020 23:00,14.8,756.3,766.8,,83,Wind blowing from the north,1,,3,, ,,,12.3,19.7,,,,,,30.0,11.9,No precipitation,6,,,,
05.02.2020 20:00,15.6,755.3,765.9,0.5,84,Wind blowing from the north-northwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,19.7,,,,,,30.0,12.9,No precipitation,12,,,,
05.02.2020 17:00,18.3,754.8,765.3,,67,Wind blowing from the south-east,1,,3,90  or more  but not 100%, ,,,12.3,19.7,,,1000-1500,,,30.0,12.0,No precipitation,6,,,,
05.02.2020 14:00,18.7,755.2,765.7,-2.1,65,Wind blowing from the east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,18.8,,,600-1000,,,30.0,11.9,0.2,12,,,,
05.02.2020 11:00,16.0,757.3,767.9,,75,Wind blowing from the north-northeast,1,,4,90  or more  but not 100%, ,,,12.3,16.0,,,600-1000,,,30.0,11.5,0.2,6,,,,
05.02.2020 08:00,12.7,757.0,767.7,0.9,92,Wind blowing from the west-southwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,15.2,,,1000-1500,,,30.0,11.4,0.2,12,,,,
05.02.2020 05:00,12.7,756.1,766.6,,91,Wind blowing from the west-northwest,1,,4,, ,,,11.6,15.2,,,,,,30.0,11.2,No precipitation,6,,,,
05.02.2020 02:00,13.0,756.5,767.1,0.0,89,Wind blowing from the north-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,15.2,,,2500 or more  or no clouds.,,,30.0,11.2,No precipitation,12,,,,
04.02.2020 23:00,13.7,756.5,767.2,,89,Wind blowing from the north-west,2,,3,, ,,,11.6,15.2,,,,,,30.0,11.9,No precipitation,6,,,,
04.02.2020 20:00,14.4,756.4,767.1,1.5,88,Wind blowing from the west-northwest,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,15.2,,,1000-1500,,,30.0,12.4,6.0,12,,,,
04.02.2020 17:00,15.1,754.9,765.4,,83,Wind blowing from the south-southwest,1,,3,100%., ,,,11.6,15.2,,,1000-1500,,,30.0,12.2,0.4,6,,,,
04.02.2020 14:00,14.6,754.9,765.5,-2.4,83,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,15.8,,,1000-1500,,,30.0,11.7,16.0,12,,,,
