Local time in Ejin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
21.02.2020 17:00,3.4,690.9,777.0,,18,Wind blowing from the south-west,1,,7,20–30%., ,,,-9.6,3.4,,,2500 or more  or no clouds.,,,30.0,-18.7,No precipitation,6,,,,
21.02.2020 14:00,1.1,691.9,778.2,,24,Wind blowing from the west-northwest,3,,7,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,1.3,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,12,,,,
21.02.2020 11:00,-3.6,692.9,779.7,,43,Wind blowing from the west,4,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,30.0,-14.4,,,,,,
21.02.2020 08:00,-8.5,692.0,779.0,1.0,58,Wind blowing from the west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,0.7,,,,,,30.0,-15.3,No precipitation,12,,,,
21.02.2020 05:00,-7.3,691.0,777.6,,54,Wind blowing from the west,3,,,, ,,,,,,,,,,30.0,-15.2,,,,,,
21.02.2020 02:00,-5.7,690.9,777.4,0.4,43,Wind blowing from the west,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,0.7,,,2500 or more  or no clouds.,,,30.0,-16.3,No precipitation,12,,,,
20.02.2020 23:00,-2.9,690.5,777.0,,39,Wind blowing from the west-northwest,3,,,, ,,,,,,,,,,30.0,-15.2,,,,,,
20.02.2020 20:00,0.1,689.8,776.4,,31,Wind blowing from the west,4,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,0.7,,,2500 or more  or no clouds.,,,30.0,-15.0,No precipitation,12,,,,
20.02.2020 17:00,0.5,689.5,775.7,,26,Wind blowing from the west,6,,14,70 – 80%., ,,,-7.6,3.6,,,2500 or more  or no clouds.,,,30.0,-16.8,No precipitation,6,,,,
20.02.2020 14:00,-0.4,690.4,776.6,-1.3,29,Wind blowing from the west,6,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,4.0,,,2500 or more  or no clouds.,,,8.0,-16.3,No precipitation,12,,,,
20.02.2020 11:00,-3.7,691.7,778.0,,43,Wind blowing from the west,4,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-14.7,,,,,,
20.02.2020 08:00,-7.5,690.9,777.6,0.3,54,Wind blowing from the west-southwest,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,4.0,,,,,,30.0,-15.4,No precipitation,12,,,,
20.02.2020 05:00,-6.0,690.6,776.4,,45,Wind blowing from the west,5,,15,, ,,,-9.0,4.0,,,,,,30.0,-16.0,No precipitation,6,,,,
20.02.2020 02:00,-4.2,690.6,776.2,,33,Wind blowing from the west,5,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,4.0,,,2500 or more  or no clouds.,,,30.0,-18.1,No precipitation,12,,,,
19.02.2020 23:00,-1.1,689.5,775.3,,22,Wind blowing from the west,6,,,, ,,,,,,,,,,22.0,-20.1,,,,,,
19.02.2020 20:00,-0.1,688.4,775.0,2.6,28,Wind blowing from the north-west,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,4.0,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,12,,,,
19.02.2020 17:00,3.6,685.8,771.2,,20,Wind blowing from the west-northwest,5,,,100%., ,,,,,,,2500 or more  or no clouds.,,,19.0,-17.3,,,,,,
19.02.2020 14:00,2.9,685.1,769.9,,21,Wind blowing from the north-northwest,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,4.1,,,2500 or more  or no clouds.,,,15.0,-17.3,No precipitation,12,,,,
19.02.2020 11:00,-2.1,685.0,770.5,,25,Wind blowing from the south-east,1,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,15.0,-19.5,,,,,,
19.02.2020 08:00,-8.7,684.0,769.8,1.1,35,Wind blowing from the north-east,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,4.1,,,2500 or more  or no clouds.,,,16.0,-21.4,No precipitation,12,,,,
19.02.2020 05:00,-7.2,682.9,768.0,,33,Wind blowing from the east-southeast,2,,5,, ,,,-7.9,4.1,,,,,,12.0,-20.7,No precipitation,6,,,,
19.02.2020 02:00,-3.3,683.9,768.7,,25,Wind blowing from the south,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,4.1,,,2500 or more  or no clouds.,,,12.0,-20.5,No precipitation,12,,,,
18.02.2020 23:00,-2.1,684.9,770.5,,23,Wind blowing from the south-east,1,,,, ,,,-7.9,4.1,,,,,,12.0,-20.5,No precipitation,6,,,,
18.02.2020 20:00,1.3,685.4,771.2,0.2,17,Wind blowing from the west-southwest,1,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,4.1,,,2500 or more  or no clouds.,,,14.0,-21.1,No precipitation,12,,,,
18.02.2020 17:00,3.8,685.2,769.9,,11,Wind blowing from the west,2,,8,no clouds, ,,,-7.9,4.4,,,,,,29.0,-24.0,No precipitation,6,,,,
18.02.2020 14:00,2.1,686.2,771.2,,15,Wind blowing from the west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,4.4,,,,,,22.0,-21.9,No precipitation,12,,,,
18.02.2020 11:00,-3.0,688.0,774.2,,23,Wind blowing from the west,4,,,no clouds, ,,,,,,,,,,16.0,-21.2,,,,,,
18.02.2020 08:00,-7.6,687.7,773.8,0.3,30,Wind blowing from the west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,4.4,,,,,,19.0,-22.2,No precipitation,12,,,,
18.02.2020 05:00,-3.6,687.4,772.3,,24,Wind blowing from the west,4,,7,, ,,,-11.2,4.4,,,,,,15.0,-21.3,No precipitation,6,,,,
18.02.2020 02:00,-2.8,688.4,773.7,-0.8,19,Wind blowing from the west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,4.4,,,2500 or more  or no clouds.,,,30.0,-23.2,No precipitation,12,,,,
17.02.2020 23:00,-3.4,689.2,775.9,,27,Wind blowing from the north,0,,4,, ,,,-11.2,4.4,,,,,,16.0,-19.7,No precipitation,6,,,,
17.02.2020 20:00,1.5,689.6,776.5,,16,Wind blowing from the west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,4.4,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,12,,,,
17.02.2020 17:00,4.4,689.6,775.5,,13,Wind blowing from the south-southwest,2,,4,70 – 80%., ,,,-11.2,4.4,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,6,,,,
17.02.2020 14:00,2.2,690.9,776.9,-2.6,19,Wind blowing from the north-east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,2.6,,,2500 or more  or no clouds.,,,30.0,-19.1,No precipitation,12,,,,
17.02.2020 11:00,-5.4,693.5,781.1,,24,Wind blowing from the west-northwest,1,,,no clouds, ,,,,,,,,,,30.0,-22.8,,,,,,
17.02.2020 08:00,-11.2,692.8,780.8,0.3,42,Wind blowing from the east,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,1.5,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,12,,,,
17.02.2020 05:00,-7.8,692.5,779.3,,28,Wind blowing from the east,1,,,, ,,,-12.3,1.5,,,,,,30.0,-23.1,No precipitation,6,,,,
17.02.2020 02:00,-5.8,693.4,780.3,-0.3,25,Wind blowing from the east-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,1.5,,,2500 or more  or no clouds.,,,30.0,-22.7,No precipitation,12,,,,
16.02.2020 23:00,-5.6,693.7,781.3,,24,Wind blowing from the north-east,0,,,, ,,,,,,,,,,30.0,-23.0,,,,,,
16.02.2020 20:00,-2.4,693.1,781.3,,17,Wind blowing from the east-southeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,1.5,,,,,,30.0,-24.2,No precipitation,12,,,,
16.02.2020 17:00,1.3,692.6,780.1,,13,Wind blowing from the east-northeast,3,,6,, ,,,-12.3,1.5,,,,,,30.0,-24.1,No precipitation,6,,,,
16.02.2020 14:00,-0.5,693.1,780.6,-0.9,17,Wind blowing from the east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-0.5,,,2500 or more  or no clouds.,,,30.0,-22.6,No precipitation,12,,,,
16.02.2020 11:00,-5.1,694.0,781.9,,25,Wind blowing from the east-southeast,2,,,no clouds, ,,,,,,,,,,30.0,-22.1,,,,,,
16.02.2020 08:00,-11.8,693.1,781.6,0.3,44,Wind blowing from the east,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,-1.2,,,,,,30.0,-21.6,No precipitation,12,,,,
16.02.2020 05:00,-11.7,692.8,780.7,,45,Wind blowing from the east,1,,3,, ,,,-13.2,-1.2,,,,,,30.0,-21.3,No precipitation,6,,,,
16.02.2020 02:00,-10.1,693.4,781.3,-1.1,37,Wind blowing from the north,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-1.2,,,2500 or more  or no clouds.,,,30.0,-22.0,No precipitation,12,,,,
15.02.2020 23:00,-7.1,694.5,782.7,,32,Wind blowing from the south-southeast,1,,6,, ,,,-13.3,-1.2,,,,,,30.0,-21.0,No precipitation,6,,,,
15.02.2020 20:00,-3.9,694.6,783.3,,23,Wind blowing from the south-west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-1.2,,,,,,30.0,-22.0,No precipitation,12,,,,
15.02.2020 17:00,-1.5,694.7,783.0,,19,Wind blowing from the west-southwest,2,,6,no clouds, ,,,-13.3,-1.4,,,,,,30.0,-22.1,No precipitation,6,,,,
15.02.2020 14:00,-3.1,695.9,784.3,-1.7,23,Wind blowing from the west,3,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-3.0,,,2500 or more  or no clouds.,,,30.0,-21.3,No precipitation,12,,,,
15.02.2020 11:00,-6.6,697.6,786.4,,38,Wind blowing from the west,2,,4,no clouds, ,,,-13.3,-4.2,,,,,,30.0,-18.6,No precipitation,6,,,,
15.02.2020 08:00,-12.3,697.6,787.0,0.1,54,Wind blowing from the west-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-4.2,,,,,,30.0,-19.7,No precipitation,12,,,,
15.02.2020 05:00,-12.1,697.5,786.6,,54,Wind blowing from the west,1,,5,, ,,,-13.3,-4.2,,,,,,30.0,-19.7,No precipitation,6,,,,
15.02.2020 02:00,-10.3,697.9,787.2,-0.6,49,Wind blowing from the south-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,-4.2,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,12,,,,
14.02.2020 23:00,-8.1,698.5,787.7,,42,Wind blowing from the south-west,2,,,, ,,,,,,,,,,30.0,-18.8,,,,,,
14.02.2020 20:00,-6.2,697.9,787.2,0.9,28,Wind blowing from the south-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,-4.2,,,,,,30.0,-21.7,No precipitation,12,,,,
14.02.2020 17:00,-4.3,697.0,785.6,,26,Wind blowing from the north-northwest,2,,,10%  or less  but not 0, ,,,,,,,2000-2500,,,30.0,-20.9,,,,,,
14.02.2020 14:00,-6.7,696.7,785.5,-0.1,39,Wind blowing from the west-northwest,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,-2.4,,,2000-2500,,,30.0,-18.4,No precipitation,12,,,,
14.02.2020 11:00,-8.2,696.8,785.8,,52,Wind blowing from the north-northeast,2,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,30.0,-16.3,,,,,,
14.02.2020 08:00,-10.7,694.8,783.6,1.8,57,Wind blowing from the east-northeast,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-2.4,,,2500 or more  or no clouds.,,,30.0,-17.6,Trace of precipitation,12,,,,
14.02.2020 05:00,-10.0,693.0,780.8,,58,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,30.0,-16.7,,,,,,
14.02.2020 02:00,-9.0,691.9,779.5,,45,Wind blowing from the east-northeast,3,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,-0.9,,,2500 or more  or no clouds.,,,30.0,-18.8,No precipitation,12,,,,
13.02.2020 23:00,-8.3,690.4,778.0,,38,Wind blowing from the east-northeast,4,,,, ,,,,,,,,,,30.0,-20.1,,,,,,
13.02.2020 20:00,-6.0,688.5,775.6,3.2,47,Wind blowing from the north-east,4,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,,,,,,,30.0,-15.7,No precipitation,12,,,,
13.02.2020 17:00,-2.5,685.3,771.0,,28,Wind blowing from the north-northwest,7,,,20–30%.,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,,,,2500 or more  or no clouds.,,,2.4,-18.5,No precipitation,6,,,,
13.02.2020 14:00,-3.1,683.9,769.2,0.2,27,Wind blowing from the north-northwest,11,,,20–30%.,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,,,,2500 or more  or no clouds.,,,2.0,-19.5,No precipitation,12,,,,
13.02.2020 11:00,-4.9,683.7,769.0,,28,Wind blowing from the west-northwest,6,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,23.0,-20.6,,,,,,
13.02.2020 08:00,-5.3,682.1,766.6,1.6,39,Wind blowing from the west,3,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,9.1,,,1500-2000,,,30.0,-17.1,No precipitation,12,,,,
13.02.2020 05:00,-3.0,680.5,763.7,,21,Wind blowing from the north-west,4,,,, ,,,,,,,,,,30.0,-22.3,,,,,,
13.02.2020 02:00,-1.1,679.6,762.8,,31,Wind blowing from the north-west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,9.1,,,2500 or more  or no clouds.,,,30.0,-16.1,No precipitation,12,,,,
12.02.2020 23:00,0.5,678.6,762.4,,37,Wind blowing from the north-west,3,,,, ,,,,,,,,,,30.0,-12.5,,,,,,
12.02.2020 20:00,4.8,677.5,761.7,0.9,34,Wind blowing from the north-west,3,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,9.1,,,2500 or more  or no clouds.,,,30.0,-9.7,No precipitation,12,,,,
12.02.2020 17:00,8.9,676.6,759.5,,25,Wind blowing from the west,3,,10,, ,,,-9.0,9.7,,,,,,30.0,-10.1,No precipitation,6,,,,
12.02.2020 14:00,6.0,677.4,760.3,,26,Wind blowing from the west,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,9.9,,,2500 or more  or no clouds.,,,27.0,-12.1,No precipitation,12,,,,
12.02.2020 11:00,0.2,678.2,761.7,,36,Wind blowing from the west,5,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,27.0,-13.1,,,,,,
12.02.2020 08:00,-6.8,676.9,761.3,0.8,37,Wind blowing from the west,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,9.9,,,2500 or more  or no clouds.,,,30.0,-19.1,No precipitation,12,,,,
12.02.2020 05:00,-3.9,676.1,758.8,,25,Wind blowing from the west,2,,5,, ,,,-5.8,9.9,,,,,,30.0,-21.1,No precipitation,6,,,,
12.02.2020 02:00,-0.6,676.9,759.6,,24,Wind blowing from the south-east,3,,5,, ,,,-5.8,9.9,,,,,,30.0,-18.7,No precipitation,6,,,,
11.02.2020 23:00,2.5,677.9,761.2,,22,Wind blowing from the south-east,2,,5,, ,,,-5.8,9.9,,,,,,30.0,-17.1,No precipitation,6,,,,
11.02.2020 20:00,3.0,678.1,762.3,-0.4,21,Wind blowing from the south-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,9.9,,,,,,30.0,-17.2,No precipitation,12,,,,
11.02.2020 17:00,9.7,678.5,761.5,,13,Wind blowing from the west-southwest,2,,7,20–30%., ,,,-5.8,12.7,,,2500 or more  or no clouds.,,,30.0,-17.4,No precipitation,6,,,,
11.02.2020 14:00,7.5,679.2,762.0,,15,Wind blowing from the west,3,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,12.7,,,2500 or more  or no clouds.,,,30.0,-17.5,No precipitation,12,,,,
11.02.2020 11:00,0.9,679.9,763.3,,25,Wind blowing from the west,3,,,no clouds, ,,,,,,,,,,30.0,-16.9,,,,,,
11.02.2020 08:00,-5.4,678.7,762.8,0.4,29,Wind blowing from the south-west,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,12.7,,,,,,30.0,-20.6,No precipitation,12,,,,
11.02.2020 05:00,-3.6,678.3,760.9,,36,Wind blowing from the west-southwest,3,,9,, ,,,-7.0,12.7,,,,,,30.0,-16.8,No precipitation,6,,,,
11.02.2020 02:00,0.1,678.5,761.2,-0.4,25,Wind blowing from the west,5,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,12.7,,,2500 or more  or no clouds.,,,30.0,-17.6,No precipitation,12,,,,
10.02.2020 23:00,3.3,678.9,762.9,,14,Wind blowing from the west,3,,,, ,,,,,,,,,,30.0,-21.7,,,,,,
10.02.2020 20:00,4.3,678.4,762.4,0.3,14,Wind blowing from the north-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,12.7,,,,,,29.0,-20.9,No precipitation,12,,,,
10.02.2020 17:00,11.9,678.1,760.9,,7,Wind blowing from the north-west,2,,5,no clouds, ,,,-7.0,12.1,,,,,,30.0,-22.9,No precipitation,6,,,,
10.02.2020 14:00,7.4,678.8,762.1,,11,Wind blowing from the west-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,11.6,,,,,,30.0,-21.2,No precipitation,12,,,,
10.02.2020 11:00,-3.3,679.9,764.5,,24,Wind blowing from the south-west,2,,,no clouds, ,,,,,,,,,,30.0,-21.0,,,,,,
10.02.2020 08:00,-5.1,679.1,763.3,-0.2,25,Wind blowing from the west-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,11.6,,,,,,30.0,-22.1,No precipitation,12,,,,
10.02.2020 05:00,-5.7,679.3,762.4,,31,Wind blowing from the west-southwest,1,,6,, ,,,-6.1,11.6,,,,,,30.0,-20.1,No precipitation,6,,,,
10.02.2020 02:00,-3.2,680.3,763.9,-0.7,23,Wind blowing from the west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,11.6,,,2500 or more  or no clouds.,,,30.0,-21.4,No precipitation,12,,,,
09.02.2020 23:00,0.6,681.0,765.1,,19,Wind blowing from the west-southwest,1,,5,, ,,,-6.1,11.6,,,,,,27.0,-20.4,No precipitation,6,,,,
09.02.2020 20:00,3.7,681.4,766.0,-0.9,17,Wind blowing from the south-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,11.6,,,,,,27.0,-19.1,No precipitation,12,,,,
09.02.2020 17:00,11.4,682.3,765.4,,9,Wind blowing from the south-southwest,1,,6,no clouds, ,,,-6.1,11.5,,,,,,30.0,-20.4,No precipitation,6,,,,
09.02.2020 14:00,6.4,684.4,768.3,-2.4,15,Wind blowing from the west-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,8.0,,,,,,30.0,-18.4,No precipitation,12,,,,
09.02.2020 11:00,-0.3,686.8,771.6,,24,Wind blowing from the west,3,,6,no clouds, ,,,-6.1,8.0,,,,,,30.0,-18.4,No precipitation,6,,,,
09.02.2020 08:00,-5.6,686.8,772.2,,34,Wind blowing from the south-west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,8.0,,,,,,30.0,-19.0,No precipitation,12,,,,
09.02.2020 05:00,-3.6,687.6,772.0,,33,Wind blowing from the west-southwest,3,,6,, ,,,-9.3,8.0,,,,,,30.0,-17.5,No precipitation,6,,,,
09.02.2020 02:00,-1.2,689.0,773.5,-0.7,27,Wind blowing from the west-southwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,8.0,,,2500 or more  or no clouds.,,,30.0,-17.8,No precipitation,12,,,,
08.02.2020 23:00,1.1,689.7,775.3,,23,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,30.0,-17.7,,,,,,
08.02.2020 20:00,2.9,689.5,775.7,,23,Wind blowing from the south-west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,8.0,,,,,,30.0,-16.2,No precipitation,12,,,,
08.02.2020 17:00,7.8,689.5,774.8,,16,Wind blowing from the west,4,,7,, ,,,-9.3,8.0,,,,,,30.0,-16.5,No precipitation,6,,,,
08.02.2020 14:00,5.3,690.5,775.8,-1.2,22,Wind blowing from the west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,5.3,,,,,,30.0,-14.7,No precipitation,12,,,,
08.02.2020 11:00,-2.8,691.7,778.2,,39,Wind blowing from the south,1,,,, ,,,,,,,,,,30.0,-15.1,,,,,,
08.02.2020 08:00,-8.3,690.9,777.9,,45,Wind blowing from the west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,3.1,,,,,,30.0,-18.1,No precipitation,12,,,,
08.02.2020 05:00,-8.1,690.5,776.8,,42,Wind blowing from the west-southwest,2,,6,, ,,,-8.9,3.1,,,,,,30.0,-19.0,No precipitation,6,,,,
08.02.2020 02:00,-4.5,690.9,777.1,0.2,33,Wind blowing from the west-southwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,3.1,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,12,,,,
07.02.2020 23:00,-2.5,690.7,777.1,,28,Wind blowing from the west,3,,,, ,,,,,,,,,,30.0,-18.5,,,,,,
07.02.2020 20:00,-1.0,689.9,776.8,,24,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,3.1,,,,,,30.0,-19.0,No precipitation,12,,,,
