Local time in Huma,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 05:00,-13.7,750.0,767.2,,49,Wind blowing from the west-northwest,4,,12,, ,,,-16.3,-6.2,,,,,,30.0,-22.1,No precipitation,6,,,,
19.02.2020 02:00,-11.2,749.4,766.5,1.0,47,Wind blowing from the north-west,6,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-6.2,,,2500 or more  or no clouds.,,,30.0,-20.3,0.2,12,,,,
18.02.2020 23:00,-9.2,748.4,765.5,,51,Wind blowing from the north-west,6,,,, ,,,,-6.2,,,,,,30.0,-17.5,0.1,6,,,,
18.02.2020 20:00,-8.0,747.9,765.1,0.6,68,Wind blowing from the north-northwest,3,,10,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-6.2,,,2500 or more  or no clouds.,,,30.0,-12.9,0.3,12,,,,
18.02.2020 17:00,-6.8,747.3,764.5,,81,Wind blowing from the north-west,4,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-6.2,,,2500 or more  or no clouds.,,,6.0,-9.5,0.2,6,,,,
18.02.2020 14:00,-6.6,746.2,763.3,-0.3,83,Wind blowing from the north-northwest,6,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-6.5,,,2500 or more  or no clouds.,,,2.4,-9.0,0.5,12,,,,
18.02.2020 11:00,-7.9,746.5,763.8,,72,Wind blowing from the north-northwest,5,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-7.7,,,,,,30.0,-12.1,0.2,6,,,,
18.02.2020 08:00,-14.4,746.3,763.9,0.5,84,Wind blowing from the north,1,,2,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-9.4,,,2500 or more  or no clouds.,,,3.9,-16.5,1.0,12,,,,
18.02.2020 05:00,-14.4,745.8,763.3,,86,Wind blowing from the north-east,1,,2,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-9.4,,,,,,6.0,-16.2,0.8,6,,,,
18.02.2020 02:00,-14.0,745.9,763.2,-0.7,83,Wind blowing from the north,1,,3,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-9.4,,,2500 or more  or no clouds.,,,4.1,-16.3,0.6,12,,,,
17.02.2020 23:00,-15.1,746.6,764.2,,81,Wind blowing from the south-southeast,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-31.3,-9.4,,,,,,2.6,-17.6,No precipitation,6,,,,
17.02.2020 20:00,-17.9,747.5,765.6,,74,Wind blowing from the north-northeast,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.3,-9.4,,,2500 or more  or no clouds.,,,8.0,-21.4,No precipitation,12,,,,
17.02.2020 17:00,-16.7,747.9,766.0,,65,Wind blowing from the south,0,,3,40%., ,,,-31.3,-9.4,,,2500 or more  or no clouds.,,,7.0,-21.7,No precipitation,6,,,,
17.02.2020 14:00,-12.7,748.7,766.6,-2.0,60,Wind blowing from the south,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.3,-9.9,,,,,,22.0,-19.0,No precipitation,12,,,,
17.02.2020 11:00,-20.8,750.7,768.7,,68,Wind blowing from the south-southwest,2,,2,no clouds, ,,,-31.3,,,,,,,11.0,-25.2,No precipitation,6,,,,
17.02.2020 08:00,-29.3,752.2,770.5,,73,Wind blowing from the north,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.3,,,,,,,27.0,-32.6,No precipitation,12,,,,
17.02.2020 05:00,-29.7,752.5,770.5,,72,Wind blowing from the south-southwest,1,,2,, ,,,-31.5,-9.9,,,,,,30.0,-33.1,No precipitation,6,,,,
17.02.2020 02:00,-28.0,753.2,771.1,-0.8,76,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.5,-9.9,,,2500 or more  or no clouds.,,,24.0,-30.9,No precipitation,12,,,,
16.02.2020 23:00,-24.7,754.0,771.9,,81,Wind blowing from the west-northwest,1,,,, ,,,-31.5,-9.9,,,,,,26.0,-27.0,No precipitation,6,,,,
16.02.2020 20:00,-21.6,754.9,773.3,0.0,72,Wind blowing from the north-east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.5,-9.9,,,,,,20.0,-25.3,No precipitation,12,,,,
16.02.2020 17:00,-13.5,754.9,773.0,,47,Wind blowing from the north-northwest,2,,6,no clouds, ,,,-31.5,-9.9,,,,,,30.0,-22.4,No precipitation,6,,,,
16.02.2020 14:00,-9.9,755.2,773.2,-1.5,41,Wind blowing from the north,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.5,-9.2,,,,,,30.0,-20.7,No precipitation,12,,,,
16.02.2020 11:00,-14.1,756.7,774.7,,53,Wind blowing from the north,4,,5,no clouds, ,,,-31.5,,,,,,,30.0,-21.6,No precipitation,6,,,,
16.02.2020 08:00,-29.5,757.3,775.7,0.4,74,Wind blowing from the south,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-31.5,,,,,,,6.0,-32.7,No precipitation,12,,,,
16.02.2020 05:00,-30.1,756.9,775.0,,77,Wind blowing from the east-northeast,1,,6,, ,,,-31.3,-9.2,,,,,,19.0,-32.8,No precipitation,6,,,,
16.02.2020 02:00,-29.3,757.1,775.1,-0.1,74,Wind blowing from the north,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.3,-9.2,,,2500 or more  or no clouds.,,,9.0,-32.5,No precipitation,12,,,,
15.02.2020 23:00,-25.6,757.2,775.1,,80,Wind blowing from the north-northwest,1,,,, ,,,-26.4,-9.2,,,,,,30.0,-28.0,No precipitation,6,,,,
15.02.2020 20:00,-19.7,757.2,775.2,1.1,64,Wind blowing from the north-east,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-9.2,,,,,,8.0,-24.9,No precipitation,12,,,,
15.02.2020 17:00,-11.8,756.1,773.8,,48,Wind blowing from the north-northwest,5,,10,no clouds, ,,,-22.6,-9.2,,,,,,30.0,-20.8,No precipitation,6,,,,
15.02.2020 14:00,-9.3,755.4,772.9,-1.0,46,Wind blowing from the north,7,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-7.8,,,,,,30.0,-18.8,No precipitation,12,,,,
15.02.2020 11:00,-11.2,756.4,773.9,,49,Wind blowing from the north,5,,9,no clouds, ,,,-22.6,-7.8,,,,,,30.0,-20.0,No precipitation,6,,,,
15.02.2020 08:00,-19.5,756.7,774.5,0.9,67,Wind blowing from the north,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.1,-7.8,,,,,,30.0,-24.1,No precipitation,12,,,,
15.02.2020 05:00,-19.3,755.8,773.5,,67,Wind blowing from the north-northeast,2,,9,, ,,,-27.8,-7.8,,,,,,30.0,-23.9,No precipitation,6,,,,
15.02.2020 02:00,-15.7,755.9,773.4,0.0,50,Wind blowing from the north,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-7.8,,,2500 or more  or no clouds.,,,30.0,-23.8,No precipitation,12,,,,
14.02.2020 23:00,-15.1,755.9,773.7,,49,Wind blowing from the west,3,,,, ,,,,-7.8,,,,,,30.0,-23.4,No precipitation,6,,,,
14.02.2020 20:00,-12.2,755.9,773.8,1.2,42,Wind blowing from the west-northwest,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-7.8,,,,,,30.0,-22.5,No precipitation,12,,,,
14.02.2020 17:00,-9.6,754.7,772.6,,36,Wind blowing from the north-west,6,,9,20–30%., ,,,-27.8,-7.8,,,2500 or more  or no clouds.,,,30.0,-21.9,No precipitation,6,,,,
14.02.2020 14:00,-8.4,754.5,772.1,-1.0,32,Wind blowing from the north-west,6,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-8.4,,,2500 or more  or no clouds.,,,30.0,-22.2,No precipitation,12,,,,
14.02.2020 11:00,-17.6,755.5,773.4,,58,Wind blowing from the south,2,,6,60%., ,,,-27.8,-13.4,,,2500 or more  or no clouds.,,,17.0,-23.9,No precipitation,6,,,,
14.02.2020 08:00,-25.6,756.1,774.2,0.0,67,Wind blowing from the north-northeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.8,-13.4,,,,,,18.0,-29.9,No precipitation,12,,,,
14.02.2020 05:00,-27.2,756.1,774.3,,66,Wind blowing from the north-west,2,,8,, ,,,-27.2,-13.4,,,,,,30.0,-31.6,No precipitation,6,,,,
14.02.2020 02:00,-20.9,755.8,773.6,,56,Wind blowing from the north-northwest,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.6,-13.4,,,2500 or more  or no clouds.,,,30.0,-27.4,No precipitation,12,,,,
13.02.2020 23:00,-20.2,755.9,773.8,,54,Wind blowing from the north,2,,,, ,,,-20.2,-10.7,,,,,,12.0,-27.1,No precipitation,6,,,,
13.02.2020 20:00,-17.5,755.5,773.4,1.2,47,Wind blowing from the north,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-10.1,,,,,,30.0,-26.1,No precipitation,12,,,,
13.02.2020 17:00,-15.9,754.3,772.0,,44,Wind blowing from the north-northwest,5,,11,no clouds, ,,,-20.0,-8.7,,,,,,30.0,-25.4,No precipitation,6,,,,
13.02.2020 14:00,-13.6,753.4,771.1,0.3,44,Wind blowing from the north-northwest,7,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-8.7,,,2500 or more  or no clouds.,,,30.0,-23.3,No precipitation,12,,,,
13.02.2020 11:00,-15.0,753.1,770.5,,47,Wind blowing from the north,8,,11,20–30%., ,,,-20.0,-8.7,,,2500 or more  or no clouds.,,,30.0,-23.8,No precipitation,6,,,,
13.02.2020 08:00,-19.1,752.4,770.0,1.4,51,Wind blowing from the north,3,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-8.7,,,2500 or more  or no clouds.,,,14.0,-26.7,No precipitation,12,,,,
13.02.2020 05:00,-17.6,751.0,768.6,,50,Wind blowing from the north-northwest,4,,11,, ,,,-20.3,-8.7,,,,,,30.0,-25.5,No precipitation,6,,,,
13.02.2020 02:00,-19.5,749.9,767.4,,77,Wind blowing from the north,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.3,-8.7,,,2500 or more  or no clouds.,,,30.0,-22.5,No precipitation,12,,,,
12.02.2020 23:00,-11.3,748.6,765.9,,62,Wind blowing from the north-west,3,,,, ,,,-20.5,-8.7,,,,,,30.0,-17.3,No precipitation,6,,,,
12.02.2020 20:00,-12.2,746.8,764.2,2.1,67,Wind blowing from the north-west,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-8.7,,,2500 or more  or no clouds.,,,29.0,-17.1,0.2,12,,,,
12.02.2020 17:00,-14.1,744.7,762.1,,85,Wind blowing from the west-southwest,1,,,90  or more  but not 100%,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-8.9,,,,,,4.1,-16.1,0.2,6,,,,
12.02.2020 14:00,-9.0,742.6,759.8,0.9,79,Wind blowing from the north,3,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-5.9,,,2500 or more  or no clouds.,,,4.8,-12.0,0.4,12,,,,
12.02.2020 11:00,-11.7,741.7,759.1,,78,Wind blowing from the west,1,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-20.7,-5.9,,,2500 or more  or no clouds.,,,5.0,-14.8,No precipitation,6,,,,
12.02.2020 08:00,-15.8,741.1,758.5,0.9,85,Wind blowing from the north-west,0,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,,,,2500 or more  or no clouds.,,,5.0,-17.7,0.2,12,,,,
12.02.2020 05:00,-18.4,740.2,757.5,,83,Wind blowing from the north,0,,5,,Mist. ,,,-20.7,-5.9,,,,,,5.0,-20.6,0.2,6,,,,
12.02.2020 02:00,-16.9,740.1,757.2,,83,Wind blowing from the west-northwest,1,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-5.9,,,,,,2.5,-19.1,No precipitation,6,,,,
11.02.2020 23:00,-20.5,738.7,755.9,,81,Wind blowing from the north-northwest,2,,,,Mist. ,,,-20.7,-5.9,,,,,,4.5,-22.9,No precipitation,6,,,,
11.02.2020 20:00,-15.6,738.2,755.5,0.4,82,Wind blowing from the south-west,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.6,-5.9,,,,,,7.0,-18.0,No precipitation,12,,,,
11.02.2020 17:00,-10.4,737.8,754.9,,64,Wind blowing from the south-southwest,3,,7,20–30%., ,,,-17.4,-5.9,,,2500 or more  or no clouds.,,,8.0,-15.9,No precipitation,6,,,,
11.02.2020 14:00,-6.2,738.1,755.0,-1.9,55,Wind blowing from the south,4,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-6.2,,,2500 or more  or no clouds.,,,8.0,-13.8,No precipitation,12,,,,
11.02.2020 11:00,-10.0,740.0,757.0,,63,Wind blowing from the south-east,3,,10,90  or more  but not 100%, ,,,-17.4,-9.8,,,,,,6.0,-15.7,No precipitation,6,,,,
11.02.2020 08:00,-15.6,740.8,758.0,0.0,80,Wind blowing from the south-southeast,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-9.8,,,2500 or more  or no clouds.,,,4.2,-18.3,No precipitation,12,,,,
11.02.2020 05:00,-14.4,740.8,758.0,,78,Wind blowing from the south-southeast,4,,11,,Haze. ,,,,-9.8,,,,,,6.0,-17.5,No precipitation,6,,,,
11.02.2020 02:00,-12.3,741.7,758.9,-0.9,71,Wind blowing from the south,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-9.8,,,2500 or more  or no clouds.,,,9.0,-16.6,0.4,12,,,,
10.02.2020 23:00,-10.5,742.6,759.9,,66,Wind blowing from the south-southwest,7,,,, ,,,,-9.8,,,,,,14.0,-15.6,0.4,6,,,,
10.02.2020 20:00,-10.4,743.3,761.1,-0.8,80,Wind blowing from the south-southeast,4,,9,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-10.4,,,2500 or more  or no clouds.,,,13.0,-13.3,0.4,12,,,,
10.02.2020 17:00,-11.2,744.1,761.9,,61,Wind blowing from the south-east,6,,9,100%., ,,,-32.7,-11.0,,,2500 or more  or no clouds.,,,27.0,-17.4,No precipitation,6,,,,
10.02.2020 14:00,-12.0,745.0,762.9,-1.8,59,Wind blowing from the south-east,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.7,-12.0,,,2500 or more  or no clouds.,,,30.0,-18.4,No precipitation,12,,,,
10.02.2020 11:00,-16.8,746.8,764.8,,70,Wind blowing from the south-east,5,,,90  or more  but not 100%, ,,,-32.7,-15.9,,,,,,30.0,-21.0,No precipitation,6,,,,
10.02.2020 08:00,-30.2,748.7,767.2,-0.7,73,Wind blowing from the south,4,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.7,,,,2500 or more  or no clouds.,,,30.0,-33.5,No precipitation,12,,,,
10.02.2020 05:00,-29.2,749.4,767.5,,74,Wind blowing from the south,2,,3,, ,,,-32.7,-15.9,,,,,,30.0,-32.4,No precipitation,6,,,,
10.02.2020 02:00,-31.0,750.1,768.2,-0.1,72,Wind blowing from the south-southeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-32.7,-15.9,,,2500 or more  or no clouds.,,,22.0,-34.4,No precipitation,12,,,,
09.02.2020 23:00,-29.9,750.2,768.4,,73,Wind blowing from the south-west,1,,,,Mist. ,,,-30.7,-15.9,,,,,,6.0,-33.2,No precipitation,6,,,,
09.02.2020 20:00,-27.9,750.3,768.5,0.8,78,Wind blowing from the north-northwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-28.2,-15.7,,,,,,19.0,-30.6,0.2,12,,,,
09.02.2020 17:00,-19.1,749.5,767.2,,74,Wind blowing from the north,1,,6,50%., ,,,-21.0,-15.0,,,2500 or more  or no clouds.,,,5.0,-22.6,No precipitation,6,,,,
09.02.2020 14:00,-16.3,748.9,766.6,-0.3,67,Wind blowing from the north,4,,6,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-15.0,,,2500 or more  or no clouds.,,,30.0,-21.0,0.4,12,,,,
09.02.2020 11:00,-18.4,749.2,766.9,,72,Wind blowing from the north-northwest,4,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,,-15.0,,,2500 or more  or no clouds.,,,7.0,-22.2,0.3,6,,,,
09.02.2020 08:00,-20.7,748.6,766.3,,76,Wind blowing from the north,3,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-15.0,,,2500 or more  or no clouds.,,,20.0,-23.8,0.2,12,,,,
09.02.2020 05:00,-19.3,747.6,765.4,,74,Wind blowing from the east-northeast,3,,6,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-15.0,,,,,,20.0,-22.8,0.1,6,,,,
09.02.2020 02:00,-17.7,747.7,765.4,-0.3,72,Wind blowing from the east,2,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-15.0,,,2500 or more  or no clouds.,,,10.0,-21.5,No precipitation,12,,,,
08.02.2020 23:00,-17.1,748.0,766.0,,59,Wind blowing from the east,3,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-15.0,,,,,,25.0,-23.2,No precipitation,6,,,,
08.02.2020 20:00,-15.7,749.1,767.5,,50,Wind blowing from the east-southeast,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-38.6,-15.0,,,2500 or more  or no clouds.,,,30.0,-23.8,No precipitation,12,,,,
08.02.2020 17:00,-19.7,750.0,768.4,,52,Wind blowing from the south,1,,3,90  or more  but not 100%, ,,,-38.6,-18.3,,,,,,27.0,-27.1,No precipitation,6,,,,
08.02.2020 14:00,-20.8,751.2,769.7,-2.0,62,Wind blowing from the south-west,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-38.6,-16.8,,,2500 or more  or no clouds.,,,25.0,-26.2,No precipitation,12,,,,
08.02.2020 11:00,-28.1,753.2,772.0,,72,Wind blowing from the south,1,,2,70 – 80%., ,,,-38.6,,,,2500 or more  or no clouds.,,,30.0,-31.6,No precipitation,6,,,,
08.02.2020 08:00,-37.7,755.0,774.0,,68,Wind blowing from the south,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-38.6,,,,,,,10.0,-41.4,No precipitation,12,,,,
08.02.2020 05:00,-35.5,755.1,773.8,,71,Wind blowing from the south,1,,3,, ,,,-38.4,,,,,,,9.0,-38.9,No precipitation,6,,,,
08.02.2020 02:00,-36.6,755.2,773.8,0.6,69,Wind blowing from the south-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-38.1,-16.8,,,2500 or more  or no clouds.,,,16.0,-40.2,No precipitation,12,,,,
07.02.2020 23:00,-33.4,754.6,773.5,,74,Wind blowing from the north-northwest,1,,,, ,,,-38.1,-16.8,,,,,,11.0,-36.4,No precipitation,6,,,,
07.02.2020 20:00,-28.8,754.3,773.2,,80,Wind blowing from the north,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-38.1,-16.8,,,,,,4.6,-31.2,No precipitation,12,,,,
07.02.2020 17:00,-24.8,753.1,771.8,,66,Wind blowing from the north-northeast,0,,,no clouds, ,,,-38.1,-16.8,,,,,,30.0,-29.3,No precipitation,6,,,,
07.02.2020 14:00,-21.8,752.4,770.9,-0.2,52,Wind blowing from the north,2,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-38.1,-17.0,,,,,,16.0,-29.0,No precipitation,12,,,,
07.02.2020 11:00,-28.8,752.6,771.4,,71,Wind blowing from the south,1,,2,no clouds, ,,,-38.1,,,,,,,12.0,-32.4,No precipitation,6,,,,
07.02.2020 08:00,-36.6,752.4,771.4,,69,Wind blowing from the north,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-38.1,,,,,,,7.0,-40.2,No precipitation,12,,,,
07.02.2020 05:00,-36.6,751.4,770.1,,70,Wind blowing from the south,1,,2,, ,,,-36.8,-17.0,,,,,,30.0,-40.1,No precipitation,6,,,,
07.02.2020 02:00,-34.7,750.7,769.2,0.2,73,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-36.2,-17.0,,,2500 or more  or no clouds.,,,14.0,-37.8,No precipitation,12,,,,
06.02.2020 23:00,-32.4,750.5,769.1,,75,Wind blowing from the east-northeast,1,,,,Haze. ,,,-36.2,-17.0,,,,,,7.0,-35.3,No precipitation,6,,,,
06.02.2020 20:00,-31.1,750.5,769.3,0.8,73,Wind blowing from the north-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-36.2,-17.0,,,,,,30.0,-34.4,No precipitation,12,,,,
06.02.2020 17:00,-24.0,749.7,768.3,,59,Wind blowing from the south-southwest,1,,3,20–30%., ,,,-36.2,-17.0,,,2500 or more  or no clouds.,,,30.0,-29.8,No precipitation,6,,,,
06.02.2020 14:00,-19.3,749.2,767.6,-1.5,57,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-36.2,-16.8,,,2500 or more  or no clouds.,,,10.0,-25.7,No precipitation,12,,,,
06.02.2020 11:00,-26.3,750.7,769.3,,73,Wind blowing from the south-southwest,1,,2,90  or more  but not 100%, ,,,-36.2,,,,,,,17.0,-29.7,No precipitation,6,,,,
06.02.2020 08:00,-34.1,752.2,770.9,-0.5,71,Wind blowing from the south-southeast,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-36.2,,,,2500 or more  or no clouds.,,,9.0,-37.5,No precipitation,12,,,,
06.02.2020 05:00,-35.7,752.7,771.4,,70,Wind blowing from the east-southeast,1,,3,, ,,,-35.7,-16.8,,,,,,30.0,-39.2,No precipitation,6,,,,
06.02.2020 02:00,-34.0,753.9,772.3,-0.5,71,Wind blowing from the north,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-34.1,-16.8,,,2500 or more  or no clouds.,,,22.0,-37.4,No precipitation,12,,,,
05.02.2020 23:00,-33.0,754.4,772.9,,75,Wind blowing from the east-southeast,1,,,, ,,,-33.1,-16.8,,,,,,17.0,-35.9,No precipitation,6,,,,
