Local time in Xainza,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 05:00,-9.6,429.0,760.6,,7,Wind blowing from the east-northeast,2,,8,, ,,,-13.8,-1.9,,,,,,30.0,-39.1,No precipitation,6,,,,
19.02.2020 02:00,-13.2,429.9,767.2,,21,Wind blowing from the west-southwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-1.9,,,2500 or more  or no clouds.,,,30.0,-30.9,No precipitation,12,,,,
18.02.2020 20:00,-5.2,430.9,768.4,-0.9,9,Wind blowing from the north-northwest,0,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-1.9,,,,,,30.0,-33.2,No precipitation,12,,,,
18.02.2020 17:00,-2.1,431.8,766.6,,7,Wind blowing from the north,4,,9,20–30%., ,,,-13.0,1.2,,,2000-2500,,,30.0,-33.4,No precipitation,6,,,,
18.02.2020 14:00,-4.8,433.6,770.3,-0.6,8,Wind blowing from the north,5,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,1.2,,,2000-2500,,,30.0,-34.1,No precipitation,12,,,,
18.02.2020 11:00,-8.6,434.2,774.3,,18,Wind blowing from the north-west,4,,10,10%  or less  but not 0, ,,,-13.0,,,,1500-2000,,,30.0,-28.7,No precipitation,6,,,,
18.02.2020 08:00,-12.2,432.5,770.2,1.1,30,Wind blowing from the north-northwest,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,1.2,,,,,,30.0,-26.2,No precipitation,12,,,,
18.02.2020 05:00,-11.0,431.4,763.6,,27,Wind blowing from the east-northeast,2,,17,, ,,,-11.6,1.2,,,,,,30.0,-26.3,No precipitation,6,,,,
18.02.2020 02:00,-8.9,431.4,764.1,,22,Wind blowing from the north-east,2,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,1.2,,,2500 or more  or no clouds.,,,30.0,-26.8,No precipitation,12,,,,
17.02.2020 20:00,-3.9,429.9,763.7,0.1,27,Wind blowing from the west-northwest,4,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,1.2,,,2500 or more  or no clouds.,,,30.0,-20.2,No precipitation,12,,,,
17.02.2020 17:00,0.9,429.8,758.5,,9,Wind blowing from the north-northwest,12,,,40%., ,,,-11.6,5.2,,,1500-2000,,,30.0,-28.5,No precipitation,6,,,,
17.02.2020 14:00,-1.8,431.7,760.5,-1.2,13,Wind blowing from the north-northwest,5,,13,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,5.2,,,1500-2000,,,30.0,-26.6,No precipitation,12,,,,
17.02.2020 11:00,-5.4,432.9,763.8,,18,Wind blowing from the north-east,1,,15,no clouds, ,,,-11.6,5.2,,,,,,30.0,-26.0,No precipitation,6,,,,
17.02.2020 08:00,-9.9,432.1,764.5,0.7,25,Wind blowing from the east-southeast,1,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,5.2,,,2500 or more  or no clouds.,,,30.0,-26.2,No precipitation,12,,,,
17.02.2020 05:00,-8.2,431.4,758.5,,26,Wind blowing from the north-northwest,5,,17,, ,,,-10.5,5.2,,,,,,30.0,-24.3,No precipitation,6,,,,
17.02.2020 02:00,-3.6,430.6,754.8,,9,Wind blowing from the west,9,,25,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,5.2,,,2500 or more  or no clouds.,,,30.0,-32.0,No precipitation,12,,,,
16.02.2020 20:00,0.2,429.6,760.1,-0.3,8,Wind blowing from the west-northwest,5,,25,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,5.2,,,1500-2000,,,30.0,-30.3,No precipitation,12,,,,
16.02.2020 17:00,4.6,429.9,756.7,,4,Wind blowing from the north-west,12,,25,60%., ,,,-10.5,4.7,,,1500-2000,,,30.0,-34.2,No precipitation,6,,,,
16.02.2020 14:00,3.2,431.8,760.2,-0.9,6,Wind blowing from the west-northwest,14,,20,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,3.4,,,2500 or more  or no clouds.,,,30.0,-31.0,No precipitation,12,,,,
16.02.2020 11:00,-2.8,432.7,764.8,,9,Wind blowing from the north-west,6,,11,10%  or less  but not 0, ,,,-10.5,1.2,,,1500-2000,,,30.0,-31.4,No precipitation,6,,,,
16.02.2020 08:00,-9.9,431.7,766.5,0.6,19,Wind blowing from the north-northwest,4,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,1.2,,,1500-2000,,,30.0,-29.2,No precipitation,12,,,,
16.02.2020 05:00,-9.3,431.1,762.1,,18,Wind blowing from the north-northwest,5,,15,, ,,,-11.0,1.2,,,,,,30.0,-29.3,No precipitation,6,,,,
16.02.2020 02:00,-8.0,431.1,762.8,,10,Wind blowing from the east,2,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,1.2,,,2500 or more  or no clouds.,,,30.0,-34.3,No precipitation,12,,,,
15.02.2020 20:00,-3.4,430.2,764.8,-0.4,14,Wind blowing from the north-northwest,4,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,1.2,,,,,,30.0,-27.1,No precipitation,12,,,,
15.02.2020 17:00,0.3,430.6,760.2,,6,Wind blowing from the north-northwest,6,,12,no clouds, ,,,-11.0,4.3,,,,,,30.0,-33.2,No precipitation,6,,,,
15.02.2020 14:00,-1.8,432.1,763.6,-0.3,7,Wind blowing from the north-northwest,7,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,4.4,,,2500 or more  or no clouds.,,,30.0,-33.2,No precipitation,12,,,,
15.02.2020 11:00,-6.8,432.4,765.5,,15,Wind blowing from the north-northwest,8,,12,, ,,,-11.0,,,,,,,30.0,-29.2,No precipitation,6,,,,
15.02.2020 08:00,-10.9,430.7,764.0,1.2,29,Wind blowing from the north-northeast,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,4.4,,,2500 or more  or no clouds.,,,30.0,-25.5,No precipitation,12,,,,
15.02.2020 05:00,-7.9,429.5,755.4,,26,Wind blowing from the north,5,,22,, ,,,-8.5,4.4,,,,,,30.0,-24.1,No precipitation,6,,,,
15.02.2020 02:00,-6.7,429.0,754.5,,18,Wind blowing from the north-northwest,2,,23,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,4.4,,,2500 or more  or no clouds.,,,30.0,-27.1,No precipitation,12,,,,
14.02.2020 20:00,-1.4,427.3,753.8,-0.4,15,Wind blowing from the north-northwest,4,,24,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,4.4,,,,,,30.0,-24.7,No precipitation,12,,,,
14.02.2020 17:00,4.0,427.7,751.2,,4,Wind blowing from the west-northwest,12,,24,no clouds, ,,,-7.3,5.6,,,,,,30.0,-34.6,No precipitation,6,,,,
14.02.2020 14:00,2.8,429.1,751.9,-0.3,5,Wind blowing from the north-west,14,,24,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,5.6,,,,,,30.0,-33.2,No precipitation,12,,,,
14.02.2020 11:00,-2.4,429.4,756.3,,11,Wind blowing from the north-west,5,,19,no clouds, ,,,-7.3,5.6,,,,,,30.0,-28.9,No precipitation,6,,,,
14.02.2020 08:00,-5.4,428.7,753.6,-0.9,12,Wind blowing from the north-northeast,5,,19,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,5.6,,,,,,30.0,-30.4,No precipitation,12,,,,
14.02.2020 05:00,-6.5,429.6,753.6,,25,Wind blowing from the north,3,,22,, ,,,-10.3,5.6,,,,,,30.0,-23.3,No precipitation,6,,,,
14.02.2020 02:00,-2.9,430.5,755.3,,18,Wind blowing from the north-northwest,6,,22,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,5.6,,,2500 or more  or no clouds.,,,30.0,-23.9,No precipitation,12,,,,
13.02.2020 20:00,2.2,430.5,760.4,-1.1,9,Wind blowing from the west-northwest,9,,22,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,5.6,,,2000-2500,,,30.0,-27.5,No precipitation,12,,,,
13.02.2020 17:00,5.2,431.6,757.3,,7,Wind blowing from the west-northwest,12,,17,10%  or less  but not 0, ,,,-10.3,5.5,,,2000-2500,,,30.0,-27.9,No precipitation,6,,,,
13.02.2020 14:00,1.4,433.5,763.1,-0.9,13,Wind blowing from the north-northwest,7,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,4.1,,,,,,30.0,-24.1,No precipitation,12,,,,
13.02.2020 11:00,-3.9,434.4,767.3,,17,Wind blowing from the north-northeast,2,,7,no clouds, ,,,-10.3,4.1,,,,,,30.0,-25.4,No precipitation,6,,,,
13.02.2020 08:00,-10.2,433.5,768.2,0.6,33,Wind blowing from the north-northeast,1,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,4.1,,,,,,30.0,-23.4,No precipitation,12,,,,
13.02.2020 05:00,-6.8,432.9,761.4,,22,Wind blowing from the east-northeast,2,,19,, ,,,-16.3,4.1,,,,,,30.0,-25.0,No precipitation,6,,,,
13.02.2020 02:00,-6.1,432.9,763.2,,21,Wind blowing from the east-northeast,1,,19,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,4.1,,,2500 or more  or no clouds.,,,30.0,-24.9,No precipitation,12,,,,
12.02.2020 20:00,-1.0,431.7,767.2,-0.1,25,Wind blowing from the north-northwest,7,,19,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,4.1,,,1500-2000,,,30.0,-18.6,No precipitation,12,,,,
12.02.2020 17:00,3.0,431.8,763.6,,10,Wind blowing from the north-west,10,,16,, ,,,-16.3,3.0,,,,,,30.0,-25.7,No precipitation,6,,,,
12.02.2020 14:00,-0.2,433.2,765.1,-1.1,15,Wind blowing from the north-northwest,8,,12,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-0.2,,,1500-2000,,,30.0,-23.7,No precipitation,12,,,,
12.02.2020 11:00,-7.6,434.3,771.4,,19,Wind blowing from the north,1,,4,40%., ,,,-16.3,-1.5,,,1500-2000,,,30.0,-27.3,No precipitation,6,,,,
12.02.2020 08:00,-13.0,433.2,773.7,0.5,26,Wind blowing from the south-east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-1.5,,,,,,30.0,-28.5,No precipitation,12,,,,
12.02.2020 05:00,-12.2,432.7,769.3,,31,Wind blowing from the south-east,1,,11,, ,,,-20.4,-1.5,,,,,,30.0,-25.9,No precipitation,6,,,,
12.02.2020 02:00,-7.7,432.9,767.4,,30,Wind blowing from the north-northwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.5,,,2500 or more  or no clouds.,,,30.0,-22.3,No precipitation,12,,,,
11.02.2020 20:00,-5.7,432.0,777.4,-0.1,26,Wind blowing from the north-northwest,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-1.5,,,2500 or more  or no clouds.,,,30.0,-22.2,No precipitation,12,,,,
11.02.2020 17:00,-2.3,432.1,773.2,,8,Wind blowing from the north-northwest,5,,11,70 – 80%., ,,,-20.4,-1.8,,,1500-2000,,,30.0,-32.2,No precipitation,6,,,,
11.02.2020 14:00,-4.0,433.4,774.3,0.0,8,Wind blowing from the north-northwest,7,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.4,-2.5,,,1500-2000,,,30.0,-33.5,No precipitation,12,,,,
11.02.2020 11:00,-9.3,433.4,774.7,,16,Calm  no wind,0,,,10%  or less  but not 0, ,,,-20.4,-2.5,,,1500-2000,,,30.0,-30.5,No precipitation,6,,,,
11.02.2020 08:00,-20.1,431.8,778.3,1.0,44,Wind blowing from the east-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-2.5,,,2500 or more  or no clouds.,,,30.0,-29.2,No precipitation,12,,,,
11.02.2020 05:00,-18.3,430.8,771.7,,33,Calm  no wind,0,,,, ,,,-22.3,-2.5,,,,,,30.0,-30.6,No precipitation,6,,,,
11.02.2020 02:00,-15.1,430.7,771.0,,21,Wind blowing from the east,1,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-2.5,,,2500 or more  or no clouds.,,,30.0,-32.6,No precipitation,12,,,,
10.02.2020 20:00,-7.3,429.6,776.1,-0.2,16,Wind blowing from the north-northwest,3,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-2.5,,,,,,30.0,-28.9,No precipitation,12,,,,
10.02.2020 17:00,-3.2,429.8,770.5,,6,Wind blowing from the north-northwest,5,,12,, ,,,-22.3,-3.1,,,,,,30.0,-35.8,No precipitation,6,,,,
10.02.2020 14:00,-5.9,431.2,772.0,-0.8,13,Wind blowing from the north,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.3,-5.8,,,2500 or more  or no clouds.,,,30.0,-29.9,No precipitation,12,,,,
10.02.2020 11:00,-13.3,432.0,778.1,,17,Wind blowing from the east-southeast,0,,9,, ,,,-22.3,-8.6,,,,,,30.0,-33.2,No precipitation,6,,,,
10.02.2020 08:00,-22.1,431.1,782.5,0.1,44,Wind blowing from the north,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-8.6,,,2500 or more  or no clouds.,,,30.0,-31.1,No precipitation,12,,,,
10.02.2020 05:00,-19.1,431.0,777.4,,30,Wind blowing from the east,1,,12,, ,,,-19.3,-8.6,,,,,,30.0,-32.4,No precipitation,6,,,,
10.02.2020 02:00,-15.2,431.7,777.7,,25,Wind blowing from the north-northeast,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-8.6,,,2500 or more  or no clouds.,,,30.0,-30.8,No precipitation,12,,,,
09.02.2020 20:00,-11.6,431.4,778.6,0.3,19,Wind blowing from the west,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-8.6,,,,,,30.0,-30.6,Trace of precipitation,12,,,,
09.02.2020 17:00,-9.0,431.1,774.1,,16,Wind blowing from the north-northwest,6,,12,20–30%., ,,,-17.7,-6.1,,,1500-2000,,,30.0,-30.3,No precipitation,6,,,,
09.02.2020 14:00,-11.8,432.3,777.3,0.0,46,Wind blowing from the north-northwest,7,,12,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-6.1,,,2500 or more  or no clouds.,,,30.0,-21.1,Trace of precipitation,12,,,,
09.02.2020 11:00,-14.7,432.3,778.7,,49,Wind blowing from the north-northwest,7,,10,20–30%., ,,,-17.7,,,,1500-2000,,,30.0,-23.1,No precipitation,6,,,,
09.02.2020 08:00,-17.0,430.8,776.2,0.4,69,Wind blowing from the north-west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-6.1,,,,,,30.0,-21.3,No precipitation,12,,,,
09.02.2020 05:00,-14.8,430.4,770.8,,53,Wind blowing from the north-west,3,,13,, ,,,-17.9,-6.1,,,,,,30.0,-22.3,No precipitation,6,,,,
09.02.2020 02:00,-13.4,430.4,770.8,,50,Wind blowing from the north,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-6.1,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,12,,,,
08.02.2020 20:00,-10.0,428.6,770.8,0.9,24,Wind blowing from the north-northeast,4,,14,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-6.1,,,2000-2500,,,30.0,-26.8,No precipitation,12,,,,
08.02.2020 17:00,-6.6,427.7,765.4,,7,Wind blowing from the north-west,6,,14,20–30%., ,,,-17.9,-5.8,,,2000-2500,,,30.0,-36.8,No precipitation,6,,,,
08.02.2020 14:00,-8.0,428.6,766.3,-0.4,8,Wind blowing from the north,6,,11,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.9,-4.3,,,2000-2500,,,30.0,-36.6,No precipitation,12,,,,
08.02.2020 11:00,-11.1,429.0,767.8,,13,Wind blowing from the east,1,,6,no clouds, ,,,-17.9,-4.3,,,,,,30.0,-34.2,No precipitation,6,,,,
08.02.2020 08:00,-15.3,427.7,768.1,0.6,20,Wind blowing from the south-southeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-4.3,,,,,,30.0,-33.2,No precipitation,12,,,,
08.02.2020 05:00,-14.2,427.1,763.9,,17,Wind blowing from the east,2,,11,, ,,,-20.0,-4.3,,,,,,30.0,-34.0,No precipitation,6,,,,
08.02.2020 02:00,-11.9,427.3,761.8,,16,Wind blowing from the east-southeast,1,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-4.3,,,2500 or more  or no clouds.,,,30.0,-32.7,No precipitation,12,,,,
07.02.2020 20:00,-8.8,426.6,767.4,0.0,25,Wind blowing from the west,4,,20,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-4.3,,,1500-2000,,,30.0,-25.3,No precipitation,12,,,,
07.02.2020 17:00,-6.1,426.6,764.4,,10,Wind blowing from the north-northwest,7,,20,100%., ,,,-20.0,-2.5,,,1500-2000,,,30.0,-32.8,No precipitation,6,,,,
07.02.2020 14:00,-5.2,427.6,763.3,-1.0,7,Wind blowing from the west-northwest,11,,20,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-2.5,,,1500-2000,,,30.0,-35.8,No precipitation,12,,,,
07.02.2020 11:00,-12.8,428.6,769.4,,19,Wind blowing from the north-northwest,1,,7,, ,,,-20.0,,,,,,,19.0,-31.7,No precipitation,6,,,,
07.02.2020 08:00,-16.7,427.7,768.6,0.8,23,Wind blowing from the east-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-2.5,,,2500 or more  or no clouds.,,,30.0,-33.0,No precipitation,12,,,,
07.02.2020 05:00,-15.9,426.9,762.4,,24,Wind blowing from the east-northeast,1,,12,, ,,,-22.2,-2.5,,,,,,30.0,-31.9,No precipitation,6,,,,
07.02.2020 02:00,-13.2,427.2,761.9,,20,Wind blowing from the north,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.5,,,2500 or more  or no clouds.,,,30.0,-31.5,No precipitation,12,,,,
06.02.2020 20:00,-7.9,425.1,767.3,0.6,28,Wind blowing from the west-northwest,2,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-2.5,,,1500-2000,,,30.0,-23.2,No precipitation,12,,,,
06.02.2020 17:00,-2.7,424.5,760.9,,8,Wind blowing from the north,3,,7,60%., ,,,-22.2,-2.5,,,1500-2000,,,30.0,-32.5,No precipitation,6,,,,
06.02.2020 14:00,-4.4,426.4,764.3,-2.0,6,Wind blowing from the south,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.2,-4.2,,,1500-2000,,,30.0,-36.7,No precipitation,12,,,,
06.02.2020 11:00,-14.8,428.4,773.5,,28,Wind blowing from the south,2,,4,10%  or less  but not 0, ,,,-22.2,-8.3,,,1500-2000,,,30.0,-29.3,No precipitation,6,,,,
06.02.2020 08:00,-20.9,428.1,776.5,-0.7,51,Wind blowing from the south,1,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-8.3,,,1500-2000,,,30.0,-28.4,No precipitation,12,,,,
06.02.2020 05:00,-19.7,428.8,774.6,,52,Wind blowing from the west-northwest,1,,15,, ,,,-20.0,-8.3,,,,,,30.0,-27.1,No precipitation,6,,,,
06.02.2020 02:00,-17.8,429.4,774.3,,47,Wind blowing from the south-east,1,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-8.3,,,2500 or more  or no clouds.,,,30.0,-26.4,No precipitation,12,,,,
05.02.2020 20:00,-12.1,427.8,770.2,1.2,32,Wind blowing from the north-northwest,5,,17,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-7.1,,,2500 or more  or no clouds.,,,30.0,-25.4,No precipitation,12,,,,
05.02.2020 17:00,-9.7,426.6,766.2,,18,Wind blowing from the north-northwest,8,,17,, ,,,-15.4,-2.1,,,,,,30.0,-29.6,No precipitation,6,,,,
05.02.2020 14:00,-9.9,426.9,764.6,-0.3,20,Wind blowing from the north-northwest,6,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,,,,2500 or more  or no clouds.,,,30.0,-28.7,No precipitation,12,,,,
05.02.2020 11:00,-12.3,427.2,766.0,,17,Calm  no wind,0,,,, ,,,-15.4,,,,,,,30.0,-32.4,No precipitation,6,,,,
05.02.2020 08:00,-14.2,426.3,763.4,0.0,17,Wind blowing from the east-northeast,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-2.1,,,2500 or more  or no clouds.,,,30.0,-34.0,No precipitation,12,,,,
05.02.2020 05:00,-14.3,426.3,760.1,,16,Wind blowing from the north-northeast,1,,14,, ,,,-23.3,-2.1,,,,,,30.0,-34.7,No precipitation,6,,,,
05.02.2020 02:00,-11.5,426.9,761.5,,13,Wind blowing from the north-northwest,4,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.1,,,2500 or more  or no clouds.,,,30.0,-34.5,No precipitation,12,,,,
04.02.2020 20:00,-7.2,425.8,769.4,0.0,23,Wind blowing from the west,3,,14,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-2.1,,,1500-2000,,,30.0,-24.8,No precipitation,12,,,,
04.02.2020 17:00,-2.9,425.8,763.9,,7,Wind blowing from the north-northwest,7,,13,no clouds, ,,,-23.3,-2.8,,,,,,30.0,-34.0,No precipitation,6,,,,
04.02.2020 14:00,-6.1,428.6,769.7,-1.3,7,Wind blowing from the north-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-5.4,,,,,,30.0,-36.5,No precipitation,12,,,,
04.02.2020 11:00,-14.8,429.9,776.5,,20,Wind blowing from the north-east,1,,6,no clouds, ,,,-23.3,-5.4,,,,,,30.0,-32.8,No precipitation,6,,,,
04.02.2020 08:00,-22.5,429.0,777.6,0.0,37,Wind blowing from the east-northeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-5.4,,,,,,30.0,-33.2,No precipitation,12,,,,
