Local time in Hotan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 11:00,1.2,652.8,772.9,,33,Wind blowing from the north-northwest,1,,7,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,,,,,,,2.8,-13.3,No precipitation,6,,,,
19.02.2020 08:00,1.1,649.8,769.0,1.6,29,Wind blowing from the south,3,,7,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,6.0,,,2500 or more  or no clouds.,,,4.7,-15.0,No precipitation,12,,,,
19.02.2020 05:00,0.7,648.2,767.0,,35,Wind blowing from the north,1,,7,,Haze. ,,,-3.6,6.0,,,,,,5.0,-13.0,No precipitation,6,,,,
19.02.2020 02:00,1.9,647.6,766.5,,27,Wind blowing from the east-southeast,1,,12,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,6.0,,,2500 or more  or no clouds.,,,5.0,-15.1,No precipitation,12,,,,
18.02.2020 23:00,2.8,646.6,766.4,,25,Wind blowing from the east-northeast,1,,12,,Haze. ,,,-3.6,6.0,,,,,,4.5,-15.3,No precipitation,6,,,,
18.02.2020 20:00,4.6,645.4,764.5,-0.9,21,Wind blowing from the north-west,2,,12,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,6.7,,,2500 or more  or no clouds.,,,4.0,-15.9,No precipitation,12,,,,
18.02.2020 17:00,5.3,646.3,765.3,,22,Wind blowing from the west-northwest,3,,12,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,8.7,,,,,,3.8,-14.7,No precipitation,6,,,,
18.02.2020 14:00,3.1,648.4,768.1,,26,Wind blowing from the west-northwest,6,,12,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,8.7,,,2500 or more  or no clouds.,,,3.7,-14.6,No precipitation,12,,,,
18.02.2020 11:00,-2.4,649.7,770.2,,37,Wind blowing from the west,5,,10,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,8.7,,,,,,3.5,-15.4,No precipitation,6,,,,
18.02.2020 08:00,-2.6,649.6,769.0,-1.4,35,Wind blowing from the west,4,,7,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,8.7,,,2500 or more  or no clouds.,,,4.0,-16.0,No precipitation,12,,,,
18.02.2020 05:00,-1.5,651.0,770.1,,36,Wind blowing from the west,3,,10,,Haze. ,,,-3.9,8.7,,,,,,3.4,-14.6,No precipitation,6,,,,
18.02.2020 02:00,-0.5,652.3,772.2,-0.7,30,Wind blowing from the west-northwest,1,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,8.7,,,2500 or more  or no clouds.,,,3.8,-16.0,No precipitation,12,,,,
17.02.2020 23:00,2.4,653.0,773.8,,24,Wind blowing from the east-southeast,1,,10,,Haze. ,,,-3.9,8.7,,,,,,3.0,-16.1,No precipitation,6,,,,
17.02.2020 20:00,6.7,653.0,773.2,,16,Wind blowing from the north-east,3,,10,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,8.7,,,2500 or more  or no clouds.,,,3.7,-17.4,No precipitation,12,,,,
17.02.2020 17:00,8.3,653.1,772.6,,15,Wind blowing from the east-northeast,4,,9,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,8.3,,,,,,4.2,-16.8,No precipitation,6,,,,
17.02.2020 14:00,4.8,655.2,775.3,-0.3,24,Wind blowing from the north,3,,6,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,5.8,,,2500 or more  or no clouds.,,,3.1,-14.1,No precipitation,12,,,,
17.02.2020 11:00,-1.1,655.5,776.6,,39,Wind blowing from the north-northwest,2,,7,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,5.8,,,,,,1.7,-13.3,No precipitation,6,,,,
17.02.2020 08:00,-2.9,654.7,775.8,0.0,41,Wind blowing from the north,2,,8,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,5.8,,,2500 or more  or no clouds.,,,2.8,-14.3,No precipitation,12,,,,
17.02.2020 05:00,-1.5,654.7,775.2,,34,Wind blowing from the north-northwest,2,,8,,Haze. ,,,-3.3,5.8,,,,,,3.1,-15.3,No precipitation,6,,,,
17.02.2020 02:00,0.9,655.2,775.8,-0.1,26,Wind blowing from the east,2,,9,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,5.8,,,2500 or more  or no clouds.,,,3.0,-16.4,No precipitation,12,,,,
16.02.2020 23:00,2.9,655.3,776.5,,19,Wind blowing from the south-east,4,,10,,Haze. ,,,-3.3,5.8,,,,,,3.2,-18.5,No precipitation,6,,,,
16.02.2020 20:00,4.1,654.7,775.9,,19,Wind blowing from the east-southeast,4,,10,40%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,5.8,,,2500 or more  or no clouds.,,,3.2,-17.5,No precipitation,12,,,,
16.02.2020 17:00,5.4,654.6,775.0,,16,Wind blowing from the west-southwest,4,,10,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,5.6,,,,,,3.2,-18.4,No precipitation,6,,,,
16.02.2020 14:00,2.8,655.2,776.0,1.5,20,Wind blowing from the north-west,4,,10,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,4.2,,,2500 or more  or no clouds.,,,2.2,-18.0,No precipitation,12,,,,
16.02.2020 11:00,-1.9,653.7,775.0,,27,Wind blowing from the west,4,,9,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,4.2,,,,,,2.0,-18.4,No precipitation,6,,,,
16.02.2020 08:00,-3.3,652.1,773.2,0.5,34,Wind blowing from the west-northwest,1,,9,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,4.2,,,2500 or more  or no clouds.,,,2.0,-16.9,No precipitation,12,,,,
16.02.2020 05:00,-1.1,651.6,771.7,,25,Wind blowing from the south,1,,12,,Haze. ,,,-4.0,4.2,,,,,,2.2,-18.6,No precipitation,6,,,,
16.02.2020 02:00,0.0,652.2,772.9,-0.9,23,Wind blowing from the east,3,,12,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,4.2,,,2500 or more  or no clouds.,,,1.8,-18.7,No precipitation,12,,,,
15.02.2020 23:00,1.2,653.1,774.7,,23,Wind blowing from the north-northeast,0,,12,,Haze. ,,,-4.0,4.2,,,,,,2.5,-17.7,No precipitation,6,,,,
15.02.2020 20:00,2.8,652.4,773.6,,18,Wind blowing from the north-northeast,2,,12,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,7.2,,,2500 or more  or no clouds.,,,2.2,-19.2,No precipitation,12,,,,
15.02.2020 17:00,3.8,652.0,772.6,,15,Wind blowing from the north,4,,9,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,8.9,,,,,,2.2,-20.5,No precipitation,6,,,,
15.02.2020 14:00,0.8,654.2,775.2,-0.8,22,Wind blowing from the north,4,,8,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,8.9,,,2500 or more  or no clouds.,,,1.5,-18.5,No precipitation,12,,,,
15.02.2020 11:00,-3.6,655.0,776.5,,34,Wind blowing from the north,2,,13,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,8.9,,,,,,1.3,-17.2,No precipitation,6,,,,
15.02.2020 08:00,-3.8,654.8,775.4,-0.2,23,Wind blowing from the south-southeast,1,,13,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,8.9,,,2500 or more  or no clouds.,,,1.3,-21.9,No precipitation,12,,,,
15.02.2020 05:00,-2.2,655.0,775.0,,23,Wind blowing from the north,2,,13,,Haze. ,,,-2.2,8.9,,,,,,1.4,-20.6,No precipitation,6,,,,
15.02.2020 02:00,0.5,654.5,774.4,-0.2,21,Wind blowing from the east,5,,13,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,8.9,,,2500 or more  or no clouds.,,,1.8,-19.3,No precipitation,12,,,,
14.02.2020 23:00,3.3,654.7,774.7,,25,Wind blowing from the east,5,,11,,Haze. ,,,-0.3,8.9,,,,,,1.7,-14.9,No precipitation,6,,,,
14.02.2020 20:00,7.2,654.2,773.7,0.6,20,Wind blowing from the east,5,,10,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,9.9,,,2500 or more  or no clouds.,,,4.8,-14.3,No precipitation,12,,,,
14.02.2020 17:00,8.7,653.6,772.3,,17,Wind blowing from the north-northeast,4,,11,90  or more  but not 100%, ,,,-0.3,11.6,,,,,,8.0,-15.0,No precipitation,6,,,,
14.02.2020 14:00,5.6,654.0,773.1,1.2,22,Wind blowing from the north-northeast,3,,11,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,11.6,,,2500 or more  or no clouds.,,,5.0,-14.5,No precipitation,12,,,,
14.02.2020 11:00,2.6,652.8,771.7,,24,Wind blowing from the south-west,3,,,90  or more  but not 100%, ,,,-0.3,11.6,,,,,,9.0,-15.9,No precipitation,6,,,,
14.02.2020 08:00,0.7,650.2,768.2,1.0,26,Wind blowing from the north,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,11.6,,,2500 or more  or no clouds.,,,10.0,-16.6,No precipitation,12,,,,
14.02.2020 05:00,1.8,649.2,766.6,,23,Wind blowing from the west,2,,10,,Haze. ,,,-0.3,11.6,,,,,,7.0,-17.1,No precipitation,6,,,,
14.02.2020 02:00,3.5,649.0,766.5,,24,Wind blowing from the north-west,2,,13,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,11.6,,,2500 or more  or no clouds.,,,5.0,-15.2,No precipitation,12,,,,
13.02.2020 23:00,6.2,647.6,765.6,,19,Wind blowing from the east-northeast,2,,13,,Haze. ,,,-0.3,11.6,,,,,,5.0,-15.7,No precipitation,6,,,,
13.02.2020 20:00,10.0,645.7,762.7,0.5,11,Wind blowing from the west,3,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,11.6,,,2500 or more  or no clouds.,,,12.0,-19.1,No precipitation,12,,,,
13.02.2020 17:00,11.2,645.2,761.7,,10,Wind blowing from the north-northwest,6,,,90  or more  but not 100%, ,,,-0.3,12.2,,,,,,15.0,-19.3,No precipitation,6,,,,
13.02.2020 14:00,8.7,645.4,762.5,0.5,16,Wind blowing from the north-west,6,,16,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,12.7,,,2500 or more  or no clouds.,,,12.0,-15.7,No precipitation,12,,,,
13.02.2020 11:00,3.0,644.9,762.5,,24,Wind blowing from the west,2,,16,20–30%., ,,,-0.3,,,,2500 or more  or no clouds.,,,7.0,-15.6,No precipitation,6,,,,
13.02.2020 08:00,2.3,644.3,760.9,0.1,24,Wind blowing from the west-southwest,4,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,12.7,,,2500 or more  or no clouds.,,,17.0,-16.2,No precipitation,12,,,,
13.02.2020 05:00,2.5,644.2,760.4,,23,Wind blowing from the west,6,,14,, ,,,-1.1,12.7,,,,,,12.0,-16.5,No precipitation,6,,,,
13.02.2020 02:00,2.5,644.0,760.6,,27,Wind blowing from the north,1,,10,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,12.7,,,2500 or more  or no clouds.,,,6.0,-14.6,No precipitation,12,,,,
12.02.2020 23:00,5.6,644.9,761.8,,22,Wind blowing from the south-southeast,1,,10,,Haze. ,,,-1.1,12.7,,,,,,4.4,-14.5,No precipitation,6,,,,
12.02.2020 20:00,10.0,644.4,761.5,0.8,13,Wind blowing from the west,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,12.7,,,2500 or more  or no clouds.,,,6.0,-17.2,No precipitation,12,,,,
12.02.2020 17:00,11.9,643.6,760.1,,11,Wind blowing from the north-northwest,3,,10,90  or more  but not 100%, ,,,-1.1,12.7,,,,,,22.0,-17.7,No precipitation,6,,,,
12.02.2020 14:00,9.8,643.6,760.0,,14,Wind blowing from the north-east,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,11.7,,,2500 or more  or no clouds.,,,13.0,-16.4,No precipitation,12,,,,
12.02.2020 11:00,5.8,644.2,761.3,,19,Wind blowing from the south-southeast,3,,7,20–30%., ,,,-1.1,11.7,,,2500 or more  or no clouds.,,,7.0,-16.1,No precipitation,6,,,,
12.02.2020 08:00,0.1,644.8,762.1,0.3,30,Wind blowing from the south,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,11.7,,,2500 or more  or no clouds.,,,15.0,-15.4,No precipitation,12,,,,
12.02.2020 05:00,0.6,644.5,761.4,,29,Wind blowing from the west,1,,8,, ,,,-1.5,11.7,,,,,,15.0,-15.4,No precipitation,6,,,,
12.02.2020 02:00,3.0,644.5,761.5,,23,Wind blowing from the west-southwest,2,,9,, ,,,-1.7,11.7,,,,,,14.0,-16.1,No precipitation,6,,,,
11.02.2020 23:00,4.0,643.9,762.0,,23,Wind blowing from the south-southwest,2,,,,Haze. ,,,-1.7,11.7,,,,,,5.0,-15.3,No precipitation,6,,,,
11.02.2020 20:00,9.4,643.4,760.8,-0.5,13,Wind blowing from the east-northeast,1,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,11.7,,,2500 or more  or no clouds.,,,17.0,-17.6,No precipitation,12,,,,
11.02.2020 17:00,10.7,643.9,761.2,,12,Wind blowing from the east,4,,13,90  or more  but not 100%, ,,,-1.7,11.3,,,,,,21.0,-17.6,No precipitation,6,,,,
11.02.2020 14:00,7.4,644.9,762.7,,17,Wind blowing from the north-west,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,11.3,,,2500 or more  or no clouds.,,,11.0,-16.1,No precipitation,12,,,,
11.02.2020 11:00,1.3,644.8,762.9,,24,Wind blowing from the west,3,,,20–30%., ,,,-1.7,11.3,,,2500 or more  or no clouds.,,,11.0,-17.1,No precipitation,6,,,,
11.02.2020 08:00,-1.1,644.4,762.0,-0.2,29,Wind blowing from the west,4,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,11.3,,,2500 or more  or no clouds.,,,19.0,-16.9,No precipitation,12,,,,
11.02.2020 05:00,-1.4,644.6,762.1,,30,Wind blowing from the west,7,,12,, ,,,-3.8,11.3,,,,,,16.0,-16.7,No precipitation,6,,,,
11.02.2020 02:00,0.5,642.4,759.8,-1.1,27,Wind blowing from the north-northwest,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,11.3,,,2500 or more  or no clouds.,,,9.0,-16.3,No precipitation,12,,,,
10.02.2020 23:00,5.2,643.5,761.2,,17,Wind blowing from the south-east,4,,12,, ,,,-3.8,11.3,,,,,,14.0,-17.9,No precipitation,6,,,,
10.02.2020 20:00,9.1,643.6,761.5,-0.3,13,Wind blowing from the east,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,11.3,,,,,,14.0,-17.9,No precipitation,12,,,,
10.02.2020 17:00,10.4,643.9,761.2,,13,Wind blowing from the east,5,,12,no clouds, ,,,-3.8,10.5,,,,,,22.0,-16.9,No precipitation,6,,,,
10.02.2020 14:00,6.7,645.7,763.8,-0.7,16,Wind blowing from the east,6,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,8.6,,,2500 or more  or no clouds.,,,20.0,-17.4,No precipitation,12,,,,
10.02.2020 11:00,1.9,646.4,765.1,,28,Wind blowing from the south-southwest,1,,6,50%., ,,,-3.8,8.6,,,2500 or more  or no clouds.,,,8.0,-14.7,No precipitation,6,,,,
10.02.2020 08:00,-3.4,646.0,765.3,-0.2,39,Wind blowing from the south-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,8.6,,,,,,17.0,-15.4,No precipitation,12,,,,
10.02.2020 05:00,-1.0,646.2,764.4,,32,Wind blowing from the south-southwest,3,,12,, ,,,-2.8,8.6,,,,,,18.0,-15.6,No precipitation,6,,,,
10.02.2020 02:00,0.1,646.8,765.5,-0.1,27,Wind blowing from the south-west,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,8.6,,,2500 or more  or no clouds.,,,10.0,-16.7,No precipitation,12,,,,
09.02.2020 23:00,3.0,646.9,766.3,,22,Wind blowing from the south-east,4,,12,, ,,,-2.8,8.6,,,,,,12.0,-16.7,No precipitation,6,,,,
09.02.2020 20:00,5.8,647.7,766.9,-0.3,17,Wind blowing from the east-northeast,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,8.6,,,,,,13.0,-17.4,No precipitation,12,,,,
09.02.2020 17:00,7.8,648.0,766.6,,16,Wind blowing from the north-east,4,,12,no clouds, ,,,-2.8,9.1,,,,,,20.0,-16.5,No precipitation,6,,,,
09.02.2020 14:00,4.9,649.6,769.0,-1.7,21,Wind blowing from the north-northwest,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.8,9.3,,,,,,16.0,-15.6,No precipitation,12,,,,
09.02.2020 11:00,-0.8,651.3,772.0,,31,Wind blowing from the west,6,,11,no clouds, ,,,-2.8,,,,,,,11.0,-15.8,No precipitation,6,,,,
09.02.2020 08:00,-1.8,651.2,770.7,,33,Wind blowing from the west-southwest,3,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,9.3,,,2500 or more  or no clouds.,,,12.0,-16.0,No precipitation,12,,,,
09.02.2020 05:00,-1.3,652.0,771.2,,31,Wind blowing from the west,4,,12,, ,,,-4.9,9.3,,,,,,18.0,-16.3,No precipitation,6,,,,
09.02.2020 02:00,-0.1,652.8,772.3,-1.0,30,Wind blowing from the west,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,9.3,,,2500 or more  or no clouds.,,,9.0,-15.6,No precipitation,12,,,,
08.02.2020 23:00,1.0,653.8,774.9,,29,Wind blowing from the west-northwest,2,,12,,Haze. ,,,-4.9,9.3,,,,,,4.8,-15.0,No precipitation,6,,,,
08.02.2020 20:00,7.2,653.4,773.5,,17,Wind blowing from the east,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,9.3,,,,,,14.0,-16.2,No precipitation,12,,,,
08.02.2020 17:00,8.7,654.3,773.7,,16,Wind blowing from the east,5,,11,no clouds, ,,,-4.9,9.3,,,,,,20.0,-15.7,No precipitation,6,,,,
08.02.2020 14:00,6.5,656.1,776.3,-0.4,20,Wind blowing from the east-northeast,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.9,9.1,,,,,,17.0,-14.9,No precipitation,12,,,,
08.02.2020 11:00,-0.6,656.5,777.7,,40,Wind blowing from the north-east,1,,8,no clouds, ,,,-4.9,9.1,,,,,,1.4,-12.8,No precipitation,6,,,,
08.02.2020 08:00,-2.7,655.8,776.5,,40,Wind blowing from the south-southwest,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,9.1,,,2500 or more  or no clouds.,,,21.0,-14.7,No precipitation,12,,,,
08.02.2020 05:00,-0.6,655.5,775.0,,32,Wind blowing from the south-west,4,,10,, ,,,-3.9,9.1,,,,,,19.0,-15.3,No precipitation,6,,,,
08.02.2020 02:00,-0.6,655.0,775.3,0.0,33,Wind blowing from the west-northwest,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,9.1,,,2500 or more  or no clouds.,,,8.0,-14.9,No precipitation,12,,,,
07.02.2020 23:00,3.1,655.0,775.6,,24,Wind blowing from the south-east,3,,10,, ,,,-3.9,9.1,,,,,,11.0,-15.5,No precipitation,6,,,,
07.02.2020 20:00,6.5,653.9,774.4,,19,Wind blowing from the east,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,9.1,,,,,,11.0,-15.5,No precipitation,12,,,,
07.02.2020 17:00,9.0,653.5,773.3,,18,Wind blowing from the north-northeast,3,,9,no clouds, ,,,-3.9,9.1,,,,,,18.0,-14.1,No precipitation,6,,,,
07.02.2020 14:00,5.8,654.1,773.8,0.5,23,Wind blowing from the north-northeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,7.9,,,,,,8.0,-13.7,No precipitation,12,,,,
07.02.2020 11:00,0.0,653.6,774.2,,32,Wind blowing from the west-southwest,3,,6,70 – 80%., ,,,-3.9,7.9,,,2500 or more  or no clouds.,,,10.0,-14.7,No precipitation,6,,,,
07.02.2020 08:00,-3.0,652.0,772.3,0.9,41,Wind blowing from the west,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,7.9,,,2500 or more  or no clouds.,,,13.0,-14.4,No precipitation,12,,,,
07.02.2020 05:00,-3.5,651.1,770.8,,49,Wind blowing from the west-northwest,1,,7,,Haze. ,,,-3.6,7.9,,,,,,6.0,-12.7,No precipitation,6,,,,
07.02.2020 02:00,1.1,650.5,769.6,0.5,31,Wind blowing from the south-east,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,7.9,,,2500 or more  or no clouds.,,,15.0,-14.1,No precipitation,12,,,,
06.02.2020 23:00,2.5,650.0,770.0,,29,Wind blowing from the east-southeast,2,,8,, ,,,-2.9,7.9,,,,,,8.0,-13.7,No precipitation,6,,,,
06.02.2020 20:00,5.9,649.0,768.4,,22,Wind blowing from the north-east,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,7.9,,,2500 or more  or no clouds.,,,15.0,-14.2,No precipitation,12,,,,
