Local time in Shaowu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 11:00,9.0,754.6,775.0,,43,Wind blowing from the west,2,,3,no clouds, ,,,-2.0,13.1,,,,,,20.0,-2.9,No precipitation,6,,,,
18.02.2020 08:00,-0.4,755.4,776.0,1.1,91,Wind blowing from the west-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,13.1,,,,,,3.3,-1.7,No precipitation,12,,,,
18.02.2020 05:00,-1.5,754.3,774.7,,93,Wind blowing from the south-west,1,,7,, ,,,-1.6,13.1,,,,,,11.0,-2.5,No precipitation,6,,,,
18.02.2020 02:00,-0.5,754.9,775.4,0.3,90,Wind blowing from the south,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,13.1,,,2500 or more  or no clouds.,,,11.0,-1.9,No precipitation,12,,,,
17.02.2020 23:00,1.6,754.6,775.2,,76,Wind blowing from the south-southwest,1,,8,, ,,,-1.4,13.1,,,,,,21.0,-2.2,No precipitation,6,,,,
17.02.2020 20:00,7.5,753.8,774.4,,38,Wind blowing from the west-northwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,13.1,,,,,,30.0,-5.9,No precipitation,12,,,,
17.02.2020 17:00,12.2,752.7,773.1,,26,Wind blowing from the north-west,3,,8,no clouds, ,,,-1.4,13.1,,,,,,30.0,-6.7,No precipitation,6,,,,
17.02.2020 14:00,11.9,752.7,773.1,-2.8,22,Wind blowing from the north-west,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,12.2,,,,,,30.0,-9.1,No precipitation,12,,,,
17.02.2020 11:00,7.1,755.5,776.1,,47,Wind blowing from the north-northwest,1,,3,no clouds, ,,,-1.4,8.1,,,,,,19.0,-3.7,No precipitation,6,,,,
17.02.2020 08:00,0.3,755.5,776.2,,91,Wind blowing from the south,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,8.1,,,600-1000,,,3.3,-1.0,No precipitation,12,,,,
17.02.2020 05:00,-0.7,753.6,774.2,,93,Wind blowing from the south-west,1,,8,, ,,,-1.3,8.1,,,,,,9.0,-1.7,No precipitation,6,,,,
17.02.2020 02:00,-0.6,753.5,774.2,0.0,88,Wind blowing from the south-southwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,8.1,,,2500 or more  or no clouds.,,,13.0,-2.3,No precipitation,12,,,,
16.02.2020 23:00,1.0,753.5,774.2,,83,Wind blowing from the south-west,2,,10,, ,,,0.8,8.1,,,,,,20.0,-1.6,No precipitation,6,,,,
16.02.2020 20:00,3.7,752.7,773.3,1.8,66,Wind blowing from the west-southwest,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,8.1,,,,,,28.0,-2.1,Trace of precipitation,12,,,,
16.02.2020 17:00,7.1,750.9,771.3,,43,Wind blowing from the north-west,5,,10,no clouds, ,,,2.8,12.2,,,,,,30.0,-4.9,No precipitation,6,,,,
16.02.2020 14:00,5.5,751.5,772.0,-1.7,66,Wind blowing from the west-southwest,3,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,,,,600-1000,,,30.0,-0.5,Trace of precipitation,12,,,,
16.02.2020 11:00,2.8,753.2,773.8,,79,Wind blowing from the west,4,,9,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,,,,600-1000,,,26.0,-0.6,No precipitation,6,,,,
16.02.2020 08:00,3.2,752.2,772.6,1.5,79,Wind blowing from the west-northwest,3,,10,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,,,,600-1000,,,30.0,-0.1,0.1,12,,,,
16.02.2020 05:00,3.7,750.7,770.8,,79,Wind blowing from the west,2,,,, ,,,3.5,16.0,,,,,,30.0,0.4,0.1,6,,,,
16.02.2020 02:00,3.9,749.3,769.3,-0.1,81,Wind blowing from the west,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,16.0,,,2500 or more  or no clouds.,,,30.0,0.9,23.0,12,,,,
15.02.2020 23:00,4.5,749.4,769.4,,83,Wind blowing from the west,4,,,,Rain (not freezing) not falling as shower(s). ,,,4.5,16.0,,,,,,16.0,1.9,11.0,6,,,,
15.02.2020 20:00,6.3,746.6,766.5,6.4,83,Wind blowing from the west-northwest,5,,13,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,16.0,,,600-1000,,,30.0,3.6,36.0,12,,,,
15.02.2020 17:00,12.4,740.2,759.8,,88,Wind blowing from the west-southwest,6,,13,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,12.4,16.0,,,600-1000,,,2.9,10.5,22.0,6,,,,
15.02.2020 14:00,15.8,741.1,760.6,-2.0,93,Wind blowing from the south-east,2,,5,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,16.0,,,600-1000,,,4.1,14.7,14.0,12,,,,
15.02.2020 11:00,15.6,743.1,762.6,,94,Wind blowing from the east,2,,,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,15.8,,,600-1000,,,4.8,14.6,3.0,6,,,,
15.02.2020 08:00,15.4,743.4,762.9,-0.7,91,Wind blowing from the east-southeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.1,15.8,,,600-1000,,,21.0,13.9,0.1,12,,,,
15.02.2020 05:00,14.5,744.1,763.6,,96,Wind blowing from the south-southwest,1,,2,,Mist. ,,,13.8,15.8,,,,,,5.0,13.9,No precipitation,6,,,,
15.02.2020 02:00,14.2,743.9,763.4,-0.8,96,Wind blowing from the north-west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,15.8,,,2500 or more  or no clouds.,,,5.0,13.6,0.3,12,,,,
14.02.2020 23:00,14.3,744.7,764.3,,96,Wind blowing from the west,1,,4,, ,,,13.8,15.8,,,,,,8.0,13.7,No precipitation,6,,,,
14.02.2020 20:00,14.8,743.8,763.3,1.5,95,Wind blowing from the south-southwest,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,15.8,,,1000-1500,,,8.0,14.0,1.0,12,,,,
14.02.2020 17:00,15.5,742.3,761.8,,90,Wind blowing from the south-southeast,2,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,17.3,,,600-1000,,,18.0,13.9,0.8,6,,,,
14.02.2020 14:00,15.8,741.8,761.3,-1.5,89,Wind blowing from the north-east,0,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,17.3,,,1000-1500,,,16.0,14.0,0.7,12,,,,
14.02.2020 11:00,15.2,743.3,762.9,,91,Wind blowing from the east-southeast,2,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,,,,600-1000,,,6.0,13.7,0.2,6,,,,
14.02.2020 08:00,14.1,742.8,762.4,0.9,96,Wind blowing from the south-east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,9.0,13.5,No precipitation,12,,,,
14.02.2020 05:00,13.9,741.9,761.3,,96,Wind blowing from the north,1,,2,,Mist. ,,,13.4,17.3,,,,,,4.2,13.3,No precipitation,6,,,,
14.02.2020 02:00,14.0,742.8,762.3,,97,Wind blowing from the north,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,17.3,,,2500 or more  or no clouds.,,,3.0,13.5,No precipitation,12,,,,
13.02.2020 23:00,14.0,742.9,762.4,,97,Wind blowing from the west-southwest,1,,4,,Mist. ,,,13.4,17.3,,,,,,2.8,13.5,No precipitation,6,,,,
13.02.2020 20:00,13.9,742.7,762.3,0.7,96,Wind blowing from the south-east,1,,4,70 – 80%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,17.3,,,1000-1500,,,3.0,13.3,11.0,12,,,,
13.02.2020 17:00,17.3,742.0,761.5,,88,Wind blowing from the north-northeast,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,19.6,,,1000-1500,,,11.0,15.3,2.0,6,,,,
13.02.2020 14:00,16.7,742.0,761.5,,91,Wind blowing from the east,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,20.5,,,1000-1500,,,6.0,15.2,14.0,12,,,,
13.02.2020 11:00,16.3,743.8,763.3,,92,Wind blowing from the west,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,,,,1000-1500,,,13.0,15.0,11.0,6,,,,
13.02.2020 08:00,14.3,743.6,763.2,0.4,97,Wind blowing from the north-west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,,,,,600-1000,,,2.7,13.8,2.0,12,,,,
13.02.2020 05:00,14.2,743.2,762.5,,97,Wind blowing from the north,1,,2,,Mist. ,,,11.4,20.5,,,,,,3.3,13.7,No precipitation,6,,,,
13.02.2020 02:00,14.1,744.1,763.6,-0.8,97,Wind blowing from the north,0,,3,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,20.5,,,2500 or more  or no clouds.,,,3.4,13.6,No precipitation,12,,,,
12.02.2020 23:00,13.9,744.9,764.5,,97,Wind blowing from the west-northwest,1,,3,,Fog or ice fog. ,,,11.3,20.5,,,,,,3.1,13.4,No precipitation,6,,,,
12.02.2020 20:00,15.2,744.2,763.9,0.7,94,Wind blowing from the west-southwest,1,,3,20–30%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,20.5,,,1000-1500,,,5.0,14.2,3.0,12,,,,
12.02.2020 17:00,19.6,743.5,763.0,,74,Wind blowing from the south-east,1,,3,90  or more  but not 100%, ,,,11.3,20.5,,,600-1000,,,30.0,14.8,No precipitation,6,,,,
12.02.2020 14:00,17.3,744.3,763.9,-1.6,80,Wind blowing from the north,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,17.3,,,600-1000,,,23.0,13.8,13.0,12,,,,
12.02.2020 11:00,13.0,745.9,765.7,,94,Wind blowing from the north-northwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,14.6,,,600-1000,,,7.0,12.1,9.0,6,,,,
12.02.2020 08:00,11.6,745.7,765.5,1.0,97,Wind blowing from the west-northwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,,,,600-1000,,,2.2,11.1,26.0,12,,,,
12.02.2020 05:00,11.4,744.7,764.4,,96,Wind blowing from the south-southwest,0,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,11.3,14.6,,,,,,3.1,10.8,10.0,6,,,,
12.02.2020 02:00,11.3,745.6,765.4,,96,Wind blowing from the south,0,,3,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,14.6,,,,,,2.3,10.7,15.0,6,,,,
11.02.2020 23:00,11.4,746.2,765.9,,96,Wind blowing from the south-southeast,1,,3,,Rain  not freezing  intermittent  moderate at time of observation. ,,,11.3,14.6,,,,,,2.6,10.8,12.0,6,,,,
11.02.2020 20:00,11.5,745.9,765.7,0.0,93,Wind blowing from the south,0,,4,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,14.7,,,600-1000,,,2.7,10.4,3.0,12,,,,
11.02.2020 17:00,13.2,745.9,765.6,,80,Wind blowing from the west-southwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,17.3,,,1000-1500,,,8.0,9.8,No precipitation,6,,,,
11.02.2020 14:00,14.4,746.2,766.0,-2.1,68,Wind blowing from the north-northeast,2,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,18.4,,,1000-1500,,,12.0,8.6,Trace of precipitation,12,,,,
11.02.2020 11:00,14.3,748.3,768.0,,61,Wind blowing from the east-northeast,2,,,100%., ,,,11.4,18.4,,,1000-1500,,,15.0,6.9,No precipitation,6,,,,
11.02.2020 08:00,11.5,748.2,768.0,1.4,87,Wind blowing from the west,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,18.4,,,2500 or more  or no clouds.,,,15.0,9.4,Trace of precipitation,12,,,,
11.02.2020 05:00,11.6,746.8,766.5,,85,Wind blowing from the west-northwest,1,,3,, ,,,3.6,18.4,,,,,,21.0,9.2,No precipitation,6,,,,
11.02.2020 02:00,11.9,747.1,766.8,-0.4,83,Wind blowing from the south-southwest,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,18.4,,,2500 or more  or no clouds.,,,22.0,9.1,No precipitation,12,,,,
10.02.2020 23:00,12.6,747.5,767.3,,79,Wind blowing from the south,1,,5,, ,,,3.1,18.4,,,,,,24.0,9.1,No precipitation,6,,,,
10.02.2020 20:00,14.7,747.2,767.2,0.8,61,Wind blowing from the east-southeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,18.4,,,1000-1500,,,30.0,7.3,No precipitation,12,,,,
10.02.2020 17:00,17.4,746.4,766.3,,46,Wind blowing from the east,2,,,20–30%., ,,,3.1,18.4,,,2500 or more  or no clouds.,,,26.0,5.7,No precipitation,6,,,,
10.02.2020 14:00,16.5,747.2,767.2,-2.9,46,Wind blowing from the south-southeast,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,16.8,,,2500 or more  or no clouds.,,,26.0,4.9,No precipitation,12,,,,
10.02.2020 11:00,12.4,750.1,770.2,,64,Wind blowing from the north-west,1,,3,20–30%., ,,,3.1,16.8,,,2500 or more  or no clouds.,,,10.0,5.8,No precipitation,6,,,,
10.02.2020 08:00,4.9,750.6,770.8,0.8,96,Wind blowing from the south-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,16.8,,,,,,3.5,4.3,No precipitation,12,,,,
10.02.2020 05:00,3.6,749.8,769.9,,96,Wind blowing from the west-southwest,1,,6,,Mist. ,,,3.1,16.8,,,,,,3.0,3.0,No precipitation,6,,,,
10.02.2020 02:00,4.2,750.4,770.5,-0.7,94,Wind blowing from the south,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,16.8,,,2500 or more  or no clouds.,,,3.8,3.3,No precipitation,12,,,,
09.02.2020 23:00,6.1,751.1,771.3,,91,Wind blowing from the south,1,,6,, ,,,6.1,16.8,,,,,,9.0,4.7,No precipitation,6,,,,
09.02.2020 20:00,10.1,750.7,770.9,0.8,73,Wind blowing from the west-southwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,16.8,,,,,,16.0,5.5,No precipitation,12,,,,
09.02.2020 17:00,16.2,749.9,769.9,,43,Wind blowing from the west-southwest,2,,4,no clouds, ,,,6.6,16.8,,,,,,25.0,3.6,No precipitation,6,,,,
09.02.2020 14:00,15.1,750.9,770.9,-2.8,45,Wind blowing from the east,2,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,15.2,,,1000-1500,,,23.0,3.3,No precipitation,12,,,,
09.02.2020 11:00,11.3,753.7,773.8,,62,Wind blowing from the north-northwest,1,,2,90  or more  but not 100%, ,,,6.6,11.9,,,1000-1500,,,12.0,4.3,No precipitation,6,,,,
09.02.2020 08:00,7.4,753.4,773.7,,92,Wind blowing from the south-west,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,11.9,,,1500-2000,,,10.0,6.2,No precipitation,12,,,,
09.02.2020 05:00,6.8,752.8,773.0,,93,Wind blowing from the south-west,1,,3,, ,,,6.6,11.9,,,,,,9.0,5.7,No precipitation,6,,,,
09.02.2020 02:00,6.8,753.1,773.2,-0.4,92,Wind blowing from the south-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,11.9,,,2500 or more  or no clouds.,,,11.0,5.6,No precipitation,12,,,,
08.02.2020 23:00,8.7,753.5,773.7,,85,Wind blowing from the south-west,1,,4,, ,,,8.4,11.9,,,,,,17.0,6.3,No precipitation,6,,,,
08.02.2020 20:00,9.3,752.8,773.0,,82,Wind blowing from the west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,11.9,,,1500-2000,,,12.0,6.4,No precipitation,12,,,,
08.02.2020 17:00,10.1,751.6,771.7,,77,Wind blowing from the west-southwest,1,,4,100%., ,,,8.4,11.9,,,1000-1500,,,22.0,6.3,No precipitation,6,,,,
08.02.2020 14:00,11.5,751.2,771.2,-1.5,70,Wind blowing from the west-northwest,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,11.9,,,1000-1500,,,24.0,6.2,No precipitation,12,,,,
08.02.2020 11:00,10.2,752.7,772.8,,73,Wind blowing from the north-west,1,,5,100%., ,,,8.4,11.5,,,1000-1500,,,17.0,5.6,No precipitation,6,,,,
08.02.2020 08:00,8.6,752.0,772.2,0.8,81,Wind blowing from the west,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,,,,1000-1500,,,12.0,5.5,No precipitation,12,,,,
08.02.2020 05:00,8.6,751.2,771.3,,78,Wind blowing from the west,1,,6,, ,,,8.3,11.5,,,,,,19.0,5.0,No precipitation,6,,,,
08.02.2020 02:00,8.9,751.9,772.0,0.4,80,Wind blowing from the west-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,11.5,,,2500 or more  or no clouds.,,,23.0,5.6,No precipitation,12,,,,
07.02.2020 23:00,9.2,751.5,771.6,,80,Wind blowing from the north-west,2,,7,, ,,,8.1,11.5,,,,,,20.0,5.9,No precipitation,6,,,,
07.02.2020 20:00,9.2,750.9,771.1,,83,Wind blowing from the west-southwest,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,11.5,,,1000-1500,,,28.0,6.5,No precipitation,12,,,,
07.02.2020 17:00,10.3,749.8,769.9,,79,Wind blowing from the west-southwest,3,,7,100%., ,,,7.8,11.5,,,1000-1500,,,30.0,6.8,No precipitation,6,,,,
07.02.2020 14:00,11.1,749.7,769.7,-1.3,78,Wind blowing from the west-southwest,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,11.5,,,1000-1500,,,30.0,7.4,0.1,12,,,,
07.02.2020 11:00,10.4,751.0,771.1,,82,Wind blowing from the north-northwest,1,,4,100%., ,,,7.6,10.6,,,1000-1500,,,18.0,7.5,0.1,6,,,,
07.02.2020 08:00,8.7,750.2,770.4,1.6,96,Wind blowing from the west,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,8.7,,,600-1000,,,5.0,8.1,2.0,12,,,,
07.02.2020 05:00,8.3,748.6,768.7,,96,Wind blowing from the east-southeast,0,,3,, ,,,7.6,,,,,,,7.0,7.7,No precipitation,6,,,,
07.02.2020 02:00,8.2,749.0,769.2,0.0,95,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,,,,2500 or more  or no clouds.,,,9.0,7.4,16.0,12,,,,
06.02.2020 23:00,8.2,749.0,769.2,,95,Wind blowing from the west-southwest,1,,6,,Rain (not freezing) not falling as shower(s). ,,,7.6,,,,,,,7.0,7.4,9.0,6,,,,
06.02.2020 20:00,8.0,748.4,768.5,1.3,95,Wind blowing from the west-southwest,1,,7,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,7.6,,,,600-1000,,,3.4,7.2,26.0,12,,,,
06.02.2020 17:00,7.9,747.1,767.1,,92,Wind blowing from the east,1,,8,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,7.6,,,,600-1000,,,3.3,6.7,12.0,6,,,,
06.02.2020 14:00,8.0,746.9,766.9,-1.9,91,Wind blowing from the south-east,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,16.1,,,600-1000,,,5.0,6.6,13.0,12,,,,
06.02.2020 11:00,7.7,748.8,768.7,,92,Wind blowing from the east-northeast,3,,8,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,16.1,,,1000-1500,,,4.0,6.5,8.0,6,,,,
06.02.2020 08:00,8.2,749.0,769.0,0.5,86,Wind blowing from the east,3,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,16.1,,,1000-1500,,,10.0,6.0,2.0,12,,,,
06.02.2020 05:00,9.4,748.5,768.4,,81,Wind blowing from the east-northeast,4,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.4,16.1,,,,,,9.0,6.3,0.6,6,,,,
06.02.2020 02:00,12.3,748.3,768.1,-0.7,80,Wind blowing from the east,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,16.1,,,2500 or more  or no clouds.,,,22.0,9.0,No precipitation,12,,,,
05.02.2020 23:00,13.0,749.0,768.7,,80,Wind blowing from the south-east,1,,6,, ,,,9.5,16.1,,,,,,17.0,9.6,No precipitation,6,,,,
05.02.2020 20:00,13.1,748.2,768.1,0.8,80,Wind blowing from the east-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,16.1,,,1000-1500,,,21.0,9.7,No precipitation,12,,,,
05.02.2020 17:00,14.9,747.4,767.2,,68,Wind blowing from the south-southeast,2,,6,100%., ,,,9.5,16.1,,,1000-1500,,,30.0,9.1,No precipitation,6,,,,
05.02.2020 14:00,15.7,747.7,767.5,,61,Wind blowing from the south-east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,15.9,,,2500 or more  or no clouds.,,,30.0,8.2,No precipitation,12,,,,
05.02.2020 11:00,15.0,749.6,769.4,,66,Wind blowing from the south-southeast,1,,3,70 – 80%., ,,,9.5,15.0,,,1500-2000,,,18.0,8.7,No precipitation,6,,,,
05.02.2020 08:00,9.6,749.6,769.6,1.2,96,Wind blowing from the north-east,1,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,13.3,,,600-1000,,,3.9,9.0,0.1,12,,,,
05.02.2020 05:00,9.5,748.4,768.4,,95,Wind blowing from the south-west,1,,3,, ,,,9.0,13.3,,,,,,11.0,8.7,0.1,6,,,,
05.02.2020 02:00,10.1,748.8,768.7,-0.4,94,Wind blowing from the west-southwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,13.3,,,2500 or more  or no clouds.,,,12.0,9.2,0.1,12,,,,
04.02.2020 23:00,10.6,749.2,769.3,,90,Wind blowing from the south,1,,3,, ,,,9.0,13.3,,,,,,17.0,9.0,No precipitation,6,,,,
04.02.2020 20:00,11.2,748.4,768.4,1.3,86,Wind blowing from the west-southwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,13.3,,,1500-2000,,,18.0,8.9,0.1,12,,,,
04.02.2020 17:00,12.4,747.1,767.1,,80,Wind blowing from the west,2,,2,100%., ,,,9.0,13.3,,,1000-1500,,,14.0,9.1,No precipitation,6,,,,
04.02.2020 14:00,12.6,747.0,766.9,-2.3,76,Wind blowing from the south-east,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,12.6,,,1000-1500,,,13.0,8.5,2.0,12,,,,
