Local time in Ankang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 20:00,12.2,739.5,766.1,1.1,46,Wind blowing from the south-east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,18.5,,,,,,16.0,0.9,No precipitation,12,,,,
19.02.2020 17:00,18.0,738.4,764.7,,26,Wind blowing from the east,1,,,no clouds, ,,,,,,,,,,30.0,-1.8,,,,,,
19.02.2020 14:00,15.5,739.7,766.1,-3.1,33,Wind blowing from the north-east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,15.6,,,,,,24.0,-0.7,No precipitation,12,,,,
19.02.2020 11:00,8.6,742.8,769.6,,59,Wind blowing from the north-west,1,,3,no clouds, ,,,3.6,14.0,,,,,,30.0,1.0,No precipitation,6,,,,
19.02.2020 08:00,3.8,742.5,769.3,0.3,78,Wind blowing from the north-east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,14.0,,,2500 or more  or no clouds.,,,30.0,0.3,No precipitation,12,,,,
19.02.2020 05:00,3.9,742.2,768.8,,78,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,25.0,0.4,,,,,,
19.02.2020 02:00,5.4,742.8,769.5,0.0,68,Wind blowing from the north-east,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,14.0,,,2500 or more  or no clouds.,,,25.0,0.0,No precipitation,12,,,,
18.02.2020 23:00,6.9,742.8,769.7,,59,Wind blowing from the north-northeast,1,,3,, ,,,0.3,14.0,,,,,,23.0,-0.6,No precipitation,6,,,,
18.02.2020 20:00,10.2,741.4,768.4,0.1,46,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,14.0,,,,,,16.0,-0.9,No precipitation,12,,,,
18.02.2020 17:00,13.6,741.3,768.0,,29,Wind blowing from the east-northeast,1,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-4.1,,,,,,
18.02.2020 14:00,10.7,743.1,769.9,-3.7,36,Wind blowing from the north-northeast,2,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,13.3,,,2500 or more  or no clouds.,,,30.0,-3.8,No precipitation,12,,,,
18.02.2020 11:00,5.1,746.8,773.9,,55,Calm  no wind,0,,,60%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-3.4,,,,,,
18.02.2020 08:00,0.5,747.4,774.7,1.0,79,Wind blowing from the north-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,13.3,,,,,,30.0,-2.7,No precipitation,12,,,,
18.02.2020 05:00,1.7,746.4,773.3,,75,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,30.0,-2.4,,,,,,
18.02.2020 02:00,3.1,747.6,774.6,0.1,65,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,13.3,,,2500 or more  or no clouds.,,,30.0,-3.0,No precipitation,12,,,,
17.02.2020 23:00,5.6,747.5,774.7,,52,Wind blowing from the north-northeast,1,,3,, ,,,-1.8,13.3,,,,,,30.0,-3.5,No precipitation,6,,,,
17.02.2020 20:00,8.3,746.6,774.0,,38,Wind blowing from the east-southeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,13.3,,,2500 or more  or no clouds.,,,20.0,-5.2,No precipitation,12,,,,
17.02.2020 17:00,12.5,746.2,773.2,,14,Wind blowing from the west,1,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-14.3,,,,,,
17.02.2020 14:00,11.5,748.9,776.0,-2.7,14,Wind blowing from the east-southeast,1,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,11.7,,,2500 or more  or no clouds.,,,30.0,-15.1,No precipitation,12,,,,
17.02.2020 11:00,4.5,751.6,779.2,,59,Wind blowing from the north,1,,,, ,,,,,,,,,,30.0,-2.8,,,,,,
17.02.2020 08:00,-1.7,751.9,779.5,,85,Wind blowing from the east-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,11.7,,,,,,30.0,-3.9,No precipitation,12,,,,
17.02.2020 05:00,-0.7,750.7,778.0,,82,Wind blowing from the east,1,,3,, ,,,-0.8,11.7,,,,,,30.0,-3.5,No precipitation,6,,,,
17.02.2020 02:00,0.5,750.1,777.4,1.5,75,Wind blowing from the east-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,11.7,,,2500 or more  or no clouds.,,,30.0,-3.4,No precipitation,12,,,,
16.02.2020 23:00,2.5,748.6,776.0,,65,Wind blowing from the north-northeast,1,,5,, ,,,-0.6,11.7,,,,,,30.0,-3.4,No precipitation,6,,,,
16.02.2020 20:00,6.2,747.1,774.4,1.3,46,Wind blowing from the east-southeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,11.7,,,,,,25.0,-4.8,No precipitation,12,,,,
16.02.2020 17:00,11.4,745.8,772.9,,21,Wind blowing from the east-southeast,1,,,no clouds, ,,,,,,,,,,30.0,-10.1,,,,,,
16.02.2020 14:00,9.3,746.9,774.1,-2.8,29,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,9.4,,,,,,30.0,-7.8,No precipitation,12,,,,
16.02.2020 11:00,4.4,749.7,777.1,,64,Wind blowing from the north-northwest,1,,,20–30%., ,,,,,,,1000-1500,,,30.0,-1.8,,,,,,
16.02.2020 08:00,-0.6,750.0,777.6,0.4,90,Wind blowing from the east-northeast,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,7.4,,,2500 or more  or no clouds.,,,30.0,-2.0,No precipitation,12,,,,
16.02.2020 05:00,0.6,749.6,777.1,,84,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,30.0,-1.8,,,,,,
16.02.2020 02:00,1.8,750.1,777.6,0.1,78,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,7.4,,,2500 or more  or no clouds.,,,30.0,-1.6,No precipitation,12,,,,
15.02.2020 23:00,2.9,750.0,777.5,,68,Wind blowing from the east-southeast,1,,,, ,,,1.2,7.4,,,,,,30.0,-2.4,No precipitation,6,,,,
15.02.2020 20:00,4.4,749.1,776.5,1.3,54,Wind blowing from the east,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,7.4,,,2500 or more  or no clouds.,,,30.0,-4.3,No precipitation,12,,,,
15.02.2020 17:00,6.1,747.8,775.1,,44,Wind blowing from the south-southeast,3,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-5.5,,,,,,
15.02.2020 14:00,6.0,748.9,776.2,-2.3,32,Wind blowing from the north-northwest,2,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,11.1,,,600-1000,,,30.0,-9.4,1.0,12,,,,
15.02.2020 11:00,3.3,751.2,778.6,,73,Wind blowing from the south-southeast,2,,13,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,,,,600-1000,,,30.0,-1.1,0.2,6,,,,
15.02.2020 08:00,1.6,750.5,778.0,1.9,82,Wind blowing from the south-east,2,,13,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,1.6,11.1,,,1500-2000,,,30.0,-1.1,3.0,12,,,,
15.02.2020 05:00,2.1,748.6,775.9,,90,Wind blowing from the west,1,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.1,11.1,,,,,,19.0,0.6,3.0,6,,,,
15.02.2020 02:00,3.0,748.5,775.6,1.4,86,Wind blowing from the north,1,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,11.1,,,2500 or more  or no clouds.,,,11.0,0.9,3.0,12,,,,
14.02.2020 23:00,5.3,747.1,774.0,,86,Wind blowing from the east,1,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.3,11.1,,,,,,13.0,3.2,0.7,6,,,,
14.02.2020 20:00,5.5,744.7,771.6,4.0,78,Wind blowing from the south-southeast,2,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,14.2,,,600-1000,,,18.0,2.0,1.0,12,,,,
14.02.2020 17:00,7.4,740.7,767.4,,61,Wind blowing from the north-northwest,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,,,,1500-2000,,,17.0,0.2,0.3,6,,,,
14.02.2020 14:00,10.0,737.6,764.1,0.7,75,Wind blowing from the west-northwest,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,,,,600-1000,,,7.0,5.8,0.3,12,,,,
14.02.2020 11:00,9.5,736.9,763.3,,74,Wind blowing from the north-west,1,,3,100%., ,,,7.5,,,,600-1000,,,11.0,5.1,No precipitation,6,,,,
14.02.2020 08:00,7.8,734.5,760.7,1.3,82,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,19.6,,,2500 or more  or no clouds.,,,9.0,4.9,No precipitation,12,,,,
14.02.2020 05:00,7.7,733.2,759.1,,82,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,13.0,4.7,,,,,,
14.02.2020 02:00,7.7,733.6,759.7,,80,Wind blowing from the north-northeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,19.6,,,2500 or more  or no clouds.,,,11.0,4.5,No precipitation,12,,,,
13.02.2020 23:00,9.9,733.4,759.7,,71,Wind blowing from the north-east,1,,9,, ,,,3.8,19.6,,,,,,13.0,4.9,No precipitation,6,,,,
13.02.2020 20:00,14.3,731.3,757.6,1.4,53,Wind blowing from the east-southeast,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,19.6,,,,,,14.0,4.9,No precipitation,12,,,,
13.02.2020 17:00,18.2,729.9,755.8,,40,Wind blowing from the west,3,,,no clouds, ,,,,,,,,,,21.0,4.4,,,,,,
13.02.2020 14:00,17.1,730.9,756.9,-3.6,46,Wind blowing from the north,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,19.9,,,,,,18.0,5.4,No precipitation,12,,,,
13.02.2020 11:00,9.8,734.5,760.8,,69,Wind blowing from the north-northwest,1,,,no clouds, ,,,,,,,,,,15.0,4.4,,,,,,
13.02.2020 08:00,3.8,734.8,761.2,0.3,91,Wind blowing from the east-northeast,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,19.9,,,,,,6.0,2.5,No precipitation,12,,,,
13.02.2020 05:00,5.0,734.5,760.6,,87,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,15.0,3.0,,,,,,
13.02.2020 02:00,6.7,735.1,761.2,,80,Wind blowing from the south-east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,19.9,,,2500 or more  or no clouds.,,,16.0,3.5,No precipitation,12,,,,
12.02.2020 23:00,9.4,735.1,761.5,,70,Wind blowing from the north-northeast,1,,3,, ,,,3.1,19.9,,,,,,15.0,4.2,No precipitation,6,,,,
12.02.2020 20:00,13.8,733.9,760.3,0.6,53,Wind blowing from the south-east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,19.9,,,,,,13.0,4.4,No precipitation,12,,,,
12.02.2020 17:00,19.6,733.3,759.3,,33,Wind blowing from the south,1,,,no clouds, ,,,,,,,,,,28.0,2.9,,,,,,
12.02.2020 14:00,17.1,735.1,761.2,-3.2,40,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,18.5,,,,,,22.0,3.4,No precipitation,12,,,,
12.02.2020 11:00,9.7,738.3,764.8,,67,Wind blowing from the north-northeast,1,,,no clouds, ,,,,,,,,,,17.0,3.7,,,,,,
12.02.2020 08:00,3.1,738.4,765.1,0.3,92,Wind blowing from the east-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,18.5,,,,,,15.0,1.9,No precipitation,12,,,,
12.02.2020 05:00,4.3,738.1,764.3,,88,Wind blowing from the north-east,1,,,, ,,,2.3,18.5,,,,,,15.0,2.5,No precipitation,6,,,,
12.02.2020 02:00,6.2,738.1,764.4,,82,Wind blowing from the east,1,,4,, ,,,2.3,18.5,,,,,,16.0,3.4,No precipitation,6,,,,
11.02.2020 23:00,8.3,737.5,764.0,,75,Wind blowing from the east-northeast,1,,,, ,,,2.3,18.5,,,,,,15.0,4.1,No precipitation,6,,,,
11.02.2020 20:00,12.5,736.3,762.9,1.3,59,Wind blowing from the north-east,1,,4,no clouds,Cloud development not observed or not observable. ,Shower(s).,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,18.5,,,,,,13.0,4.7,No precipitation,12,,,,
11.02.2020 17:00,18.3,735.0,761.2,,37,Wind blowing from the south-southwest,1,,,no clouds, ,,,,,,,,,,26.0,3.4,,,,,,
11.02.2020 14:00,14.8,736.6,762.9,-2.9,47,Wind blowing from the north-northeast,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,15.3,,,2500 or more  or no clouds.,,,20.0,3.6,No precipitation,12,,,,
11.02.2020 11:00,8.0,739.5,766.1,,69,Wind blowing from the east-northeast,1,,2,20–30%., ,,,2.3,15.3,,,2500 or more  or no clouds.,,,16.0,2.7,No precipitation,6,,,,
11.02.2020 08:00,2.3,739.0,765.7,0.9,91,Wind blowing from the east,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,15.3,,,,,,16.0,1.0,No precipitation,12,,,,
11.02.2020 05:00,3.6,738.1,764.5,,86,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,18.0,1.5,,,,,,
11.02.2020 02:00,4.8,738.3,764.8,-0.2,83,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,15.3,,,2500 or more  or no clouds.,,,16.0,2.2,No precipitation,12,,,,
10.02.2020 23:00,7.2,738.5,765.1,,73,Wind blowing from the north-northeast,0,,3,, ,,,4.4,15.3,,,,,,17.0,2.7,No precipitation,6,,,,
10.02.2020 20:00,10.6,737.4,764.0,0.9,60,Wind blowing from the north-west,1,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,15.3,,,2500 or more  or no clouds.,,,12.0,3.2,No precipitation,12,,,,
10.02.2020 17:00,15.2,736.5,762.8,,40,Wind blowing from the east-northeast,1,,,no clouds, ,,,,,,,,,,29.0,1.7,,,,,,
10.02.2020 14:00,12.5,738.4,764.8,-3.0,42,Wind blowing from the east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,17.2,,,2500 or more  or no clouds.,,,28.0,-0.1,No precipitation,12,,,,
10.02.2020 11:00,7.7,741.4,768.2,,59,Wind blowing from the north-northwest,1,,2,100%., ,,,4.4,,,,2500 or more  or no clouds.,,,29.0,0.2,No precipitation,6,,,,
10.02.2020 08:00,4.5,741.3,768.1,0.3,76,Wind blowing from the east,2,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,17.2,,,2500 or more  or no clouds.,,,30.0,0.5,No precipitation,12,,,,
10.02.2020 05:00,5.0,741.0,767.4,,69,Wind blowing from the east,1,,,, ,,,,,,,,,,30.0,-0.2,,,,,,
10.02.2020 02:00,5.5,742.3,768.8,-0.3,64,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,17.2,,,2500 or more  or no clouds.,,,29.0,-0.8,No precipitation,12,,,,
09.02.2020 23:00,6.4,742.6,769.4,,58,Wind blowing from the east,1,,3,, ,,,1.3,17.2,,,,,,27.0,-1.3,No precipitation,6,,,,
09.02.2020 20:00,10.4,741.9,768.8,-0.3,39,Wind blowing from the south,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,17.2,,,2500 or more  or no clouds.,,,20.0,-3.0,No precipitation,12,,,,
09.02.2020 17:00,16.7,742.2,768.7,,23,Wind blowing from the north-east,1,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,30.0,-4.5,,,,,,
09.02.2020 14:00,13.6,744.9,771.6,-4.1,42,Wind blowing from the east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,14.3,,,,,,30.0,0.9,No precipitation,12,,,,
09.02.2020 11:00,7.1,749.0,776.1,,66,Calm  no wind,0,,,no clouds, ,,,1.3,14.3,,,,,,22.0,1.2,No precipitation,6,,,,
09.02.2020 08:00,1.3,748.9,776.1,,90,Wind blowing from the north-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,14.3,,,,,,20.0,-0.2,Trace of precipitation,12,,,,
09.02.2020 05:00,2.9,748.4,775.3,,86,Wind blowing from the east,1,,2,, ,,,0.8,14.3,,,,,,22.0,0.8,No precipitation,6,,,,
09.02.2020 02:00,5.1,748.4,775.3,-0.1,79,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,14.3,,,2500 or more  or no clouds.,,,20.0,1.8,No precipitation,12,,,,
08.02.2020 23:00,7.3,748.5,775.6,,69,Wind blowing from the east-northeast,0,,3,, ,,,0.8,14.3,,,,,,20.0,2.0,No precipitation,6,,,,
08.02.2020 20:00,10.3,746.8,773.9,,56,Wind blowing from the south-east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,14.3,,,2500 or more  or no clouds.,,,11.0,1.7,No precipitation,12,,,,
08.02.2020 17:00,13.8,745.5,772.3,,40,Wind blowing from the north,1,,,90  or more  but not 100%, ,,,,,,,,,,30.0,0.4,,,,,,
08.02.2020 14:00,11.7,746.8,773.7,-3.2,48,Wind blowing from the north-northwest,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,12.3,,,2500 or more  or no clouds.,,,30.0,1.1,No precipitation,12,,,,
08.02.2020 11:00,5.7,750.0,777.2,,72,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%, ,,,0.8,12.3,,,,,,26.0,0.9,No precipitation,6,,,,
08.02.2020 08:00,1.0,748.8,776.1,,90,Wind blowing from the east-northeast,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,12.3,,,2500 or more  or no clouds.,,,25.0,-0.5,No precipitation,12,,,,
08.02.2020 05:00,1.8,747.4,774.4,,89,Wind blowing from the east-northeast,1,,2,, ,,,1.8,12.3,,,,,,28.0,0.2,No precipitation,6,,,,
08.02.2020 02:00,3.6,747.4,774.4,0.4,82,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,12.3,,,2500 or more  or no clouds.,,,29.0,0.8,No precipitation,12,,,,
07.02.2020 23:00,5.7,747.0,774.0,,71,Wind blowing from the east-northeast,1,,,, ,,,4.5,12.3,,,,,,30.0,0.7,No precipitation,6,,,,
07.02.2020 20:00,8.4,745.3,772.3,,58,Wind blowing from the east-northeast,2,,,no clouds,Cloud development not observed or not observable. ,Shower(s).,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,12.3,,,,,,17.0,0.6,No precipitation,12,,,,
07.02.2020 17:00,11.9,743.8,770.5,,43,Wind blowing from the north-northeast,1,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-0.3,,,,,,
07.02.2020 14:00,10.5,744.6,771.4,-2.5,44,Wind blowing from the north-northeast,1,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,10.5,,,1500-2000,,,30.0,-1.2,No precipitation,12,,,,
07.02.2020 11:00,7.9,747.1,774.1,,57,Wind blowing from the north,2,,4,70 – 80%., ,,,4.5,7.9,,,1500-2000,,,30.0,-0.3,No precipitation,6,,,,
07.02.2020 08:00,4.6,746.2,773.3,,74,Wind blowing from the south-east,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,7.7,,,2500 or more  or no clouds.,,,28.0,0.4,Trace of precipitation,12,,,,
07.02.2020 05:00,4.7,745.1,772.2,,71,Wind blowing from the south-east,1,,,, ,,,,,,,,,,30.0,-0.1,,,,,,
07.02.2020 02:00,5.0,745.7,772.7,-0.2,66,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,7.7,,,2500 or more  or no clouds.,,,30.0,-1.0,No precipitation,12,,,,
06.02.2020 23:00,5.8,745.9,773.0,,60,Wind blowing from the north-northeast,1,,7,, ,,,4.9,7.7,,,,,,30.0,-1.4,No precipitation,6,,,,
06.02.2020 20:00,5.9,745.1,772.2,1.6,62,Wind blowing from the east-northeast,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,7.7,,,2500 or more  or no clouds.,,,30.0,-0.8,Trace of precipitation,12,,,,
06.02.2020 17:00,6.8,743.5,770.5,,58,Wind blowing from the east-southeast,3,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-0.9,,,,,,
06.02.2020 14:00,7.2,743.5,770.5,-1.7,52,Wind blowing from the east-southeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,10.0,,,2500 or more  or no clouds.,,,30.0,-2.0,Trace of precipitation,12,,,,
06.02.2020 11:00,5.4,745.2,772.3,,62,Wind blowing from the east-southeast,2,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,,,,600-1000,,,30.0,-1.3,No precipitation,6,,,,
06.02.2020 08:00,5.1,744.0,771.0,1.1,62,Wind blowing from the east-southeast,2,,5,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,4.9,10.3,,,2500 or more  or no clouds.,,,28.0,-1.6,Trace of precipitation,12,,,,
06.02.2020 05:00,4.9,742.9,769.8,,67,Wind blowing from the east-southeast,2,,,,Rain (not freezing) not falling as shower(s). ,,,4.9,10.3,,,,,,19.0,-0.7,No precipitation,6,,,,
06.02.2020 02:00,5.3,743.2,769.9,0.4,69,Wind blowing from the east-southeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,10.3,,,2500 or more  or no clouds.,,,11.0,0.1,No precipitation,12,,,,
05.02.2020 23:00,5.6,742.8,769.6,,74,Wind blowing from the east-southeast,2,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.6,10.3,,,,,,8.0,1.3,No precipitation,6,,,,
05.02.2020 20:00,7.2,741.4,768.3,1.9,62,Wind blowing from the east,2,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,11.9,,,2500 or more  or no clouds.,,,8.0,0.4,Trace of precipitation,12,,,,
05.02.2020 17:00,8.3,739.5,766.2,,60,Wind blowing from the east,2,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,16.6,,,2500 or more  or no clouds.,,,6.0,1.0,No precipitation,6,,,,
