Local time in Xiwuzhumuqin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 11:00,-9.4,680.5,775.6,,61,Wind blowing from the east-northeast,1,,6,20–30%., ,,,-21.7,-7.8,,,2500 or more  or no clouds.,,,30.0,-15.7,No precipitation,6,,,,
18.02.2020 08:00,-21.4,680.7,776.6,0.6,78,Wind blowing from the east-northeast,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.7,-7.8,,,2500 or more  or no clouds.,,,30.0,-24.2,No precipitation,12,,,,
18.02.2020 05:00,-12.7,680.1,774.1,,78,Wind blowing from the west,2,,8,, ,,,-18.6,-7.8,,,,,,30.0,-15.7,No precipitation,6,,,,
18.02.2020 02:00,-11.9,680.2,773.9,-0.3,76,Wind blowing from the west,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-7.8,,,2500 or more  or no clouds.,,,30.0,-15.3,No precipitation,12,,,,
17.02.2020 23:00,-17.8,680.5,776.0,,80,Wind blowing from the east-northeast,1,,9,, ,,,-18.7,-7.8,,,,,,30.0,-20.4,No precipitation,6,,,,
17.02.2020 20:00,-9.9,680.3,775.2,,66,Wind blowing from the west-northwest,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-7.8,,,,,,30.0,-15.2,No precipitation,12,,,,
17.02.2020 17:00,-9.3,680.2,775.2,,62,Wind blowing from the west,3,,10,no clouds, ,,,-18.7,-7.8,,,,,,30.0,-15.4,No precipitation,6,,,,
17.02.2020 14:00,-8.8,680.2,775.2,-1.0,60,Wind blowing from the west-southwest,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.7,-8.6,,,,,,30.0,-15.2,No precipitation,12,,,,
17.02.2020 11:00,-11.6,681.2,776.5,,61,Wind blowing from the west-southwest,3,,10,no clouds, ,,,-18.7,-11.6,,,,,,30.0,-17.6,No precipitation,6,,,,
17.02.2020 08:00,-16.6,681.5,777.6,0.1,75,Wind blowing from the west,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.6,-11.6,,,,,,30.0,-20.1,No precipitation,12,,,,
17.02.2020 05:00,-18.0,681.4,777.1,,76,Wind blowing from the west-northwest,3,,9,, ,,,-20.7,-11.6,,,,,,30.0,-21.2,No precipitation,6,,,,
17.02.2020 02:00,-17.9,681.9,777.9,-0.9,78,Wind blowing from the west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-11.6,,,2500 or more  or no clouds.,,,30.0,-20.8,No precipitation,12,,,,
16.02.2020 23:00,-16.5,682.8,779.5,,78,Wind blowing from the west-northwest,4,,10,, ,,,-20.7,-11.6,,,,,,30.0,-19.4,No precipitation,6,,,,
16.02.2020 20:00,-15.1,682.7,779.8,,69,Wind blowing from the west-northwest,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-11.6,,,,,,30.0,-19.5,Trace of precipitation,12,,,,
16.02.2020 17:00,-12.1,682.3,778.5,,63,Wind blowing from the north-west,3,,10,no clouds, ,,,-20.7,-11.6,,,,,,30.0,-17.7,No precipitation,6,,,,
16.02.2020 14:00,-13.0,682.0,777.6,-0.8,70,Wind blowing from the north-west,5,,9,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-13.0,,,1000-1500,,,4.8,-17.3,Trace of precipitation,12,,,,
16.02.2020 11:00,-17.1,682.8,779.0,,67,Wind blowing from the west-northwest,4,,7,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-14.1,,,2500 or more  or no clouds.,,,12.0,-21.8,No precipitation,6,,,,
16.02.2020 08:00,-20.6,682.3,779.4,0.8,73,Wind blowing from the west,2,,7,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-14.1,,,2500 or more  or no clouds.,,,30.0,-24.2,Trace of precipitation,12,,,,
16.02.2020 05:00,-19.3,681.5,778.1,,82,Wind blowing from the west,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-22.1,-14.1,,,,,,26.0,-21.6,No precipitation,6,,,,
16.02.2020 02:00,-16.0,681.1,776.8,-0.4,82,Wind blowing from the north-west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-14.1,,,2500 or more  or no clouds.,,,11.0,-18.4,No precipitation,12,,,,
15.02.2020 23:00,-14.5,681.5,777.5,,72,Wind blowing from the north-west,3,,7,, ,,,,-14.1,,,,,,30.0,-18.4,No precipitation,6,,,,
15.02.2020 20:00,-15.5,682.0,779.0,,66,Wind blowing from the west,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-14.3,,,2500 or more  or no clouds.,,,30.0,-20.4,No precipitation,12,,,,
15.02.2020 17:00,-15.0,682.1,779.0,,66,Wind blowing from the west,4,,7,90  or more  but not 100%, ,,,-22.1,-14.3,,,2500 or more  or no clouds.,,,30.0,-19.9,No precipitation,6,,,,
15.02.2020 14:00,-14.6,683.0,779.7,-1.1,60,Wind blowing from the west,4,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-12.7,,,2500 or more  or no clouds.,,,30.0,-20.8,No precipitation,12,,,,
15.02.2020 11:00,-16.8,684.1,781.2,,60,Wind blowing from the west-northwest,2,,4,90  or more  but not 100%, ,,,-22.1,-12.7,,,2500 or more  or no clouds.,,,30.0,-22.7,No precipitation,6,,,,
15.02.2020 08:00,-20.2,684.0,781.6,-0.3,73,Calm  no wind,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.1,-12.7,,,2500 or more  or no clouds.,,,30.0,-23.8,Trace of precipitation,12,,,,
15.02.2020 05:00,-20.4,684.3,781.6,,73,Wind blowing from the west-northwest,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-20.4,-12.7,,,,,,30.0,-24.0,No precipitation,6,,,,
15.02.2020 02:00,-19.1,684.7,781.4,-0.4,69,Wind blowing from the north,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-12.7,,,2500 or more  or no clouds.,,,30.0,-23.4,Trace of precipitation,12,,,,
14.02.2020 23:00,-18.4,685.1,781.8,,69,Wind blowing from the north,2,,6,, ,,,-18.4,-12.7,,,,,,30.0,-22.7,Trace of precipitation,6,,,,
14.02.2020 20:00,-17.0,685.0,781.4,1.2,76,Wind blowing from the north,2,,6,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-12.7,,,2500 or more  or no clouds.,,,7.0,-20.2,1.0,12,,,,
14.02.2020 17:00,-15.2,683.8,779.8,,75,Wind blowing from the north-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-11.5,,,2500 or more  or no clouds.,,,13.0,-18.6,0.5,6,,,,
14.02.2020 14:00,-13.4,683.2,778.8,0.1,70,Wind blowing from the north-northeast,3,,6,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-15.0,,,,2500 or more  or no clouds.,,,4.8,-17.7,5.0,12,,,,
14.02.2020 11:00,-13.5,683.1,778.8,,73,Wind blowing from the north,2,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-15.0,,,,2500 or more  or no clouds.,,,3.7,-17.3,3.0,6,,,,
14.02.2020 08:00,-14.2,682.6,778.1,1.2,82,Wind blowing from the north-northeast,1,,7,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,,,-15.0,,,,2500 or more  or no clouds.,,,2.2,-16.6,5.0,12,,,,
14.02.2020 05:00,-15.0,681.4,776.4,,82,Wind blowing from the north,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-15.0,-8.1,,,,,,0.9,-17.4,3.0,6,,,,
14.02.2020 02:00,-14.8,681.4,776.0,,78,Wind blowing from the north-east,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.0,-7.6,,,2500 or more  or no clouds.,,,6.0,-17.8,1.0,12,,,,
13.02.2020 23:00,-14.9,681.2,775.6,,80,Wind blowing from the north,3,,10,,Haze. ,,,-14.9,-5.9,,,,,,2.2,-17.6,0.1,6,,,,
13.02.2020 20:00,-13.7,680.3,774.7,1.8,77,Wind blowing from the north,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-0.4,,,2500 or more  or no clouds.,,,30.0,-16.9,0.5,12,,,,
13.02.2020 17:00,-11.4,678.5,772.2,,60,Wind blowing from the north,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,,,,2500 or more  or no clouds.,,,21.0,-17.6,0.2,6,,,,
13.02.2020 14:00,-9.1,676.3,768.9,1.5,77,Wind blowing from the north,4,,10,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-10.5,,,,2500 or more  or no clouds.,,,6.0,-12.4,0.4,12,,,,
13.02.2020 11:00,-8.6,674.8,766.7,,79,Wind blowing from the north-northwest,4,,8,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-10.5,,,,2500 or more  or no clouds.,,,4.1,-11.7,0.3,6,,,,
13.02.2020 08:00,-9.7,672.7,763.7,2.4,89,Wind blowing from the north-west,2,,8,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,5.4,,,2500 or more  or no clouds.,,,7.0,-11.2,Trace of precipitation,12,,,,
13.02.2020 05:00,-9.9,670.3,760.3,,88,Wind blowing from the west-northwest,4,,8,, ,,,-13.8,5.4,,,,,,16.0,-11.5,No precipitation,6,,,,
13.02.2020 02:00,-8.1,669.1,758.2,,77,Wind blowing from the north-east,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,5.4,,,2500 or more  or no clouds.,,,20.0,-11.4,No precipitation,12,,,,
12.02.2020 23:00,-5.9,668.8,757.8,,65,Wind blowing from the east,2,,8,, ,,,-13.8,5.4,,,,,,21.0,-11.4,No precipitation,6,,,,
12.02.2020 20:00,-1.4,669.8,761.1,0.0,47,Wind blowing from the north-east,2,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,5.4,,,2500 or more  or no clouds.,,,26.0,-11.3,No precipitation,12,,,,
12.02.2020 17:00,2.7,669.8,760.0,,38,Wind blowing from the east,1,,8,20–30%., ,,,-13.8,5.4,,,2500 or more  or no clouds.,,,30.0,-10.5,No precipitation,6,,,,
12.02.2020 14:00,4.9,670.8,759.7,,35,Wind blowing from the west-southwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,5.4,,,,,,30.0,-9.3,No precipitation,12,,,,
12.02.2020 11:00,2.8,671.8,760.1,,39,Wind blowing from the west,1,,14,no clouds, ,,,-13.8,4.7,,,,,,25.0,-9.8,No precipitation,6,,,,
12.02.2020 08:00,-13.4,672.3,763.4,0.4,85,Wind blowing from the north-northeast,0,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,4.7,,,,,,20.0,-15.4,No precipitation,12,,,,
12.02.2020 05:00,-11.2,671.9,762.2,,81,Wind blowing from the north-east,1,,14,, ,,,-11.2,4.7,,,,,,22.0,-13.8,No precipitation,6,,,,
12.02.2020 02:00,-5.9,671.8,761.0,,65,Wind blowing from the east-northeast,2,,17,, ,,,-5.9,4.7,,,,,,30.0,-11.4,No precipitation,6,,,,
11.02.2020 23:00,0.6,670.5,758.7,,42,Wind blowing from the west-southwest,6,,18,, ,,,-3.1,4.7,,,,,,27.0,-11.1,No precipitation,6,,,,
11.02.2020 20:00,1.1,670.8,759.5,0.7,47,Wind blowing from the west-southwest,4,,18,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,4.7,,,,,,29.0,-9.2,No precipitation,12,,,,
11.02.2020 17:00,3.4,670.1,758.4,,42,Wind blowing from the west,3,,18,70 – 80%., ,,,-3.3,4.7,,,2500 or more  or no clouds.,,,27.0,-8.3,No precipitation,6,,,,
11.02.2020 14:00,3.8,669.4,757.5,,47,Wind blowing from the west-southwest,9,,18,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,4.7,,,2500 or more  or no clouds.,,,28.0,-6.5,No precipitation,12,,,,
11.02.2020 11:00,2.6,671.2,759.7,,37,Wind blowing from the north-northeast,1,,,no clouds, ,,,,,,,,,,27.0,-10.6,,,,,,
11.02.2020 08:00,-0.7,671.2,760.5,0.7,40,Wind blowing from the south-west,4,,15,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.8,,,2500 or more  or no clouds.,,,30.0,-12.6,No precipitation,12,,,,
11.02.2020 05:00,-1.0,670.5,759.5,,44,Wind blowing from the south-west,6,,14,, ,,,,0.8,,,,,,30.0,-11.7,No precipitation,6,,,,
11.02.2020 02:00,-0.5,671.2,760.0,-0.9,49,Wind blowing from the south-west,7,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.8,,,2500 or more  or no clouds.,,,28.0,-9.9,No precipitation,12,,,,
10.02.2020 23:00,0.1,672.1,761.5,,52,Wind blowing from the south-southwest,5,,14,, ,,,,0.8,,,,,,26.0,-8.8,No precipitation,6,,,,
10.02.2020 20:00,-1.5,672.5,762.9,0.5,50,Wind blowing from the south-southwest,3,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.8,,,,,,30.0,-10.6,No precipitation,12,,,,
10.02.2020 17:00,-0.5,672.0,763.6,,49,Wind blowing from the south-west,6,,12,no clouds, ,,,-16.5,0.8,,,,,,30.0,-9.9,No precipitation,6,,,,
10.02.2020 14:00,0.3,672.7,763.3,,49,Wind blowing from the south-southwest,7,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,0.4,,,,,,27.0,-9.4,No precipitation,12,,,,
10.02.2020 11:00,-2.4,673.4,765.8,,55,Wind blowing from the south,3,,,70 – 80%., ,,,-16.5,-2.4,,,2500 or more  or no clouds.,,,25.0,-10.4,No precipitation,6,,,,
10.02.2020 08:00,-6.4,673.2,765.7,0.2,66,Wind blowing from the west-northwest,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-3.3,,,2500 or more  or no clouds.,,,28.0,-11.7,No precipitation,12,,,,
10.02.2020 05:00,-14.7,673.0,765.5,,84,Wind blowing from the north-northeast,1,,6,, ,,,-16.5,-3.3,,,,,,30.0,-16.9,No precipitation,6,,,,
10.02.2020 02:00,-9.0,673.8,765.4,-0.8,63,Wind blowing from the east-southeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-3.3,,,2500 or more  or no clouds.,,,30.0,-14.9,No precipitation,12,,,,
09.02.2020 23:00,-15.7,674.6,767.9,,83,Wind blowing from the north,1,,11,, ,,,-15.7,-3.3,,,,,,25.0,-17.9,No precipitation,6,,,,
09.02.2020 20:00,-12.4,675.0,768.4,-0.1,80,Wind blowing from the east,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-3.3,,,,,,30.0,-15.1,No precipitation,12,,,,
09.02.2020 17:00,-4.6,675.1,767.2,,61,Wind blowing from the west,2,,11,20–30%., ,,,-11.9,-3.3,,,2500 or more  or no clouds.,,,30.0,-11.0,No precipitation,6,,,,
09.02.2020 14:00,-4.5,675.7,767.4,-1.0,59,Wind blowing from the west,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-4.4,,,,,,30.0,-11.3,No precipitation,12,,,,
09.02.2020 11:00,-6.6,676.7,768.8,,58,Wind blowing from the west-southwest,4,,14,no clouds, ,,,-12.8,-5.8,,,,,,30.0,-13.5,No precipitation,6,,,,
09.02.2020 08:00,-10.0,676.3,769.3,0.3,63,Wind blowing from the west-southwest,5,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-5.8,,,,,,30.0,-15.7,No precipitation,12,,,,
09.02.2020 05:00,-10.8,676.0,769.0,,69,Wind blowing from the west-southwest,5,,14,, ,,,,-5.8,,,,,,30.0,-15.5,No precipitation,6,,,,
09.02.2020 02:00,-8.3,676.3,768.5,-1.1,66,Wind blowing from the west-southwest,5,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-5.8,,,2500 or more  or no clouds.,,,30.0,-13.5,No precipitation,12,,,,
08.02.2020 23:00,-7.7,677.4,770.8,,54,Wind blowing from the south-west,9,,14,, ,,,,-5.8,,,,,,30.0,-15.6,No precipitation,6,,,,
08.02.2020 20:00,-9.1,679.3,775.3,,60,Wind blowing from the south-west,7,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-5.8,,,,,,30.0,-15.6,No precipitation,12,,,,
08.02.2020 17:00,-8.7,680.0,775.3,,62,Wind blowing from the south-west,5,,9,no clouds, ,,,-24.3,-5.8,,,,,,30.0,-14.7,No precipitation,6,,,,
08.02.2020 14:00,-6.6,681.1,775.4,-1.8,53,Wind blowing from the west-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-24.3,-6.2,,,,,,30.0,-14.8,No precipitation,12,,,,
08.02.2020 11:00,-13.0,682.9,778.6,,68,Wind blowing from the east-northeast,2,,8,no clouds, ,,,-24.3,-8.6,,,,,,30.0,-17.7,No precipitation,6,,,,
08.02.2020 08:00,-24.1,683.2,780.7,,78,Wind blowing from the south-east,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.6,-8.6,,,,,,30.0,-26.8,No precipitation,12,,,,
08.02.2020 05:00,-19.8,682.6,778.6,,71,Wind blowing from the east-northeast,2,,12,, ,,,-29.5,-8.6,,,,,,30.0,-23.7,No precipitation,6,,,,
08.02.2020 02:00,-15.9,682.3,777.1,0.3,79,Wind blowing from the west,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-8.6,,,2500 or more  or no clouds.,,,30.0,-18.8,No precipitation,12,,,,
07.02.2020 23:00,-16.0,682.0,777.6,,77,Wind blowing from the west,2,,12,, ,,,,-8.6,,,,,,30.0,-19.1,No precipitation,6,,,,
07.02.2020 20:00,-13.9,680.6,778.3,,72,Wind blowing from the west-southwest,5,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.5,-8.6,,,,,,30.0,-17.9,No precipitation,12,,,,
07.02.2020 17:00,-10.5,679.7,776.8,,64,Wind blowing from the west-southwest,6,,,10%  or less  but not 0, ,,,-29.5,-8.6,,,2500 or more  or no clouds.,,,30.0,-16.0,No precipitation,6,,,,
07.02.2020 14:00,-9.2,679.8,776.8,-1.1,60,Wind blowing from the west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.5,-9.2,,,,,,30.0,-15.7,No precipitation,12,,,,
07.02.2020 11:00,-13.0,680.9,778.3,,57,Wind blowing from the west,3,,6,no clouds, ,,,-29.5,-9.7,,,,,,25.0,-19.9,No precipitation,6,,,,
07.02.2020 08:00,-26.6,680.8,779.7,0.2,78,Wind blowing from the south-east,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.5,,,,,,,28.0,-29.3,No precipitation,12,,,,
07.02.2020 05:00,-27.8,680.6,778.5,,75,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,17.0,-30.9,,,,,,
07.02.2020 02:00,-28.5,680.6,778.0,0.1,73,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-29.4,-9.7,,,2500 or more  or no clouds.,,,21.0,-31.8,No precipitation,12,,,,
06.02.2020 23:00,-25.8,680.5,778.6,,75,Wind blowing from the east-northeast,1,,7,, ,,,-29.6,-9.7,,,,,,15.0,-28.9,No precipitation,6,,,,
06.02.2020 20:00,-19.3,679.9,778.6,,72,Wind blowing from the east,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.0,-9.7,,,,,,20.0,-23.1,No precipitation,12,,,,
06.02.2020 17:00,-13.3,679.0,776.5,,64,Wind blowing from the west-southwest,2,,7,no clouds, ,,,-30.0,-9.7,,,,,,25.0,-18.8,No precipitation,6,,,,
06.02.2020 14:00,-10.0,678.5,775.3,-1.3,56,Wind blowing from the west-southwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-30.0,-9.9,,,,,,25.0,-17.1,No precipitation,12,,,,
06.02.2020 11:00,-16.7,679.8,778.6,,54,Wind blowing from the east,2,,,no clouds, ,,,-30.0,-16.7,,,,,,30.0,-23.8,No precipitation,6,,,,
06.02.2020 08:00,-26.5,680.0,780.7,,65,Wind blowing from the south-east,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,30.0,-31.1,No precipitation,12,,,,
06.02.2020 05:00,-27.3,680.2,779.8,,63,Wind blowing from the east,3,,,, ,,,-38.6,-19.2,,,,,,30.0,-32.2,No precipitation,6,,,,
06.02.2020 02:00,-27.4,681.4,780.9,-1.0,64,Wind blowing from the east-southeast,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-38.6,-19.2,,,2500 or more  or no clouds.,,,30.0,-32.1,No precipitation,12,,,,
05.02.2020 23:00,-29.7,682.4,783.9,,69,Wind blowing from the east-northeast,1,,5,, ,,,-38.6,-19.2,,,,,,30.0,-33.6,No precipitation,6,,,,
05.02.2020 20:00,-28.5,683.0,786.5,0.0,69,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-38.6,-19.2,,,,,,30.0,-32.4,No precipitation,12,,,,
05.02.2020 17:00,-22.2,683.0,785.2,,60,Wind blowing from the east,2,,,no clouds, ,,,-38.6,-19.2,,,,,,30.0,-27.9,No precipitation,6,,,,
05.02.2020 14:00,-20.7,683.6,784.0,-1.4,53,Wind blowing from the east,3,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-38.6,-20.2,,,2500 or more  or no clouds.,,,30.0,-27.8,No precipitation,12,,,,
05.02.2020 11:00,-27.3,685.0,787.7,,65,Wind blowing from the east,3,,4,20–30%., ,,,-38.6,-20.9,,,2500 or more  or no clouds.,,,30.0,-31.9,No precipitation,6,,,,
05.02.2020 08:00,-37.2,684.8,788.1,0.5,69,Wind blowing from the east-southeast,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-38.6,-20.9,,,,,,30.0,-40.8,No precipitation,12,,,,
05.02.2020 05:00,-37.5,684.3,786.7,,66,Wind blowing from the north-east,1,,5,, ,,,-37.5,-20.9,,,,,,,-41.4,No precipitation,6,,,,
05.02.2020 02:00,-30.7,684.6,785.2,,64,Wind blowing from the north-west,1,,11,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-33.4,-20.9,,,2500 or more  or no clouds.,,,3.8,-35.3,No precipitation,12,,,,
