Local time in Weifang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2020 02:00,-2.4,770.9,773.1,0.0,64,Wind blowing from the north,0,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,3.8,,,2500 or more  or no clouds.,,,23.0,-8.3,No precipitation,12,,,,
17.02.2020 23:00,-2.7,770.9,773.2,,68,Calm  no wind,0,,,, ,,,,,,,,,,23.0,-7.8,,,,,,
17.02.2020 20:00,1.4,770.9,773.2,0.7,46,Wind blowing from the west,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,3.8,,,,,,30.0,-9.2,No precipitation,12,,,,
17.02.2020 17:00,3.2,770.2,772.4,,37,Wind blowing from the north-west,3,,13,no clouds, ,,,-3.9,3.8,,,,,,30.0,-10.1,No precipitation,6,,,,
17.02.2020 14:00,2.6,769.8,772.0,-1.0,39,Wind blowing from the north-west,5,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,2.7,,,2500 or more  or no clouds.,,,30.0,-10.0,No precipitation,12,,,,
17.02.2020 11:00,0.3,770.8,773.0,,46,Wind blowing from the north-west,5,,10,no clouds, ,,,-3.9,0.5,,,,,,30.0,-10.0,No precipitation,6,,,,
17.02.2020 08:00,-2.9,770.4,772.6,1.1,78,Wind blowing from the west-northwest,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,24.0,-6.2,Trace of precipitation,12,,,,
17.02.2020 05:00,-3.4,769.3,771.5,,57,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,30.0,-10.7,,,,,,
17.02.2020 02:00,-3.3,769.3,771.5,-0.3,57,Wind blowing from the west,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,0.5,,,2500 or more  or no clouds.,,,30.0,-10.6,No precipitation,12,,,,
16.02.2020 23:00,-3.1,769.6,771.8,,55,Wind blowing from the west,2,,,, ,,,-5.7,0.5,,,,,,30.0,-10.9,No precipitation,6,,,,
16.02.2020 20:00,-2.6,769.9,772.1,0.9,59,Wind blowing from the north-west,1,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,0.5,,,,,,30.0,-9.7,No precipitation,12,,,,
16.02.2020 17:00,-0.7,769.0,771.2,,45,Wind blowing from the north-west,4,,12,70 – 80%., ,,,-5.7,0.5,,,1000-1500,,,30.0,-11.2,No precipitation,6,,,,
16.02.2020 14:00,-0.4,767.9,770.2,-0.9,48,Wind blowing from the north-west,5,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,0.0,,,1000-1500,,,27.0,-10.1,No precipitation,12,,,,
16.02.2020 11:00,-1.7,768.8,771.1,,54,Wind blowing from the west-northwest,5,,12,no clouds, ,,,-5.7,-1.1,,,,,,30.0,-10.0,No precipitation,6,,,,
16.02.2020 08:00,-5.5,768.4,770.7,0.4,55,Wind blowing from the west,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,-1.1,,,,,,30.0,-13.3,No precipitation,12,,,,
16.02.2020 05:00,-5.1,768.0,770.2,,53,Wind blowing from the west,5,,,, ,,,,,,,,,,30.0,-13.4,,,,,,
16.02.2020 02:00,-4.4,768.0,770.2,-0.4,59,Wind blowing from the west-northwest,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,-1.1,,,2500 or more  or no clouds.,,,26.0,-11.4,No precipitation,12,,,,
15.02.2020 23:00,-3.5,768.4,770.7,,56,Wind blowing from the west-northwest,4,,,, ,,,-3.5,0.1,,,,,,30.0,-11.2,No precipitation,6,,,,
15.02.2020 20:00,-2.8,769.1,771.4,0.4,59,Wind blowing from the west-northwest,3,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,,,,1500-2000,,,30.0,-9.7,0.2,12,,,,
15.02.2020 17:00,-2.5,768.7,771.0,,61,Wind blowing from the north-west,4,,13,100%., ,,,-2.6,,,,1500-2000,,,30.0,-9.0,No precipitation,6,,,,
15.02.2020 14:00,-1.5,768.3,770.5,-1.7,70,Wind blowing from the west-northwest,5,,13,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,,,,1000-1500,,,13.0,-6.4,13.0,12,,,,
15.02.2020 11:00,-1.4,770.0,772.3,,82,Wind blowing from the north-west,4,,11,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,,,,1000-1500,,,7.0,-4.1,4.0,6,,,,
15.02.2020 08:00,-2.3,769.9,772.0,0.6,93,Wind blowing from the north-west,3,,12,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-2.6,,,,600-1000,,,1.9,-3.3,17.0,12,,,,
15.02.2020 05:00,-2.5,769.3,771.4,,95,Wind blowing from the north-northwest,4,,12,,Fog or ice fog. ,,,-2.5,10.3,,,,,,1.0,-3.2,12.0,6,,,,
15.02.2020 02:00,-1.1,768.7,770.8,1.1,93,Wind blowing from the north-northwest,5,,12,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,10.3,,,2500 or more  or no clouds.,,,1.6,-2.1,11.0,12,,,,
14.02.2020 23:00,0.0,767.6,769.8,,94,Wind blowing from the north-northwest,4,,,,Mist. ,,,-0.1,10.3,,,,,,2.5,-0.8,4.0,6,,,,
14.02.2020 20:00,1.4,766.4,768.6,4.7,95,Wind blowing from the north-northwest,4,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,10.3,,,1000-1500,,,3.8,0.7,7.0,12,,,,
14.02.2020 17:00,10.1,761.7,763.8,,96,Wind blowing from the east-northeast,1,,9,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,,,,1000-1500,,,1.4,9.5,4.0,6,,,,
14.02.2020 14:00,10.1,760.4,762.5,-1.0,96,Wind blowing from the south-east,3,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,,,,1000-1500,,,3.9,9.5,2.0,12,,,,
14.02.2020 11:00,9.7,761.4,763.5,,96,Wind blowing from the south-east,3,,10,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,,,,1000-1500,,,3.4,9.1,2.0,6,,,,
14.02.2020 08:00,9.0,760.6,762.7,0.9,95,Wind blowing from the south-east,3,,10,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,3.5,8.2,2.0,12,,,,
14.02.2020 05:00,8.9,759.7,761.8,,95,Wind blowing from the south-southeast,3,,12,,Mist. ,,,1.9,19.8,,,,,,4.8,8.1,No precipitation,6,,,,
14.02.2020 02:00,8.0,760.3,762.4,0.2,96,Wind blowing from the south-east,3,,12,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,19.8,,,2500 or more  or no clouds.,,,1.6,7.4,No precipitation,12,,,,
13.02.2020 23:00,8.1,760.1,762.2,,93,Wind blowing from the south-southeast,5,,,,Mist. ,,,1.9,19.8,,,,,,3.8,7.0,No precipitation,6,,,,
13.02.2020 20:00,10.0,759.2,761.3,2.1,80,Wind blowing from the south-east,5,,12,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,19.8,,,,,,4.5,6.7,No precipitation,12,,,,
13.02.2020 17:00,15.5,757.1,759.2,,51,Wind blowing from the south-east,6,,11,no clouds, ,,,1.9,19.8,,,,,,12.0,5.4,No precipitation,6,,,,
13.02.2020 14:00,19.3,757.2,759.3,-1.9,36,Wind blowing from the south,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,19.7,,,,,,17.0,3.9,No precipitation,12,,,,
13.02.2020 11:00,15.3,759.1,761.2,,58,Wind blowing from the south-southeast,3,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,16.7,,,,,,7.0,7.1,No precipitation,6,,,,
13.02.2020 08:00,2.9,759.7,761.8,0.7,95,Wind blowing from the east,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,16.7,,,,,,1.5,2.2,No precipitation,12,,,,
13.02.2020 05:00,3.1,759.0,761.1,,92,Wind blowing from the east-southeast,1,,4,,Mist. ,,,2.9,16.7,,,,,,3.0,1.9,No precipitation,6,,,,
13.02.2020 02:00,6.3,759.1,761.2,-0.3,80,Wind blowing from the south,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,16.7,,,2500 or more  or no clouds.,,,4.9,3.1,No precipitation,12,,,,
12.02.2020 23:00,7.9,759.4,761.5,,75,Wind blowing from the east-southeast,0,,5,,Mist. ,,,3.9,16.7,,,,,,6.0,3.6,No precipitation,6,,,,
12.02.2020 20:00,10.2,759.6,761.7,0.8,64,Wind blowing from the south-east,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,16.7,,,,,,6.0,3.7,No precipitation,12,,,,
12.02.2020 17:00,14.5,758.8,760.9,,47,Wind blowing from the east-southeast,2,,5,no clouds, ,,,3.9,16.7,,,,,,10.0,3.3,No precipitation,6,,,,
12.02.2020 14:00,16.0,759.3,761.4,-1.9,44,Wind blowing from the north-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,16.0,,,,,,10.0,3.8,No precipitation,12,,,,
12.02.2020 11:00,12.8,761.2,763.3,,57,Wind blowing from the south-southeast,1,,5,no clouds, ,,,3.9,15.3,,,,,,11.0,4.5,No precipitation,6,,,,
12.02.2020 08:00,4.4,761.2,763.3,0.3,95,Calm  no wind,0,,,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,15.3,,,2500 or more  or no clouds.,,,1.5,3.7,No precipitation,12,,,,
12.02.2020 05:00,7.5,760.9,763.0,,87,Wind blowing from the south-west,1,,8,, ,,,1.6,15.3,,,,,,15.0,5.5,No precipitation,6,,,,
12.02.2020 02:00,7.5,761.8,763.9,-0.6,88,Wind blowing from the south,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,15.3,,,2500 or more  or no clouds.,,,8.0,5.6,No precipitation,12,,,,
11.02.2020 23:00,7.6,762.4,764.5,,82,Wind blowing from the south-southeast,4,,9,, ,,,1.6,15.3,,,,,,10.0,4.7,No precipitation,6,,,,
11.02.2020 20:00,9.5,762.8,765.0,0.9,71,Wind blowing from the south-southeast,4,,9,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,15.3,,,2500 or more  or no clouds.,,,6.0,4.5,No precipitation,12,,,,
11.02.2020 17:00,13.0,761.9,764.0,,39,Wind blowing from the south-southeast,5,,9,20–30%., ,,,1.6,17.5,,,2500 or more  or no clouds.,,,11.0,-0.6,No precipitation,6,,,,
11.02.2020 14:00,15.0,762.2,764.3,-2.3,37,Wind blowing from the south-east,5,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,19.0,,,2500 or more  or no clouds.,,,11.0,0.4,No precipitation,12,,,,
11.02.2020 11:00,12.4,764.5,766.6,,45,Wind blowing from the south-southeast,3,,5,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,19.0,,,2500 or more  or no clouds.,,,6.0,0.8,No precipitation,6,,,,
11.02.2020 08:00,3.1,764.8,766.9,0.9,82,Wind blowing from the east-southeast,1,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,19.0,,,2500 or more  or no clouds.,,,3.3,0.3,No precipitation,12,,,,
11.02.2020 05:00,2.8,763.9,766.0,,70,Wind blowing from the east-southeast,1,,4,,Mist. ,,,-1.4,19.0,,,,,,6.0,-2.1,No precipitation,6,,,,
11.02.2020 02:00,7.7,764.2,766.3,0.3,53,Wind blowing from the south-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,19.0,,,2500 or more  or no clouds.,,,9.0,-1.3,No precipitation,12,,,,
10.02.2020 23:00,8.4,763.9,766.0,,50,Wind blowing from the east,1,,6,, ,,,,19.0,,,,,,8.0,-1.4,No precipitation,6,,,,
10.02.2020 20:00,11.9,763.0,765.2,1.2,39,Wind blowing from the south-southwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,19.0,,,,,,9.0,-1.6,No precipitation,12,,,,
10.02.2020 17:00,17.5,761.8,763.9,,15,Wind blowing from the south,1,,6,no clouds, ,,,-1.4,19.0,,,,,,25.0,-9.4,No precipitation,6,,,,
10.02.2020 14:00,18.4,762.2,764.3,-2.0,20,Wind blowing from the south,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,18.4,,,,,,13.0,-4.9,No precipitation,12,,,,
10.02.2020 11:00,14.7,764.2,766.3,,31,Wind blowing from the south-east,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,14.7,,,,,,6.0,-2.2,No precipitation,6,,,,
10.02.2020 08:00,0.1,764.2,766.4,0.3,82,Wind blowing from the east-southeast,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,,,,,,,3.1,-2.6,No precipitation,12,,,,
10.02.2020 05:00,1.0,763.9,766.1,,74,Wind blowing from the south-southwest,1,,4,,Mist. ,,,-1.9,14.1,,,,,,3.8,-3.1,No precipitation,6,,,,
10.02.2020 02:00,0.2,764.8,766.9,-0.5,70,Wind blowing from the south-east,1,,8,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,14.1,,,2500 or more  or no clouds.,,,3.9,-4.6,No precipitation,12,,,,
09.02.2020 23:00,0.9,765.3,767.5,,70,Wind blowing from the south-east,1,,8,,Haze. ,,,-4.2,14.1,,,,,,4.3,-4.1,No precipitation,6,,,,
09.02.2020 20:00,4.4,765.0,767.2,0.4,59,Calm  no wind,0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,14.1,,,,,,6.0,-3.1,No precipitation,12,,,,
09.02.2020 17:00,12.8,764.6,766.8,,30,Wind blowing from the west-northwest,2,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,14.1,,,,,,7.0,-4.3,No precipitation,6,,,,
09.02.2020 14:00,13.8,765.0,767.2,-2.9,33,Wind blowing from the west-northwest,3,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,13.8,,,,,,6.0,-2.2,No precipitation,12,,,,
09.02.2020 11:00,8.4,767.9,770.1,,49,Wind blowing from the south-west,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,8.5,,,,,,4.6,-1.7,No precipitation,6,,,,
09.02.2020 08:00,0.1,769.3,771.5,-1.0,73,Wind blowing from the south,2,,3,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,,,,2500 or more  or no clouds.,,,2.8,-4.2,No precipitation,12,,,,
09.02.2020 05:00,-1.9,770.3,772.5,,78,Wind blowing from the south,1,,6,,Mist. ,,,-4.2,7.8,,,,,,2.8,-5.2,No precipitation,6,,,,
09.02.2020 02:00,-3.8,771.6,773.8,-0.9,91,Wind blowing from the east-southeast,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,7.8,,,2500 or more  or no clouds.,,,1.0,-5.1,No precipitation,12,,,,
08.02.2020 23:00,-2.0,772.5,774.7,,88,Wind blowing from the south-southeast,0,,7,,Mist. ,,,-2.0,7.8,,,,,,1.4,-3.7,No precipitation,6,,,,
08.02.2020 20:00,-0.5,772.6,774.8,0.6,80,Wind blowing from the north,0,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,7.8,,,,,,1.6,-3.5,No precipitation,12,,,,
08.02.2020 17:00,3.4,772.0,774.2,,49,Wind blowing from the east-northeast,3,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,7.8,,,,,,5.0,-6.3,No precipitation,6,,,,
08.02.2020 14:00,7.5,771.2,773.4,-2.1,43,Wind blowing from the north-west,3,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,7.5,,,,,,5.0,-4.3,No precipitation,12,,,,
08.02.2020 11:00,4.5,773.3,775.5,,68,Wind blowing from the north-west,3,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,5.8,,,2500 or more  or no clouds.,,,2.9,-0.9,No precipitation,6,,,,
08.02.2020 08:00,0.6,772.8,775.0,0.9,84,Wind blowing from the north-northwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,,,,2500 or more  or no clouds.,,,2.4,-1.9,No precipitation,12,,,,
08.02.2020 05:00,0.9,771.9,774.1,,86,Wind blowing from the north-northwest,1,,4,,Mist. ,,,-1.7,5.8,,,,,,1.7,-1.2,No precipitation,6,,,,
08.02.2020 02:00,1.1,772.0,774.1,0.1,85,Wind blowing from the north-west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,5.8,,,2500 or more  or no clouds.,,,1.8,-1.1,No precipitation,12,,,,
07.02.2020 23:00,-1.1,771.9,774.1,,92,Calm  no wind,0,,,,Mist. ,,,-1.7,5.8,,,,,,1.6,-2.2,No precipitation,6,,,,
07.02.2020 20:00,0.0,771.2,773.4,1.1,87,Wind blowing from the east,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,5.8,,,,,,2.0,-1.9,No precipitation,12,,,,
07.02.2020 17:00,3.0,770.1,772.3,,69,Wind blowing from the north-northeast,2,,5,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,5.8,,,2500 or more  or no clouds.,,,3.5,-2.1,No precipitation,6,,,,
07.02.2020 14:00,5.3,770.2,772.3,-1.8,56,Wind blowing from the east,1,,4,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,5.8,,,2500 or more  or no clouds.,,,4.4,-2.8,No precipitation,12,,,,
07.02.2020 11:00,2.4,772.0,774.2,,64,Wind blowing from the east,1,,2,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,2.5,,,1500-2000,,,4.9,-3.7,No precipitation,6,,,,
07.02.2020 08:00,0.9,772.0,774.3,0.3,71,Wind blowing from the south-west,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.0,,,1000-1500,,,8.0,-3.9,No precipitation,12,,,,
07.02.2020 05:00,0.2,771.7,773.9,,73,Wind blowing from the west-southwest,0,,3,, ,,,,0.5,,,,,,10.0,-4.2,No precipitation,6,,,,
07.02.2020 02:00,-0.1,772.3,774.5,-0.2,73,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.5,,,2500 or more  or no clouds.,,,11.0,-4.4,No precipitation,12,,,,
06.02.2020 23:00,-0.2,772.5,774.7,,64,Wind blowing from the south,1,,5,, ,,,-4.4,0.5,,,,,,12.0,-6.2,No precipitation,6,,,,
06.02.2020 20:00,-0.5,772.6,774.8,-0.2,57,Wind blowing from the east-southeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,0.5,,,2500 or more  or no clouds.,,,13.0,-8.0,No precipitation,12,,,,
06.02.2020 17:00,-0.3,772.8,775.0,,58,Wind blowing from the south,2,,5,90  or more  but not 100%, ,,,-4.4,0.5,,,2500 or more  or no clouds.,,,21.0,-7.6,No precipitation,6,,,,
06.02.2020 14:00,-0.3,773.3,775.6,-2.5,56,Wind blowing from the south,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,0.4,,,2500 or more  or no clouds.,,,19.0,-8.2,No precipitation,12,,,,
06.02.2020 11:00,-3.6,775.8,778.0,,56,Wind blowing from the south-east,2,,5,100%., ,,,-4.4,,,,2500 or more  or no clouds.,,,30.0,-11.1,No precipitation,6,,,,
06.02.2020 08:00,-4.2,776.0,778.3,0.4,52,Wind blowing from the south-east,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,12,,,,
06.02.2020 05:00,-4.3,775.6,777.8,,56,Wind blowing from the east-southeast,2,,7,, ,,,,0.4,,,,,,22.0,-11.8,No precipitation,6,,,,
06.02.2020 02:00,-3.7,776.1,778.3,-0.1,57,Wind blowing from the east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,0.4,,,2500 or more  or no clouds.,,,19.0,-11.0,No precipitation,12,,,,
05.02.2020 23:00,-3.9,776.2,778.4,,56,Wind blowing from the east-northeast,2,,7,, ,,,-9.0,0.4,,,,,,17.0,-11.4,No precipitation,6,,,,
05.02.2020 20:00,-3.5,775.9,778.1,0.6,61,Wind blowing from the east-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,0.4,,,,,,25.0,-10.1,No precipitation,12,,,,
05.02.2020 17:00,-2.1,775.3,777.5,,54,Wind blowing from the north-northeast,3,,7,no clouds, ,,,-9.0,0.4,,,,,,21.0,-10.2,No precipitation,6,,,,
05.02.2020 14:00,0.1,774.6,776.8,-1.8,37,Wind blowing from the south-east,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,0.8,,,,,,30.0,-12.9,No precipitation,12,,,,
05.02.2020 11:00,-1.4,776.4,778.6,,43,Wind blowing from the east,3,,,no clouds, ,,,-9.0,3.6,,,,,,30.0,-12.4,No precipitation,6,,,,
05.02.2020 08:00,-5.8,775.9,778.1,1.4,67,Wind blowing from the east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,3.6,,,,,,13.0,-11.1,No precipitation,12,,,,
05.02.2020 05:00,-8.2,774.5,776.8,,76,Wind blowing from the east,1,,9,, ,,,-8.2,3.6,,,,,,13.0,-11.8,No precipitation,6,,,,
05.02.2020 02:00,-6.9,774.2,776.5,0.7,70,Wind blowing from the south-east,0,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,3.6,,,2500 or more  or no clouds.,,,25.0,-11.6,No precipitation,12,,,,
04.02.2020 23:00,-3.7,773.5,775.7,,50,Wind blowing from the north,2,,11,, ,,,-3.7,3.6,,,,,,30.0,-12.6,No precipitation,6,,,,
04.02.2020 20:00,-1.6,772.0,774.3,1.8,54,Wind blowing from the north-east,2,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,3.6,,,2500 or more  or no clouds.,,,30.0,-9.9,No precipitation,12,,,,
04.02.2020 17:00,-1.5,770.2,772.4,,73,Wind blowing from the north-northeast,4,,11,100%., ,,,-1.5,4.6,,,1500-2000,,,17.0,-5.7,No precipitation,6,,,,
