Local time in Lincang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2020 23:00,12.9,631.9,766.2,,45,Wind blowing from the south-southeast,2,,,, ,,,5.4,23.6,,,,,,28.0,1.3,No precipitation,6,,,,
20.02.2020 20:00,17.0,629.8,764.5,,33,Wind blowing from the east-southeast,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,23.6,,,,,,24.0,0.6,No precipitation,12,,,,
20.02.2020 17:00,22.6,628.6,761.4,,21,Wind blowing from the west-northwest,3,,7,no clouds, ,,,5.4,23.6,,,,,,30.0,-0.8,No precipitation,6,,,,
20.02.2020 14:00,22.1,630.1,762.7,-1.8,23,Wind blowing from the west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,23.3,,,,,,30.0,0.0,No precipitation,12,,,,
20.02.2020 11:00,13.0,631.9,766.4,,54,Wind blowing from the north-northeast,1,,3,no clouds, ,,,5.4,23.3,,,,,,11.0,3.7,No precipitation,6,,,,
20.02.2020 08:00,6.2,630.7,765.6,1.0,70,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,23.3,,,,,,27.0,1.1,No precipitation,12,,,,
20.02.2020 05:00,6.8,629.7,762.9,,66,Wind blowing from the south-southwest,1,,8,, ,,,6.8,23.3,,,,,,28.0,0.9,No precipitation,6,,,,
20.02.2020 02:00,9.3,630.3,762.8,,57,Wind blowing from the south-southwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,23.3,,,2500 or more  or no clouds.,,,23.0,1.2,No precipitation,12,,,,
19.02.2020 23:00,12.1,630.4,764.4,,49,Wind blowing from the south-east,2,,9,, ,,,7.2,23.3,,,,,,25.0,1.7,No precipitation,6,,,,
19.02.2020 20:00,16.5,628.9,763.0,0.8,34,Wind blowing from the south-east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,23.3,,,2500 or more  or no clouds.,,,15.0,0.6,No precipitation,12,,,,
19.02.2020 17:00,21.7,628.1,760.6,,27,Wind blowing from the south,3,,,, ,,,7.2,23.3,,,,,,21.0,1.9,No precipitation,6,,,,
19.02.2020 14:00,22.6,629.8,762.0,,26,Wind blowing from the south,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,22.6,,,1500-2000,,,20.0,2.1,No precipitation,12,,,,
19.02.2020 11:00,14.1,631.6,765.7,,64,Wind blowing from the west-northwest,1,,3,40%., ,,,7.2,21.0,,,1500-2000,,,9.0,7.4,No precipitation,6,,,,
19.02.2020 08:00,7.5,630.5,765.6,1.0,95,Wind blowing from the south,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,21.0,,,2500 or more  or no clouds.,,,5.0,6.8,No precipitation,12,,,,
19.02.2020 05:00,8.3,629.5,762.9,,92,Wind blowing from the west-southwest,0,,9,,Mist. ,,,8.3,21.0,,,,,,6.0,7.1,No precipitation,6,,,,
19.02.2020 02:00,10.0,629.7,763.0,,82,Wind blowing from the south,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,21.0,,,2500 or more  or no clouds.,,,8.0,7.1,No precipitation,12,,,,
18.02.2020 23:00,12.3,629.3,763.0,,68,Wind blowing from the south-southeast,1,,9,, ,,,8.3,21.0,,,,,,10.0,6.6,No precipitation,6,,,,
18.02.2020 20:00,14.4,627.9,761.8,1.1,67,Wind blowing from the south-southeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,21.0,,,2500 or more  or no clouds.,,,9.0,8.4,No precipitation,12,,,,
18.02.2020 17:00,19.3,626.8,759.5,,51,Wind blowing from the south-southeast,3,,9,20–30%., ,,,8.3,23.3,,,1500-2000,,,10.0,8.9,No precipitation,6,,,,
18.02.2020 14:00,18.3,628.5,761.5,,56,Wind blowing from the south-southeast,4,,9,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,24.0,,,1500-2000,,,8.0,9.4,No precipitation,12,,,,
18.02.2020 11:00,14.2,630.7,764.5,,71,Wind blowing from the west-southwest,1,,6,50%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,,,,1500-2000,,,5.0,9.0,No precipitation,6,,,,
18.02.2020 08:00,10.1,629.8,763.2,0.6,85,Wind blowing from the south,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,24.0,,,2500 or more  or no clouds.,,,8.0,7.7,No precipitation,12,,,,
18.02.2020 05:00,9.0,629.2,761.3,,76,Wind blowing from the south,2,,7,, ,,,5.6,24.0,,,,,,11.0,5.0,No precipitation,6,,,,
18.02.2020 02:00,9.8,629.9,762.0,,63,Wind blowing from the north,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,24.0,,,2500 or more  or no clouds.,,,14.0,3.1,No precipitation,12,,,,
17.02.2020 23:00,13.2,630.1,764.2,,48,Wind blowing from the south-east,2,,,, ,,,5.6,24.0,,,,,,18.0,2.4,No precipitation,6,,,,
17.02.2020 20:00,17.8,628.5,762.7,,37,Wind blowing from the south-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,24.0,,,,,,12.0,2.9,No precipitation,12,,,,
17.02.2020 17:00,23.3,627.7,760.1,,28,Wind blowing from the south,3,,7,no clouds, ,,,5.6,24.0,,,,,,18.0,3.8,No precipitation,6,,,,
17.02.2020 14:00,23.4,629.3,761.5,-1.9,27,Wind blowing from the south-west,3,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,23.4,,,1500-2000,,,16.0,3.4,No precipitation,12,,,,
17.02.2020 11:00,12.2,631.2,765.9,,61,Wind blowing from the west,1,,3,no clouds, ,,,5.6,21.9,,,,,,10.0,4.9,No precipitation,6,,,,
17.02.2020 08:00,5.7,630.3,765.4,0.8,82,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,21.9,,,,,,10.0,2.9,No precipitation,12,,,,
17.02.2020 05:00,6.9,629.5,762.7,,76,Wind blowing from the south-west,1,,8,, ,,,5.8,21.9,,,,,,13.0,3.0,No precipitation,6,,,,
17.02.2020 02:00,8.8,630.1,763.3,-0.1,70,Wind blowing from the south-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,21.9,,,2500 or more  or no clouds.,,,14.0,3.6,No precipitation,12,,,,
16.02.2020 23:00,11.8,630.2,764.8,,58,Wind blowing from the south-southeast,2,,,, ,,,5.8,21.9,,,,,,18.0,3.8,No precipitation,6,,,,
16.02.2020 20:00,15.7,628.7,763.4,1.1,41,Wind blowing from the south-west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,21.9,,,,,,15.0,2.5,No precipitation,12,,,,
16.02.2020 17:00,21.2,627.6,760.2,,29,Wind blowing from the west-northwest,2,,8,10%  or less  but not 0, ,,,5.8,21.9,,,1500-2000,,,23.0,2.5,No precipitation,6,,,,
16.02.2020 14:00,20.3,628.5,761.1,-1.7,32,Wind blowing from the south-southwest,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,21.2,,,1500-2000,,,18.0,3.1,No precipitation,12,,,,
16.02.2020 11:00,11.9,630.2,764.9,,67,Wind blowing from the north-west,1,,3,20–30%., ,,,5.8,19.1,,,1500-2000,,,9.0,5.8,No precipitation,6,,,,
16.02.2020 08:00,6.2,629.2,764.5,0.9,88,Wind blowing from the north,0,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,19.1,,,1500-2000,,,9.0,4.4,No precipitation,12,,,,
16.02.2020 05:00,8.1,628.3,762.1,,80,Wind blowing from the south-southwest,1,,4,, ,,,6.1,19.1,,,,,,13.0,4.9,No precipitation,6,,,,
16.02.2020 02:00,9.6,628.8,762.1,0.2,75,Wind blowing from the west-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,19.1,,,2500 or more  or no clouds.,,,14.0,5.4,No precipitation,12,,,,
15.02.2020 23:00,11.2,628.6,763.0,,68,Wind blowing from the south-east,2,,6,, ,,,6.1,19.1,,,,,,17.0,5.5,No precipitation,6,,,,
15.02.2020 20:00,13.7,627.0,761.8,1.2,59,Wind blowing from the south-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,19.1,,,2500 or more  or no clouds.,,,15.0,5.8,No precipitation,12,,,,
15.02.2020 17:00,16.8,625.8,759.1,,45,Wind blowing from the west-northwest,2,,6,90  or more  but not 100%, ,,,6.1,19.1,,,,,,23.0,4.8,No precipitation,6,,,,
15.02.2020 14:00,18.1,626.1,758.3,-1.3,40,Wind blowing from the west-southwest,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,18.4,,,1500-2000,,,30.0,4.3,No precipitation,12,,,,
15.02.2020 11:00,11.6,627.4,761.0,,63,Wind blowing from the west,1,,3,10%  or less  but not 0, ,,,6.1,17.1,,,1500-2000,,,11.0,4.8,No precipitation,6,,,,
15.02.2020 08:00,6.3,626.3,760.9,,86,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,17.1,,,,,,12.0,4.1,No precipitation,12,,,,
15.02.2020 05:00,8.0,625.3,758.9,,75,Wind blowing from the south,1,,7,, ,,,4.9,17.1,,,,,,21.0,3.8,No precipitation,6,,,,
15.02.2020 02:00,11.3,625.9,758.6,-0.3,62,Wind blowing from the south-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,17.1,,,2500 or more  or no clouds.,,,26.0,4.3,No precipitation,12,,,,
14.02.2020 23:00,13.6,626.2,759.6,,50,Wind blowing from the east,1,,7,, ,,,4.9,17.1,,,,,,29.0,3.4,No precipitation,6,,,,
14.02.2020 20:00,14.2,624.7,759.1,,48,Wind blowing from the west-northwest,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,17.1,,,2500 or more  or no clouds.,,,21.0,3.4,No precipitation,12,,,,
14.02.2020 17:00,15.5,623.6,757.1,,45,Wind blowing from the north-west,2,,7,100%., ,,,4.9,20.0,,,1000-1500,,,13.0,3.6,No precipitation,6,,,,
14.02.2020 14:00,16.4,624.1,757.0,-1.6,40,Wind blowing from the south-west,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,20.3,,,1000-1500,,,29.0,2.8,No precipitation,12,,,,
14.02.2020 11:00,11.2,625.7,759.6,,62,Wind blowing from the west-northwest,1,,3,10%  or less  but not 0, ,,,4.9,20.3,,,1500-2000,,,14.0,4.2,No precipitation,6,,,,
14.02.2020 08:00,5.2,624.9,759.1,-0.1,81,Wind blowing from the west-southwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,20.3,,,,,,23.0,2.2,No precipitation,12,,,,
14.02.2020 05:00,6.7,625.0,757.6,,75,Wind blowing from the south-west,1,,10,, ,,,5.1,20.3,,,,,,29.0,2.6,No precipitation,6,,,,
14.02.2020 02:00,8.6,626.2,758.8,-0.4,67,Wind blowing from the south,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,20.3,,,2500 or more  or no clouds.,,,30.0,2.8,No precipitation,12,,,,
13.02.2020 23:00,11.3,626.6,760.6,,53,Wind blowing from the south-southeast,2,,10,, ,,,5.1,20.3,,,,,,30.0,2.1,No precipitation,6,,,,
13.02.2020 20:00,15.2,625.7,760.1,,38,Wind blowing from the south-west,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,20.3,,,,,,30.0,1.0,No precipitation,12,,,,
13.02.2020 17:00,19.9,625.0,757.7,,26,Wind blowing from the west-northwest,4,,10,, ,,,5.1,20.9,,,,,,28.0,-0.2,No precipitation,6,,,,
13.02.2020 14:00,19.2,626.4,759.1,-2.2,30,Wind blowing from the west-southwest,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,22.2,,,1500-2000,,,30.0,1.2,No precipitation,12,,,,
13.02.2020 11:00,11.8,628.6,763.0,,58,Wind blowing from the south-southwest,1,,3,no clouds, ,,,5.1,22.2,,,,,,14.0,3.8,No precipitation,6,,,,
13.02.2020 08:00,5.4,628.2,763.1,0.3,80,Wind blowing from the south-west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,22.2,,,2500 or more  or no clouds.,,,25.0,2.2,No precipitation,12,,,,
13.02.2020 05:00,6.6,627.9,761.1,,73,Wind blowing from the south-west,1,,8,, ,,,5.8,22.2,,,,,,30.0,2.1,No precipitation,6,,,,
13.02.2020 02:00,8.6,628.6,761.5,-0.2,65,Wind blowing from the south-southeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,22.2,,,2500 or more  or no clouds.,,,30.0,2.4,No precipitation,12,,,,
12.02.2020 23:00,11.4,628.8,763.0,,52,Wind blowing from the east-southeast,2,,9,, ,,,5.8,22.2,,,,,,30.0,1.9,No precipitation,6,,,,
12.02.2020 20:00,15.2,627.7,762.2,0.9,36,Wind blowing from the south-southwest,2,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,22.2,,,1500-2000,,,20.0,0.2,No precipitation,12,,,,
12.02.2020 17:00,20.5,626.8,759.4,,23,Wind blowing from the west,3,,9,, ,,,5.8,22.2,,,,,,30.0,-1.3,No precipitation,6,,,,
12.02.2020 14:00,20.1,628.3,760.9,,25,Wind blowing from the west-northwest,3,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,21.9,,,1500-2000,,,30.0,-0.5,No precipitation,12,,,,
12.02.2020 11:00,12.4,630.1,764.3,,53,Wind blowing from the west-southwest,1,,3,no clouds, ,,,5.8,21.9,,,,,,29.0,3.1,No precipitation,6,,,,
12.02.2020 08:00,6.3,629.5,764.3,0.7,69,Wind blowing from the south,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,21.9,,,2500 or more  or no clouds.,,,30.0,1.0,No precipitation,12,,,,
12.02.2020 05:00,8.2,628.8,761.7,,73,Wind blowing from the north-west,1,,10,, ,,,7.9,21.9,,,,,,30.0,3.5,No precipitation,6,,,,
12.02.2020 02:00,10.1,629.5,762.1,,61,Wind blowing from the south,2,,10,, ,,,8.9,21.9,,,,,,30.0,2.9,No precipitation,6,,,,
11.02.2020 23:00,12.3,629.8,763.1,,52,Wind blowing from the south,1,,10,, ,,,8.9,21.9,,,,,,30.0,2.7,No precipitation,6,,,,
11.02.2020 20:00,15.9,628.6,762.3,0.7,39,Wind blowing from the south-west,2,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,21.9,,,1500-2000,,,29.0,2.0,No precipitation,12,,,,
11.02.2020 17:00,20.8,627.9,759.7,,24,Wind blowing from the west-southwest,4,,10,20–30%., ,,,8.9,21.9,,,1500-2000,,,30.0,-0.5,No precipitation,6,,,,
11.02.2020 14:00,21.2,628.9,761.2,-1.5,29,Wind blowing from the south,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,21.4,,,1500-2000,,,30.0,2.5,No precipitation,12,,,,
11.02.2020 11:00,15.8,630.4,764.0,,41,Wind blowing from the west-northwest,1,,5,20–30%., ,,,8.9,21.3,,,1500-2000,,,30.0,2.6,No precipitation,6,,,,
11.02.2020 08:00,9.6,629.3,763.7,0.8,68,Wind blowing from the east-southeast,1,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,,,,1500-2000,,,30.0,4.0,No precipitation,12,,,,
11.02.2020 05:00,12.0,628.5,761.5,,58,Wind blowing from the east,1,,7,, ,,,10.2,21.3,,,,,,29.0,3.8,No precipitation,6,,,,
11.02.2020 02:00,10.4,628.9,762.4,-0.1,74,Wind blowing from the south,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,21.3,,,2500 or more  or no clouds.,,,20.0,6.0,0.1,12,,,,
10.02.2020 23:00,11.9,629.0,762.1,,68,Wind blowing from the south,1,,10,, ,,,11.7,21.3,,,,,,22.0,6.2,No precipitation,6,,,,
10.02.2020 20:00,14.1,628.3,761.9,0.4,63,Wind blowing from the south-east,2,,10,60%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,21.3,,,1500-2000,,,22.0,7.2,0.1,12,,,,
10.02.2020 17:00,16.4,627.9,760.6,,65,Wind blowing from the south,2,,10,70 – 80%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,23.2,,,1000-1500,,,12.0,9.8,0.1,6,,,,
10.02.2020 14:00,16.1,628.7,761.4,-1.3,62,Wind blowing from the north-northwest,1,,10,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,24.2,,,1500-2000,,,15.0,8.8,0.4,12,,,,
10.02.2020 11:00,16.4,630.0,762.4,,61,Wind blowing from the south-southwest,2,,5,70 – 80%., ,,,11.9,,,,1500-2000,,,14.0,8.9,0.1,6,,,,
10.02.2020 08:00,11.9,629.0,761.7,0.8,97,Wind blowing from the west-northwest,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,24.2,,,1000-1500,,,5.0,11.4,0.4,12,,,,
10.02.2020 05:00,12.8,628.2,759.4,,90,Wind blowing from the south,1,,11,,Rain (not freezing) not falling as shower(s). ,,,10.1,24.2,,,,,,7.0,11.2,0.3,6,,,,
10.02.2020 02:00,13.7,628.9,759.9,,81,Wind blowing from the south-east,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,24.2,,,2500 or more  or no clouds.,,,11.0,10.5,No precipitation,12,,,,
09.02.2020 23:00,15.5,629.1,761.5,,63,Wind blowing from the south,2,,11,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.1,24.2,,,,,,13.0,8.5,No precipitation,6,,,,
09.02.2020 20:00,18.3,628.5,761.5,0.5,49,Wind blowing from the south-southeast,1,,11,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,24.2,,,1500-2000,,,21.0,7.4,No precipitation,12,,,,
09.02.2020 17:00,22.3,628.0,759.7,,37,Wind blowing from the south-west,3,,10,70 – 80%., ,,,10.1,24.2,,,1500-2000,,,30.0,6.9,No precipitation,6,,,,
09.02.2020 14:00,23.3,629.7,761.3,,39,Wind blowing from the south,4,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,23.6,,,1500-2000,,,28.0,8.6,No precipitation,12,,,,
09.02.2020 11:00,15.8,631.9,765.4,,60,Wind blowing from the west-southwest,1,,3,20–30%., ,,,10.1,21.3,,,1500-2000,,,12.0,8.1,No precipitation,6,,,,
09.02.2020 08:00,10.2,631.0,764.9,0.5,78,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,21.3,,,2500 or more  or no clouds.,,,14.0,6.5,No precipitation,12,,,,
09.02.2020 05:00,10.7,630.5,763.3,,74,Wind blowing from the west-southwest,1,,7,, ,,,5.8,21.3,,,,,,16.0,6.3,No precipitation,6,,,,
09.02.2020 02:00,11.7,631.5,764.8,,70,Wind blowing from the south-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,21.3,,,2500 or more  or no clouds.,,,18.0,6.4,No precipitation,12,,,,
08.02.2020 23:00,13.4,631.6,766.6,,61,Wind blowing from the south-east,2,,,, ,,,5.8,21.3,,,,,,20.0,6.0,No precipitation,6,,,,
08.02.2020 20:00,16.9,630.4,765.2,,49,Wind blowing from the south,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,21.3,,,1500-2000,,,16.0,6.1,No precipitation,12,,,,
08.02.2020 17:00,20.1,629.5,763.0,,39,Wind blowing from the south,3,,7,60%., ,,,5.8,21.4,,,1500-2000,,,18.0,5.7,No precipitation,6,,,,
08.02.2020 14:00,18.1,630.3,764.1,,47,Wind blowing from the south,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,22.0,,,2500 or more  or no clouds.,,,9.0,6.6,No precipitation,12,,,,
08.02.2020 11:00,10.1,631.5,767.0,,72,Wind blowing from the west-southwest,1,,3,10%  or less  but not 0, ,,,5.8,,,,1500-2000,,,8.0,5.3,No precipitation,6,,,,
08.02.2020 08:00,5.9,630.3,765.5,0.8,88,Wind blowing from the south,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,22.0,,,2500 or more  or no clouds.,,,9.0,4.1,No precipitation,12,,,,
08.02.2020 05:00,6.9,629.5,762.9,,81,Wind blowing from the south-southwest,2,,6,, ,,,4.4,22.0,,,,,,9.0,3.9,No precipitation,6,,,,
08.02.2020 02:00,8.6,630.2,763.9,-0.1,73,Wind blowing from the west-southwest,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,22.0,,,2500 or more  or no clouds.,,,16.0,4.0,No precipitation,12,,,,
07.02.2020 23:00,10.8,630.3,765.4,,64,Wind blowing from the south-southeast,1,,10,, ,,,4.4,22.0,,,,,,20.0,4.3,No precipitation,6,,,,
07.02.2020 20:00,15.3,628.9,764.2,,49,Wind blowing from the south-southeast,1,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,22.0,,,1500-2000,,,23.0,4.7,No precipitation,12,,,,
07.02.2020 17:00,20.9,627.9,761.2,,30,Wind blowing from the west,2,,10,50%., ,,,4.4,22.0,,,1500-2000,,,30.0,2.7,No precipitation,6,,,,
07.02.2020 14:00,18.8,629.1,762.7,-1.7,36,Wind blowing from the north-west,1,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,21.0,,,1500-2000,,,20.0,3.4,No precipitation,12,,,,
07.02.2020 11:00,10.7,630.8,766.2,,65,Wind blowing from the south-west,1,,3,20–30%., ,,,4.4,21.0,,,1500-2000,,,13.0,4.4,No precipitation,6,,,,
07.02.2020 08:00,4.4,629.7,765.4,1.5,85,Wind blowing from the south-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,21.0,,,,,,14.0,2.1,No precipitation,12,,,,
07.02.2020 05:00,5.9,628.2,761.8,,76,Wind blowing from the south,1,,7,, ,,,4.4,21.0,,,,,,20.0,2.0,No precipitation,6,,,,
07.02.2020 02:00,7.8,628.8,761.8,0.0,64,Wind blowing from the south,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,21.0,,,2500 or more  or no clouds.,,,29.0,1.4,No precipitation,12,,,,
06.02.2020 23:00,10.3,628.8,763.9,,53,Wind blowing from the south-southeast,1,,10,, ,,,4.4,21.0,,,,,,30.0,1.1,No precipitation,6,,,,
