Local time in Dunhua,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 11:00,-1.1,720.7,770.4,,46,Wind blowing from the south-west,3,,7,20–30%., ,,,-12.9,-1.1,,,600-1000,,,13.0,-11.3,No precipitation,6,,,,
19.02.2020 08:00,-8.6,720.9,771.1,0.7,67,Wind blowing from the north,0,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-2.6,,,,,,6.0,-13.6,No precipitation,12,,,,
19.02.2020 05:00,-12.0,720.2,770.7,,76,Wind blowing from the south-west,1,,7,, ,,,-19.0,-2.6,,,,,,17.0,-15.4,No precipitation,6,,,,
19.02.2020 02:00,-8.2,719.9,769.7,,64,Wind blowing from the west-southwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.6,,,2500 or more  or no clouds.,,,30.0,-13.8,No precipitation,12,,,,
18.02.2020 20:00,-6.7,719.2,769.9,1.5,53,Wind blowing from the south-southwest,3,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-2.6,,,1000-1500,,,30.0,-14.9,No precipitation,12,,,,
18.02.2020 17:00,-6.1,717.7,768.7,,44,Wind blowing from the north-west,2,,9,no clouds, ,,,-19.8,-2.6,,,,,,30.0,-16.4,No precipitation,6,,,,
18.02.2020 14:00,-2.9,716.8,767.5,-1.5,30,Wind blowing from the west-southwest,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-2.7,,,2500 or more  or no clouds.,,,30.0,-18.1,No precipitation,12,,,,
18.02.2020 11:00,-7.6,718.3,769.1,,41,Wind blowing from the south-southwest,4,,7,no clouds, ,,,-19.8,-7.6,,,,,,30.0,-18.6,No precipitation,6,,,,
18.02.2020 08:00,-14.7,718.9,770.4,1.1,57,Wind blowing from the south,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-11.7,,,,,,8.0,-21.4,No precipitation,12,,,,
18.02.2020 05:00,-18.9,717.8,769.4,,67,Wind blowing from the west-northwest,2,,11,, ,,,-19.8,-11.7,,,,,,30.0,-23.5,No precipitation,6,,,,
18.02.2020 02:00,-18.8,717.4,769.0,,65,Wind blowing from the south-southwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-11.7,,,2500 or more  or no clouds.,,,30.0,-23.8,No precipitation,12,,,,
17.02.2020 20:00,-14.1,716.5,767.8,1.4,51,Wind blowing from the south-southwest,2,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-11.7,,,2500 or more  or no clouds.,,,30.0,-22.1,0.2,12,,,,
17.02.2020 17:00,-12.3,715.1,766.2,,49,Wind blowing from the north-northwest,5,,10,90  or more  but not 100%, ,,,-16.4,-11.7,,,2500 or more  or no clouds.,,,30.0,-20.8,0.1,6,,,,
17.02.2020 14:00,-11.9,713.8,764.6,-0.3,47,Wind blowing from the north-northwest,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-10.4,,,1000-1500,,,30.0,-21.0,0.2,12,,,,
17.02.2020 11:00,-13.6,714.1,765.1,,62,Wind blowing from the north-northwest,4,,8,90  or more  but not 100%, ,,,-16.4,-9.8,,,1000-1500,,,10.0,-19.3,0.1,6,,,,
17.02.2020 08:00,-15.6,714.2,765.3,0.2,68,Wind blowing from the west-northwest,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-9.8,,,2500 or more  or no clouds.,,,16.0,-20.2,0.2,12,,,,
17.02.2020 05:00,-15.5,714.0,765.0,,77,Wind blowing from the north-northwest,2,,9,, ,,,-15.6,-9.8,,,,,,8.0,-18.6,0.2,6,,,,
17.02.2020 02:00,-14.0,714.2,764.9,,75,Wind blowing from the north,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-9.8,,,2500 or more  or no clouds.,,,11.0,-17.5,1.0,12,,,,
16.02.2020 20:00,-12.8,714.4,765.1,0.5,73,Wind blowing from the north,3,,10,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-8.9,,,1000-1500,,,8.0,-16.6,2.0,12,,,,
16.02.2020 17:00,-11.9,713.9,764.5,,76,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-12.1,-8.5,,,1000-1500,,,5.0,-15.3,1.0,6,,,,
16.02.2020 14:00,-10.5,712.5,762.7,-0.7,73,Wind blowing from the north-northeast,4,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-12.1,,,,1000-1500,,,3.1,-14.4,3.0,12,,,,
16.02.2020 11:00,-10.7,713.2,763.4,,70,Wind blowing from the north-northeast,4,,9,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,,,,,,,4.8,-15.1,2.0,6,,,,
16.02.2020 08:00,-11.8,714.3,764.6,0.2,75,Wind blowing from the north-northeast,3,,9,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-12.1,-6.0,,,1000-1500,,,4.9,-15.3,6.0,12,,,,
16.02.2020 05:00,-11.2,714.1,764.3,,79,Wind blowing from the north-northeast,3,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-11.2,-6.0,,,,,,2.2,-14.1,2.0,6,,,,
16.02.2020 02:00,-10.5,715.4,765.4,,79,Wind blowing from the north-northeast,3,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.5,-6.0,,,2500 or more  or no clouds.,,,2.8,-13.4,6.0,12,,,,
15.02.2020 20:00,-8.9,717.9,768.2,-0.7,82,Wind blowing from the north-northeast,2,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,-6.0,,,1000-1500,,,1.9,-11.4,2.0,12,,,,
15.02.2020 17:00,-8.5,718.6,769.0,,78,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,-4.7,,,1000-1500,,,2.6,-11.7,0.8,6,,,,
15.02.2020 14:00,-6.6,719.5,769.6,-2.5,44,Wind blowing from the south-southwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,,,,1000-1500,,,29.0,-16.9,No precipitation,12,,,,
15.02.2020 11:00,-7.3,722.0,772.3,,41,Wind blowing from the north-northeast,1,,4,100%., ,,,-9.5,,,,1000-1500,,,30.0,-18.3,No precipitation,6,,,,
15.02.2020 08:00,-9.0,722.4,772.8,-0.3,56,Wind blowing from the north-east,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,,,,1000-1500,,,30.0,-16.2,No precipitation,12,,,,
15.02.2020 05:00,-9.1,722.7,772.9,,64,Calm  no wind,0,,,, ,,,-9.1,-0.7,,,,,,30.0,-14.7,No precipitation,6,,,,
15.02.2020 02:00,-8.1,723.7,773.7,,60,Wind blowing from the north,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.2,-0.7,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
14.02.2020 20:00,-6.6,723.1,773.1,1.2,53,Wind blowing from the north-northwest,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.6,5.9,,,1000-1500,,,30.0,-14.6,No precipitation,12,,,,
14.02.2020 17:00,-4.8,721.9,771.6,,51,Wind blowing from the north-northwest,3,,9,100%., ,,,-6.2,,,,1000-1500,,,29.0,-13.6,No precipitation,6,,,,
14.02.2020 14:00,-2.1,721.0,770.0,0.3,47,Wind blowing from the north-northwest,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,,,,2500 or more  or no clouds.,,,30.0,-11.9,No precipitation,12,,,,
14.02.2020 11:00,-2.0,720.7,769.3,,52,Wind blowing from the north,2,,10,, ,,,-6.2,,,,,,,30.0,-10.6,No precipitation,6,,,,
14.02.2020 08:00,-4.7,721.3,770.0,1.2,71,Wind blowing from the north-northwest,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,8.3,,,2500 or more  or no clouds.,,,24.0,-9.2,No precipitation,12,,,,
14.02.2020 05:00,-4.3,720.1,768.7,,76,Wind blowing from the north-northwest,3,,10,, ,,,-7.3,8.3,,,,,,19.0,-7.9,No precipitation,6,,,,
14.02.2020 02:00,-0.7,718.3,766.3,,65,Wind blowing from the north-northwest,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,8.3,,,2500 or more  or no clouds.,,,22.0,-6.5,No precipitation,12,,,,
13.02.2020 20:00,5.4,714.5,762.8,1.1,59,Wind blowing from the south-southwest,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,8.3,,,1000-1500,,,7.0,-2.0,No precipitation,12,,,,
13.02.2020 17:00,5.9,713.4,761.6,,56,Wind blowing from the south,0,,10,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,8.3,,,1000-1500,,,7.0,-2.4,No precipitation,6,,,,
13.02.2020 14:00,8.0,712.6,760.6,-0.5,49,Wind blowing from the west-southwest,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,8.3,,,600-1000,,,9.0,-2.3,No precipitation,12,,,,
13.02.2020 11:00,5.9,713.1,761.1,,51,Wind blowing from the south,2,,3,no clouds, ,,,-7.3,9.1,,,,,,12.0,-3.7,No precipitation,6,,,,
13.02.2020 08:00,-5.0,713.7,762.5,1.2,86,Wind blowing from the south-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,,,,,,,4.1,-7.0,No precipitation,12,,,,
13.02.2020 05:00,-5.0,712.5,760.7,,89,Wind blowing from the south,1,,3,,Mist. ,,,-5.6,9.1,,,,,,7.0,-6.5,No precipitation,6,,,,
13.02.2020 02:00,-4.8,713.4,761.4,,87,Wind blowing from the north,0,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,9.1,,,2500 or more  or no clouds.,,,6.0,-6.6,No precipitation,12,,,,
12.02.2020 20:00,-0.5,714.0,762.1,0.5,76,Wind blowing from the south,0,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,9.1,,,2500 or more  or no clouds.,,,7.0,-4.2,No precipitation,12,,,,
12.02.2020 17:00,5.0,713.5,761.2,,55,Wind blowing from the north-northeast,1,,12,20–30%., ,,,0.9,9.1,,,2500 or more  or no clouds.,,,11.0,-3.3,No precipitation,6,,,,
12.02.2020 14:00,8.1,713.2,760.6,,43,Wind blowing from the west,2,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,9.5,,,2500 or more  or no clouds.,,,12.0,-3.7,No precipitation,12,,,,
12.02.2020 11:00,7.5,714.7,762.3,,42,Wind blowing from the south-southwest,5,,12,60%., ,,,0.9,9.5,,,2500 or more  or no clouds.,,,12.0,-4.6,No precipitation,6,,,,
12.02.2020 08:00,2.6,715.3,763.1,0.9,53,Wind blowing from the south-southwest,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,10.0,-6.0,No precipitation,12,,,,
12.02.2020 05:00,2.4,714.4,762.0,,46,Wind blowing from the south-southwest,7,,11,, ,,,,9.5,,,,,,18.0,-8.3,No precipitation,6,,,,
12.02.2020 02:00,2.7,715.0,762.3,,42,Wind blowing from the south-southwest,6,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,9.5,,,2500 or more  or no clouds.,,,26.0,-9.2,No precipitation,12,,,,
11.02.2020 20:00,4.9,715.4,764.5,0.0,36,Wind blowing from the south-southwest,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,9.5,,,,,,20.0,-8.9,No precipitation,12,,,,
11.02.2020 17:00,7.0,715.4,764.6,,28,Wind blowing from the south-southwest,4,,11,no clouds, ,,,-15.8,9.5,,,,,,14.0,-10.3,No precipitation,6,,,,
11.02.2020 14:00,9.1,716.0,764.9,-2.0,24,Wind blowing from the south-southwest,6,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,9.1,,,,,,12.0,-10.4,No precipitation,12,,,,
11.02.2020 11:00,3.0,718.0,767.6,,37,Wind blowing from the south-southeast,2,,4,, ,,,-15.8,3.0,,,,,,11.0,-10.3,No precipitation,6,,,,
11.02.2020 08:00,-11.5,719.1,769.9,-0.1,73,Wind blowing from the south,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,-2.7,,,,,,9.0,-15.4,No precipitation,12,,,,
11.02.2020 05:00,-15.3,719.2,769.8,,76,Calm  no wind,0,,,, ,,,-15.5,-2.7,,,,,,8.0,-18.6,No precipitation,6,,,,
11.02.2020 02:00,-14.0,719.6,770.0,,80,Wind blowing from the south-southeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-2.7,,,2500 or more  or no clouds.,,,13.0,-16.7,No precipitation,12,,,,
10.02.2020 20:00,-10.9,719.7,770.8,0.8,69,Wind blowing from the south-west,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-2.7,,,,,,4.7,-15.5,No precipitation,12,,,,
10.02.2020 17:00,-5.4,718.9,769.4,,52,Wind blowing from the north-northeast,1,,4,no clouds, ,,,-15.5,-2.7,,,,,,14.0,-13.7,No precipitation,6,,,,
10.02.2020 14:00,-4.1,718.4,768.4,-0.2,47,Wind blowing from the east-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-2.4,,,,,,24.0,-13.8,No precipitation,12,,,,
10.02.2020 11:00,-7.9,718.6,768.8,,58,Wind blowing from the north-east,2,,5,no clouds, ,,,-15.5,-2.4,,,,,,25.0,-14.7,No precipitation,6,,,,
10.02.2020 08:00,-13.3,717.9,768.4,1.5,76,Wind blowing from the north-west,0,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-2.4,,,2500 or more  or no clouds.,,,8.0,-16.6,No precipitation,12,,,,
10.02.2020 05:00,-14.2,716.4,766.9,,80,Wind blowing from the north-northwest,1,,5,, ,,,-23.3,-2.4,,,,,,13.0,-16.9,No precipitation,6,,,,
10.02.2020 02:00,-10.2,715.4,765.1,,71,Wind blowing from the south-west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.4,,,2500 or more  or no clouds.,,,17.0,-14.5,No precipitation,12,,,,
09.02.2020 20:00,-7.1,713.5,764.3,0.2,68,Wind blowing from the north-northwest,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-2.4,,,2500 or more  or no clouds.,,,12.0,-12.0,No precipitation,12,,,,
09.02.2020 17:00,-6.3,713.3,764.4,,63,Wind blowing from the north-northeast,1,,8,90  or more  but not 100%, ,,,-23.3,-2.4,,,2500 or more  or no clouds.,,,17.0,-12.2,No precipitation,6,,,,
09.02.2020 14:00,-2.7,712.7,763.3,-3.0,34,Wind blowing from the south-southwest,5,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-2.7,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,12,,,,
09.02.2020 11:00,-7.0,715.7,766.9,,38,Wind blowing from the south,3,,5,40%., ,,,-23.3,-7.0,,,2500 or more  or no clouds.,,,24.0,-18.9,No precipitation,6,,,,
09.02.2020 08:00,-19.3,717.9,770.0,-1.3,64,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-9.7,,,,,,7.0,-24.4,No precipitation,12,,,,
09.02.2020 05:00,-22.4,719.2,771.4,,72,Calm  no wind,0,,,, ,,,-22.9,-9.7,,,,,,29.0,-26.1,No precipitation,6,,,,
09.02.2020 02:00,-21.9,721.2,773.1,,68,Wind blowing from the south-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.0,-9.7,,,2500 or more  or no clouds.,,,30.0,-26.2,No precipitation,12,,,,
08.02.2020 20:00,-16.3,723.1,775.3,0.1,50,Wind blowing from the north,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-9.7,,,,,,9.0,-24.3,No precipitation,12,,,,
08.02.2020 17:00,-13.2,723.0,775.0,,40,Wind blowing from the north-northwest,3,,10,no clouds, ,,,-18.9,-9.6,,,,,,30.0,-24.0,No precipitation,6,,,,
08.02.2020 14:00,-9.7,722.3,773.7,-0.7,29,Wind blowing from the north-northwest,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-6.1,,,,,,30.0,-24.4,No precipitation,12,,,,
08.02.2020 11:00,-11.4,723.0,774.4,,36,Wind blowing from the north-northwest,4,,8,no clouds, ,,,-18.9,-5.9,,,,,,27.0,-23.5,No precipitation,6,,,,
08.02.2020 08:00,-16.4,722.8,774.6,1.0,56,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.9,-5.9,,,,,,11.0,-23.2,No precipitation,12,,,,
08.02.2020 05:00,-17.9,721.8,773.3,,61,Wind blowing from the north-northwest,1,,5,, ,,,-17.9,-5.9,,,,,,17.0,-23.6,No precipitation,6,,,,
08.02.2020 02:00,-15.6,720.9,771.8,,60,Wind blowing from the west-southwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.1,-5.9,,,2500 or more  or no clouds.,,,15.0,-21.6,No precipitation,12,,,,
07.02.2020 20:00,-12.2,719.4,770.5,,67,Wind blowing from the north-northwest,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-5.9,,,,,,8.0,-17.1,No precipitation,12,,,,
07.02.2020 17:00,-9.6,719.0,769.9,,58,Wind blowing from the west-northwest,1,,9,20–30%., ,,,-20.1,-5.9,,,600-1000,,,19.0,-16.3,No precipitation,6,,,,
07.02.2020 14:00,-6.4,718.7,769.8,-0.8,46,Wind blowing from the west,4,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-5.9,,,600-1000,,,30.0,-16.1,No precipitation,12,,,,
07.02.2020 11:00,-7.2,719.5,770.8,,45,Wind blowing from the west-southwest,3,,8,60%., ,,,-20.1,-7.1,,,600-1000,,,30.0,-17.1,No precipitation,6,,,,
07.02.2020 08:00,-12.5,720.3,772.0,-0.1,65,Wind blowing from the south-southwest,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-9.1,,,,,,5.0,-17.7,No precipitation,12,,,,
07.02.2020 05:00,-13.9,720.4,772.0,,58,Wind blowing from the south-southwest,3,,4,, ,,,-27.2,-9.1,,,,,,24.0,-20.4,No precipitation,6,,,,
07.02.2020 02:00,-18.8,720.7,772.3,,60,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-9.1,,,2500 or more  or no clouds.,,,15.0,-24.7,No precipitation,12,,,,
06.02.2020 20:00,-18.4,721.8,774.9,-0.4,56,Wind blowing from the west-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-9.1,,,,,,8.0,-25.0,No precipitation,12,,,,
06.02.2020 17:00,-14.3,722.2,775.2,,44,Wind blowing from the north,0,,5,no clouds, ,,,-27.2,-9.1,,,,,,16.0,-23.9,No precipitation,6,,,,
06.02.2020 14:00,-9.8,723.5,775.9,-2.6,27,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-9.4,,,,,,30.0,-25.3,No precipitation,12,,,,
06.02.2020 11:00,-14.6,726.1,779.1,,39,Wind blowing from the south,2,,4,no clouds, ,,,-27.2,-14.6,,,,,,30.0,-25.5,No precipitation,6,,,,
06.02.2020 08:00,-24.0,727.4,781.3,0.0,64,Wind blowing from the south-west,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-27.2,-17.3,,,,,,5.0,-28.9,No precipitation,12,,,,
06.02.2020 05:00,-26.4,727.4,781.3,,69,Wind blowing from the south-southwest,2,,4,, ,,,-27.2,-17.3,,,,,,21.0,-30.4,No precipitation,6,,,,
06.02.2020 02:00,-25.4,727.6,781.2,,66,Wind blowing from the south-west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-17.3,,,2500 or more  or no clouds.,,,17.0,-29.9,No precipitation,12,,,,
05.02.2020 20:00,-22.3,726.9,780.6,1.4,59,Wind blowing from the west-southwest,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-17.3,,,,,,29.0,-28.2,No precipitation,12,,,,
05.02.2020 17:00,-19.4,725.5,779.2,,53,Wind blowing from the north-northwest,2,,11,no clouds, ,,,-26.4,-17.0,,,,,,26.0,-26.6,No precipitation,6,,,,
05.02.2020 14:00,-17.8,724.3,777.4,-0.4,46,Wind blowing from the north-northwest,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-13.9,,,2500 or more  or no clouds.,,,26.0,-26.7,No precipitation,12,,,,
05.02.2020 11:00,-19.3,724.7,778.0,,47,Wind blowing from the north-northwest,5,,10,60%., ,,,-26.4,-12.7,,,2500 or more  or no clouds.,,,30.0,-27.8,No precipitation,6,,,,
05.02.2020 08:00,-22.4,723.8,777.1,1.0,60,Wind blowing from the south-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.4,-12.7,,,,,,10.0,-28.1,No precipitation,12,,,,
05.02.2020 05:00,-26.4,722.8,776.2,,67,Wind blowing from the west,1,,6,, ,,,-26.4,-12.7,,,,,,30.0,-30.7,No precipitation,6,,,,
05.02.2020 02:00,-23.9,722.5,775.3,,64,Wind blowing from the west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.9,-12.7,,,2500 or more  or no clouds.,,,30.0,-28.8,No precipitation,12,,,,
04.02.2020 20:00,-20.0,721.3,773.9,1.3,52,Wind blowing from the north-northwest,2,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.9,-12.7,,,2500 or more  or no clouds.,,,30.0,-27.4,No precipitation,12,,,,
04.02.2020 17:00,-17.0,720.0,772.5,,42,Wind blowing from the north-northwest,3,,11,90  or more  but not 100%, ,,,-22.9,-12.7,,,2500 or more  or no clouds.,,,28.0,-26.9,No precipitation,6,,,,
