Local time in Linyi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2020 20:00,9.3,762.4,773.9,1.2,59,Wind blowing from the south-east,1,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,14.3,,,2500 or more  or no clouds.,,,7.0,1.5,No precipitation,12,,,,
20.02.2020 17:00,12.2,761.2,772.6,,41,Wind blowing from the south,2,,5,100%., ,,,-1.1,14.3,,,2500 or more  or no clouds.,,,15.0,-0.7,No precipitation,6,,,,
20.02.2020 14:00,13.5,761.8,773.2,-1.1,33,Wind blowing from the south-southeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,14.3,,,2500 or more  or no clouds.,,,14.0,-2.4,No precipitation,12,,,,
20.02.2020 11:00,9.7,762.9,774.4,,53,Wind blowing from the east,1,,3,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,12.4,,,2500 or more  or no clouds.,,,5.0,0.6,No precipitation,6,,,,
20.02.2020 08:00,1.0,762.3,773.8,0.8,85,Wind blowing from the south,0,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,12.4,,,,,,3.0,-1.2,No precipitation,12,,,,
20.02.2020 05:00,-0.8,761.5,773.0,,89,Wind blowing from the west,1,,4,,Mist. ,,,-1.0,12.4,,,,,,3.4,-2.4,No precipitation,6,,,,
20.02.2020 02:00,0.8,760.7,772.2,0.1,81,Wind blowing from the south,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,12.4,,,2500 or more  or no clouds.,,,5.0,-2.1,No precipitation,12,,,,
19.02.2020 23:00,2.5,760.6,772.1,,76,Wind blowing from the south-east,0,,6,,Mist. ,,,-0.6,12.4,,,,,,6.0,-1.3,No precipitation,6,,,,
19.02.2020 20:00,6.5,758.9,770.5,1.4,50,Wind blowing from the east-southeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,12.4,,,,,,7.0,-3.2,No precipitation,12,,,,
19.02.2020 17:00,10.3,757.5,768.9,,32,Wind blowing from the south,2,,6,100%., ,,,-0.6,12.4,,,2500 or more  or no clouds.,,,19.0,-5.7,No precipitation,6,,,,
19.02.2020 14:00,12.0,757.6,768.9,-1.7,26,Wind blowing from the south,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,12.4,,,2500 or more  or no clouds.,,,18.0,-6.9,No precipitation,12,,,,
19.02.2020 11:00,9.6,759.3,770.6,,41,Wind blowing from the east-northeast,1,,,no clouds, ,,,,,,,,,,12.0,-3.0,,,,,,
19.02.2020 08:00,1.2,759.3,770.8,0.9,78,Wind blowing from the south-southeast,1,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,12.1,,,2500 or more  or no clouds.,,,5.0,-2.2,No precipitation,12,,,,
19.02.2020 05:00,0.5,758.4,769.8,,77,Calm  no wind,0,,,, ,,,-3.7,12.1,,,,,,9.0,-3.2,No precipitation,6,,,,
19.02.2020 02:00,2.8,759.4,770.8,0.0,65,Wind blowing from the north-east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,12.1,,,2500 or more  or no clouds.,,,10.0,-3.3,No precipitation,12,,,,
18.02.2020 23:00,6.0,759.4,770.8,,45,Wind blowing from the south,1,,7,, ,,,-3.7,12.1,,,,,,19.0,-5.3,No precipitation,6,,,,
18.02.2020 20:00,6.6,759.5,771.1,0.7,41,Wind blowing from the south-southeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,12.1,,,,,,15.0,-6.0,No precipitation,12,,,,
18.02.2020 17:00,10.8,758.8,770.3,,25,Wind blowing from the south,2,,7,50%., ,,,-3.7,12.1,,,2500 or more  or no clouds.,,,22.0,-8.4,No precipitation,6,,,,
18.02.2020 14:00,11.4,759.6,771.1,-2.7,21,Wind blowing from the south-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,11.7,,,,,,30.0,-10.1,No precipitation,12,,,,
18.02.2020 11:00,8.0,762.3,773.8,,28,Wind blowing from the south-southwest,3,,5,no clouds, ,,,-3.7,8.0,,,,,,25.0,-9.4,No precipitation,6,,,,
18.02.2020 08:00,-1.3,763.0,774.7,0.6,70,Wind blowing from the west-northwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,6.1,,,,,,9.0,-6.2,No precipitation,12,,,,
18.02.2020 05:00,-1.9,762.4,774.0,,72,Wind blowing from the south-east,1,,11,, ,,,-3.5,6.1,,,,,,24.0,-6.3,No precipitation,6,,,,
18.02.2020 02:00,-2.3,762.5,774.2,-0.5,72,Wind blowing from the north,0,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,6.1,,,2500 or more  or no clouds.,,,20.0,-6.7,No precipitation,12,,,,
17.02.2020 23:00,-0.8,763.0,774.7,,60,Wind blowing from the south-southwest,1,,13,, ,,,-2.7,6.1,,,,,,18.0,-7.6,No precipitation,6,,,,
17.02.2020 20:00,2.4,762.3,774.0,1.1,38,Wind blowing from the west,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,6.1,,,,,,26.0,-10.5,No precipitation,12,,,,
17.02.2020 17:00,5.4,761.2,772.9,,25,Wind blowing from the west-northwest,5,,13,no clouds, ,,,-2.7,6.1,,,,,,29.0,-13.1,No precipitation,6,,,,
17.02.2020 14:00,5.1,761.3,772.9,-1.6,24,Wind blowing from the north-west,5,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,5.5,,,,,,30.0,-13.8,No precipitation,12,,,,
17.02.2020 11:00,1.6,762.9,774.7,,31,Wind blowing from the west-northwest,6,,12,20–30%., ,,,-2.7,3.2,,,2500 or more  or no clouds.,,,30.0,-13.7,No precipitation,6,,,,
17.02.2020 08:00,-0.9,762.1,773.8,0.9,43,Wind blowing from the west-northwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,,,,,,,22.0,-11.9,No precipitation,12,,,,
17.02.2020 05:00,-2.3,761.2,772.9,,60,Wind blowing from the west-northwest,3,,11,, ,,,-4.8,3.2,,,,,,18.0,-9.0,No precipitation,6,,,,
17.02.2020 02:00,-0.9,761.4,773.1,0.5,45,Wind blowing from the west-northwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,3.2,,,2500 or more  or no clouds.,,,30.0,-11.6,No precipitation,12,,,,
16.02.2020 23:00,-1.7,760.9,772.7,,66,Wind blowing from the south-west,1,,12,, ,,,-4.8,3.2,,,,,,20.0,-7.2,No precipitation,6,,,,
16.02.2020 20:00,-0.6,760.6,772.4,0.9,48,Wind blowing from the west,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,3.2,,,,,,28.0,-10.3,No precipitation,12,,,,
16.02.2020 17:00,2.5,759.7,771.5,,31,Wind blowing from the north-west,5,,12,20–30%., ,,,-4.8,3.2,,,1000-1500,,,30.0,-12.9,No precipitation,6,,,,
16.02.2020 14:00,1.3,759.4,771.1,-1.5,38,Wind blowing from the west-northwest,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,1.7,,,,,,30.0,-11.5,No precipitation,12,,,,
16.02.2020 11:00,-1.2,760.9,772.6,,37,Wind blowing from the north-west,6,,12,no clouds, ,,,-4.8,0.3,,,,,,22.0,-14.0,No precipitation,6,,,,
16.02.2020 08:00,-4.0,760.5,772.3,0.8,53,Wind blowing from the north-west,5,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,0.3,,,2500 or more  or no clouds.,,,21.0,-12.2,No precipitation,12,,,,
16.02.2020 05:00,-4.8,759.7,771.6,,72,Wind blowing from the north-west,2,,,, ,,,-4.8,0.3,,,,,,17.0,-9.1,No precipitation,6,,,,
16.02.2020 02:00,-3.4,760.2,772.0,-0.1,61,Wind blowing from the west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,2.2,,,2500 or more  or no clouds.,,,26.0,-10.0,No precipitation,12,,,,
15.02.2020 23:00,-2.9,760.3,772.0,,58,Wind blowing from the west-northwest,2,,11,, ,,,-2.9,4.9,,,,,,21.0,-10.0,No precipitation,6,,,,
15.02.2020 20:00,-1.7,760.3,772.1,0.9,54,Wind blowing from the north-west,3,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,,,,2500 or more  or no clouds.,,,23.0,-9.8,Trace of precipitation,12,,,,
15.02.2020 17:00,-1.0,759.4,771.1,,56,Wind blowing from the north-west,4,,11,100%., ,,,-1.1,,,,2500 or more  or no clouds.,,,20.0,-8.7,No precipitation,6,,,,
15.02.2020 14:00,0.1,759.0,770.6,-1.3,62,Wind blowing from the north-west,4,,11,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,,,,2500 or more  or no clouds.,,,12.0,-6.3,9.0,12,,,,
15.02.2020 11:00,-0.1,760.3,771.9,,68,Wind blowing from the north-west,3,,11,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,10.9,,,2500 or more  or no clouds.,,,12.0,-5.3,2.0,6,,,,
15.02.2020 08:00,-1.1,760.0,771.5,2.6,92,Wind blowing from the north-west,2,,11,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-1.1,10.9,,,300-600,,,2.9,-2.2,13.0,12,,,,
15.02.2020 05:00,0.0,757.4,768.8,,96,Wind blowing from the north-west,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,0.0,10.9,,,,,,1.6,-0.6,11.0,6,,,,
15.02.2020 02:00,2.2,756.6,768.0,1.1,92,Wind blowing from the west-northwest,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,10.9,,,2500 or more  or no clouds.,,,7.0,1.0,5.0,12,,,,
14.02.2020 23:00,5.0,755.5,766.8,,90,Wind blowing from the west-northwest,4,,8,, ,,,5.0,10.9,,,,,,7.0,3.5,2.0,6,,,,
14.02.2020 20:00,10.7,753.8,765.0,1.9,96,Wind blowing from the north-northeast,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,13.6,,,300-600,,,1.9,10.1,2.0,12,,,,
14.02.2020 17:00,10.8,751.9,763.1,,96,Wind blowing from the south-southeast,1,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,,,,2500 or more  or no clouds.,,,2.0,10.2,0.1,6,,,,
14.02.2020 14:00,10.6,750.8,762.0,-0.4,96,Wind blowing from the east-southeast,1,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,,,,600-1000,,,1.1,10.0,1.0,12,,,,
14.02.2020 11:00,9.8,751.2,762.4,,97,Wind blowing from the east,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,8.9,,,,300-600,,,1.3,9.3,0.6,6,,,,
14.02.2020 08:00,9.1,750.9,762.0,1.1,97,Wind blowing from the east-southeast,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Fog or ice fog or thick haze.,4.3,19.0,,,300-600,,,1.0,8.6,0.8,12,,,,
14.02.2020 05:00,9.2,749.8,760.9,,97,Wind blowing from the east-southeast,2,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,3.2,19.0,,,,,,0.6,8.7,0.5,6,,,,
14.02.2020 02:00,8.9,750.2,761.2,0.2,95,Wind blowing from the east-southeast,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,19.0,,,2500 or more  or no clouds.,,,0.9,8.1,No precipitation,12,,,,
13.02.2020 23:00,9.3,750.0,761.1,,86,Wind blowing from the east,2,,8,,Mist. ,,,3.2,19.0,,,,,,2.9,7.1,No precipitation,6,,,,
13.02.2020 20:00,13.7,749.5,760.6,1.5,63,Wind blowing from the east-southeast,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,19.0,,,,,,8.0,6.8,No precipitation,12,,,,
13.02.2020 17:00,17.9,748.0,759.1,,42,Wind blowing from the south-southeast,3,,,20–30%., ,,,3.2,19.0,,,2500 or more  or no clouds.,,,15.0,4.8,No precipitation,6,,,,
13.02.2020 14:00,18.0,748.8,759.8,-2.2,48,Wind blowing from the south-southeast,3,,6,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,18.0,,,,,,9.0,6.8,No precipitation,12,,,,
13.02.2020 11:00,11.5,751.0,762.1,,83,Wind blowing from the south,2,,5,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,17.4,,,1000-1500,,,3.4,8.7,No precipitation,6,,,,
13.02.2020 08:00,4.3,751.5,762.7,0.5,94,Wind blowing from the north,0,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,17.4,,,,,,2.1,3.4,No precipitation,12,,,,
13.02.2020 05:00,4.3,751.0,762.1,,93,Wind blowing from the south-southeast,1,,4,,Mist. ,,,3.8,17.4,,,,,,3.3,3.3,No precipitation,6,,,,
13.02.2020 02:00,6.0,751.6,762.7,-0.2,90,Wind blowing from the south,0,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,17.4,,,2500 or more  or no clouds.,,,3.7,4.5,No precipitation,12,,,,
12.02.2020 23:00,9.7,751.8,763.0,,75,Wind blowing from the west-southwest,1,,6,,Mist. ,,,3.8,17.4,,,,,,7.0,5.5,No precipitation,6,,,,
12.02.2020 20:00,10.4,751.5,762.7,1.1,71,Wind blowing from the south-southwest,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,17.4,,,,,,6.0,5.4,No precipitation,12,,,,
12.02.2020 17:00,15.6,750.4,761.5,,44,Wind blowing from the south-west,3,,6,no clouds, ,,,3.8,17.4,,,,,,9.0,3.4,No precipitation,6,,,,
12.02.2020 14:00,16.2,750.9,762.0,,37,Wind blowing from the west-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,16.6,,,,,,23.0,1.5,No precipitation,12,,,,
12.02.2020 11:00,9.8,752.8,764.1,,77,Wind blowing from the west-southwest,1,,4,no clouds,Fog or ice fog. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,3.8,13.0,,,,,,3.0,6.0,No precipitation,6,,,,
12.02.2020 08:00,3.8,753.1,764.4,0.6,97,Wind blowing from the north-west,1,,4,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,13.0,,,600-1000,,,0.1,3.4,No precipitation,12,,,,
12.02.2020 05:00,6.0,752.5,763.7,,92,Wind blowing from the north-west,1,,5,,Mist. ,,,6.0,13.0,,,,,,1.8,4.8,No precipitation,6,,,,
12.02.2020 02:00,7.2,752.8,764.0,-0.5,89,Wind blowing from the south-southeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,13.0,,,2500 or more  or no clouds.,,,3.4,5.5,No precipitation,12,,,,
11.02.2020 23:00,6.9,753.3,764.5,,89,Wind blowing from the south-east,1,,5,,Mist. ,,,5.9,13.0,,,,,,3.5,5.2,No precipitation,6,,,,
11.02.2020 20:00,9.5,753.6,764.8,0.5,76,Wind blowing from the east-southeast,2,,5,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,13.0,,,2500 or more  or no clouds.,,,5.0,5.5,No precipitation,12,,,,
11.02.2020 17:00,11.6,753.1,764.3,,52,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,5.9,15.0,,,2500 or more  or no clouds.,,,8.0,2.1,No precipitation,6,,,,
11.02.2020 14:00,12.0,753.6,764.8,-1.3,54,Wind blowing from the east-southeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,17.3,,,2500 or more  or no clouds.,,,9.0,3.0,No precipitation,12,,,,
11.02.2020 11:00,12.5,754.9,766.0,,53,Wind blowing from the south-east,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,17.3,,,2500 or more  or no clouds.,,,5.0,3.2,No precipitation,6,,,,
11.02.2020 08:00,6.3,755.2,766.4,0.6,64,Wind blowing from the east,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,17.3,,,2500 or more  or no clouds.,,,5.0,0.0,No precipitation,12,,,,
11.02.2020 05:00,6.5,754.6,765.7,,64,Wind blowing from the east-southeast,1,,4,,Haze. ,,,0.0,17.3,,,,,,6.0,0.0,No precipitation,6,,,,
11.02.2020 02:00,6.3,755.2,766.4,-0.2,64,Wind blowing from the south-southwest,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,17.3,,,2500 or more  or no clouds.,,,7.0,0.0,No precipitation,12,,,,
10.02.2020 23:00,9.0,755.4,766.6,,50,Wind blowing from the east-southeast,1,,8,, ,,,0.0,17.3,,,,,,9.0,-0.9,No precipitation,6,,,,
10.02.2020 20:00,10.8,754.9,766.2,0.9,44,Wind blowing from the south-east,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,17.3,,,,,,8.0,-1.0,No precipitation,12,,,,
10.02.2020 17:00,15.0,754.0,765.3,,33,Wind blowing from the south-west,3,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,11.0,-1.1,,,,,,
10.02.2020 14:00,16.7,754.0,765.3,-2.1,26,Wind blowing from the south-west,4,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,17.0,,,2500 or more  or no clouds.,,,15.0,-2.9,No precipitation,12,,,,
10.02.2020 11:00,12.8,756.1,767.5,,45,Wind blowing from the west-southwest,1,,4,no clouds, ,,,0.0,14.1,,,,,,9.0,1.2,No precipitation,6,,,,
10.02.2020 08:00,2.2,756.2,767.6,0.5,87,Wind blowing from the south-southeast,0,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,14.1,,,,,,2.3,0.3,No precipitation,12,,,,
10.02.2020 05:00,0.7,755.7,767.0,,91,Wind blowing from the south-west,0,,4,,Mist. ,,,-0.1,14.1,,,,,,2.4,-0.6,No precipitation,6,,,,
10.02.2020 02:00,1.8,756.7,768.0,-0.5,87,Wind blowing from the north,0,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,14.1,,,2500 or more  or no clouds.,,,2.8,-0.1,No precipitation,12,,,,
09.02.2020 23:00,3.5,757.2,768.6,,79,Wind blowing from the south,1,,8,,Mist. ,,,-0.1,14.1,,,,,,3.0,0.2,No precipitation,6,,,,
09.02.2020 20:00,7.5,757.0,768.4,0.3,62,Wind blowing from the west,1,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,14.1,,,,,,5.0,0.7,No precipitation,12,,,,
09.02.2020 17:00,12.4,756.7,768.1,,37,Wind blowing from the west,3,,8,no clouds, ,,,-0.1,14.1,,,,,,8.0,-1.9,No precipitation,6,,,,
09.02.2020 14:00,13.2,757.5,768.8,-3.1,39,Wind blowing from the west,4,,8,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,13.3,,,,,,7.0,-0.4,No precipitation,12,,,,
09.02.2020 11:00,8.0,760.6,772.1,,69,Wind blowing from the south-west,2,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,11.0,,,2500 or more  or no clouds.,,,4.1,2.5,No precipitation,6,,,,
09.02.2020 08:00,0.4,761.2,772.7,-0.5,92,Wind blowing from the west-northwest,0,,5,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,11.0,,,2500 or more  or no clouds.,,,2.0,-0.7,No precipitation,12,,,,
09.02.2020 05:00,0.6,761.7,773.2,,88,Wind blowing from the west-northwest,1,,5,,Mist. ,,,0.6,11.0,,,,,,2.8,-1.2,No precipitation,6,,,,
09.02.2020 02:00,2.2,762.7,774.2,0.0,81,Wind blowing from the north-west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,11.0,,,2500 or more  or no clouds.,,,3.1,-0.7,No precipitation,12,,,,
08.02.2020 23:00,4.3,762.7,774.2,,71,Wind blowing from the west,2,,6,,Mist. ,,,1.4,11.0,,,,,,4.9,-0.5,No precipitation,6,,,,
08.02.2020 20:00,6.1,762.7,774.3,0.9,63,Wind blowing from the west-northwest,1,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,11.0,,,,,,3.3,-0.6,No precipitation,12,,,,
08.02.2020 17:00,9.7,761.8,773.3,,44,Wind blowing from the west,1,,6,70 – 80%., ,,,1.4,11.0,,,1000-1500,,,9.0,-2.0,No precipitation,6,,,,
08.02.2020 14:00,10.2,761.8,773.2,-2.0,43,Wind blowing from the west,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,10.4,,,1000-1500,,,8.0,-1.8,No precipitation,12,,,,
08.02.2020 11:00,6.9,763.8,775.3,,60,Wind blowing from the north-northwest,3,,6,no clouds, ,,,1.4,6.9,,,,,,7.0,-0.3,No precipitation,6,,,,
08.02.2020 08:00,1.7,763.3,774.9,0.7,84,Wind blowing from the west-northwest,1,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,6.3,,,,,,3.5,-0.7,No precipitation,12,,,,
08.02.2020 05:00,2.9,762.6,774.1,,78,Wind blowing from the west-northwest,1,,5,,Mist. ,,,-1.1,6.3,,,,,,4.7,-0.6,No precipitation,6,,,,
08.02.2020 02:00,2.9,762.8,774.4,0.0,77,Wind blowing from the west-southwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,6.3,,,2500 or more  or no clouds.,,,4.8,-0.7,No precipitation,12,,,,
07.02.2020 23:00,2.2,762.8,774.4,,79,Wind blowing from the west-northwest,1,,5,,Mist. ,,,-1.2,6.3,,,,,,3.3,-1.1,No precipitation,6,,,,
07.02.2020 20:00,4.1,762.1,773.8,,72,Wind blowing from the west,3,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,6.3,,,1000-1500,,,3.4,-0.5,No precipitation,12,,,,
07.02.2020 17:00,5.4,761.1,772.7,,67,Wind blowing from the west,3,,,90  or more  but not 100%, ,,,,,,,1000-1500,,,7.0,-0.4,,,,,,
07.02.2020 14:00,6.3,761.1,772.6,-1.9,67,Wind blowing from the south-west,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.2,6.3,,,1000-1500,,,10.0,0.6,No precipitation,12,,,,
07.02.2020 11:00,3.4,763.0,774.7,,82,Wind blowing from the north-west,1,,3,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,3.4,,,1000-1500,,,5.0,0.5,No precipitation,6,,,,
07.02.2020 08:00,-1.0,763.0,774.7,0.6,92,Wind blowing from the west,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.0,,,2500 or more  or no clouds.,,,2.2,-2.1,No precipitation,12,,,,
