Local time in Kunming,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
19.02.2020 05:00,9.2,610.3,764.0,,81,Wind blowing from the west-southwest,3,,8,, ,,,,10.2,,,,,,8.0,6.1,No precipitation,6,,,,
19.02.2020 02:00,9.4,610.6,764.6,0.0,81,Wind blowing from the south-west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.2,,,2500 or more  or no clouds.,,,8.0,6.3,No precipitation,12,,,,
18.02.2020 23:00,9.0,610.6,765.5,,86,Wind blowing from the south-southeast,2,,,,Mist. ,,,4.5,10.2,,,,,,5.0,6.8,No precipitation,6,,,,
18.02.2020 20:00,8.6,609.7,765.1,0.4,85,Wind blowing from the south-southeast,4,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,10.2,,,600-1000,,,6.0,6.2,No precipitation,12,,,,
18.02.2020 17:00,9.7,609.3,764.2,,78,Wind blowing from the south-southeast,3,,7,, ,,,4.5,10.2,,,,,,7.0,6.1,No precipitation,6,,,,
18.02.2020 14:00,9.2,610.8,766.0,-1.9,77,Wind blowing from the south-southeast,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,9.2,,,600-1000,,,8.0,5.4,No precipitation,12,,,,
18.02.2020 11:00,6.1,612.7,769.4,,82,Wind blowing from the east-northeast,1,,,100%., ,,,4.5,6.1,,,600-1000,,,8.0,3.3,No precipitation,6,,,,
18.02.2020 08:00,4.6,612.2,769.3,0.1,91,Wind blowing from the east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,6.0,,,600-1000,,,4.4,3.3,No precipitation,12,,,,
18.02.2020 05:00,4.8,612.1,768.9,,87,Wind blowing from the east,2,,,,Mist. ,,,4.8,6.0,,,,,,5.0,2.8,No precipitation,6,,,,
18.02.2020 02:00,5.2,613.0,770.0,-0.4,81,Wind blowing from the east-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,,,,2500 or more  or no clouds.,,,7.0,2.2,No precipitation,12,,,,
17.02.2020 23:00,5.4,613.4,770.3,,78,Wind blowing from the east,2,,6,, ,,,5.0,,,,,,,9.0,1.9,No precipitation,6,,,,
17.02.2020 20:00,5.2,612.6,769.5,0.5,76,Wind blowing from the east-southeast,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,,,,600-1000,,,10.0,1.3,No precipitation,12,,,,
17.02.2020 17:00,5.5,612.1,768.7,,77,Wind blowing from the east,3,,7,100%., ,,,4.9,,,,600-1000,,,10.0,1.8,No precipitation,6,,,,
17.02.2020 14:00,5.1,613.3,769.9,-1.4,78,Wind blowing from the east-southeast,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,,,,600-1000,,,12.0,1.6,No precipitation,12,,,,
17.02.2020 11:00,5.9,614.7,771.3,,76,Wind blowing from the east-southeast,3,,7,100%., ,,,3.9,10.1,,,600-1000,,,17.0,2.0,No precipitation,6,,,,
17.02.2020 08:00,5.3,613.5,770.5,1.4,85,Wind blowing from the east-southeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,10.1,,,600-1000,,,7.0,3.0,No precipitation,12,,,,
17.02.2020 05:00,5.8,612.1,767.3,,79,Wind blowing from the east,4,,6,,Haze. ,,,3.2,10.1,,,,,,7.0,2.4,No precipitation,6,,,,
17.02.2020 02:00,7.1,612.1,767.8,0.3,79,Wind blowing from the south-east,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,10.1,,,2500 or more  or no clouds.,,,7.0,3.7,No precipitation,12,,,,
16.02.2020 23:00,7.3,611.8,768.4,,77,Wind blowing from the east-southeast,1,,,, ,,,3.2,10.1,,,,,,8.0,3.5,No precipitation,6,,,,
16.02.2020 20:00,5.7,610.4,767.2,0.8,84,Wind blowing from the south-southwest,0,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,11.0,,,600-1000,,,9.0,3.2,No precipitation,12,,,,
16.02.2020 17:00,10.0,609.6,764.4,,60,Wind blowing from the south,3,,7,70 – 80%., ,,,3.2,13.9,,,600-1000,,,14.0,2.6,No precipitation,6,,,,
16.02.2020 14:00,7.0,611.4,767.0,-2.2,61,Wind blowing from the north,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,,,,600-1000,,,19.0,-0.2,No precipitation,12,,,,
16.02.2020 11:00,3.9,613.6,770.2,,69,Wind blowing from the east,2,,7,100%., ,,,3.2,15.1,,,600-1000,,,25.0,-1.3,No precipitation,6,,,,
16.02.2020 08:00,3.5,612.5,768.2,1.0,73,Wind blowing from the east,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.5,15.1,,,600-1000,,,24.0,-0.9,No precipitation,12,,,,
16.02.2020 05:00,4.8,611.5,765.6,,73,Wind blowing from the north-east,3,,7,, ,,,4.8,15.1,,,,,,13.0,0.4,No precipitation,6,,,,
16.02.2020 02:00,6.6,611.3,765.0,0.7,70,Wind blowing from the east-northeast,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,15.1,,,2500 or more  or no clouds.,,,10.0,1.5,No precipitation,12,,,,
15.02.2020 23:00,8.5,610.6,763.6,,66,Wind blowing from the east,2,,6,, ,,,6.9,15.1,,,,,,14.0,2.5,No precipitation,6,,,,
15.02.2020 20:00,11.0,608.5,761.6,1.7,59,Wind blowing from the east,4,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,15.2,,,2500 or more  or no clouds.,,,19.0,3.3,No precipitation,12,,,,
15.02.2020 17:00,13.9,606.8,758.4,,50,Wind blowing from the east-northeast,2,,6,90  or more  but not 100%, ,,,6.9,18.3,,,,,,15.0,3.7,No precipitation,6,,,,
15.02.2020 14:00,13.6,607.0,758.2,-1.0,46,Wind blowing from the south-southeast,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,19.4,,,600-1000,,,22.0,2.2,No precipitation,12,,,,
15.02.2020 11:00,13.4,608.0,759.0,,43,Wind blowing from the south-west,2,,4,90  or more  but not 100%, ,,,6.9,19.4,,,,,,30.0,1.1,No precipitation,6,,,,
15.02.2020 08:00,8.8,606.7,758.2,0.9,66,Wind blowing from the west,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,19.4,,,600-1000,,,29.0,2.8,No precipitation,12,,,,
15.02.2020 05:00,9.6,605.8,755.8,,62,Wind blowing from the south-southwest,1,,8,, ,,,5.6,19.4,,,,,,29.0,2.7,No precipitation,6,,,,
15.02.2020 02:00,11.6,606.5,756.1,-0.1,54,Wind blowing from the south-southwest,0,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,19.4,,,2500 or more  or no clouds.,,,30.0,2.4,No precipitation,12,,,,
14.02.2020 23:00,13.1,606.6,757.0,,45,Wind blowing from the south-southwest,2,,11,, ,,,4.8,19.4,,,,,,30.0,1.4,No precipitation,6,,,,
14.02.2020 20:00,15.1,604.8,756.5,1.8,38,Wind blowing from the south-west,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,19.4,,,600-1000,,,30.0,0.9,No precipitation,12,,,,
14.02.2020 17:00,18.2,603.0,753.1,,28,Wind blowing from the south-west,4,,,50%., ,,,4.8,19.4,,,600-1000,,,27.0,-0.6,No precipitation,6,,,,
14.02.2020 14:00,18.3,603.9,754.6,-2.3,29,Wind blowing from the west-southwest,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,19.7,,,,,,30.0,0.0,No precipitation,12,,,,
14.02.2020 11:00,13.9,606.2,758.3,,44,Wind blowing from the south-west,3,,6,50%., ,,,4.8,19.7,,,2500 or more  or no clouds.,,,23.0,1.9,No precipitation,6,,,,
14.02.2020 08:00,6.1,605.8,758.2,,76,Wind blowing from the west-southwest,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,19.7,,,600-1000,,,14.0,2.2,No precipitation,12,,,,
14.02.2020 02:00,5.7,606.7,758.2,-0.2,79,Wind blowing from the west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,19.7,,,2500 or more  or no clouds.,,,28.0,2.3,No precipitation,12,,,,
13.02.2020 23:00,7.2,606.9,759.2,,77,Wind blowing from the north,1,,10,, ,,,4.2,19.7,,,,,,29.0,3.3,No precipitation,6,,,,
13.02.2020 20:00,14.0,605.5,757.6,1.2,41,Wind blowing from the south-west,2,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,19.7,,,600-1000,,,30.0,1.0,No precipitation,12,,,,
13.02.2020 17:00,19.3,604.3,754.5,,24,Wind blowing from the south-southwest,4,,,no clouds, ,,,4.2,19.7,,,,,,30.0,-1.8,No precipitation,6,,,,
13.02.2020 14:00,17.7,606.4,758.1,-2.4,28,Wind blowing from the south-west,5,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,18.4,,,2500 or more  or no clouds.,,,30.0,-1.0,No precipitation,12,,,,
13.02.2020 11:00,13.7,608.8,760.6,,42,Wind blowing from the south-west,3,,6,10%  or less  but not 0, ,,,4.2,18.4,,,600-1000,,,27.0,1.0,No precipitation,6,,,,
13.02.2020 08:00,6.4,609.0,762.1,0.8,73,Wind blowing from the west,3,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,18.4,,,600-1000,,,13.0,1.9,No precipitation,12,,,,
13.02.2020 05:00,6.8,608.2,759.7,,69,Wind blowing from the west,1,,8,, ,,,2.1,18.4,,,,,,30.0,1.5,No precipitation,6,,,,
13.02.2020 02:00,5.0,608.5,760.9,-0.3,82,Wind blowing from the west-northwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,18.4,,,2500 or more  or no clouds.,,,30.0,2.2,No precipitation,12,,,,
12.02.2020 23:00,10.7,608.8,760.6,,54,Wind blowing from the west-northwest,1,,9,, ,,,2.1,18.4,,,,,,30.0,1.8,No precipitation,6,,,,
12.02.2020 20:00,13.8,607.6,761.5,0.8,39,Wind blowing from the south-southwest,2,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,18.4,,,600-1000,,,30.0,0.1,No precipitation,12,,,,
12.02.2020 17:00,18.3,606.8,759.1,,25,Wind blowing from the south-west,3,,9,90  or more  but not 100%, ,,,2.1,18.4,,,2500 or more  or no clouds.,,,30.0,-2.1,No precipitation,6,,,,
12.02.2020 14:00,17.1,607.9,760.3,-2.5,31,Wind blowing from the west,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,18.2,,,600-1000,,,30.0,-0.1,No precipitation,12,,,,
12.02.2020 11:00,13.4,610.4,763.0,,47,Wind blowing from the south-west,3,,6,70 – 80%., ,,,2.1,18.2,,,2500 or more  or no clouds.,,,24.0,2.3,No precipitation,6,,,,
12.02.2020 08:00,2.4,609.9,764.5,0.7,94,Wind blowing from the west,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,18.2,,,2500 or more  or no clouds.,,,16.0,1.5,No precipitation,12,,,,
12.02.2020 05:00,2.7,609.2,762.4,,93,Wind blowing from the north,0,,10,, ,,,2.6,18.2,,,,,,21.0,1.7,No precipitation,6,,,,
12.02.2020 02:00,4.8,609.7,762.5,-0.1,90,Wind blowing from the south-west,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,18.2,,,2500 or more  or no clouds.,,,20.0,3.3,No precipitation,12,,,,
11.02.2020 23:00,9.5,609.8,762.4,,63,Wind blowing from the west-northwest,1,,11,, ,,,5.6,18.2,,,,,,30.0,2.8,No precipitation,6,,,,
11.02.2020 20:00,13.4,608.7,761.9,0.8,42,Wind blowing from the south-west,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,18.2,,,,,,30.0,0.8,No precipitation,12,,,,
11.02.2020 17:00,17.2,607.9,759.4,,31,Wind blowing from the west-southwest,6,,11,40%., ,,,5.6,18.2,,,600-1000,,,30.0,-0.1,No precipitation,6,,,,
11.02.2020 14:00,16.9,608.9,760.5,-1.7,35,Wind blowing from the south-west,5,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,16.9,,,600-1000,,,30.0,1.4,No precipitation,12,,,,
11.02.2020 11:00,13.2,610.6,763.0,,49,Wind blowing from the south-west,5,,10,70 – 80%., ,,,5.6,15.3,,,600-1000,,,26.0,2.7,No precipitation,6,,,,
11.02.2020 08:00,6.0,609.4,763.1,0.8,91,Wind blowing from the west-southwest,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,15.3,,,600-1000,,,9.0,4.6,No precipitation,12,,,,
11.02.2020 05:00,7.2,608.6,761.0,,88,Wind blowing from the west,1,,11,, ,,,7.1,15.3,,,,,,14.0,5.3,No precipitation,6,,,,
11.02.2020 02:00,8.3,609.2,762.2,-0.1,83,Wind blowing from the south-west,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,15.3,,,2500 or more  or no clouds.,,,15.0,5.6,4.0,12,,,,
10.02.2020 23:00,10.6,609.3,761.4,,72,Wind blowing from the west-southwest,2,,14,, ,,,9.7,15.3,,,,,,19.0,5.8,No precipitation,6,,,,
10.02.2020 20:00,12.2,608.3,760.3,0.7,67,Wind blowing from the south-west,3,,14,10%  or less  but not 0,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,15.3,,,600-1000,,,23.0,6.3,8.0,12,,,,
10.02.2020 17:00,15.0,607.6,758.8,,57,Wind blowing from the south-west,6,,14,20–30%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,15.3,,,600-1000,,,30.0,6.6,6.0,6,,,,
10.02.2020 14:00,12.4,609.1,761.4,-1.5,83,Wind blowing from the west-southwest,2,,10,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,15.3,,,600-1000,,,8.0,9.6,4.0,12,,,,
10.02.2020 11:00,13.1,610.6,763.2,,69,Wind blowing from the south-southwest,4,,,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,13.4,,,600-1000,,,28.0,7.5,2.0,6,,,,
10.02.2020 08:00,10.8,609.4,762.4,0.6,87,Wind blowing from the south,1,,8,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,11.5,,,2500 or more  or no clouds.,,,20.0,8.7,Trace of precipitation,12,,,,
10.02.2020 05:00,10.4,608.8,761.8,,90,Wind blowing from the north-northwest,0,,8,, ,,,,10.6,,,,,,9.0,8.8,No precipitation,6,,,,
10.02.2020 02:00,10.3,610.1,763.7,-0.6,90,Wind blowing from the south,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.5,,,2500 or more  or no clouds.,,,11.0,8.7,No precipitation,12,,,,
09.02.2020 23:00,10.0,610.7,764.2,,90,Wind blowing from the south-southeast,4,,7,, ,,,,10.5,,,,,,11.0,8.4,No precipitation,6,,,,
09.02.2020 20:00,9.7,610.7,764.8,-0.1,82,Wind blowing from the east-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,11.9,,,600-1000,,,14.0,6.8,Trace of precipitation,12,,,,
09.02.2020 17:00,9.5,610.8,765.4,,79,Wind blowing from the east-southeast,2,,5,100%., ,,,6.5,14.7,,,600-1000,,,16.0,6.0,Trace of precipitation,6,,,,
09.02.2020 14:00,9.1,612.5,767.4,-1.4,82,Wind blowing from the south-east,3,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,,,,600-1000,,,14.0,6.2,No precipitation,12,,,,
09.02.2020 11:00,10.0,613.9,768.4,,84,Wind blowing from the east-southeast,3,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,,,,600-1000,,,7.0,7.4,No precipitation,6,,,,
09.02.2020 08:00,8.6,612.9,766.8,0.7,96,Wind blowing from the south-southwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,18.7,,,600-1000,,,6.0,8.0,No precipitation,12,,,,
09.02.2020 05:00,6.8,612.2,765.7,,95,Wind blowing from the south-west,0,,,,Rain (not freezing) not falling as shower(s). ,,,2.8,18.7,,,,,,6.0,6.1,No precipitation,6,,,,
09.02.2020 02:00,8.0,612.8,765.4,-0.2,91,Wind blowing from the south-southwest,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,18.7,,,2500 or more  or no clouds.,,,9.0,6.6,0.2,12,,,,
08.02.2020 23:00,9.7,613.0,766.1,,85,Wind blowing from the north-northwest,0,,11,,Rain (not freezing) not falling as shower(s). ,,,2.8,18.7,,,,,,13.0,7.3,0.2,6,,,,
08.02.2020 20:00,12.0,611.9,767.2,1.6,67,Wind blowing from the east-northeast,0,,11,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,18.7,,,600-1000,,,27.0,5.9,0.2,12,,,,
08.02.2020 17:00,14.7,610.3,764.3,,62,Wind blowing from the west,3,,11,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,18.7,,,,,,22.0,7.5,No precipitation,6,,,,
08.02.2020 14:00,17.2,611.0,764.1,-1.7,44,Wind blowing from the south-west,6,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,19.4,,,600-1000,,,23.0,4.9,No precipitation,12,,,,
08.02.2020 11:00,13.6,612.7,765.8,,58,Wind blowing from the west-northwest,1,,3,60%., ,,,2.8,19.4,,,600-1000,,,14.0,5.3,No precipitation,6,,,,
08.02.2020 08:00,3.3,611.5,766.0,1.2,96,Wind blowing from the north,0,,8,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.2,19.4,,,600-1000,,,6.0,2.7,No precipitation,12,,,,
08.02.2020 05:00,3.6,610.3,763.2,,93,Calm  no wind,0,,,, ,,,1.2,19.4,,,,,,8.0,2.6,No precipitation,6,,,,
08.02.2020 02:00,4.7,610.9,763.6,0.0,87,Wind blowing from the north-northeast,0,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,19.4,,,2500 or more  or no clouds.,,,15.0,2.7,No precipitation,12,,,,
07.02.2020 23:00,9.4,610.9,764.2,,63,Wind blowing from the south-west,1,,12,, ,,,1.2,19.4,,,,,,21.0,2.7,No precipitation,6,,,,
07.02.2020 20:00,14.0,609.5,763.9,1.2,41,Wind blowing from the south-west,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,19.4,,,,,,30.0,1.0,No precipitation,12,,,,
07.02.2020 17:00,18.5,608.3,760.8,,28,Wind blowing from the south-west,5,,12,40%., ,,,1.2,19.4,,,600-1000,,,30.0,-0.3,No precipitation,6,,,,
07.02.2020 14:00,18.3,609.1,761.4,-2.4,27,Wind blowing from the south-southwest,5,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,18.6,,,600-1000,,,30.0,-1.0,No precipitation,12,,,,
07.02.2020 11:00,11.8,611.5,765.4,,56,Wind blowing from the west-northwest,2,,3,20–30%., ,,,1.2,17.6,,,600-1000,,,19.0,3.1,No precipitation,6,,,,
07.02.2020 08:00,2.3,610.5,765.4,1.3,89,Wind blowing from the north-northeast,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,17.6,,,600-1000,,,17.0,0.7,No precipitation,12,,,,
07.02.2020 05:00,3.0,609.2,762.2,,89,Wind blowing from the north-east,1,,9,, ,,,2.3,17.6,,,,,,11.0,1.4,No precipitation,6,,,,
07.02.2020 02:00,4.5,609.5,762.6,0.1,82,Wind blowing from the west,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,17.6,,,2500 or more  or no clouds.,,,20.0,1.7,No precipitation,12,,,,
06.02.2020 23:00,7.3,609.4,762.5,,63,Wind blowing from the west-southwest,2,,16,, ,,,5.7,17.6,,,,,,25.0,0.7,No precipitation,6,,,,
06.02.2020 20:00,13.2,607.9,760.9,1.4,36,Wind blowing from the south-west,2,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,17.6,,,,,,30.0,-1.5,No precipitation,12,,,,
06.02.2020 17:00,17.5,606.5,756.8,,24,Wind blowing from the west-southwest,3,,16,no clouds, ,,,5.7,17.6,,,,,,30.0,-3.3,No precipitation,6,,,,
06.02.2020 14:00,16.2,607.8,758.7,-2.2,27,Wind blowing from the south-west,5,,16,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,18.2,,,600-1000,,,30.0,-2.8,No precipitation,12,,,,
06.02.2020 11:00,12.8,610.0,762.2,,31,Wind blowing from the west-southwest,4,,,10%  or less  but not 0, ,,,5.7,18.2,,,2500 or more  or no clouds.,,,30.0,-3.9,No precipitation,6,,,,
06.02.2020 08:00,6.5,608.7,761.6,1.5,48,Wind blowing from the north-northwest,1,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,18.2,,,,,,30.0,-3.7,No precipitation,12,,,,
06.02.2020 05:00,10.1,607.2,757.7,,31,Wind blowing from the west-southwest,6,,13,, ,,,0.6,18.2,,,,,,30.0,-6.3,No precipitation,6,,,,
06.02.2020 02:00,10.4,607.1,757.5,0.4,48,Wind blowing from the south-west,4,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,18.2,,,2500 or more  or no clouds.,,,24.0,-0.1,No precipitation,12,,,,
05.02.2020 23:00,11.3,606.7,758.1,,48,Wind blowing from the south-west,2,,16,, ,,,0.6,18.2,,,,,,25.0,0.7,No precipitation,6,,,,
05.02.2020 20:00,13.8,605.6,759.3,1.0,37,Wind blowing from the south-west,3,,16,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,18.2,,,600-1000,,,30.0,-0.6,No precipitation,12,,,,
05.02.2020 17:00,17.1,604.6,757.2,,29,Wind blowing from the west-southwest,7,,16,90  or more  but not 100%, ,,,0.6,18.2,,,600-1000,,,30.0,-1.1,No precipitation,6,,,,
05.02.2020 14:00,17.4,606.1,758.5,-2.7,28,Wind blowing from the south-west,7,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,18.5,,,600-1000,,,26.0,-1.3,No precipitation,12,,,,
05.02.2020 11:00,12.9,608.8,762.1,,47,Wind blowing from the west,3,,5,90  or more  but not 100%, ,,,0.6,18.5,,,600-1000,,,20.0,1.9,No precipitation,6,,,,
05.02.2020 08:00,1.4,608.2,762.8,0.7,91,Wind blowing from the north,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,18.5,,,,,,17.0,0.1,No precipitation,12,,,,
